ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.79329,,,,,,,,,,,,,,,76e7477a-1aca-4494-8dd8-86d949f0b29a,19,,"[104.9, 66.5]",22934,1,,,,,1.9723768,,Left Foot,,,,"[101.8, 73.8]",,Ground Pass,,7.930952,,,Letícia Santos de Oliveira,25560.0,,,,,,1,From Corner,Andressa Alves da Silva,24368.0,Right Midfield,4,Brazil Women's,1203,['a6ed7a54-ad47-419f-880f-38ae5731da9e'],2,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:02.058,Pass,
,,,,,,,,,,,,,,1.4368,,,,,,,,,,,,,,,3f04812b-8026-4de1-a5c9-75176457fe22,22,,"[99.3, 72.5]",22934,1,,,,,-1.9954182,,Left Foot,,,,"[90.8, 53.7]",,Low Pass,,20.632256,,,Thaysa de Moraes Rosa Moreno,4980.0,,,,,,1,From Corner,Letícia Santos de Oliveira,25560.0,Right Back,4,Brazil Women's,1203,['5c530b35-cbbe-45f9-80e5-ad39f39c2578'],3,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:03.821,Pass,
,,,,,,,,,,,,,,1.3886,,,,,,,,,,,,,,,e96da8fb-94ca-4aac-aa7c-ded968ca98ef,26,,"[87.5, 54.8]",22934,1,,,,,-2.9147937,,Right Foot,,,,"[79.7, 53.0]",,Ground Pass,,8.004998,,,Kathellen Sousa Feitoza,25556.0,,,,,,1,From Corner,Thaysa de Moraes Rosa Moreno,4980.0,Left Center Midfield,4,Brazil Women's,1203,['86b52f59-361d-44fc-9072-404b6f2e8a1b'],6,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:06.364,Pass,
,,,,,,,,,,,,,,0.1989,,,,,,,,,,,,,,,02a84adc-7f1c-4f0d-9588-66b9c758a0aa,30,,"[80.1, 53.0]",22934,1,,,,,-0.09347678,,Right Foot,,,,"[83.3, 52.7]",,Low Pass,,3.2140317,Incomplete,,,,,,,,,1,From Corner,Kathellen Sousa Feitoza,25556.0,Right Center Back,4,Brazil Women's,1203,['1a144d73-2edd-402e-be10-c696414af965'],7,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:07.770,Pass,
,,,,,,,,,,,,,,2.5488,,,,,,,,,,,,,,,40bc9816-3c75-49da-ab4b-eed4d3db15ec,32,,"[34.0, 48.7]",22934,1,,,,,-0.3138767,,Right Foot,,,,"[72.2, 36.3]",,High Pass,,40.16217,Incomplete,,Khadija Monifa Shaw,25554.0,,,,,Recovery,1,From Corner,Havana Solaun,4945.0,Center Defensive Midfield,4,Brazil Women's,1203,"['44772e3f-7dde-41a1-90a3-e6197f1ec061', 'e71738fe-e269-4105-91a8-cf0e8544ba17']",9,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:01:09.731,Pass,
,,,,,,,,,,,,,,2.6829,,,,,,,,,,,,,,,44772e3f-7dde-41a1-90a3-e6197f1ec061,34,,"[47.9, 43.8]",22934,1,,,,,0.76347184,,Right Foot,,,,"[71.2, 66.1]",,Low Pass,,32.251823,Incomplete,,,,,,,,Recovery,1,From Corner,Bárbara Micheline do Monte Barbosa,25555.0,Goalkeeper,4,Brazil Women's,1203,"['3e698558-fec9-4c6f-af3b-ec77a86bd050', '40bc9816-3c75-49da-ab4b-eed4d3db15ec']",12,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:12.280,Pass,
,,,,,,,,,,,,,,0.7937,,,,,,,,,,,,,,,abd12d7d-673f-476e-8522-7ad6889d8d33,36,,"[71.0, 80.0]",22934,1,,,,,-0.4444192,,,,,,"[79.4, 76.0]",,High Pass,,9.303762,,,Beatriz Zaneratto João,25561.0,,,,,Throw-in,1,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,5,Brazil Women's,1203,['53a9e280-9bc5-419c-8962-b8ffa2a94700'],33,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:33.441,Pass,
,,,,,,,,,,,,,,1.01536,,,,,,,,,,,,,,,9fd44c1d-0a67-4692-84da-127b5fa1536d,40,,"[78.5, 76.0]",22934,1,,,,,-3.1031501,,Left Foot,,,,"[70.7, 75.7]",,Low Pass,,7.805767,,,Letícia Santos de Oliveira,25560.0,,,,,,1,From Throw In,Beatriz Zaneratto João,25561.0,Right Center Forward,5,Brazil Women's,1203,"['da9a1580-e7c0-4775-97b0-df004bcbacb0', 'eb07ca59-dc18-4d93-8d3b-700b487e8484']",34,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:34.848,Pass,True
,,,,,,,,,,,,,,0.4881,,,,,,,,,,,,,,,f54f0b9e-07e9-480b-a8ae-0d10dae90e06,43,,"[70.6, 76.1]",22934,1,,,,,-0.22402364,,Right Foot,,,,"[78.5, 74.3]",,Low Pass,,8.1024685,,,Beatriz Zaneratto João,25561.0,,,,,,1,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,5,Brazil Women's,1203,['5be6087a-905d-4b27-858c-a69654c74d54'],35,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:35.864,Pass,
,,,,,,,,,,,,,,1.5518,,,,,,,,,,,,,,,928f9b19-ea5a-4742-a9bb-8ddcad3fc742,45,,"[78.5, 74.3]",22934,1,,,,,-1.5707964,,Other,,,,"[78.5, 67.5]",,High Pass,,6.8,,,Letícia Santos de Oliveira,25560.0,,,,,,1,From Throw In,Beatriz Zaneratto João,25561.0,Right Center Forward,5,Brazil Women's,1203,['e6f81c79-7d5b-4985-b344-598dafbac719'],36,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:36.352,Pass,
,,,,,,,,,,,,,,1.4342,,,,,,,,,,,,,,,91fdfd1a-9674-4917-a204-e1fd72a88897,48,,"[91.8, 57.3]",22934,1,,,,,-1.4478245,,Right Foot,,,,"[92.9, 48.4]",,Ground Pass,,8.96772,,,Cristiane Rozeira de Souza Silva,15293.0,,,,,,1,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,5,Brazil Women's,1203,['589e93f6-6355-4192-8792-d95dc9c77fcc'],40,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:40.340,Pass,
,,,,,,,,,,,,,,1.4418,,,,,,,,,,,,,,,00151798-51c8-46c4-9b05-f21d1551dfe6,55,,"[22.0, 33.1]",22934,1,,,,,1.1519736,,Right Foot,,,,"[28.9, 48.6]",,Ground Pass,,16.966438,Incomplete,,Marlo Carmen Sweatman,25551.0,,,,,,1,From Throw In,Dominique Bond-Flasza,25552.0,Right Back,5,Brazil Women's,1203,"['53323da6-4d86-4458-9870-daf80ca2dec2', 'b66496b2-b9a1-4890-89c6-3e9830046866']",45,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:01:45.081,Pass,
,,,,,,,,,,,,,,0.701769,,,,,,,,,,,,,,,9e908af8-aff7-4ff5-a72c-1eb553a6e068,59,,"[91.1, 32.4]",22934,1,,,,,1.2448264,,Right Foot,,,,"[93.5, 39.5]",,Ground Pass,,7.4946647,,,Letícia Santos de Oliveira,25560.0,,,,,,1,From Throw In,Débora Cristiane de Oliveira,5044.0,Left Midfield,5,Brazil Women's,1203,['cd3ba968-3430-4a59-9dbc-4af233286481'],47,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:47.275,Pass,
,,,,,,,,,,,,,,2.571432,,,,,,,,,,,,,,,168b015b-94e3-4e2d-92b1-dca35dd87f5b,63,,"[93.1, 39.0]",22934,1,,,,,-1.068494,,Right Foot,,,,"[104.8, 17.7]",,Low Pass,,24.301851,,,Monica Hickmann Alves,5071.0,,,,,,1,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,5,Brazil Women's,1203,"['62c93043-c6a6-44d9-b9c6-12fc674cec85', '90728592-cf70-4f0d-8b9f-059e1179900f']",48,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:48.468,Pass,True
,,,,,,,,,,,,,,2.0182,,,,,,,,,,,,,,,f50b90e1-f700-420a-b425-b46a5e3a48da,65,,"[105.5, 17.9]",22934,1,,,,,1.2034111,,Left Foot,True,,,"[117.7, 49.6]",,High Pass,,33.966602,,,Beatriz Zaneratto João,25561.0,,,,,,1,From Throw In,Monica Hickmann Alves,5071.0,Left Center Back,5,Brazil Women's,1203,['1e86d33d-5bdb-4c92-8cff-2ed6206644ab'],51,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:51.040,Pass,
,,,,,,,,,,,,,,1.4097,,,,,,,,,,,,,,,984d3654-323f-4935-a67a-41531b47b95b,67,,"[117.7, 49.6]",22934,1,,,,,-1.7178746,,Head,,,,"[116.9, 44.2]",,High Pass,,5.4589376,Incomplete,,Cristiane Rozeira de Souza Silva,15293.0,,,,,,1,From Throw In,Beatriz Zaneratto João,25561.0,Right Center Forward,5,Brazil Women's,1203,"['60eae62c-2b12-4db5-8174-a16f6269aab7', 'cbf5b314-18bc-44a0-a9a6-0642169e22e8']",53,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:01:53.058,Pass,
,,,,,,,,,,,,,,2.252544,,,,,,,,,,,,,,,24072009-2e18-4650-8974-2bfc0e7d633f,73,,"[7.8, 30.6]",22934,1,,,,,-1.537586,,Left Foot,,,,"[8.8, 0.5]",,High Pass,,30.116608,Out,,,,,,,,,1,From Throw In,Chantelle Swaby,25558.0,Left Center Midfield,5,Brazil Women's,1203,,56,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:01:56.728,Pass,
,,,,,,,,,,,,,,1.5405,,,,,,,,,,,,,,,183a45b0-bc90-473c-97ac-bbb6ec595de5,74,,"[108.5, 80.0]",22934,2,,,,,-1.0621554,,,,,,"[117.7, 63.5]",,High Pass,,18.891533,,,Andressa Alves da Silva,24368.0,,,,,Throw-in,1,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,6,Brazil Women's,1203,['3956af96-8f63-48f3-b21c-f2b05aec0c66'],11,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:11.782,Pass,
,,,,,,,,,,,,,,3.075563,,,,,,,,,,,,,,,608db8b5-46db-45e3-8a56-f129ea584a9a,78,,"[4.3, 17.2]",22934,2,,,,,2.0576956,,Other,,,,"[0.7, 24.0]",,High Pass,,7.694154,Out,,Konya Plummer,25548.0,,,,,Recovery,1,From Throw In,Deneisha Selena Blackwood,25557.0,Left Back,6,Brazil Women's,1203,['a5071643-9cd3-45b9-b99e-0841a605ef51'],13,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:02:13.844,Pass,
,,,,,,,,,,,,,,1.5916,,,,,,,,,,,,,,,55e64766-4d56-4eb6-b125-8fc492076b20,80,,"[120.0, 80.0]",22934,2,,,,,-1.6569337,,Left Foot,,,,"[116.9, 44.1]",,High Pass,True,36.033596,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Andressa Alves da Silva,24368.0,Right Midfield,7,Brazil Women's,1203,['2d833c2a-b694-4578-8ce2-b05a17b3a590'],38,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:02:38.929,Pass,
,,,,,,,,,,,,,,5.8313,,,,,,,,,,,,,,,35ee8a74-9028-446d-a535-3030ffc4ca0a,87,,"[120.0, 80.0]",22934,3,,,,,-1.6969451,,Left Foot,,,,"[111.3, 11.4]",,High Pass,True,69.149475,,,Kathellen Sousa Feitoza,25556.0,,True,Inswinging,,Corner,1,From Corner,Andressa Alves da Silva,24368.0,Right Midfield,8,Brazil Women's,1203,['4ec512a4-75a3-4e6e-95e1-b6b0e3fa7c08'],2,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:02.500,Pass,
,,,,,,,,,,,,,,1.6474,,,,,,,,,,,,,,,25af4b09-a702-487b-b265-34d318ac048b,91,,"[110.8, 10.5]",22934,3,,,,,2.9740245,,Right Foot,,,,"[90.7, 13.9]",,Low Pass,,20.385534,,,Débora Cristiane de Oliveira,5044.0,,,,,,1,From Corner,Kathellen Sousa Feitoza,25556.0,Right Center Back,8,Brazil Women's,1203,['8b62d6ff-c59e-41c8-ab5c-eec7a05a574c'],8,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:08.353,Pass,
,,,,,,,,,,,,,,1.5438,,,,,,,,,,,,,,,950e6e7e-7cf3-4bf8-b252-5abe14cba7fa,94,,"[90.7, 14.5]",22934,3,,,,,0.8513616,,Right Foot,True,,,"[111.2, 37.9]",,High Pass,,31.109644,Incomplete,,Cristiane Rozeira de Souza Silva,15293.0,,,,,,1,From Corner,Débora Cristiane de Oliveira,5044.0,Left Midfield,8,Brazil Women's,1203,"['44386cd4-d167-4313-bd21-4b1867a65776', '5bdb2f40-de22-460b-ae17-b27b7f839c1a']",11,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:11.103,Pass,
,,,,,,,,,,,,,,0.3303,,,,,,,,,,,,,,,8f6a5492-d492-4f90-b886-f2c93a416622,100,,"[9.3, 59.7]",22934,3,,,,,0.7853982,,Right Foot,,,,"[10.6, 61.0]",,Ground Pass,,1.8384776,Incomplete,,Havana Solaun,4945.0,,,,,,1,Regular Play,Dominique Bond-Flasza,25552.0,Right Back,9,Jamaica Women's,1212,"['72a2d9f2-f5e2-417a-a858-8554fcff559b', 'b57f7703-afb9-4966-97b7-ae84cf72adfa']",16,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:03:16.314,Pass,
,,,,,,,,,,,,,,1.7073,,,,,,,,,,,,,,,a08e03d7-2610-4ecd-811b-36538cc90bed,103,,"[22.9, 80.0]",22934,3,,,,,-0.15926145,,,,,,"[42.2, 76.9]",,High Pass,,19.547379,,,Havana Solaun,4945.0,,,,,Throw-in,1,From Throw In,Dominique Bond-Flasza,25552.0,Right Back,10,Jamaica Women's,1212,['fe0e7ea2-a42d-4275-8688-a75c8d79e18d'],30,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:03:30.118,Pass,
,,,,,,,,,,,,,,1.6954,,,,,,,,,,,,,,,c1f47207-bffb-4fb0-aab0-2ad6b9c121a8,107,,"[79.8, 2.8]",22934,3,,,,,2.4279664,,Left Foot,,,,"[71.6, 9.9]",,Low Pass,,10.846659,Incomplete,,Tamires Cássia Dias de Britto,25559.0,,,,,Recovery,1,From Throw In,Thaysa de Moraes Rosa Moreno,4980.0,Left Center Midfield,10,Jamaica Women's,1212,"['4b15cfb2-6bb6-43eb-93d9-5529963da3ff', 'e3ae7141-7389-4b73-bff8-594e9a94d6a6']",32,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:32.552,Pass,
,,,,,,,,,,,,,,2.3776,,,,,,,,,,,,,,,7d272a9c-fbc0-45dd-91ac-cf69cddb96ac,114,,"[64.7, 25.8]",22934,3,,,,,2.070143,,Left Foot,,,,"[55.1, 43.4]",,Ground Pass,,20.047943,,,Letícia Santos de Oliveira,25560.0,,,,,,1,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,11,Brazil Women's,1203,['a6b24fe8-e313-4985-b60f-e05bbf4cedab'],37,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:37.187,Pass,
,,,,,,,,,,,,,,0.982515,,,,,,,,,,,,,,,660bb146-0d5d-4597-b46f-f0c97248711c,117,,"[54.6, 51.5]",22934,3,,,,,-2.0866053,,Right Foot,,,,"[49.1, 41.8]",,Ground Pass,,11.1507845,,,Monica Hickmann Alves,5071.0,,,,,,1,Regular Play,Letícia Santos de Oliveira,25560.0,Right Back,11,Brazil Women's,1203,['9537b9bd-0117-48f8-a142-01f4010b541d'],42,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:42.579,Pass,
,,,,,,,,,,,,,,1.434288,,,,,,,,,,,,,,,89901c34-0221-4881-ac09-f221e92fa046,120,,"[48.4, 36.8]",22934,3,,,,,-1.3490692,,Right Foot,,,,"[52.3, 19.5]",,Ground Pass,,17.734148,,,Kathellen Sousa Feitoza,25556.0,,,,,,1,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,11,Brazil Women's,1203,['3a37e3bf-4af4-47d1-8e06-cd8b689477f0'],44,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:44.942,Pass,
,,,,,,,,,,,,,,1.364457,,,,,,,,,,,,,,,9e2409a6-f337-4b68-aa14-48e7533c35e1,123,,"[55.0, 18.3]",22934,3,,,,,-1.0705796,,Right Foot,,,,"[63.8, 2.2]",,Ground Pass,,18.348024,,,Tamires Cássia Dias de Britto,25559.0,,,,,,1,Regular Play,Kathellen Sousa Feitoza,25556.0,Right Center Back,11,Brazil Women's,1203,['8c580950-e82e-465c-88da-f6e23882c48d'],47,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:47.296,Pass,
,,,,,,,,,,,,,,0.059847,,,,,,,,,,,,,,,f63223ad-f463-41fc-a0d1-fa226447e453,127,,"[65.2, 2.1]",22934,3,,,,,0.43662715,,Left Foot,,,,"[66.7, 2.8]",,Low Pass,,1.6552945,Incomplete,,Beatriz Zaneratto João,25561.0,,,,,,1,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,11,Brazil Women's,1203,"['bf177a5f-0863-46e0-896d-2ce4d232ad36', 'f4a1534a-c982-4248-b09d-d426672db63d']",49,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:49.780,Pass,
,,,,,,,,,,,,,,2.152326,,,,,,,,,,,,,,,0ddf056d-3e00-4166-925d-e4514d29b5e6,130,,"[69.8, 0.1]",22934,3,,,,,2.863293,,,,,,"[57.9, 3.5]",,Low Pass,,12.376186,,,Kathellen Sousa Feitoza,25556.0,,,,,Throw-in,1,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,12,Brazil Women's,1203,['ea55a9b5-04a2-4858-b74f-86a1c4bb61b7'],55,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:03:55.140,Pass,
