50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_kick_off,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.154412,,,,,,,,,,,ef8969a1-3f43-4b8e-b3db-6929ab51a026,19,,,"[16.6, 43.3]",22945,0,,,,,1.1849136,,Right Foot,,,"[24.4, 62.5]",,Ground Pass,,20.7239,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,Min-Jeong Kim,25449.0,Goalkeeper,3,Korea Republic Women's,1211,['8ee4a21d-6ef6-4176-9847-9afa2aa28f09'],22,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:22.671,Pass,
,,,,,,,,,,,,,,,2.325799,,,,,,,,,,,c37dfb19-35fd-4ab5-810b-5e079c0a7a7f,22,,,"[35.4, 75.6]",22945,0,,,,,-2.1201708,,Right Foot,,,"[20.4, 51.1]",,Ground Pass,,28.727165,,,,,Min-Jeong Kim,25449.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['5dcb98d5-479d-438b-8bb7-8e859085e18d'],28,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:28.627,Pass,
,,,,,,,,,,,,,,,1.319312,,,,,,,,,,,075e4062-fae6-4165-beec-6ba79b0e6414,25,,,"[22.9, 54.6]",22945,0,,,,,0.9224643,,Left Foot,,,"[32.9, 67.8]",,Ground Pass,,16.560194,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,Min-Jeong Kim,25449.0,Goalkeeper,3,Korea Republic Women's,1211,['dcb4fad0-b7ba-4b5d-94d2-2f129f46fca3'],35,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:35.087,Pass,
,,,,,,,,,,,,,,,1.044955,,,,,,,,,,,8272e923-5c93-4bfc-b583-8b3b54f2309e,28,,,"[38.9, 69.4]",22945,0,,,,,-1.0759089,,Right Foot,,,"[49.1, 50.5]",,Ground Pass,,21.476732,,,,,So-Hyun Cho,22798.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['e3ff844d-6762-4f44-9357-539cdf0b0a2b'],38,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:38.149,Pass,
,,,,,,,,,,,,,,,0.788648,,,,,,,,,,,757b39c8-daad-4f25-8bb9-673b65bf3b3d,31,,,"[49.1, 51.8]",22945,0,,,,,0.4294994,,Right Foot,,,"[62.2, 57.8]",,Ground Pass,,14.408678,,,,,Mi-Na Lee,25444.0,,,,,,,1,From Throw In,So-Hyun Cho,22798.0,Left Center Midfield,3,Korea Republic Women's,1211,['c33e0017-21c2-4f9f-a058-dbd47fdf18c4'],39,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:39.788,Pass,
,,,,,,,,,,,,,,,1.320022,,,,,,,,,,,0610c397-36a2-4d5d-b357-625549748e4e,35,,,"[60.8, 58.2]",22945,0,,,,,1.3194685,,Right Foot,,,"[64.6, 73.0]",,Ground Pass,,15.280052,,,Incomplete,,Hye-Ri Kim,25451.0,,,,,,,1,From Throw In,Mi-Na Lee,25444.0,Right Center Midfield,3,Korea Republic Women's,1211,"['323d0856-340b-43df-8a79-b1e2452b3cc0', '83dbb09e-f21e-4d06-a081-716868436d23', 'b82e8eaa-7caa-4c49-a9e3-a81286e846eb']",41,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:41.133,Pass,True
,,,,,,,,,,,,,,,2.044358,,,,,,,,,,,a78d127a-60f0-4cd3-83d8-581a448ad35a,40,,,"[37.1, 73.8]",22945,0,,,,,-2.384875,,Right Foot,,,"[12.0, 50.1]",,Ground Pass,,34.521008,,,,,Min-Jeong Kim,25449.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['76bffe13-b011-4e0f-b404-4af4d484d277'],45,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:45.885,Pass,
,,,,,,,,,,,,,,,1.334503,,,,,,,,,,,81ef0c89-ad37-4578-99c2-483237b6c60b,43,,,"[16.5, 41.7]",22945,0,,,,,1.0303768,,Right Foot,,,"[27.0, 59.2]",,Ground Pass,,20.40833,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,Min-Jeong Kim,25449.0,Goalkeeper,3,Korea Republic Women's,1211,['7b2882fa-be78-4cd0-885c-622d19c7ceca'],52,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:52.464,Pass,
,,,,,,,,,,,,,,,1.622241,,,,,,,,,,,aa1f1c78-6723-45c1-a1eb-7822acfddf05,46,,,"[39.0, 62.0]",22945,0,,,,,0.08736826,,Right Foot,,,"[52.7, 63.2]",,Ground Pass,,13.752455,,,,,Mi-Na Lee,25444.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['b0b350e6-6539-4c5c-9962-43a83a1e78f7'],57,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:57.277,Pass,
,,,,,,,,,,,,,,,3.546709,,,,,,,,,,,d71214a5-863f-4355-a967-b18b419850a2,54,,,"[84.8, 24.4]",22945,1,,,,,0.5601638,,Right Foot,,,"[113.5, 42.4]",,Ground Pass,,33.877575,,,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,,1,From Throw In,Ugochi Desire Oparanozie,25472.0,Center Forward,3,Korea Republic Women's,1211,"['93e91f24-3356-470a-ad64-6eb8577c95a8', 'd3cbc2e8-c54c-41bd-bfd1-3f9991d4562f']",3,,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:03.339,Pass,
,,,,,,,,,,,,,,,2.130618,,,,,,,,,,,bc91fed2-3a9d-4849-a181-8df3f0981aeb,58,,,"[8.8, 34.9]",22945,1,,,,,1.1184477,,Right Foot,,,"[26.1, 70.5]",,Ground Pass,,39.58093,,,,,So-Hyun Cho,22798.0,,,,,,,1,From Throw In,Min-Jeong Kim,25449.0,Goalkeeper,3,Korea Republic Women's,1211,['8fe35e05-acf7-4576-ba3e-2c1c026085ae'],15,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:15.680,Pass,
,,,,,,,,,,,,,,,1.635225,,,,,,,,,,,b7dbb4a0-fc26-4304-b31e-4b1290493715,61,,,"[35.3, 75.6]",22945,1,,,,,0.03544614,,Right Foot,,,"[49.4, 76.1]",,Ground Pass,,14.108863,,,,,Hye-Ri Kim,25451.0,,,,,,,1,From Throw In,So-Hyun Cho,22798.0,Left Center Midfield,3,Korea Republic Women's,1211,['ffafe407-5bee-41dc-8242-dddcbb12fc7b'],19,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:19.954,Pass,
,,,,,,,,,,,,,,,1.563363,,,,,,,,,,,6b826689-356a-4853-b2a2-a16f05cc4b24,68,,,"[64.4, 75.6]",22945,1,,,,,-3.136357,,Right Foot,,,"[45.3, 75.5]",,Ground Pass,,19.100262,,,,,So-Hyun Cho,22798.0,,,,,,Recovery,1,From Throw In,Hye-Ri Kim,25451.0,Right Back,3,Korea Republic Women's,1211,['31609675-730b-4cac-88ad-e0d2c9febbfd'],25,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:25.735,Pass,
,,,,,,,,,,,,,,,1.954434,,,,,,,,,,,d1f75e05-f0fe-45b2-b569-6abeb286cca0,71,,,"[42.2, 75.1]",22945,1,,,,,-1.7432594,,Left Foot,,,"[39.5, 59.6]",,Ground Pass,,15.733404,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,So-Hyun Cho,22798.0,Left Center Midfield,3,Korea Republic Women's,1211,['e41ca30a-7ede-4a1c-92be-b344cdf15d82'],29,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:29.338,Pass,
,,,,,,,,,,,,,,,1.888837,,,,,,,,,,,d1b9ce5d-d143-4d06-9a60-3a1f048df97f,74,,,"[37.2, 56.9]",22945,1,,,,,-1.5838504,,Right Foot,,,"[36.7, 18.6]",,Ground Pass,,38.303265,,,,,Do-Yeon Kim,25448.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['93406cbb-e2ea-47f7-921d-f908ca9faed3'],33,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:33.429,Pass,
,,,,,,,,,,,,,,,1.573408,,,,,,,,,,,4e646809-867f-466e-9eed-2dd01ef4aee8,77,,,"[36.3, 17.3]",22945,1,,,,,1.593434,,Right Foot,,,"[35.7, 43.8]",,Ground Pass,,26.506792,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,Do-Yeon Kim,25448.0,Left Center Back,3,Korea Republic Women's,1211,['c0b90dc1-1595-4a82-8b4c-3c2df7414a91'],38,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:38.075,Pass,
,,,,,,,,,,,,,,,1.022963,,,,,,,,,,,6386c875-4e93-4bb8-9b56-50aa88d47d5a,80,,,"[39.3, 48.3]",22945,1,,,,,-0.94330806,,Right Foot,,,"[45.9, 39.2]",,Ground Pass,,11.241441,,,,,Mi-Na Lee,25444.0,,,,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['80482052-f8ea-496b-9454-3389da3c912a'],41,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:41.622,Pass,
,,,,,,,,,,,,,,,1.536224,,,,,,,,,,,615eb6f7-372c-4db4-b914-ca6aa5d60ed0,83,,,"[44.1, 40.6]",22945,1,,,,,1.6533668,,Right Foot,,,"[42.9, 55.1]",,Ground Pass,,14.54957,,,,,Bo-Ram Hwang,25455.0,,,,,,,1,From Throw In,Mi-Na Lee,25444.0,Right Center Midfield,3,Korea Republic Women's,1211,['f1f00c84-3a41-487f-979f-0b378541889c'],44,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:44.060,Pass,
,,,,,,,,,,,,,,,2.998052,,,,,,,,,,,d37e5323-0c08-4a4e-bf2d-6f74bf1171a4,86,,,"[50.0, 52.0]",22945,1,,,,,-0.96034104,,Right Foot,,,"[84.7, 2.4]",,High Pass,,60.53305,,,,,Sel-Gi Jang,25447.0,,,True,,,,1,From Throw In,Bo-Ram Hwang,25455.0,Right Center Back,3,Korea Republic Women's,1211,['ec66a82d-48b5-435b-a3f9-6de438e3b2a0'],48,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:48.642,Pass,
,,,,,,,,,,,,,,,1.524189,,,,,,,,,,,ccbb9b81-8f1c-4d23-a20e-d1e03d373f6d,90,,,"[32.0, 70.6]",22945,1,,,,,-0.43240777,,Left Foot,,,"[35.9, 68.8]",,Low Pass,,4.2953463,,,Incomplete,,Chinaza Uchendu,25463.0,,,,,,Recovery,1,From Throw In,Francisca Ordega,5022.0,Left Wing,3,Korea Republic Women's,1211,"['2fac3661-426a-415d-84e4-0614f0252bb1', '4ecbf398-4cfd-4e0f-ba28-3e46935665ed']",54,,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:54.027,Pass,
,,,,,,,,,,,,,,,1.3443,,,,,,,,,,,f262417a-2304-470e-b40a-d5a3772526ee,102,,,"[93.7, 4.9]",22945,2,,,,,1.234365,,Right Foot,,,"[100.1, 23.2]",,Ground Pass,,19.38685,,,Incomplete,,Seol-Bin Jung,25454.0,,,,,,,1,From Throw In,Geum-Min Lee,25453.0,Left Midfield,3,Korea Republic Women's,1211,"['6130314b-7c83-4e6f-847b-67b04eba292e', 'baf7b06f-a5dc-45f1-bc96-4e7da16587bc']",2,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:02.461,Pass,
,,,,,,,,,,,,,,,0.701771,,,,,,,,,,,605241af-97e4-4376-9bbb-160b4d9dcea0,109,,,"[44.1, 65.1]",22945,2,,True,,,-0.41413856,,Right Foot,,,"[53.2, 61.1]",,Ground Pass,,9.940322,,,,,Francisca Ordega,5022.0,,,,,,Free Kick,1,From Free Kick,Chinaza Uchendu,25463.0,Right Center Midfield,4,Nigeria Women's,1213,['e730eea8-6c07-4b37-9673-908fc50cbcb8'],20,,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:20.253,Pass,
,,,,,,,,,,,,,,,0.790861,,,,,,,,,,,21e3e54f-f6ce-4ecb-8d6b-1e4f90099bf8,111,,,"[71.0, 69.3]",22945,2,,,,,3.1103528,,Right Foot,,,"[58.2, 69.7]",,Ground Pass,,12.806249,,,,,Chinaza Uchendu,25463.0,,,,,,,1,From Free Kick,Francisca Ordega,5022.0,Left Wing,4,Nigeria Women's,1213,['d8169e0b-b91d-41b9-b58a-a656e92e635a'],21,,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:21.142,Pass,
,,,,,,,,,,,,,,,1.479154,,,,,,,,,,,328af872-4d38-4a73-adf1-709c1a245844,114,,,"[58.2, 69.7]",22945,2,,,,,0.007936342,,Left Foot,,,"[83.4, 69.9]",,Low Pass,,25.200794,,,Incomplete,,Ugochi Desire Oparanozie,25472.0,,,,,,,1,From Free Kick,Chinaza Uchendu,25463.0,Right Center Midfield,4,Nigeria Women's,1213,"['0f3fcc04-19d7-4a2a-bdc5-c744fedce603', '201974ff-4126-46ae-8a8f-4cc790add704']",22,,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:22.712,Pass,
,,,,,,,,,,,,,,,1.171812,,,,,,,,,,,2e042870-8833-4122-9e62-b879126cb591,119,,,"[27.6, 19.0]",22945,2,,,,,-1.4663392,,Right Foot,,,"[28.9, 6.6]",,Ground Pass,,12.467959,,,,,Sel-Gi Jang,25447.0,,,,,,,1,Regular Play,Do-Yeon Kim,25448.0,Left Center Back,5,Korea Republic Women's,1211,['ae638c1f-cb64-4f16-b1ed-36664b33a083'],26,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:26.479,Pass,
,,,,,,,,,,,,,,,0.843833,,,,,,,,,,,9e9f3d6e-2fe0-4047-bb45-24a0e15ce2df,122,,,"[29.4, 5.2]",22945,2,,,,,1.2895641,,Right Foot,,,"[33.3, 18.7]",,Ground Pass,,14.052046,,,,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Sel-Gi Jang,25447.0,Left Back,5,Korea Republic Women's,1211,['0767796e-c8cb-4a1b-a27a-b6226aaf9c8c'],28,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:28.583,Pass,
,,,,,,,,,,,,,,,0.883396,,,,,,,,,,,eca91cd4-11bf-4970-9bc3-193f94d341c5,126,,,"[33.3, 17.8]",22945,2,,,,,-0.72219133,,Left Foot,,,"[41.7, 10.4]",,Ground Pass,,11.194641,,,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Center Midfield,5,Korea Republic Women's,1211,"['45fc2033-0d1a-4541-a858-4070dd6de7b9', 'ced4bf44-110c-493b-8643-428d1d14cffd']",29,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:29.667,Pass,True
,,,,,,,,,,,,,,,0.836362,,,,,,,,,,,f6144c04-67b0-4695-bb90-80f12213f98a,130,,,"[40.7, 11.8]",22945,2,,,,,2.6901395,,Left Foot,,,"[30.8, 16.6]",,Ground Pass,,11.002273,,,,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,5,Korea Republic Women's,1211,"['81bcff8b-3054-43e4-be33-9b7e1cd45599', '931556a8-b868-403d-be81-5d6256f5285d']",32,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:32.115,Pass,True
,,,,,,,,,,,,,,,2.105235,,,,,,,,,,,d9bfb1c5-2db4-4c12-bd35-ff3f587a9921,133,,,"[30.8, 16.6]",22945,2,,,,,2.6395025,,Left Foot,,,"[20.6, 22.2]",,Ground Pass,,11.63615,,,,,Do-Yeon Kim,25448.0,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Center Midfield,5,Korea Republic Women's,1211,['ebbe107a-f4a5-47d5-b5b6-5cbc09d8d784'],34,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:34.136,Pass,
,,,,,,,,,,,,,,,2.17597,,,,,,,,,,,9c478a4a-bc49-4c9d-8771-d92b70fb0d40,136,,,"[20.6, 31.8]",22945,2,,,,,-1.2515272,,Right Foot,,,"[28.6, 7.6]",,Ground Pass,,25.488037,,,,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Do-Yeon Kim,25448.0,Left Center Back,5,Korea Republic Women's,1211,['0bb3fc03-cd48-489e-a21c-046a8f3663c5'],39,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:39.997,Pass,
,,,,,,,,,,,,,,,2.064321,,,,,,,,,,,701073c7-10d7-48b3-bf6d-dbc9a9374169,139,,,"[32.1, 6.3]",22945,2,,,,,1.8980414,,Left Foot,,,"[24.7, 28.1]",,Ground Pass,,23.021729,,,,,Do-Yeon Kim,25448.0,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Center Midfield,5,Korea Republic Women's,1211,['8b11d10b-9e8b-4fe9-86a4-a641b52d7de7'],43,,,,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:43.311,Pass,
