bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.256377,,,,,,,,,,,,,7803ed10-2098-4621-aaf5-11919ffdc5ea,32,,"[57.9, 74.7]",22980,0,,,,,-2.4123154,,Right Foot,,,"[43.8, 62.1]",Ground Pass,,18.909521,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,4,France Women's,861,['8868a1f8-3121-4686-942d-3e7fdbf03f0f'],32,,,,,,,,,,,,,,,,France Women's,861,00:00:32.702,Pass,
,,,,,,,,,,,,,,,,,,1.893591,,,,,,,,,,,,,07f21eda-0aff-46d3-a709-bc79aaf99255,35,,"[44.6, 61.2]",22980,0,,,,,-1.6545162,,Right Foot,,,"[42.2, 32.6]",Ground Pass,,28.700523,,,,Wendie Renard,10125.0,,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,4,France Women's,861,['6acb0776-18d8-4ff5-8a53-8905a9679c92'],34,,,,,,,,,,,,,,,,France Women's,861,00:00:34.858,Pass,
,,,,,,,,,,,,,,,,,,1.514069,,,,,,,,,,,,,360e3a6c-db8c-4d7a-839c-2babbb6f3311,38,,"[43.4, 28.5]",22980,0,,,,,-1.45339,,Right Foot,,,"[45.7, 9.0]",Ground Pass,,19.635172,,,,Amel Majri,15249.0,,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,4,France Women's,861,['83543ade-19e7-4247-93c0-99a407fe0b35'],38,,,,,,,,,,,,,,,,France Women's,861,00:00:38.552,Pass,
,,,,,,,,,,,,,,,,,,1.403571,,,,,,,,,,,,,0e8f0a06-2040-44fe-a4ef-69b9995951b8,41,,"[55.0, 9.2]",22980,0,,,,,2.3167884,,Left Foot,,,"[41.6, 23.7]",Ground Pass,,19.743607,,,,Wendie Renard,10125.0,,,,,,,1,Regular Play,Amel Majri,15249.0,Left Back,4,France Women's,861,['3a0dd316-3ca0-46de-81b0-2d00ce014f03'],42,,,,,,,,,,,,,,,,France Women's,861,00:00:42.589,Pass,
,,,,,,,,,,,,,,,,,,2.015567,,,,,,,,,,,,,812d1e40-126d-4ac4-93b8-d2b292d7382d,44,,"[41.4, 23.9]",22980,0,,,,,1.1466019,,Right Foot,,,"[56.8, 58.0]",Ground Pass,,37.416172,,,,Amandine Henry,10123.0,,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,4,France Women's,861,['a0e75d7d-dda0-4576-9b34-b9c3ed92585d'],45,,,,,,,,,,,,,,,,France Women's,861,00:00:45.260,Pass,
,,,,,,,,,,,,,,,,,,1.421267,,,,,,,,,,,,,1d69541b-5158-47ce-bf61-0906cdef0eda,47,,"[64.2, 62.9]",22980,0,,,,,0.6380153,,Right Foot,,,"[84.7, 78.1]",Ground Pass,,25.520384,,,,Eve Perisset,10418.0,,,,,,,1,Regular Play,Amandine Henry,10123.0,Right Center Midfield,4,France Women's,861,['d8d84c2b-c89a-4ad7-8e43-f0eb97b2cf73'],49,,,,,,,,,,,,,,,,France Women's,861,00:00:49.192,Pass,
,,,,,,,,,,,,,,,,,,1.1129,,,,,,,,,,,,,d3ff639c-e051-44ae-88f8-41079dce94e5,50,,"[84.7, 78.1]",22980,0,,,,,-0.59901536,,Right Foot,,,"[105.5, 63.9]",Ground Pass,,25.184916,,,,Valérie Gauvin,25442.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,4,France Women's,861,['74a35323-abc2-462b-a96e-6222681a2745'],51,,,,,,,,,,,,,,,,France Women's,861,00:00:51.971,Pass,
,,,,,,,,,,,,,,,,,,0.49046,,,,,,,,,,,,,514b5649-f8a2-4d83-9a3d-6267998af8b2,56,,"[113.4, 80.0]",22980,1,,,,,-2.197867,,,,,"[108.4, 73.1]",Low Pass,,8.521151,,,,Amandine Henry,10123.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,5,France Women's,861,['43b49486-7db6-45dc-9a70-9911a586bdba'],4,,,,,,,,,,,,,,,,France Women's,861,00:01:04.635,Pass,
,,,,,,,,,,,,,,,,,,1.258667,,,,,,,,,,,,,c26efe03-a740-4d0b-883c-c9ed396515ea,60,,"[108.7, 73.8]",22980,1,,,,,2.894762,,Right Foot,,,"[96.0, 77.0]",Ground Pass,,13.096946,,,,Delphine Cascarino,15470.0,,,,,,,1,From Throw In,Amandine Henry,10123.0,Right Center Midfield,5,France Women's,861,['55862271-0422-4157-babc-f81a6b8a3a45'],6,,,,,,,,,,,,,,,,France Women's,861,00:01:06.370,Pass,
,,,,,,,,,,,,,,,,,,0.879384,,,,,,,,,,,,,2135b487-3197-4fc7-92db-380ee49d14e7,64,,"[94.5, 78.1]",22980,1,,,,,-1.0114665,,Right Foot,,,"[102.2, 65.8]",Ground Pass,,14.511374,,,,Amandine Henry,10123.0,,,,,,,1,From Throw In,Delphine Cascarino,15470.0,Right Midfield,5,France Women's,861,"['233be62d-9b7f-4485-81cb-844179e9a80e', '3a8dab1f-6f28-47b1-9a25-e834e9b20f44']",8,,,,,,,,,,,,,,,,France Women's,861,00:01:08.216,Pass,True
,,,,,,,,,,,,,,,,,,1.205143,,,,,,,,,,,,,4351b371-1f99-41e6-9631-0a654e4f388c,68,,"[96.1, 68.3]",22980,1,,,,,-2.38058,,Right Foot,,,"[89.8, 62.3]",Ground Pass,,8.7,,,,Delphine Cascarino,15470.0,,,,,,,1,From Throw In,Amandine Henry,10123.0,Right Center Midfield,5,France Women's,861,['a5dd79e7-6907-4fd9-aeec-b79d79bc1b64'],10,,,,,,,,,,,,,,,,France Women's,861,00:01:10.563,Pass,
,,,,,,,,,,,,,,,,,,0.346492,,,,,,,,,,,,,731d2061-c3d2-460f-ba2e-7fea7e291533,83,,"[8.7, 8.9]",22980,1,,,,,-0.12750956,,Left Foot,,,"[12.6, 8.4]",Ground Pass,,3.9319208,,Incomplete,,,,,,,,,,1,Regular Play,Osinachi Marvis Ohale,25470.0,Left Center Back,6,Nigeria Women's,1213,['b903dd5c-6ac1-4bdd-a82e-0b2754f76599'],16,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:16.992,Pass,
,,,,,,,,,,,,,,,,,,1.725209,,,,,,,,,,,,,b103c96d-10f6-41e0-90d6-24de4889ecc0,85,,"[12.2, 0.1]",22980,1,,,,,0.19636144,,,,,"[30.8, 3.8]",High Pass,,18.964441,,,,Ugochi Desire Oparanozie,25472.0,,,,,,Throw-in,1,From Throw In,Ngozi Ebere,25468.0,Left Back,7,Nigeria Women's,1213,['6e764ed8-8b38-4a9f-9e7a-458754829d72'],33,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:33.323,Pass,
,,,,,,,,,,,,,,,,,,1.5212,,,,,,,,,,,,,fd6ba0f2-9a01-4cab-8616-a7e2a4027e88,94,,"[114.6, 76.0]",22980,1,,,,,-1.7506498,,Right Foot,True,,"[109.2, 46.3]",High Pass,,30.186918,,Incomplete,,Gaëtane Thiney,10113.0,,,,,,,1,From Throw In,Delphine Cascarino,15470.0,Right Midfield,7,Nigeria Women's,1213,"['1855daae-32ac-433d-aa8a-347396c66d89', '4572403f-ae30-4b03-9944-c8bab19cca1b']",39,,,,,,,,,,,,,,,,France Women's,861,00:01:39.462,Pass,
,,,,,,,,,,,,,,,,,,1.173656,,,,,,,,,,,,,30ffd623-b199-405e-904c-08cd0263cb38,101,,"[28.6, 33.2]",22980,1,,,,,1.8170328,,Right Foot,,,"[23.9, 51.9]",Ground Pass,,19.281597,,,,Chidinma Nkeruka Okeke,25462.0,,,,,,,1,From Throw In,Ngozi Sonia Okobi,25471.0,Left Center Midfield,7,Nigeria Women's,1213,['2638bc29-f586-4ae3-8551-637705cfe81a'],44,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:44.999,Pass,
,,,,,,,,,,,,,,,,,,1.4807,,,,,,,,,,,,,11a4cbcd-f210-4175-8348-f48f67e80c07,105,,"[25.6, 55.2]",22980,1,,,,,0.627539,,Right Foot,,,"[39.8, 65.5]",Ground Pass,,17.542234,,,,Francisca Ordega,5022.0,,,,,,,1,From Throw In,Chidinma Nkeruka Okeke,25462.0,Right Back,7,Nigeria Women's,1213,"['1e52efb9-cb31-4d5c-9cb9-30b9dd0249be', '554e14b2-edb1-4483-b83f-f1ab782a3449']",47,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:47.515,Pass,True
,,,,,,,,,,,,,,,,,,1.539745,,,,,,,,,,,,,39303e39-c498-45c2-abf6-bb6571cde232,109,,"[29.2, 74.3]",22980,1,,,,,-0.9793573,,Left Foot,,,"[38.2, 60.9]",Ground Pass,,16.14187,,,,Halimatu Ibrahim Ayinde,25469.0,,,,,,,1,From Throw In,Francisca Ordega,5022.0,Right Wing,7,Nigeria Women's,1213,['b0b70367-1450-4881-bdc5-41de39d38d4e'],50,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:50.463,Pass,
,,,,,,,,,,,,,,,,,,2.664491,,,,,,,,,,,,,d3b8cfef-c0e4-426d-9701-f5b21cb8ab0e,116,,"[62.7, 55.6]",22980,1,,,,,0.48001894,,Left Foot,,,"[94.2, 72.0]",Ground Pass,,35.51352,,,,Francisca Ordega,5022.0,,,,,,,1,From Throw In,Halimatu Ibrahim Ayinde,25469.0,Right Center Midfield,7,Nigeria Women's,1213,['3e58675b-3816-404c-babe-df9371c9de23'],55,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:55.874,Pass,
,,,,,,,,,,,,,,,,,,1.8026,,,,,,,,,,,,,7ac77e7b-9373-48e5-88e7-d0216ce82d3d,123,,"[120.0, 80.0]",22980,2,,,,,-1.7181578,068cce1b-d9b0-4869-90fe-91b579933780,Left Foot,,,"[114.3, 41.6]",High Pass,True,38.820744,,,,Ugochi Desire Oparanozie,25472.0,True,,,Inswinging,,Corner,1,From Corner,Ngozi Ebere,25468.0,Left Back,8,Nigeria Women's,1213,['86095b19-3153-4215-bda5-fbf311264dcb'],55,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:55.757,Pass,
,,,,,,,,,,,,,,,,,,0.669536,,,,,,,,,,,,,dc290e85-1054-49f5-9942-909bf34baca3,129,,"[100.7, 51.4]",22980,3,,,,,-0.4825133,,Head,,,"[104.9, 49.2]",Low Pass,,4.7413077,,Incomplete,,,,,,,,,Recovery,1,From Corner,Rita Chikwelu,17312.0,Center Defensive Midfield,8,Nigeria Women's,1213,['19356468-ce1c-4d81-8c67-4d11f6963261'],1,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:01.942,Pass,
,,,,,,,,,,,,,,,,,,1.302,,,,,,,,,,,,,49c9edff-a33b-49dd-aebc-032a14fa01fd,132,,"[93.5, 51.2]",22980,3,,,,True,-1.677532,,,,,"[91.7, 34.4]",High Pass,,16.896152,,,,Onome Ebi,25465.0,,,,,,Recovery,1,From Corner,Ngozi Sonia Okobi,25471.0,Left Center Midfield,8,Nigeria Women's,1213,"['36b495a1-f29d-487b-b859-8363074f1700', '4c5473b6-b6a5-46c3-9897-26badcb269d6']",3,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:03.755,Pass,True
,,,,,,,,,,,,,,,,,,1.5946,,,,,,,,,,,,,653190e0-c1a3-4151-a03b-8e7934ad84db,135,,"[91.7, 34.4]",22980,3,,,,,1.7601664,,Left Foot,,,"[87.1, 58.4]",High Pass,,24.436857,,,,Ngozi Ebere,25468.0,,,,,,,1,From Corner,Onome Ebi,25465.0,Right Center Back,8,Nigeria Women's,1213,['48dfa718-d7d1-4c23-a9e7-817f9595505d'],5,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:05.244,Pass,
,,,,,,,,,,,,,,,,,,1.6177,,,,,,,,,,,,,59574f8d-7081-4eaa-b915-23ab7d811d28,137,,"[87.8, 58.1]",22980,3,,,,,0.11065722,,Head,,,"[100.4, 59.5]",High Pass,,12.677539,,Incomplete,,,,,,,,,,1,From Corner,Ngozi Ebere,25468.0,Left Back,8,Nigeria Women's,1213,['c12f4d37-a551-40aa-a1ca-ba511fc61530'],6,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:06.878,Pass,
,,,,,,,,,,,,,,,,,,1.08797,,,,,,,,,,,,,1411698b-7b52-496c-b748-ad2be4f3b6ce,142,,"[31.8, 3.0]",22980,3,,,,,2.8907888,,Right Foot,,,"[19.7, 6.1]",Ground Pass,,12.490797,,,,Amel Majri,15249.0,,,,,,,1,From Corner,Amandine Henry,10123.0,Right Center Midfield,8,Nigeria Women's,1213,['fa32023a-5663-4ac4-9c5f-5fc523cc2998'],11,,,,,,,,,,,,,,,,France Women's,861,00:03:11.834,Pass,
,,,,,,,,,,,,,,,,,,2.04641,,,,,,,,,,,,,9e0ec0d2-297b-4140-81f5-42102e2025ee,145,,"[22.6, 4.9]",22980,3,,,,,0.15565372,,Left Foot,,,"[55.1, 10.0]",High Pass,,32.89772,,Incomplete,,Valérie Gauvin,25442.0,,,,,,,1,From Corner,Amel Majri,15249.0,Left Back,8,Nigeria Women's,1213,"['11302b87-7bc0-4a1d-a9f9-3ce91f898da6', '97f4524a-487a-4885-8015-753b748ae6a6']",14,,,,,,,,,,,,,,,,France Women's,861,00:03:14.137,Pass,
,,,,,,,,,,,,,,,,,,2.646031,,,,,,,,,,,,,11302b87-7bc0-4a1d-a9f9-3ce91f898da6,147,,"[65.0, 70.1]",22980,3,,,,,-0.98721063,,Head,,,"[82.3, 43.9]",High Pass,,31.396338,,,,Ngozi Sonia Okobi,25471.0,,,,,,Recovery,1,From Corner,Chidinma Nkeruka Okeke,25462.0,Right Back,8,Nigeria Women's,1213,"['9e0ec0d2-297b-4140-81f5-42102e2025ee', 'e8e3cceb-e0be-46d3-bbdc-38b7340bba93']",16,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:16.183,Pass,
,,,,,,,,,,,,,,,,,,0.793654,,,,,,,,,,,,,04df984f-7b96-4461-a446-b5c701b1bd65,152,,"[85.5, 35.5]",22980,3,,,,,-2.7680955,,Right Foot,,,"[78.1, 32.6]",Ground Pass,,7.9479556,,,,Halimatu Ibrahim Ayinde,25469.0,,,,,,,1,From Corner,Ngozi Sonia Okobi,25471.0,Left Center Midfield,8,Nigeria Women's,1213,['02c7fbaf-f787-4f64-924e-795f4d53cba6'],23,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:23.525,Pass,
,,,,,,,,,,,,,,,,,,1.510125,,,,,,,,,,,,,e6bb5104-95fa-4df1-bbe1-cc461c7a195d,155,,"[78.5, 31.6]",22980,3,,,,,-1.30318,,Left Foot,,,"[83.6, 13.0]",Ground Pass,,19.286524,,,,Ngozi Ebere,25468.0,,,,,,,1,From Corner,Halimatu Ibrahim Ayinde,25469.0,Right Center Midfield,8,Nigeria Women's,1213,['9020c91b-6b76-463d-86f7-6079199b05ba'],25,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:25.146,Pass,
