ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.489,,,,,,,,,,,,dd012572-c59b-4e65-9bad-79ac906434a3,15,,,"[78.2, 23.2]",69191,0,,,,,-2.3270764,,Right Foot,,,,"[68.2, 12.6]",,Low Pass,,14.5725765,,Incomplete,Yasha Gu,25488.0,,,,,,,1,From Kick Off,Shuang Wang,24461.0,Right Center Forward,2,China PR Women's,1207,"['2e38af5d-1449-478d-9c9a-0fb56840341d', 'aa793dc4-e761-4c0e-9abe-9de8ecfe3162']",10,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:10.332,Pass,
,,,,,,,,,,,,,,,,1.317888,,,,,,,,,,,,6830fd64-e9c6-45d9-8104-a1e081bd63e0,19,,,"[50.5, 66.5]",69191,0,,,,,2.814766,,Right Foot,,,,"[32.8, 72.5]",,Ground Pass,,18.689302,,,Alia Guagni,10213.0,,,,,,,1,From Kick Off,Valentina Bergamaschi,25544.0,Right Center Midfield,2,China PR Women's,1207,['c632f418-8cd2-47fd-aa89-a9dcd1225b0f'],12,,,,,,,,,,,,,,,,Italy Women's,855,00:00:12.614,Pass,
,,,,,,,,,,,,,,,,1.7336,,,,,,,,,,,,9ea1ecbf-c5e5-4ad8-947b-aab617993c40,22,,,"[32.8, 72.5]",69191,0,,,,,-0.30179185,,Right Foot,,,,"[79.7, 57.9]",,High Pass,,49.119957,,Incomplete,Valentina Giacinti,25541.0,,,,,,,1,From Kick Off,Alia Guagni,10213.0,Right Back,2,China PR Women's,1207,"['69b73328-b88b-4d46-bbf4-9cdd9dc8de08', 'd974294b-4341-4471-a2ec-30eb35f6971a']",14,,,,,,,,,,,,,,,,Italy Women's,855,00:00:14.988,Pass,
,,,,,,,,,,,,,,,,2.024808,,,,,,,,,,,,d974294b-4341-4471-a2ec-30eb35f6971a,24,,,"[40.4, 22.2]",69191,0,,,,,-0.4677628,,Head,,,,"[50.1, 17.3]",,High Pass,,10.867382,,,Rui Zhang,25490.0,,,,,,Recovery,1,From Kick Off,Yuping Lin,25487.0,Left Center Back,2,China PR Women's,1207,"['6a8ad4fa-c273-4a73-b0ab-e6e1d6140c0e', '9ea1ecbf-c5e5-4ad8-947b-aab617993c40']",16,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:16.722,Pass,
,,,,,,,,,,,,,,,,1.128063,,,,,,,,,,,,02e9181f-27a0-4d9f-b7ee-1c34c0591701,27,,,"[48.7, 18.5]",69191,0,,,,,2.3398025,,Right Foot,,,,"[39.7, 27.8]",,Low Pass,,12.9417925,,,Yan Wang,25750.0,,,,,,,1,From Kick Off,Rui Zhang,25490.0,Right Center Midfield,2,China PR Women's,1207,['9dc7ebba-8131-47bf-82dd-5381a8674571'],20,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:20.157,Pass,
,,,,,,,,,,,,,,,,2.339304,,,,,,,,,,,,14d676b8-e2dc-4f77-96cd-3078e642a863,35,,,"[83.4, 48.3]",69191,0,,,,,-0.14369723,,Left Foot,,,,"[114.5, 43.8]",,Ground Pass,,31.423876,,Incomplete,Barbara Bonansea,10211.0,,,,Through Ball,True,,1,From Kick Off,Valentina Giacinti,25541.0,Right Center Forward,2,China PR Women's,1207,"['737a7f9d-6256-4ab2-91e8-b98cad5330df', 'dda1b1ec-f155-44d6-a4f2-275b030d01f6']",26,,,,,,,,,,,,,,,,Italy Women's,855,00:00:26.263,Pass,
,,,,,,,,,,,,,,,,1.037957,,,,,,,,,,,,b3ffca1e-6e49-474c-95d1-2a78c55f91d1,39,,,"[24.0, 54.7]",69191,0,,,,,-0.6302905,,Right Foot,,,,"[39.9, 43.1]",,Ground Pass,,19.681717,,,Yuping Lin,25487.0,,,,,,,1,From Kick Off,Shimeng Peng,25483.0,Goalkeeper,2,China PR Women's,1207,['9ae84b0c-d53b-4880-94ee-a2ab1548c811'],49,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:49.926,Pass,
,,,,,,,,,,,,,,,,2.6227,,,,,,,,,,,,c18f73bf-cd55-446f-b83d-26ccfbe623f8,48,,,"[24.1, 59.9]",69191,1,,,,,0.23927447,,Right Foot,,,,"[77.8, 73.0]",,High Pass,,55.27477,,Incomplete,Shanshan Wang,25485.0,,,,,,,1,From Kick Off,Shimeng Peng,25483.0,Goalkeeper,2,China PR Women's,1207,"['248866f0-a6bb-49ad-b84a-f1992c1b109c', '25689307-a69c-4d00-b35e-eb292acddf5a']",11,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:11.918,Pass,
,,,,,,,,,,,,,,,,1.920909,,,,,,,,,,,,25689307-a69c-4d00-b35e-eb292acddf5a,50,,,"[42.3, 7.1]",69191,1,,,,,-0.18863922,,Head,,,,"[75.3, 0.8]",,High Pass,,33.59598,,Out,,,,,,,,Recovery,1,From Kick Off,Elisa Bartoli,10371.0,Left Back,2,China PR Women's,1207,['c18f73bf-cd55-446f-b83d-26ccfbe623f8'],14,,,,,,,,,,,,,,,,Italy Women's,855,00:01:14.541,Pass,
,,,,,,,,,,,,,,,,1.185387,,,,,,,,,,,,436a4e1a-9d61-4be9-ad1d-84ce4dce2bb7,51,,,"[48.5, 80.0]",69191,1,,,,,-1.4056476,,,,,,"[49.9, 71.6]",,Low Pass,,8.515867,,,Rui Zhang,25490.0,,,,,,Throw-in,1,From Throw In,Peng Han,25481.0,Right Back,3,China PR Women's,1207,['da0f5e45-768b-4e7d-a952-947f0c271913'],25,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:25.375,Pass,
,,,,,,,,,,,,,,,,1.3948,,,,,,,,,,,,7068d567-2521-4ed7-813b-c248f859a453,55,,,"[49.9, 71.6]",69191,1,,,,,0.32932615,,Right Foot,,,,"[73.6, 79.7]",,High Pass,,25.045958,,Out,Shuang Wang,24461.0,,,,,,,1,From Throw In,Rui Zhang,25490.0,Right Center Midfield,3,China PR Women's,1207,['7bfca09b-8e8d-4ce4-a675-7723fd44326c'],27,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:27.147,Pass,
,,,,,,,,,,,,,,,,1.5229,,,,,,,,,,,,b4b7e843-1959-461a-a044-74a021d14b17,57,,,"[48.4, 0.1]",69191,1,,,,,0.07448879,,,,,,"[75.2, 2.1]",,High Pass,,26.874523,,,Cristiana Girelli,10203.0,,,,,,Throw-in,1,From Throw In,Elisa Bartoli,10371.0,Left Back,4,Italy Women's,855,['c5551c55-ee98-4501-bebf-cd774f5b1ab1'],43,,,,,,,,,,,,,,,,Italy Women's,855,00:01:43.324,Pass,
,,,,,,,,,,,,,,,,1.7116,,,,,,,,,,,,ab0ba214-a765-45e8-a01a-400b43c2ae80,61,,,"[78.3, 0.1]",69191,2,,,,,0.7331582,,,,,,"[94.4, 14.6]",,High Pass,,21.667027,,,Barbara Bonansea,10211.0,,,,,,Throw-in,1,From Throw In,Elisa Bartoli,10371.0,Left Back,5,Italy Women's,855,['868205d9-d1f2-4e81-853c-2fa276e47927'],1,,,,,,,,,,,,,,,,Italy Women's,855,00:02:01.056,Pass,
,,,,,,,,,,,,,,,,0.3775,,,,,,,,,,,,b62ab65f-1aef-48dd-aaae-074e323daa36,64,,,"[19.8, 59.3]",69191,2,,,,,0.57852423,,Left Foot,,,,"[24.7, 62.5]",,Low Pass,,5.8523498,,Incomplete,,,,,,,,Recovery,1,From Throw In,Yuping Lin,25487.0,Left Center Back,5,Italy Women's,855,['c25ed281-7ab5-4782-a0eb-34933b2302f8'],3,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:03.907,Pass,
,,,,,,,,,,,,,,,,1.7845,,,,,,,,,,,,3f042fb6-5f40-49a4-8814-a3be4d2fa764,68,,,"[37.2, 76.2]",69191,2,,,,,-0.728136,,Right Foot,,,,"[45.5, 68.8]",,Low Pass,,11.119802,,Unknown,Yan Wang,25750.0,,,,,,,1,From Throw In,Rui Zhang,25490.0,Right Center Midfield,5,Italy Women's,855,['e18e03f5-b9e8-45b7-8f8a-f819d4e2db52'],8,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:08.144,Pass,
,,,,,,,,,,,,,,,,1.919089,,,,,,,,,,,,6345036c-c0cb-48f5-85fa-6f1fbd314b1d,72,,,"[72.8, 11.3]",69191,2,,,,,1.7767876,,Right Foot,,,,"[70.0, 24.7]",,Ground Pass,,13.689412,,,Valentina Cernoia,10398.0,,,,,,Free Kick,1,From Free Kick,Manuela Giugliano,10228.0,Center Defensive Midfield,6,Italy Women's,855,['8325e054-a26e-418f-9089-62cd60475ebc'],43,,,,,,,,,,,,,,,,Italy Women's,855,00:02:43.791,Pass,
,,,,,,,,,,,,,,,,1.407905,,,,,,,,,,,,eb276eb0-5c5e-4fba-ba3f-29dd6a726fa1,75,,,"[70.0, 24.7]",69191,2,,,,,-1.1299368,,Left Foot,,,,"[76.7, 10.5]",,Ground Pass,,15.701274,,,Manuela Giugliano,10228.0,,,,,,,1,From Free Kick,Valentina Cernoia,10398.0,Left Center Midfield,6,Italy Women's,855,['7f20f42f-d17d-4a33-8550-71d00ea57099'],46,,,,,,,,,,,,,,,,Italy Women's,855,00:02:46.121,Pass,
,,,,,,,,,,,,,,,,3.428467,,,,,,,,,,,,8dfd0ffa-5e02-4abf-b46f-6f869c9f750e,78,,,"[76.7, 10.5]",69191,2,,,,,0.5491529,,Left Foot,,,,"[116.9, 35.1]",,High Pass,,47.12961,,Incomplete,Valentina Giacinti,25541.0,,,,,,,1,From Free Kick,Manuela Giugliano,10228.0,Center Defensive Midfield,6,Italy Women's,855,"['31916703-4f00-40f0-b686-f6ff5153e075', '3602c967-47b4-43db-8ea9-b70dff68596b']",47,,,,,,,,,,,,,,,,Italy Women's,855,00:02:47.774,Pass,
,,,,,,,,,,,,,,,,2.7575,,,,,,,,,,,,1d2da067-3c21-4014-bd59-bb8fe8acbdc7,82,,,"[21.2, 56.0]",69191,3,,,,,0.21250233,,Right Foot,,,,"[74.5, 67.5]",,High Pass,,54.52651,,,Ying Li,25749.0,,,,,,,1,Regular Play,Shimeng Peng,25483.0,Goalkeeper,7,China PR Women's,1207,['f9cc772f-407e-4dbe-92a5-3316d566cefe'],9,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:09.049,Pass,
,,,,,,,,,,,,,,,,1.23611,,,,,,,,,,,,65e310ec-7753-4087-ab3b-b0c7adc7e093,84,,,"[74.5, 67.5]",69191,3,,,,,-0.3024293,,Head,,,,"[87.0, 63.6]",,High Pass,,13.094274,,,Shanshan Wang,25485.0,,,,,,,1,Regular Play,Ying Li,25749.0,Left Center Forward,7,China PR Women's,1207,['b3140eae-8516-4e3b-a15f-5884c1a887ef'],11,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:11.847,Pass,
,,,,,,,,,,,,,,,,2.502619,,,,,,,,,,,,b9456796-e786-4b05-b4e1-f5a8e35ec255,87,,,"[91.3, 68.7]",69191,3,,,,,0.3108518,,Right Foot,,,,"[113.4, 75.8]",,Ground Pass,,23.212496,,,Shuang Wang,24461.0,,,,,,,1,Regular Play,Shanshan Wang,25485.0,Right Midfield,7,China PR Women's,1207,['7b62e6f7-7320-4bd9-8fa0-0fb53eec9842'],15,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:15.634,Pass,
,,,,,,,,,,,,,,,,1.646176,,,,,,,,,,,,f44053a8-f209-4bd9-a9a3-a646e0e80817,91,,,"[113.6, 74.7]",69191,3,,,,,-2.9935133,,Left Foot,,,,"[95.5, 72.0]",,Ground Pass,,18.300274,,,Peng Han,25481.0,,,,,,,1,Regular Play,Shuang Wang,24461.0,Right Center Forward,7,China PR Women's,1207,['4331a41a-ebdc-439f-87f6-77157be3ece2'],19,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:19.965,Pass,
,,,,,,,,,,,,,,,,0.941106,,,,,,,,,,,,74c8c494-240f-474e-bc0c-000ea1b2b008,94,,,"[95.2, 72.4]",69191,3,,,,,-0.7894467,,Left Foot,,,,"[107.5, 60.0]",,Low Pass,,17.465681,,,Shanshan Wang,25485.0,,,,,,,1,Regular Play,Peng Han,25481.0,Right Back,7,China PR Women's,1207,['c6321883-23bb-4624-9fcf-7103daf0c5bb'],22,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:22.990,Pass,
,,,,,,,,,,,,,,,,1.298676,,,,,,,,,,,,1de191f0-12cc-48e4-9f76-00a617f0b5c1,98,,,"[115.3, 64.2]",69191,3,,,,,1.9870657,,Left Foot,,,,"[111.1, 73.7]",,Ground Pass,,10.387012,,,Shuang Wang,24461.0,,,,,,,1,Regular Play,Shanshan Wang,25485.0,Right Midfield,7,China PR Women's,1207,['21b1873d-d765-4167-b117-93ed84ad2186'],26,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:26.055,Pass,
,,,,,,,,,,,,,,,,1.4473,,,,,,,,,,,,40acf5e4-2c46-4fb8-a4ec-d3c8c621ac55,101,,,"[111.1, 73.7]",69191,3,,,,,-1.4321566,,Right Foot,True,,,"[115.3, 43.6]",,High Pass,,30.391611,,Incomplete,Ying Li,25749.0,,,,,,,1,Regular Play,Shuang Wang,24461.0,Right Center Forward,7,China PR Women's,1207,"['000310a4-d118-4848-b74a-b99afb70d20d', '768465ca-e5f4-473d-9900-0777593463df']",27,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:27.394,Pass,
,,,,,,,,,,,,,,,,0.9918,,,,,,,,,,,,35f2b403-4b5b-4a00-b60c-b3d1144b107d,108,,,"[30.0, 18.3]",69191,3,,,,,-2.6940727,,Left Foot,,,,"[20.0, 13.5]",,Ground Pass,,11.0923395,,,Elisa Bartoli,10371.0,,,,,,,1,Regular Play,Barbara Bonansea,10211.0,Left Center Forward,8,Italy Women's,855,['371d641a-231b-44a5-9375-9bef4b606fbf'],33,,,,,,,,,,,,,,,,Italy Women's,855,00:03:33.823,Pass,
,,,,,,,,,,,,,,,,1.716266,,,,,,,,,,,,6d063eb2-e32a-4018-8d61-b845cb2318fb,111,,,"[20.1, 14.5]",69191,3,,,,,2.3619087,,Right Foot,,,,"[2.5, 31.9]",,Ground Pass,,24.749142,,,Laura Giuliani,10218.0,,,,,,,1,Regular Play,Elisa Bartoli,10371.0,Left Back,8,Italy Women's,855,['b382f139-8b8d-4897-a906-b999fc226522'],35,,,,,,,,,,,,,,,,Italy Women's,855,00:03:35.701,Pass,
,,,,,,,,,,,,,,,,1.183385,,,,,,,,,,,,49b8d8ac-abaa-44be-9632-78a2cfe8beaf,115,,,"[4.5, 23.6]",69191,3,,,,,-1.0091034,,Left Foot,,,,"[19.1, 0.4]",,High Pass,,27.411676,,Out,,,,,,,,,1,Regular Play,Laura Giuliani,10218.0,Goalkeeper,8,Italy Women's,855,,39,,,,,,,,,,,,,,,,Italy Women's,855,00:03:39.254,Pass,
,,,,,,,,,,,,,,,,0.672215,,,,,,,,,,,,83380b77-7b27-4673-bff5-a245ae117f44,116,,,"[83.1, 80.0]",69191,3,,,,,-0.61072594,,,,,,"[90.1, 75.1]",,Low Pass,,8.544589,,,Rui Zhang,25490.0,,,,,,Throw-in,1,From Throw In,Peng Han,25481.0,Right Back,9,China PR Women's,1207,['3fcbc694-f102-4d2f-9f2b-de7aea8b51fd'],48,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:48.047,Pass,
,,,,,,,,,,,,,,,,1.134141,,,,,,,,,,,,9fbb597b-715d-46ef-adbe-c23fea4b3959,119,,,"[90.1, 75.1]",69191,3,,,,,2.741352,,Right Foot,,,,"[84.9, 77.3]",,Low Pass,,5.646238,,,Peng Han,25481.0,,,,,,,1,From Throw In,Rui Zhang,25490.0,Right Center Midfield,9,China PR Women's,1207,['3d8e1a43-c07f-4d7b-8982-b4fc10efde56'],48,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:48.759,Pass,
,,,,,,,,,,,,,,,,0.957025,,,,,,,,,,,,8260d66a-4cfc-4866-97af-0a78c8345e47,122,,,"[84.9, 77.3]",69191,3,,,,,-1.6262949,,Right Foot,,,,"[84.6, 71.9]",,Ground Pass,,5.408327,,,Rui Zhang,25490.0,,,,,,,1,From Throw In,Peng Han,25481.0,Right Back,9,China PR Women's,1207,['e65fbc70-9da8-465f-8a61-5a3edf1b8ce1'],50,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:50.487,Pass,
,,,,,,,,,,,,,,,,1.2101,,,,,,,,,,,,e271b634-3a7f-4eda-934c-c1cfa7656d6d,125,,,"[84.9, 71.6]",69191,3,,,,,-0.7440993,,Right Foot,,,,"[97.5, 60.0]",,Ground Pass,,17.126587,,,Ying Li,25749.0,,,,,,,1,From Throw In,Rui Zhang,25490.0,Right Center Midfield,9,China PR Women's,1207,['7b0a27f9-b826-49ea-97eb-54cbb0bcd2c9'],52,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:52.357,Pass,
,,,,,,,,,,,,,,,,1.730834,,,,,,,,,,,,7d3b1663-1a17-40f3-b280-d70ebf6b8d9e,128,,,"[95.2, 61.0]",69191,3,,,,,1.0008838,,Right Foot,,,,"[104.3, 75.2]",,Low Pass,,16.865646,,,Peng Han,25481.0,,,,,,,1,From Throw In,Ying Li,25749.0,Left Center Forward,9,China PR Women's,1207,['7d2d0a28-384c-48b1-b167-03a13801aeb1'],53,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:53.607,Pass,
,,,,,,,,,,,,,,,,0.92833,,,,,,,,,,,,826515f7-342b-477e-b56d-ca9339c7633f,132,,,"[105.1, 76.1]",69191,3,,,,,-1.3068326,,Right Foot,,,,"[107.1, 68.7]",,Ground Pass,,7.6655073,,,Shuang Wang,24461.0,,,,,,,1,From Throw In,Peng Han,25481.0,Right Back,9,China PR Women's,1207,['f6fc203d-1b60-4dd4-87d3-50ab8ec00ad2'],56,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:56.250,Pass,
