50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.553346,,,,,,,,,,,,ce0ed139-b112-4a85-b4a3-0ee1ab3bf581,16,,,"[41.8, 46.8]",3829495,0,,,,,-1.4624144,,Right Foot,,,,"[43.9, 27.5]",Ground Pass,,19.413912,,,,Corentin Tolisso,5480.0,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['99929462-4968-48c8-96ac-0ccfc8fc4f5d'],5,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:05.659,Pass,
,,,,,,,,,,,,,,,,,,,1.823015,,,,,,,,,,,,7da0005a-d242-4fbc-a5a6-2091c08ca487,20,,,"[45.2, 21.7]",3829495,0,,,,,-2.2055585,,Right Foot,,,,"[35.7, 8.8]",Ground Pass,,16.02061,,,,Jérémy Morel,2983.0,,,,,,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,"['b0ef8bdc-fa50-42cc-a56a-afaab4560564', 'bd32cde0-adfa-4675-9c50-c962db4f2663']",9,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:09.792,Pass,True
,,,,,,,,,,,,,,,,,,,2.807293,,,,,,,,,,,,0c9b7c6f-5d60-40b2-94d4-65b5f4728ec4,23,,,"[35.7, 8.8]",3829495,0,,,,,1.5676566,,Left Foot,,,,"[35.9, 72.5]",Ground Pass,,63.700314,,,,Milan Biševac,3103.0,,True,,,,1,From Kick Off,Jérémy Morel,2983.0,Left Back,2,Lyon,137,['7a4e4acc-be2f-4e49-9d80-1b5f7f9fc313'],13,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:13.203,Pass,
,,,,,,,,,,,,,,,,,,,1.114126,,,,,,,,,,,,3c2f47b9-15f0-4f31-ba4b-288b57834857,26,,,"[35.9, 72.5]",3829495,0,,,,,0.33929262,,Right Foot,,,,"[49.5, 77.3]",Ground Pass,,14.422205,,,,Sergi Darder Moll,3236.0,,,,,,1,From Kick Off,Milan Biševac,3103.0,Right Center Back,2,Lyon,137,['e2886140-bf61-403f-b49e-841c485157c4'],16,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:16.939,Pass,
,,,,,,,,,,,,,,,,,,,1.176517,,,,,,,,,,,,7b558487-b600-469a-878b-d1a3bd77bfdf,29,,,"[49.5, 77.3]",3829495,0,,,,,-2.4182615,,Right Foot,,,,"[40.1, 69.0]",Ground Pass,,12.539936,,,,Milan Biševac,3103.0,,,,,,1,From Kick Off,Sergi Darder Moll,3236.0,Right Center Midfield,2,Lyon,137,['717f95a1-5f81-48c7-a1ca-e7c2bef5268c'],22,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:22.924,Pass,
,,,,,,,,,,,,,,,,,,,1.851262,,,,,,,,,,,,3e4288b1-eb95-449d-a703-0c4d761a7e66,32,,,"[43.1, 67.6]",3829495,0,,,,,-1.2472504,,Right Foot,,,,"[54.3, 34.2]",Ground Pass,,35.22783,,,,Corentin Tolisso,5480.0,,,,,,1,From Kick Off,Milan Biševac,3103.0,Right Center Back,2,Lyon,137,['065fbe19-a6f4-4996-bb9b-df97aff328c3'],25,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:25.256,Pass,
,,,,,,,,,,,,,,,,,,,0.757068,,,,,,,,,,,,2cb6c377-0ae2-4c99-a1b6-97242bb7637e,35,,,"[55.2, 26.2]",3829495,0,,,,,-0.20918494,,Right Foot,,,,"[73.1, 22.4]",Ground Pass,,18.298906,,,,Alexandre Lacazette,3451.0,,,,,,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,['c6678f88-90f7-4ffc-85c3-b413d8069930'],28,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:28.788,Pass,
,,,,,,,,,,,,,,,,,,,1.427429,,,,,,,,,,,,feedcbe3-aa8a-49f8-95cf-94ce4c3b155c,42,,,"[71.7, 21.3]",3829495,0,,True,,,2.6981444,,Left Foot,,,,"[63.7, 25.1]",Ground Pass,,8.856636,,,,Maxime Gonalons,6982.0,,,,,Free Kick,1,From Free Kick,Corentin Tolisso,5480.0,Left Center Midfield,3,Lyon,137,['7862ef7d-c3fa-4ca3-8755-d00e3d11ae1d'],43,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:43.713,Pass,
,,,,,,,,,,,,,,,,,,,2.182772,,,,,,,,,,,,a9a24dbb-e7d1-40f1-a123-a5767cc8e29a,44,,,"[63.7, 25.1]",3829495,0,,,,,1.3248805,,Right Foot,,,,"[76.3, 75.3]",High Pass,,51.757126,,,,Christophe Jallet,4410.0,,True,,,,1,From Free Kick,Maxime Gonalons,6982.0,Center Defensive Midfield,3,Lyon,137,['50693f2c-6bd6-432d-b2da-f601862a6e74'],45,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:45.201,Pass,
,,,,,,,,,,,,,,,,,,,1.79771,,,,,,,,,,,,7d099740-3e51-4f96-8087-b535a59a803a,46,,,"[76.7, 75.2]",3829495,0,,,,,0.27518925,,Head,,,,"[93.7, 80.0]",High Pass,,17.664654,,Out,,Claudio Beauvue,6600.0,,,,,,1,From Free Kick,Christophe Jallet,4410.0,Right Back,3,Lyon,137,['bf257a92-9c05-4e40-b164-2fc80c444896'],47,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:47.384,Pass,
,,,,,,,,,,,,,,,,,,,2.029094,,,,,,,,,,,,e606d324-88f1-49cd-b359-ba11848c2288,48,,,"[26.5, 0.1]",3829495,1,,,,,0.15439062,,,,,,"[56.7, 4.8]",High Pass,,30.56354,,,,Prince Oniangué,4545.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Back,4,Stade de Reims,156,['3597a1b6-397b-4195-819b-35716aac3e6e'],8,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:08.394,Pass,
,,,,,,,,,,,,,,,,,,,2.943201,,,,,,,,,,,,b2d5d389-6e92-4159-9a07-5f9d7327aa1e,50,,,"[56.1, 5.5]",3829495,1,,,,True,-0.24717647,,,,,,"[66.8, 2.8]",Low Pass,,11.035398,,Incomplete,,"David N""Gog",401453.0,,,,,,1,From Throw In,Prince Oniangué,4545.0,Center Attacking Midfield,4,Stade de Reims,156,"['66345739-62da-4b02-8e1f-257fc2d31c01', '6a65afd9-8f9c-4738-a4db-64e6f13dbef0', 'd58daf2b-36ef-4b29-af84-7ee5db369f73']",10,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:10.423,Pass,True
,,,,,,,,,,,,,,,,,,,1.663066,,,,,,,,,,,,e489984d-8772-4b38-afd9-fcb78ec1a957,56,,,"[45.4, 5.3]",3829495,1,,,,True,-3.0361032,,,,,,"[36.9, 4.4]",High Pass,,8.547514,,,,Mohamed Fofana,401455.0,,,,,Recovery,1,From Throw In,Franck Signorino,40521.0,Left Back,4,Stade de Reims,156,"['166ab56e-7f4c-4fb9-a047-b0db7d6935f9', '9b67ce65-5779-4a3c-ab8f-74c6d6a7c465']",16,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:16.269,Pass,True
,,,,,,,,,,,,,,,,,,,1.451816,,,,,,,,,,,,4ef2c073-4bec-43f7-ba8a-ce2c23d5f231,58,,,"[36.9, 4.4]",3829495,1,,,,,-0.29994714,,Head,,,,"[46.6, 1.4]",High Pass,,10.153324,,Incomplete,,Antoine Devaux,7815.0,,,,,,1,From Throw In,Mohamed Fofana,401455.0,Left Center Back,4,Stade de Reims,156,"['04ad3e6c-8889-49d6-92df-23d92f230517', '7199dac4-8eed-4736-ba44-66343642c64e']",17,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:17.932,Pass,
,,,,,,,,,,,,,,,,,,,1.685942,,,,,,,,,,,,dd42a835-6082-4b29-ae4f-e965401b645c,63,,,"[73.5, 77.4]",3829495,1,,,,,-0.6149374,,Right Foot,,,,"[87.8, 67.3]",High Pass,,17.507141,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Right Center Midfield,5,Lyon,137,"['6d62e07d-43d0-4abc-ad0b-efa427b4e72b', 'bd311f05-3af2-441d-9892-4f559fc87212', 'f8f15176-2077-4f1f-90e8-b1e0ffe92636']",19,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:19.968,Pass,True
,,,,,,,,,,,,,,,,,,,1.422803,,,,,,,,,,,,1cf919c4-bb95-42c3-84a0-8153b213f5b6,67,,,"[95.4, 80.0]",3829495,1,,,,,-2.8688433,,,,,,"[81.1, 76.0]",Low Pass,,14.848906,,,,Sergi Darder Moll,3236.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,6,Lyon,137,['b839d1d8-a3c2-43ca-ba94-ffe2e45eef88'],30,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:30.355,Pass,
,,,,,,,,,,,,,,,,,,,0.732575,,,,,,,,,,,,9d017f2b-8a2e-44f5-9206-667e9cfe4b1e,71,,,"[92.6, 72.8]",3829495,1,,,,,-1.6602124,,Right Foot,,,,"[91.3, 58.3]",Ground Pass,,14.558159,,,,Claudio Beauvue,6600.0,,,,,,1,From Throw In,Sergi Darder Moll,3236.0,Right Center Midfield,6,Lyon,137,['f7617ac8-8682-495b-bb59-2a669c5b5893'],33,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:33.776,Pass,
,,,,,,,,,,,,,,,,,,,0.834287,,,,,,,,,,,,a5124845-8536-448e-85db-c04d461dc192,73,,,"[91.3, 58.3]",3829495,1,,,,,1.3073987,,Right Foot,,,,"[93.7, 67.2]",Ground Pass,,9.217917,,Incomplete,,Sergi Darder Moll,3236.0,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Left Center Forward,6,Lyon,137,"['94053d1c-453e-4c0e-98cc-c01fc22c95a7', 'e424b7bd-e838-4567-84c1-2dc46ef40971']",34,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:34.509,Pass,
,,,,,,,,,,,,,,,,,,,2.657042,,,,,,,,,,,,fae4bde3-2475-4d22-b6b8-86ed89a6ea03,81,,,"[32.7, 19.2]",3829495,2,,,,,-0.30932882,,Right Foot,,,,"[81.2, 3.7]",High Pass,,50.9166,,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,Free Kick,1,From Free Kick,Johny Placide,3980.0,Goalkeeper,8,Stade de Reims,156,"['0d1ad6b2-6568-4673-b45b-ec59c4858f9d', 'bd1fc4df-3afb-4ee0-8448-4bb0a16b9ca8']",1,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:01.765,Pass,
,,,,,,,,,,,,,,,,,,,1.429401,,,,,,,,,,,,b32bbcee-e633-43dc-8f46-57c6e6607282,84,,,"[76.3, 0.1]",3829495,2,,,,,0.203859,,,,,,"[97.1, 4.4]",High Pass,,21.23982,,,,"David N""Gog",401453.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Back,9,Stade de Reims,156,['9e3115f5-b105-47f4-a305-518459e615ff'],18,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:18.261,Pass,
,,,,,,,,,,,,,,,,,,,1.43048,,,,,,,,,,,,3f3b8077-b663-4d2b-acf8-7eb7f3e9c9ec,93,,,"[81.4, 8.3]",3829495,2,,,,,-1.19029,,Left Foot,,,,"[83.6, 2.8]",Ground Pass,,5.9236813,,,,Franck Signorino,40521.0,,,,,,1,From Throw In,Antoine Devaux,7815.0,Left Defensive Midfield,9,Stade de Reims,156,['5c5d5c6d-60ea-4629-9d09-4fe0983ab4b7'],22,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:22.677,Pass,
,,,,,,,,,,,,,,,,,,,0.808789,,,,,,,,,,,,6e10975d-a0c0-4b0a-ba8c-45c1ca8655bd,98,,,"[83.2, 3.9]",3829495,2,,,,,0.79249024,8f5ef131-2b6f-4701-9125-801a110cbb07,Left Foot,,,,"[90.2, 11.0]",Ground Pass,,9.970456,,,,"David N""Gog",401453.0,True,,,,,1,From Throw In,Franck Signorino,40521.0,Left Back,9,Stade de Reims,156,"['5115ea64-c748-49ee-8b88-03289276d5b3', 'a28cae98-81fe-443d-9034-89053ad98a20']",24,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:24.131,Pass,True
,,,,,,,,,,,,,,,,,,,2.766245,,,,,,,,,,,,dd1c9964-0ccd-4c5d-abdd-6cba6700056a,107,,,"[9.1, 48.8]",3829495,2,,,,,-1.1300455,,Keeper Arm,,,,"[21.6, 22.3]",Ground Pass,,29.30017,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Anthony Lopes,2947.0,Goalkeeper,10,Lyon,137,['5fea529f-6512-4db4-85de-6a89656b84f6'],33,,,,,,,,,,,,,,,,,,,Lyon,137,00:02:33.132,Pass,
,,,,,,,,,,,,,,,,,,,2.46285,,,,,,,,,,,,171cbec0-f3ac-457e-9c90-e488a558869d,111,,,"[34.1, 7.4]",3829495,2,,,,,0.39379063,,Left Foot,,,,"[76.7, 25.1]",High Pass,,46.13079,,,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,10,Lyon,137,"['53e93d3c-547e-441a-8669-6fa83092d3e9', 'b600e22f-e3c6-4390-be65-22f14e359cbf']",38,,,,,,,,,,,,,,,,,,,Lyon,137,00:02:38.487,Pass,True
,,,,,,,,,,,,,,,,,,,2.613289,,,,,,,,,,,,08a93b97-88b3-4fe0-a14e-360da3aaba6f,114,,,"[76.7, 25.1]",3829495,2,,,,,0.72793937,,Right Foot,,,,"[100.6, 46.4]",Low Pass,,32.01406,,Incomplete,,Alexandre Lacazette,3451.0,,,Through Ball,True,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,10,Lyon,137,"['761aac2a-a734-464e-abe2-b85505dd84a1', '84051141-18ca-4dd2-964a-f7d8cc292bae']",40,,,,,,,,,,,,,,,,,,,Lyon,137,00:02:40.950,Pass,
,,,,,,,,,,,,,,,,,,,5.558106,,,,,,,,,,,,f3c9a785-39be-4fa1-b4e5-314c8b6e7da9,117,,,"[120.0, 0.1]",3829495,3,,,,,1.5707964,,Right Foot,,,,"[120.0, 72.2]",High Pass,True,72.1,,Out,,,,,True,Inswinging,,Corner,1,From Corner,Mathieu Valbuena,18868.0,Center Attacking Midfield,11,Lyon,137,,1,,,,,,,,,,,,,,,,,,,Lyon,137,00:03:01.916,Pass,
,,,,,,,,,,,,,,,,,,,3.120083,,,,,,,,,,,,9aad610d-50c0-4410-9b03-725d8cd7d1c4,118,,,"[6.0, 44.0]",3829495,3,,,,,0.16001262,,Right Foot,,,,"[69.2, 54.2]",High Pass,,64.01781,,Incomplete,,Jaba Kankava,46801.0,,,,,Goal Kick,1,From Goal Kick,Johny Placide,3980.0,Goalkeeper,12,Stade de Reims,156,"['2b68efaa-7911-400a-8309-ffa9c19fa296', 'ddb25803-f11e-4e47-8f8a-dbdb94038df7']",28,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:28.468,Pass,
,,,,,,,,,,,,,,,,,,,0.052766,,,,,,,,,,,,2b68efaa-7911-400a-8309-ffa9c19fa296,121,,,"[50.9, 25.9]",3829495,3,,,,True,1.8391626,,,,,,"[49.8, 29.9]",Low Pass,,4.148494,,Incomplete,,Mathieu Valbuena,18868.0,,,,,Recovery,1,From Goal Kick,Maxime Gonalons,6982.0,Center Defensive Midfield,12,Stade de Reims,156,"['5f1f1a64-b784-43fe-9350-ad2799676201', '9aad610d-50c0-4410-9b03-725d8cd7d1c4', 'c13c3846-0e73-4b7c-9a2e-b576eddd4b46', 'e0ba48b9-0ea4-4a29-8900-c481eb2e2cb0']",31,,,,,,,,,,,,,,,,,,,Lyon,137,00:03:31.588,Pass,True
,,,,,,,,,,,,,,,,,,,1.271072,,,,,,,,,,,,028c8903-266b-421c-8663-7f322687a0db,125,,,"[48.5, 6.2]",3829495,3,,,,,2.9952774,,Right Foot,,,,"[39.0, 7.6]",Ground Pass,,9.602604,,,,Jérémy Morel,2983.0,,,,,Recovery,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,13,Lyon,137,"['e34525a1-7638-4b87-9f59-ccc11b02ec0f', 'ea596a12-5c8a-4a17-86b8-7cd864fed44c']",33,,,,,,,,,,,,,,,,,,,Lyon,137,00:03:33.738,Pass,True
,,,,,,,,,,,,,,,,,,,1.780212,,,,,,,,,,,,6457326b-4c44-4346-a2cd-3ee066453d27,128,,,"[40.1, 7.6]",3829495,3,,,,,2.2663085,,Left Foot,,,,"[29.5, 20.3]",Ground Pass,,16.54237,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,13,Lyon,137,['9c5c403f-b780-4ee6-88c0-3920ad2471c5'],36,,,,,,,,,,,,,,,,,,,Lyon,137,00:03:36.174,Pass,
,,,,,,,,,,,,,,,,,,,1.758582,,,,,,,,,,,,c4d6d32c-b1bc-4f35-b7ce-77518fd24c67,131,,,"[27.1, 21.0]",3829495,3,,,,,1.3954927,,Left Foot,,,,"[31.9, 48.1]",Ground Pass,,27.521809,,,,Milan Biševac,3103.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,13,Lyon,137,['7100465d-3ac9-4d68-91d1-85f3ef008409'],38,,,,,,,,,,,,,,,,,,,Lyon,137,00:03:38.426,Pass,
