50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.49272,,,,,,,,,,,,,,,32e375cf-4ea6-4f23-b117-a898fb0a7c08,17,,,"[42.0, 11.7]",3829426,0,,,,,0.015788162,,Left Foot,,,"[80.0, 12.3]",High Pass,,38.004738,Incomplete,,Nabil Fekir,2948.0,,,,,,,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Guingamp,142,"['9c906701-fe2c-4f5f-94a4-18f81e787e7e', 'c6854433-0e14-4091-9073-655fdedb5058']",8,,,,,,,,,,,,,,,,,,Lyon,137,00:00:08.768,Pass,
,,,,,,,,,,,,,,,1.812035,,,,,,,,,,,,,,,c6854433-0e14-4091-9073-655fdedb5058,19,,,"[40.1, 67.8]",3829426,0,,,,,-0.46896672,,Head,,,"[55.1, 60.2]",High Pass,,16.81547,,,Younousse Sankharé,3348.0,,,,,,Recovery,1,From Kick Off,Christophe Kerbrat,2936.0,Right Center Back,2,Guingamp,142,"['32e375cf-4ea6-4f23-b117-a898fb0a7c08', 'b35f80cd-9284-4ced-9032-eb2490c17642']",11,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:11.261,Pass,
,,,,,,,,,,,,,,,0.777881,,,,,,,,,,,,,,,06f00df0-27ad-45fc-ab0f-da5a706880ab,23,,,"[54.9, 58.2]",3829426,0,,,,,-0.17152615,,Left Foot,,,"[67.6, 56.0]",Low Pass,,12.889143,Incomplete,,,,,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,"['7b14f185-8eae-4dc8-978b-472b0615f400', 'aa8290f2-9f30-4000-9b22-93735a1a5d5a']",13,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:13.288,Pass,True
,,,,,,,,,,,,,,,0.912409,,,,,,,,,,,,,,,f9ecafb4-5b1d-447c-a782-4303a4ab52aa,27,,,"[53.8, 23.8]",3829426,0,,,,,-0.37724906,,Right Foot,,,"[64.4, 19.6]",Ground Pass,,11.401754,,,Mathieu Valbuena,18868.0,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,3,Lyon,137,"['52ce70ef-f95a-4df5-8568-f86a79858d5c', 'd764404d-4715-45b6-8fd0-684c5912540d']",15,,,,,,,,,,,,,,,,,,Lyon,137,00:00:15.166,Pass,True
,,,,,,,,,,,,,,,0.90836,,,,,,,,,,,,,,,100ac568-8d45-43a4-9111-dc9892b2e248,30,,,"[63.4, 18.2]",3829426,0,,,,,2.8601134,,Right Foot,,,"[55.1, 20.6]",Ground Pass,,8.640023,,,Corentin Tolisso,5480.0,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,3,Lyon,137,['12c9a753-3145-43b0-ad6f-b3a6d96db1d7'],16,,,,,,,,,,,,,,,,,,Lyon,137,00:00:16.500,Pass,
,,,,,,,,,,,,,,,2.014567,,,,,,,,,,,,,,,906f3974-706f-4737-8a8d-ff3f27f50235,33,,,"[54.4, 23.1]",3829426,0,,,,,1.5327195,,Right Foot,,,"[54.8, 33.6]",Ground Pass,,10.507616,,,Jordan Ferri,3118.0,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,3,Lyon,137,['5ac38ee6-9cfb-4fd9-b3fa-2efe6dbcbf96'],18,,,,,,,,,,,,,,,,,,Lyon,137,00:00:18.001,Pass,
,,,,,,,,,,,,,,,3.500242,,,,,,,,,,,,,,,b371c537-c029-45f8-93da-108b2005d202,36,,,"[56.2, 39.1]",3829426,0,,,,,1.332315,,Right Foot,,,"[65.9, 79.0]",Ground Pass,,41.06215,Out,,Rafael Pereira da Silva,3156.0,,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,3,Lyon,137,['edee6d4c-60c2-4944-b5ea-c575ce210235'],20,,,,,,,,,,,,,,,,,,Lyon,137,00:00:20.321,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,8ab5f5be-ef2f-4fdb-b163-9b30ce80a31f,38,,,"[55.6, 0.1]",3829426,0,,True,,,0.48231763,,,,,"[74.7, 10.1]",High Pass,,21.559452,,,Sloan Privat,4799.0,,,,,,Throw-in,1,From Throw In,Dorian Lévêque,30182.0,Left Back,4,Guingamp,142,['6ec88ac5-72ea-4e41-a794-7d4969c95f01'],28,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:28.412,Pass,
,,,,,,,,,,,,,,,2.060852,,,,,,,,,,,,,,,cdd20da7-ca82-4642-9934-d8e088a8c4a1,42,,,"[82.5, 9.9]",3829426,0,,,,,1.7033478,,Left Foot,,,"[81.3, 18.9]",High Pass,,9.079648,Incomplete,,Nicolas Benezet,3301.0,,,,,,,1,From Throw In,Sloan Privat,4799.0,Center Forward,4,Guingamp,142,"['3386737b-9206-451d-a5c0-d280afe5cf45', '800b771c-9672-4e1b-b8df-3dbc9dfb3a38', 'bf29d600-15ae-4141-80ef-cf3f8c2af496']",29,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:29.728,Pass,True
,,,,,,,,,,,,,,,2.023213,,,,,,,,,,,,,,,433092c0-ea5d-43fe-90e4-330b5c6510a7,47,,,"[42.7, 54.2]",3829426,0,,,,,-1.4898922,,Right Foot,,,"[45.1, 24.6]",Ground Pass,,29.697138,,,Corentin Tolisso,5480.0,,,,,,Free Kick,1,From Free Kick,Maxime Gonalons,6982.0,Center Defensive Midfield,5,Lyon,137,['491305a4-cbe5-431d-8de0-7ba46915a0c3'],40,,,,,,,,,,,,,,,,,,Lyon,137,00:00:40.878,Pass,
,,,,,,,,,,,,,,,1.533622,,,,,,,,,,,,,,,a65389b7-dde7-4f03-a32f-32af1fa3883d,50,,,"[52.0, 16.4]",3829426,0,,,,,-0.7717004,,Right Foot,,,"[66.8, 2.0]",Ground Pass,,20.649456,,,Jérémy Morel,2983.0,,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Left Center Midfield,5,Lyon,137,['abdb9d55-a362-400a-bf08-62b366683796'],44,,,,,,,,,,,,,,,,,,Lyon,137,00:00:44.728,Pass,
,,,,,,,,,,,,,,,1.65668,,,,,,,,,,,,,,,607e4d47-1463-4444-bb7e-fe56d3148d46,53,,,"[65.4, 4.0]",3829426,0,,,,,2.5146189,,Left Foot,,,"[55.6, 11.1]",Ground Pass,,12.101653,,,Corentin Tolisso,5480.0,,,,,,,1,From Free Kick,Jérémy Morel,2983.0,Left Back,5,Lyon,137,['278da04e-114d-4ac8-92bd-e215d44ccfe8'],46,,,,,,,,,,,,,,,,,,Lyon,137,00:00:46.486,Pass,
,,,,,,,,,,,,,,,2.507146,,,,,,,,,,,,,,,1cf00d93-0f4b-4cb1-9678-e47160027cb7,57,,,"[60.7, 17.8]",3829426,0,,,,,1.7391865,,Right Foot,,,"[55.6, 47.8]",High Pass,,30.430412,,,Jordan Ferri,3118.0,,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Left Center Midfield,5,Lyon,137,"['8b0fa9a1-5121-4680-ac01-a71daec3e6d2', 'e5228b6e-5e7e-4542-9d14-f0fd9fda53c0']",51,,,,,,,,,,,,,,,,,,Lyon,137,00:00:51.562,Pass,True
,,,,,,,,,,,,,,,2.507133,,,,,,,,,,,,,,,3981208f-e8aa-4bd6-b0e5-8546adec02e3,60,,,"[58.0, 59.8]",3829426,0,,,,,0.74404246,,Right Foot,,,"[73.1, 73.7]",Ground Pass,,20.523645,,,Rafael Pereira da Silva,3156.0,,,,,,,1,From Free Kick,Jordan Ferri,3118.0,Right Center Midfield,5,Lyon,137,['6cf5c61e-93c5-44f3-bc85-5808b8a84940'],55,,,,,,,,,,,,,,,,,,Lyon,137,00:00:55.156,Pass,
,,,,,,,,,,,,,,,1.931787,,,,,,,,,,,,,,,955d51c9-3ca5-4dff-aa83-21c63e1ea6c0,64,,,"[76.0, 73.5]",3829426,0,,,,,-1.7634971,,Right Foot,,,"[73.6, 61.2]",Ground Pass,,12.53196,,,Mathieu Valbuena,18868.0,,,,,,,1,From Free Kick,Rafael Pereira da Silva,3156.0,Right Back,5,Lyon,137,"['17eaa8f9-d475-4b60-b02f-9e10cf8bf218', 'aa4ecf83-7bd4-43b1-85e4-4925f323c1d1']",57,,,,,,,,,,,,,,,,,,Lyon,137,00:00:57.679,Pass,True
,,,,,,,,,,,,,,,1.318257,,,,,,,,,,,,,,,e8c4a1fb-c245-4d0e-967a-03ea1ce3702a,68,,,"[71.4, 70.7]",3829426,1,,,,,0.23824476,,Right Foot,,,"[78.4, 72.4]",Ground Pass,,7.203471,,,Rafael Pereira da Silva,3156.0,,,,,,,1,From Free Kick,Mathieu Valbuena,18868.0,Center Attacking Midfield,5,Lyon,137,"['15bb49d0-e972-45f0-998f-4f8533b69c43', 'a632adca-b93c-42a4-abde-2e19816c062d']",1,,,,,,,,,,,,,,,,,,Lyon,137,00:01:01.176,Pass,True
,,,,,,,,,,,,,,,0.251082,,,,,,,,,,,,,,,b18e8fe8-c407-4451-b214-a4a11d864934,73,,,"[38.6, 12.5]",3829426,1,,,,,0.5771922,,Left Foot,,,"[42.9, 15.3]",Ground Pass,,5.1312766,Incomplete,,Yannis Salibur,3122.0,,,,,,Recovery,1,From Free Kick,Dorian Lévêque,30182.0,Left Back,5,Lyon,137,"['3cfc2ea3-0b10-4019-a264-df43bc568a37', 'c296b379-4fb1-425c-8e39-e1ab1368e82e']",3,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:03.692,Pass,
,,,,,,,,,,,,,,,1.364177,,,,,,,,,,,,,,,9ba3f665-25a8-445e-af23-e4ec0d13df1c,88,,,"[30.7, 11.7]",3829426,1,,,,,-0.24811345,,Right Foot,,,"[38.2, 9.8]",Ground Pass,,7.7369246,,,Nicolas Benezet,3301.0,,,,,,,1,Regular Play,Dorian Lévêque,30182.0,Left Back,6,Guingamp,142,['3028bbc1-03ad-4b22-bdde-79ff951abb8f'],9,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:09.431,Pass,
,,,,,,,,,,,,,,,1.677091,,,,,,,,,,,,,,,febf2dce-df08-43ed-9e2c-1dc411c17b25,91,,,"[63.1, 8.7]",3829426,1,,,,,-0.08764103,,Left Foot,,,"[87.0, 6.6]",Ground Pass,,23.992083,,,Sloan Privat,4799.0,,,,,,,1,Regular Play,Nicolas Benezet,3301.0,Left Midfield,6,Guingamp,142,['f3d050f8-2ffd-429e-bf85-08f44221dfc4'],14,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:14.033,Pass,
,,,,,,,,,,,,,,,0.56439,,,,,,,,,,,,,,,f70bb866-93f1-40f1-a6a7-87e566f93657,95,,,"[101.0, 9.7]",3829426,1,,,,,1.1071488,,Left Foot,,,"[103.3, 14.3]",Low Pass,,5.1429563,Incomplete,,,,,,,,,,1,Regular Play,Sloan Privat,4799.0,Center Forward,6,Guingamp,142,"['6012fccb-d568-423e-a106-13c542d2d031', '8d2991b5-c8af-4eb9-82c7-4098277b9f9f']",20,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:20.086,Pass,True
,,,,,,,,,,,,,,,1.27145,,,,,,,,,,,,,,,f6340653-ff64-4e41-86e9-d6952387afbc,98,,,"[30.2, 72.4]",3829426,1,,,,,-0.9846877,,Right Foot,,,"[38.3, 60.2]",Ground Pass,,14.644112,,,Mathieu Valbuena,18868.0,,,,,,Recovery,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,"['83f1bcc1-4ba5-43ed-bdf8-744e5681adfc', 'c81546cd-b297-4c0e-a9ba-c8679c4e6782']",23,,,,,,,,,,,,,,,,,,Lyon,137,00:01:23.153,Pass,True
,,,,,,,,,,,,,,,0.954388,,,,,,,,,,,,,,,2c44abd5-513b-4ebc-a0a0-8842f6de3540,107,,,"[32.6, 60.5]",3829426,1,,,,,1.4288993,,Right Foot,,,"[34.1, 71.0]",Ground Pass,,10.606602,,,Jordan Ferri,3118.0,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,"['1ebb0e9b-aa1b-447a-af60-8348500ba8e8', '5a9cc28b-e0b9-4454-8e2e-ea3911384597']",27,,,,,,,,,,,,,,,,,,Lyon,137,00:01:27.022,Pass,True
,,,,,,,,,,,,,,,1.614469,,,,,,,,,,,,,,,961d323f-ae51-4cf5-955e-2707c07d2419,109,,,"[34.1, 71.0]",3829426,1,,,,,-2.99242,,Right Foot,,,"[16.8, 68.4]",Ground Pass,,17.494286,,,Rafael Pereira da Silva,3156.0,,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,7,Lyon,137,['5a5e26bc-d451-4683-9c18-d8f977d3c716'],27,,,,,,,,,,,,,,,,,,Lyon,137,00:01:27.976,Pass,
,,,,,,,,,,,,,,,1.40053,,,,,,,,,,,,,,,6b3a4bc3-83c7-4b91-8c39-373ce2e9badb,112,,,"[18.0, 67.0]",3829426,1,,,,,-0.7853982,,Right Foot,,,"[29.3, 55.7]",Ground Pass,,15.980614,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,7,Lyon,137,['66cdfb08-328c-4577-a77f-5cbc76ec6f02'],30,,,,,,,,,,,,,,,,,,Lyon,137,00:01:30.737,Pass,
,,,,,,,,,,,,,,,2.727123,,,,,,,,,,,,,,,b3a47a5f-7c26-4e9c-a85b-32ab9a3b8355,115,,,"[27.6, 55.7]",3829426,1,,,,,-2.0775206,,Left Foot,,,"[15.0, 33.0]",High Pass,,25.962473,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['b4a8de9b-e6ad-45ef-b01e-03f77e166e6c'],33,,,,,,,,,,,,,,,,,,Lyon,137,00:01:33.371,Pass,
,,,,,,,,,,,,,,,2.337255,,,,,,,,,,,,,,,349c292d-dff1-4b6c-a449-9b1a27f13181,118,,,"[16.3, 22.7]",3829426,1,,,,,-0.5297762,,Left Foot,,,"[45.5, 5.6]",Ground Pass,,33.83859,,,Jérémy Morel,2983.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,7,Lyon,137,['a093cf34-ed5c-4256-8231-f55ec35e8e81'],37,,,,,,,,,,,,,,,,,,Lyon,137,00:01:37.280,Pass,
,,,,,,,,,,,,,,,1.617373,,,,,,,,,,,,,,,cef13a44-deef-4ed0-876f-cf6fd8b2d45d,121,,,"[45.9, 5.6]",3829426,1,,,,,1.7459073,,Left Foot,,,"[43.6, 18.6]",Ground Pass,,13.201894,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['710295d0-320c-470f-8776-a809ecf667d1'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:01:39.720,Pass,
,,,,,,,,,,,,,,,1.254593,,,,,,,,,,,,,,,8e073b22-9d0d-4834-99f4-f0f2972b39d6,125,,,"[44.5, 17.6]",3829426,1,,,,,-1.0209432,,Right Foot,,,"[52.1, 5.2]",Ground Pass,,14.543727,,,Jérémy Morel,2983.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,"['2ccbd944-e8b4-42a3-8898-3697525febc4', '7d4a6b82-1a16-4340-8004-6432db85a449']",41,,,,,,,,,,,,,,,,,,Lyon,137,00:01:41.802,Pass,True
,,,,,,,,,,,,,,,1.487443,,,,,,,,,,,,,,,bae3558c-3453-425d-88b0-d5deb8d48a35,128,,,"[61.7, 4.2]",3829426,1,,,,,2.6403284,,Left Foot,,,"[54.4, 8.2]",Ground Pass,,8.324061,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['35b1a724-267d-4ef2-aab0-5bc97c87549c'],44,,,,,,,,,,,,,,,,,,Lyon,137,00:01:44.976,Pass,
,,,,,,,,,,,,,,,0.604842,,,,,,,,,,,,,,,5b987f0a-5dc3-4f8b-b4cf-f8821dee9a2e,130,,,"[54.4, 8.9]",3829426,1,,,,,-0.25168997,,Right Foot,,,"[57.9, 8.0]",Ground Pass,,3.6138623,,,Mathieu Valbuena,18868.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['2617b776-7337-4c01-b309-77f410bfc6f9'],46,,,,,,,,,,,,,,,,,,Lyon,137,00:01:46.463,Pass,
,,,,,,,,,,,,,,,1.745246,,,,,,,,,,,,,,,225a46bb-b5f3-4f84-9dd2-60e07981d5f5,134,,,"[56.5, 10.9]",3829426,1,,,,,-1.050441,,Right Foot,,,"[61.6, 2.0]",Ground Pass,,10.25768,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,"['b658285c-7e03-4821-afae-9a3582a8cc6f', 'd5b702cb-b912-4152-9442-0b3c1e9263c4']",49,,,,,,,,,,,,,,,,,,Lyon,137,00:01:49.530,Pass,True
,,,,,,,,,,,,,,,0.757915,,,,,,,,,,,,,,,982c08f1-237a-4d73-bc64-2cddf297b2a3,137,,,"[63.0, 3.8]",3829426,1,,,,,-0.35399744,,Right Foot,,,"[67.6, 2.1]",Ground Pass,,4.90408,,,Jérémy Morel,2983.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['971db049-0379-4077-b2e3-af9fd71340a1'],51,,,,,,,,,,,,,,,,,,Lyon,137,00:01:51.812,Pass,
