ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.976646,,,,,,,,,,,,,,45598385-fe9d-484f-ac25-688e6395d61d,63,,,"[49.8, 75.8]",3829507,1,,,,-0.21075355,,Right Foot,,,"[69.9, 71.5]",,Ground Pass,,20.554804,,,,Gilles Sunu,3111.0,,,,,,1,From Goal Kick,Vincent Manceau,3431.0,Right Back,6,Angers,145,['dac56684-0d27-4dae-a725-20ec80bee06e'],38,,,,,,,,,,,,,,,,Angers,145,00:01:38.893,Pass,
,,,,,,,,,,,,,,,1.090726,,,,,,,,,,,,,,b7eca704-1b0c-42ca-b792-f9de6f9eb4e5,66,,,"[71.3, 69.5]",3829507,1,,,,2.196721,,Right Foot,,,"[65.3, 77.8]",,Low Pass,,10.241582,,,,Férébory Doré,7207.0,,,,,,1,From Goal Kick,Gilles Sunu,3111.0,Center Forward,6,Angers,145,['81d01489-4913-4005-879f-8ac5620cf886'],40,,,,,,,,,,,,,,,,Angers,145,00:01:40.081,Pass,
,,,,,,,,,,,,,,,0.129976,,,,,,,,,,,,,,79cdc965-bdb0-4e21-97ea-18d75d8f1b49,70,,,"[64.1, 78.4]",3829507,1,,,,-0.48995733,,Right Foot,,,"[67.1, 76.8]",,Ground Pass,,3.4,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Goal Kick,Férébory Doré,7207.0,Right Wing,6,Angers,145,"['152b55af-23bf-4458-997a-56f3650ccf80', '382a285c-01d8-4deb-ac55-d578882ffff2', '4884995f-ccb2-4b37-92c1-f4ca5ed30f45']",41,,,,,,,,,,,,,,,,Angers,145,00:01:41.442,Pass,True
,,,,,,,,,,,,,,,1.266911,,,,,,,,,,,,,,7f2312fd-c6b8-47c9-9068-c69e3a477935,73,,,"[66.3, 80.0]",3829507,1,,,,-0.57133746,,,,,"[78.9, 71.9]",,High Pass,,14.978985,,,,Gilles Sunu,3111.0,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,7,Angers,145,['e597000f-b5ac-4bd6-9f35-6abb1c2faefb'],49,,,,,,,,,,,,,,,,Angers,145,00:01:49.926,Pass,
,,,,,,,,,,,,,,,1.848388,,,,,,,,,,,,,,e5ff2d4d-4f7f-4171-900f-3ff61ade62c3,77,,,"[80.5, 70.3]",3829507,1,,,,2.4244115,,Right Foot,,,"[71.9, 77.8]",,High Pass,,11.410959,,,,Vincent Manceau,3431.0,,,,,,1,From Throw In,Gilles Sunu,3111.0,Center Forward,7,Angers,145,['1862da26-4d36-4ce7-ada7-c80e8d553805'],51,,,,,,,,,,,,,,,,Angers,145,00:01:51.626,Pass,
,,,,,,,,,,,,,,,0.9973,,,,,,,,,,,,,,c4cdbac2-1d0b-4fe9-84af-da6c7ae973c5,81,,,"[67.3, 76.6]",3829507,1,,,,-1.6322572,,Right Foot,,,"[66.9, 70.1]",,Low Pass,,6.512296,,Incomplete,,Thomas Mangani,3185.0,,,,,,1,From Throw In,Vincent Manceau,3431.0,Right Back,7,Angers,145,"['27efb204-833f-456f-8576-bff441ae5c56', '491acf45-d735-48f5-ab62-ef7aefac62fa']",54,,,,,,,,,,,,,,,,Angers,145,00:01:54.665,Pass,
,,,,,,,,,,,,,,,0.77312,,,,,,,,,,,,,,d01e6e9b-d317-410f-9336-2efe21c5b29a,86,,,"[52.8, 10.2]",3829507,1,,,,-0.1743134,,Left Foot,,,"[68.7, 7.4]",,Ground Pass,,16.144659,,,,Étienne Didot,3189.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Left Attacking Midfield,8,Toulouse,130,"['48bfad94-0c7a-42a9-be6d-5439f4ff540f', 'a4d85230-0d3d-45f5-974a-7bc5885fa4f8']",56,,,,,,,,,,,,,,,,Toulouse,130,00:01:56.227,Pass,True
,,,,,,,,,,,,,,,2.703184,,,,,,,,,,,,,,20f7bf60-cd3b-443c-a378-a9ff339527ef,98,,,"[49.0, 0.1]",3829507,2,True,,,0.88358885,,,,,"[64.1, 18.5]",,Low Pass,,23.80273,,,,Gilles Sunu,3111.0,,,,,Throw-in,1,From Throw In,Yoann Andreu,3203.0,Left Back,9,Angers,145,['3f2aaf77-2f3a-47a2-812f-d13d4db7b2e4'],22,,,,,,,,,,,,,,,,Angers,145,00:02:22.482,Pass,
,,,,,,,,,,,,,,,1.053169,,,,,,,,,,,,,,0283bc65-d646-4b68-a7a4-310cfef83148,100,,,"[64.9, 20.1]",3829507,2,,,,-2.3285336,,Head,,,"[52.6, 7.1]",,Low Pass,,17.896648,,,,Yoann Andreu,3203.0,,,,,,1,From Throw In,Gilles Sunu,3111.0,Center Forward,9,Angers,145,['cb6ae6a6-e1c9-4fd0-9196-281f4f80839e'],25,,,,,,,,,,,,,,,,Angers,145,00:02:25.185,Pass,
,,,,,,,,,,,,,,,0.81006,,,,,,,,,,,,,,e31dd76b-41af-47dc-9df8-687e24b821c1,102,,,"[51.4, 5.9]",3829507,2,,,,0.6863853,,Right Foot,,,"[59.7, 12.7]",,Low Pass,,10.729865,,Incomplete,,Abdoul Razzagui Camara,3078.0,,,,,,1,From Throw In,Yoann Andreu,3203.0,Left Back,9,Angers,145,"['a6d34670-2322-41bb-85de-d9d5a362e87a', 'a9548df3-31ab-44fe-ad2e-2732d222ed64']",26,,,,,,,,,,,,,,,,Angers,145,00:02:26.238,Pass,
,,,,,,,,,,,,,,,0.915944,,,,,,,,,,,,,,b641e6df-1b21-4b65-b72a-bde3b76622a2,105,,,"[54.6, 64.4]",3829507,2,,,,-0.6235607,,Left Foot,,,"[71.7, 52.1]",,Ground Pass,,21.064188,,,,Wissam Ben Yedder,6723.0,,,,,Recovery,1,Regular Play,Yann Bodiger,2961.0,Center Defensive Midfield,10,Toulouse,130,['47ffcbcf-d401-4a8c-9057-d5e05e8b542a'],28,,,,,,,,,,,,,,,,Toulouse,130,00:02:28.138,Pass,
,,,,,,,,,,,,,,,1.077125,,,,,,,,,,,,,,0709644e-73f0-42ee-8be8-f4f41d40dd6e,108,,,"[71.9, 52.3]",3829507,2,,,,-3.0399039,,Right Foot,,,"[62.1, 51.3]",,Ground Pass,,9.850888,,,,Étienne Didot,3189.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Left Attacking Midfield,10,Toulouse,130,['9ac4d304-6ecf-4de0-bac4-e38df60f0e7e'],29,,,,,,,,,,,,,,,,Toulouse,130,00:02:29.129,Pass,
,,,,,,,,,,,,,,,2.199786,,,,,,,,,,,,,,99ebfeb7-73b9-462a-a4e2-e009f1ac1c0b,110,,,"[62.1, 51.3]",3829507,2,,,,0.17026518,,Left Foot,,,"[90.6, 56.2]",,High Pass,,28.91816,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,Regular Play,Étienne Didot,3189.0,Left Center Midfield,10,Toulouse,130,"['bb15a271-7a1d-4c13-84ed-73117f049470', 'dea5e96a-36dc-47b8-95a9-33c1afaac946']",30,,,,,,,,,,,,,,,,Toulouse,130,00:02:30.206,Pass,
,,,,,,,,,,,,,,,1.808647,,,,,,,,,,,,,,dea5e96a-36dc-47b8-95a9-33c1afaac946,112,,,"[29.5, 23.9]",3829507,2,,,,-0.6257918,,Head,,,"[41.4, 15.3]",,Low Pass,,14.682302,,,,Thomas Mangani,3185.0,,,,,Recovery,1,Regular Play,Romain Thomas,3549.0,Left Center Back,10,Toulouse,130,"['04cd12e2-d2a7-4c0d-aa67-a52d13b66375', '99ebfeb7-73b9-462a-a4e2-e009f1ac1c0b']",32,,,,,,,,,,,,,,,,Angers,145,00:02:32.406,Pass,
,,,,,,,,,,,,,,,1.944068,,,,,,,,,,,,,,82267dad-342a-43fa-9bc0-842460eddf6f,114,,,"[40.4, 14.3]",3829507,2,,,,-0.8610113,,Left Foot,,,"[52.6, 0.1]",,High Pass,,18.721111,,Out,,,,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,10,Toulouse,130,,34,,,,,,,,,,,,,,,,Angers,145,00:02:34.215,Pass,
,,,,,,,,,,,,,,,0.887093,,,,,,,,,,,,,,a06a58fe-f3c1-42dc-acd8-3bf467515d08,115,,,"[73.9, 80.0]",3829507,2,True,,,-1.2835149,,,,,"[79.1, 62.4]",,Low Pass,,18.352112,,,,Étienne Didot,3189.0,,,,,Throw-in,1,From Throw In,Marcel Tisserand,8677.0,Right Back,11,Toulouse,130,['e292674b-4115-4e7c-bd7d-0eaecf432ff4'],42,,,,,,,,,,,,,,,,Toulouse,130,00:02:42.632,Pass,
,,,,,,,,,,,,,,,0.750081,,,,,,,,,,,,,,9089e4fe-b39b-4d69-ba37-08c38f8beed6,117,,,"[79.3, 61.2]",3829507,2,,,,0.07736466,,Right Foot,,,"[92.2, 62.2]",,Ground Pass,,12.938702,,,,Óscar Guido Trejo,11540.0,,,,,,1,From Throw In,Étienne Didot,3189.0,Left Center Midfield,11,Toulouse,130,['717f7b49-24e7-463a-814d-e20ce1515f6d'],43,,,,,,,,,,,,,,,,Toulouse,130,00:02:43.755,Pass,
,,,,,,,,,,,,,,,0.773331,,,,,,,,,,,,,,5ebf389f-a55f-43ac-8b54-3111bd6acc44,120,,,"[95.0, 56.6]",3829507,2,,,,2.6894388,,Right Foot,,,"[88.0, 60.0]",,Ground Pass,,7.7820306,,,,Étienne Didot,3189.0,,,,,,1,From Throw In,Óscar Guido Trejo,11540.0,Right Attacking Midfield,11,Toulouse,130,['157f4f6f-bfd1-487e-84eb-fed37f53e4b9'],45,,,,,,,,,,,,,,,,Toulouse,130,00:02:45.529,Pass,
,,,,,,,,,,,,,,,2.345841,,,,,,,,,,,,,,46183bd4-8c41-4c21-92d3-ffc176f58055,124,,,"[85.6, 56.8]",3829507,2,,,,0.39852244,,Left Foot,,,"[110.3, 67.2]",,Ground Pass,,26.800186,,Incomplete,,Marcel Tisserand,8677.0,,,,,,1,From Throw In,Étienne Didot,3189.0,Left Center Midfield,11,Toulouse,130,"['16ebd76a-89ce-45b5-bb12-32048553b7a5', '52f42271-c5fd-464d-bcfb-b63d63919eb7', '69dcaf4b-7516-4a93-894f-d67c7626bafa']",46,,,,,,,,,,,,,,,,Toulouse,130,00:02:46.302,Pass,True
