50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.621669,,,,,,,,,,,,dad6d921-2f0b-4a9a-9d26-095ea5e42ee3,17,,"[51.5, 61.2]",3901149,0,,,,,1.0286069,,Right Foot,,,,"[56.5, 69.5]",,Low Pass,,9.689685,,,Karim Azamoum,2969.0,,,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Right Defensive Midfield,2,Troyes,133,['0d2c32e3-0bb0-410a-8d38-1653636ad10e'],6,,,,,,,,,,,,,,,,,Troyes,133,00:00:06.419,Pass,
,,,,,,,,,,,,,,,,0.787462,,,,,,,,,,,,b06e95f1-a3ca-40a4-9984-a0c65ef3ebe7,20,,"[56.5, 69.5]",3901149,0,,,,,0.5253669,,Right Foot,,,,"[63.4, 73.5]",,Low Pass,,7.975588,,,Lossémy Karaboué,7301.0,,,,,,,1,From Kick Off,Karim Azamoum,2969.0,Right Midfield,2,Troyes,133,['85e721fa-e0d7-4cde-8ee1-0afc61bf9458'],7,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.903,Pass,
,,,,,,,,,,,,,,,,0.943679,,,,,,,,,,,,b00d096b-d3d9-450a-a6c4-61e283dfa46e,24,,"[64.0, 75.3]",3901149,0,,,,,-0.39852244,,Right Foot,,,,"[77.3, 69.7]",,Ground Pass,,14.43087,,,Babacar Gueye,15796.0,,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,"['4f8d8665-fffc-40ce-a89f-25f3828dbe95', 'c5b47769-0ff5-4573-aa00-1bc20abe2c0a']",9,,,,,,,,,,,,,,,,,Troyes,133,00:00:09.575,Pass,True
,,,,,,,,,,,,,,,,0.513514,,,,,,,,,,,,21483314-cb54-4dfe-a1c7-4ac7ef9b5f2a,35,,"[70.6, 47.7]",3901149,0,,True,,,1.55228,,Right Foot,,,,"[70.7, 53.1]",,Ground Pass,,5.4009256,,,Benjamin Nivet,3002.0,,,,,,Free Kick,1,From Free Kick,Jessy Pi,7415.0,Left Defensive Midfield,3,Troyes,133,['4a7592b8-6686-4e2f-a23a-fe9d7704f4da'],19,,,,,,,,,,,,,,,,,Troyes,133,00:00:19.125,Pass,
,,,,,,,,,,,,,,,,1.340238,,,,,,,,,,,,92162091-3406-445f-9eb6-b388b8326f54,38,,"[69.6, 46.9]",3901149,0,,,,,-0.92522055,,Left Foot,,,,"[81.2, 31.5]",,Ground Pass,,19.28004,,,Fabien Camus,401470.0,,,,,,,1,From Free Kick,Benjamin Nivet,3002.0,Right Defensive Midfield,3,Troyes,133,"['1fcf4608-a66c-4f97-b1a7-d8c6d989af87', '317d0c92-c910-4cc8-9433-c136f84d5972']",21,,,,,,,,,,,,,,,,,Troyes,133,00:00:21.106,Pass,True
,,,,,,,,,,,,,,,,1.349476,,,,,,,,,,,,7fd501bc-6363-4f3a-835f-6d943a5a41db,41,,"[79.0, 29.2]",3901149,0,,,,,-0.86360824,,Right Foot,,,,"[93.7, 12.0]",,Ground Pass,,22.62587,,,Chris Mavinga,18162.0,,,,,,,1,From Free Kick,Fabien Camus,401470.0,Left Midfield,3,Troyes,133,['45729c27-f47c-4a1b-be40-30eadaf6ab71'],23,,,,,,,,,,,,,,,,,Troyes,133,00:00:23.237,Pass,
,,,,,,,,,,,,,,,,3.661393,,,,,,,,,,,,b75291ca-e32d-4a4b-b3ef-d7bd398551c5,45,,"[7.0, 44.1]",3901149,1,,,,,0.013467199,,Right Foot,,,,"[66.4, 44.9]",,High Pass,,59.405388,,,Guido Marcelo Carrillo,3246.0,,,,,,Goal Kick,1,From Goal Kick,Danijel Subašić,3444.0,Goalkeeper,4,AS Monaco,129,['a328f46a-6995-44d1-9cc1-2c13b518d079'],14,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:14.728,Pass,
,,,,,,,,,,,,,,,,0.857075,,,,,,,,,,,,a5e3eee2-e99c-4446-8d29-f938dcd71a15,47,,"[66.4, 44.9]",3901149,1,,,,,0.3659207,,Head,,,,"[77.1, 49.0]",,High Pass,,11.458621,,,Vágner Silva de Souza,18953.0,,,,,,,1,From Goal Kick,Guido Marcelo Carrillo,3246.0,Left Center Forward,4,AS Monaco,129,['d12cc8e2-166d-4503-a580-4121fc09e286'],18,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:18.390,Pass,
,,,,,,,,,,,,,,,,2.97616,,,,,,,,,,,,5f2aa514-f4c8-4f19-8def-b25f2eec91da,51,,"[77.3, 49.2]",3901149,1,,,,,-0.93769795,,Right Foot,,,,"[86.4, 36.8]",,High Pass,,15.380833,Incomplete,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,From Goal Kick,Vágner Silva de Souza,18953.0,Right Center Forward,4,AS Monaco,129,"['1fce98e4-5025-4559-a34d-cb41ac0a324e', '4c5f8158-1214-47e8-a9c2-1d1dbfe3e2f4', 'd18f39ff-fe55-49db-81b9-15ab85e060ad']",19,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:19.287,Pass,True
,,,,,,,,,,,,,,,,1.114822,,,,,,,,,,,,51904d48-ab9d-4e7d-8c93-b503fa09a4a3,57,,"[38.7, 65.4]",3901149,1,,,,,1.1618885,,Right Foot,,,,"[43.9, 77.4]",,Ground Pass,,13.078226,,,Karim Azamoum,2969.0,,,,,,,1,Regular Play,Lossémy Karaboué,7301.0,Right Back,5,Troyes,133,"['7c2944b0-7aa9-4647-a1c5-a1695e57b96c', 'dc193f58-a37b-4e4d-8050-b45a9969814e']",26,,,,,,,,,,,,,,,,,Troyes,133,00:01:26.989,Pass,True
,,,,,,,,,,,,,,,,1.183413,,,,,,,,,,,,5eebc634-77ed-4bef-8063-f10c1abb7327,60,,"[43.9, 77.4]",3901149,1,,,,,-0.10513851,,Right Foot,,,,"[63.8, 75.3]",,Ground Pass,,20.010498,,,Babacar Gueye,15796.0,,,,,,,1,Regular Play,Karim Azamoum,2969.0,Right Midfield,5,Troyes,133,['426b6439-b4ab-4e17-934e-f2edf932a988'],28,,,,,,,,,,,,,,,,,Troyes,133,00:01:28.280,Pass,
,,,,,,,,,,,,,,,,1.049622,,,,,,,,,,,,70a4c51a-6f8f-464f-b72a-271c81696998,63,,"[63.8, 75.3]",3901149,1,,,,,-1.6802473,,Right Foot,,,,"[62.8, 66.2]",,Low Pass,,9.15478,Incomplete,,Lossémy Karaboué,7301.0,,,,,,,1,Regular Play,Babacar Gueye,15796.0,Center Forward,5,Troyes,133,"['7fc94744-3f2a-4dc0-9ff8-06b590055841', 'cd46fc0b-5889-42dd-8bac-fbbe51a08bc2']",29,,,,,,,,,,,,,,,,,Troyes,133,00:01:29.518,Pass,
,,,,,,,,,,,,,,,,0.72239,,,,,,,,,,,,0c494b46-d2e5-4af8-88f3-780e47946ca1,67,,"[63.6, 75.3]",3901149,1,,,,,-2.4646778,,Left Foot,,,,"[58.0, 70.8]",,Ground Pass,,7.18401,,,Karim Azamoum,2969.0,,,,,,Recovery,1,Regular Play,Babacar Gueye,15796.0,Center Forward,5,Troyes,133,"['370a0e94-36a6-4641-8806-18a8f1963288', 'fa5283b9-1a4a-47c9-8e6b-d74617e6088f']",31,,,,,,,,,,,,,,,,,Troyes,133,00:01:31.877,Pass,True
,,,,,,,,,,,,,,,,0.238394,,,,,,,,,,,,f29f2d9c-2f2c-428c-9596-36ccaa723950,70,,"[58.0, 70.8]",3901149,1,,,,,-1.8000282,,Right Foot,,,,"[57.3, 67.8]",,Ground Pass,,3.0805843,Incomplete,,Benjamin Nivet,3002.0,,,,,,,1,Regular Play,Karim Azamoum,2969.0,Right Midfield,5,Troyes,133,"['92741da9-c84d-46e4-a6cd-a96f079924eb', 'de12645b-ca03-49a0-97f6-b632dbfe0826']",32,,,,,,,,,,,,,,,,,Troyes,133,00:01:32.960,Pass,
,,,,,,,,,,,,,,,,1.209377,,,,,,,,,,,,aabf4694-d759-47ab-ab7d-06a175696201,78,,"[56.5, 6.4]",3901149,1,,,,,-0.22974175,,Left Foot,,,,"[68.9, 3.5]",,Ground Pass,,12.734598,,,Elderson Uwa Echiejile,27558.0,,,,,,Recovery,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,6,AS Monaco,129,['b5f3bff8-45bf-4061-a68a-dd38554c3996'],36,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:36.988,Pass,
,,,,,,,,,,,,,,,,0.867102,,,,,,,,,,,,390d3d87-0465-4c6f-916c-bbd4a44c9164,82,,"[71.2, 4.5]",3901149,1,,,,,0.40397012,,Left Foot,,,,"[84.3, 10.1]",,Ground Pass,,14.246754,,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,6,AS Monaco,129,"['3ff8676a-2ef1-4b0b-9e96-cdf19b712746', '8b89cadc-f815-47d3-a008-74224e9194b0']",39,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:39.267,Pass,True
,,,,,,,,,,,,,,,,0.583169,,,,,,,,,,,,c1458882-1c4e-4f51-8e9b-2c33c9fa511b,87,,"[31.6, 68.9]",3901149,1,,,,,0.0,,Right Foot,,,,"[36.0, 68.9]",,Ground Pass,,4.4,,,Benjamin Nivet,3002.0,,,,,,Recovery,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Center Back,7,Troyes,133,['dbdf51e3-6cf5-4562-934d-b9da8c9aae6f'],41,,,,,,,,,,,,,,,,,Troyes,133,00:01:41.145,Pass,
,,,,,,,,,,,,,,,,0.812198,,,,,,,,,,,,32f0d39a-08b3-47d6-9146-14d6f39d8aba,90,,"[36.4, 67.9]",3901149,1,,,,,-0.87350863,,Right Foot,,,,"[49.3, 52.5]",,Ground Pass,,20.089052,,,Chaouki Ben Saada,3161.0,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Right Defensive Midfield,7,Troyes,133,['49f7b2fd-c5f7-4df6-b1f3-b4b438f1690e'],42,,,,,,,,,,,,,,,,,Troyes,133,00:01:42.561,Pass,
,,,,,,,,,,,,,,,,1.492553,,,,,,,,,,,,152819c8-bdd0-4c83-8080-6317e6d928b2,94,,"[55.5, 50.0]",3901149,1,,,,,-0.8882785,,Left Foot,,,,"[70.7, 31.3]",,Ground Pass,,24.098341,,,Babacar Gueye,15796.0,,,,,,,1,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,7,Troyes,133,"['a911b813-ec59-41e5-8999-39f5da0bcd85', 'c27c6836-0c6c-4442-95bc-36d90f78b8a7']",44,,,,,,,,,,,,,,,,,Troyes,133,00:01:44.448,Pass,True
,,,,,,,,,,,,,,,,1.618607,,,,,,,,,,,,6e75a3d6-3d10-48b0-ae65-8c4e608d7a2f,98,,"[71.5, 30.4]",3901149,1,,,,,-2.0749624,,Right Foot,,,,"[65.1, 18.8]",,Ground Pass,,13.248396,,,Fabien Camus,401470.0,,,,,,,1,Regular Play,Babacar Gueye,15796.0,Center Forward,7,Troyes,133,"['365e6761-b8bc-463b-b2b4-dee7571d57fd', '859eb107-8895-478c-b9db-28aff4e9b7cc']",46,,,,,,,,,,,,,,,,,Troyes,133,00:01:46.429,Pass,True
,,,,,,,,,,,,,,,,1.99398,,,,,,,,,,,,2a2443cb-d5d6-414a-9a05-21c8b6cd836c,102,,"[70.1, 15.1]",3901149,1,,,,,-2.474581,,Right Foot,,,,"[57.4, 5.1]",,Ground Pass,,16.164467,,,Chris Mavinga,18162.0,,,,,,,1,Regular Play,Fabien Camus,401470.0,Left Midfield,7,Troyes,133,"['10fe7755-c72b-4214-b60f-7388ddcfe9de', 'e7e30627-6ba0-4771-9229-6109b45782e7']",50,,,,,,,,,,,,,,,,,Troyes,133,00:01:50.250,Pass,True
,,,,,,,,,,,,,,,,0.642768,,,,,,,,,,,,cbd4ca7f-c109-4952-96a2-1b8f81015912,105,,"[57.4, 5.1]",3901149,1,,,,,1.3401904,,Left Foot,,,,"[60.1, 16.6]",,Ground Pass,,11.812705,,,Fabien Camus,401470.0,,,,,,,1,Regular Play,Chris Mavinga,18162.0,Left Back,7,Troyes,133,['0d40cc05-f9ec-4eec-9072-e908a1808b52'],52,,,,,,,,,,,,,,,,,Troyes,133,00:01:52.322,Pass,
,,,,,,,,,,,,,,,,3.035053,,,,,,,,,,,,36067f22-4e65-45a7-9ed6-61b314ad8d76,108,,"[55.5, 15.5]",3901149,1,,,,,0.7760088,,Right Foot,,,,"[98.5, 57.7]",,High Pass,,60.248154,Incomplete,,Karim Azamoum,2969.0,,,True,,,,1,Regular Play,Fabien Camus,401470.0,Left Midfield,7,Troyes,133,"['00c4ffe7-0f58-4255-b63d-41b8cd61f05a', '55ba24e0-8a87-4777-9640-ab4c419eb129']",58,,,,,,,,,,,,,,,,,Troyes,133,00:01:58.011,Pass,
,,,,,,,,,,,,,,,,1.734478,,,,,,,,,,,,5b535ce9-60fe-4f12-825f-40b15d40e29d,112,,"[120.0, 80.0]",3901149,2,,,,,-1.6330658,,Left Foot,,,,"[117.4, 38.3]",,High Pass,True,41.780975,Incomplete,,,,,,True,Inswinging,,Corner,1,From Corner,Chaouki Ben Saada,3161.0,Center Attacking Midfield,8,Troyes,133,['9234a850-09f3-46a3-8252-22ea517746b9'],32,,,,,,,,,,,,,,,,,Troyes,133,00:02:32.154,Pass,
,,,,,,,,,,,,,,,,4.026429,,,,,,,,,,,,576c44fa-a18e-43ec-aa7c-4b7cc7a329f7,115,,"[17.6, 48.0]",3901149,2,,,,,-0.32617748,,Drop Kick,,,,"[78.5, 27.4]",,High Pass,,64.289734,,,Guido Marcelo Carrillo,3246.0,,,,,,,1,From Keeper,Danijel Subašić,3444.0,Goalkeeper,9,AS Monaco,129,['f35fbd4a-cae6-4978-b72b-fc48b87b168d'],43,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:43.601,Pass,
,,,,,,,,,,,,,,,,2.390792,,,,,,,,,,,,3bf8b15e-21f2-4906-b212-e65736d24699,118,,"[78.5, 27.4]",3901149,2,,,,True,-1.0619928,,,,,,"[89.6, 7.5]",,High Pass,,22.7864,,,Thomas Lemar,3245.0,,,,,,,1,From Keeper,Guido Marcelo Carrillo,3246.0,Left Center Forward,9,AS Monaco,129,"['1414fa51-e1e8-4d9c-b0c5-5444b37edc95', 'fc2a15dc-ece8-4391-865e-b9f4576cc8e9']",47,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:47.628,Pass,True
,,,,,,,,,,,,,,,,0.461874,,,,,,,,,,,,b4474080-ab34-46a7-84cd-2827d81a1b5b,128,,"[35.6, 68.7]",3901149,2,,,,,-3.102397,,Right Foot,,,,"[30.5, 68.5]",,Ground Pass,,5.10392,,,Benjamin Nivet,3002.0,,,,,,Recovery,1,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,10,Troyes,133,"['94555cd1-274e-48c1-b537-9c0932e039b7', 'a6a518ca-ac15-4e80-b768-6727dbe39297']",55,,,,,,,,,,,,,,,,,Troyes,133,00:02:55.936,Pass,True
,,,,,,,,,,,,,,,,1.51213,,,,,,,,,,,,06c7bae1-c9f9-4f0d-9a34-340edfd78617,131,,"[30.5, 68.5]",3901149,2,,,,,-1.261206,,Right Foot,,,,"[40.8, 36.3]",,Ground Pass,,33.807247,,,Fabien Camus,401470.0,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Right Defensive Midfield,10,Troyes,133,['594af217-7a1a-475c-97d6-54a685095d7c'],57,,,,,,,,,,,,,,,,,Troyes,133,00:02:57.190,Pass,
,,,,,,,,,,,,,,,,0.851269,,,,,,,,,,,,e4b804ba-8a17-4336-b76c-a69b19767051,134,,"[42.4, 26.5]",3901149,3,,,,,-2.4481332,,Right Foot,,,,"[34.7, 20.1]",,Ground Pass,,10.012492,,,Chris Mavinga,18162.0,,,,,,,1,Regular Play,Fabien Camus,401470.0,Left Midfield,10,Troyes,133,['0fb557c6-3427-4f31-98a5-700488a276a7'],2,,,,,,,,,,,,,,,,,Troyes,133,00:03:02.592,Pass,
,,,,,,,,,,,,,,,,2.341515,,,,,,,,,,,,10c38a45-9dc7-40dc-8e34-2432abb7836f,137,,"[34.7, 20.1]",3901149,3,,,,,0.29544082,,Left Foot,,,,"[69.2, 30.6]",,High Pass,,36.062447,Incomplete,,Chaouki Ben Saada,3161.0,,,,,,,1,Regular Play,Chris Mavinga,18162.0,Left Back,10,Troyes,133,"['7e2d428f-344c-4163-8928-df15a469f77c', 'dc30550e-aec8-429b-bc91-ff5f8dea45b3']",3,,,,,,,,,,,,,,,,,Troyes,133,00:03:03.530,Pass,
,,,,,,,,,,,,,,,,1.315262,,,,,,,,,,,,dc30550e-aec8-429b-bc91-ff5f8dea45b3,140,,"[50.9, 49.5]",3901149,3,,,,True,-0.54486394,,,,,,"[57.5, 45.5]",,Low Pass,,7.7175126,Unknown,,Tiemoué Bakayoko,3955.0,,,,,,Recovery,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,10,Troyes,133,"['10c38a45-9dc7-40dc-8e34-2432abb7836f', 'bf2a93c4-b245-4f0c-912d-640f155a941e', 'ddda0734-9de2-47d2-b4a5-00312a6ea8a4']",5,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:05.872,Pass,True
,,,,,,,,,,,,,,,,4.369215,,,,,,,,,,,,bcb4ab88-7700-45a3-a2a7-3e0878e9f6c1,144,,"[58.5, 45.5]",3901149,3,,,,,-0.59110266,,Right Foot,,,,"[110.5, 10.6]",,High Pass,,62.625954,,,Guido Marcelo Carrillo,3246.0,,,,,,Free Kick,1,From Free Kick,Jérémy Toulalan,3406.0,Right Defensive Midfield,11,AS Monaco,129,['9ac0efcd-8eff-48ae-b6cf-d0ab2d2e787c'],19,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:19.626,Pass,
