50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.983135,,,,,,,,,,037c4317-7c97-4304-84e8-d874dc8c5479,16,,"[18.2, 57.7]",3901204,0,,,,,-2.2684207,,Left Foot,,,,"[6.8, 44.1]",,Ground Pass,17.745985,,,,Geoffrey Jourdren,7509.0,,,,,Recovery,1,Regular Play,Vitorino Hilton da Silva,3674.0,Right Center Back,3,Montpellier,139,['2f4c8695-3460-4641-a50a-f0ca9dcd8db6'],13,,,,,,,,,,,,,,,,,Montpellier,139,00:00:13.636,Pass,
,,,,,,,,,,,,,,,,,2.683411,,,,,,,,,,3ac861a3-87d5-48df-9f13-56dad95122f4,20,,"[8.7, 44.6]",3901204,0,,,,,0.5079165,,Right Foot,,,,"[50.2, 67.7]",,High Pass,47.495895,,Incomplete,,Morgan Sanson,3546.0,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,3,Montpellier,139,"['10250b0b-ab48-4631-891e-3e33334b7626', '423657b3-2388-4ec4-bbee-d568eb2c4d61', 'c2b052e4-e3c4-4109-8a98-6ce665ccea65']",16,,,,,,,,,,,,,,,,,Montpellier,139,00:00:16.937,Pass,True
,,,,,,,,,,,,,,,,,1.493667,,,,,,,,,,10250b0b-ab48-4631-891e-3e33334b7626,22,,"[69.9, 12.4]",3901204,0,,,,,-1.1680053,,Head,,,,"[74.8, 0.9]",,Low Pass,12.5004,,Out,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,Regular Play,Henri Bedimo Nsamè,4895.0,Left Back,3,Montpellier,139,"['3ac861a3-87d5-48df-9f13-56dad95122f4', '8d758a12-c7d5-4f1f-9e49-727f19612bce']",19,,,,,,,,,,,,,,,,,Lyon,137,00:00:19.621,Pass,
,,,,,,,,,,,,,,,,,2.860545,,,,,,,,,,a716049e-7d11-42e2-a80b-9abe146d08c6,24,,"[61.8, 80.0]",3901204,0,,True,,,-1.5707964,,,,,,"[61.8, 65.8]",,High Pass,14.2,,Incomplete,,Mustapha Yatabaré,30255.0,,,,,Throw-in,1,From Throw In,William Jean Rémy,4669.0,Right Back,4,Montpellier,139,"['41bf44cc-0760-420f-b2d9-58d30ff2baee', 'bcb27f60-3466-47d0-8465-e501fbfdff28']",25,,,,,,,,,,,,,,,,,Montpellier,139,00:00:25.275,Pass,
,,,,,,,,,,,,,,,,,1.574601,,,,,,,,,,41bf44cc-0760-420f-b2d9-58d30ff2baee,26,,"[58.3, 14.3]",3901204,0,,,,True,-0.24026728,,,,,,"[78.3, 9.4]",,High Pass,20.591503,,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,Recovery,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,4,Montpellier,139,"['522ea2ea-10fd-4ade-a70b-365f5f21d6e7', '6df4078d-6fa9-4b3e-bb51-e968bef5d70b', '72baae1c-a98c-4955-978b-bf55ca6f1b61', 'a716049e-7d11-42e2-a80b-9abe146d08c6']",28,,,,,,,,,,,,,,,,,Lyon,137,00:00:28.136,Pass,True
,,,,,,,,,,,,,,,,,2.077167,,,,,,,,,,72baae1c-a98c-4955-978b-bf55ca6f1b61,29,,"[41.8, 70.7]",3901204,0,,,,,-1.5707964,,Head,,,,"[41.8, 65.5]",,High Pass,5.2,,,,Mustapha Yatabaré,30255.0,,,,,Recovery,1,From Throw In,William Jean Rémy,4669.0,Right Back,4,Montpellier,139,"['41bf44cc-0760-420f-b2d9-58d30ff2baee', 'd89b525f-147a-44d3-89a2-801716751c86']",29,,,,,,,,,,,,,,,,,Montpellier,139,00:00:29.711,Pass,
,,,,,,,,,,,,,,,,,3.502919,,,,,,,,,,d4ce17fd-5b23-4ff2-b489-1761e8645389,34,,"[87.9, 76.1]",3901204,0,,,,,-0.43787062,,Right Foot,,,,"[109.9, 65.8]",,Ground Pass,24.291769,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,4,Montpellier,139,"['e002ba58-eb71-4384-82e4-9afe2248a52a', 'ffaa5680-3c78-443b-9d7e-4528efab2a4b']",37,,,,,,,,,,,,,,,,,Montpellier,139,00:00:37.625,Pass,
,,,,,,,,,,,,,,,,,1.215115,,,,,,,,,,e002ba58-eb71-4384-82e4-9afe2248a52a,37,,"[10.2, 14.3]",3901204,0,,,,,-0.36304936,,Left Foot,,,,"[28.1, 7.5]",,Low Pass,19.148108,,,,Henri Bedimo Nsamè,4895.0,,,,,Recovery,1,From Throw In,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Montpellier,139,"['8c499caa-d989-40b8-8a89-c974b621c4cb', 'd4ce17fd-5b23-4ff2-b489-1761e8645389', 'd546a525-b712-4a93-bf47-34272fd23c2f']",41,,,,,,,,,,,,,,,,,Lyon,137,00:00:41.128,Pass,True
,,,,,,,,,,,,,,,,,0.638145,,,,,,,,,,6e5cd7d5-2fa0-4af5-abf7-0a03a6ed758a,46,,"[96.8, 67.4]",3901204,0,,,,,-2.8112953,,Left Foot,,,,"[89.8, 65.0]",,Ground Pass,7.4,,,,Mustapha Yatabaré,30255.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,4,Montpellier,139,['50ad09af-10be-41a6-ab02-1743d4d5444c'],48,,,,,,,,,,,,,,,,,Montpellier,139,00:00:48.254,Pass,
,,,,,,,,,,,,,,,,,1.085953,,,,,,,,,,e9d176c7-1b2a-4c1f-ab36-1dafd6f78bf7,50,,"[90.9, 64.7]",3901204,0,,,,,2.8002367,,Right Foot,,,,"[83.3, 67.4]",,Low Pass,8.065358,,,,Morgan Sanson,3546.0,,,,,,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,4,Montpellier,139,"['72893ed3-eac9-41cf-b5bc-0c8ba5e9f1d6', 'd462fd9c-1e01-4462-87cb-2a9a285bc494']",49,,,,,,,,,,,,,,,,,Montpellier,139,00:00:49.436,Pass,True
,,,,,,,,,,,,,,,,,1.009551,,,,,,,,,,e53cba20-761f-4083-8403-aba65e339ea7,54,,"[84.4, 67.4]",3901204,0,,,,,-1.181937,,Other,,,,"[90.3, 53.0]",,Low Pass,15.561812,,Incomplete,,Mustapha Yatabaré,30255.0,,,,,,1,From Throw In,Morgan Sanson,3546.0,Right Wing,4,Montpellier,139,"['76a1aa73-3b48-417d-9ded-5f887cf888a0', 'c0f406e1-2bb3-447b-9e36-cc0e7046960d']",50,,,,,,,,,,,,,,,,,Montpellier,139,00:00:50.584,Pass,
,,,,,,,,,,,,,,,,,0.630993,,,,,,,,,,a6395694-8f92-447d-8f9b-eb8287418431,57,,"[42.2, 18.9]",3901204,0,,,,,2.6530883,,Right Foot,,,,"[27.9, 26.5]",,Low Pass,16.194136,,,,Maxime Gonalons,6982.0,,,,,Recovery,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,5,Lyon,137,['4464c73b-b529-4885-8283-e5fb2661e052'],52,,,,,,,,,,,,,,,,,Lyon,137,00:00:52.683,Pass,
,,,,,,,,,,,,,,,,,1.665377,,,,,,,,,,dcafdca3-e94f-46db-af95-bd833e4b3f2e,60,,"[35.2, 23.0]",3901204,0,,,,,0.95110023,,Right Foot,,,,"[47.4, 40.1]",,Ground Pass,21.00595,,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,5,Lyon,137,['b6b754b1-367a-4231-9892-43dff5381fbc'],54,,,,,,,,,,,,,,,,,Lyon,137,00:00:54.099,Pass,
,,,,,,,,,,,,,,,,,1.609868,,,,,,,,,,d6122d7a-ae93-411f-89eb-d22024e11177,65,,"[56.6, 39.8]",3901204,0,,,,,-0.71883,,Left Foot,,,,"[70.2, 27.9]",,Ground Pass,18.071247,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Midfield,5,Lyon,137,"['015088e1-d89a-44dd-9efe-16771dda5eda', '113f802c-14cd-4fad-9756-012fbd4732fb', '291ed6af-fcde-48cc-a72a-f9aed3a4cf1b']",56,,,,,,,,,,,,,,,,,Lyon,137,00:00:56.804,Pass,True
,,,,,,,,,,,,,,,,,2.746877,,,,,,,,,,015088e1-d89a-44dd-9efe-16771dda5eda,67,,"[49.9, 52.2]",3901204,0,,,,,-2.2426782,,Right Foot,,,,"[36.3, 35.1]",,Ground Pass,21.848799,,,,Daniel Congré,3011.0,,,,,Recovery,1,Regular Play,William Jean Rémy,4669.0,Right Back,6,Montpellier,139,"['cd896a57-da82-409d-9630-a3fadbb88ce7', 'd6122d7a-ae93-411f-89eb-d22024e11177']",58,,,,,,,,,,,,,,,,,Montpellier,139,00:00:58.414,Pass,
,,,,,,,,,,,,,,,,,2.384996,,,,,,,,,,cff76ddf-97e3-4524-b729-14a71e09f1f3,70,,"[33.9, 29.7]",3901204,1,,,,,2.8885784,,Right Foot,,,,"[7.6, 36.5]",,Ground Pass,27.164867,,,,Geoffrey Jourdren,7509.0,,,,,,1,Regular Play,Daniel Congré,3011.0,Left Center Back,6,Montpellier,139,['4e8b0c5a-d200-45d1-8094-b22cf8361ada'],1,,,,,,,,,,,,,,,,,Montpellier,139,00:01:01.344,Pass,
,,,,,,,,,,,,,,,,,3.767528,,,,,,,,,,7b220ccb-6816-4b56-97f8-c4be1c5f2ba5,73,,"[8.4, 36.5]",3901204,1,,,,,0.10153056,,Right Foot,,,,"[72.2, 43.0]",,High Pass,64.13026,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,6,Montpellier,139,['b32b0169-c341-45bb-aba6-70ffcf2b353f'],3,,,,,,,,,,,,,,,,,Montpellier,139,00:01:03.895,Pass,
,,,,,,,,,,,,,,,,,1.611838,,,,,,,,,,e82596b2-2e0d-4b59-ab6a-46bcf90dd496,75,,"[73.8, 41.9]",3901204,1,,,,,0.48689923,,Head,,,,"[78.9, 44.6]",,Low Pass,5.770615,,,,Mustapha Yatabaré,30255.0,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,['dc8bc325-c7f2-4b61-b740-96b8c007115b'],7,,,,,,,,,,,,,,,,,Montpellier,139,00:01:07.663,Pass,
,,,,,,,,,,,,,,,,,2.19761,,,,,,,,,,81a32747-4cfa-4046-a7f1-afc2cdda05a0,77,,"[80.8, 46.8]",3901204,1,,,,,1.69731,,Head,,,,"[77.9, 69.6]",,High Pass,22.98369,,,,Morgan Sanson,3546.0,,,,,,1,Regular Play,Mustapha Yatabaré,30255.0,Center Forward,6,Montpellier,139,['7b54fb62-21b4-43dd-a3f3-56f95da7ef54'],9,,,,,,,,,,,,,,,,,Montpellier,139,00:01:09.275,Pass,
,,,,,,,,,,,,,,,,,0.950709,,,,,,,,,,5532953a-60bf-4569-923c-a830b2b578d6,80,,"[89.8, 72.9]",3901204,1,,,,,-1.8049529,,Right Foot,,,,"[84.6, 51.1]",,Ground Pass,22.411604,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Morgan Sanson,3546.0,Right Wing,6,Montpellier,139,['b14fefab-2b8d-40e3-b43d-a819d1c2d6cb'],13,,,,,,,,,,,,,,,,,Montpellier,139,00:01:13.965,Pass,
,,,,,,,,,,,,,,,,,1.018731,,,,,,,,,,767e3452-ac31-45ab-8342-17f94edc2368,87,,"[85.5, 48.7]",3901204,1,,,,,1.1975815,,Left Foot,,,,"[92.0, 65.3]",,Ground Pass,17.827227,,,,Morgan Sanson,3546.0,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,['438285c8-0f10-4baa-b1b8-bed144e90efb'],18,,,,,,,,,,,,,,,,,Montpellier,139,00:01:18.477,Pass,
,,,,,,,,,,,,,,,,,1.537739,,,,,,,,,,00b19acf-f72f-4863-8ca5-5aafc8a0359f,90,,"[91.7, 63.9]",3901204,1,,,,,-0.89777535,,Right Foot,True,,,"[120.0, 28.4]",,High Pass,45.39978,,Out,,Mustapha Yatabaré,30255.0,,,,,,1,Regular Play,Morgan Sanson,3546.0,Right Wing,6,Montpellier,139,['8e091444-8803-4a85-9a7f-25b180ddd948'],21,,,,,,,,,,,,,,,,,Montpellier,139,00:01:21.257,Pass,
,,,,,,,,,,,,,,,,,2.37398,,,,,,,,,,0f0e4e47-661c-4ddc-8c09-23d64b1b5229,92,,"[7.0, 44.1]",3901204,1,,,,,-1.293792,,Right Foot,,,,"[15.7, 13.5]",,Ground Pass,31.812733,,,,Samuel Yves Umtiti,5492.0,,,,,Goal Kick,1,From Goal Kick,Anthony Lopes,2947.0,Goalkeeper,7,Lyon,137,['58e3b555-1982-41e8-b031-3d2d8be6e764'],38,,,,,,,,,,,,,,,,,Lyon,137,00:01:38.122,Pass,
,,,,,,,,,,,,,,,,,1.545279,,,,,,,,,,9a5fc5a7-1d0e-4db3-9aeb-bf5ce2a0b485,95,,"[22.2, 13.2]",3901204,1,,,,,0.1906389,,Left Foot,,,,"[45.0, 17.6]",,Ground Pass,23.22068,,,,Sergi Darder Moll,3236.0,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,7,Lyon,137,['19ab3ed0-a359-4664-b36e-3c12a622276b'],43,,,,,,,,,,,,,,,,,Lyon,137,00:01:43.015,Pass,
,,,,,,,,,,,,,,,,,1.377637,,,,,,,,,,524903ca-da52-4b5c-8c83-7696d905eddd,98,,"[49.3, 17.8]",3901204,1,,,,,-0.62319934,,Right Foot,,,,"[62.1, 8.6]",,Ground Pass,15.763248,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,From Goal Kick,Sergi Darder Moll,3236.0,Left Center Midfield,7,Lyon,137,['fb929927-4c8e-4ac2-9807-202ff4b64e17'],45,,,,,,,,,,,,,,,,,Lyon,137,00:01:45.747,Pass,
,,,,,,,,,,,,,,,,,1.060473,,,,,,,,,,d5e10a22-20bc-429d-bb46-192860daacc6,101,,"[62.1, 8.6]",3901204,1,,,,,2.640772,,Left Foot,,,,"[52.6, 13.8]",,Ground Pass,10.83005,,,,Sergi Darder Moll,3236.0,,,,,,1,From Goal Kick,Henri Bedimo Nsamè,4895.0,Left Back,7,Lyon,137,['a20872a4-4006-4a38-ba9f-fb2db3485d44'],48,,,,,,,,,,,,,,,,,Lyon,137,00:01:48.922,Pass,
,,,,,,,,,,,,,,,,,1.256623,,,,,,,,,,e3450f53-3660-4dde-b228-5059f328c2c8,104,,"[47.9, 18.4]",3901204,1,,,,,1.319944,,Right Foot,,,,"[52.0, 34.4]",,Ground Pass,16.51696,,,,Maxime Gonalons,6982.0,,,,,,1,From Goal Kick,Sergi Darder Moll,3236.0,Left Center Midfield,7,Lyon,137,['97d17bfa-a13f-4962-b9c2-fc03ad41c3f5'],51,,,,,,,,,,,,,,,,,Lyon,137,00:01:51.169,Pass,
,,,,,,,,,,,,,,,,,1.670453,,,,,,,,,,b4c4417f-1ea0-4a40-9b0f-5ecd8582039d,107,,"[48.2, 28.4]",3901204,1,,,,,1.6847079,,Right Foot,,,,"[45.5, 52.0]",,Ground Pass,23.753946,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Goal Kick,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['012d2367-9552-462e-be30-0d4e6abb6a9b'],54,,,,,,,,,,,,,,,,,Lyon,137,00:01:54.093,Pass,
,,,,,,,,,,,,,,,,,1.15875,,,,,,,,,,7f54bede-12c5-4b85-98e1-fb299ae82e8c,110,,"[50.4, 68.8]",3901204,1,,,,,0.3849194,,Right Foot,,,,"[69.9, 76.7]",,Ground Pass,21.039486,,,,Rachid Ghezzal,3372.0,,,,,,1,From Goal Kick,Mapou Yanga-Mbiwa,4463.0,Right Center Back,7,Lyon,137,['88256553-f384-46b3-a764-130a5d10061d'],57,,,,,,,,,,,,,,,,,Lyon,137,00:01:57.316,Pass,
,,,,,,,,,,,,,,,,,1.051316,,,,,,,,,,68f14873-0b4c-4eba-99c2-29b2bb2c3b4e,113,,"[70.7, 75.6]",3901204,1,,,,,2.9776635,,Left Foot,,,,"[57.4, 77.8]",,High Pass,13.480727,,,,Christophe Jallet,4410.0,,,,,,1,From Goal Kick,Rachid Ghezzal,3372.0,Right Midfield,7,Lyon,137,['8443091a-b8b1-4b87-be2a-a78582466b6c'],58,,,,,,,,,,,,,,,,,Lyon,137,00:01:58.552,Pass,
,,,,,,,,,,,,,,,,,0.863195,,,,,,,,,,5206186b-ae81-444f-890b-80ca4599291d,116,,"[57.4, 77.8]",3901204,2,,,,,-0.033320997,,Right Foot,,,,"[66.4, 77.5]",,Low Pass,9.004998,,,,Rachid Ghezzal,3372.0,,,,,,1,From Goal Kick,Christophe Jallet,4410.0,Right Back,7,Lyon,137,['047b4415-1e44-4197-b472-b06924bacf73'],0,,,,,,,,,,,,,,,,,Lyon,137,00:02:00.928,Pass,
,,,,,,,,,,,,,,,,,1.767035,,,,,,,,,,e3c64ed2-5fe9-43d2-be07-96915202208f,120,,"[58.0, 76.4]",3901204,2,,,,,-2.714965,,Left Foot,,,,"[37.1, 66.9]",,Ground Pass,22.957787,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Goal Kick,Rachid Ghezzal,3372.0,Right Midfield,7,Lyon,137,"['196977aa-ce52-4566-bdd9-0012b50dfc31', 'ed67f6ac-4b31-404d-9e96-86f5c85b3df2']",2,,,,,,,,,,,,,,,,,Lyon,137,00:02:02.693,Pass,True
,,,,,,,,,,,,,,,,,1.40178,,,,,,,,,,c2ce4ca5-6f2f-4048-94c2-bda2e7af3dfb,123,,"[33.3, 58.0]",3901204,2,,,,,-1.2386174,,Left Foot,,,,"[42.2, 32.2]",,Low Pass,27.29194,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Goal Kick,Mapou Yanga-Mbiwa,4463.0,Right Center Back,7,Lyon,137,['ec69093b-c355-4816-ac28-de6b39a6b5de'],5,,,,,,,,,,,,,,,,,Lyon,137,00:02:05.353,Pass,
