50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.7838,,,,,,,,,,,,,1640ea86-555f-46a1-b140-eef077ac7705,18,,"[32.6, 51.9]",3900560,0,,,,,-1.3035032,,Left Foot,,,,"[41.5, 19.4]",Ground Pass,,33.696587,,,,Daniel Congré,3011.0,,,,,,,1,From Kick Off,Vitorino Hilton da Silva,3674.0,Right Center Back,2,Montpellier,139,['509d8bbf-df0a-42b8-b9cb-492dcc5a71cf'],9,,,,,,,,,,,,,,,,Montpellier,139,00:00:09.411,Pass,
,,,,,,,,,,,,,,,,,,1.0558,,,,,,,,,,,,,9553a8a6-be6a-47b0-8c79-f34810369079,21,,"[44.3, 17.5]",3900560,0,,,,,-0.91148627,,Right Foot,,,,"[53.6, 5.5]",Ground Pass,,15.181897,,,,Ramy Bensebaini,3191.0,,,,,,,1,From Kick Off,Daniel Congré,3011.0,Left Center Back,2,Montpellier,139,['5ab0a0ae-7fc1-4406-abe2-5ccb83caffe9'],12,,,,,,,,,,,,,,,,Montpellier,139,00:00:12.821,Pass,
,,,,,,,,,,,,,,,,,,2.568599,,,,,,,,,,,,,e43f4d33-7232-4b83-95f3-388b8d637882,25,,"[52.9, 6.3]",3900560,0,,,,,2.537198,,Left Foot,,,,"[34.8, 18.8]",Ground Pass,,21.996819,,,,Daniel Congré,3011.0,,,,,,,1,From Kick Off,Ramy Bensebaini,3191.0,Left Back,2,Montpellier,139,"['78ae6f78-5f21-421f-a12f-8f43071ed33c', 'eac6115f-f33c-4241-856e-b72442e1d75b']",14,,,,,,,,,,,,,,,,Montpellier,139,00:00:14.636,Pass,True
,,,,,,,,,,,,,,,,,,1.606044,,,,,,,,,,,,,aa8abfe0-00f8-4ebf-9845-276e0dedb03e,28,,"[32.8, 17.2]",3900560,0,,,,,-0.06206707,,Right Foot,,,,"[68.2, 15.0]",High Pass,,35.468296,,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,,,1,From Kick Off,Daniel Congré,3011.0,Left Center Back,2,Montpellier,139,"['1385264c-3e98-47cd-8b7d-3ea5487d301a', 'd007ec0e-c12f-4d09-b1d0-8a50baa759d5', 'fdd73ca9-c0f0-4a95-be19-343f45856ecf']",17,,,,,,,,,,,,,,,,Montpellier,139,00:00:17.205,Pass,True
,,,,,,,,,,,,,,,,,,3.118743,,,,,,,,,,,,,1385264c-3e98-47cd-8b7d-3ea5487d301a,30,,"[51.9, 65.1]",3900560,0,,,,,-0.34215587,,Right Foot,,,,"[66.5, 59.9]",High Pass,,15.498387,,Incomplete,,Vincent Koziello,4264.0,,,,,,Recovery,1,From Kick Off,Paul Baysse,4443.0,Right Center Back,2,Montpellier,139,"['aa8abfe0-00f8-4ebf-9845-276e0dedb03e', 'af88cffa-79f6-4699-8511-f5cb2aa48359', 'f9c69c0c-b38d-4ebd-8700-dea2dd4ddb6b']",18,,,,,,,,,,,,,,,,OGC Nice,136,00:00:18.811,Pass,
,,,,,,,,,,,,,,,,,,0.106159,,,,,,,,,,,,,f9c69c0c-b38d-4ebd-8700-dea2dd4ddb6b,33,,"[53.6, 20.2]",3900560,0,,,,True,0.0,,,,,,"[53.6, 20.2]",Low Pass,,0.0,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Jamel Saihi,40530.0,Left Defensive Midfield,2,Montpellier,139,"['1385264c-3e98-47cd-8b7d-3ea5487d301a', '1cf46a11-a897-41af-89f3-c9c8d7335ca7', '2ba92a04-2303-49f9-a6df-11acb5a514c9']",21,,,,,,,,,,,,,,,,Montpellier,139,00:00:21.930,Pass,True
,,,,,,,,,,,,,,,,,,1.318105,,,,,,,,,,,,,d442cda0-4ad8-4443-b4c2-92f40d161acc,38,,"[70.4, 54.6]",3900560,0,,,,,-1.7483925,,Left Foot,,,,"[68.3, 42.9]",Ground Pass,,11.886968,,,,Niklas Hult,16056.0,,,,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Right Center Forward,2,Montpellier,139,"['0a51d446-3e7e-4ee3-b2bc-946481909d0f', '168af3d9-2f38-4409-8f71-6fc843fef609']",23,,,,,,,,,,,,,,,,OGC Nice,136,00:00:23.475,Pass,True
,,,,,,,,,,,,,,,,,,1.166099,,,,,,,,,,,,,e33c950e-29ff-4b95-8098-a4dcd7f854b1,47,,"[47.6, 55.8]",3900560,0,,,,,1.7640078,,Right Foot,,,,"[44.0, 74.2]",Ground Pass,,18.748867,,,,Mathieu Deplagne,2975.0,,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,"['d43bc289-ffde-4fc7-b921-ae8f6e019b84', 'f160b93b-4e7f-4ae6-9d28-349abfe63471']",28,,,,,,,,,,,,,,,,Montpellier,139,00:00:28.813,Pass,True
,,,,,,,,,,,,,,,,,,0.562738,,,,,,,,,,,,,9ced0509-9bfb-4ea4-a22b-93c69019efbc,50,,"[44.0, 74.2]",3900560,0,,,,,-0.5238159,,Right Foot,,,,"[60.1, 64.9]",Ground Pass,,18.59301,,Incomplete,,Morgan Sanson,3546.0,,,,,,,1,From Kick Off,Mathieu Deplagne,2975.0,Right Back,2,Montpellier,139,"['3382fa4d-b2aa-4773-b0e2-fcbfc4646859', 'c58154f1-9a7d-4b8a-84da-f28c73dcb811']",31,,,,,,,,,,,,,,,,Montpellier,139,00:00:31.333,Pass,
,,,,,,,,,,,,,,,,,,1.283391,,,,,,,,,,,,,9dee30c6-6e02-4732-ae25-a0c244d02597,54,,"[55.9, 8.4]",3900560,0,,,,,-0.43833655,,Left Foot,,,,"[62.3, 5.4]",Ground Pass,,7.0682387,,,,Olivier Boscagli,7323.0,,,,,,,1,Regular Play,Niklas Hult,16056.0,Left Center Midfield,3,OGC Nice,136,['98c97649-5fd7-45d4-83b8-9e620cd30518'],32,,,,,,,,,,,,,,,,OGC Nice,136,00:00:32.992,Pass,
,,,,,,,,,,,,,,,,,,0.980558,,,,,,,,,,,,,fa29d8ac-f9a1-4c17-b216-0ced4c19d4a7,57,,"[62.3, 5.4]",3900560,0,,,,,1.5572836,,Left Foot,,,,"[62.5, 20.2]",Ground Pass,,14.801352,,,,Nampalys Mendy,4506.0,,,,,,,1,Regular Play,Olivier Boscagli,7323.0,Left Wing Back,3,OGC Nice,136,['86596579-32ef-47c1-ac4e-d143c88b59f1'],34,,,,,,,,,,,,,,,,OGC Nice,136,00:00:34.679,Pass,
,,,,,,,,,,,,,,,,,,0.729,,,,,,,,,,,,,8e0def95-1d47-4865-badc-6ddba69ecdd6,65,,"[55.9, 62.5]",3900560,0,,,,,1.3134726,,Right Foot,,,,"[58.4, 72.0]",Ground Pass,,9.8234415,,,,Ryad Boudebouz,6661.0,,,,,,,1,Regular Play,Jamel Saihi,40530.0,Left Defensive Midfield,4,Montpellier,139,['55e8b24d-05fe-41df-b497-97462256b039'],39,,,,,,,,,,,,,,,,Montpellier,139,00:00:39.819,Pass,
,,,,,,,,,,,,,,,,,,1.3757,,,,,,,,,,,,,55781acf-d9d7-410b-b7e1-a31ee07e044e,70,,"[67.3, 71.4]",3900560,0,,,,,-1.2827408,,Left Foot,,,,"[68.9, 66.0]",Ground Pass,,5.632051,,,,Morgan Sanson,3546.0,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,4,Montpellier,139,"['37b6981b-0a93-4f8f-a856-287f97628a5e', 'b90280ea-ca4a-4086-b846-bf50764054fb']",42,,,,,,,,,,,,,,,,Montpellier,139,00:00:42.492,Pass,True
,,,,,,,,,,,,,,,,,,0.9058,,,,,,,,,,,,,7593f7be-7065-4c56-90f7-fcd8c9aa18fe,77,,"[87.0, 80.0]",3900560,0,,,,,-0.84894884,,,,,,"[97.3, 68.3]",Low Pass,,15.587815,,,,Ryad Boudebouz,6661.0,,,,,,Throw-in,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,5,Montpellier,139,['8a7ec2a1-032f-4ed6-8137-8e51977fdbd0'],57,,,,,,,,,,,,,,,,Montpellier,139,00:00:57.857,Pass,
,,,,,,,,,,,,,,,,,,1.132192,,,,,,,,,,,,,0807c8ca-f7db-45a4-9f43-2b651a1813a9,82,,"[30.4, 11.0]",3900560,1,,,,,0.87276644,,Right Foot,,,,"[42.9, 25.9]",Ground Pass,,19.448908,,Incomplete,,Valère Germain,3210.0,,,,,,Recovery,1,From Throw In,Olivier Boscagli,7323.0,Left Wing Back,5,Montpellier,139,"['3c5714d1-aa24-4894-adbb-d80676022768', '72a5c886-2d42-420c-9eab-ea83dafbff79']",2,,,,,,,,,,,,,,,,OGC Nice,136,00:01:02.807,Pass,
,,,,,,,,,,,,,,,,,,0.609799,,,,,,,,,,,,,3c5714d1-aa24-4894-adbb-d80676022768,84,,"[77.2, 54.2]",3900560,1,,,,,1.7245039,,Right Foot,,,,"[76.1, 61.3]",Ground Pass,,7.184706,,,,William Jean Rémy,4669.0,,,,,,Recovery,1,From Throw In,Jamel Saihi,40530.0,Left Defensive Midfield,5,Montpellier,139,"['0807c8ca-f7db-45a4-9f43-2b651a1813a9', '6490a0b1-4795-4908-99e0-b5aa88c1176f']",3,,,,,,,,,,,,,,,,Montpellier,139,00:01:03.939,Pass,
,,,,,,,,,,,,,,,,,,1.465099,,,,,,,,,,,,,4764b850-7eec-4f73-9ffb-536308ea9e7c,86,,"[76.1, 61.3]",3900560,1,,,,,2.9396226,,Right Foot,,,,"[55.1, 65.6]",Ground Pass,,21.435719,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Throw In,William Jean Rémy,4669.0,Right Defensive Midfield,5,Montpellier,139,['c9ef3744-216e-412e-b035-b548b9e8ef0f'],4,,,,,,,,,,,,,,,,Montpellier,139,00:01:04.549,Pass,
,,,,,,,,,,,,,,,,,,0.9912,,,,,,,,,,,,,4f4c99e5-4687-4b22-b9ec-eef1b9451861,89,,"[56.2, 65.8]",3900560,1,,,,,0.69276786,,Left Foot,,,,"[66.2, 74.1]",Ground Pass,,12.995769,,,,Mathieu Deplagne,2975.0,,,,,,,1,From Throw In,Vitorino Hilton da Silva,3674.0,Right Center Back,5,Montpellier,139,['f5f9989a-7555-4a1e-a865-d9eefed62287'],7,,,,,,,,,,,,,,,,Montpellier,139,00:01:07.920,Pass,
,,,,,,,,,,,,,,,,,,2.251599,,,,,,,,,,,,,43b7957c-9012-42ac-92b2-e01fd74a2396,92,,"[65.0, 73.1]",3900560,1,,,,,-2.7730925,,Right Foot,,,,"[44.8, 65.3]",Ground Pass,,21.653637,,,,Vitorino Hilton da Silva,3674.0,,,,,,,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,5,Montpellier,139,['665c81a8-3e57-436d-b06c-649bb11922d1'],9,,,,,,,,,,,,,,,,Montpellier,139,00:01:09.928,Pass,
,,,,,,,,,,,,,,,,,,2.014798,,,,,,,,,,,,,207d1b27-346e-4d06-a63e-8452fc9ab6da,95,,"[42.8, 44.2]",3900560,1,,,,,1.3833137,,Right Foot,,,,"[48.7, 75.3]",Ground Pass,,31.6547,,,,Mathieu Deplagne,2975.0,,,,,,,1,From Throw In,Vitorino Hilton da Silva,3674.0,Right Center Back,5,Montpellier,139,['aa1e99c6-0d1a-4da2-898b-8d66658659d7'],17,,,,,,,,,,,,,,,,Montpellier,139,00:01:17.757,Pass,
,,,,,,,,,,,,,,,,,,1.0695,,,,,,,,,,,,,afb9f699-15e8-4d12-b06f-8a24cb1e1f93,98,,"[49.7, 76.1]",3900560,1,,,,,-1.7434778,,Right Foot,,,,"[48.2, 67.5]",Ground Pass,,8.729834,,,,William Jean Rémy,4669.0,,,,,,,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,5,Montpellier,139,['1ab0ae95-f6a4-42a5-b714-f4dc6da60b75'],20,,,,,,,,,,,,,,,,Montpellier,139,00:01:20.915,Pass,
,,,,,,,,,,,,,,,,,,3.0622,,,,,,,,,,,,,a586e919-9b3c-4cf8-a2f2-72700db24ec9,102,,"[47.2, 67.0]",3900560,1,,,,,-2.5421402,,Right Foot,,,,"[11.2, 42.4]",Ground Pass,,43.602295,,,,Laurent Pionnier,40645.0,,,,,,,1,From Throw In,William Jean Rémy,4669.0,Right Defensive Midfield,5,Montpellier,139,"['6931ad7a-d90a-4592-a5b9-bae6c494c73b', '8a702eba-be6e-4be4-89a6-5925627ea67e']",22,,,,,,,,,,,,,,,,Montpellier,139,00:01:22.926,Pass,True
,,,,,,,,,,,,,,,,,,2.879837,,,,,,,,,,,,,0a1a4aba-19e0-41d0-be5c-a7b34c2817f2,105,,"[16.7, 42.4]",3900560,1,,,,,-0.35648194,,Right Foot,,,,"[79.0, 19.2]",High Pass,,66.479546,,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,,,1,From Throw In,Laurent Pionnier,40645.0,Goalkeeper,5,Montpellier,139,"['3cc1409b-a177-49ee-8b37-6e8364d0bf77', '82bafd99-3027-4e76-8780-84acb4b9858c']",28,,,,,,,,,,,,,,,,Montpellier,139,00:01:28.680,Pass,
,,,,,,,,,,,,,,,,,,2.17776,,,,,,,,,,,,,3cc1409b-a177-49ee-8b37-6e8364d0bf77,107,,"[41.1, 60.9]",3900560,1,,,,,-0.8313908,,Head,,,,"[63.9, 35.9]",High Pass,,33.835484,,Incomplete,,Niklas Hult,16056.0,,,,,,Recovery,1,From Throw In,Paul Baysse,4443.0,Right Center Back,5,Montpellier,139,"['0a1a4aba-19e0-41d0-be5c-a7b34c2817f2', '5974c498-330e-453c-b9bf-1075830cf652', '7fb86d38-09d9-40fa-8730-f5e3b5cba7a7']",31,,,,,,,,,,,,,,,,OGC Nice,136,00:01:31.560,Pass,
,,,,,,,,,,,,,,,,,,2.000636,,,,,,,,,,,,,5974c498-330e-453c-b9bf-1075830cf652,109,,"[56.2, 44.2]",3900560,1,,,,,1.2321862,,Head,,,,"[64.3, 67.2]",Low Pass,,24.384626,,Incomplete,,Mathieu Deplagne,2975.0,,,,,,Recovery,1,From Throw In,William Jean Rémy,4669.0,Right Defensive Midfield,5,Montpellier,139,"['311886d1-e90e-46ef-ba6d-d53d6a8b684f', '36af2296-71be-4737-98f8-982282657b53', '3cc1409b-a177-49ee-8b37-6e8364d0bf77']",33,,,,,,,,,,,,,,,,Montpellier,139,00:01:33.737,Pass,
,,,,,,,,,,,,,,,,,,1.287043,,,,,,,,,,,,,311886d1-e90e-46ef-ba6d-d53d6a8b684f,111,,"[55.8, 12.9]",3900560,1,,,,,0.14189705,,Left Foot,,,,"[69.8, 14.9]",High Pass,,14.142136,,,,Hatem Ben Arfa,16462.0,,,,,,Recovery,1,Regular Play,Olivier Boscagli,7323.0,Left Wing Back,6,OGC Nice,136,"['5974c498-330e-453c-b9bf-1075830cf652', '61b774ef-763f-4744-86a2-1ff25a572f93']",35,,,,,,,,,,,,,,,,OGC Nice,136,00:01:35.738,Pass,
,,,,,,,,,,,,,,,,,,1.974044,,,,,,,,,,,,,28a19fc0-9da5-44bc-a2fc-68c6eb1873c9,115,,"[69.8, 14.9]",3900560,1,,,,,2.3599398,,Left Foot,,,,"[56.4, 28.2]",High Pass,,18.879883,,,,Nampalys Mendy,4506.0,,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,6,OGC Nice,136,['c06b4ddc-6180-4e69-9e60-c648f2e167b4'],37,,,,,,,,,,,,,,,,OGC Nice,136,00:01:37.065,Pass,
,,,,,,,,,,,,,,,,,,1.100032,,,,,,,,,,,,,239b96be-06b8-4ebc-9630-088826a69b51,119,,"[58.7, 28.7]",3900560,1,,,,,1.2986504,,Left Foot,,,,"[61.1, 37.3]",Ground Pass,,8.928606,,,,Vincent Koziello,4264.0,,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,6,OGC Nice,136,"['67b764bb-3421-49d3-a0f6-c8dd80a56e8c', 'd9f170a3-17d1-4b81-8c3c-1ae8cc956379']",39,,,,,,,,,,,,,,,,OGC Nice,136,00:01:39.806,Pass,True
,,,,,,,,,,,,,,,,,,0.208917,,,,,,,,,,,,,36760c5f-61d1-40e5-824d-16d04e293c5c,122,,"[64.4, 39.3]",3900560,1,,,,,1.1583859,,Right Foot,,,,"[66.5, 44.1]",Ground Pass,,5.239275,,Incomplete,,Valère Germain,3210.0,,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,6,OGC Nice,136,"['7ceae76e-751e-4af4-922c-f0518d921604', 'c4ebed0d-0e13-4ef6-a83a-36ccaa89ff85']",41,,,,,,,,,,,,,,,,OGC Nice,136,00:01:41.916,Pass,
,,,,,,,,,,,,,,,,,,1.467942,,,,,,,,,,,,,e3d26161-2dd3-4943-9297-60c5828391a2,130,,"[68.4, 41.2]",3900560,1,,,,,-0.9366158,,Right Foot,,,,"[77.3, 29.1]",Ground Pass,,15.020653,,,,Hatem Ben Arfa,16462.0,,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,6,OGC Nice,136,"['859830f2-3330-4593-a2a9-9cf39c638ce7', 'c575dbdc-0672-409a-a057-926edcb2b473']",44,,,,,,,,,,,,,,,,OGC Nice,136,00:01:44.550,Pass,True
,,,,,,,,,,,,,,,,,,2.083335,,,,,,,,,,,,,7d6aecae-1093-4e2f-ae75-1dee4ed489ea,133,,"[76.7, 42.4]",3900560,1,,,,,1.7008984,,Left Foot,,,,"[72.5, 74.5]",Ground Pass,,32.3736,,,,Paul Baysse,4443.0,,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,6,OGC Nice,136,['28dbcf96-b02e-46f4-8d44-eeb67be47265'],48,,,,,,,,,,,,,,,,OGC Nice,136,00:01:48.292,Pass,
