50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.49486,,,,,,,,,,,,,,f03305a1-c473-4486-abc2-bf66c0cf3a7c,17,,"[55.3, 43.6]",3901155,0,,,,-0.8481177,,Head,,,,"[65.0, 32.6]",,High Pass,,14.665947,,,Incomplete,,Jamel Saihi,40530.0,,,,,Recovery,1,From Kick Off,Bryan Dabo,3421.0,,Right Defensive Midfield,2,Montpellier,139,"['5f02858c-cc03-4f2a-8694-52358a228133', '982e92a0-993f-42c7-b3a9-26caef470a6c', 'c0f77094-0179-47ab-8901-726ce8aa65f8']",12,,,,,,,,,,,,,,,,,Montpellier,139,00:00:12.373,Pass,
,,,,,,,,,,,,,,,,1.211043,,,,,,,,,,,,,,5f02858c-cc03-4f2a-8694-52358a228133,19,,"[55.1, 47.5]",3901155,0,,,True,-2.2917676,,,,,,"[52.2, 44.2]",,Low Pass,,4.3931766,,,Incomplete,,Ibrahim Amadou,11332.0,,,,,Recovery,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,,Right Center Midfield,2,Montpellier,139,"['9246112e-989d-49e9-8474-d065e663b978', 'cb3f99ed-48bc-4f2d-8bdd-2268d599cdcd', 'f03305a1-c473-4486-abc2-bf66c0cf3a7c', 'fadf57e3-86b4-41d9-8a7c-821d12e9ba75']",14,,,,,,,,,,,,,,,,,Lille,143,00:00:14.868,Pass,True
,,,,,,,,,,,,,,,,0.722263,,,,,,,,,,,,,,cb3f99ed-48bc-4f2d-8bdd-2268d599cdcd,22,,"[67.9, 35.9]",3901155,0,,,,-2.177179,,Right Foot,,,,"[63.6, 29.7]",,Low Pass,,7.545197,,,,,Jamel Saihi,40530.0,,,,,Recovery,1,From Kick Off,Ryad Boudebouz,6661.0,,Center Attacking Midfield,2,Montpellier,139,"['1a439715-cea2-49bf-be1d-1cc5fa65aa9f', '5f02858c-cc03-4f2a-8694-52358a228133']",16,,,,,,,,,,,,,,,,,Montpellier,139,00:00:16.079,Pass,
,,,,,,,,,,,,,,,,1.000853,,,,,,,,,,,,,,fd72f32e-7bf1-406a-9ef6-1104bea4a8b1,27,,"[64.0, 32.6]",3901155,0,,,,-0.31362066,,Right Foot,,,,"[67.7, 31.4]",,Ground Pass,,3.88973,,,,,Ryad Boudebouz,6661.0,,,,,,1,From Kick Off,Jamel Saihi,40530.0,,Left Defensive Midfield,2,Montpellier,139,"['12071b15-9ab5-4c3e-aaed-acc2a70a2e76', '5b85eb9e-9e45-4455-9854-770dd3c1c84c', '8fa2f301-74d3-4730-a603-80cd5d4daf14']",17,,,,,,,,,,,,,,,,,Montpellier,139,00:00:17.439,Pass,True
,,,,,,,,,,,,,,,,2.348518,,,,,,,,,,,,,,e3bf3919-3dab-4052-a9de-6dd224c9326e,35,,"[86.9, 34.8]",3901155,0,,,,-0.8037261,,Left Foot,,,,"[111.0, 9.8]",,Ground Pass,,34.724773,,,,,Rodrigue Casimir Ninga,3020.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,,Center Attacking Midfield,2,Montpellier,139,['0fd2f933-8c75-4e8b-a102-0925510b03d3'],23,,,,,,,,,,,,,,,,,Montpellier,139,00:00:23.147,Pass,
,,,,,,,,,,,,,,,,1.647727,,,,,,,,,,,,,,b06c45ba-618d-4afb-82a9-670d8f0b1808,38,,"[112.0, 9.8]",3901155,0,,,,1.74848,e9de7843-1368-4db1-bca5-edd84044ff1b,Left Foot,True,,,"[106.9, 38.2]",,High Pass,,28.85429,,,,,Bryan Dabo,3421.0,True,,,,,1,From Kick Off,Rodrigue Casimir Ninga,3020.0,,Left Wing,2,Montpellier,139,['4940158e-50b6-47ac-bf85-9cfeb2efc7cb'],26,,,,,,,,,,,,,,,,,Montpellier,139,00:00:26.456,Pass,
,,,,,,,,,,,,,,,,4.154725,,,,,,,,,,,,,,f9bbc13e-74bf-4ab0-88a3-c0c034f85bb5,45,,"[7.4, 36.5]",3901155,0,,,,-0.6448221,,Right Foot,,,,"[55.8, 0.1]",,High Pass,,60.56005,,,Out,,Éderzito António Macedo Lopes,15996.0,,,,,,1,From Kick Off,Bakary Adama Soumaoro,3677.0,,Left Center Back,2,Montpellier,139,"['5a1f62ec-e8a5-4e50-b6b3-41dd7e920b7a', 'd4794404-4292-4816-9da8-1bf963593f3d']",30,,,,,,,,,,,,,,,,,Lille,143,00:00:30.412,Pass,True
,,,,,,,,,,,,,,,,2.053511,,,,,,,,,,,,,,18c96453-6a3d-4ae9-a734-36767fc8c4db,47,,"[61.1, 80.0]",3901155,0,,,,-1.4861774,,,,,,"[63.0, 57.6]",,Low Pass,,22.480436,,,,,Jamel Saihi,40530.0,,,,,Throw-in,1,From Throw In,William Jean Rémy,4669.0,,Right Back,3,Montpellier,139,['d1f6147a-7178-4af4-989e-b4a8e6112f78'],38,,,,,,,,,,,,,,,,,Montpellier,139,00:00:38.909,Pass,
,,,,,,,,,,,,,,,,2.48226,,,,,,,,,,,,,,67454d0f-e09f-4005-800a-50922d4a76de,50,,"[63.8, 55.9]",3901155,0,,,,-2.5840194,,Right Foot,,,,"[37.5, 39.5]",,High Pass,,30.994354,,,,,Daniel Congré,3011.0,,,,,,1,From Throw In,Jamel Saihi,40530.0,,Left Defensive Midfield,3,Montpellier,139,"['3adde3a0-f70b-4750-b6ce-54651fe33cca', '5c315b94-52e9-40ac-9edf-d41ff7bf13f2']",40,,,,,,,,,,,,,,,,,Montpellier,139,00:00:40.963,Pass,True
,,,,,,,,,,,,,,,,1.24666,,,,,,,,,,,,,,bf2e8683-e148-4701-aa5d-5d6c6f17a6e0,53,,"[41.2, 24.1]",3901155,0,,,,-1.00748,,Right Foot,,,,"[53.2, 5.1]",,Ground Pass,,22.472204,,,,,Jérôme Roussillon,3676.0,,,,,,1,From Throw In,Daniel Congré,3011.0,,Left Center Back,3,Montpellier,139,['6969b1f2-4e28-4d7f-9ffc-14ffd6b81312'],47,,,,,,,,,,,,,,,,,Montpellier,139,00:00:47.235,Pass,
,,,,,,,,,,,,,,,,1.782049,,,,,,,,,,,,,,159be041-07d7-4376-ba3f-e8f7780727e7,55,,"[52.7, 5.4]",3901155,0,,,,2.3162158,,Left Foot,,,,"[41.9, 17.1]",,Ground Pass,,15.922626,,,,,Daniel Congré,3011.0,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,,Left Back,3,Montpellier,139,['4ac08235-c72a-43eb-9234-124385656f9e'],48,,,,,,,,,,,,,,,,,Montpellier,139,00:00:48.482,Pass,
,,,,,,,,,,,,,,,,3.267512,,,,,,,,,,,,,,94c873c6-4069-4a34-9d59-e7520280e61e,58,,"[48.0, 25.6]",3901155,0,,,,-0.4189893,,Right Foot,,,,"[96.5, 4.0]",,High Pass,,53.09247,,,,,Rodrigue Casimir Ninga,3020.0,,,,,,1,From Throw In,Daniel Congré,3011.0,,Left Center Back,3,Montpellier,139,['9ff13422-389b-428c-9650-df538e920969'],54,,,,,,,,,,,,,,,,,Montpellier,139,00:00:54.455,Pass,
,,,,,,,,,,,,,,,,1.80485,,,,,,,,,,,,,,308c528d-c356-487e-8322-6b2a172307c6,67,,"[30.2, 77.1]",3901155,1,,,,-2.7258787,,Left Foot,,,,"[19.1, 72.2]",,Ground Pass,,12.133425,,,,,Sébastien Corchia,6716.0,,,,,,1,Regular Play,Éric Bauthéac,40486.0,,Right Wing,4,Lille,143,"['4ff4d6ce-cc33-4225-8d01-61bdabad18ec', 'f0d272c4-a7fe-45ce-9af8-dd311ed1db87']",1,,,,,,,,,,,,,,,,,Lille,143,00:01:01.436,Pass,True
,,,,,,,,,,,,,,,,1.200738,,,,,,,,,,,,,,785ee58c-4ed6-4453-a9b4-c3baf097d79b,70,,"[19.1, 72.2]",3901155,1,,,,-2.0573626,,Right Foot,,,,"[11.8, 58.4]",,Ground Pass,,15.611855,,,,,Renato Civelli,29057.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,,Right Back,4,Lille,143,['73613eb0-d9bd-4ae0-9d9c-65b904f5a497'],3,,,,,,,,,,,,,,,,,Lille,143,00:01:03.321,Pass,
,,,,,,,,,,,,,,,,2.580665,,,,,,,,,,,,,,5e3ee504-a94d-43f9-87b6-89b77d88e1d8,72,,"[11.8, 58.4]",3901155,1,,,,0.16688253,,Right Foot,,,,"[49.2, 64.7]",,High Pass,,37.926903,,,,,Éderzito António Macedo Lopes,15996.0,,,,,,1,Regular Play,Renato Civelli,29057.0,,Right Center Back,4,Lille,143,['f04a11ba-0739-4170-9a12-e9d9976ba7f4'],4,,,,,,,,,,,,,,,,,Lille,143,00:01:04.521,Pass,
,,,,,,,,,,,,,,,,4.111289,,,,,,,,,,,,,,71f04cf6-9ad1-48eb-ba8d-df46c330f304,78,,"[84.8, 2.6]",3901155,1,,,,0.07358485,,Left Foot,,,,"[116.0, 4.9]",,Ground Pass,,31.28466,,,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,Recovery,1,Regular Play,Ryad Boudebouz,6661.0,,Center Attacking Midfield,4,Lille,143,"['1ca9ee83-eaab-4c7b-a90a-8810b5cc1398', '23554d72-b4fd-4ef7-bf31-2fd45e1251ee', '67193d6f-3523-4368-8514-94ba19233c8c']",9,,,,,,,,,,,,,,,,,Montpellier,139,00:01:09.442,Pass,True
,,,,,,,,,,,,,,,,1.207162,,,,,,,,,,,,,,91649c6c-c02b-4197-a462-17fa87910ccf,82,,"[112.5, 0.1]",3901155,1,,,,1.4699491,,,,,,"[114.2, 16.9]",,Low Pass,,16.885794,,,,,Rodrigue Casimir Ninga,3020.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,,Left Back,5,Montpellier,139,['7733b149-01ec-44a9-adc0-0d004dd4578a'],32,,,,,,,,,,,,,,,,,Montpellier,139,00:01:32.582,Pass,
,,,,,,,,,,,,,,,,1.643884,,,,,,,,,,,,,,0e7819fe-5be4-455d-a1a7-c221fc92a6d1,91,,"[22.8, 55.1]",3901155,1,,,,-0.44823033,,Right Foot,,,,"[41.1, 46.3]",,Ground Pass,,20.30591,,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,,Left Center Midfield,6,Lille,143,['b8e84d19-bfc3-4991-b8cf-cc9cd293a1e5'],38,,,,,,,,,,,,,,,,,Lille,143,00:01:38.653,Pass,
,,,,,,,,,,,,,,,,3.015556,,,,,,,,,,,,,,c99cfc9b-7978-4f20-8592-79f51d668bcf,94,,"[41.4, 47.7]",3901155,1,,,,0.61147547,,Right Foot,,,,"[77.2, 72.8]",,Ground Pass,,43.72242,,,,,Éric Bauthéac,40486.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,,Left Wing,6,Lille,143,"['5d747d79-8ad6-4882-a758-d3efec8eaca2', '860b07af-ecbe-4482-9b84-2993d933febb']",40,,,,,,,,,,,,,,,,,Lille,143,00:01:40.297,Pass,True
,,,,,,,,,,,,,,,,1.606341,,,,,,,,,,,,,,a76f122a-14ad-40f9-bb92-8c7236ff9dfe,97,,"[84.7, 61.1]",3901155,1,,,,0.07271923,,Left Foot,,,,"[99.8, 62.2]",,Ground Pass,,15.140013,,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Éric Bauthéac,40486.0,,Right Wing,6,Lille,143,['940dd9a3-bbb0-4384-aa16-948f6f964c1a'],46,,,,,,,,,,,,,,,,,Lille,143,00:01:46.206,Pass,
,,,,,,,,,,,,,,,,2.876819,,,,,,,,,,,,,,64173d69-98b0-4337-85b7-c178088c9c07,107,,"[10.5, 9.6]",3901155,2,,,,-0.04179383,,Right Foot,,,,"[65.5, 7.3]",,High Pass,,55.04807,,,,,Rodrigue Casimir Ninga,3020.0,,,,,Free Kick,1,From Free Kick,Laurent Pionnier,40645.0,,Goalkeeper,8,Montpellier,139,['fc20f3ae-ad60-451b-89d8-a4d15e86531d'],21,,,,,,,,,,,,,,,,,Montpellier,139,00:02:21.924,Pass,
,,,,,,,,,,,,,,,,2.243443,,,,,,,,,,,,,,34520cbf-51b6-49ac-b8c4-bb64f7b60083,110,,"[65.5, 7.3]",3901155,2,,,True,0.28220284,,,,,,"[82.4, 12.2]",,High Pass,,17.596022,,,Incomplete,,Mustapha Yatabaré,30255.0,,,,,,1,From Free Kick,Rodrigue Casimir Ninga,3020.0,,Left Wing,8,Montpellier,139,"['2924caa4-92bd-491d-a394-df5fba790ef8', '492f2db7-bb93-48be-9c91-1cc84b70d1ec', '7edea00e-1947-4308-a65d-5b614ce8d1c6']",24,,,,,,,,,,,,,,,,,Montpellier,139,00:02:24.800,Pass,True
,,,,,,,,,,,,,,,,1.742763,,,,,,,,,,,,,,2924caa4-92bd-491d-a394-df5fba790ef8,113,,"[37.7, 67.9]",3901155,2,,,True,0.4281434,,,,,,"[52.6, 74.7]",,High Pass,,16.37834,,,,,Éric Bauthéac,40486.0,,,,,Recovery,1,Regular Play,Renato Civelli,29057.0,,Right Center Back,9,Lille,143,"['34520cbf-51b6-49ac-b8c4-bb64f7b60083', '9c7b9e11-98e5-4fd2-9a74-72b8715ec5fa', 'e73aa135-da49-4ed6-a14e-2a192232a723']",27,,,,,,,,,,,,,,,,,Lille,143,00:02:27.044,Pass,True
,,,,,,,,,,,,,,,,1.807737,,,,,,,,,,,,,,da800bb8-44dc-466e-b7a0-fe7abdd531dc,115,,"[52.8, 74.5]",3901155,2,,,,-1.755019,,Left Foot,,,,"[49.8, 58.4]",,Low Pass,,16.37712,,,,,Ibrahim Amadou,11332.0,,,,,,1,Regular Play,Éric Bauthéac,40486.0,,Right Wing,9,Lille,143,['6d0a722f-08b7-40d2-aec3-6cd22aa097aa'],28,,,,,,,,,,,,,,,,,Lille,143,00:02:28.787,Pass,
,,,,,,,,,,,,,,,,1.293079,,,,,,,,,,,,,,a6dcd54b-b08a-443f-9ba4-c4d3c6fc5302,118,,"[49.3, 57.3]",3901155,2,,,,-1.7276883,,Right Foot,,,,"[46.5, 39.6]",,Ground Pass,,17.920101,,,,,Mounir Obbadi,40697.0,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,,Center Defensive Midfield,9,Lille,143,"['97e4ae43-1f94-468d-b86b-a034fa06df98', 'cfb206ee-0dc8-48e5-85c2-5a08cf106db1']",30,,,,,,,,,,,,,,,,,Lille,143,00:02:30.594,Pass,True
,,,,,,,,,,,,,,,,1.53573,,,,,,,,,,,,,,ed83e6ae-0a59-4999-8803-56cf725b8815,121,,"[54.2, 23.7]",3901155,2,,,,-1.0187719,,Left Foot,,,,"[63.5, 8.6]",,Ground Pass,,17.734148,,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,,Left Center Midfield,9,Lille,143,['f8b82804-8bf4-408d-b8b6-04df24b6e4c9'],34,,,,,,,,,,,,,,,,,Lille,143,00:02:34.068,Pass,
,,,,,,,,,,,,,,,,0.921822,,,,,,,,,,,,,,b80e4291-c799-44e7-8a39-e7f9fc32111e,124,,"[84.4, 8.1]",3901155,2,,,,2.078859,,Left Foot,,,,"[79.5, 16.9]",,Ground Pass,,10.072239,,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,,Left Back,9,Lille,143,['bee82a4c-5b79-4c35-866a-ed3b34d596ee'],37,,,,,,,,,,,,,,,,,Lille,143,00:02:37.676,Pass,
,,,,,,,,,,,,,,,,3.571444,,,,,,,,,,,,,,c74fe46e-d47d-439a-aa01-316cc392d95b,126,,"[79.5, 16.9]",3901155,2,,,,-0.2141861,,Left Foot,,,,"[112.6, 9.7]",,Low Pass,,33.87403,,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,,Left Wing,9,Lille,143,['462dbff4-7e12-4864-bf14-ff0eef7685df'],38,,,,,,,,,,,,,,,,,Lille,143,00:02:38.598,Pass,
,,,,,,,,,,,,,,,,1.835494,,,,,,,,,,,,,,07f4ec5c-9e2c-488f-a401-06818c239325,129,,"[112.6, 9.7]",3901155,2,,,,1.4945326,,Left Foot,True,,,"[114.9, 39.8]",,High Pass,,30.187746,,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,,Left Back,9,Lille,143,"['449304a4-c09e-4259-b9b6-c0112249ad5d', '7f6b6d0c-d79b-47f1-8826-16e4ac550e0f']",42,,,,,,,,,,,,,,,,,Lille,143,00:02:42.210,Pass,
,,,,,,,,,,,,,,,,3.543575,,,,,,,,,,,,,,a9a554d1-2c50-41bf-9432-5f8b6f88b910,132,,"[10.1, 43.5]",3901155,2,True,,,0.61659396,,Drop Kick,,,,"[56.8, 76.6]",,High Pass,,57.24072,,,,,Kévin Bérigaud,2980.0,,,,,,1,Regular Play,Laurent Pionnier,40645.0,,Goalkeeper,10,Montpellier,139,['694bfead-d3b9-4248-a301-48dbef4432a2'],47,,,,,,,,,,,,,,,,,Montpellier,139,00:02:47.685,Pass,
,,,,,,,,,,,,,,,,1.233889,,,,,,,,,,,,,,9860f147-00e2-4fde-b8bd-6f67e5ecf524,135,,"[55.1, 77.8]",3901155,2,,,,-1.9936502,,Right Foot,,,,"[51.5, 69.8]",,Ground Pass,,8.772685,,,,,Ryad Boudebouz,6661.0,,,,,,1,Regular Play,Kévin Bérigaud,2980.0,,Right Wing,10,Montpellier,139,"['4027d984-46df-47f2-afd9-39ad23ca3d55', 'b711e6ba-e6c0-4d7d-b87d-815152783f0b']",52,,,,,,,,,,,,,,,,,Montpellier,139,00:02:52.000,Pass,True
