50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.288799,,,,,,,,,,29d640e2-047e-407e-991d-fe6b25184749,17,,"[11.1, 43.0]",3829519,0,,,,,0.32310128,,Right Foot,,,,"[77.7, 65.3]",,High Pass,,70.23425,,Incomplete,,Robert Berič,4601.0,,,,,,1,From Kick Off,Stéphane Ruffier,4259.0,Goalkeeper,2,Saint-Étienne,135,"['08d08f70-aab9-453f-b4bc-1c71d63b7516', '4f551693-b463-4b87-9eb1-66c0b191b5f6']",9,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:09.885,Pass,
,,,,,,,,,,,,,,,,,,1.521526,,,,,,,,,,08d08f70-aab9-453f-b4bc-1c71d63b7516,19,,"[42.4, 14.8]",3829519,0,,,,,1.0887781,,Head,,,,"[50.3, 29.9]",,High Pass,,17.041714,,Incomplete,,Marco Verratti,3166.0,,,,,Recovery,1,From Kick Off,Layvin Kurzawa,4326.0,Left Back,2,Saint-Étienne,135,"['0def298a-f0aa-42d1-9a00-c6a5d9aaae20', '29d640e2-047e-407e-991d-fe6b25184749', '780e9e57-213b-4e47-86d5-e36e3c6655e5']",13,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.173,Pass,
,,,,,,,,,,,,,,,,,,1.473943,,,,,,,,,,780e9e57-213b-4e47-86d5-e36e3c6655e5,21,,"[69.8, 50.2]",3829519,0,,,,,-0.010869137,,Right Foot,,,,"[88.2, 50.0]",,High Pass,,18.401087,,,,Robert Berič,4601.0,,,,,Recovery,1,From Kick Off,Ismaël Tiémoko Diomandé,3797.0,Left Defensive Midfield,2,Saint-Étienne,135,"['08d08f70-aab9-453f-b4bc-1c71d63b7516', '5aaf64dd-7a46-43ec-823c-990b35974962']",14,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:14.695,Pass,
,,,,,,,,,,,,,,,,,,5.598397,,,,,,,,,,c99b0bfe-6b74-4425-a5d6-3d3316f1be47,25,,"[25.1, 28.2]",3829519,0,,,,,0.360566,,Right Foot,,,,"[67.8, 44.3]",,High Pass,,45.63442,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,Recovery,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Left Center Back,2,Saint-Étienne,135,"['5639754f-5caa-4585-a358-2155bc9a0c58', '72615e15-9dd2-43ee-8365-c42d165112cc']",16,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.583,Pass,
,,,,,,,,,,,,,,,,,,1.745066,,,,,,,,,,72615e15-9dd2-43ee-8365-c42d165112cc,27,,"[52.3, 35.8]",3829519,0,,,,,-0.14135855,,Head,,,,"[78.3, 32.1]",,High Pass,,26.26195,,,,Robert Berič,4601.0,,,,,Recovery,1,From Kick Off,Loïc Perrin,4263.0,Left Center Back,2,Saint-Étienne,135,"['2c185507-3159-4a73-a786-5d9b7af0ccb5', 'c99b0bfe-6b74-4425-a5d6-3d3316f1be47']",22,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:22.181,Pass,
,,,,,,,,,,,,,,,,,,0.579954,,,,,,,,,,40d9017e-1ce1-4a1e-b8c1-087fc7aa1f74,33,,"[47.0, 46.6]",3829519,0,,,,,-0.17759617,,Right Foot,,,,"[50.9, 45.9]",,Ground Pass,,3.9623225,,,,Marco Verratti,3166.0,,,,,Recovery,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,"['1d09ed5e-907a-4cd6-ae04-c476a802e292', 'c2509dcf-ac71-43ac-8e1b-4f832e9a7723']",25,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.666,Pass,True
,,,,,,,,,,,,,,,,,,0.466033,,,,,,,,,,ee8ac604-523f-42be-9f02-91cf93fa0721,36,,"[48.0, 46.6]",3829519,0,,,,,-1.5083776,,Left Foot,,,,"[48.4, 40.2]",,Ground Pass,,6.412488,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,3,Paris Saint-Germain,131,"['507e9489-cbe6-45cc-8b24-c3a001c6ccb9', 'ca5aa6f7-55c8-4eb5-ba05-cbdac3d12a36']",26,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.246,Pass,True
,,,,,,,,,,,,,,,,,,0.967797,,,,,,,,,,9182983a-d8f4-4137-9b19-74a28139864d,40,,"[45.9, 39.9]",3829519,0,,,,,1.4302202,,Left Foot,,,,"[47.4, 50.5]",,Ground Pass,,10.705606,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Center Midfield,3,Paris Saint-Germain,131,['071b07da-396b-426e-8ec1-664f341f1446'],27,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:27.713,Pass,
,,,,,,,,,,,,,,,,,,1.343629,,,,,,,,,,1300fd65-698d-4aeb-97e5-4df685b13d0e,47,,"[43.9, 57.1]",3829519,0,,,,,1.7942729,,Right Foot,,,,"[40.4, 72.5]",,Ground Pass,,15.79272,,,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,3,Paris Saint-Germain,131,['451b17bc-55bb-4b7b-82fe-fa42201a290a'],30,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.547,Pass,
,,,,,,,,,,,,,,,,,,1.020518,,,,,,,,,,74819c12-52bf-464a-ae49-7bad8a58104a,50,,"[42.6, 69.6]",3829519,0,,,,,0.9978302,,Right Foot,,,,"[46.6, 75.8]",,Ground Pass,,7.378347,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['199648a3-db95-4001-9793-65fab591b2c1'],31,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:31.961,Pass,
,,,,,,,,,,,,,,,,,,0.782729,,,,,,,,,,77386857-ace1-460e-9aec-d683e663c940,52,,"[46.8, 75.8]",3829519,0,,,,,-2.8112953,,Left Foot,,,,"[39.8, 73.4]",,Ground Pass,,7.4,,,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,3,Paris Saint-Germain,131,['2458cf30-87ec-48e5-a751-6f64846e521d'],32,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.982,Pass,
,,,,,,,,,,,,,,,,,,2.394997,,,,,,,,,,c2e4261a-0d6c-4c17-a886-9ccba39287d0,55,,"[38.1, 72.3]",3829519,0,,,,,-2.5278225,,Right Foot,,,,"[24.9, 63.0]",,Ground Pass,,16.147137,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['c66e4495-4414-47b5-adff-42565bfd7437'],34,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.062,Pass,
,,,,,,,,,,,,,,,,,,0.680297,,,,,,,,,,15a17108-4b8e-484d-8b04-aed98d303b67,59,,"[29.4, 55.0]",3829519,0,,,,,-0.5062575,,Right Foot,,,,"[39.5, 49.4]",,Ground Pass,,11.548593,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['ddf3fa1f-c155-4e91-8b5f-3248ccbc7654'],37,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.958,Pass,
,,,,,,,,,,,,,,,,,,0.944209,,,,,,,,,,5b06c8a1-0516-4664-8edc-849b7c8fd30e,62,,"[35.0, 49.0]",3829519,0,,,,,0.7853982,,Left Foot,,,,"[45.5, 59.5]",,Ground Pass,,14.849242,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['372ccb3b-65c8-4f20-858e-581f50ceee8c'],39,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.502,Pass,
,,,,,,,,,,,,,,,,,,0.711159,,,,,,,,,,9b10dc62-75f4-4ae7-b545-c1b04c12f1d2,65,,"[43.9, 59.5]",3829519,0,,,,,0.27094686,,Right Foot,,,,"[58.3, 63.5]",,Ground Pass,,14.945233,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,3,Paris Saint-Germain,131,['fd98be0d-5020-4d31-ac97-474ce3500aea'],41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.791,Pass,
,,,,,,,,,,,,,,,,,,3.534176,,,,,,,,,,1bbd8b35-57a4-4471-9617-76132ebad979,68,,"[55.6, 64.7]",3829519,0,,,,,-2.55359,,Right Foot,,,,"[26.8, 45.5]",,Ground Pass,,34.613293,,,,Kevin Trapp,4440.0,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,3,Paris Saint-Germain,131,['6dae7b11-3c7b-4773-9765-a24d3c92e412'],43,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:43.456,Pass,
,,,,,,,,,,,,,,,,,,1.401953,,,,,,,,,,30a276ef-6ec2-4320-addc-ea7d3b81b3ce,72,,"[28.2, 44.1]",3829519,0,,,,,-1.4513674,,Right Foot,,,,"[30.9, 21.6]",,Ground Pass,,22.66142,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Kevin Trapp,4440.0,Goalkeeper,3,Paris Saint-Germain,131,['0f1f04e0-df1b-41f7-80ce-d48f20b52ebb'],47,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.363,Pass,
,,,,,,,,,,,,,,,,,,1.386845,,,,,,,,,,d0324f00-8295-4913-a83f-b164cef94c65,75,,"[27.2, 21.6]",3829519,0,,,,,1.5355686,,Right Foot,,,,"[28.0, 44.3]",,Ground Pass,,22.714092,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,3,Paris Saint-Germain,131,['ec2e931b-8be4-4621-9a8c-45ad38a0df34'],50,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.601,Pass,
,,,,,,,,,,,,,,,,,,1.343231,,,,,,,,,,0490bc52-4a25-4de6-ba0d-cd10c5b9036a,78,,"[39.8, 37.9]",3829519,0,,,,,0.6892252,,Left Foot,,,,"[63.1, 57.1]",,Ground Pass,,30.191555,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['5d45c5b1-a0f9-416b-acb5-04865add3f3e'],54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.580,Pass,
,,,,,,,,,,,,,,,,,,3.054146,,,,,,,,,,4b61a4ae-3f29-4387-bb77-f5a49d7219cf,81,,"[63.1, 57.1]",3829519,0,,,,,2.342921,,Left Foot,,,,"[40.8, 80.0]",,High Pass,,31.964043,,Out,,Marco Verratti,3166.0,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,3,Paris Saint-Germain,131,['c7b4ac45-ca33-4ca2-9c96-ebb688377f2b'],56,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:56.144,Pass,
,,,,,,,,,,,,,,,,,,1.481554,,,,,,,,,,d8d5264c-2d8d-4317-a2c1-de8480be4e81,83,,"[83.0, 0.1]",3829519,1,,,,,0.35513696,,,,,,"[98.1, 5.7]",,High Pass,,16.104969,,,,Kévin Monnet-Paquet,4431.0,,,,,Throw-in,1,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,4,Saint-Étienne,135,['385c13c2-16ca-4e0f-91c7-046ca0f82afd'],12,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:12.138,Pass,
,,,,,,,,,,,,,,,,,,1.338837,,,,,,,,,,76ffad1c-189d-4971-a59a-f8ef2179cadc,91,,"[10.3, 75.0]",3829519,1,,,,,-2.3213248,,Right Foot,,,,"[2.0, 66.1]",,Ground Pass,,12.169634,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,5,Paris Saint-Germain,131,"['a202d343-36f6-4c17-8bc0-d508b7c1143e', 'e0af4cf7-56b4-4066-9e35-3b0e596343e9']",16,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:16.852,Pass,True
,,,,,,,,,,,,,,,,,,1.213359,,,,,,,,,,7f668615-2e9c-4563-8f73-9d4b6734a577,95,,"[3.7, 68.2]",3829519,1,,,,,0.675748,,Right Foot,,,,"[15.8, 77.9]",,Low Pass,,15.508062,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,5,Paris Saint-Germain,131,['5ed29150-1e3e-41d1-840b-2804d8a6221d'],18,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:18.428,Pass,
,,,,,,,,,,,,,,,,,,2.408143,,,,,,,,,,cc9248e2-944e-4c19-90d2-eafdaeda34ce,101,,"[14.8, 73.8]",3829519,1,,True,,,-1.5446243,,Right Foot,,,,"[15.8, 35.6]",,Ground Pass,,38.213085,,,,Thiago Emiliano da Silva,3295.0,,,,,Free Kick,1,From Free Kick,Gregory van der Wiel,20048.0,Right Back,6,Paris Saint-Germain,131,['dcf03765-7fb7-4c97-8a0b-11dd99c98eb5'],32,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:32.660,Pass,
,,,,,,,,,,,,,,,,,,1.366378,,,,,,,,,,a4bc56e9-5c52-470a-9591-e696bc20789c,103,,"[23.1, 29.4]",3829519,1,,,,,1.2227031,,Left Foot,,,,"[31.7, 53.1]",,Ground Pass,,25.212101,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Left Center Back,6,Paris Saint-Germain,131,['8b782b30-435d-423f-b7b9-d56cb13b9261'],38,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:38.485,Pass,
,,,,,,,,,,,,,,,,,,2.75896,,,,,,,,,,833e4af3-189d-45ff-9d51-0e29994d81fd,106,,"[38.1, 55.0]",3829519,1,,,,,0.14381434,,Right Foot,,,,"[89.2, 62.4]",,High Pass,,51.633034,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Right Center Midfield,6,Paris Saint-Germain,131,"['165ec264-616a-4be3-a39a-78f254eaf928', 'bc806aba-ab05-43bb-a861-9bdc192b5b32']",41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:41.454,Pass,
,,,,,,,,,,,,,,,,,,2.248467,,,,,,,,,,165ec264-616a-4be3-a39a-78f254eaf928,108,,"[30.9, 17.7]",3829519,1,,,,,-0.95613337,,Head,,,,"[40.5, 4.1]",,High Pass,,16.646921,,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,Recovery,1,From Free Kick,Benoît Assou-Ekotto,3047.0,Left Back,6,Paris Saint-Germain,131,"['4028cf83-335d-4e61-8fc8-832992995e88', '833e4af3-189d-45ff-9d51-0e29994d81fd', 'eb12643b-9fb5-4ae8-b13c-11f3d0c0ac33']",44,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:44.213,Pass,
,,,,,,,,,,,,,,,,,,0.72112,,,,,,,,,,53fc6e9c-319d-42ef-9a5c-aa1caf9a46fa,113,,"[79.6, 71.3]",3829519,1,,,,,2.3086114,,Right Foot,,,,"[73.6, 77.9]",,Ground Pass,,8.9196415,,,,Gregory van der Wiel,20048.0,,,,,Recovery,1,From Free Kick,Zlatan Ibrahimović,3672.0,Center Forward,6,Paris Saint-Germain,131,['9e118f4a-2e3c-4142-87ce-f944e2883665'],48,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:48.275,Pass,
,,,,,,,,,,,,,,,,,,1.299109,,,,,,,,,,e7227023-1e3b-4e51-bb0e-46147002aaad,120,,"[43.0, 13.3]",3829519,1,,,,,0.9886588,,Right Foot,,,,"[48.2, 21.2]",,Ground Pass,,9.457801,,,,Valentin Eysseric,4254.0,,,,,Recovery,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,Left Defensive Midfield,7,Saint-Étienne,135,['eea438a0-49a0-4709-86fc-80aa58ce15d9'],51,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:51.314,Pass,
,,,,,,,,,,,,,,,,,,0.133532,,,,,,,,,,4f0b63dd-d6be-4a94-9b2c-479e4bb27bd8,124,,"[48.0, 21.6]",3829519,1,,,,,-1.1226513,,Right Foot,,,,"[50.5, 16.4]",,Ground Pass,,5.7697487,,Incomplete,,Robert Berič,4601.0,,,,,,1,Regular Play,Valentin Eysseric,4254.0,Center Attacking Midfield,7,Saint-Étienne,135,"['214c996c-8eb9-4bc7-9616-e8e34504bf71', 'e9887fd9-0322-4b0d-b721-79ea2eaf4c66']",53,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:53.434,Pass,
,,,,,,,,,,,,,,,,,,1.178361,,,,,,,,,,6152050f-00a0-44ca-9d68-60d1497f3101,128,,"[73.2, 62.0]",3829519,1,,,,,2.6188035,,Left Foot,,,,"[61.4, 68.8]",,Low Pass,,13.619104,,Incomplete,,Marcos Aoás Corrêa,4372.0,,,,,Recovery,1,Regular Play,Adrien Rabiot,3026.0,Left Center Midfield,7,Saint-Étienne,135,"['5290bf82-3647-4fb5-81e1-eeb42ec1d08f', '97437386-d567-4763-a971-9c42a7092b62', 'c6bed009-508e-4144-85ee-c855dd3437a1']",54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:54.660,Pass,True
