bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,5.44423,,,,,,,,,,,,,,,,b78d61ff-5193-41f0-bd3b-ddf67e2e40f0,15,,"[36.2, 6.5]",3901256,0,,,,,0.0,,Right Foot,,,"[111.3, 6.5]",,High Pass,,75.1,,Incomplete,,Rodrigue Casimir Ninga,3020.0,,,,,,1,From Kick Off,Mathieu Deplagne,2975.0,Left Back,2,Montpellier,139,"['70954443-3a33-4938-93b3-fc2435bb2e76', 'c7b443cc-99d8-4b41-b7a7-70029174e83e']",8,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:08.142,Pass,
,,,,,,,,,,,,,,,,,,1.903299,,,,,,,,,,,,,,,,f9db7f4e-42a9-42a1-a57a-5dce0aea31a6,20,,"[2.9, 70.7]",3901256,0,,,,,-1.5707964,,Left Foot,,,"[2.9, 49.3]",,Ground Pass,,21.4,,,,Danijel Subašić,3444.0,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,Montpellier,139,"['153205e5-65d9-4cf8-a04b-591f570678f8', 'ed249079-e410-4067-825b-27a0607821b8']",14,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:14.860,Pass,True
,,,,,,,,,,,,,,,,,,3.270337,,,,,,,,,,,,,,,,81e32b3c-c1db-4f30-b276-cdd5da56aef5,24,,"[3.1, 53.9]",3901256,0,,,,,0.28916606,,Right Foot,,,"[55.2, 69.4]",,High Pass,,54.356785,,Incomplete,,Vágner Silva de Souza,18953.0,,,,,,1,From Kick Off,Danijel Subašić,3444.0,Goalkeeper,2,Montpellier,139,"['290ce547-9ec3-431a-a149-1036e4a1137f', '30522902-c4ae-4e3a-b054-c9078b149274']",19,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:19.551,Pass,
,,,,,,,,,,,,,,,,,,1.298261,,,,,,,,,,,,,,,,290ce547-9ec3-431a-a149-1036e4a1137f,27,,"[64.9, 10.7]",3901256,0,,,,True,1.6756732,,,,,"[63.5, 24.0]",,Low Pass,,13.373481,,,,Jonas Martin,2950.0,,,,,Recovery,1,From Kick Off,Mathieu Deplagne,2975.0,Left Back,2,Montpellier,139,"['2787e868-ae4c-46c7-bbb0-7e4a0912ed3e', '81e32b3c-c1db-4f30-b276-cdd5da56aef5', 'f92d0278-2f99-422d-a25c-ca31654b43ca']",22,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:22.821,Pass,True
,,,,,,,,,,,,,,,,,,0.727162,,,,,,,,,,,,,,,,d240555d-7f9f-4ead-a771-0d259783d00a,30,,"[63.5, 24.0]",3901256,0,,,,,0.35877067,,Right Foot,,,"[71.5, 27.0]",,Ground Pass,,8.5440035,,,,Ryad Boudebouz,6661.0,,,,,,1,From Kick Off,Jonas Martin,2950.0,Center Defensive Midfield,2,Montpellier,139,['0f8b8be4-5176-43e7-98ee-4d87636e4d7f'],24,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:24.198,Pass,
,,,,,,,,,,,,,,,,,,2.561702,,,,,,,,,,,,,,,,01a21f20-c2ac-4dde-815d-ca3e95381f9f,37,,"[64.1, 18.9]",3901256,0,,True,,,1.912043,,Right Foot,,,"[56.5, 40.3]",,Ground Pass,,22.709469,,,,Jonas Martin,2950.0,,,,,Free Kick,1,From Free Kick,Morgan Sanson,3546.0,Left Center Midfield,3,Montpellier,139,['097aa7a0-558b-4020-b6e4-0d7d7cdcec1b'],36,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:36.049,Pass,
,,,,,,,,,,,,,,,,,,0.958976,,,,,,,,,,,,,,,,11e62325-3258-4923-82e9-8cece9e10041,44,,"[57.3, 43.7]",3901256,0,,,,,0.5045604,,Right Foot,,,"[70.7, 51.1]",,Ground Pass,,15.307514,,,,Bryan Dabo,3421.0,,,,,,1,From Free Kick,Jonas Martin,2950.0,Center Defensive Midfield,3,Montpellier,139,['372e0cd5-7c83-4df6-9cb1-d637d63ea0bd'],39,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:39.301,Pass,
,,,,,,,,,,,,,,,,,,2.100081,,,,,,,,,,,,,,,,af11c8f0-f558-4ee7-83c1-b5e946c633dd,47,,"[70.9, 50.9]",3901256,0,,,,,0.9348772,,Right Foot,,,"[85.0, 70.0]",,Ground Pass,,23.740683,,,,Souleymane Camara,3679.0,,,,,,1,From Free Kick,Bryan Dabo,3421.0,Right Center Midfield,3,Montpellier,139,['9ba3e727-0150-4203-96fa-0a3455ea375e'],40,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:40.872,Pass,
,,,,,,,,,,,,,,,,,,2.923657,,,,,,,,,,,,,,,,3d5b1f73-9be1-4cb2-bb3d-c07db3d2cfe1,50,,"[85.0, 70.0]",3901256,0,,,,,2.7498927,,Left Foot,,,"[62.0, 79.5]",,High Pass,,24.884735,,Out,,William Jean Rémy,4669.0,,,,,,1,From Free Kick,Souleymane Camara,3679.0,Right Center Forward,3,Montpellier,139,['147442b1-1ca1-4392-88ed-807b849f75e7'],43,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:43.007,Pass,
,,,,,,,,,,,,,,,,,,1.761467,,,,,,,,,,,,,,,,8bf370ca-64ad-4d06-8b31-42eeb145c847,52,,"[63.4, 0.1]",3901256,0,,,,,0.2768738,,,,,"[91.2, 8.0]",,High Pass,,28.900692,,Incomplete,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,Throw-in,1,From Throw In,Andrea Raggi,3374.0,Left Back,4,AS Monaco,129,"['2e212e04-02e3-4774-a68e-e56aeccd99f1', 'c50a8814-c071-4337-aab6-996f42356f81']",57,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:57.900,Pass,
,,,,,,,,,,,,,,,,,,2.027732,,,,,,,,,,,,,,,,c50a8814-c071-4337-aab6-996f42356f81,54,,"[28.9, 72.1]",3901256,0,,,,,0.23824476,,Head,,,"[42.9, 75.5]",,High Pass,,14.406942,,Incomplete,,Bryan Dabo,3421.0,,,,,Recovery,1,From Throw In,William Jean Rémy,4669.0,Right Back,4,AS Monaco,129,"['4904aff6-0b57-4cba-a697-6572abb0512d', '8bf370ca-64ad-4d06-8b31-42eeb145c847', 'e51b8ec2-c9df-4548-bb2b-7b096c2dd366']",59,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:59.661,Pass,
,,,,,,,,,,,,,,,,,,1.413224,,,,,,,,,,,,,,,,827196bb-cea6-438b-985b-40190e48a379,57,,"[49.5, 80.0]",3901256,1,,,,,-0.14888994,,,,,"[75.5, 76.1]",,High Pass,,26.290873,,Incomplete,,Souleymane Camara,3679.0,,,,,Throw-in,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,5,Montpellier,139,"['2d616470-dc86-4265-ade6-039d0f99d281', 'ef19427b-2cfa-4c4f-a38e-9a8f6d8eac0e']",5,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:05.348,Pass,
,,,,,,,,,,,,,,,,,,2.294021,,,,,,,,,,,,,,,,f69c9094-837b-4714-8c60-397da49675cd,60,,"[89.5, 80.0]",3901256,1,,,,,-0.2500505,,,,,"[117.3, 72.9]",,Low Pass,,28.692333,,,,Rodrigue Casimir Ninga,3020.0,,,,,Throw-in,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,6,Montpellier,139,['40c03f87-3369-4a48-89a3-1cf5005b9980'],13,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:13.472,Pass,
,,,,,,,,,,,,,,,,,,1.134857,,,,,,,,,,,,,,,,fac387be-71d8-498d-942c-7545b7871e04,64,,"[117.7, 73.6]",3901256,1,,,,,3.0434244,,Right Foot,,,"[104.5, 74.9]",,Ground Pass,,13.263861,,,,Bryan Dabo,3421.0,,,,,,1,From Throw In,Rodrigue Casimir Ninga,3020.0,Left Center Forward,6,Montpellier,139,['6c490d16-c958-4348-895f-58b5d10023e6'],21,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:21.079,Pass,
,,,,,,,,,,,,,,,,,,1.644602,,,,,,,,,,,,,,,,5ae86f93-7501-41cb-9ed8-bb3e2bdd228e,67,,"[98.8, 73.3]",3901256,1,,,,,-2.3396213,,Left Foot,,,"[89.9, 64.1]",,Ground Pass,,12.80039,,,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Center Midfield,6,Montpellier,139,['c91a9447-a45a-4f59-87bc-5585abb943ea'],23,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:23.286,Pass,
,,,,,,,,,,,,,,,,,,0.544561,,,,,,,,,,,,,,,,6989a31d-d689-413d-b0a9-b3624e4088a4,74,,"[77.0, 33.4]",3901256,1,,,,,-1.6092389,,Left Foot,,,"[76.6, 23.0]",,Ground Pass,,10.407689,,Incomplete,,Mathieu Deplagne,2975.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,"['118cc71f-1817-41eb-a035-92a42ba2ef6d', 'd0d17769-b7f2-4f1b-a01d-4ad730ebb37e']",31,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:31.795,Pass,
,,,,,,,,,,,,,,,,,,0.905606,,,,,,,,,,,,,,,,a65d6e88-7e43-4a32-b502-1c1da85fe1a4,77,,"[77.8, 24.9]",3901256,1,,,,,-2.5225265,,Left Foot,,,"[69.8, 19.2]",,Ground Pass,,9.822932,,,,Jonas Martin,2950.0,,,,,Recovery,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,['5d3be7f6-30ef-4ca3-9748-50f78260dfb4'],33,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:33.439,Pass,
,,,,,,,,,,,,,,,,,,1.660107,,,,,,,,,,,,,,,,70f7d5fc-1f83-4dcf-8860-0397a7c162e4,80,,"[75.8, 16.4]",3901256,1,,,,,-0.9791105,,Right Foot,,,"[84.2, 3.9]",,Ground Pass,,15.060212,,,,Mathieu Deplagne,2975.0,,,,,,1,From Throw In,Jonas Martin,2950.0,Center Defensive Midfield,6,Montpellier,139,['8f285a07-e40b-4c80-9396-9fd84c9ff944'],35,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:35.568,Pass,
,,,,,,,,,,,,,,,,,,1.230379,,,,,,,,,,,,,,,,e2666f64-641c-4ee4-b44b-6eba8e3b4ccd,83,,"[84.4, 4.3]",3901256,1,,,,,2.3097165,,Right Foot,,,"[76.2, 13.3]",,Ground Pass,,12.175385,,,,Morgan Sanson,3546.0,,,,,,1,From Throw In,Mathieu Deplagne,2975.0,Left Back,6,Montpellier,139,['4313b6ca-9671-40f9-97ae-0e88d152c95b'],38,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:38.147,Pass,
,,,,,,,,,,,,,,,,,,1.864019,,,,,,,,,,,,,,,,a5c49218-55ea-473b-9114-b55fe7f82b81,86,,"[70.6, 12.0]",3901256,1,,,,,2.2545056,,Right Foot,,,"[61.8, 22.8]",,Ground Pass,,13.93126,,,,Ellyes Joris Skhiri,3767.0,,,,,,1,From Throw In,Morgan Sanson,3546.0,Left Center Midfield,6,Montpellier,139,['746db3b9-fc75-4105-af1b-df95605f7a99'],39,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:39.923,Pass,
,,,,,,,,,,,,,,,,,,2.036633,,,,,,,,,,,,,,,,db613b5c-e10f-4d2b-8b48-401b12eaaf6e,89,,"[61.8, 23.0]",3901256,1,,,,,-1.2192233,,Right Foot,,,"[70.2, 0.1]",,Ground Pass,,24.392008,,Out,,Mathieu Deplagne,2975.0,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Left Center Back,6,Montpellier,139,"['4d5ba600-6f3c-457a-9789-bae87711edb1', '7e55b10a-39b7-41cf-8aad-eae3f5ffb475']",41,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:41.787,Pass,True
,,,,,,,,,,,,,,,,,,1.0036,,,,,,,,,,,,,,,,990e109a-2b8c-4b0e-bd37-0b10a8d0e2c4,91,,"[50.1, 80.0]",3901256,1,,,,,-1.0336881,,,,,"[55.4, 71.1]",,Low Pass,,10.358571,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,Throw-in,1,From Throw In,Fábio Henrique Tavares,3247.0,Right Back,7,AS Monaco,129,['99f32f93-6154-48e6-be1c-b5dd51d10e8b'],52,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:52.540,Pass,
,,,,,,,,,,,,,,,,,,1.918799,,,,,,,,,,,,,,,,a9cd7949-21af-467c-97ca-8c034da25155,94,,"[55.2, 71.1]",3901256,1,,,,,2.5930433,,Right Foot,,,"[44.4, 77.7]",,Low Pass,,12.657014,,,,Fábio Henrique Tavares,3247.0,,,,,,1,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,7,AS Monaco,129,['7fbcdabd-fe9c-4fe9-8c5c-f2c82821e79c'],53,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:53.583,Pass,
,,,,,,,,,,,,,,,,,,1.0227,,,,,,,,,,,,,,,,54058769-ed76-4572-a87a-ada7f2bb4b84,97,,"[44.8, 78.1]",3901256,1,,,,,-0.06027174,,Right Foot,,,"[56.4, 77.4]",,Ground Pass,,11.621101,,,,Nabil Dirar,5727.0,,,,,,1,From Throw In,Fábio Henrique Tavares,3247.0,Right Back,7,AS Monaco,129,"['6b501498-fcff-48cd-8cd9-5d7226c9bafe', '70bbf823-0b33-4616-ba14-6d8981b2e9a7']",55,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:55.502,Pass,True
,,,,,,,,,,,,,,,,,,0.9018,,,,,,,,,,,,,,,,ef3f58a8-99f3-45db-a78e-813b38feddfe,99,,"[56.4, 77.4]",3901256,1,,,,,-1.5707964,,Right Foot,,,"[56.4, 72.6]",,Ground Pass,,4.8,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,From Throw In,Nabil Dirar,5727.0,Right Wing,7,AS Monaco,129,['c2a2cfe1-579a-4897-aeae-d42ebcd57feb'],56,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:56.525,Pass,
,,,,,,,,,,,,,,,,,,4.072199,,,,,,,,,,,,,,,,a18ee0d1-1742-4eb9-863f-fe43d2e3b41d,102,,"[63.0, 74.1]",3901256,1,,,,,-0.014140472,,Right Foot,,,"[112.5, 73.4]",,Ground Pass,,49.504948,,,,Nabil Dirar,5727.0,,,,,,1,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,7,AS Monaco,129,['c1bf425a-0cc0-4443-b653-09f7b1b07c90'],59,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:59.149,Pass,
,,,,,,,,,,,,,,,,,,0.9971,,,,,,,,,,,,,,,,7bee6df2-dc8b-4c80-abb5-76bb90e8adf5,104,,"[112.5, 73.4]",3901256,2,,,,,-1.5354413,b9794d28-cb61-448b-91b4-91b557f0a323,Right Foot,True,,"[113.6, 42.3]",True,Low Pass,,31.119448,,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,1,From Throw In,Nabil Dirar,5727.0,Right Wing,7,AS Monaco,129,['31d5c9c3-8975-434d-a393-47e1aac7ca21'],3,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:03.221,Pass,
,,,,,,,,,,,,,,,,,,0.780103,,,,,,,,,,,,,,,,b7f908be-9f39-4be3-bdee-be43127e79ed,109,,"[60.0, 40.0]",3901256,2,,True,,,0.7853982,,Right Foot,,,"[62.2, 42.2]",,Ground Pass,,3.11127,,,,Ryad Boudebouz,6661.0,,,,,Kick Off,1,From Kick Off,Rodrigue Casimir Ninga,3020.0,Left Center Forward,8,Montpellier,139,['daeec800-fa5d-4ce1-bb61-56edba191115'],55,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:55.363,Pass,
,,,,,,,,,,,,,,,,,,2.46637,,,,,,,,,,,,,,,,fc6560c3-e7af-4b52-9833-2176248619d5,111,,"[62.2, 42.2]",3901256,2,,,,,1.1372601,,Left Foot,,,"[77.8, 75.9]",,High Pass,,37.135563,,,,Bryan Dabo,3421.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,8,Montpellier,139,['9471e4ee-edbf-41b9-9d43-ad9fb49c041f'],56,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:56.143,Pass,
,,,,,,,,,,,,,,,,,,1.8374,,,,,,,,,,,,,,,,a3e76b2f-7dac-44d1-9e76-ade5d1a32e9f,115,,"[40.5, 0.1]",3901256,3,,,,,0.31311944,,,,,"[64.9, 8.0]",,High Pass,,25.647028,,,,Vágner Silva de Souza,18953.0,,,,,Throw-in,1,From Throw In,Andrea Raggi,3374.0,Left Back,9,AS Monaco,129,['4f02d6c4-64e3-4590-8de0-1a71b6e8e6f4'],8,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:08.091,Pass,
,,,,,,,,,,,,,,,,,,2.143442,,,,,,,,,,,,,,,,815fd8e8-2b5d-48a5-9367-be89f082df9f,117,,"[64.9, 8.0]",3901256,3,,,,True,0.67114383,,,,,"[78.5, 18.8]",,High Pass,,17.366634,,Incomplete,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,1,From Throw In,Vágner Silva de Souza,18953.0,Center Forward,9,AS Monaco,129,"['020de3b7-f53f-4190-ae77-88720195af06', '07f73c31-1c4a-4aa3-87e5-46122b3d17fc', 'dd099f0c-bb8c-46b3-bd08-1e4b9b14a5f0']",9,,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:09.928,Pass,True
