50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.767885,,,,,,,,,,,,,dd3de219-a85f-4b3a-9e85-81b777261f73,15,,,"[41.8, 6.5]",3901151,0,,,,,-2.6011732,,Right Foot,,,"[35.3, 2.6]",Ground Pass,,7.5802374,,,,Djibril Sidibé,3446.0,,,,,,1,From Kick Off,Ibrahim Amadou,11332.0,,Left Defensive Midfield,2,Lille,143,['f6ace434-a858-4b70-907f-79f6eabbe20e'],9,,,,,,,,,,,,,,,,,Lille,143,00:00:09.660,Pass,
,,,,,,,,,,,,,,,,,,1.831169,,,,,,,,,,,,,dad56f61-88e2-49bb-adeb-b7d413eb51f0,18,,,"[35.3, 2.6]",3901151,0,,,,,2.3833988,,Left Foot,,,"[20.2, 16.9]",Ground Pass,,20.796635,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Kick Off,Djibril Sidibé,3446.0,,Left Back,2,Lille,143,['d319fad5-92fa-4ee8-b056-ff37fa093d85'],10,,,,,,,,,,,,,,,,,Lille,143,00:00:10.548,Pass,
,,,,,,,,,,,,,,,,,,2.036491,,,,,,,,,,,,,d052ef4d-bb45-4477-a74c-c456e554b3c8,21,,,"[19.8, 21.6]",3901151,0,,,,,2.1394377,,Right Foot,,,"[9.0, 38.5]",Ground Pass,,20.056171,,,,Vincent Enyeama,40484.0,,,,,,1,From Kick Off,Bakary Adama Soumaoro,3677.0,,Left Center Back,2,Lille,143,['d41ea004-3860-45cf-bf51-f151dd7a3f47'],14,,,,,,,,,,,,,,,,,Lille,143,00:00:14.068,Pass,
,,,,,,,,,,,,,,,,,,1.941587,,,,,,,,,,,,,5bfe3ff9-936b-4dcc-9e4b-54d8415febb9,24,,,"[13.3, 40.2]",3901151,0,,,,,-1.1819079,,Right Foot,,,"[21.7, 19.7]",Ground Pass,,22.154232,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Kick Off,Vincent Enyeama,40484.0,,Goalkeeper,2,Lille,143,['ad424c5f-dc03-48c9-8f8d-d0590e90a4ed'],19,,,,,,,,,,,,,,,,,Lille,143,00:00:19.181,Pass,
,,,,,,,,,,,,,,,,,,1.128919,,,,,,,,,,,,,287bafab-baf2-4052-b4ec-55de202fc85a,27,,,"[32.5, 17.3]",3901151,0,,,,,0.36844555,,Right Foot,,,"[48.3, 23.4]",Ground Pass,,16.936647,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Kick Off,Bakary Adama Soumaoro,3677.0,,Left Center Back,2,Lille,143,['7e23a0b2-aef7-411c-b65c-0a578f186fb0'],24,,,,,,,,,,,,,,,,,Lille,143,00:00:24.400,Pass,
,,,,,,,,,,,,,,,,,,1.525129,,,,,,,,,,,,,47e9a9b8-dcfb-40b2-8c91-8c198a8a0b44,30,,,"[48.3, 23.4]",3901151,0,,,,,-2.4565277,,Right Foot,,,"[31.9, 10.0]",Ground Pass,,21.178291,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,,Right Defensive Midfield,2,Lille,143,['4556657e-3f2c-44df-872a-65c7e3047189'],25,,,,,,,,,,,,,,,,,Lille,143,00:00:25.649,Pass,
,,,,,,,,,,,,,,,,,,2.080149,,,,,,,,,,,,,cdf4be4e-1551-46b6-882e-082618784edd,33,,,"[29.3, 13.4]",3901151,0,,,,,1.7059196,,Right Foot,,,"[24.8, 46.5]",Ground Pass,,33.40449,,,,Ibrahim Amadou,11332.0,,,,,,1,From Kick Off,Bakary Adama Soumaoro,3677.0,,Left Center Back,2,Lille,143,['7cd4f889-b6af-4130-aea3-665a3fd8b03d'],28,,,,,,,,,,,,,,,,,Lille,143,00:00:28.840,Pass,
,,,,,,,,,,,,,,,,,,1.228982,,,,,,,,,,,,,42e3dbb3-5a32-414f-96dc-12dc09ab6957,36,,,"[34.0, 52.9]",3901151,0,,,,,1.7313082,,Right Foot,,,"[30.6, 73.9]",Ground Pass,,21.273458,,,,Renato Civelli,29057.0,,,,,,1,From Kick Off,Ibrahim Amadou,11332.0,,Left Defensive Midfield,2,Lille,143,['b88b34d5-9889-422c-9361-d3f10e332169'],34,,,,,,,,,,,,,,,,,Lille,143,00:00:34.145,Pass,
,,,,,,,,,,,,,,,,,,2.766538,,,,,,,,,,,,,cd80858b-2b90-47f5-9ba5-8dcf655016fb,39,,,"[34.9, 75.6]",3901151,0,,,,,-0.23824476,,Right Foot,,,"[83.9, 63.7]",High Pass,,50.4243,,Incomplete,,Yassine Benzia,3673.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,,Right Center Back,2,Lille,143,"['70f999cc-a484-4d1e-9268-ebb230435f38', 'd4aae74c-c9f2-49c8-9e67-6dd2f086a2b0']",37,,,,,,,,,,,,,,,,,Lille,143,00:00:37.076,Pass,
,,,,,,,,,,,,,,,,,,2.887131,,,,,,,,,,,,,68e672f7-9986-4220-aa66-c996ce4d14de,56,,,"[71.6, 75.0]",3901151,1,,,,,-0.9702021,,Right Foot,,,"[107.7, 22.3]",High Pass,,63.87879,,,,Renato Civelli,29057.0,,True,,,Free Kick,1,From Free Kick,Sébastien Corchia,6716.0,,Right Back,3,Lille,143,['ebe08c02-8f24-4645-9c9b-f3778ecfc9b9'],24,,,,,,,,,,,,,,,,,Lille,143,00:01:24.283,Pass,
,,,,,,,,,,,,,,,,,,2.03461,,,,,,,,,,,,,a0c32155-ba59-492c-b620-b7a66101bfd4,59,,,"[107.7, 22.3]",3901151,1,,,,True,1.315614,,,,,"[111.3, 36.1]",High Pass,,14.261837,,Incomplete,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Free Kick,Renato Civelli,29057.0,,Right Center Back,3,Lille,143,"['0bffbb46-9196-4c2f-a8dc-7fd6e4a28ea6', 'eaab770f-544d-4e8f-8054-5e74f248421f', 'f950c014-3823-4a79-8af4-f9823111f1d1']",27,,,,,,,,,,,,,,,,,Lille,143,00:01:27.210,Pass,True
,,,,,,,,,,,,,,,,,,2.125005,,,,,,,,,,,,,e60575f1-51f8-4b6e-817d-53bb629f3645,65,,,"[50.2, 52.0]",3901151,1,,,,,-1.0420235,,Head,,,"[55.4, 43.1]",High Pass,,10.307764,,Incomplete,,Alexandre Lacazette,3451.0,,,,,Recovery,1,From Free Kick,Mathieu Valbuena,18868.0,,Center Attacking Midfield,3,Lille,143,"['a43795ca-fc70-4afc-a9b1-572bffac99f3', 'ddec3ccb-f4f4-4fde-9b70-5f2a72e30ff4']",32,,,,,,,,,,,,,,,,,Lyon,137,00:01:32.123,Pass,
,,,,,,,,,,,,,,,,,,1.91564,,,,,,,,,,,,,a43795ca-fc70-4afc-a9b1-572bffac99f3,68,,,"[64.7, 37.0]",3901151,1,,,,,-0.89846694,,Head,,,"[76.8, 21.8]",High Pass,,19.428072,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Morgan Amalfitano,3425.0,,Right Wing,3,Lille,143,"['37223d85-5f1c-449c-83ee-47dd669d5259', '8499400f-2e68-402e-9a9a-656933403ada', 'e60575f1-51f8-4b6e-817d-53bb629f3645']",34,,,,,,,,,,,,,,,,,Lille,143,00:01:34.248,Pass,True
,,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,37223d85-5f1c-449c-83ee-47dd669d5259,69,,,"[43.3, 58.3]",3901151,1,,,,,0.7016252,,Right Foot,,,"[50.4, 64.3]",Low Pass,,9.295698,,,,Rachid Ghezzal,3372.0,,,,,Recovery,1,Regular Play,Jordan Ferri,3118.0,,Right Defensive Midfield,4,Lyon,137,"['37a18313-6fae-4518-ab04-a3b8f4b35c53', 'a43795ca-fc70-4afc-a9b1-572bffac99f3']",36,,,,,,,,,,,,,,,,,Lyon,137,00:01:36.163,Pass,
,,,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,9e2bbc8b-fc8c-443d-bc22-46f8eafda59a,75,,,"[50.2, 63.9]",3901151,1,,True,,,-2.825977,,Right Foot,,,"[35.5, 59.1]",Ground Pass,,15.463829,,,,Mapou Yanga-Mbiwa,4463.0,,,,,Free Kick,1,From Free Kick,Christophe Jallet,4410.0,,Right Back,5,Lyon,137,['9ae1d3a8-7b45-4684-8240-19071cc45c3d'],44,,,,,,,,,,,,,,,,,Lyon,137,00:01:44.482,Pass,
,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,d1206623-349d-4374-ae82-4ac6b604e950,77,,,"[62.5, 50.7]",3901151,1,,,,,-0.5183966,,Right Foot,,,"[120.0, 17.9]",High Pass,,66.19736,,Out,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Free Kick,Mapou Yanga-Mbiwa,4463.0,,Right Center Back,5,Lyon,137,['8c730ad4-12f4-473a-8de4-c995d0c212d1'],55,,,,,,,,,,,,,,,,,Lyon,137,00:01:55.002,Pass,
,,,,,,,,,,,,,,,,,,2.764422,,,,,,,,,,,,,b1b4d279-aeaa-48d8-8c0c-f72e7c97bb9d,79,,,"[6.0, 36.0]",3901151,2,,True,,,-0.97493225,,Right Foot,,,"[15.9, 21.4]",Ground Pass,,17.64001,,,,Bakary Adama Soumaoro,3677.0,,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,,Goalkeeper,6,Lille,143,['a09f4dfc-b69c-4aac-8e6e-f6e933ee2f9c'],4,,,,,,,,,,,,,,,,,Lille,143,00:02:04.204,Pass,
,,,,,,,,,,,,,,,,,,2.031396,,,,,,,,,,,,,41078776-d654-40aa-939b-8380f79516c1,81,,,"[20.2, 25.5]",3901151,2,,,,,1.8827019,,Left Foot,,,"[13.3, 46.9]",Ground Pass,,22.484884,,,,Vincent Enyeama,40484.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,,Left Center Back,6,Lille,143,['ba553277-735c-4588-9c40-685fc6da9249'],8,,,,,,,,,,,,,,,,,Lille,143,00:02:08.182,Pass,
,,,,,,,,,,,,,,,,,,2.287647,,,,,,,,,,,,,7087cb2f-77b5-4811-a6f5-3238962e3bd7,85,,,"[15.5, 46.2]",3901151,2,,,,,0.090128444,,Right Foot,,,"[66.4, 50.8]",High Pass,,51.107437,,Incomplete,,Yassine Benzia,3673.0,,,,,,1,From Goal Kick,Vincent Enyeama,40484.0,,Goalkeeper,6,Lille,143,"['3fed80e6-a8f2-48b2-b0a8-35ddb5a3c378', '57ad55b7-36c9-4633-8f75-fcdad06631dc', 'a1e44ac0-70d2-49cb-a4e4-9225ada15ce2']",11,,,,,,,,,,,,,,,,,Lille,143,00:02:11.967,Pass,True
,,,,,,,,,,,,,,,,,,1.926547,,,,,,,,,,,,,3fed80e6-a8f2-48b2-b0a8-35ddb5a3c378,87,,,"[53.7, 29.3]",3901151,2,,,,True,0.59699786,,,,,"[69.0, 39.7]",Low Pass,,18.5,,Incomplete,,Mathieu Valbuena,18868.0,,,,,Recovery,1,From Goal Kick,Samuel Yves Umtiti,5492.0,,Left Center Back,6,Lille,143,"['3c54a722-7b42-44bf-b7c9-aade2a2d66cc', '40a8c650-db48-4461-8c58-855da477b83a', '5cff38d6-6073-45eb-b2c7-ea08bf17f0ea', '7087cb2f-77b5-4811-a6f5-3238962e3bd7']",14,,,,,,,,,,,,,,,,,Lyon,137,00:02:14.254,Pass,True
,,,,,,,,,,,,,,,,,,2.390465,,,,,,,,,,,,,3c54a722-7b42-44bf-b7c9-aade2a2d66cc,90,,,"[51.1, 40.4]",3901151,2,,,,,-2.3466709,,Right Foot,,,"[40.7, 29.8]",Ground Pass,,14.8499155,,,,Bakary Adama Soumaoro,3677.0,,,,,Recovery,1,From Goal Kick,Ibrahim Amadou,11332.0,,Left Defensive Midfield,6,Lille,143,"['3fed80e6-a8f2-48b2-b0a8-35ddb5a3c378', '59440508-88a8-4979-b767-e09158e66994']",16,,,,,,,,,,,,,,,,,Lille,143,00:02:16.181,Pass,
,,,,,,,,,,,,,,,,,,1.15362,,,,,,,,,,,,,6acb88c0-5977-4a6b-84ae-a1b688c5ef3f,93,,,"[44.0, 29.6]",3901151,2,,,,,-1.5472713,,Right Foot,,,"[44.4, 12.6]",Ground Pass,,17.004705,,,,Ibrahim Amadou,11332.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,,Left Center Back,6,Lille,143,['70b323d4-3916-4555-b46e-c32802c9f5ea'],20,,,,,,,,,,,,,,,,,Lille,143,00:02:20.771,Pass,
,,,,,,,,,,,,,,,,,,0.988676,,,,,,,,,,,,,79872e87-220c-4de4-ae1a-11ee52cc0562,96,,,"[47.4, 8.5]",3901151,2,,,,,1.53896,,Right Foot,,,"[47.9, 24.2]",Ground Pass,,15.70796,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Goal Kick,Ibrahim Amadou,11332.0,,Left Defensive Midfield,6,Lille,143,['143a7341-c91b-4aad-9f34-f5ce4132e944'],23,,,,,,,,,,,,,,,,,Lille,143,00:02:23.560,Pass,
,,,,,,,,,,,,,,,,,,1.324183,,,,,,,,,,,,,19f4da97-cada-4398-9e80-c827f3cacad0,100,,,"[55.6, 18.8]",3901151,2,,,,,-1.6165658,,Right Foot,,,"[55.0, 5.7]",Ground Pass,,13.113733,,,,Ibrahim Amadou,11332.0,,,,,,1,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,,Right Defensive Midfield,6,Lille,143,"['1dca0c5f-e99c-43a2-a7ea-1a31f4f07d02', '989dcc8f-7572-489d-a6df-2eaaf1c8d986']",25,,,,,,,,,,,,,,,,,Lille,143,00:02:25.917,Pass,True
,,,,,,,,,,,,,,,,,,2.100989,,,,,,,,,,,,,aa099ec8-0e4f-4a95-a9e7-8c9deafd8d40,103,,,"[53.7, 15.8]",3901151,2,,,,,1.7205057,,Right Foot,,,"[48.3, 51.6]",Ground Pass,,36.20497,,,,Renato Civelli,29057.0,,,,,,1,From Goal Kick,Ibrahim Amadou,11332.0,,Left Defensive Midfield,6,Lille,143,['1c77f4d9-790d-4398-8444-891b61088e2b'],30,,,,,,,,,,,,,,,,,Lille,143,00:02:30.286,Pass,
,,,,,,,,,,,,,,,,,,2.672993,,,,,,,,,,,,,55313780-716d-403b-811e-ba7224e4c6a7,106,,,"[48.3, 51.6]",3901151,2,,,,,-2.6399887,,Right Foot,,,"[23.5, 38.0]",Ground Pass,,28.284271,,,,Vincent Enyeama,40484.0,,,,,,1,From Goal Kick,Renato Civelli,29057.0,,Right Center Back,6,Lille,143,['2b657759-b1a5-46bf-a42d-09cc037d3c75'],32,,,,,,,,,,,,,,,,,Lille,143,00:02:32.507,Pass,
,,,,,,,,,,,,,,,,,,1.510662,,,,,,,,,,,,,9ac7aaca-763d-47ea-8192-b91909aabf4e,109,,,"[23.5, 38.0]",3901151,2,,,,,-1.0747527,,Right Foot,,,"[32.7, 21.0]",Ground Pass,,19.32977,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Goal Kick,Vincent Enyeama,40484.0,,Goalkeeper,6,Lille,143,['81502668-cd6c-4bec-9f95-d12919d54420'],35,,,,,,,,,,,,,,,,,Lille,143,00:02:35.425,Pass,
,,,,,,,,,,,,,,,,,,1.280715,,,,,,,,,,,,,e7d4a229-0545-4472-8056-cd9b79830874,112,,,"[39.0, 25.5]",3901151,2,,,,,1.9922155,,Right Foot,,,"[35.1, 34.2]",Ground Pass,,9.534149,,,,Ibrahim Amadou,11332.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,,Left Center Back,6,Lille,143,['280fc752-7226-43a2-9057-7fe581902530'],40,,,,,,,,,,,,,,,,,Lille,143,00:02:40.651,Pass,
,,,,,,,,,,,,,,,,,,0.890032,,,,,,,,,,,,,b0702b7d-afc1-4493-aa75-91d3e4034c3f,115,,,"[61.7, 34.4]",3901151,2,,,,,-1.3604704,,Right Foot,,,"[63.6, 25.5]",Ground Pass,,9.10055,,,,Yassine Benzia,3673.0,,,,,,1,From Goal Kick,Ibrahim Amadou,11332.0,,Left Defensive Midfield,6,Lille,143,['dc2cde1f-a51c-45bf-8176-c126a6617b14'],45,,,,,,,,,,,,,,,,,Lille,143,00:02:45.589,Pass,
,,,,,,,,,,,,,,,,,,1.206817,,,,,,,,,,,,,b8ae986a-116d-404c-97ba-1689dc2876c6,118,,,"[61.3, 24.2]",3901151,2,,,,,-2.8783832,,Right Foot,,,"[44.6, 19.7]",Ground Pass,,17.295664,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Goal Kick,Yassine Benzia,3673.0,,Center Forward,6,Lille,143,['3db7909c-1e1e-4ebc-ba4f-4c46d07af252'],47,,,,,,,,,,,,,,,,,Lille,143,00:02:47.013,Pass,
,,,,,,,,,,,,,,,,,,0.796002,,,,,,,,,,,,,cc70e076-4db9-4e97-90fd-13f4d7ccc3ac,121,,,"[53.7, 17.5]",3901151,2,,,,,-0.17275722,,Right Foot,,,"[68.6, 14.9]",Ground Pass,,15.125145,,,,Éric Bauthéac,40486.0,,,,,,1,From Goal Kick,Bakary Adama Soumaoro,3677.0,,Left Center Back,6,Lille,143,['dbb462bf-0512-43e0-ba97-6d83ce970bbb'],50,,,,,,,,,,,,,,,,,Lille,143,00:02:50.088,Pass,
,,,,,,,,,,,,,,,,,,0.741997,,,,,,,,,,,,,9e7cfea1-a490-4fd9-b654-5466cd3ad6cc,126,,,"[57.6, 4.4]",3901151,2,,,,,-2.0229502,,Left Foot,,,"[55.9, 0.9]",Ground Pass,,3.8910153,,,,Djibril Sidibé,3446.0,,,,,,1,From Goal Kick,Éric Bauthéac,40486.0,,Left Wing,6,Lille,143,"['10c73dd3-16d0-48fa-b0b3-10a382a84f2a', '61ca8537-0a05-4db2-bddb-fb8587d2674a']",53,,,,,,,,,,,,,,,,,Lille,143,00:02:53.281,Pass,True
