50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.799994,,,,,,,,,,,,,b346301b-be3e-469e-b515-64955cc6f645,16,,"[30.2, 51.5]",3901174,0,,,,,1.1316395,,Right Foot,,,"[43.4, 79.6]",,Ground Pass,,31.045933,,,Fábio Henrique Tavares,3247.0,,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,AS Monaco,129,['1f21408c-93cc-4408-8495-db6fbaecd0eb'],12,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:12.551,Pass,
,,,,,,,,,,,,,,,,,,,1.799994,,,,,,,,,,,,,32110691-71b1-4dbf-9276-0f5888cddef6,19,,"[46.6, 77.3]",3901174,0,,,,,-2.3496156,,Right Foot,,,"[31.5, 62.0]",,Ground Pass,,21.496511,,,Wallace Fortuna dos Santos,8277.0,,,,,,,1,From Kick Off,Fábio Henrique Tavares,3247.0,Right Back,2,AS Monaco,129,['315da21c-d97c-4ae9-ad32-27c64769363b'],17,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:17.271,Pass,
,,,,,,,,,,,,,,,,,,,2.239995,,,,,,,,,,,,,44779d1f-19c4-4724-be73-0e526bbc5285,22,,"[38.6, 51.7]",3901174,0,,,,,-1.0850223,,Right Foot,,,"[53.7, 23.1]",,Ground Pass,,32.34146,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,AS Monaco,129,['b5e55d89-4f52-4de9-b774-c5d5d2dc80fd'],21,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:21.671,Pass,
,,,,,,,,,,,,,,,,,,,2.559995,,,,,,,,,,,,,b5880075-e3ca-424c-8a61-b3728911adbc,26,,"[49.6, 18.3]",3901174,0,,,,,2.0830066,,Right Foot,,,"[34.7, 44.8]",,Ground Pass,,30.401644,,,Wallace Fortuna dos Santos,8277.0,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,2,AS Monaco,129,['ef6f0894-bb42-469c-bdbd-513df2472fae'],26,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:26.031,Pass,
,,,,,,,,,,,,,,,,,,,1.639997,,,,,,,,,,,,,b2ae4aec-ecca-4a80-a004-dd246c0c0a28,29,,"[38.2, 45.5]",3901174,0,,,,,-1.4212366,,Right Foot,,,"[39.3, 38.2]",,Ground Pass,,7.3824115,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,AS Monaco,129,['af0be7f1-96a1-464e-9144-8a5c1d4eba6f'],32,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:32.151,Pass,
,,,,,,,,,,,,,,,,,,,1.679998,,,,,,,,,,,,,8bc17635-7db2-48d5-8bfc-586478c2de32,32,,"[42.3, 34.5]",3901174,0,,,,,-1.04473,,Right Foot,,,"[54.9, 12.8]",,Ground Pass,,25.092827,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,2,AS Monaco,129,['5b8b99ab-2899-48fa-8ff6-aa0c8d4b616e'],34,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:34.031,Pass,
,,,,,,,,,,,,,,,,,,,0.032032,,,,,,,,,,,,,5bc8e86d-fb2f-4ab5-a6bd-79a724c4a111,36,,"[55.6, 13.0]",3901174,0,,,,,2.1840036,,Right Foot,,,"[53.7, 15.7]",,Ground Pass,,3.3015149,Incomplete,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,2,AS Monaco,129,"['03568afa-28e1-4d76-ae46-e9fc5995b252', 'fb164f65-04ee-44e6-8180-a59395c5a886']",37,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:37.151,Pass,
,,,,,,,,,,,,,,,,,,,1.219165,,,,,,,,,,,,,cdec92bb-2f59-48b5-8cba-a60b12140637,41,,"[98.4, 64.6]",3901174,0,,,,,-1.2957407,f5cc4119-0fe9-4b99-b938-8e3425e934f9,Right Foot,True,,"[103.0, 48.3]",,Ground Pass,,16.936647,,,Gaëtan Charbonnier,7635.0,True,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Right Center Forward,3,Stade de Reims,156,['3a480abd-b708-46ca-91ee-055a926c0102'],41,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:41.585,Pass,
,,,,,,,,,,,,,,,,,,,3.759999,,,,,,,,,,,,,e0e1c5c4-91af-4e1c-9d92-a626e86c5754,47,,"[7.9, 44.1]",3901174,0,,True,,,0.7312783,,Keeper Arm,,,"[43.9, 76.4]",,Ground Pass,,48.366207,,,Fábio Henrique Tavares,3247.0,,,,,,,1,From Keeper,Danijel Subašić,3444.0,Goalkeeper,5,AS Monaco,129,['8e70cd34-4b6a-4b3d-9824-e8dfd32932e3'],47,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:47.428,Pass,
,,,,,,,,,,,,,,,,,,,1.839998,,,,,,,,,,,,,796a29e1-f8a2-4773-a290-d726385b7602,49,,"[74.8, 79.6]",3901174,0,,,,,-0.1250275,,Right Foot,,,"[93.1, 77.3]",,Ground Pass,,18.44397,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,1,From Keeper,Fábio Henrique Tavares,3247.0,Right Back,5,AS Monaco,129,['81d9dd17-c39f-4c55-875c-35edbe2767c9'],55,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:55.764,Pass,
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,c4fb4ced-b031-4a0e-98cd-42555019ee45,53,,"[100.7, 78.5]",3901174,1,,,,,-2.401848,,Left Foot,,,"[90.4, 69.1]",,Ground Pass,,13.944533,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,From Keeper,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,5,AS Monaco,129,"['282679e8-2cd6-41c3-b1d5-94f21fbc2e59', '94a66072-1d6e-40f0-ae2d-fe6dff208556']",4,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:04.644,Pass,True
,,,,,,,,,,,,,,,,,,,0.959998,,,,,,,,,,,,,b3b61edf-d154-463e-a203-4412f042a2f6,56,,"[86.5, 70.0]",3901174,1,,,,,0.029577171,,Right Foot,,,"[103.4, 70.5]",,Low Pass,,16.907394,,,Fábio Henrique Tavares,3247.0,,,,,,,1,From Keeper,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,5,AS Monaco,129,['fe433c6c-758e-49b0-b8c3-7c1f49ce1144'],7,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:07.564,Pass,
,,,,,,,,,,,,,,,,,,,0.473235,,,,,,,,,,,,,436d936e-f759-4789-a15c-b4c8c5d35ac2,61,,"[21.3, 7.1]",3901174,1,,,,,0.7469556,,Right Foot,,,"[24.0, 9.6]",,Low Pass,,3.679674,Incomplete,,,,,,,,,Recovery,1,From Keeper,Diego Rigonato Rodrigues,7363.0,Left Wing Back,5,AS Monaco,129,['19f8015b-f374-4c25-8078-255625ed98b1'],9,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:09.481,Pass,
,,,,,,,,,,,,,,,,,,,0.721084,,,,,,,,,,,,,8236051c-e151-4bb3-9279-a5b1c4e12c58,66,,"[25.8, 15.8]",3901174,1,,,,,-2.8406725,,Left Foot,,,"[17.1, 13.1]",,Ground Pass,,9.109336,,,Abdelhamid El Kaoutari,23329.0,,,,,,,1,Regular Play,Aly Ndom,7369.0,Right Defensive Midfield,6,Stade de Reims,156,"['75123483-0806-4e1c-8996-c4716a462143', 'd0b79997-2c44-4dba-ba13-890803c20529']",11,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:11.653,Pass,True
,,,,,,,,,,,,,,,,,,,1.648374,,,,,,,,,,,,,2f542c97-564e-4e6c-8e6f-86efe58e08a6,69,,"[17.1, 11.5]",3901174,1,,,,,-0.3324263,,Left Foot,,,"[42.3, 2.8]",,High Pass,,26.65952,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,,1,Regular Play,Abdelhamid El Kaoutari,23329.0,Left Center Back,6,Stade de Reims,156,['1ee480c7-502f-4227-a974-69f54b37368e'],13,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:13.484,Pass,
,,,,,,,,,,,,,,,,,,,0.620085,,,,,,,,,,,,,298db5e4-8e8d-4f99-a5b1-b730b6324688,72,,"[42.1, 6.0]",3901174,1,,,,,1.3554386,,Right Foot,,,"[42.8, 9.2]",,Ground Pass,,3.275668,,,Jaba Kankava,46801.0,,,,,,,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Left Center Forward,6,Stade de Reims,156,['c7cc1622-bbca-40f5-94f1-1469335ddf00'],17,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:17.560,Pass,
,,,,,,,,,,,,,,,,,,,0.373297,,,,,,,,,,,,,53f2ec5f-5820-4800-8609-68fe6120e253,74,,"[42.5, 9.2]",3901174,1,,,,,-1.6247978,,Right Foot,,,"[42.3, 5.5]",,Ground Pass,,3.7054014,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,,1,Regular Play,Jaba Kankava,46801.0,Left Defensive Midfield,6,Stade de Reims,156,['1f8cb791-fc4f-4a17-8098-660c989d8685'],18,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:18.180,Pass,
,,,,,,,,,,,,,,,,,,,1.00009,,,,,,,,,,,,,9382d85a-a21c-428b-b55c-19126335c81c,77,,"[40.0, 5.0]",3901174,1,,,,,2.8387077,,Left Foot,,,"[30.4, 8.0]",,Ground Pass,,10.057833,,,Abdelhamid El Kaoutari,23329.0,,,,,,,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Left Center Forward,6,Stade de Reims,156,['0fc1700a-c85c-4d0a-a7f7-4b3dfad9e191'],19,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:19.194,Pass,
,,,,,,,,,,,,,,,,,,,2.437268,,,,,,,,,,,,,24be5a6a-e331-407b-8190-e99930c2db68,80,,"[30.2, 10.8]",3901174,1,,,,,1.5576392,,Left Foot,,,"[30.6, 41.2]",,Ground Pass,,30.402632,,,Antoine Conte,131849.0,,,,,,,1,Regular Play,Abdelhamid El Kaoutari,23329.0,Left Center Back,6,Stade de Reims,156,['4efd8fe7-d1c4-46d3-98c6-b319acca04dd'],22,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:22.678,Pass,
,,,,,,,,,,,,,,,,,,,0.851638,,,,,,,,,,,,,35fc99da-9708-4f36-b827-1e47941253c9,82,,"[30.6, 41.2]",3901174,1,,,,,-0.48803303,,Right Foot,,,"[38.7, 36.9]",,Ground Pass,,9.170606,,,Aly Ndom,7369.0,,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Center Back,6,Stade de Reims,156,['a0fcc2cf-d865-469b-9cfe-00cb51d1ed00'],25,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:25.115,Pass,
,,,,,,,,,,,,,,,,,,,1.356455,,,,,,,,,,,,,eebff967-c933-47d3-a785-2503436eac0c,86,,"[45.1, 41.9]",3901174,1,,,,,1.3740505,,Left Foot,,,"[51.0, 71.5]",,Ground Pass,,30.18228,,,Hamari Traoré,3248.0,,,,,,,1,Regular Play,Aly Ndom,7369.0,Right Defensive Midfield,6,Stade de Reims,156,"['6adbc4fb-b3ef-4415-ac28-ecd309dd6de6', '93cc9161-3a92-4b41-bad6-815e9c76ee25']",27,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:27.345,Pass,True
,,,,,,,,,,,,,,,,,,,1.327669,,,,,,,,,,,,,cf45bcc3-a659-4434-86c4-1b8a310daca6,89,,"[47.1, 69.2]",3901174,1,,,,,-2.4165862,,Right Foot,,,"[35.7, 59.1]",,Ground Pass,,15.230561,,,Antoine Conte,131849.0,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Wing Back,6,Stade de Reims,156,['af4af42c-7c03-482c-ab1e-8c491feea909'],31,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:31.407,Pass,
,,,,,,,,,,,,,,,,,,,1.682254,,,,,,,,,,,,,86189e2d-1641-403d-b8d9-359fea81bbc6,92,,"[36.4, 59.1]",3901174,1,,,,,-1.3314726,,Right Foot,,,"[42.5, 34.1]",,Ground Pass,,25.73344,,,Jaba Kankava,46801.0,,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Center Back,6,Stade de Reims,156,['497bd018-2c65-43ef-a4cc-164fac38c2e7'],34,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:34.616,Pass,
,,,,,,,,,,,,,,,,,,,1.922962,,,,,,,,,,,,,fcf59c1e-0f21-417e-a4ff-5f322f1d50e6,95,,"[43.9, 34.1]",3901174,1,,,,,-1.2147682,,Right Foot,,,"[55.8, 2.1]",,Ground Pass,,34.14103,,,Diego Rigonato Rodrigues,7363.0,,,,,,,1,Regular Play,Jaba Kankava,46801.0,Left Defensive Midfield,6,Stade de Reims,156,['d6dc9f80-55c9-4a2a-b8e0-10064946a75a'],37,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:37.730,Pass,
,,,,,,,,,,,,,,,,,,,1.789243,,,,,,,,,,,,,0d238222-79de-464b-a5f8-de9a5a70b964,98,,"[64.3, 2.8]",3901174,1,,,,,0.16789593,,Left Foot,,,"[93.8, 7.8]",,Ground Pass,,29.920729,,,Nicolas de Roussel de Préville,4383.0,,,,,,,1,Regular Play,Diego Rigonato Rodrigues,7363.0,Left Wing Back,6,Stade de Reims,156,['75d23e3f-9db2-472e-b75b-8cce32bf4710'],41,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:41.889,Pass,
,,,,,,,,,,,,,,,,,,,0.519069,,,,,,,,,,,,,59313d14-18a2-440a-a260-7d753ec1d79d,105,,"[99.3, 24.7]",3901174,1,,,,,1.2734312,,Right Foot,,,"[101.2, 30.9]",,Ground Pass,,6.484597,,,Gaëtan Charbonnier,7635.0,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Right Center Forward,6,Stade de Reims,156,['b4e17df9-2eaf-4759-9083-313ecaaca70d'],47,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:47.812,Pass,
,,,,,,,,,,,,,,,,,,,1.447371,,,,,,,,,,,,,247eb2c1-b2e5-4b51-b1bd-c0023a2c421d,107,,"[101.2, 30.9]",3901174,1,,,,,1.9106172,,Left Foot,,,"[97.7, 40.8]",,Ground Pass,,10.500476,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,,,1,Regular Play,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,6,Stade de Reims,156,"['95cb277a-b893-44f9-93f1-d0af0e09bb07', 'e55fe5f4-a177-4126-af99-42fca6cb6006']",48,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:48.331,Pass,
,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,e55fe5f4-a177-4126-af99-42fca6cb6006,110,,"[22.4, 39.3]",3901174,1,,,,,-0.31628612,,Left Foot,,,"[33.4, 35.7]",,Ground Pass,,11.574109,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,Recovery,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,6,Stade de Reims,156,"['247eb2c1-b2e5-4b51-b1bd-c0023a2c421d', 'df20ffd5-e86e-484a-bb06-4c76e5e48855', 'f53ff6a4-867d-4470-a797-43f740e9d620']",49,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:49.779,Pass,True
,,,,,,,,,,,,,,,,,,,1.713594,,,,,,,,,,,,,baddca08-f125-4b94-b509-b6e0322e7c57,114,,"[34.0, 33.1]",3901174,1,,,,,-1.0017388,,Right Foot,,,"[48.2, 10.9]",,Ground Pass,,26.35299,Incomplete,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,6,Stade de Reims,156,"['3105f1db-c80a-4a71-8541-fab8c996af71', '89d85b45-c1dd-4788-9abd-f698d89ff5d6', 'a4ea2df6-118e-4fb8-8393-d90899b7fcdc']",52,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:52.219,Pass,True
,,,,,,,,,,,,,,,,,,,0.472061,,,,,,,,,,,,,54ad2554-763d-4268-b2fd-4266dabc75fb,119,,"[65.7, 68.0]",3901174,1,,,,,-2.283595,,Right Foot,,,"[60.6, 62.1]",,Ground Pass,,7.798718,,,Antoine Conte,131849.0,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Wing Back,6,Stade de Reims,156,"['c81ea2c7-f668-48a3-99dd-d44a47ee5cfc', 'eb202b5a-0ed1-4c69-8f2e-ead3f6d53ac3']",55,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:55.658,Pass,True
,,,,,,,,,,,,,,,,,,,0.65033,,,,,,,,,,,,,1d128215-9b1e-4dea-93e2-416bd2ef8947,122,,"[61.8, 61.8]",3901174,1,,,,,-0.9048271,,Right Foot,,,"[68.4, 53.4]",,Ground Pass,,10.682696,,,Aly Ndom,7369.0,,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Center Back,6,Stade de Reims,156,['cd6c4083-c5bb-434e-8794-4c662d4a30e4'],56,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:56.612,Pass,
