50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.323997,,,,,,,,,,,2b73ece3-7f70-4c53-9568-ddc9e1c7be42,17,,"[84.1, 5.3]",3900494,0,,,,-2.9472678,,Right Foot,,,"[65.3, 1.6]",,Ground Pass,,19.160637,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Jacques Zoua Daogari,401505.0,Left Center Forward,2,Gazélec Ajaccio,160,['8f75eaeb-4cf9-42bb-a59b-d1376969dc26'],9,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:09.348,Pass,
,,,,,,,,,,,,,,,,2.198638,,,,,,,,,,,052ca4f7-1872-41b0-be77-8850f7650cde,23,,"[76.9, 5.3]",3900494,0,True,,,2.977421,,Left Foot,,,"[43.7, 10.8]",,Ground Pass,,33.65249,,,Jérémie Bréchet,7603.0,,,,,Free Kick,1,From Free Kick,Pablo Jean Antoine Martínez,3207.0,Left Back,3,Gazélec Ajaccio,160,['2412dfbf-a206-4934-9cf2-92c3509f343d'],22,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:22.723,Pass,
,,,,,,,,,,,,,,,,2.16541,,,,,,,,,,,8adccdd8-1435-44aa-b5e0-0cffc56d39f9,25,,"[41.3, 17.0]",3900494,0,,,,2.367867,,Left Foot,,,"[28.3, 29.7]",,Ground Pass,,18.173882,,,Roderic Filippi,7808.0,,,,,,1,From Free Kick,Jérémie Bréchet,7603.0,Left Center Back,3,Gazélec Ajaccio,160,['44240028-5485-448b-9d28-40d46a4d90d5'],25,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:25.399,Pass,
,,,,,,,,,,,,,,,,1.757307,,,,,,,,,,,58cee0fa-3c11-46e1-b4ee-6fad5dda4fd2,28,,"[28.5, 29.7]",3900494,0,,,,-1.4416491,,Right Foot,,,"[31.5, 6.6]",,Ground Pass,,23.293991,,,Jérémie Bréchet,7603.0,,,,,,1,From Free Kick,Roderic Filippi,7808.0,Right Center Back,3,Gazélec Ajaccio,160,['4a1d7e43-42ef-46e0-b3ec-98a92ea45cad'],28,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:28.327,Pass,
,,,,,,,,,,,,,,,,1.987479,,,,,,,,,,,c61cb053-deae-4735-ada3-f4012cfd3a6c,31,,"[31.5, 6.6]",3900494,0,,,,2.3288789,,Left Foot,,,"[13.7, 25.4]",,Ground Pass,,25.889767,,,Clément Maury,401508.0,,,,,,1,From Free Kick,Jérémie Bréchet,7603.0,Left Center Back,3,Gazélec Ajaccio,160,['e8423e3c-e351-4023-a7be-a56a5f6c4de0'],30,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:30.920,Pass,
,,,,,,,,,,,,,,,,2.980754,,,,,,,,,,,b0a4c350-7eda-478e-8efb-05a329e28f02,34,,"[13.7, 26.0]",3900494,0,,,,-0.24109218,,Left Foot,,,"[74.3, 11.1]",,High Pass,,62.40489,,,Jacques Zoua Daogari,401505.0,,,,,,1,From Free Kick,Clément Maury,401508.0,Goalkeeper,3,Gazélec Ajaccio,160,['635e943a-79e9-41cb-adb1-699920950e69'],34,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:34.640,Pass,
,,,,,,,,,,,,,,,,1.757821,,,,,,,,,,,c7fd2443-4a5f-4c6b-b6b5-760298eba19a,36,,"[74.3, 10.8]",3900494,0,,,True,0.52516407,,,,,"[85.0, 17.0]",,High Pass,,12.366487,Incomplete,,Mohamed Larbi,10616.0,,,,,,1,From Free Kick,Jacques Zoua Daogari,401505.0,Left Center Forward,3,Gazélec Ajaccio,160,"['d8d350f3-fcaf-45c3-964b-62d195cf7377', 'd922f5fc-5a2e-4d39-ae08-43ac9f16ade3', 'e0c31908-2560-4719-ac6d-2530c483f60b']",37,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:37.700,Pass,True
,,,,,,,,,,,,,,,,1.487848,,,,,,,,,,,d922f5fc-5a2e-4d39-ae08-43ac9f16ade3,39,,"[35.1, 63.1]",3900494,0,,,,-0.6332099,,Head,,,"[44.5, 56.2]",,High Pass,,11.660618,Incomplete,,Jaroslav Plašil,3150.0,,,,,Recovery,1,From Free Kick,Ludovic Lamine Sané,8385.0,Right Center Back,3,Gazélec Ajaccio,160,"['ba91bcdd-5ee0-4459-98dd-e6d115e0c658', 'c7fd2443-4a5f-4c6b-b6b5-760298eba19a', 'c84d7c19-e4ee-48d3-a9b2-c6f5dd038018']",39,,,,,,,,,,,,,,,,Bordeaux,146,00:00:39.458,Pass,
,,,,,,,,,,,,,,,,1.18245,,,,,,,,,,,b4dfd2f6-77a9-4f11-9739-df4c5e89aed6,44,,"[74.9, 26.2]",3900494,0,,,,-1.2103407,,Right Foot,,,"[79.8, 13.2]",,Ground Pass,,13.892804,,,Mohamed Larbi,10616.0,,,,,,1,From Free Kick,Damjan Đoković,31911.0,Left Center Midfield,3,Gazélec Ajaccio,160,['adfa4818-8d4a-48e7-805e-dc55e20eab59'],42,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:42.150,Pass,
,,,,,,,,,,,,,,,,1.309148,,,,,,,,,,,2f5474c0-933d-48fb-b17c-2f7684aeffba,47,,"[79.8, 13.2]",3900494,0,,,,-0.48216403,,Right Foot,,,"[90.5, 7.6]",,Ground Pass,,12.076838,,,Jacques Zoua Daogari,401505.0,,,,,,1,From Free Kick,Mohamed Larbi,10616.0,Center Attacking Midfield,3,Gazélec Ajaccio,160,['370c3194-5a04-4148-b395-6611bbf60580'],43,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:43.373,Pass,
,,,,,,,,,,,,,,,,0.740928,,,,,,,,,,,6ea14db7-9c4f-4629-8b00-e6250b5dd5a0,50,,"[97.2, 5.9]",3900494,0,,,,2.211753,f6cb589b-95a2-49bb-9c95-2982e02ff65b,Left Foot,,,"[87.8, 18.5]",,Ground Pass,,15.720051,,,Mohamed Larbi,10616.0,True,,,,,1,From Free Kick,Jacques Zoua Daogari,401505.0,Left Center Forward,3,Gazélec Ajaccio,160,['237fb86d-ff1a-409c-835d-2f5d65882ee0'],44,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:44.874,Pass,
,,,,,,,,,,,,,,,,1.070133,,,,,,,,,,,09d48386-5ec4-4cc8-b463-ab7653976e1d,55,,"[30.4, 60.7]",3900494,1,True,,,-0.62253433,,Drop Kick,,,"[55.2, 42.9]",,High Pass,,30.52671,,,Clément Chantôme,7552.0,,,,,,1,From Keeper,Cédric Carrasso,40533.0,Goalkeeper,4,Bordeaux,146,['02f0c57d-29bb-407f-bef9-885628e09563'],12,,,,,,,,,,,,,,,,Bordeaux,146,00:01:12.512,Pass,
,,,,,,,,,,,,,,,,0.99621,,,,,,,,,,,9460fbfa-b0e4-4c39-965b-c0ffdc39d0c8,58,,"[68.1, 80.0]",3900494,1,,,,-0.827797,,,,,"[76.0, 71.4]",,Low Pass,,11.677756,,,Amos Youga,7389.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,5,Gazélec Ajaccio,160,['87bccf00-7367-4693-9e43-0bd84d1e9765'],24,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:24.361,Pass,
,,,,,,,,,,,,,,,,1.259141,,,,,,,,,,,d693bc2e-cc2e-4fa1-8319-f2c426ee9b84,62,,"[75.6, 72.0]",3900494,1,,,,2.8104966,,Right Foot,,,"[69.2, 74.2]",,Ground Pass,,6.7675695,,,Alexandre Coeff,7428.0,,,,,,1,From Throw In,Amos Youga,7389.0,Right Center Midfield,5,Gazélec Ajaccio,160,['238f4608-f4e4-49ce-aa93-2937a6b31f82'],25,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:25.437,Pass,
,,,,,,,,,,,,,,,,0.758524,,,,,,,,,,,c07f2e53-c1e8-410f-9348-9424a4629a4b,65,,"[76.9, 71.6]",3900494,1,,,,0.2824509,,Right Foot,,,"[105.5, 79.9]",,Ground Pass,,29.780027,Out,,Grégory Pujol,401506.0,,,,,,1,From Throw In,Alexandre Coeff,7428.0,Right Back,5,Gazélec Ajaccio,160,['a8d2542c-591f-4e19-87b1-abfd45cdc9b8'],28,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:28.017,Pass,
,,,,,,,,,,,,,,,,1.219753,,,,,,,,,,,b4db46ae-96a0-4f82-843e-533fdaf941c7,67,,"[13.5, 0.1]",3900494,1,,,,0.2992463,,,,,"[32.3, 5.9]",,High Pass,,19.674349,,,Henri Saivet,5110.0,,,,,Throw-in,1,From Throw In,Maxime Poundjé,4442.0,Left Back,6,Bordeaux,146,['d4e36039-dccf-4bfe-b9c5-39df2e163b8e'],43,,,,,,,,,,,,,,,,Bordeaux,146,00:01:43.943,Pass,
,,,,,,,,,,,,,,,,1.214405,,,,,,,,,,,59fec5ed-a2f5-4af5-a3af-62166806f775,69,,"[32.3, 5.9]",3900494,1,,,,0.034708276,,Head,,,"[46.7, 6.4]",,High Pass,,14.408678,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,From Throw In,Henri Saivet,5110.0,Left Wing,6,Bordeaux,146,"['1bb52efd-4489-497d-9674-ba74128d1948', 'd3272751-fa90-4efc-8bc9-c1811f7e25c2']",45,,,,,,,,,,,,,,,,Bordeaux,146,00:01:45.162,Pass,
,,,,,,,,,,,,,,,,2.569665,,,,,,,,,,,d3272751-fa90-4efc-8bc9-c1811f7e25c2,71,,"[73.4, 73.7]",3900494,1,,,,0.20333609,,Right Foot,,,"[102.5, 79.7]",,High Pass,,29.712118,Out,,Grégory Pujol,401506.0,,,,,Recovery,1,From Throw In,David Ducourtioux,401509.0,Center Defensive Midfield,6,Bordeaux,146,"['59fec5ed-a2f5-4af5-a3af-62166806f775', '5a25fd83-8274-4b85-a7cc-4459ebd96329']",46,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:46.377,Pass,
,,,,,,,,,,,,,,,,1.741431,,,,,,,,,,,6f7657a8-9c47-4949-8f65-5cd077e5cacb,73,,"[16.1, 0.1]",3900494,2,,,,0.44773382,,,,,"[31.3, 7.4]",,High Pass,,16.862087,Incomplete,,Henri Saivet,5110.0,,,,,Throw-in,1,From Throw In,Maxime Poundjé,4442.0,Left Back,7,Bordeaux,146,"['a04f170e-9c20-465c-82c7-3e0b39afd6a0', 'a08a4448-d8e9-4a89-923c-7a55f8111009']",8,,,,,,,,,,,,,,,,Bordeaux,146,00:02:08.073,Pass,
,,,,,,,,,,,,,,,,2.869019,,,,,,,,,,,a08a4448-d8e9-4a89-923c-7a55f8111009,75,,"[88.8, 72.7]",3900494,2,,,,-0.6274333,,Head,,,"[101.9, 63.2]",,High Pass,,16.182089,Incomplete,,Grégory Pujol,401506.0,,,,,Recovery,1,From Throw In,Alexandre Coeff,7428.0,Right Back,7,Bordeaux,146,"['1925c8db-493b-4ec1-86c4-66f7f98b29e9', '6f7657a8-9c47-4949-8f65-5cd077e5cacb', 'a9507788-d4ed-41c0-9f23-3bcfc5bc6b2b']",9,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:09.815,Pass,
,,,,,,,,,,,,,,,,2.6977,,,,,,,,,,,a9507788-d4ed-41c0-9f23-3bcfc5bc6b2b,77,,"[18.2, 16.9]",3900494,2,,,,-0.7914956,,Left Foot,,,"[34.5, 0.4]",,High Pass,,23.193533,Out,,Henri Saivet,5110.0,,,,,Recovery,1,From Throw In,Nicolas Pallois,3256.0,Left Center Back,7,Bordeaux,146,"['615cb477-0606-4c73-a0a7-1e4fba517fb6', 'a08a4448-d8e9-4a89-923c-7a55f8111009']",12,,,,,,,,,,,,,,,,Bordeaux,146,00:02:12.684,Pass,
,,,,,,,,,,,,,,,,1.418562,,,,,,,,,,,22991c1f-cc6d-4ad4-989a-52a039da7d25,79,,"[88.6, 80.0]",3900494,2,,,,-1.5866053,,,,,"[88.2, 54.7]",,High Pass,,25.303162,,,Damjan Đoković,31911.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,8,Gazélec Ajaccio,160,['8009d9f4-3f22-4542-b2dd-98d2947269eb'],34,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:34.627,Pass,
,,,,,,,,,,,,,,,,1.37757,,,,,,,,,,,79e66e11-2e31-4f07-838a-7ced2638f5a8,82,,"[88.2, 54.7]",3900494,2,,,,-0.37632814,,Right Foot,,,"[100.6, 49.8]",,High Pass,,13.333041,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Throw In,Damjan Đoković,31911.0,Left Center Midfield,8,Gazélec Ajaccio,160,"['960bb763-3da7-4029-b77e-d89b3fb01b12', 'ed68c018-f0ee-4ddf-bd15-865608835484']",36,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:36.126,Pass,
,,,,,,,,,,,,,,,,2.399731,,,,,,,,,,,f6d9b1c1-8c2e-4383-863f-df23f36d9b13,87,,"[79.6, 72.0]",3900494,2,,,,-2.4259996,,Left Foot,,,"[46.7, 43.4]",,Ground Pass,,43.593235,,,Jérémie Bréchet,7603.0,,,,,Recovery,1,From Throw In,Alexandre Coeff,7428.0,Right Back,8,Gazélec Ajaccio,160,['fe6a7c23-56f1-4c89-a1bb-94a86d01e65a'],42,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:42.290,Pass,
,,,,,,,,,,,,,,,,2.870616,,,,,,,,,,,a43e7cc1-e33e-423a-b545-3a8c7de0fbab,91,,"[47.1, 42.9]",3900494,2,,,,-2.9787128,,Right Foot,,,"[18.5, 38.2]",,Ground Pass,,28.983616,,,Clément Maury,401508.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,8,Gazélec Ajaccio,160,"['978072d0-beab-41a2-ad34-8839bf4ee9a5', 'ac90a300-9bca-4581-8f22-bd1301e39e12']",45,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:45.732,Pass,True
,,,,,,,,,,,,,,,,3.519493,,,,,,,,,,,779c5065-5aed-480f-a9bc-634d65426272,94,,"[20.4, 34.6]",3900494,2,,,,-0.107361846,,Left Foot,,,"[93.7, 26.7]",,High Pass,,73.72449,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Throw In,Clément Maury,401508.0,Goalkeeper,8,Gazélec Ajaccio,160,"['0948ad88-44a2-469b-9a68-51ae839706a7', 'b8acf8b1-5e54-4b9f-9190-d3dbf1f3fa77']",50,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:50.968,Pass,
,,,,,,,,,,,,,,,,1.943582,,,,,,,,,,,b8acf8b1-5e54-4b9f-9190-d3dbf1f3fa77,97,,"[26.4, 53.4]",3900494,2,,,True,-0.27490985,,,,,"[53.7, 45.7]",,Low Pass,,28.36512,,,Diego Alejandro Rolan Silva,6739.0,,,,,Recovery,1,From Counter,Ludovic Lamine Sané,8385.0,Right Center Back,9,Bordeaux,146,"['20bf5a2c-6eaa-4b9a-9f6b-70f43f606918', '779c5065-5aed-480f-a9bc-634d65426272', 'a0225ac0-3faf-4f3c-b159-921ec279e45f']",54,,,,,,,,,,,,,,,,Bordeaux,146,00:02:54.488,Pass,True
,,,,,,,,,,,,,,,,1.303804,,,,,,,,,,,954ae9c6-92e6-44f7-ab84-69f85a51f49a,101,,"[53.7, 45.7]",3900494,2,,,,0.5649044,,Right Foot,,,"[60.8, 50.2]",,Ground Pass,,8.405951,,,Jaroslav Plašil,3150.0,,,,,,1,From Counter,Diego Alejandro Rolan Silva,6739.0,Center Forward,9,Bordeaux,146,['bbcaa9f4-50a9-4b42-95e0-05aaf7935526'],56,,,,,,,,,,,,,,,,Bordeaux,146,00:02:56.461,Pass,
,,,,,,,,,,,,,,,,1.797253,,,,,,,,,,,1128f668-2e2f-4a58-b1a1-a856d875d032,104,,"[64.6, 51.9]",3900494,2,,,,0.20030761,,Right Foot,,,"[97.6, 58.6]",,Ground Pass,,33.673283,Pass Offside,,Diego Alejandro Rolan Silva,6739.0,,,Through Ball,True,,1,From Counter,Jaroslav Plašil,3150.0,Right Wing,9,Bordeaux,146,['5132d4ad-a868-44ac-b430-8302b09b2019'],58,,,,,,,,,,,,,,,,Bordeaux,146,00:02:58.135,Pass,
,,,,,,,,,,,,,,,,3.091186,,,,,,,,,,,6759813b-4fca-4fcc-8bc5-95ba00617619,106,,"[41.6, 21.5]",3900494,3,,,,0.7853982,,Left Foot,,,"[92.5, 72.4]",,High Pass,,71.98347,,,Alexandre Coeff,7428.0,,True,,,Free Kick,1,From Free Kick,Clément Maury,401508.0,Goalkeeper,10,Gazélec Ajaccio,160,['060e26f0-b171-4550-aa1d-55949f378bdd'],14,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:14.154,Pass,
,,,,,,,,,,,,,,,,1.518003,,,,,,,,,,,61ac0317-f224-42bb-9840-37a396d4d08f,110,,"[22.5, 0.1]",3900494,3,,,,0.25546214,,,,,"[51.6, 7.7]",,High Pass,,30.07607,Incomplete,,Henri Saivet,5110.0,,,,,Throw-in,1,From Throw In,Maxime Poundjé,4442.0,Left Back,11,Bordeaux,146,"['7d23a49d-4177-41b0-8cc3-84d417946ed0', '8f66936d-0fe6-45a8-a2ce-e7063041646c']",30,,,,,,,,,,,,,,,,Bordeaux,146,00:03:30.503,Pass,
,,,,,,,,,,,,,,,,0.872085,,,,,,,,,,,8f66936d-0fe6-45a8-a2ce-e7063041646c,112,,"[68.5, 72.4]",3900494,3,,,,-0.9192091,,Head,,,"[73.0, 66.5]",,Low Pass,,7.420243,Incomplete,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,Amos Youga,7389.0,Right Center Midfield,11,Bordeaux,146,"['0c79dae0-4dac-42ad-a451-2e81bb63dbc8', '61ac0317-f224-42bb-9840-37a396d4d08f', '8fe154e3-ae53-4cfe-a5bb-a8d093c68d30']",32,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:32.021,Pass,
