ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,4.165059,,,,,,,,,,,,,21912e53-5619-4efa-9e40-100cf9f45923,16,,"[79.8, 54.2]",3900600,0,,,,True,-0.1466665,,,,,,"[106.2, 50.3]",High Pass,,26.686514,Incomplete,,,,,,,,,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,"['276b1632-7d37-4210-926b-9e204f42c14c', 'ac5014e0-0860-4241-b870-61a371e3c346']",11,,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.246,Pass,True
,,,,,,,,,,,,,3.508184,,,,,,,,,,,,,6e256e6d-0cfe-4c55-95dd-198080fccdf6,19,,"[14.8, 35.1]",3900600,0,,,,,0.042527534,,Drop Kick,,,,"[75.9, 37.7]",High Pass,,61.155293,Incomplete,,Yassine Benzia,3673.0,,,,,,1,From Kick Off,Vincent Enyeama,40484.0,Goalkeeper,2,Marseille,147,"['2636bc53-f63a-4f3f-a977-a726761f5869', '63f13c23-6f55-4679-9ec1-82355c984eee']",23,,,,,,,,,,,,,,,,,,Lille,143,00:00:23.588,Pass,
,,,,,,,,,,,,,1.892063,,,,,,,,,,,,,63f13c23-6f55-4679-9ec1-82355c984eee,21,,"[44.2, 42.4]",3900600,0,,,,True,-0.23281382,,,,,,"[63.6, 37.8]",High Pass,,19.937904,Incomplete,,,,,,,,Recovery,1,From Kick Off,Lucas Silva Borges,25199.0,Left Defensive Midfield,2,Marseille,147,"['0a29699d-145d-4368-9ed9-1490d01fc5ab', '6e256e6d-0cfe-4c55-95dd-198080fccdf6', 'd69b017e-8718-4a74-b867-5914722eb9a7']",27,,,,,,,,,,,,,,,,,,Marseille,147,00:00:27.096,Pass,True
,,,,,,,,,,,,,1.854647,,,,,,,,,,,,,d69b017e-8718-4a74-b867-5914722eb9a7,23,,"[56.5, 42.3]",3900600,0,,,,,-0.4069708,,Head,,,,"[68.1, 37.3]",Low Pass,,12.631706,Incomplete,,Yassine Benzia,3673.0,,,,,Recovery,1,From Kick Off,Ibrahim Amadou,11332.0,Center Defensive Midfield,2,Marseille,147,"['34007a6d-779b-4450-a092-136d5ef6a7f1', '63f13c23-6f55-4679-9ec1-82355c984eee', 'c4d2daeb-c02e-4bcf-b0d8-d8184ccbb4d0']",28,,,,,,,,,,,,,,,,,,Lille,143,00:00:28.988,Pass,
,,,,,,,,,,,,,0.308473,,,,,,,,,,,,,1f51547b-2219-4a68-8b93-1d0c8c0c0b63,27,,"[72.5, 29.8]",3900600,0,,,,,-2.3961732,,Left Foot,,,,"[69.9, 27.4]",Ground Pass,,3.5383613,Incomplete,,Mounir Obbadi,40697.0,,,,,Recovery,1,From Kick Off,Éric Bauthéac,40486.0,Left Wing,2,Marseille,147,"['607403c8-1c7c-40fd-b785-f4a4ea5eb710', 'd8cd5954-f8c3-4eaa-8881-ac931bfaf9f8']",31,,,,,,,,,,,,,,,,,,Lille,143,00:00:31.986,Pass,
,,,,,,,,,,,,,0.90993,,,,,,,,,,,,,8fc4a30a-896c-4aab-be57-ffe72a71df97,31,,"[53.0, 58.8]",3900600,0,,,,,2.4980915,,Right Foot,,,,"[43.8, 65.7]",Ground Pass,,11.5,,,Brice Dja Djédjé,7857.0,,,,,Recovery,1,From Kick Off,Bouna Sarr,4351.0,Right Wing,2,Marseille,147,['467d8cfd-5364-4017-9b6e-2ac16f581dcb'],33,,,,,,,,,,,,,,,,,,Marseille,147,00:00:33.804,Pass,
,,,,,,,,,,,,,1.097574,,,,,,,,,,,,,5c431aa4-631e-4f3f-ab23-7af994c5748e,38,,"[42.9, 70.4]",3900600,0,,True,,,-2.7318347,,Right Foot,,,,"[33.0, 66.1]",Ground Pass,,10.793516,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,Free Kick,1,From Free Kick,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['0caf2927-2b39-4f06-877f-0b56de02a73d'],48,,,,,,,,,,,,,,,,,,Marseille,147,00:00:48.973,Pass,
,,,,,,,,,,,,,2.462967,,,,,,,,,,,,,22842f27-346a-4f85-9beb-e50bce80d3e2,40,,"[33.0, 66.1]",3900600,0,,,,,-1.6901307,,Right Foot,,,,"[28.0, 24.4]",Ground Pass,,41.99869,,,Rolando Jorge Pires da Fonseca,19813.0,,True,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['d7a996ea-79be-46b6-b6f2-fbab2cce7701'],51,,,,,,,,,,,,,,,,,,Marseille,147,00:00:51.128,Pass,
,,,,,,,,,,,,,1.725442,,,,,,,,,,,,,2370396b-8599-40f7-9dd4-635f722e62c1,43,,"[28.6, 24.4]",3900600,0,,,,,-0.8427371,,Right Foot,,,,"[44.2, 6.9]",Ground Pass,,23.443762,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['c466986c-3f41-49b1-b99d-e23a00820c7d'],54,,,,,,,,,,,,,,,,,,Marseille,147,00:00:54.326,Pass,
,,,,,,,,,,,,,1.404563,,,,,,,,,,,,,3cf908ee-ba31-4b20-943a-ac0760967121,46,,"[45.9, 6.9]",3900600,0,,,,,2.4575999,,Left Foot,,,,"[30.2, 19.7]",Ground Pass,,20.256603,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Free Kick,Javier Manquillo Gaitán,3075.0,Left Back,3,Marseille,147,['41ec587a-b0fb-4ce8-9fe0-1cbf64e87a2b'],57,,,,,,,,,,,,,,,,,,Marseille,147,00:00:57.737,Pass,
,,,,,,,,,,,,,1.185559,,,,,,,,,,,,,b1fb4224-dd67-4d5b-bae5-28609033edc2,49,,"[26.9, 23.6]",3900600,1,,,,,1.0975949,,Right Foot,,,,"[39.7, 48.6]",Ground Pass,,28.086296,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['4cbb262e-48c6-4d56-a058-3c06631413b6'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:01:00.961,Pass,
,,,,,,,,,,,,,1.348818,,,,,,,,,,,,,bfd481c1-1d47-47eb-b6ae-56369ea40b5b,52,,"[39.7, 48.6]",3900600,1,,,,,-1.9402921,,Right Foot,,,,"[33.0, 31.3]",Ground Pass,,18.55209,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['093f59ba-7f0e-4b9a-b345-25c19c7a312c'],4,,,,,,,,,,,,,,,,,,Marseille,147,00:01:04.360,Pass,
,,,,,,,,,,,,,2.824126,,,,,,,,,,,,,59751031-ac3b-4dd6-8ed5-59cddb96692a,55,,"[42.7, 40.2]",3900600,1,,,,,0.43921965,,Left Foot,,,,"[89.1, 62.0]",High Pass,,51.265972,,,Bouna Sarr,4351.0,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['05e62718-aacf-499b-bfda-26dbbfdb8b29'],8,,,,,,,,,,,,,,,,,,Marseille,147,00:01:08.265,Pass,
,,,,,,,,,,,,,2.933362,,,,,,,,,,,,,7e251465-11f4-4d5b-9fb4-d3624325094e,58,,"[89.1, 62.0]",3900600,1,,,,True,0.3167001,,,,,,"[112.9, 69.8]",High Pass,,25.045559,,,Rémy Cabella,3420.0,,,,,,1,From Free Kick,Bouna Sarr,4351.0,Right Wing,3,Marseille,147,"['48983073-3188-4b71-9353-47bd260a78fa', 'c090a73f-e3e3-487e-a72a-ed498890bbeb']",11,,,,,,,,,,,,,,,,,,Marseille,147,00:01:11.129,Pass,True
,,,,,,,,,,,,,1.22422,,,,,,,,,,,,,9902805b-8bb9-4999-9e65-a80cde0a6738,61,,"[112.9, 69.8]",3900600,1,,,,,-1.7419449,,Right Foot,,,,"[110.1, 53.6]",Ground Pass,,16.440195,Incomplete,,Bouna Sarr,4351.0,,,,,,1,From Free Kick,Rémy Cabella,3420.0,Center Attacking Midfield,3,Marseille,147,"['86bf7430-6189-48c9-b946-fbedd849794c', 'f71e4a28-d7f3-49cf-af66-ce8ca6cba9a7']",14,,,,,,,,,,,,,,,,,,Marseille,147,00:01:14.183,Pass,
,,,,,,,,,,,,,0.77237,,,,,,,,,,,,,5bbaf2e9-85b3-43fd-86c8-5179fdd543f5,71,,"[70.3, 80.0]",3900600,1,,,,,-1.6495802,,,,,,"[69.7, 72.4]",Low Pass,,7.623647,,,Mauricio Aníbal Isla Isla,18874.0,,,,,Throw-in,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,4,Marseille,147,['d0d821d5-3405-48dd-8450-e29429663efe'],31,,,,,,,,,,,,,,,,,,Marseille,147,00:01:31.388,Pass,
,,,,,,,,,,,,,0.671621,,,,,,,,,,,,,2bc7d0c1-a5c4-4314-8971-9c88dd53871c,74,,"[68.6, 72.6]",3900600,1,,,,,1.4100336,,Right Foot,,,,"[69.2, 76.3]",Low Pass,,3.748333,,,Brice Dja Djédjé,7857.0,,,,,,1,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,4,Marseille,147,"['df44f5c5-00a7-4b08-b123-05684a518d08', 'fbbc1695-c027-44d2-a061-173775515b29']",32,,,,,,,,,,,,,,,,,,Marseille,147,00:01:32.240,Pass,True
,,,,,,,,,,,,,0.867154,,,,,,,,,,,,,a7869a25-a09a-4bec-b864-d73459276a45,78,,"[58.0, 75.2]",3900600,1,,,,,-3.0290756,,Right Foot,,,,"[40.3, 73.2]",Ground Pass,,17.812635,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,4,Marseille,147,['31d93fcf-a9cf-4c97-80d9-952ea6c4cd7c'],35,,,,,,,,,,,,,,,,,,Marseille,147,00:01:35.015,Pass,
,,,,,,,,,,,,,3.214226,,,,,,,,,,,,,7e50f724-e42c-437e-b3bf-4ebe6a2dd29b,81,,"[31.5, 61.4]",3900600,1,,,,,-1.3374573,,Right Foot,,,,"[36.8, 39.1]",Ground Pass,,22.92117,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,4,Marseille,147,['fb5d2b7e-d765-418e-aa5f-9b88d4d262ea'],38,,,,,,,,,,,,,,,,,,Marseille,147,00:01:38.118,Pass,
,,,,,,,,,,,,,0.991931,,,,,,,,,,,,,9954afec-1769-4ce8-8485-7faf7f72a073,84,,"[47.2, 34.2]",3900600,1,,,,,-2.2804775,,Right Foot,,,,"[40.5, 26.4]",Ground Pass,,10.28251,,,Lucas Silva Borges,25199.0,,,,,,1,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,4,Marseille,147,['008363f2-8fd5-4c95-a806-9233f9d93479'],43,,,,,,,,,,,,,,,,,,Marseille,147,00:01:43.981,Pass,
,,,,,,,,,,,,,2.825053,,,,,,,,,,,,,8b7e3ea0-7461-43ee-9202-306e71464404,87,,"[33.8, 26.4]",3900600,1,,,,,2.3892612,,Right Foot,,,,"[13.5, 45.4]",Ground Pass,,27.804497,,,Yohann Pelé,4432.0,,,,,,1,From Throw In,Lucas Silva Borges,25199.0,Left Defensive Midfield,4,Marseille,147,['98f86d2a-460e-40f6-a907-29767a257e79'],46,,,,,,,,,,,,,,,,,,Marseille,147,00:01:46.366,Pass,
,,,,,,,,,,,,,1.609407,,,,,,,,,,,,,869ec40d-9a46-462d-a11d-5c1a41e63031,90,,"[13.3, 41.1]",3900600,1,,,,,-0.5088296,,Right Foot,,,,"[28.0, 32.9]",Ground Pass,,16.832409,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Throw In,Yohann Pelé,4432.0,Goalkeeper,4,Marseille,147,['abe36933-0356-47e8-826b-7dbf987afdc3'],51,,,,,,,,,,,,,,,,,,Marseille,147,00:01:51.633,Pass,
,,,,,,,,,,,,,1.172159,,,,,,,,,,,,,e7a64ba0-7d2e-4b7a-b381-ca12b5d15b44,93,,"[28.0, 32.9]",3900600,1,,,,,-0.61873436,,Right Foot,,,,"[40.5, 24.0]",Ground Pass,,15.344706,,,Lucas Silva Borges,25199.0,,,,,,1,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,4,Marseille,147,['440c7fb2-45fa-41d5-b7a3-b5bab95edbf8'],54,,,,,,,,,,,,,,,,,,Marseille,147,00:01:54.452,Pass,
,,,,,,,,,,,,,1.382281,,,,,,,,,,,,,ce300a6d-6696-44df-843f-c7792e8210fd,96,,"[45.5, 21.0]",3900600,1,,,,,-1.0531974,,Right Foot,,,,"[57.4, 0.1]",Ground Pass,,24.050364,Out,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Throw In,Lucas Silva Borges,25199.0,Left Defensive Midfield,4,Marseille,147,['bcad5846-425d-41bd-8491-b57797c3af59'],57,,,,,,,,,,,,,,,,,,Marseille,147,00:01:57.728,Pass,
,,,,,,,,,,,,,1.36448,,,,,,,,,,,,,232120dd-7373-4134-984b-0272732e7515,98,,"[67.3, 80.0]",3900600,2,,,,,-0.33205947,,,,,,"[78.9, 76.0]",High Pass,,12.270289,Incomplete,,Sofiane Boufal,3625.0,,,,,Throw-in,1,From Throw In,Sébastien Corchia,6716.0,Right Back,5,Lille,143,"['5d356f5d-aa8a-47a0-9b11-1f3d4107b766', 'c047f965-5d19-4c21-9309-ea6f9ac25be5']",12,,,,,,,,,,,,,,,,,,Lille,143,00:02:12.564,Pass,
,,,,,,,,,,,,,1.990733,,,,,,,,,,,,,763d6682-67d1-458d-b04e-1326c69b43f1,102,,"[43.3, 6.7]",3900600,2,,,,,0.08843865,,Right Foot,,,,"[63.6, 8.5]",High Pass,,20.379646,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,Recovery,1,From Throw In,Lucas Silva Borges,25199.0,Left Defensive Midfield,5,Lille,143,"['17811bd9-60ea-4d3b-9338-992891914264', 'd8c0ba72-fe6a-4fca-b48c-25b997603548']",14,,,,,,,,,,,,,,,,,,Marseille,147,00:02:14.732,Pass,
,,,,,,,,,,,,,3.652728,,,,,,,,,,,,,17811bd9-60ea-4d3b-9338-992891914264,105,,"[56.5, 71.6]",3900600,2,,,,True,-0.4056015,,,,,,"[73.5, 64.3]",High Pass,,18.501081,Incomplete,,Rio Antonio Zoba Mavuba,40522.0,,,,,Recovery,1,From Throw In,Renato Civelli,29057.0,Right Center Back,5,Lille,143,"['00e2fa27-0536-4d7c-817b-e45e95c478a9', '2e17a8b3-5a78-4e02-a44d-fa4b210c0889', '763d6682-67d1-458d-b04e-1326c69b43f1', 'd82d7031-4371-42cb-90d1-fc8a01ab7908']",16,,,,,,,,,,,,,,,,,,Lille,143,00:02:16.723,Pass,True
,,,,,,,,,,,,,0.985403,,,,,,,,,,,,,d73fa7d2-a801-4354-bf96-43b6e31f8fea,113,,"[36.4, 24.2]",3900600,2,,,,,2.1112158,,Right Foot,,,,"[30.4, 34.2]",Ground Pass,,11.661903,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,6,Marseille,147,['c3bca0d2-9903-418b-80c0-84bd86d402a2'],22,,,,,,,,,,,,,,,,,,Marseille,147,00:02:22.886,Pass,
,,,,,,,,,,,,,1.233429,,,,,,,,,,,,,0a4e6764-e031-48a5-8307-1283c7e25059,116,,"[27.3, 35.2]",3900600,2,,,,,1.5269996,,Right Foot,,,,"[28.4, 60.3]",Ground Pass,,25.124092,,,Brice Dja Djédjé,7857.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,6,Marseille,147,['523b9446-14ce-4f34-8f58-65043b056eb4'],24,,,,,,,,,,,,,,,,,,Marseille,147,00:02:24.859,Pass,
,,,,,,,,,,,,,3.836652,,,,,,,,,,,,,6a4bf0bc-b855-4d10-8bc2-cb501be69b21,119,,"[31.0, 61.8]",3900600,2,,,,,-0.11700695,,Right Foot,,,,"[88.0, 55.1]",High Pass,,57.39242,Incomplete,,Bouna Sarr,4351.0,,,,,,1,Regular Play,Brice Dja Djédjé,7857.0,Right Back,6,Marseille,147,"['1877dbd9-35ec-4e00-b582-3013a6c9fa54', '4ad40e5d-b0c8-4d22-9e8e-d7c3441cb916']",26,,,,,,,,,,,,,,,,,,Marseille,147,00:02:26.932,Pass,
,,,,,,,,,,,,,1.592637,,,,,,,,,,,,,bd29e404-70d1-4fd6-bc2b-1de2f63107ad,124,,"[22.1, 12.0]",3900600,2,,,,,-1.198527,,Left Foot,,,,"[26.2, 1.5]",Ground Pass,,11.272089,Out,,Benjamin Pavard,5476.0,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,6,Marseille,147,"['351c80bc-1bd3-43a7-93ed-631edb7ba759', 'ad52b91f-cbfe-4337-86d2-b1e1295597af']",32,,,,,,,,,,,,,,,,,,Lille,143,00:02:32.177,Pass,True
,,,,,,,,,,,,,0.96589,,,,,,,,,,,,,d9cd5f6f-209b-4c6f-aa71-f9a7663f3c6a,126,,"[93.0, 80.0]",3900600,2,,,,,-1.9325255,,,,,,"[90.2, 72.6]",Low Pass,,7.9120164,,,Rémy Cabella,3420.0,,,,,Throw-in,1,From Throw In,Bouna Sarr,4351.0,Right Wing,7,Marseille,147,['8cf9f756-105b-4010-8296-8ae50eda08cd'],35,,,,,,,,,,,,,,,,,,Marseille,147,00:02:35.913,Pass,
