bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.550921,,,,,,,,,,,,,,,7e8beb31-6df7-432b-9ea3-2db17f2ae25a,22,,"[16.4, 61.4]",3901230,0,,,,,0.04542328,,Right Foot,,,,"[23.0, 61.7]",,Ground Pass,,6.606815,,,,,Alexander Djiku,2989.0,,,,,,1,From Kick Off,Gilles Cioni,40517.0,Right Wing Back,2,Gazélec Ajaccio,160,"['4c61b692-0f50-4ab7-bc9d-c2d36198ef62', '659483a3-5075-4377-8a1c-d2f3f353dab9']",11,,,,,,,,,,,,,,,,,Bastia,2736,00:00:11.668,Pass,True
,,,,,,,,,,,,,,,,1.066846,,,,,,,,,,,,,,,b849281d-052d-4fc6-91fc-e12e0970ee7b,26,,"[28.1, 63.8]",3901230,0,,,,,1.0062269,,Right Foot,,,,"[35.7, 75.8]",,Ground Pass,,14.204225,,,Incomplete,,François Kamano,3405.0,,,,,,1,From Kick Off,Alexander Djiku,2989.0,Right Center Back,2,Gazélec Ajaccio,160,"['0f4f8838-8091-4e77-9182-2959500bd3f0', '7604dfc1-b388-4793-a10c-e1cf2f62eff8', 'b14a46e0-ee05-4602-bd76-15b9b97ebe9f']",13,,,,,,,,,,,,,,,,,Bastia,2736,00:00:13.363,Pass,True
,,,,,,,,,,,,,,,,2.187718,,,,,,,,,,,,,,,06422343-0ad3-4c84-baa9-4b28dbecfa28,30,,"[91.4, 3.0]",3901230,0,,,,,0.9617933,,Left Foot,,,,"[105.0, 22.5]",,High Pass,,23.774145,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Kick Off,Issiaga Sylla,4352.0,Left Back,2,Gazélec Ajaccio,160,"['4e41ddea-2938-472d-b964-75dbd7a9ba4b', 'ec53cf91-592d-4cb9-987f-d77674149eee']",15,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:15.612,Pass,
,,,,,,,,,,,,,,,,2.067968,,,,,,,,,,,,,,,ec53cf91-592d-4cb9-987f-d77674149eee,33,,"[15.1, 57.6]",3901230,0,,,,True,1.5350972,,,,,,"[15.6, 71.6]",,Low Pass,,14.008925,,,,,Gilles Cioni,40517.0,,,,,Recovery,1,Regular Play,Sébastien Squillaci,26481.0,Center Back,3,Bastia,2736,"['06422343-0ad3-4c84-baa9-4b28dbecfa28', '08ee6fd0-76f6-4ac3-b24c-0de3dcb3c140', 'db5e2d85-6cbd-49a1-bd8e-ec69bd670448']",17,,,,,,,,,,,,,,,,,Bastia,2736,00:00:17.800,Pass,True
,,,,,,,,,,,,,,,,0.189321,,,,,,,,,,,,,,,a1e33d5e-deb5-4a60-8dce-79b5ea71c809,36,,"[15.6, 71.6]",3901230,0,,,,,-0.15865526,,Right Foot,,,,"[18.1, 71.2]",,Low Pass,,2.531798,,,Incomplete,,Yannick Cahuzac,4350.0,,,,,,1,Regular Play,Gilles Cioni,40517.0,Right Wing Back,3,Bastia,2736,"['7c31ef28-e753-4560-8712-f481b56df58f', 'd9596643-f997-408d-b590-d11047fd7db1']",20,,,,,,,,,,,,,,,,,Bastia,2736,00:00:20.252,Pass,
,,,,,,,,,,,,,,,,3.040008,,,,,,,,,,,,,,,e7db19ff-0191-48a5-9809-130b45c3d72d,39,,"[10.0, 77.3]",3901230,0,,,,,0.009999666,,Right Foot,,,,"[30.0, 77.5]",,High Pass,,20.001,,,Incomplete,,François Kamano,3405.0,,,,,Recovery,1,Regular Play,Gilles Cioni,40517.0,Right Wing Back,3,Bastia,2736,"['40cb0d1f-7851-437e-bf28-8af7675702a1', 'b759bfdf-3f11-4a92-a3b6-7aab715bd678']",22,,,,,,,,,,,,,,,,,Bastia,2736,00:00:22.063,Pass,
,,,,,,,,,,,,,,,,1.900041,,,,,,,,,,,,,,,82983e3a-6d24-4253-b27b-3c728db7b642,42,,"[42.5, 80.0]",3901230,0,,,,,-0.17398064,,,,,,"[75.5, 74.2]",,High Pass,,33.50582,,,Incomplete,,Floyd Ayité,15689.0,,,,,Throw-in,1,From Throw In,Gilles Cioni,40517.0,Right Wing Back,4,Bastia,2736,"['169d6f14-48f5-4bf5-8359-4b4cf9e09fca', 'c912a1ea-1f23-4033-8d26-2106cce6bf00']",41,,,,,,,,,,,,,,,,,Bastia,2736,00:00:41.978,Pass,
,,,,,,,,,,,,,,,,2.187137,,,,,,,,,,,,,,,169d6f14-48f5-4bf5-8359-4b4cf9e09fca,44,,"[44.6, 5.9]",3901230,0,,,,,-0.039978687,,Head,,,,"[59.6, 5.3]",,High Pass,,15.011995,,,Incomplete,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,Issiaga Sylla,4352.0,Left Back,4,Bastia,2736,"['39d331bb-b379-4699-9d98-6a8e5fd21445', '4503f3ad-dd65-42aa-af03-d754c419bd66', '82983e3a-6d24-4253-b27b-3c728db7b642']",43,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:43.878,Pass,
,,,,,,,,,,,,,,,,1.584873,,,,,,,,,,,,,,,4503f3ad-dd65-42aa-af03-d754c419bd66,47,,"[60.5, 74.8]",3901230,0,,,,True,0.31263226,,,,,,"[70.4, 78.0]",,High Pass,,10.404326,,,,,Floyd Ayité,15689.0,,,,,Recovery,1,From Throw In,Yannick Cahuzac,4350.0,Right Defensive Midfield,4,Bastia,2736,"['169d6f14-48f5-4bf5-8359-4b4cf9e09fca', '3ad22c3e-4249-4df4-aedb-7552f2660b38', 'a949f49e-d91f-495b-8d13-b2cb6e1c4108']",46,,,,,,,,,,,,,,,,,Bastia,2736,00:00:46.065,Pass,True
,,,,,,,,,,,,,,,,1.206096,,,,,,,,,,,,,,,8ce5158a-0964-4a47-a852-1f35eb4368bc,49,,"[70.4, 78.0]",3901230,0,,,,,-2.8357139,,Right Foot,,,,"[62.8, 75.6]",,High Pass,,7.9699435,,,Incomplete,,Yannick Cahuzac,4350.0,,,,,,1,From Throw In,Floyd Ayité,15689.0,Center Forward,4,Bastia,2736,"['3bb896b0-3dc7-452e-83ce-1141aa696b90', '61528bbe-c115-4a77-8d3f-2e86332f36f4']",47,,,,,,,,,,,,,,,,,Bastia,2736,00:00:47.650,Pass,
,,,,,,,,,,,,,,,,0.56162,,,,,,,,,,,,,,,3bb896b0-3dc7-452e-83ce-1141aa696b90,51,,"[57.3, 4.5]",3901230,0,,,,,0.3498556,,Head,,,,"[64.7, 7.2]",,High Pass,,7.877182,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,Recovery,1,From Throw In,Grégory Pujol,401506.0,Right Center Forward,4,Bastia,2736,"['65c34f23-f8fd-4637-aa08-04261285f64a', '8ce5158a-0964-4a47-a852-1f35eb4368bc', 'd1ddcd51-d8fb-4cf5-896e-0883b94fa672']",48,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:48.856,Pass,
,,,,,,,,,,,,,,,,1.65263,,,,,,,,,,,,,,,d1ddcd51-d8fb-4cf5-896e-0883b94fa672,53,,"[55.4, 72.9]",3901230,0,,,,,-2.7711003,,Right Foot,,,,"[43.3, 68.2]",,High Pass,,12.980755,,,Incomplete,,Sébastien Squillaci,26481.0,,,,,Interception,1,From Throw In,Yannick Cahuzac,4350.0,Right Defensive Midfield,4,Bastia,2736,"['01263771-efe4-4c18-93ea-6468f2ffb941', '3bb896b0-3dc7-452e-83ce-1141aa696b90', '3e3cbeb3-5caa-4497-a8ad-a19a459ab761']",49,,,,,,,,,,,,,,,,,Bastia,2736,00:00:49.418,Pass,
,,,,,,,,,,,,,,,,0.670576,,,,,,,,,,,,,,,01263771-efe4-4c18-93ea-6468f2ffb941,56,,"[76.8, 11.9]",3901230,0,,,,,-2.7698836,,Right Foot,,,,"[70.9, 9.6]",,Ground Pass,,6.332456,,,,,Khalid Boutaïb,5726.0,,,,,Recovery,1,Regular Play,Grégory Pujol,401506.0,Right Center Forward,5,Gazélec Ajaccio,160,"['09bd078f-fc82-417a-a0d9-ff9504cc52a7', 'd1ddcd51-d8fb-4cf5-896e-0883b94fa672', 'db6eab36-2341-489b-8119-f7645163cb0e']",51,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:51.070,Pass,True
,,,,,,,,,,,,,,,,1.08843,,,,,,,,,,,,,,,fb2d8759-e398-440f-b6de-d81715323f3e,58,,"[70.8, 9.5]",3901230,0,,,,,2.3127437,,Right Foot,,,,"[65.3, 15.5]",,Ground Pass,,8.13941,,,,,David Ducourtioux,401509.0,,,,,,1,Regular Play,Khalid Boutaïb,5726.0,Left Center Forward,5,Gazélec Ajaccio,160,['b5b40568-0694-484c-b8dc-2c9fa84f612c'],51,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:51.741,Pass,
,,,,,,,,,,,,,,,,3.171141,,,,,,,,,,,,,,,17c25ca0-ecf6-4a92-be5c-7e63c1a96e4f,61,,"[65.3, 15.5]",3901230,0,,,,,-0.2506177,,Left Foot,,,,"[102.8, 5.9]",,High Pass,,38.7093,,,,,Mohamed Larbi,10616.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Right Defensive Midfield,5,Gazélec Ajaccio,160,"['9a06cd9c-2f75-486e-af2f-77b693506144', 'b9d60e37-d4ff-4281-9bde-f73de931a6d6']",52,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:52.829,Pass,True
,,,,,,,,,,,,,,,,1.398965,,,,,,,,,,,,,,,7130f31f-4022-4f9f-9290-002dc864aa9b,64,,"[102.8, 5.9]",3901230,0,,,,,1.323115,650a1ce9-387f-4d53-b2f6-c93d193906a5,Head,,,,"[107.2, 23.3]",,High Pass,,17.947702,,,,,Grégory Pujol,401506.0,True,,,,,1,Regular Play,Mohamed Larbi,10616.0,Left Midfield,5,Gazélec Ajaccio,160,"['73a44a50-7ed2-414d-8dab-7d90e2dbd235', 'a387dfb9-2544-45dd-a6ab-107525c55e87']",56,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:56.044,Pass,True
,,,,,,,,,,,,,,,,3.297729,,,,,,,,,,,,,,,7d964cfd-19de-44c5-a5c6-020bbd435a22,68,,"[7.0, 44.1]",3901230,1,,,,,0.23590861,,Right Foot,,,,"[69.4, 59.1]",,High Pass,,64.17757,,,Incomplete,,Floyd Ayité,15689.0,,,,,Goal Kick,1,From Goal Kick,Jean-Louis Leca,7282.0,Goalkeeper,6,Bastia,2736,"['57b83351-d78c-4412-9998-e873415dd08d', '8ebb17be-8fcb-4f7d-8a47-bfc8bbea02c0']",24,,,,,,,,,,,,,,,,,Bastia,2736,00:01:24.229,Pass,
,,,,,,,,,,,,,,,,2.011342,,,,,,,,,,,,,,,8ebb17be-8fcb-4f7d-8a47-bfc8bbea02c0,71,,"[50.7, 21.0]",3901230,1,,,,True,-1.0788544,,,,,,"[61.9, 0.1]",,High Pass,,23.711811,,,Out,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Goal Kick,Jérôme Le Moigne,401507.0,Left Defensive Midfield,6,Bastia,2736,"['7d964cfd-19de-44c5-a5c6-020bbd435a22', '937aba89-21c6-4bac-a2ac-3284b4d3878a', 'deb94bdf-03f4-4efb-8bf5-b291a4b40b20']",27,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:27.526,Pass,True
,,,,,,,,,,,,,,,,1.241129,,,,,,,,,,,,,,,a68800fe-9ff0-4194-98a4-98a10bb7b310,73,,"[56.5, 80.0]",3901230,1,,,,,-1.539061,,,,,,"[56.9, 67.4]",,Low Pass,,12.606348,,,,,Yannick Cahuzac,4350.0,,,,,Throw-in,1,From Throw In,Gilles Cioni,40517.0,Right Wing Back,7,Bastia,2736,['7747bf65-15cc-477c-939d-80097b26772e'],36,,,,,,,,,,,,,,,,,Bastia,2736,00:01:36.061,Pass,
,,,,,,,,,,,,,,,,1.502073,,,,,,,,,,,,,,,9550ff4c-f97b-4d22-ba9f-ab1b7cc11a3f,76,,"[56.9, 67.4]",3901230,1,,,,,-0.041260973,,Right Foot,,,,"[78.7, 66.5]",,High Pass,,21.81857,,,Incomplete,,François Kamano,3405.0,,,,,,1,From Throw In,Yannick Cahuzac,4350.0,Right Defensive Midfield,7,Bastia,2736,"['41a0ad69-bda9-4e8c-8172-a6aeba25eb46', 'ddf4fbae-0fd7-47e9-958e-7752e10ca5d5']",37,,,,,,,,,,,,,,,,,Bastia,2736,00:01:37.329,Pass,
,,,,,,,,,,,,,,,,2.263374,,,,,,,,,,,,,,,ddf4fbae-0fd7-47e9-958e-7752e10ca5d5,78,,"[41.4, 13.6]",3901230,1,,,,,-0.20749623,,Head,,,,"[54.7, 10.8]",,High Pass,,13.591541,,,Incomplete,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,Jérôme Le Moigne,401507.0,Left Defensive Midfield,7,Bastia,2736,"['794dcad3-9532-43f0-9647-243012b69d04', '9550ff4c-f97b-4d22-ba9f-ab1b7cc11a3f', '98830ca6-870f-4b71-ad22-39cb2b4f21be']",38,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:38.831,Pass,
,,,,,,,,,,,,,,,,2.107882,,,,,,,,,,,,,,,1138927d-400a-495c-bc5f-358848f808ac,88,,"[63.7, 44.1]",3901230,1,,,,,-1.5304142,,Left Foot,,,,"[64.9, 14.4]",,Ground Pass,,29.724232,,,,,Julian Palmieri,4508.0,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Left Defensive Midfield,7,Bastia,2736,['ad066849-9ff5-4c43-b6f4-468df1f8bb71'],46,,,,,,,,,,,,,,,,,Bastia,2736,00:01:46.000,Pass,
,,,,,,,,,,,,,,,,4.326983,,,,,,,,,,,,,,,f8e93a85-76ff-453c-8d48-49577f4263f9,91,,"[75.7, 13.8]",3901230,1,,,,,-0.06720632,,Left Foot,,,,"[117.3, 11.0]",,Ground Pass,,41.694126,,,,,François Kamano,3405.0,,,,,,1,From Throw In,Julian Palmieri,4508.0,Left Wing Back,7,Bastia,2736,['3994f1a7-add0-4fd6-a6f1-0d71faaa1a6d'],49,,,,,,,,,,,,,,,,,Bastia,2736,00:01:49.475,Pass,
,,,,,,,,,,,,,,,,0.305243,,,,,,,,,,,,,,,ad5bf4a0-ce95-4f88-9b88-58e448fc21e7,95,,"[116.8, 4.4]",3901230,1,,,,,1.5011418,,Right Foot,,,,"[117.1, 8.7]",,Ground Pass,,4.3104525,,,Incomplete,,,,,,,,,1,From Throw In,François Kamano,3405.0,Right Wing,7,Bastia,2736,"['2a6c7bdb-aa77-4db6-b7ca-66f328f8a8a1', '74994ece-5ed5-4452-ac33-bfd3f8c190d0']",56,,,,,,,,,,,,,,,,,Bastia,2736,00:01:56.196,Pass,True
,,,,,,,,,,,,,,,,1.491161,,,,,,,,,,,,,,,371da983-06fa-4fd8-897c-45c3f6ea94ec,97,,"[120.0, 0.1]",3901230,2,,,,,1.6480417,,Left Foot,,,,"[117.5, 32.4]",,High Pass,,32.396606,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Axel Ngando,29875.0,Left Wing,8,Bastia,2736,['26588aa7-79b1-4f92-a72b-473ff118cc9e'],53,,,,,,,,,,,,,,,,,Bastia,2736,00:02:53.538,Pass,
,,,,,,,,,,,,,,,,0.500709,,,,,,,,,,,,,,,5a427bef-a7f4-43db-880d-414f0a3029e8,106,,"[98.6, 10.2]",3901230,3,,,,,-3.0082424,,Left Foot,,,,"[90.4, 9.1]",,Ground Pass,,8.273452,,,,,Julian Palmieri,4508.0,,,,,,1,From Corner,Axel Ngando,29875.0,Left Wing,8,Bastia,2736,"['c4d0bd3a-a0cd-45f5-a38d-1ee3759cd5ef', 'fdec62d0-65eb-40c1-a8db-8731f6445f22']",1,,,,,,,,,,,,,,,,,Bastia,2736,00:03:01.392,Pass,True
,,,,,,,,,,,,,,,,1.06437,,,,,,,,,,,,,,,14ae49e9-db2b-414c-8f81-bc19bd848b0a,122,,"[85.5, 4.2]",3901230,3,,,,,1.5907936,,Left Foot,,,,"[85.3, 14.2]",,Ground Pass,,10.002,,,,,Axel Ngando,29875.0,,,,,,1,From Corner,Julian Palmieri,4508.0,Left Wing Back,8,Bastia,2736,"['39a108a7-673a-43af-8227-5f7923e64dd3', '665d3f54-30f8-4620-aac5-1176fbd60444']",7,,,,,,,,,,,,,,,,,Bastia,2736,00:03:07.803,Pass,True
,,,,,,,,,,,,,,,,1.107724,,,,,,,,,,,,,,,763854c8-fad2-4659-b546-a97d2bdfdd07,126,,"[85.9, 24.3]",3901230,3,,,,,1.1715314,,Right Foot,,,,"[98.6, 54.4]",,Low Pass,,32.66956,,,Incomplete,,Floyd Ayité,15689.0,,,,,,1,From Corner,Axel Ngando,29875.0,Left Wing,8,Bastia,2736,"['2c570223-e473-441e-8c5e-f5fee6a3f840', '5acf933a-c247-40c0-8842-a2514d8031bd', 'e092a35f-56ab-44b2-bb8b-f457ab9d356a']",11,,,,,,,,,,,,,,,,,Bastia,2736,00:03:11.868,Pass,True
,,,,,,,,,,,,,,,,1.63311,,,,,,,,,,,,,,,89b545dc-04d3-4b26-adb8-f895f22b3e8e,130,,"[20.4, 22.1]",3901230,3,,,,,0.3851575,,Right Foot,,,,"[46.3, 32.6]",,Ground Pass,,27.94745,,,,,Khalid Boutaïb,5726.0,,,,,,1,Regular Play,Issiaga Sylla,4352.0,Left Back,9,Gazélec Ajaccio,160,['fccc4be3-5023-4fea-a7a2-6aae1eb272ff'],13,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:13.965,Pass,
