50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.133631,,,,,,,,,,,,,,,b95379db-901d-42ea-b8ef-8f08119faeac,18,,"[83.3, 76.7]",3901243,0,,,,,-2.4370985,,Right Foot,,,,"[81.3, 75.0]",,Low Pass,,2.624881,Incomplete,,,,,,,,,1,From Kick Off,Floyd Ayité,15689.0,Center Forward,2,Bastia,2736,"['638e7adc-6ec3-401d-afc1-89f94bfc871b', 'd616ca2c-464e-4a16-a85c-862e315ba1dd']",10,,,,,,,,,,,,,,,,,Bastia,2736,00:00:10.605,Pass,True
,,,,,,,,,,,,,,,,3.311957,,,,,,,,,,,,,,,8dedf118-3610-45b7-8213-9a6b139edb59,20,,"[74.7, 80.0]",3901243,0,,,,,-2.852971,,,,,,"[32.6, 67.5]",,Low Pass,,43.91651,,,Sébastien Squillaci,26481.0,,,,,Throw-in,1,From Throw In,Alexander Djiku,2989.0,Right Back,3,Bastia,2736,['2601d4dc-f7d4-4bfb-9766-73a3222cf408'],16,,,,,,,,,,,,,,,,,Bastia,2736,00:00:16.942,Pass,
,,,,,,,,,,,,,,,,2.246386,,,,,,,,,,,,,,,6d5da132-3e40-42dd-b9f6-966235c0023e,23,,"[29.8, 66.0]",3901243,0,,,,,-1.4781828,,Right Foot,,,,"[32.8, 33.7]",,Ground Pass,,32.43902,,,François Modesto,401194.0,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,3,Bastia,2736,['a7f43a88-2d64-49c5-ad38-75b1cbed3bc0'],21,,,,,,,,,,,,,,,,,Bastia,2736,00:00:21.948,Pass,
,,,,,,,,,,,,,,,,2.30054,,,,,,,,,,,,,,,3a09d6b0-dff8-413a-88e6-93ae1fadcdcc,26,,"[36.6, 24.7]",3901243,0,,,,,1.7391865,,Right Foot,,,,"[31.5, 54.7]",,Ground Pass,,30.430412,,,Sébastien Squillaci,26481.0,,,,,,1,From Throw In,François Modesto,401194.0,Left Center Back,3,Bastia,2736,['83693c8a-0e3c-4193-ac1f-3d8edaabbf56'],27,,,,,,,,,,,,,,,,,Bastia,2736,00:00:27.109,Pass,
,,,,,,,,,,,,,,,,1.190416,,,,,,,,,,,,,,,a3092945-ab7d-4869-a754-b0181ffa23b6,28,,"[31.5, 54.7]",3901243,0,,,,,-0.75800776,,Right Foot,,,,"[39.0, 47.6]",,Ground Pass,,10.327633,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,3,Bastia,2736,['b7e7f507-e3bc-42a3-a562-e0dd3cf63615'],29,,,,,,,,,,,,,,,,,Bastia,2736,00:00:29.409,Pass,
,,,,,,,,,,,,,,,,0.942549,,,,,,,,,,,,,,,f64ffe72-34f3-4545-9f28-ffc592abb0a2,31,,"[42.6, 48.3]",3901243,0,,,,,2.2298,,Right Foot,,,,"[34.7, 58.5]",,Ground Pass,,12.90155,,,Yannick Cahuzac,4350.0,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,3,Bastia,2736,['1001d34d-4dfa-436f-b678-07b7231f26bc'],32,,,,,,,,,,,,,,,,,Bastia,2736,00:00:32.300,Pass,
,,,,,,,,,,,,,,,,3.178246,,,,,,,,,,,,,,,af1f469a-7712-4aea-a256-946d109cf17f,35,,"[32.1, 54.5]",3901243,0,,,,,-1.5932015,,Right Foot,,,,"[31.3, 18.8]",,Low Pass,,35.70896,,,François Modesto,401194.0,,,,,,1,From Throw In,Yannick Cahuzac,4350.0,Right Center Midfield,3,Bastia,2736,"['7adf2c69-0bd2-41f2-95ad-8ce90df4cefe', 'eb3b18c9-fb5a-4e28-860f-58889882ccfa']",34,,,,,,,,,,,,,,,,,Bastia,2736,00:00:34.665,Pass,True
,,,,,,,,,,,,,,,,1.496288,,,,,,,,,,,,,,,88eba05d-6fcd-4903-b2ad-871e5f5d577f,38,,"[50.1, 18.8]",3901243,0,,,,,-0.5867934,,Right Foot,,,,"[69.2, 6.1]",,Ground Pass,,22.93687,,,Julian Palmieri,4508.0,,,,,,1,From Throw In,François Modesto,401194.0,Left Center Back,3,Bastia,2736,['4f0360ef-bcf6-4a94-bcab-24313a3d4fd2'],39,,,,,,,,,,,,,,,,,Bastia,2736,00:00:39.785,Pass,
,,,,,,,,,,,,,,,,0.692757,,,,,,,,,,,,,,,41f9e43d-c276-479b-88e4-a0de455b2568,42,,"[67.7, 6.8]",3901243,0,,,,,0.32440308,,Left Foot,,,,"[79.0, 10.6]",,Ground Pass,,11.921828,,,Gaël Danic,7349.0,,,,,,1,From Throw In,Julian Palmieri,4508.0,Left Back,3,Bastia,2736,"['c1f28f48-6942-40a7-b9b9-7b5407c366f8', 'ef598e44-1ce0-43c4-bc63-e8984d8c48bb']",41,,,,,,,,,,,,,,,,,Bastia,2736,00:00:41.372,Pass,True
,,,,,,,,,,,,,,,,0.805305,,,,,,,,,,,,,,,ee0b9e41-14e3-457e-a7b7-44ca2e7b14c8,45,,"[80.5, 12.1]",3901243,0,,,,,-2.981946,,Right Foot,,,,"[68.7, 10.2]",,Ground Pass,,11.951987,Incomplete,,Julian Palmieri,4508.0,,,,,,1,From Throw In,Gaël Danic,7349.0,Left Wing,3,Bastia,2736,"['34364085-0a24-49a9-8617-d924e14e4303', '4d09d670-f390-4e0b-9b07-362ec799fc28']",42,,,,,,,,,,,,,,,,,Bastia,2736,00:00:42.105,Pass,
,,,,,,,,,,,,,,,,1.225202,,,,,,,,,,,,,,,7ab67250-cbaa-4d43-be49-34f97aa98f6c,49,,"[65.9, 16.0]",3901243,0,,,,,-2.784143,,Left Foot,,,,"[49.3, 9.8]",,Ground Pass,,17.720045,,,François Modesto,401194.0,,,,,Recovery,1,From Throw In,Julian Palmieri,4508.0,Left Back,3,Bastia,2736,"['39f258ca-267c-4ec1-a0be-b21cb6828ba1', '45ce7557-c64a-4154-aa12-035ee5a1a593']",44,,,,,,,,,,,,,,,,,Bastia,2736,00:00:44.456,Pass,True
,,,,,,,,,,,,,,,,2.802236,,,,,,,,,,,,,,,dcf8711a-f291-4733-8548-c23a8295d46c,52,,"[47.5, 8.7]",3901243,0,,,,,1.8241606,,Right Foot,,,,"[38.8, 42.3]",,Ground Pass,,34.70807,,,Sébastien Squillaci,26481.0,,,,,,1,From Throw In,François Modesto,401194.0,Left Center Back,3,Bastia,2736,['66de29a8-9752-472e-8d8d-540bb399b710'],48,,,,,,,,,,,,,,,,,Bastia,2736,00:00:48.015,Pass,
,,,,,,,,,,,,,,,,0.634635,,,,,,,,,,,,,,,1b32a6a0-1cc4-4cee-9304-65b4d83360c9,56,,"[54.6, 57.5]",3901243,0,,,,,-0.18697926,,Right Foot,,,,"[69.4, 54.7]",,High Pass,,15.062536,Incomplete,,,,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,3,Bastia,2736,"['4faaae1d-2c15-4600-8c2a-9c80b1bbacd6', 'e20f2860-f24c-44fe-8b51-8796e97d9046']",53,,,,,,,,,,,,,,,,,Bastia,2736,00:00:53.959,Pass,True
,,,,,,,,,,,,,,,,1.848303,,,,,,,,,,,,,,,934e2ced-e1db-4c4a-ac34-c97cc6359fc6,58,,"[60.4, 80.0]",3901243,1,,,,,-2.5374768,,,,,,"[34.9, 62.4]",,Low Pass,,30.984028,,,Sébastien Squillaci,26481.0,,,,,Throw-in,1,From Throw In,Alexander Djiku,2989.0,Right Back,4,Bastia,2736,['1b334d11-164c-4565-b0c4-7a0c9a328290'],8,,,,,,,,,,,,,,,,,Bastia,2736,00:01:08.513,Pass,
,,,,,,,,,,,,,,,,2.61549,,,,,,,,,,,,,,,cdcbfec9-57f9-49c5-b11d-02110ca7b8b8,61,,"[37.3, 60.0]",3901243,1,,,,,-1.5836161,,Right Foot,,,,"[36.9, 28.8]",,Ground Pass,,31.202564,,,François Modesto,401194.0,,,,,,1,From Throw In,Sébastien Squillaci,26481.0,Right Center Back,4,Bastia,2736,['d1e08d47-0987-4da5-a4bf-87f91d71944b'],12,,,,,,,,,,,,,,,,,Bastia,2736,00:01:12.369,Pass,
,,,,,,,,,,,,,,,,0.819682,,,,,,,,,,,,,,,93835971-b8b9-4383-b576-109bf99a585b,64,,"[51.4, 23.5]",3901243,1,,,,,0.40763152,,Left Foot,,,,"[60.2, 27.3]",,Ground Pass,,9.585405,,,Seko Fofana,7791.0,,,,,,1,From Throw In,François Modesto,401194.0,Left Center Back,4,Bastia,2736,['31237527-2359-426d-aad1-8d29f6df8fba'],18,,,,,,,,,,,,,,,,,Bastia,2736,00:01:18.356,Pass,
,,,,,,,,,,,,,,,,1.175365,,,,,,,,,,,,,,,a217de42-8680-4419-badd-d1a74c67641d,67,,"[60.2, 32.2]",3901243,1,,,,,1.6468823,,Right Foot,,,,"[58.5, 54.5]",,Ground Pass,,22.364704,,,Yannick Cahuzac,4350.0,,,,,,1,From Throw In,Seko Fofana,7791.0,Left Center Midfield,4,Bastia,2736,['46bb6d6a-013a-4389-8bd7-af732d162d4d'],20,,,,,,,,,,,,,,,,,Bastia,2736,00:01:20.228,Pass,
,,,,,,,,,,,,,,,,1.020045,,,,,,,,,,,,,,,52aa9a8d-11ba-416c-ab41-13f67a382c71,70,,"[58.5, 54.5]",3901243,1,,,,,-2.1699717,,Right Foot,,,,"[52.9, 46.3]",,Ground Pass,,9.929753,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,From Throw In,Yannick Cahuzac,4350.0,Right Center Midfield,4,Bastia,2736,['adabd598-79a7-4ddf-980e-bf3fee7729e2'],21,,,,,,,,,,,,,,,,,Bastia,2736,00:01:21.443,Pass,
,,,,,,,,,,,,,,,,1.211735,,,,,,,,,,,,,,,d22f04cb-4322-43a6-9c38-85af9489c338,72,,"[53.3, 50.4]",3901243,1,,,,,1.2060615,,Right Foot,,,,"[61.7, 72.4]",,Low Pass,,23.549097,,,Alexander Djiku,2989.0,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,4,Bastia,2736,['42811e9b-c76b-481a-8f4f-d15074445fca'],22,,,,,,,,,,,,,,,,,Bastia,2736,00:01:22.463,Pass,
,,,,,,,,,,,,,,,,0.879566,,,,,,,,,,,,,,,54830386-aff3-4af1-baa6-804b3401db1e,75,,"[62.3, 70.1]",3901243,1,,,,,-0.64130574,,Left Foot,,,,"[76.9, 59.2]",,Ground Pass,,18.220043,,,François Kamano,3405.0,,,,,,1,From Throw In,Alexander Djiku,2989.0,Right Back,4,Bastia,2736,['fbf40881-b874-4e75-8cdc-1668b8692ce5'],25,,,,,,,,,,,,,,,,,Bastia,2736,00:01:25.936,Pass,
,,,,,,,,,,,,,,,,0.585696,,,,,,,,,,,,,,,67205e9b-3324-4ea7-9c49-e611e1e7c4e5,79,,"[41.8, 25.2]",3901243,1,,,,,-1.8259788,,Right Foot,,,,"[40.0, 18.3]",,Ground Pass,,7.1309185,,,Arnold Bouka Moutou,4906.0,,,,,Recovery,1,Regular Play,Grégory Bourillon,7230.0,Center Defensive Midfield,5,Angers,145,"['3590390e-6c07-491e-b34e-d4d9b9abf920', 'ff7a5cfe-59f1-4317-87b1-33b6bbee96f8']",27,,,,,,,,,,,,,,,,,Angers,145,00:01:27.606,Pass,True
,,,,,,,,,,,,,,,,1.292178,,,,,,,,,,,,,,,6656eac8-c6e5-4463-89f0-d49da7d271af,82,,"[40.3, 17.1]",3901243,1,,,,,0.22075227,,Left Foot,,,,"[65.7, 22.8]",,High Pass,,26.031712,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Arnold Bouka Moutou,4906.0,Left Back,5,Angers,145,['ff4c62a9-3613-411a-ba6b-f716cf1fb41b'],28,,,,,,,,,,,,,,,,,Angers,145,00:01:28.987,Pass,
,,,,,,,,,,,,,,,,1.055634,,,,,,,,,,,,,,,5c8ebea9-516f-42e0-b042-9c296b27adf8,86,,"[64.0, 22.2]",3901243,1,,,,,-2.8828218,,Right Foot,,,,"[60.6, 21.3]",,Ground Pass,,3.517101,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,5,Angers,145,"['14b20319-0ddf-44c8-907f-7d37483a5df9', 'aa31e652-f5cb-4b94-ae8d-6462becb342f']",30,,,,,,,,,,,,,,,,,Angers,145,00:01:30.403,Pass,True
,,,,,,,,,,,,,,,,0.870018,,,,,,,,,,,,,,,286503bb-d541-4e74-b9b4-54d5f6d844af,92,,"[55.9, 21.1]",3901243,1,,,,,0.76456785,,Left Foot,,,,"[60.8, 25.8]",,Ground Pass,,6.789698,,,Grégory Bourillon,7230.0,,,,,Free Kick,1,From Free Kick,Romain Thomas,3549.0,Left Center Back,6,Angers,145,['1159c573-f4d6-4a1a-8c70-c9c97f71d8e0'],41,,,,,,,,,,,,,,,,,Angers,145,00:01:41.462,Pass,
,,,,,,,,,,,,,,,,0.167681,,,,,,,,,,,,,,,306693fb-841f-495d-8c91-9eee9e57e984,95,,"[65.7, 26.3]",3901243,1,,,,,-0.2914568,,Right Foot,,,,"[68.7, 25.4]",,Low Pass,,3.132092,Incomplete,,,,,,,,,1,From Free Kick,Grégory Bourillon,7230.0,Center Defensive Midfield,6,Angers,145,['aa5f2191-0e8b-4755-9ee2-9192e25222d1'],43,,,,,,,,,,,,,,,,,Angers,145,00:01:43.869,Pass,
,,,,,,,,,,,,,,,,1.147529,,,,,,,,,,,,,,,019856e2-979a-43d6-95c9-eaecb1eb560d,98,,"[67.9, 45.5]",3901243,1,,,,,-1.729933,,Right Foot,,,,"[66.6, 37.4]",,Ground Pass,,8.203658,,,Seko Fofana,7791.0,,,,,Recovery,1,Regular Play,Floyd Ayité,15689.0,Center Forward,7,Bastia,2736,"['451e6d02-1076-45c7-abd1-a88d66930f4b', '67ba5353-0713-4f21-b8d3-a36d09504a45']",46,,,,,,,,,,,,,,,,,Bastia,2736,00:01:46.994,Pass,True
,,,,,,,,,,,,,,,,3.700737,,,,,,,,,,,,,,,6a7e666b-d64f-4cd5-953e-06ffae1f413d,102,,"[74.1, 33.5]",3901243,1,,,,,0.81224793,,Left Foot,,,,"[104.9, 66.0]",,Ground Pass,,44.775997,,,Yannick Cahuzac,4350.0,,,,,,1,Regular Play,Seko Fofana,7791.0,Left Center Midfield,7,Bastia,2736,"['64c3d8b5-bec0-4de1-bb66-92743a8f0a94', 'fbe7ac4c-bf8d-401c-8dd0-d10348635d8b']",49,,,,,,,,,,,,,,,,,Bastia,2736,00:01:49.170,Pass,True
,,,,,,,,,,,,,,,,1.434791,,,,,,,,,,,,,,,ad158a9a-200c-4538-8a73-1897490cae66,105,,"[107.9, 71.6]",3901243,1,,,,,-2.3627303,,Right Foot,,,,"[92.5, 56.4]",,Ground Pass,,21.63793,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,Regular Play,Yannick Cahuzac,4350.0,Right Center Midfield,7,Bastia,2736,['843fa115-5900-4714-99a6-4f9a04f15067'],54,,,,,,,,,,,,,,,,,Bastia,2736,00:01:54.927,Pass,
,,,,,,,,,,,,,,,,1.279818,,,,,,,,,,,,,,,fac9f9dd-e706-4cdd-a552-4da284b3ad38,107,,"[92.5, 56.4]",3901243,1,,,,,-1.1860918,653c103f-fb1e-4013-b907-3328cece9516,Right Foot,,,,"[100.8, 35.9]",,High Pass,,22.11651,,,Floyd Ayité,15689.0,True,,,,,1,Regular Play,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,7,Bastia,2736,['339d03a2-8a32-402e-9c6e-ea3dc2944f1d'],56,,,,,,,,,,,,,,,,,Bastia,2736,00:01:56.361,Pass,
,,,,,,,,,,,,,,,,2.662221,,,,,,,,,,,,,,,e6e4b6b9-1025-47fa-baf8-ee04fba0a874,120,,"[120.0, 0.1]",3901243,2,,,,,1.7281836,d57947a3-4ec4-424b-96e2-4111d65f5e20,Left Foot,,,,"[111.7, 52.4]",,High Pass,,52.95451,,True,François Modesto,401194.0,True,True,Outswinging,,Corner,1,From Corner,Gaël Danic,7349.0,Left Wing,8,Bastia,2736,['6d4d41bd-1ba1-490f-8b14-5728c93e4b7e'],23,,,,,,,,,,,,,,,,,Bastia,2736,00:02:23.578,Pass,
,,,,,,,,,,,,,,,,0.970288,,,,,,,,,,,,,,,bc3fdb97-50fd-4ded-8874-1ae156e50454,124,,"[4.3, 39.1]",3901243,2,,True,,,0.44954196,,Right Foot,,,,"[55.7, 63.9]",,High Pass,,57.070133,Incomplete,,,,,,,,,1,From Keeper,Alexandre Letellier,3432.0,Goalkeeper,10,Angers,145,['25ab0b18-7a43-4a20-bb2c-e7c1ffb9d083'],45,,,,,,,,,,,,,,,,,Angers,145,00:02:45.624,Pass,
,,,,,,,,,,,,,,,,4.903486,,,,,,,,,,,,,,,25ab0b18-7a43-4a20-bb2c-e7c1ffb9d083,125,,"[64.4, 16.2]",3901243,2,,True,,,-1.0801945,,Head,,,,"[73.0, 0.1]",,High Pass,,18.252945,Out,,Gaël Danic,7349.0,,,,,Recovery,1,From Keeper,Seko Fofana,7791.0,Left Center Midfield,10,Angers,145,"['54922db0-3906-4913-b1f7-6501f60a1a20', 'bc3fdb97-50fd-4ded-8874-1ae156e50454']",46,,,,,,,,,,,,,,,,,Bastia,2736,00:02:46.594,Pass,
,,,,,,,,,,,,,,,,1.54978,,,,,,,,,,,,,,,bce6284e-b1e4-4e37-acda-eda0344b5198,129,,"[46.2, 80.0]",3901243,2,,,,,-0.2777538,,,,,,"[70.4, 73.1]",,High Pass,,25.16446,,,Gilles Sunu,3111.0,,,,,Throw-in,1,From Throw In,Gaël Angoula,401482.0,Right Back,11,Angers,145,['76b35551-c281-46c5-8806-e9df2925db1c'],57,,,,,,,,,,,,,,,,,Angers,145,00:02:57.261,Pass,
