bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.745453,,,,,,,,,,,,,25702867-e557-4b26-ad67-1a0b11562328,81,,,"[14.9, 48.7]",3900505,1,,,,0.7076332,,Right Foot,,"[23.2, 55.8]",,Ground Pass,,10.922454,,,Franck Hery,91209.0,,,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,4,Guingamp,142,['af5a90d2-52e6-4a77-b15d-d89448c524ab'],58,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:58.909,Pass,
,,,,,,,,,,,,,,,,,,1.138143,,,,,,,,,,,,,da32f879-1108-4ec8-9747-366aa5ff942c,84,,,"[35.2, 60.5]",3900505,2,,,,0.0707771,,Right Foot,,"[62.0, 62.4]",,Ground Pass,,26.867266,,,Yannis Salibur,3122.0,,,,,,1,Regular Play,Franck Hery,91209.0,Right Center Back,4,Guingamp,142,['ff4b0ce2-d753-42f8-9961-f4ef6c799478'],4,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:04.768,Pass,
,,,,,,,,,,,,,,,,,,0.329523,,,,,,,,,,,,,943edfc6-bb5e-4ecd-8baf-5776812d6ddc,89,,,"[55.5, 70.2]",3900505,2,,,,0.8728935,,Left Foot,,"[58.1, 73.3]",,Ground Pass,,4.0459857,Incomplete,,Dorian Lévêque,30182.0,,,,,,1,Regular Play,Yannis Salibur,3122.0,Right Center Forward,4,Guingamp,142,"['0a029077-781f-497a-9058-b9a8c05a0cae', 'd8b74ce6-35a4-4d05-901c-f98701e6e482']",8,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:08.593,Pass,
,,,,,,,,,,,,,,,,,,1.403841,,,,,,,,,,,,,1bd03981-84dd-4853-bbb8-4375a038643c,93,,,"[57.9, 80.0]",3900505,2,True,,,-0.3529904,,,,"[69.3, 75.8]",,Low Pass,,12.149074,,,Yannis Salibur,3122.0,,,,,Throw-in,1,From Throw In,Marcus Coco,3363.0,Right Midfield,5,Guingamp,142,['04583a6b-285f-4ab8-9785-2558e2c4946f'],20,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:20.381,Pass,
,,,,,,,,,,,,,,,,,,0.651968,,,,,,,,,,,,,91dfe62c-1c04-4c6e-b187-ee9d5b38a724,97,,,"[71.6, 75.4]",3900505,2,,,,2.9917803,,Left Foot,,"[61.0, 77.0]",,Ground Pass,,10.720075,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Throw In,Yannis Salibur,3122.0,Right Center Forward,5,Guingamp,142,['bca5b59f-01e4-4281-9080-007d6d023dc5'],22,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:22.697,Pass,
,,,,,,,,,,,,,,,,,,0.63204,,,,,,,,,,,,,42ca39c9-3da5-4413-8900-3f3454ca7ddf,101,,,"[62.0, 74.9]",3900505,2,,,,0.16789593,,Right Foot,,"[67.9, 75.9]",,Low Pass,,5.9841456,,,Marcus Coco,3363.0,,,,,,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,5,Guingamp,142,"['bebe924c-55a3-4266-a859-745705f387fd', 'f54aeb0c-5d83-419b-90d3-d7321801206a']",23,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:23.866,Pass,True
,,,,,,,,,,,,,,,,,,1.097085,,,,,,,,,,,,,002816e6-c653-44dc-8e68-58725abfa878,105,,,"[67.9, 75.9]",3900505,2,,,,-0.022218565,,Left Foot,,"[72.4, 75.8]",,Ground Pass,,4.501111,Incomplete,,,,,,,,,1,From Throw In,Marcus Coco,3363.0,Right Midfield,5,Guingamp,142,['0ca89e39-c4a4-40a1-81a2-453ddb4dbd8a'],25,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:25.385,Pass,
,,,,,,,,,,,,,,,,,,1.198856,,,,,,,,,,,,,a7d7220a-d366-4432-963c-29cb1e36db76,108,,,"[71.6, 80.0]",3900505,2,,,,-1.2368512,,,,"[75.0, 70.2]",,Low Pass,,10.373042,,,Yannis Salibur,3122.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,6,Guingamp,142,['58106aac-1061-421c-b015-70caf1056058'],40,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:40.825,Pass,
,,,,,,,,,,,,,,,,,,0.893877,,,,,,,,,,,,,c0d9df57-78f1-49e7-8283-7812bdfbca45,112,,,"[74.5, 61.6]",3900505,2,,,,-0.32175055,,Left Foot,,"[82.3, 59.0]",,Ground Pass,,8.221922,,,Jimmy Briand,3213.0,,,,,,1,From Throw In,Yannis Salibur,3122.0,Right Center Forward,6,Guingamp,142,['42bb05fc-c445-45b2-9366-860c475cecbe'],43,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:43.532,Pass,
,,,,,,,,,,,,,,,,,,1.022178,,,,,,,,,,,,,28844939-e4fd-4de9-9ca8-5f50db8ac922,114,,,"[82.5, 59.0]",3900505,2,,,,2.3561945,,Right Foot,,"[78.9, 62.6]",,Ground Pass,,5.091169,,,Yannis Salibur,3122.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Left Center Forward,6,Guingamp,142,['0f844e4d-c41d-4f08-9ba6-8df839316170'],44,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:44.426,Pass,
,,,,,,,,,,,,,,,,,,0.924157,,,,,,,,,,,,,996bacf4-59d4-43cd-b1f1-b1b7ee8c8f89,117,,,"[79.9, 64.0]",3900505,2,,,,0.6119024,,Left Foot,,"[91.3, 72.0]",,Ground Pass,,13.926952,Incomplete,,Dorian Lévêque,30182.0,,,,,,1,From Throw In,Yannis Salibur,3122.0,Right Center Forward,6,Guingamp,142,"['475bb2f8-e6cb-4d57-8c08-28775a1569b8', '67237040-d997-425c-a5c2-2df82132440b', 'e219cd43-4b2b-4cc1-9023-2128f2b0850d']",45,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:45.449,Pass,True
,,,,,,,,,,,,,,,,,,0.681786,,,,,,,,,,,,,0b7ab663-ae13-46c2-ad02-291ea3708a7c,123,,,"[87.0, 71.4]",3900505,2,,,,-3.024484,,Right Foot,,"[80.2, 70.6]",,Ground Pass,,6.846897,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Throw In,Marcus Coco,3363.0,Right Midfield,6,Guingamp,142,['236069f3-69fe-40d0-828c-f289bf8dafe3'],50,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:50.332,Pass,
,,,,,,,,,,,,,,,,,,0.631213,,,,,,,,,,,,,bcb40b8f-216c-40b8-a501-6b8e46dcc738,125,,,"[80.2, 70.7]",3900505,2,,,,-0.8557046,,Right Foot,,"[86.8, 63.1]",,Ground Pass,,10.0657835,,,Jimmy Briand,3213.0,,,,,,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,6,Guingamp,142,['fa23423d-55b0-46cb-8343-9191a35733ca'],51,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:51.013,Pass,
