50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.510667,,,,,,,,,,,,,b47e5627-d22e-438e-8f1b-7e70601eaf87,16,,"[39.8, 1.8]",3829512,0,,,,,1.3314277,,Right Foot,,,,"[43.9, 18.6]",,Ground Pass,,17.293062,,,,Mathieu Valbuena,18868.0,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Left Center Forward,3,Lyon,137,"['71eb2cbf-1258-46b7-b424-baca17107754', '87809f02-2311-4bc7-a2a8-93c6c2355659']",26,,,,,,,,,,,,,,,,,,Lyon,137,00:00:26.851,Pass,True
,,,,,,,,,,,,,,,,,,,0.736317,,,,,,,,,,,,,8d3518d7-5eb1-4f81-845e-69340627fc00,20,,"[44.1, 18.6]",3829512,0,,,,,2.8720036,,Right Foot,,,,"[36.5, 20.7]",,Ground Pass,,7.8847957,,,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,3,Lyon,137,"['a38f9278-8fd0-49a0-b55b-dc46e20c9540', 'b778000e-9471-4ed3-be3f-544f3cb972e3']",28,,,,,,,,,,,,,,,,,,Lyon,137,00:00:28.374,Pass,True
,,,,,,,,,,,,,,,,,,,0.702379,,,,,,,,,,,,,c3516ad8-face-4ca1-bee3-4fc683ac6de5,22,,"[36.5, 20.7]",3829512,0,,,,,-0.8641821,,Right Foot,,,,"[43.5, 12.5]",,Ground Pass,,10.781466,,,,Sergi Darder Moll,3236.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Center Defensive Midfield,3,Lyon,137,['b3d4825d-8455-46bc-a0e2-8c8046947291'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:00:29.111,Pass,
,,,,,,,,,,,,,,,,,,,0.984717,,,,,,,,,,,,,d1f67460-d46c-4623-92b5-ff0524dbe353,25,,"[56.5, 12.5]",3829512,0,,,,,2.929635,,Right Foot,,,,"[48.6, 14.2]",,Ground Pass,,8.080841,,,,Mathieu Valbuena,18868.0,,,,,,1,From Throw In,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['a6254e9a-c943-489f-a0f0-a3c293ddc7b3'],32,,,,,,,,,,,,,,,,,,Lyon,137,00:00:32.438,Pass,
,,,,,,,,,,,,,,,,,,,1.210851,,,,,,,,,,,,,000c2206-6946-4a3d-b1e5-718ac4bcd2c5,28,,"[55.6, 14.4]",3829512,0,,,,,-1.4837155,,Right Foot,,,,"[56.7, 1.8]",,Ground Pass,,12.647924,,,,Jérémy Morel,2983.0,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,3,Lyon,137,['fa157658-d2cc-4dfe-a67b-0d05980ba1c3'],34,,,,,,,,,,,,,,,,,,Lyon,137,00:00:34.271,Pass,
,,,,,,,,,,,,,,,,,,,4.074148,,,,,,,,,,,,,aebac324-e2ae-45f0-a110-a84b92568e74,30,,"[56.7, 1.8]",3829512,0,,,,,0.4894581,,Left Foot,,,,"[108.7, 29.5]",,High Pass,,58.917656,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,1,From Throw In,Jérémy Morel,2983.0,Left Back,3,Lyon,137,"['2579bdf9-7a8f-4864-9d9e-50c0b4c5d36c', '4c335d9d-95e7-4820-a59b-b65f63ec617b']",35,,,,,,,,,,,,,,,,,,Lyon,137,00:00:35.482,Pass,
,,,,,,,,,,,,,,,,,,,3.481618,,,,,,,,,,,,,ac8cdd12-485e-4338-9540-45a02d1a0dc2,34,,"[15.2, 45.0]",3829512,0,,,,,-1.1197267,,Keeper Arm,,,,"[24.5, 25.8]",,Ground Pass,,21.333776,,,,Jacques François Moubandje,3024.0,,,,,,1,From Keeper,Ali Nadhoim Ahamada,41385.0,Goalkeeper,4,Toulouse,130,['3477bfac-2a36-4a3b-b3c9-70af3a731c60'],41,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:41.223,Pass,
,,,,,,,,,,,,,,,,,,,0.068002,,,,,,,,,,,,,47d1b02c-6bcf-4708-9596-417e59f57c0b,37,,"[30.1, 10.5]",3829512,0,,,,,0.07393904,,Left Foot,,,,"[35.5, 10.9]",,Low Pass,,5.4147944,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,From Keeper,Jacques François Moubandje,3024.0,Left Back,4,Toulouse,130,"['01e1d10a-1179-46d2-8064-1fb6fecdc511', 'cfa315e6-e9cb-46bb-b53f-2dc87973e5e8']",47,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:47.466,Pass,
,,,,,,,,,,,,,,,,,,,1.52417,,,,,,,,,,,,,f6678763-a609-46dc-ac43-71eb01537e79,40,,"[28.9, 0.1]",3829512,1,,,,,0.15947337,,,,,,"[57.5, 4.7]",,High Pass,,28.967567,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,5,Toulouse,130,"['53b5d837-69d8-4325-b095-858b79f1da46', 'b4a4c288-2438-4414-b0d8-e65e923871f2']",0,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:00.085,Pass,
,,,,,,,,,,,,,,,,,,,2.27166,,,,,,,,,,,,,53b5d837-69d8-4325-b095-858b79f1da46,42,,"[62.6, 75.4]",3829512,1,,,,,-0.68097585,,Head,,,,"[87.9, 54.9]",,High Pass,,32.562862,,Incomplete,,Alexandre Lacazette,3451.0,,,,,Interception,1,From Throw In,Maxime Gonalons,6982.0,Right Center Back,5,Toulouse,130,"['816da851-59a6-4ed6-bb43-dab3562e42ad', '9c3a2a3b-62bf-4b4a-89fe-87a747f6872a', 'f6678763-a609-46dc-ac43-71eb01537e79']",1,,,,,,,,,,,,,,,,,,Lyon,137,00:01:01.610,Pass,
,,,,,,,,,,,,,,,,,,,2.703378,,,,,,,,,,,,,816da851-59a6-4ed6-bb43-dab3562e42ad,44,,"[32.2, 25.2]",3829512,1,,,,,0.35144478,,Head,,,,"[47.2, 30.7]",,High Pass,,15.976545,,,,Tongo Hamed Doumbia,16522.0,,,,,Recovery,1,From Throw In,Steeve Yago,3035.0,Left Center Back,5,Toulouse,130,"['1d86af3a-e987-4971-a74a-25a1b518f12e', '53b5d837-69d8-4325-b095-858b79f1da46']",3,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:03.881,Pass,
,,,,,,,,,,,,,,,,,,,1.2906,,,,,,,,,,,,,21e03a4f-f9d3-4078-b21b-b27e35181d4e,46,,"[47.2, 30.7]",3829512,1,,,,,-2.338955,,Other,,,,"[41.5, 24.8]",,Low Pass,,8.203658,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Throw In,Tongo Hamed Doumbia,16522.0,Right Midfield,5,Toulouse,130,['1e7e27df-7970-42f1-ae21-85127608b55c'],6,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:06.585,Pass,
,,,,,,,,,,,,,,,,,,,1.036655,,,,,,,,,,,,,5834ed05-a729-43ed-bd68-1b4838394931,48,,"[41.5, 24.8]",3829512,1,,,,,-0.17573829,,Right Foot,,,,"[52.2, 22.9]",,Low Pass,,10.867382,,,,Óscar Guido Trejo,11540.0,,,,,,1,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Left Defensive Midfield,5,Toulouse,130,['491dfe60-99f4-44a0-b496-21be7d29dba7'],7,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:07.875,Pass,
,,,,,,,,,,,,,,,,,,,2.331785,,,,,,,,,,,,,f77e90e9-3937-4f21-9946-177112043299,51,,"[52.4, 23.9]",3829512,1,,,,,-2.1037471,,Right Foot,,,,"[41.9, 6.1]",,Ground Pass,,20.666157,,,,Jacques François Moubandje,3024.0,,,,,,1,From Throw In,Óscar Guido Trejo,11540.0,Left Midfield,5,Toulouse,130,['8fb9f705-5591-4da7-ab99-48076b49fb35'],8,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:08.914,Pass,
,,,,,,,,,,,,,,,,,,,0.822809,,,,,,,,,,,,,26d7a331-f12f-45b2-84eb-da92fdbc7682,54,,"[41.9, 6.1]",3829512,1,,,,,-0.09919939,,Left Foot,,,,"[63.0, 4.0]",,Ground Pass,,21.204245,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,5,Toulouse,130,"['06416fa4-7ba7-4c03-9676-47d278910b78', '89daf5ac-ac28-4108-ae1c-136f1b390033']",11,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:11.285,Pass,
,,,,,,,,,,,,,,,,,,,0.816378,,,,,,,,,,,,,7c689823-76d6-4760-a2ff-a8d83e755456,62,,"[105.4, 80.0]",3829512,1,,,,,-1.6207547,,,,,,"[104.9, 70.0]",,Low Pass,,10.012492,,,,Alexandre Lacazette,3451.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,7,Lyon,137,['ed6e1619-747f-43ea-b62e-04d93db1dd35'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:01:39.007,Pass,
,,,,,,,,,,,,,,,,,,,0.953476,,,,,,,,,,,,,085b7dd7-fe36-47eb-8294-71b7bcaddd0b,65,,"[104.9, 70.0]",3829512,1,,,,,1.5707964,,Right Foot,,,,"[104.9, 76.1]",,Low Pass,,6.1,,,,Christophe Jallet,4410.0,,,,,,1,From Throw In,Alexandre Lacazette,3451.0,Right Center Forward,7,Lyon,137,['05f96187-3266-4c15-a8be-26123dc0244a'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:01:39.864,Pass,
,,,,,,,,,,,,,,,,,,,0.871536,,,,,,,,,,,,,e818aee3-1a84-44aa-902a-94981b3e617b,68,,"[104.9, 76.1]",3829512,1,,,,,-2.4311981,,Right Foot,,,,"[95.6, 68.1]",,Ground Pass,,12.267437,,,,Mathieu Valbuena,18868.0,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,7,Lyon,137,['d3415aeb-cc57-4331-9b90-13f98102a713'],41,,,,,,,,,,,,,,,,,,Lyon,137,00:01:41.326,Pass,
,,,,,,,,,,,,,,,,,,,1.243025,,,,,,,,,,,,,8468d076-c5a1-4e60-907a-193f22cd40a2,74,,"[21.2, 3.4]",3829512,1,,,,,0.9987668,,Left Foot,,,,"[25.9, 10.7]",,Ground Pass,,8.682166,,,,Óscar Guido Trejo,11540.0,,,,,Recovery,1,Regular Play,Jacques François Moubandje,3024.0,Left Back,8,Toulouse,130,"['84d151ef-9260-4421-946c-1866007833b3', 'e67d15d7-8848-42c5-b807-2f8fd3751b5e']",43,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:43.398,Pass,True
,,,,,,,,,,,,,,,,,,,0.822753,,,,,,,,,,,,,02009f4d-8768-441c-abe5-f92e02bc67ca,82,,"[23.1, 12.2]",3829512,1,,,,,-2.8250234,,Right Foot,,,,"[17.3, 10.3]",,Ground Pass,,6.1032777,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,Regular Play,Óscar Guido Trejo,11540.0,Left Midfield,8,Toulouse,130,"['2c471ebf-9e95-4876-9b79-0c783569d0f9', 'c057f64d-85b2-4808-9d49-893f7d68c147']",46,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:46.188,Pass,True
,,,,,,,,,,,,,,,,,,,1.15813,,,,,,,,,,,,,8bf2d07f-b7d1-4a7b-88de-3d09e6e4cb1b,85,,"[15.6, 10.3]",3829512,1,,,,,-1.19029,,Left Foot,,,,"[18.6, 2.8]",,Ground Pass,,8.077747,,,,Jacques François Moubandje,3024.0,,,,,,1,Regular Play,Jean-Daniel Akpa Akpro,31174.0,Left Defensive Midfield,8,Toulouse,130,['2b63c5d2-b4bd-4896-970f-e590b12e574c'],47,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:47.011,Pass,
,,,,,,,,,,,,,,,,,,,0.812741,,,,,,,,,,,,,cfe611f3-ae08-4faf-b875-5d202e99a6cc,92,,"[93.6, 77.1]",3829512,1,,,,,-1.8878521,,Right Foot,,,,"[91.5, 70.7]",,Ground Pass,,6.735726,,,,Jordan Ferri,3118.0,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,9,Lyon,137,['25e94321-46d3-44d7-acc3-28d737e6f81f'],50,,,,,,,,,,,,,,,,,,Lyon,137,00:01:50.291,Pass,
,,,,,,,,,,,,,,,,,,,1.389699,,,,,,,,,,,,,b173bdb6-1dfb-4c22-9aff-56b62383cfa1,100,,"[91.5, 65.8]",3829512,1,,,,,-2.7163877,,Left Foot,,,,"[70.3, 56.2]",,Ground Pass,,23.2723,,,,Corentin Tolisso,5480.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,9,Lyon,137,"['18bd49bd-43e4-4968-83a5-f0be1c2278ee', '525a70cd-5573-4e37-92a5-3f344d8b7556']",52,,,,,,,,,,,,,,,,,,Lyon,137,00:01:52.911,Pass,True
,,,,,,,,,,,,,,,,,,,1.602857,,,,,,,,,,,,,6a43f6c7-0d01-497a-8d1d-effde55a52bb,103,,"[68.4, 56.8]",3829512,1,,,,,-1.9405326,,Right Foot,,,,"[60.3, 35.9]",,Ground Pass,,22.414728,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Center Defensive Midfield,9,Lyon,137,['335a750d-71f2-48be-9a9f-de928c58b93f'],55,,,,,,,,,,,,,,,,,,Lyon,137,00:01:55.343,Pass,
,,,,,,,,,,,,,,,,,,,1.023399,,,,,,,,,,,,,b5b6edfd-7400-4b33-a236-b4461fadf335,106,,"[63.7, 31.9]",3829512,1,,,,,0.10706565,,Left Foot,,,,"[85.1, 34.2]",,Ground Pass,,21.523243,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,9,Lyon,137,['dec9ab68-71c1-4ed4-980d-4e5bca61b74a'],58,,,,,,,,,,,,,,,,,,Lyon,137,00:01:58.434,Pass,
,,,,,,,,,,,,,,,,,,,0.94684,,,,,,,,,,,,,2aaec21e-75c2-482a-af2d-74d8899f81e6,115,,"[70.9, 62.1]",3829512,2,,,,,0.66153747,,Right Foot,,,,"[84.9, 73.0]",,Ground Pass,,17.742886,,,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,9,Lyon,137,['d5f1c27a-3b59-4e64-80cb-df4586e5d426'],4,,,,,,,,,,,,,,,,,,Lyon,137,00:02:04.997,Pass,
,,,,,,,,,,,,,,,,,,,1.782575,,,,,,,,,,,,,37c21f0f-2eff-43ea-9487-c8bc4b22c348,119,,"[83.5, 73.9]",3829512,2,,,,,0.055498507,,Right Foot,,,True,"[97.9, 74.7]",,Ground Pass,,14.422205,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,9,Lyon,137,"['18b43ed9-c28b-4e29-b7f4-ebab5ae13c21', '7dbd1369-f07a-496a-be9d-9783b40bf7a2']",6,,,,,,,,,,,,,,,,,,Lyon,137,00:02:06.747,Pass,True
,,,,,,,,,,,,,,,,,,,0.264352,,,,,,,,,,,,,fdcc62f0-8999-4745-ae7a-79d540eb66c9,122,,"[98.7, 75.4]",3829512,2,,,,,-1.6099919,,Right Foot,,,,"[98.5, 70.3]",,Ground Pass,,5.10392,,Incomplete,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,9,Lyon,137,"['1424b2a5-2085-409a-aa30-caccbbb0efba', '5011dd3e-52ac-4994-adc2-09824eb8d9f1']",8,,,,,,,,,,,,,,,,,,Lyon,137,00:02:08.586,Pass,
,,,,,,,,,,,,,,,,,,,1.327161,,,,,,,,,,,,,797098a4-4697-42ef-9928-b0d1c1c0d95c,125,,"[104.7, 80.0]",3829512,2,,,,,-1.8110636,,,,,,"[99.8, 60.0]",,Low Pass,,20.591503,,,,Alexandre Lacazette,3451.0,,,,,Throw-in,1,From Throw In,Christophe Jallet,4410.0,Right Back,10,Lyon,137,['30eae8e0-4ed6-4bbc-a060-d5ac23f3b395'],19,,,,,,,,,,,,,,,,,,Lyon,137,00:02:19.362,Pass,
,,,,,,,,,,,,,,,,,,,1.139375,,,,,,,,,,,,,b5e795d4-0e68-40ff-bca1-38ad167a9520,128,,"[98.9, 59.1]",3829512,2,,,,,1.2242575,,Right Foot,,,,"[101.5, 66.3]",,High Pass,,7.6550636,,Incomplete,,Sergi Darder Moll,3236.0,,,,,,1,From Throw In,Alexandre Lacazette,3451.0,Right Center Forward,10,Lyon,137,"['05ee18d6-80fa-456a-80a4-d81c9a0dba38', '330c9762-ae55-4d79-9d95-9f49e8f56d4f']",20,,,,,,,,,,,,,,,,,,Lyon,137,00:02:20.729,Pass,
,,,,,,,,,,,,,,,,,,,0.990406,,,,,,,,,,,,,05ee18d6-80fa-456a-80a4-d81c9a0dba38,130,,"[18.6, 13.8]",3829512,2,,,,,1.8655264,,Head,,,,"[15.2, 25.0]",,Low Pass,,11.7046995,,,,Steeve Yago,3035.0,,,,,Recovery,1,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Left Defensive Midfield,10,Lyon,137,"['b5cff081-8cce-47e0-a0ef-f7ad3e0b22c9', 'b5e795d4-0e68-40ff-bca1-38ad167a9520']",21,,,,,,,,,,,,,,,,,,Toulouse,130,00:02:21.869,Pass,
