50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.794128,,,,,,,,,,,,,c8f2c27d-6b0f-4216-820f-cf748a2f8b75,16,,"[31.1, 21.1]",3900577,0,,,,1.6233793,,Right Foot,,,"[29.5, 51.5]",Ground Pass,,30.442076,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['ba6c9530-cd32-4c6b-91c9-d1c47832f986'],8,,,,,,,,,,,,,,,,,,Marseille,147,00:00:08.676,Pass,
,,,,,,,,,,,,,,,1.018299,,,,,,,,,,,,,045e795c-7c03-47a3-9493-3a5902ec5e1c,20,,"[39.2, 61.0]",3900577,0,,,,1.0804489,,Right Foot,,,"[46.3, 74.3]",Ground Pass,,15.076471,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['cd66e8de-654c-4d7b-8cd0-3105ab627051'],11,,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.766,Pass,
,,,,,,,,,,,,,,,1.451629,,,,,,,,,,,,,3d59555b-9026-4afa-a6ae-d753833f4ae8,23,,"[46.3, 74.3]",3900577,0,,,,-2.5943084,,Right Foot,,,"[27.1, 62.6]",Ground Pass,,22.483994,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Right Back,2,Marseille,147,['123bea93-4fcc-4e0a-a4f0-7b0bb6a62fe7'],14,,,,,,,,,,,,,,,,,,Marseille,147,00:00:14.962,Pass,
,,,,,,,,,,,,,,,1.66722,,,,,,,,,,,,,a260a87b-5c9d-407e-b7c2-8c6e94e66f06,26,,"[27.1, 62.6]",3900577,0,,,,-1.5617876,,Left Foot,,,"[27.4, 29.3]",Ground Pass,,33.30135,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['07c14481-5e7b-48ff-b18f-de5f777d2d02'],17,,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.552,Pass,
,,,,,,,,,,,,,,,2.167477,,,,,,,,,,,,,130e3bc3-51fa-49c5-9aed-a62fd4e26eed,29,,"[53.8, 19.4]",3900577,0,,,,-0.20053878,,Right Foot,,,"[96.6, 10.7]",High Pass,,43.675278,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,"['9c027804-534e-46c4-8e12-965f992fef8e', 'ffb6797f-bae8-4c79-8bdd-e16f19ab6eb3']",24,,,,,,,,,,,,,,,,,,Marseille,147,00:00:24.849,Pass,
,,,,,,,,,,,,,,,0.898541,,,,,,,,,,,,,9c027804-534e-46c4-8e12-965f992fef8e,31,,"[23.5, 69.4]",3900577,0,,,,-0.31362066,,Head,,,"[34.6, 65.8]",Low Pass,,11.66919,,,,Lionel Mathis,401512.0,,,,,Recovery,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Marseille,147,"['130e3bc3-51fa-49c5-9aed-a62fd4e26eed', 'bb4fec12-10e8-4fd8-8841-3f47568b2349']",27,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.016,Pass,
,,,,,,,,,,,,,,,0.867708,,,,,,,,,,,,,997fde2f-5d3e-4b47-942e-78c20002e415,39,,"[83.8, 17.5]",3900577,0,,,,-1.043574,,Right Foot,,,"[92.3, 2.9]",Ground Pass,,16.894081,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,2,Marseille,147,['f4d96c8a-17fc-4fd7-a1d5-51f5ddae3b2d'],33,,,,,,,,,,,,,,,,,,Marseille,147,00:00:33.374,Pass,
,,,,,,,,,,,,,,,1.003366,,,,,,,,,,,,,e5efc46e-75e8-4e33-b01b-dc38b90dfa74,42,,"[92.3, 2.9]",3900577,0,,,,-3.1118984,,Right Foot,,,"[82.2, 2.6]",Ground Pass,,10.104454,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Kick Off,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,2,Marseille,147,['04fd723a-84bf-4f05-bcd9-f3b8a046cd4c'],36,,,,,,,,,,,,,,,,,,Marseille,147,00:00:36.740,Pass,
,,,,,,,,,,,,,,,1.412022,,,,,,,,,,,,,f381aae4-98cf-4fe0-85f1-348ba828b708,45,,"[82.2, 2.6]",3900577,0,,,,2.4468544,,Right Foot,,,"[67.2, 15.1]",Ground Pass,,19.525623,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Left Back,2,Marseille,147,['1257bdd8-9c5b-4191-a64b-4c2b55d966e4'],38,,,,,,,,,,,,,,,,,,Marseille,147,00:00:38.886,Pass,
,,,,,,,,,,,,,,,1.287225,,,,,,,,,,,,,89cede57-93cb-4e08-8954-676ae3e84675,48,,"[67.2, 15.1]",3900577,0,,,,1.9987448,,Right Foot,,,"[56.8, 37.9]",Ground Pass,,25.059929,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['4a058025-5b24-4a75-92dc-87fd7483ffe5'],41,,,,,,,,,,,,,,,,,,Marseille,147,00:00:41.326,Pass,
,,,,,,,,,,,,,,,1.557248,,,,,,,,,,,,,b6cc8174-4ea1-493a-a602-ca211c002209,51,,"[56.8, 37.9]",3900577,0,,,,-1.5884416,,Right Foot,,,"[56.5, 20.9]",Ground Pass,,17.002647,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['78d6bbaf-d618-4e18-ac1c-2bd84bafd68a'],45,,,,,,,,,,,,,,,,,,Marseille,147,00:00:45.211,Pass,
,,,,,,,,,,,,,,,0.788012,,,,,,,,,,,,,90040b1d-3e67-482f-8c88-ba663966ff38,54,,"[60.6, 17.0]",3900577,0,,,,0.68924886,,Left Foot,,,"[71.4, 25.9]",Ground Pass,,13.994642,,,,Jacques-Alaixys Romao,10036.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['bfa2846e-552d-46e1-9d10-ac0ba25fe926'],48,,,,,,,,,,,,,,,,,,Marseille,147,00:00:48.121,Pass,
,,,,,,,,,,,,,,,1.086151,,,,,,,,,,,,,c76badf0-f556-4cfe-82f4-3a61f713088d,58,,"[71.7, 17.8]",3900577,0,,,,-0.74165505,,Right Foot,,,"[87.2, 3.6]",Ground Pass,,21.02118,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,2,Marseille,147,"['04309dcd-2c5f-49e9-9e59-2cf2d8ed08a1', '89fb75e6-18a9-4b85-ad4e-2eb10796db1a']",50,,,,,,,,,,,,,,,,,,Marseille,147,00:00:50.785,Pass,True
,,,,,,,,,,,,,,,1.166499,,,,,,,,,,,,,eeed58d2-08f2-4f65-a1b9-02dda869ffb5,66,,"[27.7, 74.3]",3900577,0,,,,0.3704227,,Right Foot,,,"[38.0, 78.3]",Ground Pass,,11.049435,,,,Yannis Salibur,3122.0,,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,2,Marseille,147,"['91baaf59-0131-4c75-b203-eb9f8d89d1b7', 'd3d5626f-dda8-4e5c-bfa4-1b88df73495c']",58,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:58.784,Pass,True
,,,,,,,,,,,,,,,6.061744,,,,,,,,,,,,,d5663544-db72-462e-a7da-18c687289b87,75,,"[7.0, 44.1]",3900577,1,,,,0.0011494248,,Right Foot,,,"[94.0, 44.2]",High Pass,,87.00006,,Incomplete,,Marcus Coco,3363.0,,,,,Goal Kick,1,From Goal Kick,Jonas Lössl,3322.0,Goalkeeper,3,Guingamp,142,"['abfbb662-4b6c-422e-a7a4-3ce590b79547', 'da72ad7c-b8b6-4f9f-b4cb-9b8548b2c915']",33,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:33.981,Pass,
,,,,,,,,,,,,,,,0.805081,,,,,,,,,,,,,41659f55-36ad-4a6d-b1d0-60f6df46381d,80,,"[50.7, 16.7]",3900577,1,,,True,1.4084449,,,,,"[52.6, 28.3]",Low Pass,,11.754574,,Incomplete,,Jacques-Alaixys Romao,10036.0,,,,,Recovery,1,From Goal Kick,Abdelaziz Barrada,23933.0,Center Attacking Midfield,3,Guingamp,142,"['1807f83c-c664-4512-8c28-e5a519488f00', '3ea76376-ed90-4c0a-80a6-8b38a02d09be', '9a65d383-a7d2-4b83-8a99-cab75707ab6c']",42,,,,,,,,,,,,,,,,,,Marseille,147,00:01:42.093,Pass,True
,,,,,,,,,,,,,,,1.041908,,,,,,,,,,,,,3ea76376-ed90-4c0a-80a6-8b38a02d09be,82,,"[67.5, 51.8]",3900577,1,,,,0.66752607,,Left Foot,,,"[84.5, 65.2]",Ground Pass,,21.646246,,Incomplete,,Yannis Salibur,3122.0,,,,,Recovery,1,From Goal Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,"['41659f55-36ad-4a6d-b1d0-60f6df46381d', '61c0ef83-2fd6-48fb-951f-68c9d6473471', 'e30eb694-e884-4d33-b789-50240a5e0a52']",42,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:42.899,Pass,
,,,,,,,,,,,,,,,0.834323,,,,,,,,,,,,,e30eb694-e884-4d33-b789-50240a5e0a52,84,,"[35.6, 14.9]",3900577,1,,,,0.49452582,,Right Foot,,,"[45.8, 20.4]",Ground Pass,,11.588356,,,,Abdelaziz Barrada,23933.0,,,,,Recovery,1,Regular Play,Javier Manquillo Gaitán,3075.0,Left Back,4,Marseille,147,"['2bf6439e-a584-455f-80fa-982b7c80ef58', '3ea76376-ed90-4c0a-80a6-8b38a02d09be']",43,,,,,,,,,,,,,,,,,,Marseille,147,00:01:43.940,Pass,
,,,,,,,,,,,,,,,1.02707,,,,,,,,,,,,,32e31760-8623-4e0c-a0c5-65aaed486c1d,86,,"[45.7, 20.4]",3900577,1,,,,2.536048,,Left Foot,,,"[39.2, 24.9]",Ground Pass,,7.905694,,,,Lassana Diarra,3181.0,,,,,,1,Regular Play,Abdelaziz Barrada,23933.0,Center Attacking Midfield,4,Marseille,147,['ac5ce7ba-995d-4731-a83f-952312eafbca'],44,,,,,,,,,,,,,,,,,,Marseille,147,00:01:44.775,Pass,
,,,,,,,,,,,,,,,1.379097,,,,,,,,,,,,,7f1ceacb-b79d-4238-b537-c845236e6166,90,,"[39.0, 25.6]",3900577,1,,,,-0.09709631,,Right Foot,,,"[54.4, 24.1]",High Pass,,15.472879,,Incomplete,,Abdelaziz Barrada,23933.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,4,Marseille,147,"['257c70c3-c3f7-496c-a9b1-82b1ba3072fa', '74263ef9-d28c-420f-9325-675db7b34402', 'c4400e09-95e3-434a-9547-15f7e413def6']",45,,,,,,,,,,,,,,,,,,Marseille,147,00:01:45.820,Pass,True
,,,,,,,,,,,,,,,1.953551,,,,,,,,,,,,,c4400e09-95e3-434a-9547-15f7e413def6,92,,"[65.7, 56.0]",3900577,1,,,,-0.18444665,,Left Foot,,,"[79.1, 53.5]",High Pass,,13.631214,,Incomplete,,Marcus Coco,3363.0,,,,,Recovery,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,4,Marseille,147,"['1b831022-52bb-49dc-b050-c1d6b6e24f58', '7f1ceacb-b79d-4238-b537-c845236e6166', 'ae068db4-8db2-4153-9f27-c7800f7f9064']",47,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:47.199,Pass,
,,,,,,,,,,,,,,,2.059425,,,,,,,,,,,,,1b831022-52bb-49dc-b050-c1d6b6e24f58,94,,"[41.0, 26.6]",3900577,1,,,,2.023136,,Head,,,"[28.9, 51.5]",High Pass,,27.684292,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,Recovery,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,4,Marseille,147,"['c4400e09-95e3-434a-9547-15f7e413def6', 'd1d0b485-3b63-46eb-afc6-6b8642c1226e']",49,,,,,,,,,,,,,,,,,,Marseille,147,00:01:49.153,Pass,
,,,,,,,,,,,,,,,2.242076,,,,,,,,,,,,,b43d9d9f-d739-4089-a6f1-fd9ef233c75a,96,,"[29.5, 51.3]",3900577,1,,,,-2.5834498,,Head,,,"[9.8, 39.0]",Low Pass,,23.224556,,,,Steve Mandanda,3543.0,,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,4,Marseille,147,['868dab6b-b1b3-425f-978c-271aaa518522'],51,,,,,,,,,,,,,,,,,,Marseille,147,00:01:51.388,Pass,
,,,,,,,,,,,,,,,1.836419,,,,,,,,,,,,,8d16c4bc-b91c-4386-a3fd-05df9e86df2a,99,,"[8.8, 39.0]",3900577,1,,,,0.82799536,,Right Foot,,,"[23.4, 54.9]",Ground Pass,,21.586338,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,4,Marseille,147,['bb2ec245-2117-458e-8aa0-9db618a71f47'],55,,,,,,,,,,,,,,,,,,Marseille,147,00:01:55.667,Pass,
,,,,,,,,,,,,,,,1.269733,,,,,,,,,,,,,95bc7fda-ba76-4b62-a537-b8bf3b504234,102,,"[24.8, 55.7]",3900577,1,,,,0.8045041,,Right Foot,,,"[40.2, 71.7]",Ground Pass,,22.207207,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,4,Marseille,147,['11a2b08a-9e3b-4741-86a8-959f6715bc63'],58,,,,,,,,,,,,,,,,,,Marseille,147,00:01:58.889,Pass,
,,,,,,,,,,,,,,,1.012194,,,,,,,,,,,,,28d807da-2879-4f7d-9eed-baaea4d66835,105,,"[40.8, 71.7]",3900577,2,,,,-0.7224185,,Right Foot,,,"[52.6, 61.3]",Ground Pass,,15.728954,,,,Lucas Ariel Ocampos,4345.0,,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,4,Marseille,147,['6630cf43-cc02-4d48-be02-b78d3eeaa0f4'],1,,,,,,,,,,,,,,,,,,Marseille,147,00:02:01.400,Pass,
,,,,,,,,,,,,,,,1.668593,,,,,,,,,,,,,abdd0bcc-93f8-40bd-a240-b5565bbfe012,108,,"[52.6, 61.3]",3900577,2,,,,3.1415927,,Left Foot,,,"[35.0, 61.3]",Ground Pass,,17.6,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Lucas Ariel Ocampos,4345.0,Right Wing,4,Marseille,147,['d0a85305-2d3b-4687-b8e6-68d4b2fab176'],2,,,,,,,,,,,,,,,,,,Marseille,147,00:02:02.492,Pass,
,,,,,,,,,,,,,,,1.017991,,,,,,,,,,,,,6558e86f-3a75-423d-a8ba-8d96f7ddbadf,111,,"[37.1, 56.3]",3900577,2,,,,-0.6080892,,Right Foot,,,"[47.3, 49.2]",Ground Pass,,12.427792,,,,Lassana Diarra,3181.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,4,Marseille,147,['2e7a79e3-3f0c-4c6c-a4e7-658d4040fe89'],5,,,,,,,,,,,,,,,,,,Marseille,147,00:02:05.451,Pass,
,,,,,,,,,,,,,,,3.725883,,,,,,,,,,,,,f821de12-4e0d-41bd-8c31-dacb5d193459,114,,"[55.9, 56.6]",3900577,2,,,,-0.5483156,,Right Foot,,,"[107.8, 24.9]",High Pass,,60.815292,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,4,Marseille,147,"['21158e77-a775-4556-91ff-c46ab175ab1c', '783f8a34-3a24-4819-9ecf-373e687255ba']",9,,,,,,,,,,,,,,,,,,Marseille,147,00:02:09.167,Pass,
,,,,,,,,,,,,,,,2.531182,,,,,,,,,,,,,0dfe2c39-3316-40f2-b6a5-517397896ae8,118,,"[11.2, 53.1]",3900577,2,,,,0.73557067,,Keeper Arm,,,"[31.2, 71.2]",Ground Pass,,26.974247,,,,Jonathan Martins-Pereira,3364.0,,,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,5,Guingamp,142,['cfcca15e-c5b4-4d5e-8e7d-f9cc95bdd01a'],13,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:13.907,Pass,
,,,,,,,,,,,,,,,1.216527,,,,,,,,,,,,,5a076f12-1a1d-49c9-830a-64af1e2ded0c,121,,"[52.8, 74.6]",3900577,2,,,,-1.5871882,,Right Foot,,,"[52.6, 62.4]",Ground Pass,,12.201639,,,,Lionel Mathis,401512.0,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,5,Guingamp,142,['6fc3f688-cffa-47d3-86cb-a7054ad46c00'],18,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:18.996,Pass,
,,,,,,,,,,,,,,,1.881563,,,,,,,,,,,,,57f26c06-7724-4ebd-9d9e-8bf845fd2cb4,123,,"[55.2, 62.0]",3900577,2,,,,3.1057336,,Left Foot,,,"[32.9, 62.8]",Ground Pass,,22.314344,,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,5,Guingamp,142,['3e5d2a30-b24e-4aeb-abf2-c85e1eeeb46d'],20,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:20.212,Pass,
