50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.103632,,,,,,,,,,,,,,e0f37552-7de8-4079-9e81-4b3bdefbc0c5,16,,,"[42.0, 21.6]",3901160,0,,,,True,-0.85862607,,,,,"[54.0, 7.7]",Low Pass,,18.36328,,,Thomas Lemar,3245.0,,,,,Recovery,1,Regular Play,Wallace Fortuna dos Santos,8277.0,Left Center Back,3,AS Monaco,129,"['07fedf04-db60-4c06-9ff7-7b2a500859c9', '10d1060f-0d27-4513-94cc-90a2363477f8', '6b1ddc18-6df5-46f9-8baf-e91e1f32d9c2']",9,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:09.906,Pass,True
,,,,,,,,,,,,,,,,,0.980072,,,,,,,,,,,,,,4c56b55e-868f-4bba-be30-aebc7c456917,19,,,"[54.0, 7.7]",3901160,0,,,,,1.4405849,,Right Foot,,,"[56.2, 24.5]",Ground Pass,,16.943436,,,Jérémy Toulalan,3406.0,,,,,,1,Regular Play,Thomas Lemar,3245.0,Left Wing,3,AS Monaco,129,['e69cf141-9d99-4df5-893d-96a374aa62ab'],11,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:11.171,Pass,
,,,,,,,,,,,,,,,,,2.178523,,,,,,,,,,,,,,e406a39b-2b7f-471b-8ec5-6bb3e226de94,22,,,"[56.2, 24.5]",3901160,0,,,,,1.8902375,,Right Foot,,,"[47.6, 50.5]",Ground Pass,,27.385397,,,Fábio Henrique Tavares,3247.0,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Left Defensive Midfield,3,AS Monaco,129,['d34809be-c6b9-4eb2-8e5d-c2d9a2242069'],12,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:12.484,Pass,
,,,,,,,,,,,,,,,,,3.610611,,,,,,,,,,,,,,f974edd2-ffca-4a88-aa1e-58b30b15ec91,30,,,"[6.0, 44.0]",3901160,0,,,,,-0.33634484,,Right Foot,,,"[73.5, 20.4]",High Pass,,71.506714,,,Jérémy Toulalan,3406.0,,,,,Goal Kick,1,From Goal Kick,Danijel Subašić,3444.0,Goalkeeper,4,AS Monaco,129,['3427f8cf-9a24-4925-b6d1-79c9ccab37ba'],42,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:42.993,Pass,
,,,,,,,,,,,,,,,,,1.856955,,,,,,,,,,,,,,14f3c3f6-249b-46b3-aaca-77b599368f9b,32,,,"[73.5, 20.4]",3901160,0,,,,True,-0.18182589,,,,,"[95.8, 16.3]",Low Pass,,22.673773,Incomplete,,Thomas Lemar,3245.0,,,,,,1,From Goal Kick,Jérémy Toulalan,3406.0,Left Defensive Midfield,4,AS Monaco,129,"['1d662c22-2241-4d6f-b9dc-43607a9903db', '59b57daf-27e5-45ae-8a10-3e0cfe662b66', 'd6d50841-6b85-48c6-a072-d925f27d8274']",46,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:46.604,Pass,True
,,,,,,,,,,,,,,,,,1.254177,,,,,,,,,,,,,,aa0f3a3a-fd38-4aa5-b62c-8aae5561e6c2,38,,,"[19.3, 74.5]",3901160,0,,,,,0.42976227,,Right Foot,,,"[31.3, 80.0]",Low Pass,,13.200378,Out,,Alejandro Bedoya,12351.0,,,,,,1,From Goal Kick,Youssouf Sabaly,3404.0,Right Back,4,AS Monaco,129,"['3f4e9b86-d473-4cb4-aa79-4eb5eb5d0117', 'e9fa88da-6ba7-4bee-8ad5-827e56df42bf']",50,,,,,,,,,,,,,,,,,Nantes,144,00:00:50.591,Pass,True
,,,,,,,,,,,,,,,,,0.486504,,,,,,,,,,,,,,67affca7-0926-4467-8e3d-f2b7a462fabe,40,,,"[90.5, 0.1]",3901160,0,,,,,2.1634936,,,,,"[83.9, 9.9]",Low Pass,,11.815245,,,Jérémy Toulalan,3406.0,,,,,Throw-in,1,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,5,AS Monaco,129,['6796e021-7a46-4827-a409-2b24839a7462'],58,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:58.483,Pass,
,,,,,,,,,,,,,,,,,0.950346,,,,,,,,,,,,,,1a7fcb48-2b03-47ec-9f92-22ed0ef3dd29,42,,,"[83.9, 9.9]",3901160,0,,,,,0.35016668,,Left Foot,,,"[95.4, 14.1]",Ground Pass,,12.242957,,,Thomas Lemar,3245.0,,,,,,1,From Throw In,Jérémy Toulalan,3406.0,Left Defensive Midfield,5,AS Monaco,129,['a1a10453-4cb8-46c9-9e90-06e5844c8bc9'],58,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:58.969,Pass,
,,,,,,,,,,,,,,,,,5.53611,,,,,,,,,,,,,,9d83c4e8-a05b-426b-9b5c-5bb9ea8db92d,46,,,"[25.6, 57.4]",3901160,1,,,,,0.3139561,,Left Foot,,,"[91.2, 78.7]",High Pass,,68.971375,Incomplete,,Kolbeinn Sigþórsson,6284.0,,,,,Recovery,1,From Throw In,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,5,AS Monaco,129,"['0623e8c2-4992-4d79-9030-0aee2bf2b446', '73213619-5c18-487e-a0d1-135fdbab7a21']",1,,,,,,,,,,,,,,,,,Nantes,144,00:01:01.540,Pass,
,,,,,,,,,,,,,,,,,3.844558,,,,,,,,,,,,,,0623e8c2-4992-4d79-9030-0aee2bf2b446,49,,,"[28.9, 1.4]",3901160,1,,,,,2.1678827,,Right Foot,,,"[8.3, 31.7]",Ground Pass,,36.639458,,,Danijel Subašić,3444.0,,,,,Recovery,1,From Throw In,Wallace Fortuna dos Santos,8277.0,Left Center Back,5,AS Monaco,129,"['57aae8e8-b2dc-4172-af01-a3a2646b5c9a', '6ff4294d-11a4-4031-8f78-cddfc0e39507', '9d83c4e8-a05b-426b-9b5c-5bb9ea8db92d']",7,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:07.076,Pass,True
,,,,,,,,,,,,,,,,,2.50433,,,,,,,,,,,,,,be5df413-87ad-43e0-a410-360f01a960ae,52,,,"[12.9, 41.1]",3901160,1,,,,,-0.7213529,,Right Foot,,,"[57.7, 1.7]",High Pass,,59.660706,Incomplete,,Elderson Uwa Echiejile,27558.0,,,,,,1,From Throw In,Danijel Subašić,3444.0,Goalkeeper,5,AS Monaco,129,"['1a9dfd69-1e4d-4762-a7ca-e1cea0f7e9ae', 'b8b69dfc-0bc3-4f55-ae0d-fcf5f7a54f1b']",16,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.989,Pass,
,,,,,,,,,,,,,,,,,1.752816,,,,,,,,,,,,,,f651c29a-db90-43a5-acbf-5cafd3215bfc,55,,,"[56.0, 0.1]",3901160,1,,,,,0.058116302,,,,,"[83.5, 1.7]",High Pass,,27.546507,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Throw-in,1,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,6,AS Monaco,129,"['1a2db04e-4c6b-450b-b887-8ac634dd5608', 'c8b48268-43d5-45d5-906b-60ecd690dbed']",27,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:27.888,Pass,
,,,,,,,,,,,,,,,,,3.938604,,,,,,,,,,,,,,079279f2-2711-4e6f-82f1-e3ec86aee3e6,59,,,"[65.5, 11.1]",3901160,1,,,,,0.2896725,,Right Foot,,,"[111.8, 24.9]",High Pass,,48.312836,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Recovery,1,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,6,AS Monaco,129,"['010e99fa-c4fa-480c-88d1-634973b271d6', '74df113b-eb1c-441b-bee7-1e5803ced883']",31,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:31.005,Pass,
,,,,,,,,,,,,,,,,,1.242654,,,,,,,,,,,,,,266ecb0b-2d50-461c-81d5-3a420aa121ee,63,,,"[12.0, 53.1]",3901160,1,,,,,0.8014396,,Keeper Arm,,,"[21.2, 62.6]",Ground Pass,,13.224598,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,7,Nantes,144,['7e97c9a4-9e1e-4f26-ae25-1f345ad4e33e'],39,,,,,,,,,,,,,,,,,Nantes,144,00:01:39.222,Pass,
,,,,,,,,,,,,,,,,,1.383433,,,,,,,,,,,,,,6a352600-d9de-4bf9-8dc6-93d3ba2c35c4,66,,,"[21.6, 63.4]",3901160,1,,,,,-2.4137225,,Right Foot,,,"[11.5, 54.4]",Ground Pass,,13.528119,,,Rémy Riou,25377.0,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,7,Nantes,144,['10c067ba-b424-4c80-ab9e-e483275f64cf'],41,,,,,,,,,,,,,,,,,Nantes,144,00:01:41.274,Pass,
,,,,,,,,,,,,,,,,,1.903081,,,,,,,,,,,,,,5d157ea8-60fe-4b7c-9167-0af9e1d8d830,69,,,"[12.2, 56.2]",3901160,1,,,,,0.9760371,,Left Foot,,,"[23.7, 73.2]",Ground Pass,,20.524376,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,7,Nantes,144,['9c5d8be7-e0fc-42fb-9332-a46d8a8f3aa4'],44,,,,,,,,,,,,,,,,,Nantes,144,00:01:44.718,Pass,
,,,,,,,,,,,,,,,,,2.858233,,,,,,,,,,,,,,9220e0d6-004a-40cc-8102-3edae21d6d33,73,,,"[25.9, 73.5]",3901160,1,,,,,-0.22749595,,Right Foot,,,"[67.8, 63.8]",High Pass,,43.00814,,,Kolbeinn Sigþórsson,6284.0,,,,,,1,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Right Center Back,7,Nantes,144,"['06e5d70a-7ce5-427d-b364-8ebbfdbfc167', 'ea831c69-454e-4a18-a3d7-404a1a76be98']",47,,,,,,,,,,,,,,,,,Nantes,144,00:01:47.761,Pass,True
,,,,,,,,,,,,,,,,,1.293044,,,,,,,,,,,,,,604983dd-4620-4449-9f92-1575d5500731,76,,,"[67.2, 63.2]",3901160,1,,,,True,-0.37854558,,,,,"[76.0, 59.7]",High Pass,,9.470481,,,Emiliano Sala,3114.0,,,,,,1,Regular Play,Kolbeinn Sigþórsson,6284.0,Right Center Forward,7,Nantes,144,"['d81114e9-9cca-4036-ad6b-4803bdaf1050', 'de6c3e7c-c389-462c-b6ee-060b5a5d5c38']",50,,,,,,,,,,,,,,,,,Nantes,144,00:01:50.857,Pass,True
,,,,,,,,,,,,,,,,,2.443415,,,,,,,,,,,,,,bb78b416-7e1c-4134-81a9-652b254793c6,79,,,"[73.0, 57.7]",3901160,1,,,,,-1.0029864,,Right Foot,,,"[95.9, 21.8]",Ground Pass,,42.58192,,,Wilfried Moimbé,4249.0,,,,,,1,Regular Play,Emiliano Sala,3114.0,Left Center Forward,7,Nantes,144,['8a1d6607-4c2d-44dd-8f06-454f199ae6e0'],54,,,,,,,,,,,,,,,,,Nantes,144,00:01:54.344,Pass,
,,,,,,,,,,,,,,,,,0.106931,,,,,,,,,,,,,,53756118-cc29-4b77-ba40-3a625e085287,83,,,"[105.5, 20.3]",3901160,1,,,,,1.7307094,,Left Foot,,,"[105.0, 23.4]",Low Pass,,3.1400638,Incomplete,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Wilfried Moimbé,4249.0,Left Back,7,Nantes,144,"['933e164b-454e-4f9e-ba95-3bf2f9f42b5a', 'a3436fa1-f746-48e8-8ae4-08b6e03d0664', 'a980aba0-f9a7-46ea-ab66-872a862a734b']",58,,,,,,,,,,,,,,,,,Nantes,144,00:01:58.107,Pass,True
,,,,,,,,,,,,,,,,,1.306474,,,,,,,,,,,,,,914bbc8e-e706-4ff2-aa61-81be566cdc90,86,,,"[120.0, 0.1]",3901160,2,,,,,1.7999272,,Right Foot,,,"[112.7, 31.4]",High Pass,True,32.140007,Incomplete,,Youssouf Sabaly,3404.0,,,Inswinging,,Corner,1,From Corner,Adryan Oliveira Tavares,31687.0,Left Midfield,8,Nantes,144,"['0eab840d-4836-4aa7-bcc4-0f47529add5e', '892c5837-439c-4cc6-97a6-0a9de428becf']",22,,,,,,,,,,,,,,,,,Nantes,144,00:02:22.164,Pass,
,,,,,,,,,,,,,,,,,2.125623,,,,,,,,,,,,,,4e99f33d-9cd6-4879-9a20-5d06d32771ff,89,,,"[90.0, 19.5]",3901160,2,,,,,0.22434667,,Head,,,"[104.9, 22.9]",High Pass,,15.282997,Incomplete,,Alejandro Bedoya,12351.0,,,,,Recovery,1,From Corner,Wilfried Moimbé,4249.0,Left Back,8,Nantes,144,"['10b07732-8a71-485f-807c-2e26bdd6ecac', '443077a8-09af-40ed-89ea-8bffd699488c']",24,,,,,,,,,,,,,,,,,Nantes,144,00:02:24.994,Pass,
,,,,,,,,,,,,,,,,,2.257353,,,,,,,,,,,,,,10b07732-8a71-485f-807c-2e26bdd6ecac,91,,,"[15.2, 57.2]",3901160,2,,,,,0.73508096,,Head,,,"[37.1, 77.0]",Low Pass,,29.52372,,,Kylian Mbappé Lottin,3009.0,,,,,Recovery,1,From Corner,Andrea Raggi,3374.0,Right Back,8,Nantes,144,"['30bf148f-85ed-443f-b76e-f69d77ce2951', '4e99f33d-9cd6-4879-9a20-5d06d32771ff']",27,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:27.119,Pass,
,,,,,,,,,,,,,,,,,4.177136,,,,,,,,,,,,,,e1c4e077-dd3d-4961-b02f-8f0e458d3b67,98,,,"[57.7, 6.6]",3901160,2,,,,,2.1895018,,Right Foot,,,"[44.6, 25.0]",Ground Pass,,22.586943,,,Lorik Agim Cana,10936.0,,,,,,1,From Corner,Rémi Gomis,401478.0,Left Defensive Midfield,8,Nantes,144,['bce02511-a009-46cb-8c67-3480194d55cc'],33,,,,,,,,,,,,,,,,,Nantes,144,00:02:33.014,Pass,
,,,,,,,,,,,,,,,,,1.774042,,,,,,,,,,,,,,32d6905f-a591-4bee-9186-e4ee8d9759ba,101,,,"[37.0, 31.6]",3901160,2,,,,,-1.2475237,,Right Foot,,,"[43.6, 11.9]",Ground Pass,,20.776188,,,Rémi Gomis,401478.0,,,,,,1,From Corner,Lorik Agim Cana,10936.0,Left Center Back,8,Nantes,144,['ccf4f597-cfaf-4ede-980f-1b04e3c2c305'],37,,,,,,,,,,,,,,,,,Nantes,144,00:02:37.777,Pass,
,,,,,,,,,,,,,,,,,1.243863,,,,,,,,,,,,,,f7cb9037-9bfc-450b-b3d6-6d212db75c24,104,,,"[44.0, 9.7]",3901160,2,,,,,-0.32322764,,Right Foot,,,"[64.3, 2.9]",Ground Pass,,21.408644,,,Wilfried Moimbé,4249.0,,,,,,1,From Corner,Rémi Gomis,401478.0,Left Defensive Midfield,8,Nantes,144,['24f0e2a4-93cd-49a0-a2fb-d94a2f709f72'],40,,,,,,,,,,,,,,,,,Nantes,144,00:02:40.262,Pass,
,,,,,,,,,,,,,,,,,1.14186,,,,,,,,,,,,,,98d6fa86-f3b1-45d0-82b0-a755eb067ebf,107,,,"[65.8, 6.6]",3901160,2,,,,,2.9441972,,Left Foot,,,"[54.3, 8.9]",Ground Pass,,11.727745,,,Rémi Gomis,401478.0,,,,,,1,From Corner,Wilfried Moimbé,4249.0,Left Back,8,Nantes,144,['9224fe49-8c36-402a-a72b-fcc1e52fb85b'],42,,,,,,,,,,,,,,,,,Nantes,144,00:02:42.903,Pass,
,,,,,,,,,,,,,,,,,1.154672,,,,,,,,,,,,,,370ae3d1-b667-41ed-9731-6e0821848b7e,110,,,"[54.9, 16.2]",3901160,2,,,,,2.8180468,,Right Foot,,,"[38.2, 21.8]",Ground Pass,,17.613914,,,Lorik Agim Cana,10936.0,,,,,,1,From Corner,Rémi Gomis,401478.0,Left Defensive Midfield,8,Nantes,144,['5b0f345d-268d-4821-8c37-5281ef200395'],48,,,,,,,,,,,,,,,,,Nantes,144,00:02:48.273,Pass,
,,,,,,,,,,,,,,,,,1.835808,,,,,,,,,,,,,,0247efa1-edf8-469a-a04e-f9d09a561421,113,,,"[38.3, 20.3]",3901160,2,,,,,0.5208767,,Right Foot,,,"[75.6, 41.7]",High Pass,,43.002907,,,Kolbeinn Sigþórsson,6284.0,,,,,,1,From Corner,Lorik Agim Cana,10936.0,Left Center Back,8,Nantes,144,['4edf501f-03dd-4520-9662-c255a489642b'],51,,,,,,,,,,,,,,,,,Nantes,144,00:02:51.020,Pass,
,,,,,,,,,,,,,,,,,2.81394,,,,,,,,,,,,,,755554ce-4360-4a7d-b57b-46aedfa40713,117,,,"[74.4, 40.4]",3901160,2,,,,,1.4801364,,Right Foot,,,"[77.0, 69.0]",Low Pass,,28.71794,Incomplete,,Youssouf Sabaly,3404.0,,,,,,1,From Corner,Kolbeinn Sigþórsson,6284.0,Right Center Forward,8,Nantes,144,"['0836892b-78b7-43ca-a64c-fb1f3e06df95', '9a291cbb-0f75-46b6-8488-dd9fad128ac5']",53,,,,,,,,,,,,,,,,,Nantes,144,00:02:53.000,Pass,
,,,,,,,,,,,True,,,,,,0.97756,,,,,,,,,,,,,,9a291cbb-0f75-46b6-8488-dd9fad128ac5,120,,,"[43.1, 11.1]",3901160,2,,,,,2.998635,,Right Foot,,,"[29.9, 13.0]",Ground Pass,,13.336041,,,Elderson Uwa Echiejile,27558.0,,,,,Interception,1,Regular Play,Thomas Lemar,3245.0,Left Wing,9,AS Monaco,129,"['3cfe0ec7-51cb-422b-bdb5-9fd55e288601', '755554ce-4360-4a7d-b57b-46aedfa40713', 'bc3b4484-0147-41e5-b11f-3a16a9dd8e99']",55,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:55.814,Pass,True
