50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.785549,,,,,,,,,,,,,f3aefc77-07e2-47a3-9f21-7ae80f2b89ef,17,,"[19.5, 31.0]",3901189,0,,,,1.5141767,,Right Foot,,,"[20.9, 55.7]",Ground Pass,24.739645,,,,Renato Civelli,29057.0,,,,,,,1,From Kick Off,Marko Baša,40523.0,Left Center Back,2,Lille,143,"['77ad9056-56a1-4cb5-8968-a15970b37349', 'd4e33f8e-751e-4f0d-afe4-693c7b336e0c']",8,,,,,,,,,,,,,,,,Lille,143,00:00:08.267,Pass,True
,,,,,,,,,,,,,,,,2.531789,,,,,,,,,,,,,d24ca7af-e2fe-4bd9-a601-f9beedb0e701,21,,"[35.5, 65.3]",3901189,0,,,,-0.19107097,,Right Foot,,,"[90.3, 54.7]",High Pass,55.81577,,,,Éderzito António Macedo Lopes,15996.0,,,,,,,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,"['4ceb3d2d-b110-4770-8189-01b9959ecd7e', 'a7769e11-d5b2-4f27-9b7e-ca4dd39273aa']",13,,,,,,,,,,,,,,,,Lille,143,00:00:13.867,Pass,True
,,,,,,,,,,,,,,,,0.074489,,,,,,,,,,,,,33e609d9-5623-42b1-9847-c548ace73bbd,23,,"[88.1, 57.1]",3901189,0,,,True,-0.48689923,,,,,"[89.8, 56.2]",Low Pass,1.9235384,,Incomplete,,Morgan Amalfitano,3425.0,,,,,,,1,From Kick Off,Éderzito António Macedo Lopes,15996.0,Center Forward,2,Lille,143,"['10b3ae99-4eca-4d5d-83cf-e1bab2050cd2', '177f579e-095f-4ffc-8c1e-f98d7a08e7f4', '3e250c5f-a02a-42fb-be58-35d23afdc15b']",16,,,,,,,,,,,,,,,,Lille,143,00:00:16.399,Pass,True
,,,,,,,,,,,,,,,,2.270929,,,,,,,,,,,,,7799363d-3563-4ced-8568-80ec88c170b1,28,,"[36.1, 21.7]",3901189,0,,,,-0.3470616,,Left Foot,,,"[64.3, 11.5]",High Pass,29.987997,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,Recovery,1,From Kick Off,Yann Bodiger,2961.0,Right Defensive Midfield,2,Lille,143,"['2a18497b-02ed-4cce-a9e2-2ebc6e3ede1f', '58586510-f2a8-4f09-9978-0163314b5cb4']",19,,,,,,,,,,,,,,,,Toulouse,130,00:00:19.543,Pass,
,,,,,,,,,,,,,,,,2.452707,,,,,,,,,,,,,2a18497b-02ed-4cce-a9e2-2ebc6e3ede1f,31,,"[55.8, 68.6]",3901189,0,,,True,-1.2793396,,,,,"[57.6, 62.6]",High Pass,6.264184,,,,Florent Balmont,3211.0,,,,,,Recovery,1,From Kick Off,Renato Civelli,29057.0,Right Center Back,2,Lille,143,"['7799363d-3563-4ced-8568-80ec88c170b1', '91fe5a52-92eb-47a5-a8ad-ef00f372b3f8', 'c9fdb677-956c-4d5e-8907-584169319a70']",21,,,,,,,,,,,,,,,,Lille,143,00:00:21.814,Pass,True
,,,,,,,,,,,,,,,,1.467538,,,,,,,,,,,,,37f19f1e-7fcf-45f9-821e-9a633b59f391,34,,"[57.5, 63.9]",3901189,0,,,True,0.7378151,,,,,"[63.0, 68.9]",High Pass,7.4330344,,Incomplete,,Mounir Obbadi,40697.0,,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,"['7cc5ef8e-a417-4a76-9014-b37f6e7234a2', 'a8a0fda8-9d48-4ace-ada6-4fc5899147c7', 'b76c6761-661f-4821-a3f1-43e6ff4b22bb']",24,,,,,,,,,,,,,,,,Lille,143,00:00:24.267,Pass,True
,,,,,,,,,,,,,,,,1.162472,,,,,,,,,,,,,73d7a679-9472-4cdd-aae9-9fd109b82f6f,39,,"[58.5, 5.9]",3901189,0,,,,2.8033826,,Right Foot,,,"[44.0, 11.0]",Ground Pass,15.370751,,,,Jacques François Moubandje,3024.0,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Left Wing,3,Toulouse,130,"['690ed9a3-1f77-4169-9289-907cde7507e6', 'c423fc17-f380-4b0d-9c00-201ad6f7dd62']",28,,,,,,,,,,,,,,,,Toulouse,130,00:00:28.629,Pass,True
,,,,,,,,,,,,,,,,0.822946,,,,,,,,,,,,,fe056556-6fc2-44ae-92da-6ecee1ad2e16,43,,"[43.2, 12.1]",3901189,0,,,,0.95282996,,Left Foot,,,"[49.1, 20.4]",Ground Pass,10.18332,,,,Yann Bodiger,2961.0,,,,,,,1,Regular Play,Jacques François Moubandje,3024.0,Left Back,3,Toulouse,130,"['aa6a7e7c-7fcb-4f75-b4f2-2ae073c38f67', 'cbe94ba5-2f2d-4499-b287-e1a2205cd847']",31,,,,,,,,,,,,,,,,Toulouse,130,00:00:31.277,Pass,True
,,,,,,,,,,,,,,,,1.57193,,,,,,,,,,,,,08410de9-5cae-4935-9967-f6a4b0034e94,47,,"[48.8, 20.0]",3901189,0,,,,3.101841,,Right Foot,,,"[31.2, 20.7]",Ground Pass,17.613914,,,,Marcel Tisserand,8677.0,,,,,,,1,Regular Play,Yann Bodiger,2961.0,Right Defensive Midfield,3,Toulouse,130,"['0b1f2b14-f2d1-467e-bc76-930d2ffb6629', '61f92f2c-169f-4a23-89e3-03c08e061728']",32,,,,,,,,,,,,,,,,Toulouse,130,00:00:32.180,Pass,True
,,,,,,,,,,,,,,,,2.898362,,,,,,,,,,,,,e84c31bc-d04f-44ef-95ec-c72f1c579377,51,,"[33.8, 5.2]",3901189,0,,,,0.53850746,,Left Foot,,,"[80.0, 32.8]",High Pass,53.816353,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,,1,Regular Play,Marcel Tisserand,8677.0,Left Center Back,3,Toulouse,130,"['51d1e470-7c5e-485e-954e-c1a482f753ba', 'f02215d7-f6d2-4c1a-9b83-23b6ee4e9e4e']",35,,,,,,,,,,,,,,,,Toulouse,130,00:00:35.328,Pass,
,,,,,,,,,,,,,,,,1.850548,,,,,,,,,,,,,8897ef9d-cb16-420e-a1bc-e03b934b9a2a,55,,"[35.5, 47.0]",3901189,0,,,,-3.0343137,,Right Foot,,,"[9.5, 44.2]",Ground Pass,26.150335,,,,Vincent Enyeama,40484.0,,,,,,,1,Regular Play,Marko Baša,40523.0,Left Center Back,4,Lille,143,['1373e10e-7104-461b-b015-4b71b3b539e6'],39,,,,,,,,,,,,,,,,Lille,143,00:00:39.002,Pass,
,,,,,,,,,,,,,,,,2.651895,,,,,,,,,,,,,c102e8c8-cd6c-4c21-abae-9fee3963a9fe,58,,"[11.9, 35.3]",3901189,0,,,,-0.46084648,,Left Foot,,,"[54.8, 14.0]",High Pass,47.896763,,Incomplete,,Sofiane Boufal,3625.0,,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,4,Lille,143,"['48c86acc-d699-4e38-8539-f878c6f7c9b9', 'b8135946-24c8-45ef-b95d-e303b2ff03fa']",42,,,,,,,,,,,,,,,,Lille,143,00:00:42.545,Pass,
,,,,,,,,,,,,,,,,1.994005,,,,,,,,,,,,,48c86acc-d699-4e38-8539-f878c6f7c9b9,60,,"[65.3, 66.1]",3901189,0,,,,0.6120805,,Head,,,"[85.1, 80.0]",High Pass,24.19194,,Out,,Wergiton do Rosário Calmon,3030.0,,,,,,Recovery,1,Regular Play,Steeve Yago,3035.0,Right Back,4,Lille,143,"['8b9e3f20-8cc3-401d-9f1c-a18f90af9003', 'c102e8c8-cd6c-4c21-abae-9fee3963a9fe']",45,,,,,,,,,,,,,,,,Toulouse,130,00:00:45.197,Pass,
,,,,,,,,,,,,,,,,1.925219,,,,,,,,,,,,,2fba682d-dfcf-4a0c-ad41-68bf5c6192c8,62,,"[35.9, 0.1]",3901189,0,,,,0.2126959,,,,,"[57.2, 4.7]",High Pass,21.791054,,,,Éderzito António Macedo Lopes,15996.0,,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,5,Lille,143,['d970743d-a5c0-4053-a8ee-9333aae2cad1'],57,,,,,,,,,,,,,,,,Lille,143,00:00:57.953,Pass,
,,,,,,,,,,,,,,,,0.91831,,,,,,,,,,,,,a5134098-ec28-42a6-b1a0-38d6d7109afc,67,,"[70.0, 75.7]",3901189,1,,,,-1.7947009,,Right Foot,,,"[67.7, 65.6]",Ground Pass,10.358571,,,,Yann Bodiger,2961.0,,,,,,,1,Regular Play,Wergiton do Rosário Calmon,3030.0,Right Wing,6,Toulouse,130,['b87fdaff-69fd-49a3-b811-5da49db77ce1'],2,,,,,,,,,,,,,,,,Toulouse,130,00:01:02.578,Pass,
,,,,,,,,,,,,,,,,3.372933,,,,,,,,,,,,,97bbb4b1-2443-4e7a-9e09-b4da5f27fb38,70,,"[69.4, 62.7]",3901189,1,,,,0.3702017,,Left Foot,,,"[111.4, 79.0]",High Pass,45.052082,,,,Tongo Hamed Doumbia,16522.0,,,,,,,1,Regular Play,Yann Bodiger,2961.0,Right Defensive Midfield,6,Toulouse,130,['17a1fbb9-eb52-4722-9970-dc6862a3e224'],4,,,,,,,,,,,,,,,,Toulouse,130,00:01:04.085,Pass,
,,,,,,,,,,,,,,,,0.078466,,,,,,,,,,,,,11daff69-6c9a-42c9-8151-3e238ccdf05b,73,,"[113.8, 77.3]",3901189,1,,,,-1.1547319,,Right Foot,,,"[115.7, 73.0]",Low Pass,4.7010636,,Incomplete,,,,,,,,,,1,Regular Play,Tongo Hamed Doumbia,16522.0,Center Attacking Midfield,6,Toulouse,130,['d1170871-4309-4f79-a7c8-0ffe672c8334'],9,,,,,,,,,,,,,,,,Toulouse,130,00:01:09.851,Pass,
,,,,,,,,,,,,,,,,1.971426,,,,,,,,,,,,,13adb0a8-b8db-43f4-aaf1-2257f1c7fcca,75,,"[120.0, 80.0]",3901189,1,,,,-1.827164,5f8772d0-93fb-4d8f-b695-8bc3d4d1f37b,Right Foot,,,"[109.2, 38.8]",High Pass,42.59202,,,True,Marcel Tisserand,8677.0,True,,True,Outswinging,,Corner,1,From Corner,Étienne Didot,3189.0,Left Defensive Midfield,7,Toulouse,130,['302949a8-8d12-4040-8689-b4229711e548'],39,,,,,,,,,,,,,,,,Toulouse,130,00:01:39.900,Pass,
,,,,,,,,,,,,,,,,2.963681,,,,,,,,,,,,,ffcca15f-6c10-4a3e-b01d-4ae921f1b73e,80,,"[8.5, 43.7]",3901189,1,True,,,0.3304628,,Drop Kick,,,"[70.3, 64.9]",High Pass,65.33514,,Incomplete,,,,,,,,,,1,From Keeper,Vincent Enyeama,40484.0,Goalkeeper,9,Lille,143,['6341b7b9-75a6-4450-a3cd-f5f1c6f6566f'],54,,,,,,,,,,,,,,,,Lille,143,00:01:54.925,Pass,
,,,,,,,,,,,,,,,,3.672024,,,,,,,,,,,,,6341b7b9-75a6-4450-a3cd-f5f1c6f6566f,81,,"[49.8, 15.2]",3901189,1,True,,,-0.42459545,,Head,,,"[83.2, 0.1]",High Pass,36.65474,,Out,,Martin Braithwaite Christensen,4447.0,,,,,,Recovery,1,From Keeper,Jacques François Moubandje,3024.0,Left Back,9,Lille,143,"['d3253052-6ff6-4287-b68e-06e5bc307716', 'ffcca15f-6c10-4a3e-b01d-4ae921f1b73e']",57,,,,,,,,,,,,,,,,Toulouse,130,00:01:57.889,Pass,
,,,,,,,,,,,,,,,,2.042643,,,,,,,,,,,,,00bb573a-b8b5-4a93-a00b-09b95bd5d4c0,83,,"[51.4, 80.0]",3901189,2,,,,-0.27651393,,,,,"[66.2, 75.8]",Low Pass,15.384408,,,,Éderzito António Macedo Lopes,15996.0,,,,,,Throw-in,1,From Throw In,Bakary Adama Soumaoro,3677.0,Right Back,10,Lille,143,['6697c0b3-f966-496e-94a4-e030d0a91a88'],8,,,,,,,,,,,,,,,,Lille,143,00:02:08.784,Pass,
,,,,,,,,,,,,,,,,1.374369,,,,,,,,,,,,,15a3886f-2971-41c6-98e4-2f08e296d0f5,90,,"[63.1, 4.6]",3901189,2,,,,0.9911182,,Left Foot,,,"[77.7, 26.9]",Ground Pass,26.654268,,,,Wissam Ben Yedder,6723.0,,,,,,,1,From Throw In,Yann Bodiger,2961.0,Right Defensive Midfield,10,Lille,143,['2ab1a580-9642-4c04-93b3-a0abc074cfe6'],13,,,,,,,,,,,,,,,,Toulouse,130,00:02:13.608,Pass,
,,,,,,,,,,,,,,,,2.387698,,,,,,,,,,,,,ac041d43-2328-4dc2-ab55-e62f91935109,93,,"[86.9, 13.5]",3901189,2,,,,1.0470707,,Left Foot,,,"[101.8, 39.3]",High Pass,29.793455,,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Center Forward,10,Lille,143,"['af3d7df6-b2a3-4009-838f-dd9fcdf5da76', 'fb3e19f9-9df2-44ea-aa28-469634e26ae4']",17,,,,,,,,,,,,,,,,Toulouse,130,00:02:17.587,Pass,
,,,,,,,,,,,,,,,,1.335672,,,,,,,,,,,,,af3d7df6-b2a3-4009-838f-dd9fcdf5da76,96,,"[18.3, 40.8]",3901189,2,,,,1.7531068,,Right Foot,,,"[15.0, 58.7]",Low Pass,18.201649,,,,Renato Civelli,29057.0,,,,,,Recovery,1,From Throw In,Djibril Sidibé,3446.0,Left Back,10,Lille,143,"['87f9cd6c-9d6a-4f95-b26b-cbadd34f04c7', '921b60e7-e9d2-4c93-956f-5b46a63224de', 'ac041d43-2328-4dc2-ab55-e62f91935109']",19,,,,,,,,,,,,,,,,Lille,143,00:02:19.975,Pass,True
,,,,,,,,,,,,,,,,1.466557,,,,,,,,,,,,,025b4509-3491-4d27-9113-d685ba98ea92,99,,"[10.3, 58.8]",3901189,2,,,,0.70792794,,Right Foot,,,"[33.9, 79.0]",High Pass,31.06445,,Out,,,,,,,,,,1,From Throw In,Renato Civelli,29057.0,Right Center Back,10,Lille,143,,22,,,,,,,,,,,,,,,,Lille,143,00:02:22.419,Pass,
,,,,,,,,,,,,,,,,1.13389,,,,,,,,,,,,,968b3907-f94f-4822-9e79-d5b06525bd22,100,,"[87.0, 0.1]",3901189,2,True,,,0.7799928,,,,,"[96.3, 9.3]",Low Pass,13.081667,,,,Martin Braithwaite Christensen,4447.0,,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,11,Toulouse,130,['a119fcaf-fa5d-460f-995d-37a1f0d89cdf'],29,,,,,,,,,,,,,,,,Toulouse,130,00:02:29.509,Pass,
,,,,,,,,,,,,,,,,0.600967,,,,,,,,,,,,,52915de4-5085-497e-9da7-04e22bc91458,106,,"[29.3, 70.8]",3901189,2,,,,-1.5707964,,Right Foot,,,"[29.3, 63.1]",Ground Pass,7.7,,,,Florent Balmont,3211.0,,,,,,Recovery,1,Regular Play,Bakary Adama Soumaoro,3677.0,Right Back,12,Lille,143,"['3a0dcc34-88fa-4ce5-a454-25169b83f582', '7f79adb1-b2cd-41e4-8ff1-1e3d5970f72f']",32,,,,,,,,,,,,,,,,Lille,143,00:02:32.638,Pass,True
,,,,,,,,,,,,,,,,1.365114,,,,,,,,,,,,,80d47128-fe55-43c9-9adf-b198416a1390,108,,"[29.3, 63.1]",3901189,2,,,,0.40164295,,Right Foot,,,"[47.9, 71.0]",Low Pass,20.208166,,,,Éderzito António Macedo Lopes,15996.0,,,,,,,1,Regular Play,Florent Balmont,3211.0,Right Center Midfield,12,Lille,143,['a1a46efb-3051-4317-9509-9be8659ca0c1'],33,,,,,,,,,,,,,,,,Lille,143,00:02:33.239,Pass,
,,,,,,,,,,,,,,,,0.418106,,,,,,,,,,,,,8e5a53cd-7cc6-4b5a-8dc7-683230dea643,112,,"[49.7, 74.6]",3901189,2,,,,-0.33048394,,Right Foot,,,"[63.4, 69.9]",Ground Pass,14.483784,,,,Morgan Amalfitano,3425.0,,,,,,,1,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,12,Lille,143,['25337a84-fcb7-4c66-a5b4-b03fc95f34c6'],36,,,,,,,,,,,,,,,,Lille,143,00:02:36.371,Pass,
,,,,,,,,,,,,,,,,2.725116,,,,,,,,,,,,,1ec280ef-ba06-474b-81aa-0c4490f06fb0,117,,"[59.7, 11.1]",3901189,2,,,,2.344219,,Right Foot,,,"[43.2, 28.0]",Ground Pass,23.61906,,,,Issa Diop,4349.0,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Left Wing,12,Lille,143,['1ac498b6-fc92-4c62-a221-5d6b6c1f927d'],38,,,,,,,,,,,,,,,,Toulouse,130,00:02:38.258,Pass,
,,,,,,,,,,,,,,,,4.148658,,,,,,,,,,,,,8636d686-ca3e-4287-a631-272f2a4689b7,120,,"[44.0, 37.9]",3901189,2,,,,0.68625903,,Right Foot,,,"[95.4, 80.0]",High Pass,66.44073,,Out,,Wergiton do Rosário Calmon,3030.0,,,True,,,,1,Regular Play,Issa Diop,4349.0,Right Center Back,12,Lille,143,['bb0d8972-5583-404d-ae4b-436e209b7417'],42,,,,,,,,,,,,,,,,Toulouse,130,00:02:42.403,Pass,
,,,,,,,,,,,,,,,,1.911139,,,,,,,,,,,,,7f8674c8-08db-4c21-ab2d-18a5f6ec8bde,122,,"[30.0, 0.1]",3901189,2,,,,0.22751828,,,,,"[50.3, 4.8]",High Pass,20.836987,,,,Éderzito António Macedo Lopes,15996.0,,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,13,Lille,143,['af1d036c-076c-4323-8748-dc4aa82365cd'],59,,,,,,,,,,,,,,,,Lille,143,00:02:59.550,Pass,
,,,,,,,,,,,,,,,,0.870274,,,,,,,,,,,,,95a6922a-9bc4-41c7-960c-83130f18da92,132,,"[45.9, 21.6]",3901189,3,,,,1.3780956,,Right Foot,,,"[47.5, 29.8]",Ground Pass,8.354639,,,,Florent Balmont,3211.0,,,,,,,1,From Throw In,Ibrahim Amadou,11332.0,Center Defensive Midfield,13,Lille,143,['488a5610-ed81-46f2-9942-065397dea4d0'],5,,,,,,,,,,,,,,,,Lille,143,00:03:05.248,Pass,
