50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,True,,,,,,0.34809,,,,,,,,,,,,,21ee46a0-7c13-4954-bee4-ec04d7ffd2d3,845,,,"[56.5, 20.3]",3900542,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,54,Lille,143,"['75cf11b0-cb1e-4ec8-bc8b-d12b2e18a591', 'c0cd82ac-8a66-46a2-9e8d-af8877e0d31f']",24,,,,,,,,,,,,,,,,Caen,140,00:23:24.463,Pressure,
,,,,,,,,,,,,True,,,,,,2.539601,,,,,,,,,,,,,7a758bb6-73ef-4793-afb9-4ddabba76777,848,,,"[52.0, 22.0]",3900542,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,54,Lille,143,"['09688a42-8d55-485b-9efe-0dcb9f788790', '7b35cbd5-7995-4d75-9d92-c749e58fe2d3', 'd436cde3-6bbc-4da3-a178-87e82fc2f516']",25,,,,,,,,,,,,,,,,Caen,140,00:23:25.265,Pressure,
,,,,,,,,,,,,,,,,,,0.396269,,,,,,,,,,,,,92e898e6-5cbf-4cbc-9880-6820ba84c373,858,,,"[30.2, 62.5]",3900542,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronny Rodelin,2955.0,Right Midfield,55,Lille,143,['8f258813-d930-4897-84bb-582e9ecb34e3'],34,,,,,,,,,,,,,,,,Caen,140,00:24:34.145,Pressure,
,,,,,,,,,,,,,,,,,,0.328105,,,,,,,,,,,,,5b91aea8-b50b-4535-b605-21a5b6cf6cc9,871,,,"[70.4, 8.9]",3900542,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,56,Caen,140,['3759c1a3-4ee9-48b9-8969-35fc569f6208'],43,,,,,,,,,,,,,,,,Lille,143,00:24:43.538,Pressure,
,,,,,,,,,,,,,,,,,,0.537787,,,,,,,,,,,,,a23afcf7-9d65-4dbf-9756-bc6562c8030c,881,,,"[75.0, 6.1]",3900542,25,,True,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,58,Lille,143,,9,,,,,,,,,,,,,,,,Caen,140,00:25:09.734,Pressure,
,,,,,,,,,,,,,,,,,,0.39602,,,,,,,,,,,,,9302c510-6bd5-49a4-bd9b-a21cd8b2fc47,893,,,"[53.2, 78.1]",3900542,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronny Rodelin,2955.0,Right Midfield,59,Lille,143,"['8401cb8e-be8b-4da6-a7b7-0ade3fbeb9c1', '854c8ea4-7cc6-43a3-ba68-156d2a3aff07']",40,,,,,,,,,,,,,,,,Caen,140,00:25:40.985,Pressure,
,,,,,,,,,,,,,,,,,,1.058998,,,,,,,,,,,,,01bdf776-92e7-4b04-b825-b8214adae88f,897,,,"[64.7, 70.2]",3900542,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Delaplace,2979.0,Right Center Midfield,59,Lille,143,['dcf4fb26-138c-4934-b27d-2c46c195f8a8'],43,,,,,,,,,,,,,,,,Caen,140,00:25:43.001,Pressure,
,,,,,,,,,,,,,,,,,,0.43924,,,,,,,,,,,,,289295bb-efbe-4a15-9d43-da83c4811ddd,913,,,"[25.1, 62.9]",3900542,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Éric Bauthéac,40486.0,Left Wing,61,Caen,140,['d6690034-83e2-4810-9828-98301ef1e21a'],14,,,,,,,,,,,,,,,,Lille,143,00:26:14.624,Pressure,
,,,,,,,,,,,,,,,,,,0.949426,,,,,,,,,,,,,ec404114-9476-4158-89e5-e1f407629686,923,,,"[114.2, 5.0]",3900542,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julien Féret,2959.0,Left Center Midfield,61,Caen,140,,19,,,,,,,,,,,,,,,,Caen,140,00:26:19.672,Pressure,
,,,,,,,,,,,,,,,,,,1.58456,,,,,,,,,,,,,3ebe934a-fa03-470d-b6ad-053d84941d87,938,,,"[25.6, 60.4]",3900542,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florent Balmont,3211.0,Right Center Midfield,62,Caen,140,['2714f616-5954-4e16-93ea-afc9bab0717a'],40,,,,,,,,,,,,,,,,Lille,143,00:26:40.188,Pressure,
,,,,,,,,,,,,,,,,,,1.842497,,,,,,,,,,,,,0bd78067-8e6b-4efd-babe-3a82d4302e52,939,,,"[30.8, 58.8]",3900542,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,62,Caen,140,,42,,,,,,,,,,,,,,,,Lille,143,00:26:42.522,Pressure,
,,,,,,,,,,,,,,,,,,0.276715,,,,,,,,,,,,,cdbd9160-3569-4b08-8e51-5a976d2efe05,949,,,"[12.5, 21.0]",3900542,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofiane Boufal,3625.0,Right Wing,62,Caen,140,['9d6b017c-98be-4008-b31e-dc939ccf8c18'],53,,,,,,,,,,,,,,,,Lille,143,00:26:53.216,Pressure,
,,,,,,,,,,,,True,,,,,,0.42347,,,,,,,,,,,,,57e1eb88-36fe-466c-adfd-f94b85fbcffe,962,,,"[89.9, 63.6]",3900542,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nicolas Seube,40698.0,Center Defensive Midfield,63,Lille,143,['dcfccbad-d11b-45ba-9a44-ffc9ae22d6f8'],0,,,,,,,,,,,,,,,,Caen,140,00:27:00.437,Pressure,
,,,,,,,,,,,,True,,,,,,0.780894,,,,,,,,,,,,,8a1f9fe6-1bb8-4f45-9693-1eb22efe9edb,966,,,"[77.1, 63.8]",3900542,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Hervé Bazile,2991.0,Left Midfield,63,Lille,143,['45d5fc52-7886-4b4b-8e2d-879e9a7a7609'],1,,,,,,,,,,,,,,,,Caen,140,00:27:01.371,Pressure,
,,,,,,,,,,,,,,,,,,0.515907,,,,,,,,,,,,,1f17adc3-1f80-45ff-9f22-ccb24fc0659a,968,,,"[41.5, 66.4]",3900542,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alaeddine Yahia,7444.0,Right Center Back,63,Lille,143,"['5d4b9078-ca4d-4a5c-ab81-ed12c0d7ce8b', 'd2122933-19da-47b2-8df9-fbbe5fe61c3d']",4,,,,,,,,,,,,,,,,Caen,140,00:27:04.695,Pressure,
,,,,,,,,,,,,,,,,,,0.597408,,,,,,,,,,,,,dfc85db4-bf0c-45c8-a8a1-9b379f3dda49,973,,,"[11.9, 40.7]",3900542,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Rémy Vercoutre,2963.0,Goalkeeper,63,Lille,143,"['a2a0b883-fa55-4beb-87e9-2c644e332b3e', 'c234f57d-98c2-4236-a91f-9d25a6da19a4', 'efc66fae-7101-4f30-8024-db76fde1811d']",7,,,,,,,,,,,,,,,,Caen,140,00:27:07.506,Pressure,
,,,,,,,,,,,,,,,,,,0.439454,,,,,,,,,,,,,ef10b104-cbb5-4ca7-a42b-81fe75985bae,984,,,"[89.4, 70.1]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,65,Lille,143,['ae5ee81c-de46-4cff-a650-41a45c26cef0'],17,,,,,,,,,,,,,,,,Caen,140,00:28:17.160,Pressure,
,,,,,,,,,,,,,,,,,,0.694342,,,,,,,,,,,,,ede4e03a-0fdb-4df3-b951-2a541dab2ffb,988,,,"[74.7, 69.7]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,65,Lille,143,['963ad3c3-7bbf-4d9a-a32d-c8932e0f1c28'],19,,,,,,,,,,,,,,,,Caen,140,00:28:19.933,Pressure,
,,,,,,,,,,,,,,,,,,0.214158,,,,,,,,,,,,,f20f2ffb-b4be-483a-b37a-d19de0f8873d,989,,,"[74.2, 69.7]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,65,Lille,143,['026511dd-0eca-464b-af31-8c57b2ccbcd1'],20,,,,,,,,,,,,,,,,Caen,140,00:28:20.817,Pressure,
,,,,,,,,,,,,,,,,,,5.033107,,,,,,,,,,,,,196a5297-55eb-4bf9-8fb7-76fa2e344709,993,,,"[48.3, 78.1]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,65,Lille,143,['8b3b47c7-7638-4ffc-8a17-7f588e1e5c63'],23,,,,,,,,,,,,,,,,Caen,140,00:28:23.649,Pressure,
,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,c6c8d248-13b7-4181-9c44-46b5d14ee30b,995,,,"[82.0, 2.9]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,65,Lille,143,['71aa1ed8-d7db-4fe5-b05e-2e9d0b6ed20f'],29,,,,,,,,,,,,,,,,Lille,143,00:28:29.041,Pressure,
,,,,,,,,,,,,,,,,,,0.60614,,,,,,,,,,,,,34974bf2-89ce-4883-b4ee-d04e43592dc9,1001,,,"[43.0, 15.1]",3900542,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,66,Lille,143,"['07824d85-24cc-4089-ab0a-dc0fca0960ae', 'ba4833ac-152b-439f-9c60-9bd85391f27d']",41,,,,,,,,,,,,,,,,Caen,140,00:28:41.366,Pressure,
,,,,,,,,,,,,,,,,,,0.39244,,,,,,,,,,,,,64fd7833-5103-4033-9ba9-ebe1697ab146,1042,,,"[94.2, 62.6]",3900542,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonathan Delaplace,2979.0,Right Center Midfield,69,Lille,143,"['267d36b5-64d9-472f-967a-278ce2bf896f', 'accad8db-0ca4-4c6e-bebe-4557ed70cd0e']",5,,,,,,,,,,,,,,,,Caen,140,00:30:05.225,Pressure,
,,,,,,,,,,,,,,,,,,0.457457,,,,,,,,,,,,,3d9cacb2-8ac5-4e26-ae31-6016e263c280,1046,,,"[53.5, 57.6]",3900542,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alaeddine Yahia,7444.0,Right Center Back,69,Lille,143,['f6c52621-4751-4071-9be4-b124d17e529f'],7,,,,,,,,,,,,,,,,Caen,140,00:30:07.978,Pressure,
,,,,,,,,,,,,,,,,,,0.525613,,,,,,,,,,,,,f8ce1a7d-a047-4dfe-bac3-b076a8f5c268,1054,,,"[29.3, 8.9]",3900542,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,71,Caen,140,"['786830a4-794e-435e-a2a1-01ee7a4a59c7', 'c23d33ec-4216-4885-86a3-041e3fb06def']",58,,,,,,,,,,,,,,,,Lille,143,00:31:58.685,Pressure,
,,,,,,,,,,,,True,,,,,,0.370966,,,,,,,,,,,,,181a154b-e572-4097-8937-dd81b3ae398b,1080,,,"[67.1, 44.6]",3900542,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jonathan Delaplace,2979.0,Right Center Midfield,74,Lille,143,"['ba951793-f68e-4ab1-956e-52ad5f8cbd47', 'c87b9446-d639-4864-aff5-a0e689148fa5']",46,,,,,,,,,,,,,,,,Caen,140,00:32:46.707,Pressure,
,,,,,,,,,,,,True,,,,,,0.421813,,,,,,,,,,,,,f50d2395-c047-4daa-87c6-08651d2b12b4,1082,,,"[65.6, 42.8]",3900542,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jonathan Delaplace,2979.0,Right Center Midfield,74,Lille,143,['7667ca13-d400-493a-8198-a878861e1275'],47,,,,,,,,,,,,,,,,Caen,140,00:32:47.418,Pressure,
,,,,,,,,,,,,True,,,,,,0.445569,,,,,,,,,,,,,03edcb5b-47d7-482d-b060-23bde776a150,1084,,,"[56.1, 45.6]",3900542,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nicolas Seube,40698.0,Center Defensive Midfield,74,Lille,143,"['2956e48e-69f6-40d0-8ebe-6595dfaf9eba', 'c0375609-fce1-42f3-96ce-828f84256f6d']",48,,,,,,,,,,,,,,,,Caen,140,00:32:48.317,Pressure,
,,,,,,,,,,,,True,,,,,,0.619638,,,,,,,,,,,,,5f62b03a-a6f7-4fd8-a1fa-0166bd6ead2b,1090,,,"[54.1, 16.5]",3900542,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,75,Caen,140,"['5b3afa74-a7e4-4d9c-833e-47c901433c68', 'f10a01cb-a2b7-4593-94a2-3ad7ba5d5794']",52,,,,,,,,,,,,,,,,Lille,143,00:32:52.377,Pressure,
,,,,,,,,,,,,,,,,,,0.530493,,,,,,,,,,,,,7494748e-ce46-4e90-bb5e-9a0f9449d277,1108,,,"[112.7, 11.1]",3900542,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Yassine Benzia,3673.0,Center Forward,76,Lille,143,,38,,,,,,,,,,,,,,,,Lille,143,00:33:38.947,Pressure,
,,,,,,,,,,,,True,,,,,,0.222798,,,,,,,,,,,,,05986dc9-b474-4e0b-bff2-fcb333a5202a,1114,,,"[84.0, 62.6]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,78,Lille,143,"['34aea7b2-8b75-4067-ab32-0b5b8120b511', '47ef967a-deec-4a54-abf9-4d23372b44b9']",0,,,,,,,,,,,,,,,,Caen,140,00:34:00.672,Pressure,
,,,,,,,,,,,,,,,,,,0.131657,,,,,,,,,,,,,cd2005f5-f525-4864-b7fe-19386eacb9a7,1121,,,"[42.7, 75.5]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alaeddine Yahia,7444.0,Right Center Back,79,Lille,143,"['2043c11c-523b-408f-8c16-53a21d1ecd0e', 'cc3226c2-0a7a-470e-9ef7-2534dd18797b', 'e436f990-22f0-44d8-97ee-10084cb18661']",17,,,,,,,,,,,,,,,,Caen,140,00:34:17.738,Pressure,
,,,,,,,,,,,,,,,,,,0.766357,,,,,,,,,,,,,479e3464-fb53-4440-9e3b-1986b5b821c0,1125,,,"[64.9, 19.3]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marvin Martin,7441.0,Left Center Midfield,79,Lille,143,,19,,,,,,,,,,,,,,,,Lille,143,00:34:19.950,Pressure,
,,,,,,,,,,,,True,,,,,,0.463769,,,,,,,,,,,,,56c7e964-4846-4759-9863-324a2497cfdf,1138,,,"[47.9, 52.9]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Right Center Midfield,80,Caen,140,['ccd0b897-757a-4351-bfd0-d1b1a8a8f03a'],35,,,,,,,,,,,,,,,,Lille,143,00:34:35.064,Pressure,
,,,,,,,,,,,,,,,,,,0.591507,,,,,,,,,,,,,683d159e-b4ea-42a4-8fc1-cd7926a818e2,1142,,,"[32.7, 55.3]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Right Wing,80,Caen,140,['d88f4539-c994-4d6e-bc92-0c5dcbecae50'],38,,,,,,,,,,,,,,,,Lille,143,00:34:38.778,Pressure,
,,,,,,,,,,,,,,,,,,0.328866,,,,,,,,,,,,,5b7416d0-8033-4557-bf8e-1d5037d05064,1147,,,"[109.4, 76.3]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,80,Caen,140,['75e58810-4779-4437-a29e-4cfcbd511509'],45,,,,,,,,,,,,,,,,Caen,140,00:34:45.047,Pressure,
,,,,,,,,,,,,,,,,,,0.082581,,,,,,,,,,,,,621d5497-618d-4c99-8b41-1fc68105f40d,1158,,,"[39.3, 41.5]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,81,Lille,143,"['defb4f20-220e-413b-a6ab-ad29b6fda90b', 'e871c039-7d86-44d7-aa2f-e71f32dcbabf']",57,,,,,,,,,,,,,,,,Caen,140,00:34:57.023,Pressure,
,,,,,,,,,,,,,,,,,,0.757198,,,,,,,,,,,,,1f4b6f99-f2b5-4e82-ab3c-494f4ace414d,1162,,,"[31.7, 49.2]",3900542,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,81,Lille,143,['e1923b92-f5d2-4d57-ac4b-ceb09d03e5e9'],57,,,,,,,,,,,,,,,,Caen,140,00:34:57.795,Pressure,
,,,,,,,,,,,,,,,,,,1.446829,,,,,,,,,,,,,7a2101d0-4291-4fcb-8a16-c6f4e6ad13b6,1195,,,"[36.8, 12.8]",3900542,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,82,Caen,140,['87bb540f-0b20-4ae1-ba4b-e93e72e325ae'],24,,,,,,,,,,,,,,,,Lille,143,00:35:24.512,Pressure,
,,,,,,,,,,,,True,,,,,,0.436396,,,,,,,,,,,,,d185f9ff-3d98-4e2d-a96c-bddacb22111b,1199,,,"[85.8, 66.6]",3900542,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,82,Caen,140,"['157c7489-fa64-474f-a035-5a1815b1fc84', '90f9b35d-0843-4d4b-b150-34d803744629']",27,,,,,,,,,,,,,,,,Caen,140,00:35:27.017,Pressure,
,,,,,,,,,,,,True,,,,,,0.527679,,,,,,,,,,,,,3a0f9799-6117-4b39-92ba-9844e83349cb,1214,,,"[107.6, 31.3]",3900542,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,83,Caen,140,"['29eba72b-a50a-41e3-8dad-cef74d2bb43f', 'e0e0f4d8-24fd-4468-b89b-40c9dca6bea3']",46,,,,,,,,,,,,,,,,Caen,140,00:35:46.122,Pressure,
,,,,,,,,,,,,True,,,,,,0.676024,,,,,,,,,,,,,480775a6-5122-4716-9725-78038388aadf,1224,,,"[41.2, 8.5]",3900542,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,84,Lille,143,['a31dcbe9-3f72-4e8c-a131-7c188b17b794'],55,,,,,,,,,,,,,,,,Caen,140,00:35:55.416,Pressure,
,,,,,,,,,,,,,,,,,,1.290158,,,,,,,,,,,,,1f490f88-4243-4345-aac5-492dd94e086c,1241,,,"[19.5, 66.0]",3900542,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronny Rodelin,2955.0,Right Midfield,85,Lille,143,"['21201d84-d34a-417f-bcac-6cc6cca78f61', '6615f942-c446-4393-b9f1-fb64d7298d70']",40,,,,,,,,,,,,,,,,Caen,140,00:36:40.837,Pressure,
,,,,,,,,,,,,,,,,,,0.260497,,,,,,,,,,,,,f48a143d-d7d4-4de6-a89a-c52e88022285,1245,,,"[44.5, 64.3]",3900542,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Delaplace,2979.0,Right Center Midfield,85,Lille,143,"['1a72b1b3-634c-4ff7-8471-73ea1a0acf78', '7967cf54-e1e5-4b45-922a-4f4a8e51ebe4', '9dccf121-e90f-419a-af56-2fed826f60be']",44,,,,,,,,,,,,,,,,Caen,140,00:36:44.377,Pressure,
,,,,,,,,,,,,,,,,,,0.095415,,,,,,,,,,,,,9280eea9-a47f-4c75-8f1a-abd243718164,1251,,,"[55.3, 50.7]",3900542,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andy Delort,3038.0,Center Forward,85,Lille,143,,46,,,,,,,,,,,,,,,,Caen,140,00:36:46.321,Pressure,
,,,,,,,,,,,,,,,,,,1.015916,,,,,,,,,,,,,a4df628e-096d-4960-8ed8-40bd2054adbb,1268,,,"[52.9, 5.2]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emmanuel Imorou,4474.0,Left Back,85,Lille,143,['f06fa938-37ee-40c6-8ab8-7de07b160bb7'],2,,,,,,,,,,,,,,,,Caen,140,00:37:02.248,Pressure,
,,,,,,,,,,,,,,,,,,0.286341,,,,,,,,,,,,,505a7384-e062-46aa-b742-ae651d86c7cb,1269,,,"[51.2, 12.1]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Seube,40698.0,Center Defensive Midfield,85,Lille,143,['fab910a7-4186-4830-8822-80ebf4038557'],4,,,,,,,,,,,,,,,,Caen,140,00:37:04.732,Pressure,
,,,,,,,,,,,,,,,,,,0.827501,,,,,,,,,,,,,306cb7a9-6899-492c-a368-a2b869e31605,1275,,,"[42.8, 24.4]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emmanuel Imorou,4474.0,Left Back,85,Lille,143,"['847294d1-38f6-46c9-a178-6648f639433f', 'cc7e379d-6f5d-4c9c-9165-c9646ce6f845']",6,,,,,,,,,,,,,,,,Caen,140,00:37:06.553,Pressure,
,,,,,,,,,,,,,,,,,,0.643842,,,,,,,,,,,,,a1f96a2e-6692-4262-9afa-ca250343a928,1285,,,"[53.5, 46.6]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julien Féret,2959.0,Left Center Midfield,85,Lille,143,"['0692dd6e-2cf7-4457-a62b-15bcc60365a8', '912f79db-5c26-469b-9496-4ced5b96699b', 'd0230f47-19e1-4e4d-b5b8-64be844ab219']",14,,,,,,,,,,,,,,,,Caen,140,00:37:14.277,Pressure,
,,,,,,,,,,,,,,,,,,1.713522,,,,,,,,,,,,,cd92903a-0f90-4d37-9054-383701d0d31c,1289,,,"[44.0, 40.7]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Delaplace,2979.0,Right Center Midfield,85,Lille,143,"['4393f10e-bf51-41ad-ab37-792b894acf97', '8b490e31-b669-40a3-a14d-e882d1fc7800']",15,,,,,,,,,,,,,,,,Caen,140,00:37:15.772,Pressure,
,,,,,,,,,,,,,,,,,,0.263253,,,,,,,,,,,,,20e95ecc-2df6-41f2-8a0b-c5ce0d0e6622,1299,,,"[36.0, 17.5]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Damien Da Silva,4386.0,Left Center Back,85,Lille,143,"['95a27289-56fc-4ffa-bae5-10bd024e5af2', 'e2602a12-16bf-4f32-93c8-bde407c17d48']",23,,,,,,,,,,,,,,,,Caen,140,00:37:23.007,Pressure,
,,,,,,,,,,,,,,,,,,0.133312,,,,,,,,,,,,,a3ba2dee-ce70-4f48-922c-6e300e7f748d,1309,,,"[11.7, 31.7]",3900542,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dennis Appiah,22111.0,Right Back,86,Lille,143,"['8406e13f-af86-4cdf-b18c-7619f33bd076', 'd22b64a9-bb0f-48a4-bcd5-ea7aa589c03d']",50,,,,,,,,,,,,,,,,Caen,140,00:37:50.490,Pressure,
,,,,,,,,,,,,,,,,,,0.749533,,,,,,,,,,,,,b75a599a-0b61-4904-96c6-dd2af8af9659,1327,,,"[39.0, 74.5]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sébastien Corchia,6716.0,Right Back,88,Caen,140,['ecfdc858-6af4-4f09-afde-99c851b83788'],10,,,,,,,,,,,,,,,,Lille,143,00:39:10.337,Pressure,
,,,,,,,,,,,,True,,,,,,0.383799,,,,,,,,,,,,,31b21ca7-9153-421c-a87b-bcba4f29ced1,1335,,,"[75.3, 5.9]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,89,Lille,143,,12,,,,,,,,,,,,,,,,Caen,140,00:39:12.283,Pressure,
,,,,,,,,,,,,True,,,,,,0.645818,,,,,,,,,,,,,c746bff1-0f02-4435-a973-12ef5fda5d59,1339,,,"[77.6, 9.7]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,89,Lille,143,['1afe1c13-7e92-4548-8a19-48f278ff902e'],14,,,,,,,,,,,,,,,,Caen,140,00:39:14.116,Pressure,
,,,,,,,,,,,,True,,,,,,0.462987,,,,,,,,,,,,,f7339a20-61a0-4798-a105-163635f97400,1340,,,"[79.1, 10.5]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julien Féret,2959.0,Left Center Midfield,89,Lille,143,['5b95ddbe-a69a-47d9-83e4-af92469eb798'],14,,,,,,,,,,,,,,,,Caen,140,00:39:14.491,Pressure,
,,,,,,,,,,,,,,,,,,0.133575,,,,,,,,,,,,,099349b8-d4d8-43c1-9742-5a854420ce7b,1342,,,"[48.7, 52.2]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Right Center Midfield,89,Lille,143,['a734e28a-aff7-4bb5-973e-6c549ebb6167'],16,,,,,,,,,,,,,,,,Lille,143,00:39:16.704,Pressure,
,,,,,,,,,,,,,,,,,,0.511339,,,,,,,,,,,,,dae8a72e-d0b3-49f3-b780-cbdd18cfcd39,1347,,,"[78.8, 38.4]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,89,Lille,143,['17d55cc3-3039-42f7-8e30-3ef45a2a58e0'],18,,,,,,,,,,,,,,,,Caen,140,00:39:18.221,Pressure,
,,,,,,,,,,,,,,,,,,0.268361,,,,,,,,,,,,,15f89f4e-ce32-4e94-93e3-08f956dd0a88,1348,,,"[76.0, 39.7]",3900542,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,89,Lille,143,,19,,,,,,,,,,,,,,,,Caen,140,00:39:19.156,Pressure,
