50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.008921,,,,,,,,,,,,81957641-c869-4611-9cd4-d75c3d67b820,18,,"[39.2, 5.8]",3901258,0,,,,,2.2332227,,Right Foot,,"[35.3, 10.8]",,Ground Pass,,6.3411355,,,,,Jean Michaël Seri,3359.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['50bb1cb9-61c1-42d4-a964-bf891a95ff0c'],15,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:15.773,Pass,
,,,,,,,,,,,,,,,,1.211237,,,,,,,,,,,,7640257d-d2e3-4787-800e-0d62bce304cb,21,,"[33.7, 12.7]",3901258,0,,,,,1.6575347,,Right Foot,,"[32.9, 21.9]",,Ground Pass,,9.234717,,,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,['bd5fe6e6-4d0d-4e5a-ac8c-7aa74cd07d4c'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:17.932,Pass,
,,,,,,,,,,,,,,,,0.659809,,,,,,,,,,,,1f9b2031-796a-4a85-8a9a-781118931ebd,24,,"[33.4, 23.1]",3901258,0,,,,,0.5783255,,Right Foot,,"[40.6, 27.8]",,Ground Pass,,8.598256,,,,,Vincent Koziello,4264.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,['c408c7d0-73be-4ef3-8be9-50a1ac0dcf15'],20,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:20.600,Pass,
,,,,,,,,,,,,,,,,1.200499,,,,,,,,,,,,e57db1d6-67ee-4e8f-87cc-01431003d995,26,,"[40.6, 26.6]",3901258,0,,,,,2.838022,,Right Foot,,"[32.3, 29.2]",,Ground Pass,,8.6977005,,,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,4,OGC Nice,136,['c2f1347e-7b16-4d16-a010-7d3715997dec'],21,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:21.259,Pass,
,,,,,,,,,,,,,,,,1.189423,,,,,,,,,,,,30b02244-5549-415f-8ad4-c61e8a328cd4,29,,"[32.0, 29.1]",3901258,0,,,,,-1.6642731,,Right Foot,,"[31.4, 22.7]",,Ground Pass,,6.4280634,,,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,"['89390f98-d404-48aa-ae92-9f3908b71417', 'dade58e6-0f0d-4999-a996-bbafb04956b9']",22,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:22.460,Pass,True
,,,,,,,,,,,,,,,,2.715124,,,,,,,,,,,,50389f88-70ed-41e0-a18f-19a881285358,32,,"[30.4, 23.1]",3901258,0,,,,,1.4317003,,Right Foot,,"[36.7, 68.1]",,Ground Pass,,45.43886,,,,,Jérémy Pied,4270.0,,True,,,,1,From Keeper,Paul Baysse,4443.0,Left Center Back,4,OGC Nice,136,['d4583655-755d-4a16-93ae-43b8d78578d0'],25,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:25.251,Pass,
,,,,,,,,,,,,,,,,1.370787,,,,,,,,,,,,c603a414-0ded-4ea1-9c68-ba2568b8d503,35,,"[43.7, 66.3]",3901258,0,,,,,-2.114274,,Right Foot,,"[37.9, 56.7]",,Ground Pass,,11.21606,,,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Jérémy Pied,4270.0,Right Back,4,OGC Nice,136,['626ed1f3-157c-4383-8e90-4d67c46c178a'],30,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:30.667,Pass,
,,,,,,,,,,,,,,,,1.504609,,,,,,,,,,,,526b4adc-8fd1-4c76-ab74-a855d09ee797,38,,"[52.6, 37.0]",3901258,0,,,,,-1.8137629,,Right Foot,,"[49.7, 25.3]",,Ground Pass,,12.054045,,,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,['11a4ebad-353a-448d-b7b4-09fb1c3439ca'],35,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:35.044,Pass,
,,,,,,,,,,,,,,,,1.776407,,,,,,,,,,,,879aed67-07a3-4e1e-8b09-38af18e8c6b3,41,,"[50.3, 18.3]",3901258,0,,,,,-0.8137593,,Right Foot,,"[64.0, 3.8]",,Ground Pass,,19.948433,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Left Center Back,4,OGC Nice,136,['1872bd83-5a02-4c8c-be6c-3c761161312e'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:37.210,Pass,
,,,,,,,,,,,,,,,,1.610065,,,,,,,,,,,,83e16798-4644-4dab-8657-64c1eb02e057,44,,"[67.3, 4.4]",3901258,0,,,,,2.7009294,,Right Foot,,"[49.7, 12.7]",,Ground Pass,,19.458931,,,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['ec2acce6-ffe4-49a4-947b-e8019bd9dde5'],41,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:41.296,Pass,
,,,,,,,,,,,,,,,,2.387979,,,,,,,,,,,,43303d59-6574-4aa2-9b65-beae62ec6b77,47,,"[51.5, 18.6]",3901258,0,,,,,1.61159,,Right Foot,,"[50.3, 48.0]",,Ground Pass,,29.42448,,,,,Romain Genevois,2971.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Left Center Back,4,OGC Nice,136,['c2c44f31-b7e4-4e85-939c-29552843ebd4'],43,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:43.919,Pass,
,,,,,,,,,,,,,,,,1.250875,,,,,,,,,,,,4e34c9d0-c8ea-4b3b-ba6c-847ff697dc72,50,,"[51.8, 58.5]",3901258,0,,,,,1.1647772,,Right Foot,,"[56.4, 69.2]",,Ground Pass,,11.646888,,,,,Jérémy Pied,4270.0,,,,,,1,From Keeper,Romain Genevois,2971.0,Right Center Back,4,OGC Nice,136,['99e56d9f-bd31-404a-af89-57a2f003e323'],47,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:47.582,Pass,
,,,,,,,,,,,,,,,,1.217419,,,,,,,,,,,,643719c0-6f0f-4ab7-b063-f48dbab09adb,53,,"[63.7, 45.0]",3901258,0,,,,,-2.3032138,,Right Foot,,"[51.2, 31.1]",,Ground Pass,,18.69385,,,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Jérémy Pied,4270.0,Right Back,4,OGC Nice,136,['7fee4b0e-288f-45d4-b715-573eb45ddde0'],53,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:53.206,Pass,
,,,,,,,,,,,,,,,,2.395572,,,,,,,,,,,,0b18d14c-da93-4cb1-8735-7989c2ac67ef,56,,"[52.5, 33.9]",3901258,0,,,,,-0.7247697,,Right Foot,,"[85.7, 4.5]",,High Pass,,44.346363,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Left Center Back,4,OGC Nice,136,['8a3cb180-f9a6-4838-8562-1c06587ca7a3'],55,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:55.646,Pass,
,,,,,,,,,,,,,,,,0.870609,,,,,,,,,,,,5c85c125-7506-4a47-90e9-679a51d94389,59,,"[104.8, 13.0]",3901258,1,,,,,1.5137155,,Right Foot,,"[105.4, 23.5]",,Ground Pass,,10.517129,,,,,Alassane Pléa,3230.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['b9b29ee2-86cb-4cd1-a9fe-32e190f2307e'],3,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:03.297,Pass,
,,,,,,,,,,,,,,,,1.454717,,,,,,,,,,,,a59fbfd0-f264-4daa-9341-613c4da5d953,72,,"[8.4, 64.5]",3901258,1,,,,,-0.028332498,,Right Foot,,"[33.1, 63.8]",,High Pass,,24.709917,,,Incomplete,,Mevlüt Erdinç,20027.0,,,,,,1,From Keeper,Ludovic Blas,3235.0,Right Midfield,4,OGC Nice,136,"['9f11bfdb-9e20-4edd-8d45-3d70e43fe8c7', 'c724e84e-57d4-4861-bc27-d84b1053815f']",7,,,,,,,,,,,,,,,,,Guingamp,142,00:01:07.927,Pass,
,,,,,,,,,,,,,,,,1.617653,,,,,,,,,,,,70be8d36-385e-43e7-b88b-873fbc755021,76,,"[69.2, 4.2]",3901258,1,,,,,2.6727638,,Right Foot,,"[61.5, 8.1]",,Ground Pass,,8.631338,,,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,['2a04b9a9-7435-4d69-b817-952179a423b5'],12,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:12.353,Pass,
,,,,,,,,,,,,,,,,2.740501,,,,,,,,,,,,5b0488c6-5397-4dd2-9f7c-d142df1948be,79,,"[60.4, 10.8]",3901258,1,,,,,1.7249879,,Right Foot,,"[55.1, 44.9]",,Ground Pass,,34.50942,,,,,Romain Genevois,2971.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Left Center Back,4,OGC Nice,136,['94831930-b3ba-4f2e-bdf9-2b1ad909fae4'],15,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:15.284,Pass,
,,,,,,,,,,,,,,,,1.139499,,,,,,,,,,,,2e360df8-8c59-4a44-906f-287ad67f84db,82,,"[55.1, 46.0]",3901258,1,,,,,0.4758794,,Right Foot,,"[68.1, 52.7]",,Ground Pass,,14.624979,,,,,Hatem Ben Arfa,16462.0,,,,,,1,From Keeper,Romain Genevois,2971.0,Right Center Back,4,OGC Nice,136,['0f26a73e-672b-4c58-ab2d-b1ee1693d9fa'],18,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:18.282,Pass,
,,,,,,,,,,,,,,,,1.547181,,,,,,,,,,,,02902ed7-7d10-4ae9-85ed-bc59e55a7200,86,,"[68.9, 52.7]",3901258,1,,,,,-2.866537,,Left Foot,,"[52.6, 48.1]",,Ground Pass,,16.936647,,,,,Romain Genevois,2971.0,,,,,,1,From Keeper,Hatem Ben Arfa,16462.0,Center Attacking Midfield,4,OGC Nice,136,"['5e08d2b2-6c1c-4aa7-95f9-750451d51604', '868a8875-5b24-4671-b05a-ec2759dbd859']",19,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:19.518,Pass,True
,,,,,,,,,,,,,,,,0.924865,,,,,,,,,,,,1bee386e-ab70-490f-869b-212efa579a7e,88,,"[53.1, 47.5]",3901258,1,,,,,-1.1119796,,Right Foot,,"[57.2, 39.2]",,Ground Pass,,9.257429,,,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Romain Genevois,2971.0,Right Center Back,4,OGC Nice,136,['7b83a1a6-c457-4020-b790-15d45bd554f0'],21,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:21.065,Pass,
,,,,,,,,,,,,,,,,0.827788,,,,,,,,,,,,701b2b7d-78a8-4c3c-aeb7-3ea2d15b3e54,91,,"[57.0, 39.5]",3901258,1,,,,,-0.03369511,,Right Foot,,"[65.9, 39.2]",,Ground Pass,,8.905055,,,,,Vincent Koziello,4264.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,['0942b60a-23c5-4743-9c6a-ce2e8d1ec59b'],23,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:23.599,Pass,
,,,,,,,,,,,,,,,,1.169487,,,,,,,,,,,,2cd76726-55bb-47d7-80ab-f506a085c875,98,,"[75.1, 32.4]",3901258,1,,,,,-0.58330226,3b3b5e75-c55b-4c8e-85cd-9ecab86a5475,Right Foot,,"[94.8, 19.4]",True,Ground Pass,,23.602755,,,,,Alassane Pléa,3230.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,4,OGC Nice,136,['921bc54b-a404-4722-b96d-9639262b732e'],26,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:26.946,Pass,
,,,,,,,,,,,,,,,,1.744767,,,,,,,,,,,,657a40da-5d8e-4fd3-9627-5f68684bd648,103,,"[61.0, 40.1]",3901258,2,,True,,,2.7500632,,Left Foot,,"[50.1, 44.6]",,Ground Pass,,11.792371,,,,,Moustapha Elhadji Diallo,3121.0,,,,,Kick Off,1,From Kick Off,Mevlüt Erdinç,20027.0,Right Center Forward,5,Guingamp,142,['0c41f4b3-27ab-4145-b3bc-f311f95bea46'],14,,,,,,,,,,,,,,,,,Guingamp,142,00:02:14.185,Pass,
,,,,,,,,,,,,,,,,1.519958,,,,,,,,,,,,cd691d3d-5a56-4e93-bc56-ff673d4a6c56,105,,"[50.9, 48.1]",3901258,2,,,,,-2.2311952,,Right Foot,,"[34.2, 26.6]",,Ground Pass,,27.223886,,,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,5,Guingamp,142,['fd930a28-d19c-4cf7-9e3f-431a6190ca67'],18,,,,,,,,,,,,,,,,,Guingamp,142,00:02:18.957,Pass,
,,,,,,,,,,,,,,,,1.873497,,,,,,,,,,,,bf2cc934-9f93-4958-bc4b-2bfb71ce654f,108,,"[38.4, 54.1]",3901258,2,,,,,0.7266424,,Right Foot,,"[63.6, 76.5]",,High Pass,,33.716465,,,,,Jonathan Martins-Pereira,3364.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,['68d012a3-1d72-4b66-a4a0-1284e06772c3'],25,,,,,,,,,,,,,,,,,Guingamp,142,00:02:25.762,Pass,
,,,,,,,,,,,,,,,,1.587078,,,,,,,,,,,,4d4f39d8-5d41-4421-a401-1df8d0d033f0,111,,"[68.1, 77.9]",3901258,2,,,,,-0.28528604,,Right Foot,,"[96.4, 69.6]",,Ground Pass,,29.492033,,,,,Mevlüt Erdinç,20027.0,,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,5,Guingamp,142,['429204c8-5fb6-4f58-a329-0af10e61b71a'],29,,,,,,,,,,,,,,,,,Guingamp,142,00:02:29.636,Pass,
,,,,,,,,,,,,,,,,1.249483,,,,,,,,,,,,bea12a9d-cba3-46e2-ae80-01bb3beb9b32,116,,"[97.0, 76.8]",3901258,2,,,,,3.0808566,,Right Foot,,"[82.2, 77.7]",,Ground Pass,,14.827339,,,,,Jonathan Martins-Pereira,3364.0,,,,,,1,From Kick Off,Mevlüt Erdinç,20027.0,Right Center Forward,5,Guingamp,142,"['005462f1-09db-454f-b165-2344dc8c4fcb', '4fb77eae-86ae-4f3a-b80e-187e37ad530b']",34,,,,,,,,,,,,,,,,,Guingamp,142,00:02:34.859,Pass,True
,,,,,,,,,,,,,,,,0.812888,,,,,,,,,,,,ca5cb7bc-2a36-4e9e-8150-91c2381f41d2,119,,"[91.7, 77.7]",3901258,2,,,,,-0.80426383,,Right Foot,,"[96.9, 72.3]",,Ground Pass,,7.496666,,,,,Ludovic Blas,3235.0,,,,,,1,From Kick Off,Jonathan Martins-Pereira,3364.0,Right Back,5,Guingamp,142,['472f35d6-03c0-42ca-999f-6d3e7e526dfc'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:02:38.041,Pass,
,,,,,,,,,,,,,,,,1.671814,,,,,,,,,,,,3767e1f8-4f9b-4053-9514-8756fb100631,121,,"[96.9, 72.3]",3901258,2,,,,,0.25895292,,Left Foot,,"[112.0, 76.3]",,Ground Pass,,15.620819,,,Incomplete,,Mevlüt Erdinç,20027.0,,,,,,1,From Kick Off,Ludovic Blas,3235.0,Right Midfield,5,Guingamp,142,"['f2aaa3a3-1f42-4aa4-a70d-385e2594c0f0', 'faf11256-ea19-40bc-b31f-e6fb702fed59']",38,,,,,,,,,,,,,,,,,Guingamp,142,00:02:38.854,Pass,
,,,,,,,,,,,,,,,,2.223785,,,,,,,,,,,,f5383193-47a4-4c15-ad02-3aa588b1de31,124,,"[112.6, 80.0]",3901258,2,,,,,-1.4666964,,,,"[114.7, 59.9]",,High Pass,,20.209404,,,Incomplete,,Mevlüt Erdinç,20027.0,,,,,Throw-in,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,6,Guingamp,142,"['039eae97-af92-492a-85e6-32ef553ec25f', 'cf3f7b1b-37d1-460c-a046-364c9f6ebb3c']",58,,,,,,,,,,,,,,,,,Guingamp,142,00:02:58.318,Pass,
,,,,,,,,,,,,,,,,2.509211,,,,,,,,,,,,69965a84-5401-4a9b-bcd2-8b14812db7ce,133,,"[6.0, 36.0]",3901258,3,,True,,,-0.9278099,,Right Foot,,"[29.3, 4.9]",,Ground Pass,,38.860004,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,Goal Kick,1,From Goal Kick,Yoan Cardinale,4257.0,Goalkeeper,7,OGC Nice,136,['3eefc5e7-b16b-4d40-bd92-a6740c5c66b1'],23,,,,,,,,,,,,,,,,,OGC Nice,136,00:03:23.587,Pass,
,,,,,,,,,,,,,,,,1.736965,,,,,,,,,,,,92bc2722-9d1a-4e10-a545-8f243db20c1c,135,,"[33.4, 5.5]",3901258,3,,,,,2.4337087,,Left Foot,,"[22.3, 15.0]",,Ground Pass,,14.6102705,,,,,Paul Baysse,4443.0,,,,,,1,From Goal Kick,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,7,OGC Nice,136,['7aeb09b6-1330-4176-aecb-bf2cb3da3061'],27,,,,,,,,,,,,,,,,,OGC Nice,136,00:03:27.541,Pass,
