50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,fd920bae-8424-4eec-819c-7578caf1b88c,3629,,"[109.8, 34.1]",3901258,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,165,Guingamp,142,['cc096691-780f-401b-8cbc-9a273756df30'],42,,,,,,,,,,,,,,,,,OGC Nice,136,00:35:42.459,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9093cc4b-2faa-4159-91eb-7752cb4d17b0,3633,,"[21.5, 50.6]",3901258,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Lionel Mathis,401512.0,Left Defensive Midfield,166,Guingamp,142,['1b7a0a2e-c565-493a-a91b-4ec3bb4c19a3'],44,,,,,,,,,,,,,,,,,Guingamp,142,00:35:44.979,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10f7c26f-de64-4e5e-9e86-64042855de10,3636,,"[34.0, 16.2]",3901258,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Lars Christian Jacobsen,20199.0,Left Back,166,Guingamp,142,['5ef9a0a0-09d0-45d0-a8fe-46ee5b316720'],49,,,,,,,,,,,,,,,,,Guingamp,142,00:35:49.339,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e90716cc-d44b-460e-99d4-1138957be1a5,3638,,"[44.2, 8.0]",3901258,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Thibault Giresse,4434.0,Left Midfield,166,Guingamp,142,['ecf1b97c-3397-4650-8fdc-4d5028f908f9'],50,,,,,,,,,,,,,,,,,Guingamp,142,00:35:50.779,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,902ba626-c0ce-481d-95df-b53fb41d8211,3641,,"[73.6, 24.4]",3901258,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Lionel Mathis,401512.0,Left Defensive Midfield,166,Guingamp,142,['65d34c73-ea7d-4b57-b8be-1d87e543b5db'],59,,,,,,,,,,,,,,,,,Guingamp,142,00:35:59.939,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f05d49db-5b14-44a3-8438-c046c5c21db1,3649,,"[109.8, 29.6]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Thibault Giresse,4434.0,Left Midfield,166,Guingamp,142,['03624e93-f3bc-4ced-96ef-bad24bda7575'],6,,,,,,,,,,,,,,,,,Guingamp,142,00:36:06.808,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f81b85de-297d-433e-ae11-64e94154eebc,3653,,"[32.1, 69.7]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathieu Bodmer,4373.0,Center Attacking Midfield,167,OGC Nice,136,['797b3cf8-5b22-4e61-a667-f11f876008a6'],16,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:16.441,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b77ac3c-6c8a-489c-be85-60a3f27dea70,3656,,"[53.2, 76.6]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,167,OGC Nice,136,['4b237278-741b-433f-94d2-7f9ce0669da2'],19,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:19.860,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e86e7f72-4672-4671-9c70-9958bf2af429,3659,,"[45.2, 67.5]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathieu Bodmer,4373.0,Center Attacking Midfield,167,OGC Nice,136,['683621f1-bc34-439d-83b0-008b544c3ca7'],21,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:21.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6692137-ac29-40ec-8601-752c356a1583,3662,,"[39.0, 63.2]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,167,OGC Nice,136,['4423884d-8e7c-4165-8260-c7cc29fd2c78'],22,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:22.712,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ead970aa-8771-4391-ade4-ed853808d2db,3665,,"[26.5, 63.0]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Romain Genevois,2971.0,Right Center Back,167,OGC Nice,136,['f01cda1d-bbac-46bb-8647-8309196a0f8f'],24,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:24.711,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c91d89b7-26c1-41b4-a8dd-39c31983b393,3669,,"[28.0, 53.5]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,167,OGC Nice,136,"['8f7710cb-ba6a-4d95-b75d-dc3d0817f7f9', 'e4a65def-f455-4798-967b-dc455b297576']",26,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:26.199,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5749d8ce-2217-44b8-b5f4-7c3df1ee7329,3673,,"[26.7, 74.2]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Romain Genevois,2971.0,Right Center Back,167,OGC Nice,136,"['b4072db3-7ec6-4f0d-886b-89415f3a4574', 'f8d36a59-4a98-439e-b325-c4d615ce0991']",29,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:29.542,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,76b3e69d-1a4d-4601-8866-1e5014e5fecd,3677,,"[47.6, 76.0]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,167,OGC Nice,136,"['25cb7a3f-2200-4483-8e3f-5cfb6793cd35', 'aa86853d-ddb6-445c-9c6f-bb5a72b35ea4']",31,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:31.014,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bdcccf2-6861-47ea-b999-751bb75c4d3d,3684,,"[46.8, 57.0]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathieu Bodmer,4373.0,Center Attacking Midfield,167,OGC Nice,136,['e02d8964-a402-4763-a7a6-1cc859ec212e'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:37.220,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,586f10d9-fc18-4941-bef2-e5f92aee9c82,3687,,"[50.2, 51.3]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mahamane El-Hadj Traoré,401528.0,Left Center Midfield,167,OGC Nice,136,['ce60d9b7-dae2-4bf5-823b-8acfdaeb110e'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:37.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f1f822-02cb-4c04-837b-7c3a209b88f0,3690,,"[44.6, 43.8]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,167,OGC Nice,136,['2296c8df-412f-4f2c-b3f4-f6d193757854'],39,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:39.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2b42609-6ed4-46ce-844a-b3c716ec7cf2,3694,,"[44.6, 9.0]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,167,OGC Nice,136,['b42a248e-e94a-41bb-8647-4da5a6eb0346'],44,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:44.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e52feb19-9f67-47f4-8945-1f3b696cfb25,3697,,"[63.6, 25.4]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alassane Pléa,3230.0,Left Center Forward,167,OGC Nice,136,['50971c55-4789-4b5d-83c1-65f2daab6154'],48,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:48.734,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffca87ad-27f6-4016-8c4b-fe2b346f533b,3700,,"[51.9, 22.4]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mahamane El-Hadj Traoré,401528.0,Left Center Midfield,167,OGC Nice,136,['cc7344c5-0d82-49f6-bbe2-9a3bb52a5b24'],50,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:50.102,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d422df-e0ce-41e0-a4cc-c2ab16f702a1,3703,,"[56.9, 28.2]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathieu Bodmer,4373.0,Center Attacking Midfield,167,OGC Nice,136,['6d5c2d54-6c0c-401f-b808-66a87b583780'],51,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:51.323,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfa61c1-9358-404a-821e-f61a6976ae56,3706,,"[64.7, 17.9]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mahamane El-Hadj Traoré,401528.0,Left Center Midfield,167,OGC Nice,136,['ced99f8c-7181-4d9d-804c-937d73a5c3a0'],53,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:53.034,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a44e74c-4179-488c-be85-384f24b7f719,3709,,"[63.8, 8.2]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,167,OGC Nice,136,['4bf22194-a7e1-4a32-97ab-6502dccc5b47'],54,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:54.003,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbb7adb0-e9db-405b-ac42-4b07d30ccdc1,3712,,"[68.6, 23.5]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alassane Pléa,3230.0,Left Center Forward,167,OGC Nice,136,['c481f167-aece-4abf-8df6-d652078a1e33'],56,,,,,,,,,,,,,,,,,OGC Nice,136,00:36:56.066,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,73a75c8e-914a-4a7c-ae2d-c3cfc6855168,3722,,"[58.0, 52.9]",3901258,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younousse Sankharé,3348.0,Left Center Forward,168,Guingamp,142,['14a26129-55e6-4521-95d2-7bc16146a582'],58,,,,,,,,,,,,,,,,,Guingamp,142,00:36:58.661,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,af7e2959-6254-481e-8250-6b738c0bf62a,3728,,"[72.0, 71.3]",3901258,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jonathan Martins-Pereira,3364.0,Right Back,169,Guingamp,142,['91d6c87b-aa29-4858-8b52-83f4628877fd'],9,,,,,,,,,,,,,,,,,Guingamp,142,00:37:09.501,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e164cef-030f-424a-88c3-587bd00a858d,3733,,"[81.1, 65.7]",3901258,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Mathis,401512.0,Left Defensive Midfield,170,Guingamp,142,['9f3a4715-876b-42e3-8429-d6522fc12b96'],24,,,,,,,,,,,,,,,,,Guingamp,142,00:37:24.738,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8e6084d-0021-46e8-abf6-72e825905126,3738,,"[82.2, 73.7]",3901258,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,170,Guingamp,142,['edf9052d-c397-429c-9864-61a11a2d6995'],32,,,,,,,,,,,,,,,,,Guingamp,142,00:37:32.738,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3583c38b-0c62-4c88-b7d2-123959e330ad,3741,,"[105.9, 37.6]",3901258,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jimmy Briand,3213.0,Right Center Forward,170,Guingamp,142,['d07394e3-09bf-4f78-9ae5-88aa5a422ffc'],35,,,,,,,,,,,,,,,,,Guingamp,142,00:37:35.202,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ead6ca8-79c7-48a5-9956-d0a93fbf3ecd,3749,,"[111.1, 38.4]",3901258,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Julien Cardy,401525.0,Right Defensive Midfield,170,Guingamp,142,['68b178e3-dcfc-4388-895f-64d026305bdf'],41,,,,,,,,,,,,,,,,,Guingamp,142,00:37:41.865,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,81d66d45-e72e-4d09-b18d-312ec4a15570,3753,,"[65.1, 60.2]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mathieu Bodmer,4373.0,Center Attacking Midfield,171,OGC Nice,136,['c8f7aa25-4c49-4acf-a414-bcfa2428da6b'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:38:17.028,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3358e6b3-903a-4b90-bef1-44ff32adfce8,3755,,"[79.6, 53.3]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alassane Pléa,3230.0,Left Center Forward,171,OGC Nice,136,['c84193f2-f3ff-464b-8e06-d3290ee660dd'],18,,,,,,,,,,,,,,,,,OGC Nice,136,00:38:18.268,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25bccad1-14e3-4386-9356-d78b1cdfeff6,3757,,"[47.0, 16.7]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lars Christian Jacobsen,20199.0,Left Back,171,OGC Nice,136,['49c27ad3-cd0c-4108-8663-dce7178112e5'],18,,,,,,,,,,,,,,,,,Guingamp,142,00:38:18.868,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d6e27a1a-ad25-46d9-9894-e34498381e1b,3759,,"[53.7, 8.2]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Thibault Giresse,4434.0,Left Midfield,171,OGC Nice,136,['44d91800-af74-4b73-be38-cbd67b726d81'],20,,,,,,,,,,,,,,,,,Guingamp,142,00:38:20.826,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f76c486e-b1c8-4a18-88f6-2b3936661eda,3771,,"[69.9, 50.5]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Hatem Ben Arfa,16462.0,Right Center Forward,171,OGC Nice,136,"['98b755c5-c415-4be9-b1b0-fd29310c2da0', 'ff772566-8f3a-4ca9-9112-dfeaf4489c0c']",25,,,,,,,,,,,,,,,,,OGC Nice,136,00:38:25.142,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff75973-edd9-40fb-b107-6dc8c06f6ba9,3778,,"[82.0, 47.8]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jimmy Briand,3213.0,Right Center Forward,172,Guingamp,142,"['98fd7fc4-5c3e-48d2-aab2-ff6a036aa6cf', 'da5b9c77-1232-4343-b068-ff40e4163d0e']",29,,,,,,,,,,,,,,,,,Guingamp,142,00:38:29.671,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d220d324-7da8-4f18-abe0-915e5a04847e,3780,,"[69.9, 56.4]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Coco,3363.0,Right Midfield,172,Guingamp,142,['c1baa525-bb89-445c-94c8-b12b8bd8dd40'],30,,,,,,,,,,,,,,,,,Guingamp,142,00:38:30.671,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,622ad8f2-06d2-4bee-b835-dd200dd90d7a,3787,,"[84.4, 48.6]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Julien Cardy,401525.0,Right Defensive Midfield,172,Guingamp,142,['1a13ae3f-07f7-40da-85b0-05b088ccb4af'],36,,,,,,,,,,,,,,,,,Guingamp,142,00:38:36.870,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ff05e0e-ff29-48f1-b293-2ca918494645,3789,,"[101.8, 33.5]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younousse Sankharé,3348.0,Left Center Forward,172,Guingamp,142,['5a6d95c0-65b0-4f0b-87dd-4da85df4b349'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:38:38.470,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,7e544c52-6b12-4eec-a1a3-01eef686586d,3792,,"[99.5, 53.2]",3901258,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Coco,3363.0,Right Midfield,172,Guingamp,142,['da1bedbc-6655-4a3e-94c4-659267086fc8'],42,,,,,,,,,,,,,,,,,Guingamp,142,00:38:42.030,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,9643f0f2-ba9d-4868-9335-c7251946afe4,3796,,"[79.4, 17.4]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mathieu Bodmer,4373.0,Center Attacking Midfield,173,OGC Nice,136,['a187da77-576d-4080-94f4-100ca07926df'],24,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:24.442,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f042834-31c4-4879-8ed4-76a759d389eb,3799,,"[26.3, 66.8]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,174,Guingamp,142,['5512dec5-af6a-4411-a6ca-6d4d68e00f29'],26,,,,,,,,,,,,,,,,,Guingamp,142,00:39:26.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,745b4d68-70d9-4f09-a95a-5489edc063d2,3801,,"[32.1, 51.9]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Mathis,401512.0,Left Defensive Midfield,174,Guingamp,142,['5615c8b6-bac0-4e7b-8389-87a0be0c1a67'],27,,,,,,,,,,,,,,,,,Guingamp,142,00:39:27.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19da40a0-b3f9-4bf5-a311-ccc12481f296,3804,,"[33.2, 18.8]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lars Christian Jacobsen,20199.0,Left Back,174,Guingamp,142,['9a6e3bed-17d9-47fd-b5e7-9e0456127a4b'],31,,,,,,,,,,,,,,,,,Guingamp,142,00:39:31.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0352f64-26c9-4dc9-b3b1-a6a2b0e6d89a,3807,,"[44.6, 32.6]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Mathis,401512.0,Left Defensive Midfield,174,Guingamp,142,['560fcf9a-6818-409c-be43-db650c97ce77'],34,,,,,,,,,,,,,,,,,Guingamp,142,00:39:34.162,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33f22f4f-9cae-4f31-befe-afeea0e878e1,3811,,"[71.0, 22.9]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younousse Sankharé,3348.0,Left Center Forward,174,Guingamp,142,"['6f00c0c1-52b4-4695-b594-5f83b540a9b1', '84ddc64d-b42f-4b34-b64b-8bf68d7739c6']",37,,,,,,,,,,,,,,,,,Guingamp,142,00:39:37.002,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3db327c-9eb8-406e-aa74-ccb6151c8e27,3813,,"[63.6, 7.8]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lars Christian Jacobsen,20199.0,Left Back,174,Guingamp,142,['13b88e4d-4a77-43d0-9c61-9df91fb63852'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:39:38.682,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a2e320f-925b-45a7-a35a-526613dd93ca,3816,,"[85.7, 18.4]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Mathis,401512.0,Left Defensive Midfield,174,Guingamp,142,['9c2f53c3-f06b-4fdd-ac62-ccb06e17e9b4'],44,,,,,,,,,,,,,,,,,Guingamp,142,00:39:44.002,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,839d0ec9-cd27-4064-8b20-f6ea17e50d78,3820,,"[96.2, 21.4]",3901258,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Mathis,401512.0,Left Defensive Midfield,174,Guingamp,142,['f08fc3e2-3956-4c21-b627-978cfb95e810'],46,,,,,,,,,,,,,,,,,Guingamp,142,00:39:46.282,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,41c5f9a5-95bb-4e8a-b56c-745a4559bd78,3829,,"[64.1, 7.2]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younousse Sankharé,3348.0,Left Center Forward,174,Guingamp,142,['e3073f1a-3e63-4750-b99f-313b56ffab00'],14,,,,,,,,,,,,,,,,,Guingamp,142,00:40:14.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,973c9639-4599-4fee-8dcd-d22beb780203,3834,,"[25.8, 35.9]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,174,Guingamp,142,['64844645-d509-43d0-ba6c-591f73a6cf0c'],21,,,,,,,,,,,,,,,,,Guingamp,142,00:40:21.097,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f167b065-c8be-4977-b13a-f2b1ea856774,3837,,"[36.4, 18.2]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,174,Guingamp,142,['5ea20ba5-7863-4667-bc5e-ce434cd4a24d'],22,,,,,,,,,,,,,,,,,Guingamp,142,00:40:22.937,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7ee8fbf-a2fd-452a-a1db-5a0fedff5bf3,3841,,"[67.5, 13.6]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thibault Giresse,4434.0,Left Midfield,174,Guingamp,142,"['094c0ba2-ec95-4096-b87d-24cdd2c9790f', 'f58894d2-038a-4ded-a236-2263f18c706c']",25,,,,,,,,,,,,,,,,,Guingamp,142,00:40:25.937,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,74a2b390-e8de-49d8-a982-29c55afec375,3844,,"[74.9, 5.9]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lars Christian Jacobsen,20199.0,Left Back,174,Guingamp,142,['b797381f-35cd-474d-8292-d940bc1cdeb3'],28,,,,,,,,,,,,,,,,,Guingamp,142,00:40:28.657,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4e892cf-ad37-4074-94ec-39192398009c,3847,,"[111.3, 49.5]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jimmy Briand,3213.0,Right Center Forward,174,Guingamp,142,['1e160559-dfc6-4180-995d-d9ee3d03231f'],35,,,,,,,,,,,,,,,,,Guingamp,142,00:40:35.537,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,4ccfd962-625e-40bb-afb5-d311fc94a797,3851,,"[114.4, 35.4]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younousse Sankharé,3348.0,Left Center Forward,174,Guingamp,142,['f624a984-a5e8-4dcf-8286-62efdf9d7482'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:40:38.103,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc90aa8a-6884-4d26-8cc0-84eb0dcdf76e,3855,,"[43.7, 6.9]",3901258,85,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,175,OGC Nice,136,['a1f3facf-590f-4f5f-8994-dc1db432a7b3'],48,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:48.214,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b71f3608-227a-4eee-a870-56d39ef370fc,3863,,"[42.7, 20.7]",3901258,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Paul Baysse,4443.0,Left Center Back,176,OGC Nice,136,['e5062ab4-d615-44c0-8182-c9cad967868b'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:37.324,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d713c01b-ae9a-486a-9f97-462f48e0af32,3866,,"[13.3, 38.4]",3901258,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yoan Cardinale,4257.0,Goalkeeper,176,OGC Nice,136,['3dcda586-3891-4f02-a8f8-47a10cf9b139'],40,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:40.967,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c858ab1d-1c74-42b3-8879-f1eca103ddfc,3870,,"[57.1, 71.1]",3901258,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Coco,3363.0,Right Midfield,177,Guingamp,142,['ed5aec71-55e5-432d-aba1-6c011b947b92'],48,,,,,,,,,,,,,,,,,Guingamp,142,00:41:48.708,Ball Receipt*,
