50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.33951,,,,,,,,,,,,1d955099-56f0-4d2c-aeb7-768064e7a297,21,,"[51.6, 0.1]",3901242,0,,True,,,2.6603687,,,,,,"[31.3, 10.7]",,Low Pass,,22.900873,,,Romain Thomas,3549.0,,,,,Throw-in,1,From Throw In,Arnold Bouka Moutou,4906.0,Left Back,4,Angers,145,['67afeb50-a324-4037-8837-db576868e690'],22,,,,,,,,,,,,,,,,,Angers,145,00:00:22.968,Pass,
,,,,,,,,,,,,,,,,,,3.118406,,,,,,,,,,,,48ee7bf7-aec6-4409-875b-38d756d3f3db,23,,"[31.3, 11.1]",3901242,0,,,,,1.586259,,Left Foot,,,,"[30.7, 49.9]",,Ground Pass,,38.804638,,,Romain Saïss,5219.0,,,,,,1,From Throw In,Romain Thomas,3549.0,Left Center Back,4,Angers,145,['10fa98f5-538d-4d83-95f3-cdb16b598baa'],24,,,,,,,,,,,,,,,,,Angers,145,00:00:24.519,Pass,
,,,,,,,,,,,,,,,,,,2.473422,,,,,,,,,,,,80e709fd-ccb6-43c3-a1e2-08afa3104baa,27,,"[31.5, 50.1]",3901242,0,,,,,-1.647178,,Left Foot,,,,"[28.5, 10.9]",,Ground Pass,,39.31463,,,Romain Thomas,3549.0,,,,,,1,From Throw In,Romain Saïss,5219.0,Right Center Back,4,Angers,145,"['61c7b0b0-f5b1-4e69-8e8c-4e7f22649196', 'dab3a0fb-67b4-4cfd-8385-cde08578df28']",28,,,,,,,,,,,,,,,,,Angers,145,00:00:28.967,Pass,True
,,,,,,,,,,,,,,,,,,1.973762,,,,,,,,,,,,38373de2-b9bf-479c-a416-ab98b59c9f46,31,,"[29.3, 11.3]",3901242,0,,,,,0.4758794,,Left Foot,,,,"[68.3, 31.4]",,High Pass,,43.874935,,,Cheikh N''Doye,5676.0,,,,,,1,From Throw In,Romain Thomas,3549.0,Left Center Back,4,Angers,145,"['2205ef62-db23-4452-982d-79253a7c57b2', '47f96dce-5d4f-4e9e-9d82-c26b198192ea']",32,,,,,,,,,,,,,,,,,Angers,145,00:00:32.683,Pass,True
,,,,,,,,,,,,,,,,,,1.82759,,,,,,,,,,,,cfe99dfe-14c3-4655-97a2-63277d049d46,33,,"[69.3, 32.4]",3901242,0,,,,,-0.22903799,,Head,,,,"[85.6, 28.6]",,High Pass,,16.737085,,Incomplete,,,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,4,Angers,145,['656d774f-bfbe-46b2-9b9f-978647b3c663'],34,,,,,,,,,,,,,,,,,Angers,145,00:00:34.656,Pass,
,,,,,,,,,,,,,,,,,,2.679987,,,,,,,,,,,,062e65c0-bb83-4d06-a393-80acb953bdec,37,,"[34.1, 51.9]",3901242,0,,,,,-2.7840269,,Left Foot,,,,"[6.8, 41.7]",,Ground Pass,,29.143267,,,Steve Mandanda,3543.0,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,4,Angers,145,"['bcf0b26d-52a9-41aa-bfcb-34c97a6f0099', 'bd42691e-d5a6-4dcd-a9c4-6efccb5dfa10']",37,,,,,,,,,,,,,,,,,Marseille,147,00:00:37.602,Pass,True
,,,,,,,,,,,,,,,,,,1.780648,,,,,,,,,,,,3e868818-e2ce-459d-ac13-69e9f9a62e59,39,,"[6.8, 41.9]",3901242,0,,,,,-0.06274475,,Right Foot,,,,"[45.0, 39.5]",,High Pass,,38.27532,,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,4,Angers,145,"['2985f601-5640-4821-8ba9-8277b7dd04dd', 'ce18cd2a-30d7-46fa-9961-7bb17cec7e9a']",40,,,,,,,,,,,,,,,,,Marseille,147,00:00:40.282,Pass,
,,,,,,,,,,,,,,,,,,1.986043,,,,,,,,,,,,d20d3cb3-9f5f-463c-9722-6e02b5557641,44,,"[74.3, 44.8]",3901242,0,,,,,1.4707134,,Right Foot,,,,"[76.7, 68.7]",,Ground Pass,,24.0202,,,Yoann Andreu,3203.0,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,4,Angers,145,"['afa026e5-e014-4b4e-acd6-1f924ac2a8fc', 'b0683020-39fc-4bdb-bbac-8c8c5b746d3f']",43,,,,,,,,,,,,,,,,,Angers,145,00:00:43.926,Pass,True
,,,,,,,,,,,,,,,,,,6.254871,,,,,,,,,,,,122a3c34-041f-44fa-b5e7-e5db02a17b30,47,,"[76.7, 68.7]",3901242,0,,,,,-1.1706994,,Right Foot,,,,"[105.5, 0.6]",,High Pass,,73.9395,,Out,Gilles Sunu,3111.0,,True,,,,1,From Throw In,Yoann Andreu,3203.0,Right Back,4,Angers,145,['15870ec9-194e-487f-9681-ffd8cc2c33a3'],47,,,,,,,,,,,,,,,,,Angers,145,00:00:47.113,Pass,
,,,,,,,,,,,,,,,,,,1.90676,,,,,,,,,,,,02693eff-45d3-4d25-9b98-16e5bc38bb82,50,,"[19.3, 80.0]",3901242,1,,,,True,-0.38050637,,,,,,"[35.3, 73.6]",,High Pass,,17.232527,,,Abdelaziz Barrada,23933.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,5,Marseille,147,"['61cd13c8-0a1a-4987-8eac-899724e116ea', '694349c4-54aa-488d-90ec-f977f0406cf8']",4,,,,,,,,,,,,,,,,,Marseille,147,00:01:04.803,Pass,True
,,,,,,,,,,,,,,,,,,1.919986,,,,,,,,,,,,0be11b10-5449-4c50-80eb-74e7838b2cc6,52,,"[36.1, 73.4]",3901242,1,,,,,-0.08914855,,Head,,,,"[54.0, 71.8]",,High Pass,,17.971367,,,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Abdelaziz Barrada,23933.0,Right Defensive Midfield,5,Marseille,147,['4f5ebfed-37bb-477d-9073-125ed67218da'],6,,,,,,,,,,,,,,,,,Marseille,147,00:01:06.750,Pass,
,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,4723a59a-0baa-4f4c-850c-778b2cbb4176,55,,"[53.4, 71.8]",3901242,1,,,,,2.016902,,Right Foot,,,,"[51.2, 76.4]",,Ground Pass,,5.0990195,,,Florian Thauvin,3254.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Left Center Forward,5,Marseille,147,"['636fb614-cb23-4c48-b259-d0e481a93287', '981aab07-53ca-410b-a79c-c18a8f91b4d8']",8,,,,,,,,,,,,,,,,,Marseille,147,00:01:08.670,Pass,True
,,,,,,,,,,,,,,,,,,0.959997,,,,,,,,,,,,c86a6ab0-4cd2-43ec-bf63-0b1b91ad845b,62,,"[99.6, 80.0]",3901242,1,,,,,-1.0346503,,,,,,"[107.8, 66.2]",,Low Pass,,16.052414,,,Steven Fletcher,9554.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,6,Marseille,147,['0ac33e7b-b249-4816-a2bd-3f228b1eb414'],30,,,,,,,,,,,,,,,,,Marseille,147,00:01:30.430,Pass,
,,,,,,,,,,,,,,,,,,1.770006,,,,,,,,,,,,138847eb-5f7d-4f23-956b-c5b08009a590,66,,"[107.8, 66.2]",3901242,1,,,,,-2.5169573,,Left Foot,,,,"[99.2, 60.0]",,Low Pass,,10.601887,,Incomplete,Florian Thauvin,3254.0,,,,,,1,From Throw In,Steven Fletcher,9554.0,Right Center Forward,6,Marseille,147,"['580e5d28-a0f2-45b5-857f-f183bcf24550', '749fd377-2009-46ca-8733-4d215182f6b6', 'ff5f38cf-fc1d-4bc0-8fe8-fb30b0170506']",31,,,,,,,,,,,,,,,,,Marseille,147,00:01:31.445,Pass,True
,,,,,,,,,,,,,,,,,,4.368364,,,,,,,,,,,,fdcaa6d2-713b-47bd-b999-3961ee9f334e,70,,"[26.1, 22.7]",3901242,1,,,,,-0.13350764,,Right Foot,,,,"[94.6, 13.5]",,High Pass,,69.11505,,,Mohamed Lamine Yattara,7337.0,,,,,,1,Regular Play,Grégory Bourillon,7230.0,Center Defensive Midfield,7,Angers,145,['72127c47-2a5f-4443-ace2-8a91b153d812'],34,,,,,,,,,,,,,,,,,Angers,145,00:01:34.524,Pass,
,,,,,,,,,,,,,,,,,,2.456258,,,,,,,,,,,,02e41433-010f-4014-abba-3699cd111094,75,,"[95.0, 20.3]",3901242,1,,,,,-0.63120663,,Left Foot,,,,"[114.7, 5.9]",,Ground Pass,,24.401844,,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Mohamed Lamine Yattara,7337.0,Center Forward,7,Angers,145,"['00cfbd1d-c120-4462-b7ff-2b3941272af7', '2c5f3a2a-18b4-42de-88f8-f52df044695d']",43,,,,,,,,,,,,,,,,,Angers,145,00:01:43.421,Pass,True
,,,,,,,,,,,,,,,,,,1.498386,,,,,,,,,,,,34c09277-cada-42ae-8087-938f2cb70f17,78,,"[114.5, 5.9]",3901242,1,,,,,1.6425294,eb4d9254-4558-4e97-86d6-e87bb379495b,Right Foot,True,,,"[112.1, 39.3]",,High Pass,,33.48612,,,Mohamed Lamine Yattara,7337.0,True,,,,,1,Regular Play,Gilles Sunu,3111.0,Left Wing,7,Angers,145,['04ed4b88-bb42-4137-bd2b-499c6a341790'],47,,,,,,,,,,,,,,,,,Angers,145,00:01:47.873,Pass,
,,,,,,,,,,,,,,,,,,3.148364,,,,,,,,,,,,295016ba-97f5-405c-9d30-9f01eb67fde4,84,,"[6.0, 44.0]",3901242,2,,,,,-0.47636554,,Right Foot,,,,"[56.0, 18.2]",,High Pass,,56.26402,,,Benjamin Mendy,3261.0,,,,,Goal Kick,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,['df3ad95f-3a68-43ab-a220-09da03a8762d'],13,,,,,,,,,,,,,,,,,Marseille,147,00:02:13.800,Pass,
,,,,,,,,,,,,,,,,,,1.119994,,,,,,,,,,,,c1e8f7cd-efc1-45ea-a644-80e9309548ca,87,,"[58.6, 19.2]",3901242,2,,,,,2.2810674,,Left Foot,,,,"[50.0, 29.2]",,Ground Pass,,13.189389,,,André-Frank Zambo Anguissa,3141.0,,,,,,1,From Goal Kick,Benjamin Mendy,3261.0,Left Back,8,Marseille,147,['2a15fe0f-87ac-4d26-866b-5b0b02cf8074'],17,,,,,,,,,,,,,,,,,Marseille,147,00:02:17.909,Pass,
,,,,,,,,,,,,,,,,,,1.039996,,,,,,,,,,,,d8fc6cb6-25f2-4f3c-9348-3eee1b24be1e,90,,"[50.0, 29.2]",3901242,2,,,,,1.3850431,,Right Foot,,,,"[52.8, 44.1]",,Ground Pass,,15.160805,,,Abdelaziz Barrada,23933.0,,,,,,1,From Goal Kick,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,8,Marseille,147,['47e8ec65-d156-4972-b9e1-cf78a87a9379'],19,,,,,,,,,,,,,,,,,Marseille,147,00:02:19.629,Pass,
,,,,,,,,,,,,,,,,,,0.88029,,,,,,,,,,,,a6f3cc94-b3a1-4b90-b7b4-847cd12b9ebe,94,,"[47.4, 43.0]",3901242,2,,,,,-2.9718144,,Right Foot,,,,"[36.9, 41.2]",,Ground Pass,,10.653169,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Goal Kick,Abdelaziz Barrada,23933.0,Right Defensive Midfield,8,Marseille,147,['38f548f5-8ef2-44f4-8595-83dd969fcbb1'],21,,,,,,,,,,,,,,,,,Marseille,147,00:02:21.589,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,291b5812-7c01-4e8a-a0f0-abbfb74123a5,97,,"[35.0, 41.2]",3901242,2,,,,,-1.3831565,,Right Foot,,,,"[39.5, 17.5]",,Ground Pass,,24.123432,,,Karim Rekik,8572.0,,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,['b074c075-df06-4edf-a168-341a2864b57f'],23,,,,,,,,,,,,,,,,,Marseille,147,00:02:23.229,Pass,
,,,,,,,,,,,,,,,,,,4.120633,,,,,,,,,,,,56c624b6-ea29-4580-9553-273b9adbcff9,101,,"[47.0, 17.5]",3901242,2,,,,,-0.25403938,,Left Foot,,,,"[104.0, 2.7]",,High Pass,,58.890068,,Incomplete,Benjamin Mendy,3261.0,,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,"['58b3757c-e1d3-4041-9de6-8cdab60defed', '61d7a2a4-1f0a-4bf4-b6b7-b00798ff9837']",27,,,,,,,,,,,,,,,,,Marseille,147,00:02:27.589,Pass,
,,,,,,,,,,,,,,,,,,3.271649,,,,,,,,,,,,9ef5e8f3-2525-40e3-852c-012407d50bc6,106,,"[20.9, 74.0]",3901242,2,,,,,0.06783056,,Right Foot,,,,"[57.7, 76.5]",,High Pass,,36.88482,,Incomplete,Mohamed Lamine Yattara,7337.0,,,,,,1,From Goal Kick,Romain Saïss,5219.0,Right Center Back,8,Marseille,147,"['30312f5c-a17d-4877-bac9-46d30b3b68a9', '57edb792-1f7f-457c-b94c-f387822df9f7', 'e621a682-7b92-4f11-bebb-b8dac475f7bc']",32,,,,,,,,,,,,,,,,,Angers,145,00:02:32.944,Pass,True
,,,,,,,,,,,,,,,,,,1.319993,,,,,,,,,,,,ddebc7df-c609-498c-ab2c-420e62681890,111,,"[56.6, 3.3]",3901242,2,,,,,2.884269,,Right Foot,,,,"[39.5, 7.8]",,Ground Pass,,17.682194,,,Karim Rekik,8572.0,,,,,,1,From Goal Kick,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,8,Marseille,147,['68279930-a735-4198-80cc-1c43f91c9890'],36,,,,,,,,,,,,,,,,,Marseille,147,00:02:36.976,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,59cdd503-9a4c-4c7e-9b56-a891d9a0aa92,114,,"[38.2, 10.6]",3901242,2,,,,,1.6013991,,Left Foot,,,,"[37.6, 30.2]",,Ground Pass,,19.609182,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,8,Marseille,147,['d5251f8a-cfed-4c23-8b6c-7a401478a103'],40,,,,,,,,,,,,,,,,,Marseille,147,00:02:40.776,Pass,
,,,,,,,,,,,,,,,,,,1.639999,,,,,,,,,,,,9907dc6d-1dcd-44f9-a2f4-06135c4044d6,117,,"[37.1, 36.9]",3901242,2,,,,,1.3909428,,Right Foot,,,,"[41.9, 63.3]",,Ground Pass,,26.832815,,,Abdelaziz Barrada,23933.0,,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,['c3d6cb99-19de-404b-90cb-f0a7aaec341e'],43,,,,,,,,,,,,,,,,,Marseille,147,00:02:43.576,Pass,
,,,,,,,,,,,,,,,,,,1.159997,,,,,,,,,,,,b7603c4f-58d1-47fb-aaa9-6b793683b455,120,,"[46.7, 65.2]",3901242,2,,,,,-0.35062835,,Right Foot,,,,"[68.3, 57.3]",,Ground Pass,,22.999348,,,Florian Thauvin,3254.0,,,,,,1,From Goal Kick,Abdelaziz Barrada,23933.0,Right Defensive Midfield,8,Marseille,147,['9d708267-b090-496b-8a4b-1b5689ebb2e1'],46,,,,,,,,,,,,,,,,,Marseille,147,00:02:46.576,Pass,
,,,,,,,,,,,,,,,,,,1.379006,,,,,,,,,,,,c5521d5a-cea7-4339-9568-3d0323f7f204,124,,"[67.7, 59.0]",3901242,2,,,,,0.9987668,,Right Foot,,,,"[72.4, 66.3]",,Ground Pass,,8.682166,,Incomplete,Javier Manquillo Gaitán,3075.0,,,,,,1,From Goal Kick,Florian Thauvin,3254.0,Right Midfield,8,Marseille,147,"['12a7d2b4-db06-4fea-a9f7-5fc1c423e8a4', '2c567ee1-7a40-4ccd-86f7-78cf08e530a4', 'a3951720-8b8d-43bd-ad60-6378c74b7506']",47,,,,,,,,,,,,,,,,,Marseille,147,00:02:47.816,Pass,True
,,,,,,,,,,,,,,,,,,2.559374,,,,,,,,,,,,d705642e-5920-441d-a03d-94d5347ebf59,130,,"[66.5, 4.5]",3901242,2,,,,,0.0061537684,,Left Foot,,,,"[99.0, 4.7]",,High Pass,,32.500614,,,Arnold Bouka Moutou,4906.0,,,,,,1,From Goal Kick,Thomas Mangani,3185.0,Left Center Midfield,8,Marseille,147,['8f40fd55-c160-4711-9a65-5fd1a16a38d3'],51,,,,,,,,,,,,,,,,,Angers,145,00:02:51.760,Pass,
,,,,,,,,,,,,,,,,,,2.290906,,,,,,,,,,,,9165e0f1-ba1a-4c5f-bb54-312e97afb05d,133,,"[101.2, 3.9]",3901242,2,,,,,1.2403123,,Left Foot,True,,,"[120.0, 58.7]",,High Pass,,57.935135,,Out,,,,True,,,,1,From Goal Kick,Arnold Bouka Moutou,4906.0,Left Back,8,Marseille,147,,55,,,,,,,,,,,,,,,,,Angers,145,00:02:55.273,Pass,
,,,,,,,,,,,,,,,,,,1.483727,,,,,,,,,,,,8b5fc470-4839-435a-8d03-4fabbce593b8,134,,"[6.0, 44.0]",3901242,3,,,,,-1.3693413,,Right Foot,,,,"[11.8, 15.6]",,Ground Pass,,28.986204,,,Karim Rekik,8572.0,,,,,Goal Kick,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,9,Marseille,147,['11f02501-2e92-4688-a876-761712057eb1'],20,,,,,,,,,,,,,,,,,Marseille,147,00:03:20.801,Pass,
