50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.762831,,,,,,,,,,,,,900da620-8a48-4ef1-add9-ec1346d1c4df,32,,,"[46.2, 76.7]",3901152,0,,,,0.11649146,,Right Foot,,,"[55.6, 77.8]",,Ground Pass,,9.464143,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Mehdi Zeffane,3195.0,Right Back,3,Rennes,134,['19f9ecfd-5758-4076-823c-94e6035196ef'],30,,,,,,,,,,,,,,,,Rennes,134,00:00:30.550,Pass,
,,,,,,,,,,,,,,,,,0.355893,,,,,,,,,,,,,eacc1802-e26d-448a-996e-996b6d731e0a,36,,,"[54.6, 77.5]",3901152,0,,,,-2.7547169,,Right Foot,,,"[49.2, 75.3]",,Ground Pass,,5.8309517,,Incomplete,,Mehdi Zeffane,3195.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,3,Rennes,134,"['44608e2a-8f0b-4409-9e30-6e699b5b6870', '7dec44b4-81cb-4e0c-9d1f-2fc1a91c898f', 'b6aeb388-5674-4b7b-832e-540ccb270af2']",32,,,,,,,,,,,,,,,,Rennes,134,00:00:32.769,Pass,True
,,,,,,,,,,,,,,,,,1.057662,,,,,,,,,,,,,f30a382d-b9de-42fd-85b6-d9c47789d226,42,,,"[51.4, 76.7]",3901152,0,,,,3.0264025,,Left Foot,,,"[39.3, 78.1]",,Ground Pass,,12.180722,,,,Mehdi Zeffane,3195.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,3,Rennes,134,"['391e1f96-e960-44e6-98bf-891df64ea9d7', '70f723f2-7669-493e-94ca-f6abaf5ecd82']",35,,,,,,,,,,,,,,,,Rennes,134,00:00:35.163,Pass,True
,,,,,,,,,,,,,,,,,1.49965,,,,,,,,,,,,,44134b0c-4a56-4d95-9907-50391cc5df70,45,,,"[36.9, 77.8]",3901152,0,,,,-2.3000038,,Right Foot,,,"[21.8, 60.9]",,Ground Pass,,22.663185,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Throw In,Mehdi Zeffane,3195.0,Right Back,3,Rennes,134,['a540e2d8-519d-4d42-a077-d6882e2d09ac'],37,,,,,,,,,,,,,,,,Rennes,134,00:00:37.078,Pass,
,,,,,,,,,,,,,,,,,1.298631,,,,,,,,,,,,,dc63cdf7-1790-4f5a-ad94-69c2f4d879de,48,,,"[21.8, 60.9]",3901152,0,,,,-0.5767164,,Right Foot,,,"[32.1, 54.2]",,Ground Pass,,12.287392,,,,Benjamin André,2990.0,,,,,,1,From Throw In,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,3,Rennes,134,['c6d66a70-3d02-4ec7-84bc-72c138cc66c0'],40,,,,,,,,,,,,,,,,Rennes,134,00:00:40.036,Pass,
,,,,,,,,,,,,,,,,,0.904608,,,,,,,,,,,,,a3c6c32d-4918-4783-9f02-85a888a1ed03,51,,,"[32.1, 54.2]",3901152,0,,,,0.69363207,,Right Foot,,,"[41.0, 61.6]",,Ground Pass,,11.574541,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Throw In,Benjamin André,2990.0,Center Defensive Midfield,3,Rennes,134,['303c7b94-b531-4750-8c87-a8285311f615'],44,,,,,,,,,,,,,,,,Rennes,134,00:00:44.077,Pass,
,,,,,,,,,,,,,,,,,0.935176,,,,,,,,,,,,,96fda2fb-36ec-417b-b212-e10901dca4dc,54,,,"[41.0, 61.6]",3901152,0,,,,-3.0309355,,Right Foot,,,"[34.7, 60.9]",,Ground Pass,,6.3387694,,,,Benjamin André,2990.0,,,,,,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Right Center Midfield,3,Rennes,134,['87234cdd-85fc-4118-9918-7c34d4cf5958'],46,,,,,,,,,,,,,,,,Rennes,134,00:00:46.844,Pass,
,,,,,,,,,,,,,,,,,0.668593,,,,,,,,,,,,,164d34fb-a541-463b-80e9-129fca6b2357,57,,,"[37.5, 56.5]",3901152,0,,,,-1.1925757,,Right Foot,,,"[43.5, 41.4]",,Ground Pass,,16.248384,,,,Yoann Gourcuff,4602.0,,,,,,1,From Throw In,Benjamin André,2990.0,Center Defensive Midfield,3,Rennes,134,['9a032849-d601-43da-a268-0a3f8467d912'],50,,,,,,,,,,,,,,,,Rennes,134,00:00:50.436,Pass,
,,,,,,,,,,,,,,,,,1.859045,,,,,,,,,,,,,a474e3b1-7693-4b8f-a26c-5fb7ec42b5b0,61,,,"[43.5, 41.4]",3901152,0,,,,-1.8397584,,Right Foot,,,"[34.9, 10.2]",,Low Pass,,32.36356,,,,Cheikh M''Bengue,3424.0,,,,,,1,From Throw In,Yoann Gourcuff,4602.0,Left Center Midfield,3,Rennes,134,['8bc2bfe7-7102-471a-a8eb-9b15eaf3bba6'],53,,,,,,,,,,,,,,,,Rennes,134,00:00:53.588,Pass,
,,,,,,,,,,,,,,,,,1.447553,,,,,,,,,,,,,6cde9e44-a3ef-444c-a2a0-d8a45196b1ee,64,,,"[37.7, 8.8]",3901152,0,,,,-0.14707835,,Left Foot,,,"[56.6, 6.0]",,Ground Pass,,19.106281,,,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,3,Rennes,134,['37fbed80-092f-412a-a3a9-b82752a9ec32'],56,,,,,,,,,,,,,,,,Rennes,134,00:00:56.099,Pass,
,,,,,,,,,,,,,,,,,0.085919,,,,,,,,,,,,,90262296-7a03-43d8-9e79-8f968c0b84d7,68,,,"[55.6, 6.0]",3901152,0,,,,0.24497867,,Right Foot,,,"[58.0, 6.6]",,Ground Pass,,2.4738634,,Incomplete,,Yoann Gourcuff,4602.0,,,,,,1,From Throw In,Paul-Georges Ntep de Madiba,4900.0,Left Midfield,3,Rennes,134,"['c9e340ba-91da-4761-8fe0-21828f08ecac', 'cd4032bf-e091-49dd-ac5c-6ac9f22b7028', 'faf06ec3-f050-464d-a563-a4528189830c']",57,,,,,,,,,,,,,,,,Rennes,134,00:00:57.586,Pass,True
,,,,,,,,,,,,,,,,,2.524097,,,,,,,,,,,,,0df7a766-8883-4612-8f4e-b3ee23d71540,71,,,"[68.1, 0.1]",3901152,1,,,,0.28540292,,,,,"[101.5, 9.9]",,High Pass,,34.808044,,,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,Throw-in,1,From Throw In,Paul-Georges Ntep de Madiba,4900.0,Left Midfield,4,Rennes,134,['12cc1d0d-39b0-4979-a0b6-ec7c53d76395'],1,,,,,,,,,,,,,,,,Rennes,134,00:01:01.822,Pass,
,,,,,,,,,,,,,,,,,1.358754,,,,,,,,,,,,,bae7f40e-c9f8-47c2-bf40-2eea10bf45fd,75,,,"[112.2, 7.5]",3901152,1,,,,1.6843739,28f37cb3-9d41-43f7-a550-0cd9f42cd708,Left Foot,True,,"[109.2, 33.8]",,Ground Pass,,26.47055,,,,Yoann Gourcuff,4602.0,True,,,,,1,From Throw In,Pedro Henrique Konzen Medina da Silva,16503.0,Center Forward,4,Rennes,134,"['2201393a-9402-495e-aaed-6b7c74456fea', '9690f9e0-e1fc-4339-b297-c276b92ca783']",9,,,,,,,,,,,,,,,,Rennes,134,00:01:09.761,Pass,True
,,,,,,,,,,,,,,,,,0.353857,,,,,,,,,,,,,b12032a8-1795-4de3-bf51-8bef405d97a8,87,,,"[110.6, 59.2]",3901152,1,,,,-2.3758,,Left Foot,,,"[105.4, 54.2]",,Ground Pass,,7.2138753,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,4,Rennes,134,"['4a8234da-28cb-48bc-89e5-d7311c6bf84e', 'b34cb82c-affb-43a0-8a46-bd922fc1657c']",20,,,,,,,,,,,,,,,,Rennes,134,00:01:20.310,Pass,True
,,,,,,,,,,,,,,,,,2.184683,,,,,,,,,,,,,72188a5c-f1c6-4553-8533-e2a33dce2428,94,,,"[7.1, 25.1]",3901152,1,,,,-0.114677876,,Head,,,"[26.2, 22.9]",,High Pass,,19.226284,,Incomplete,,Ronny Rodelin,2955.0,,,,,Recovery,1,From Throw In,Vincent Bessat,2992.0,Left Back,4,Rennes,134,"['1bc3d7b9-7bf5-4ec9-836f-fc2a0ff148b2', 'eda5fa1c-c3db-4943-a082-47d379af64b8']",21,,,,,,,,,,,,,,,,Caen,140,00:01:21.998,Pass,
,,,,,,,,,,,,,,,,,0.750335,,,,,,,,,,,,,1bc3d7b9-7bf5-4ec9-836f-fc2a0ff148b2,97,,,"[93.9, 57.2]",3901152,1,,,,0.18902054,,Right Foot,,,"[105.4, 59.4]",,Ground Pass,,11.708544,,,,Ousmane Dembélé,5477.0,,,,,Recovery,1,From Throw In,Benjamin André,2990.0,Center Defensive Midfield,4,Rennes,134,"['4760c8af-618a-4ebb-8f65-0f1e598588f2', '72188a5c-f1c6-4553-8533-e2a33dce2428', 'e5b86256-d07f-4124-b46b-a3544b3b58cb']",24,,,,,,,,,,,,,,,,Rennes,134,00:01:24.183,Pass,True
,,,,,,,,,,,,,,,,,0.189052,,,,,,,,,,,,,07a279a7-e696-4289-9382-d36244a2ad00,102,,,"[96.6, 59.4]",3901152,1,,,,-0.7086263,,Right Foot,,,"[98.7, 57.6]",,Ground Pass,,2.7658634,,Incomplete,,Yoann Gourcuff,4602.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,4,Rennes,134,"['14c0e830-4646-4f46-a844-5032f8dac8b2', '27067685-efed-4e93-90e9-1bee681f59d3', '9af4aa33-4c3e-4557-98fd-4854fceba1e8', 'e59ac59c-67cd-45d7-a5f2-c60f1e847a30']",26,,,,,,,,,,,,,,,,Rennes,134,00:01:26.175,Pass,True
,,,,,,,,,,,,,,,,,0.92435,,,,,,,,,,,,,a08457f8-91bb-472d-a802-3e7f1caa750a,107,,,"[104.8, 79.1]",3901152,1,,,,-2.7815332,,Right Foot,,,"[96.3, 75.9]",,Ground Pass,,9.0824,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Mehdi Zeffane,3195.0,Right Back,4,Rennes,134,['b4ed375c-6bbf-4f30-ac28-39067528a097'],30,,,,,,,,,,,,,,,,Rennes,134,00:01:30.410,Pass,
,,,,,,,,,,,,,,,,,1.065656,,,,,,,,,,,,,46ef865a-8ca7-4c7e-8994-14f90b9ebc27,110,,,"[89.3, 62.4]",3901152,1,,,,-1.628983,,Right Foot,,,"[88.7, 52.1]",,Ground Pass,,10.317461,,,,Yoann Gourcuff,4602.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,4,Rennes,134,['84edc239-31cd-4b80-a175-891f06f331d6'],34,,,,,,,,,,,,,,,,Rennes,134,00:01:34.634,Pass,
,,,,,,,,,,,,,,,,,1.990949,,,,,,,,,,,,,47fea833-bd16-48ab-b5e7-21c5e2259732,113,,,"[88.7, 52.1]",3901152,1,,,,-2.8496606,,Left Foot,,,"[69.4, 46.3]",,Ground Pass,,20.152668,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Throw In,Yoann Gourcuff,4602.0,Left Center Midfield,4,Rennes,134,"['9f0552c8-e7af-4d18-9314-38ef96ce41c5', 'e7ddfaab-f564-400e-9aa6-d16f4bef95df']",35,,,,,,,,,,,,,,,,Rennes,134,00:01:35.699,Pass,True
,,,,,,,,,,,,,,,,,2.13219,,,,,,,,,,,,,00f8e375-fc96-467d-b088-e9f8edad0a77,116,,,"[69.4, 45.8]",3901152,1,,,,-1.5672376,,Left Foot,,,"[69.5, 17.7]",,Ground Pass,,28.100178,,,,Cheikh M''Bengue,3424.0,,,,,,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Right Center Midfield,4,Rennes,134,['20621845-1e66-46cc-b7ad-30c5992269d5'],37,,,,,,,,,,,,,,,,Rennes,134,00:01:37.779,Pass,
,,,,,,,,,,,,,,,,,1.774868,,,,,,,,,,,,,10de4e91-1c20-4346-a41b-804868420eed,119,,,"[71.9, 17.7]",3901152,1,,,,-0.30856866,,Left Foot,,,"[87.9, 12.6]",,Ground Pass,,16.793154,,,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,4,Rennes,134,['df2948ab-1b35-4230-a766-3b8e0f708996'],41,,,,,,,,,,,,,,,,Rennes,134,00:01:41.166,Pass,
,,,,,,,,,,,,,,,,,0.590444,,,,,,,,,,,,,78290d10-eae0-4d8c-803f-3ace61c19155,129,,,"[38.9, 66.9]",3901152,1,,,,1.6968844,,Right Foot,,,"[38.0, 74.0]",,Ground Pass,,7.156815,,,,Saïdi Ntibazonkiza,106683.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,5,Caen,140,"['0a27431d-0b85-4bc4-b44a-fe2c93c4f09d', '7d7f45c7-0368-4ccb-8fcc-20f2621765ba']",47,,,,,,,,,,,,,,,,Caen,140,00:01:47.047,Pass,True
,,,,,,,,,,,,,,,,,1.283975,,,,,,,,,,,,,95c7eadc-608d-4b3c-9c72-c98246e1a7b2,131,,,"[38.0, 74.0]",3901152,1,,,,-2.1887627,,Right Foot,,,"[26.2, 57.4]",,Ground Pass,,20.36664,,,,Alaeddine Yahia,7444.0,,,,,,1,Regular Play,Saïdi Ntibazonkiza,106683.0,Right Midfield,5,Caen,140,['5605ab76-01bb-44ae-8d8c-3de38b4a1df9'],47,,,,,,,,,,,,,,,,Caen,140,00:01:47.637,Pass,
,,,,,,,,,,,,,,,,,1.426081,,,,,,,,,,,,,c12adc74-1d3f-42ef-827e-8da2c847cc87,134,,,"[27.8, 57.0]",3901152,1,,,,-1.9447383,,Right Foot,,,"[21.6, 41.2]",,Ground Pass,,16.97292,,,,Damien Da Silva,4386.0,,,,,,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,5,Caen,140,['d38f2eba-b478-45ba-a185-6e79f29d1829'],51,,,,,,,,,,,,,,,,Caen,140,00:01:51.258,Pass,
,,,,,,,,,,,,,,,,,2.300814,,,,,,,,,,,,,700151f4-2891-424c-8a72-76aaf4eedeb2,137,,,"[29.8, 31.1]",3901152,1,,,,-1.090559,,Right Foot,,,"[43.5, 4.8]",,Ground Pass,,29.654343,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,5,Caen,140,['be875b34-149d-4982-885c-05eaf8ab8ee6'],55,,,,,,,,,,,,,,,,Caen,140,00:01:55.800,Pass,
,,,,,,,,,,,,,,,,,2.100818,,,,,,,,,,,,,9085e0bc-e473-4dc2-b6d2-7bbb406c5c16,140,,,"[46.0, 2.2]",3901152,1,,,,0.16514868,,Left Foot,,,"[89.2, 9.4]",,High Pass,,43.79589,,,,Andy Delort,3038.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Back,5,Caen,140,['5c45082e-4fe1-40ad-b1bf-5c70193fd975'],59,,,,,,,,,,,,,,,,Caen,140,00:01:59.488,Pass,
