50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.856342,,,,,,,,,,,,,36998004-7ad0-4b4a-b4cd-fca830e77b8c,14,,"[66.4, 41.1]",3829468,0,,,,,1.501343,,Head,,,,"[67.2, 52.6]",,High Pass,,11.527793,,,Incomplete,,Marcus Coco,3363.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Right Center Forward,3,Guingamp,142,"['4c03c0d7-4659-4390-ac17-941e9fe6b042', 'cecc534b-9c54-4e92-b1ee-e9c8b44156f7']",10,,,,,,,,,,,,,,,,Guingamp,142,00:00:10.828,Pass,
,,,,,,,,,,,,,,,,,,,2.186648,,,,,,,,,,,,,cecc534b-9c54-4e92-b1ee-e9c8b44156f7,17,,"[52.9, 27.5]",3829468,0,,,,,0.8315193,,Right Foot,,,,"[80.8, 58.1]",,High Pass,,41.409782,,,Incomplete,,Grégory Pujol,401506.0,,,,,Recovery,1,Regular Play,Issiaga Sylla,4352.0,Left Back,3,Guingamp,142,"['36998004-7ad0-4b4a-b4cd-fca830e77b8c', '7172ef2b-90f9-4ef3-b652-8176825d3426', 'c5a6d307-9240-4362-a619-82b2b1cb5399', 'e6347cfe-2189-4c42-bbf1-a320a8d3a4f7']",11,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:11.685,Pass,True
,,,,,,,,,,,,,,,,,,,2.727331,,,,,,,,,,,,,c5a6d307-9240-4362-a619-82b2b1cb5399,19,,"[39.3, 22.0]",3829468,0,,,,,0.3481994,,Head,,,,"[67.4, 32.2]",,High Pass,,29.89398,,,,,Sloan Privat,4799.0,,,,,Recovery,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,3,Guingamp,142,"['cecc534b-9c54-4e92-b1ee-e9c8b44156f7', 'e2602656-d904-4fe9-8031-cdb9068b795f']",13,,,,,,,,,,,,,,,,Guingamp,142,00:00:13.871,Pass,
,,,,,,,,,,,,,,,,,,,0.35584,,,,,,,,,,,,,1a5d93cf-4eb3-4582-a35b-5f31dc6badbb,22,,"[68.1, 33.2]",3829468,0,,,,True,1.8321223,,,,,,"[65.8, 41.8]",,Low Pass,,8.902246,,,Incomplete,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Sloan Privat,4799.0,Left Center Forward,3,Guingamp,142,"['93638324-9311-4303-967b-afa90483687b', 'f422869b-787f-4809-b6d9-1b737785ac0f', 'fecaf7e7-e696-417e-8e6e-c82faf2415ee']",16,,,,,,,,,,,,,,,,Guingamp,142,00:00:16.788,Pass,True
,,,,,,,,,,,,,,,,,,,1.536515,,,,,,,,,,,,,93638324-9311-4303-967b-afa90483687b,24,,"[54.3, 38.3]",3829468,0,,,,,1.4884144,,Head,,,,"[55.2, 49.2]",,High Pass,,10.937093,,,,,David Ducourtioux,401509.0,,,,,Recovery,1,Regular Play,Damjan Đoković,31911.0,Left Center Midfield,4,Gazélec Ajaccio,160,"['1a5d93cf-4eb3-4582-a35b-5f31dc6badbb', 'd187b588-7610-431d-b638-c4f7727af3fc']",17,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:17.144,Pass,
,,,,,,,,,,,,,,,,,,,2.39424,,,,,,,,,,,,,928530f1-c3a6-45ca-85de-15471e664932,27,,"[56.6, 47.7]",3829468,0,,,,,2.6589298,,Right Foot,,,,"[31.6, 60.8]",,High Pass,,28.22428,,,,,Abdou Kader Mangane,2953.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Right Center Midfield,4,Gazélec Ajaccio,160,['665b0b26-6cc6-4bad-98fe-6b7871948810'],18,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:18.801,Pass,
,,,,,,,,,,,,,,,,,,,3.015323,,,,,,,,,,,,,674a40e9-1159-4843-9cd7-29a4da84e369,31,,"[39.6, 70.2]",3829468,0,,,,,-0.11227994,,Right Foot,,,,"[93.7, 64.1]",,High Pass,,54.442814,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,Regular Play,Abdou Kader Mangane,2953.0,Right Center Back,4,Gazélec Ajaccio,160,"['16488044-5e79-4e1a-9d36-58ae455a47c5', '499207b4-24e5-4555-960e-1ad3f8bdb6c2', 'b2d5f50f-ac5e-433d-8c14-b14ed98687ad']",24,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:24.804,Pass,True
,,,,,,,,,,,,,,,,,,,1.776645,,,,,,,,,,,,,16488044-5e79-4e1a-9d36-58ae455a47c5,34,,"[26.4, 16.0]",3829468,0,,,,True,0.32994708,,,,,,"[41.0, 21.0]",,High Pass,,15.432433,,,,,Lionel Mathis,401512.0,,,,,Interception,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,"['674a40e9-1159-4843-9cd7-29a4da84e369', 'ab0d7255-4d67-478d-8f2f-1ab02ac2e7c4', 'edfe45c6-4979-45ac-9382-c1185836444f']",27,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.819,Pass,True
,,,,,,,,,,,,,,,,,,,1.330383,,,,,,,,,,,,,f648b201-5a36-4984-ac34-3b177d97c64c,37,,"[37.9, 21.0]",3829468,0,,,,,-2.1815224,,Head,,,,"[31.6, 12.0]",,Low Pass,,10.9859,,,,,Brou Benjamin Angoua,40527.0,,,,,,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,5,Guingamp,142,['2a402e51-bacd-4176-aea4-0faad314b113'],29,,,,,,,,,,,,,,,,Guingamp,142,00:00:29.711,Pass,
,,,,,,,,,,,,,,,,,,,1.410406,,,,,,,,,,,,,a0f7816c-fc3a-4476-b96d-7bf2859241a0,40,,"[30.8, 11.6]",3829468,0,,,,,-0.55932975,,Right Foot,,,,"[43.1, 3.9]",,Ground Pass,,14.511374,,,,,Nicolas Benezet,3301.0,,,,,,1,Regular Play,Brou Benjamin Angoua,40527.0,Left Back,5,Guingamp,142,['2c80a1f8-84cc-4266-855b-264053580db0'],31,,,,,,,,,,,,,,,,Guingamp,142,00:00:31.122,Pass,
,,,,,,,,,,,,,,,,,,,1.465001,,,,,,,,,,,,,e25ee505-5c0a-4e79-a73b-2cb45179c8d1,46,,"[43.1, 7.4]",3829468,0,,True,,,2.0278652,,Right Foot,,,,"[40.1, 13.5]",,Ground Pass,,6.797794,,,,,Younousse Sankharé,3348.0,,,,,Free Kick,1,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,6,Guingamp,142,['ba10da7d-49b8-4de9-bd5d-faefab653e9c'],45,,,,,,,,,,,,,,,,Guingamp,142,00:00:45.373,Pass,
,,,,,,,,,,,,,,,,,,,1.356299,,,,,,,,,,,,,d42704ed-cfee-40b3-9f2c-f852d58d9264,48,,"[38.9, 20.1]",3829468,0,,,,,0.9568816,,Right Foot,,,,"[53.7, 41.1]",,Ground Pass,,25.691244,,,,,Lionel Mathis,401512.0,,,,,,1,From Free Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,6,Guingamp,142,['47d45a51-4849-479c-9155-729c3e5fcefe'],47,,,,,,,,,,,,,,,,Guingamp,142,00:00:47.892,Pass,
,,,,,,,,,,,,,,,,,,,1.016652,,,,,,,,,,,,,0640b2e3-98f7-488b-809c-39f151782159,51,,"[54.1, 41.1]",3829468,0,,,,,3.034095,,Left Foot,,,,"[40.2, 42.6]",,Ground Pass,,13.980701,,,,,Younousse Sankharé,3348.0,,,,,,1,From Free Kick,Lionel Mathis,401512.0,Right Defensive Midfield,6,Guingamp,142,['447818d3-f688-49f4-b71d-c2dc2e79d9c4'],49,,,,,,,,,,,,,,,,Guingamp,142,00:00:49.306,Pass,
,,,,,,,,,,,,,,,,,,,1.006172,,,,,,,,,,,,,7df56eef-1afe-4a30-adee-9e6f2f493c12,54,,"[39.3, 43.9]",3829468,0,,,,,-1.068299,,Right Foot,,,,"[45.4, 32.8]",,Ground Pass,,12.665702,,,,,Lionel Mathis,401512.0,,,,,,1,From Free Kick,Younousse Sankharé,3348.0,Left Defensive Midfield,6,Guingamp,142,['960dc3b4-4be3-47a4-877e-fe5f5e703c68'],51,,,,,,,,,,,,,,,,Guingamp,142,00:00:51.539,Pass,
,,,,,,,,,,,,,,,,,,,0.697651,,,,,,,,,,,,,502f3d87-cd93-44fb-93c0-2b9006494693,57,,"[44.7, 29.3]",3829468,0,,,,,-0.6174059,,Left Foot,,,,"[64.7, 15.1]",,Ground Pass,,24.52835,,,,,Nicolas Benezet,3301.0,,,,,,1,From Free Kick,Lionel Mathis,401512.0,Right Defensive Midfield,6,Guingamp,142,['4a2f89a3-27a1-4a19-9a28-b60a82337ef2'],54,,,,,,,,,,,,,,,,Guingamp,142,00:00:54.350,Pass,
,,,,,,,,,,,,,,,,,,,2.271704,,,,,,,,,,,,,11212e16-69f4-4562-a3b7-7768ba3ba303,61,,"[62.6, 21.4]",3829468,0,,,,,3.1346724,,Right Foot,,,True,"[33.7, 21.6]",,Low Pass,,28.900692,,,,,Jérémy Sorbon,3124.0,,,,,,1,From Free Kick,Nicolas Benezet,3301.0,Left Midfield,6,Guingamp,142,['1a6cf524-9155-45fe-bb3a-88d7d6e08e71'],56,,,,,,,,,,,,,,,,Guingamp,142,00:00:56.900,Pass,
,,,,,,,,,,,,,,,,,,,2.151721,,,,,,,,,,,,,a28c157e-cc3a-412f-ba56-edffc679dd44,65,,"[35.6, 26.4]",3829468,1,,,,,1.4301385,,Right Foot,,,,"[42.0, 71.6]",,Ground Pass,,45.65085,,,,,Lars Christian Jacobsen,20199.0,,True,,,,1,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,6,Guingamp,142,['84fd9c26-bd57-492f-bf6e-e4ac4edceda5'],1,,,,,,,,,,,,,,,,Guingamp,142,00:01:01.368,Pass,
,,,,,,,,,,,,,,,,,,,1.979457,,,,,,,,,,,,,e9db27f4-ea07-4a26-8ade-5bc36b042c9b,68,,"[51.8, 74.5]",3829468,1,,,,,-0.6138168,,Right Foot,,,,"[84.3, 51.6]",,High Pass,,39.757515,,,,,Jimmy Briand,3213.0,,,,,,1,From Free Kick,Lars Christian Jacobsen,20199.0,Right Back,6,Guingamp,142,['2bcbc113-8191-4647-84f3-d6d2b75cdde2'],6,,,,,,,,,,,,,,,,Guingamp,142,00:01:06.151,Pass,
,,,,,,,,,,,,,,,,,,,0.53401,,,,,,,,,,,,,5cd04b51-ec03-4d68-bb96-53ced540fa66,72,,"[82.2, 50.1]",3829468,1,,,,,-0.66861355,,Left Foot,,,,"[92.2, 42.2]",,Low Pass,,12.744019,,,Incomplete,,Lionel Mathis,401512.0,,,,,,1,From Free Kick,Jimmy Briand,3213.0,Right Center Forward,6,Guingamp,142,"['188e36b0-1bf9-4f84-9592-c0df2fbab902', '38073385-7eb3-49da-b0d0-5ba30b6332da', '433fd882-98ae-4fb7-8ce6-bbd4560afa28']",8,,,,,,,,,,,,,,,,Guingamp,142,00:01:08.884,Pass,True
,,,,,,,,,,,,,,,,,,,1.78421,,,,,,,,,,,,,02b14985-5f83-4d65-9220-4a7c002cf474,76,,"[29.3, 39.2]",3829468,1,,,,,1.0754851,,Right Foot,,,,"[38.7, 56.6]",,Ground Pass,,19.776754,,,,,David Ducourtioux,401509.0,,,,,,1,Regular Play,Abdou Kader Mangane,2953.0,Right Center Back,7,Gazélec Ajaccio,160,['af2c83a3-a345-4062-b060-ec2aa35fe5fd'],11,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:11.024,Pass,
,,,,,,,,,,,,,,,,,,,2.256877,,,,,,,,,,,,,4ca41e0c-4056-4f31-890e-588fbc980262,80,,"[40.6, 59.1]",3829468,1,,,,,2.372322,,Right Foot,,,,"[34.3, 65.2]",,Ground Pass,,8.769264,,,,,Alexandre Coeff,7428.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Right Center Midfield,7,Gazélec Ajaccio,160,['ae9a656c-5307-4016-a7c7-e773ca7f091b'],12,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:12.814,Pass,
,,,,,,,,,,,,,,,,,,,1.59741,,,,,,,,,,,,,2b89c78e-197d-43ce-bd1c-48f3c98f09c3,82,,"[35.0, 65.6]",3829468,1,,,,,-0.12851848,,Right Foot,,,,"[67.5, 61.4]",,High Pass,,32.77026,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,Regular Play,Alexandre Coeff,7428.0,Right Back,7,Gazélec Ajaccio,160,"['a7d60908-10c3-478b-8372-3cf3242c9b95', 'e9a324bb-f10e-429f-9888-c782a364dca6']",15,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:15.071,Pass,
,,,,,,,,,,,,,,,,,,,1.037582,,,,,,,,,,,,,a7d60908-10c3-478b-8372-3cf3242c9b95,84,,"[52.6, 18.7]",3829468,1,,,,,-0.2804116,,Head,,,,"[65.1, 15.1]",,High Pass,,13.008075,,,,,Younousse Sankharé,3348.0,,,,,Recovery,1,Regular Play,Brou Benjamin Angoua,40527.0,Left Back,8,Guingamp,142,"['2b89c78e-197d-43ce-bd1c-48f3c98f09c3', 'db127ea5-5bcf-45de-afaa-f3f9285b0681']",16,,,,,,,,,,,,,,,,Guingamp,142,00:01:16.668,Pass,
,,,,,,,,,,,,,,,,,,,2.254628,,,,,,,,,,,,,ed18d35e-82a1-4368-8c60-ce57945a07a7,87,,"[66.0, 15.1]",3829468,1,,,,,-0.5383009,,Right Foot,,,,"[79.9, 6.8]",,Low Pass,,16.189503,,,,,Sloan Privat,4799.0,,,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,8,Guingamp,142,['76824376-16c1-46c0-abe7-197800e07d0e'],17,,,,,,,,,,,,,,,,Guingamp,142,00:01:17.786,Pass,
,,,,,,,,,,,,,,,,,,,0.946853,,,,,,,,,,,,,16ef3188-5b7e-4788-8b3a-cbefe2fd5666,91,,"[81.6, 3.7]",3829468,1,,,,,-3.09225,,Right Foot,,,,"[73.5, 3.3]",,Ground Pass,,8.109871,,,,,Nicolas Benezet,3301.0,,,,,,1,Regular Play,Sloan Privat,4799.0,Left Center Forward,8,Guingamp,142,['489eb3f7-2178-4f81-8ed1-cb62436ca040'],21,,,,,,,,,,,,,,,,Guingamp,142,00:01:21.013,Pass,
,,,,,,,,,,,,,,,,,,,0.696757,,,,,,,,,,,,,499887fc-465e-4df8-8578-3431998740be,97,,"[82.4, 0.1]",3829468,1,,,,,0.5858428,,,,,,"[93.1, 7.2]",,Low Pass,,12.841339,,,Unknown,,Nicolas Benezet,3301.0,,,,,Throw-in,1,From Throw In,Brou Benjamin Angoua,40527.0,Left Back,9,Guingamp,142,['41b936dc-7a5d-41ae-bc1f-3cd2a622d69f'],35,,,,,,,,,,,,,,,,Guingamp,142,00:01:35.187,Pass,
,,,,,,,,,,,,,,,,,,,1.246276,,,,,,,,,,,,,76d034cf-9493-4526-a14d-d68731eff6b6,102,,"[93.9, 6.4]",3829468,2,,,,,1.0000831,,Right Foot,True,,,"[109.5, 30.7]",,High Pass,,28.876461,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Nicolas Benezet,3301.0,Left Midfield,10,Guingamp,142,['598b0192-702d-45f0-9202-766a5403bf6c'],15,,,,,,,,,,,,,,,,Guingamp,142,00:02:15.532,Pass,
,,,,,,,,,,,,,,,,,,,1.664838,,,,,,,,,,,,,c41b6a2a-83a3-4cde-bf78-2dbd4cd96955,104,,"[109.9, 0.1]",3829468,2,,,,,1.3521274,,,,,,"[115.1, 23.5]",,High Pass,,23.970816,,,,,Sloan Privat,4799.0,,,,,Throw-in,1,From Throw In,Brou Benjamin Angoua,40527.0,Left Back,11,Guingamp,142,['a1cdb7a4-744f-40c6-844d-80ad60268943'],35,,,,,,,,,,,,,,,,Guingamp,142,00:02:35.700,Pass,
,,,,,,,,,,,,,,,,,,,0.734132,,,,,,,,,,,,,59172fc5-fb0e-4444-ac36-c4dec9383280,106,,"[115.1, 23.9]",3829468,2,,,,True,1.4174639,,,True,,,"[116.8, 34.9]",,High Pass,,11.130589,,,Incomplete,,Jimmy Briand,3213.0,,,,,,1,From Throw In,Sloan Privat,4799.0,Left Center Forward,11,Guingamp,142,"['5ce2b869-6899-4fa0-ad78-93a1c79a456d', '8eac4a46-ae6e-4b9b-97f8-9bc5e9617484', 'f9d31ff4-d7eb-4204-a45f-aef1553e011c']",37,,,,,,,,,,,,,,,,Guingamp,142,00:02:37.445,Pass,True
,,,,,,,,,,,,,,,,,,,4.185999,,,,,,,,,,,,,0015976b-66ee-4a3a-956a-a8ea77ffc314,111,,"[8.5, 34.8]",3829468,2,,,,,-0.19232233,,Drop Kick,,,,"[76.8, 21.5]",,High Pass,,69.5829,,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Clément Maury,401508.0,Goalkeeper,12,Gazélec Ajaccio,160,"['0fcd5738-314b-46ba-a73d-b14ec6efd4f1', '2b143dfe-2827-4ff8-9a3a-51ec71e54b83']",42,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:42.710,Pass,
