50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.663029,,,,,,,,,,,,1c0e4200-2df9-4e94-9b03-b34a2cffcc03,16,,"[35.5, 21.1]",3829493,0,,,,True,0.011172719,,,,,,"[53.4, 21.3]",,High Pass,,17.901117,,Incomplete,,Souleymane Camara,3679.0,,,,,Recovery,1,From Kick Off,Jérôme Roussillon,3676.0,Left Back,2,Lille,143,"['1a970434-07bb-42fd-8b33-c82a28948150', '5e2d8c3a-747a-4cdc-8097-b0c92e38bfbf', '83550d92-5967-4553-a5a6-ba8d6af178a2', 'c9b2c5b6-50f5-477f-b7a8-a6864e9eefd9']",8,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:08.877,Pass,True
,,,,,,,,,,,,,,,,,0.95639,,,,,,,,,,,,5e2d8c3a-747a-4cdc-8097-b0c92e38bfbf,19,,"[66.7, 58.8]",3829493,0,,,,,-0.56137455,,Head,,,,"[76.4, 52.7]",,High Pass,,11.458621,,,,Lenny Nangis,7303.0,,,,,Recovery,1,From Kick Off,Mounir Obbadi,40697.0,Right Defensive Midfield,2,Lille,143,"['1c0e4200-2df9-4e94-9b03-b34a2cffcc03', '8186c2e4-51a8-42a3-8922-15c89e27e98e']",10,,,,,,,,,,,,,,,,,,Lille,143,00:00:10.540,Pass,
,,,,,,,,,,,,,,,,,1.305109,,,,,,,,,,,,5a0cecf2-0c96-4804-9d57-c685a67a7fd8,25,,"[50.9, 33.4]",3829493,0,,,,,-2.485897,,Left Foot,,,,"[44.4, 28.4]",,High Pass,,8.20061,,,,William Jean Rémy,4669.0,,,,,Recovery,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Lille,143,['7c1b75c6-2216-44cf-8072-04d9318f0a66'],13,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:13.076,Pass,
,,,,,,,,,,,,,,,,,3.870066,,,,,,,,,,,,a7bd9239-3f58-4856-bc85-b430427973bd,28,,"[43.3, 33.3]",3829493,0,,,,,0.06709282,,Right Foot,,,,"[93.9, 36.7]",,Low Pass,,50.7141,,Incomplete,,Souleymane Camara,3679.0,,,,,,1,From Kick Off,William Jean Rémy,4669.0,Right Defensive Midfield,2,Lille,143,"['147236e7-becd-42ef-aecf-1fe7341350ef', '7fe6d026-463b-4bdc-969e-05986b3a0a88']",16,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:16.949,Pass,
,,,,,,,,,,,,,,,,,1.049623,,,,,,,,,,,,147236e7-becd-42ef-aecf-1fe7341350ef,30,,"[26.2, 43.4]",3829493,0,,,,,1.0160041,,Right Foot,,,,"[30.6, 50.5]",,Ground Pass,,8.352844,,,,Renato Civelli,29057.0,,,,,Recovery,1,From Kick Off,Mike Maignan,3761.0,Goalkeeper,2,Lille,143,"['a7bd9239-3f58-4856-bc85-b430427973bd', 'a9878492-8e01-422a-b241-6ad386e10c2d']",20,,,,,,,,,,,,,,,,,,Lille,143,00:00:20.819,Pass,
,,,,,,,,,,,,,,,,,2.68414,,,,,,,,,,,,6bf5a96c-31af-4d21-a578-4f831873d57d,33,,"[36.2, 51.2]",3829493,0,,,,,-1.5309173,,Right Foot,,,,"[37.8, 11.1]",,Ground Pass,,40.13191,,,,Benjamin Pavard,5476.0,,,True,,,1,From Kick Off,Renato Civelli,29057.0,Center Back,2,Lille,143,['03e393ae-4229-4ec5-9c2d-8e9448140d5f'],25,,,,,,,,,,,,,,,,,,Lille,143,00:00:25.172,Pass,
,,,,,,,,,,,,,,,,,1.841667,,,,,,,,,,,,128c5541-dd8d-4a1d-8eee-de4ea3cc48aa,36,,"[34.3, 9.7]",3829493,0,,,,,2.428388,,Right Foot,,,,"[12.8, 28.3]",,Ground Pass,,28.429035,,,,Mike Maignan,3761.0,,,,,,1,From Kick Off,Benjamin Pavard,5476.0,Left Center Back,2,Lille,143,['0b2623d3-6431-4a16-9b65-5c2827f215e0'],29,,,,,,,,,,,,,,,,,,Lille,143,00:00:29.032,Pass,
,,,,,,,,,,,,,,,,,1.067486,,,,,,,,,,,,bb5aa2f2-92ff-4447-8308-298d01807128,39,,"[21.1, 31.4]",3829493,0,,,,,1.4737569,,Right Foot,,,,"[23.3, 54.0]",,Ground Pass,,22.706827,,,,Renato Civelli,29057.0,,,,,,1,From Kick Off,Mike Maignan,3761.0,Goalkeeper,2,Lille,143,['c3afb6a9-b73d-46a0-a68c-5989d8a2f798'],32,,,,,,,,,,,,,,,,,,Lille,143,00:00:32.082,Pass,
,,,,,,,,,,,,,,,,,3.203211,,,,,,,,,,,,edef7181-080a-4fbd-8148-1d3bf510476f,42,,"[30.3, 62.5]",3829493,0,,,,,-0.08249565,,Right Foot,,,,"[94.4, 57.2]",,High Pass,,64.31874,,Incomplete,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,From Kick Off,Renato Civelli,29057.0,Center Back,2,Lille,143,"['6d7540ed-3959-4085-9303-d669aadf890b', 'f516f024-3f4a-42d3-987d-68d72ef55320']",38,,,,,,,,,,,,,,,,,,Lille,143,00:00:38.991,Pass,
,,,,,,,,,,,,,,,,,2.124557,,,,,,,,,,,,126655c0-f766-4f50-8fce-5c13872dcf17,46,,"[24.2, 28.9]",3829493,0,,,,,-0.14941572,,Right Foot,,,,"[52.1, 24.7]",,High Pass,,28.214357,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Bryan Dabo,3421.0,Right Back,2,Lille,143,['ca76fe95-077d-4c2e-ab85-f90f90d1dfd0'],44,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:44.221,Pass,
,,,,,,,,,,,,,,,,,0.930016,,,,,,,,,,,,ca76fe95-077d-4c2e-ab85-f90f90d1dfd0,47,,"[68.0, 55.4]",3829493,0,,,,,-0.80391455,,Head,,,,"[73.3, 49.9]",,Low Pass,,7.6380625,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Interception,1,From Kick Off,Mounir Obbadi,40697.0,Right Defensive Midfield,2,Lille,143,"['126655c0-f766-4f50-8fce-5c13872dcf17', '269ebffd-5d80-495f-817a-9464d4fbdba3']",46,,,,,,,,,,,,,,,,,,Lille,143,00:00:46.346,Pass,
,,,,,,,,,,,,,,,,,0.563233,,,,,,,,,,,,571c7722-6acf-4c96-881d-d004522f12bb,50,,"[73.3, 49.9]",3829493,0,,,,,0.19739556,,Left Foot,,,,"[78.3, 50.9]",,Ground Pass,,5.0990195,,Incomplete,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Left Defensive Midfield,2,Lille,143,"['60942672-8a2e-4d95-83bd-991ef2aaacc6', '6539f7cf-19f2-4152-a767-e221af7d9fa0']",48,,,,,,,,,,,,,,,,,,Lille,143,00:00:48.121,Pass,
,,,,,,,,,,,,,,,,,6.408589,,,,,,,,,,,,581593c1-3b37-4484-8440-2efca6caf1d1,58,,"[15.1, 47.4]",3829493,1,,,,,0.18069953,,Drop Kick,,,,"[87.9, 60.7]",,High Pass,,74.00493,,Incomplete,,Souleymane Camara,3679.0,,,,,,1,From Keeper,Laurent Pionnier,40645.0,Goalkeeper,4,Montpellier,139,"['5781216a-3391-441b-a1cd-737d74da6186', '7bf68817-6972-4654-b962-c675d160f03f']",4,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:04.155,Pass,
,,,,,,,,,,,,,,,,,3.121404,,,,,,,,,,,,7bf68817-6972-4654-b962-c675d160f03f,60,,"[32.2, 19.4]",3829493,1,,,,,0.7894142,,Right Foot,,,,"[57.0, 44.4]",,High Pass,,35.214203,,Incomplete,,,,,,,,Recovery,1,From Keeper,Benjamin Pavard,5476.0,Left Center Back,4,Montpellier,139,"['581593c1-3b37-4484-8440-2efca6caf1d1', 'cafacac9-fc03-4398-8fd7-22d06da55e1d']",10,,,,,,,,,,,,,,,,,,Lille,143,00:01:10.563,Pass,
,,,,,,,,,,,,,,,,,1.47061,,,,,,,,,,,,c3d52e7d-b75c-4916-ac27-afccfa7e4e03,69,,"[66.3, 22.1]",3829493,1,,,,,-2.3561945,,Right Foot,,,,"[59.0, 14.8]",,Ground Pass,,10.323759,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Right Defensive Midfield,5,Lille,143,"['3a58d4f5-237b-426f-85f7-8b59c23743d0', 'd5df921c-9182-4053-9274-c3c2ab5335b7']",20,,,,,,,,,,,,,,,,,,Lille,143,00:01:20.121,Pass,True
,,,,,,,,,,,,,,,,,1.859317,,,,,,,,,,,,494454af-99b4-403b-ac45-1900fd19f931,72,,"[54.7, 17.2]",3829493,1,,,,,2.914249,,Right Foot,,,,"[41.3, 20.3]",,Ground Pass,,13.753908,,,,Benjamin Pavard,5476.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,5,Lille,143,['c79d1317-c65b-41b2-8a33-424af9a5ae1a'],22,,,,,,,,,,,,,,,,,,Lille,143,00:01:22.727,Pass,
,,,,,,,,,,,,,,,,,1.052394,,,,,,,,,,,,59796bb5-cd54-4e13-80f0-960f76111bd5,75,,"[42.7, 20.7]",3829493,1,,,,,-0.96299434,,Right Foot,,,,"[52.3, 6.9]",,Ground Pass,,16.81071,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Left Center Back,5,Lille,143,['4b654b8f-8c9a-4fc1-afa2-0b9eee13571e'],24,,,,,,,,,,,,,,,,,,Lille,143,00:01:24.641,Pass,
,,,,,,,,,,,,,,,,,1.254872,,,,,,,,,,,,4b4313a1-697a-4caf-9ff6-01a4c0e49209,78,,"[52.3, 6.9]",3829493,1,,,,,2.4980915,,Right Foot,,,,"[39.9, 16.2]",,Ground Pass,,15.5,,,,Benjamin Pavard,5476.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Wing Back,5,Lille,143,['20d7754a-7501-4f2b-8d9a-2d458660d68d'],25,,,,,,,,,,,,,,,,,,Lille,143,00:01:25.774,Pass,
,,,,,,,,,,,,,,,,,2.035518,,,,,,,,,,,,9f4ae43a-bf93-4ba0-9d50-17da520de124,82,,"[33.6, 23.0]",3829493,1,,,,,2.3005335,,Right Foot,,,,"[17.5, 41.0]",,Ground Pass,,24.149742,,,,Mike Maignan,3761.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Left Center Back,5,Lille,143,['5811895c-19e5-4d7a-95fc-d5c0b37676cb'],28,,,,,,,,,,,,,,,,,,Lille,143,00:01:28.222,Pass,
,,,,,,,,,,,,,,,,,2.606423,,,,,,,,,,,,09132a44-bd4d-48ad-8c5f-45b1387d0966,85,,"[19.6, 46.8]",3829493,1,,,,,-0.6396388,,Right Foot,,,,"[65.3, 12.8]",,High Pass,,56.960426,,Incomplete,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,5,Lille,143,"['9c251f32-8d84-4099-9a45-28d4f8df9f61', 'f1a99634-c1cc-47f4-b106-4e10b7caa022']",33,,,,,,,,,,,,,,,,,,Lille,143,00:01:33.726,Pass,
,,,,,,,,,,,,,,,,,1.828351,,,,,,,,,,,,f1a99634-c1cc-47f4-b106-4e10b7caa022,88,,"[54.8, 67.3]",3829493,1,,,,True,-0.58936685,,,,,,"[71.7, 56.0]",,High Pass,,20.32978,,,,Ryad Boudebouz,6661.0,,,,,Interception,1,Regular Play,Bryan Dabo,3421.0,Right Back,5,Lille,143,"['09132a44-bd4d-48ad-8c5f-45b1387d0966', '68f1beea-11e0-4c1a-9bca-f99d929bc682', '708f01a3-ba23-41a3-bcfa-25a905581a1b']",36,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:36.333,Pass,True
,,,,,,,,,,,,,,,,,3.111597,,,,,,,,,,,,846b9982-fd78-4d65-ae83-d50043d91859,90,,"[71.7, 56.0]",3829493,1,,,,,0.98279375,,Head,,,,"[84.3, 74.9]",,Low Pass,,22.714973,,Incomplete,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,5,Lille,143,"['8d59e52e-c284-4168-934f-26136fe3ec55', '9f92e80d-6e35-4523-8cff-4de54a78fa1b']",38,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:38.299,Pass,
,,,,,,,,,,,,,,,,,1.865019,,,,,,,,,,,,52af5160-c588-46d7-b353-d3a8d6b0f131,95,,"[21.6, 6.4]",3829493,1,,,,,1.8742889,,Right Foot,,,,"[12.8, 34.5]",,Ground Pass,,29.445713,,,,Mike Maignan,3761.0,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Left Center Back,5,Lille,143,['76a31f22-f9bd-4599-9e3b-f81db1918011'],43,,,,,,,,,,,,,,,,,,Lille,143,00:01:43.116,Pass,
,,,,,,,,,,,,,,,,,3.47474,,,,,,,,,,,,942edabe-9fa2-403b-a432-f784899f73c8,99,,"[9.0, 44.3]",3829493,1,,,,,0.78961754,,Right Foot,,,,"[44.4, 80.0]",,High Pass,,50.27574,,Out,,,,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,5,Lille,143,,47,,,,,,,,,,,,,,,,,,Lille,143,00:01:47.315,Pass,
,,,,,,,,,,,,,,,,,1.051508,,,,,,,,,,,,7b49db92-0b45-4f09-9b71-05ba049e577a,100,,"[78.9, 0.1]",3829493,1,,True,,,2.4610715,,,,,,"[74.7, 3.5]",,Low Pass,,5.4037023,,,,Jérôme Roussillon,3676.0,,,,,Throw-in,1,From Throw In,Jonas Martin,2950.0,Left Wing,6,Montpellier,139,['3b83ec8e-7c68-4f7d-9aa5-216fbfec374d'],55,,,,,,,,,,,,,,,,,,Montpellier,139,00:01:55.755,Pass,
,,,,,,,,,,,,,,,,,0.918344,,,,,,,,,,,,114c3626-9a98-45ab-91f7-f28042d27e7d,108,,"[38.2, 77.1]",3829493,2,,,,,-2.6745322,,Left Foot,,,,"[26.5, 71.2]",,Ground Pass,,13.103435,,,,Stopilla Sunzu,23203.0,,,,,,1,Regular Play,Lenny Nangis,7303.0,Right Wing,7,Lille,143,['756b59f2-78e8-4d80-9aeb-56022768e290'],1,,,,,,,,,,,,,,,,,,Lille,143,00:02:01.881,Pass,
,,,,,,,,,,,,,,,,,0.888546,,,,,,,,,,,,2333fee8-3d50-4a56-bc4a-f3da6b3de3f8,111,,"[27.1, 71.2]",3829493,2,,,,,-0.9353433,,Right Foot,,,,"[33.0, 63.2]",,Ground Pass,,9.940322,,,,Mounir Obbadi,40697.0,,,,,,1,Regular Play,Stopilla Sunzu,23203.0,Right Center Back,7,Lille,143,['74e88f6d-0dcd-481e-8fc3-8f593cefd86e'],3,,,,,,,,,,,,,,,,,,Lille,143,00:02:03.800,Pass,
,,,,,,,,,,,,,,,,,1.280969,,,,,,,,,,,,8ccf8a20-ccc0-4075-9ab0-e59ecac9cca9,115,,"[33.0, 63.3]",3829493,2,,,,,2.271198,,Right Foot,,,,"[22.8, 75.4]",,Ground Pass,,15.825612,,,,Stopilla Sunzu,23203.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Right Defensive Midfield,7,Lille,143,"['32b49c43-5872-40a7-856a-c166d3a0468a', '623621e2-ef7e-4144-8156-b086130da306']",5,,,,,,,,,,,,,,,,,,Lille,143,00:02:05.665,Pass,True
,,,,,,,,,,,,,,,,,2.087976,,,,,,,,,,,,8c6b30a8-2b47-4a0d-815e-fd39b668f228,118,,"[22.8, 75.4]",3829493,2,,,,,-0.620546,,Right Foot,,,,"[54.7, 52.6]",,High Pass,,39.21033,,Incomplete,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Stopilla Sunzu,23203.0,Right Center Back,7,Lille,143,"['4e4d36fa-481f-4894-919a-46cb3f8f9175', 'd77ce85a-f6ed-4653-9cfa-7339a0955b91']",7,,,,,,,,,,,,,,,,,,Lille,143,00:02:07.040,Pass,
,,,,,,,,,,,,,,,,,0.861501,,,,,,,,,,,,aa194631-4553-493f-bb18-b8fb9f46db91,123,,"[67.3, 25.1]",3829493,2,,,,,-1.7126933,,Left Foot,,,,"[64.4, 4.8]",,Ground Pass,,20.506096,,,,Jérôme Roussillon,3676.0,,,,,,1,Regular Play,William Jean Rémy,4669.0,Right Defensive Midfield,7,Lille,143,"['106efaee-6f29-4c1c-9687-faec9f36feeb', '69c5910a-a009-4e4c-9d3b-539a90168502']",11,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:11.620,Pass,True
,,,,,,,,,,,,,,,,,2.628381,,,,,,,,,,,,923713b1-9214-4b29-868f-2fb2dc62550e,126,,"[64.4, 4.8]",3829493,2,,,,,0.6757692,,Left Foot,,,,"[88.1, 23.8]",,Low Pass,,30.375813,,Incomplete,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,7,Lille,143,"['0f24a879-e14c-491f-bda6-41bf2fbe90a1', 'e373dfa5-8735-4d5c-8b9a-74733f74667b']",13,,,,,,,,,,,,,,,,,,Montpellier,139,00:02:13.106,Pass,
,,,,,,,,,,,,,,,,,1.174955,,,,,,,,,,,,bee13e27-7c54-4d13-8efa-e8e8a2253c39,130,,"[48.8, 60.5]",3829493,2,,,,,-0.3039198,,Right Foot,,,,"[70.8, 53.6]",,Ground Pass,,23.05667,,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,Regular Play,Renato Civelli,29057.0,Center Back,7,Lille,143,['abb85bd6-ee47-4048-96cf-8b4e0fbeba74'],19,,,,,,,,,,,,,,,,,,Lille,143,00:02:19.081,Pass,
