ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.343162,,,,,,,,,,,,,,,529bf1be-1890-4dd2-8b7e-db612dcd3564,20,,"[47.4, 80.0]",3829466,0,,,,,-2.4830267,,,,,,"[30.6, 67.0]",Low Pass,,21.24241,,,,,Dušan Veškovac,42422.0,,,,,,Throw-in,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Back,4,Troyes,133,['8d30da22-f8b7-4e26-8732-8a61ddb7831a'],16,,,,,,,,,,,,,,,,Troyes,133,00:00:16.603,Pass,
,,,,,,,,,,,,,,1.631465,,,,,,,,,,,,,,,ad5b7997-f186-4ce4-8cda-a6b8f63f24e3,23,,"[30.3, 61.4]",3829466,0,,,,,-1.6701126,,Right Foot,,,,"[27.5, 33.3]",Ground Pass,,28.239157,,,,,Matthieu Saunier,13730.0,,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Right Center Back,4,Troyes,133,['cb19661a-fec8-4fc8-a56f-36a4df05d572'],21,,,,,,,,,,,,,,,,Troyes,133,00:00:21.775,Pass,
,,,,,,,,,,,,,,1.429442,,,,,,,,,,,,,,,c6a747ab-3df2-4ad1-84cb-2c9e4e4b9655,26,,"[32.1, 29.2]",3829466,0,,,,,-1.1459641,,Right Foot,,,,"[41.6, 8.2]",Ground Pass,,23.04886,,,,,Chris Mavinga,18162.0,,,,,,,1,From Throw In,Matthieu Saunier,13730.0,Left Center Back,4,Troyes,133,['5b0e1a30-8d7e-4c29-a647-ddb4e77ee013'],25,,,,,,,,,,,,,,,,Troyes,133,00:00:25.588,Pass,
,,,,,,,,,,,,,,0.91042,,,,,,,,,,,,,,,5acf0e22-9e1c-435b-a7a6-f4445e108355,33,,"[42.2, 14.2]",3829466,0,,,,,1.2793396,,Left Foot,,,,"[45.8, 26.2]",Ground Pass,,12.528368,,,,,Jessy Pi,7415.0,,,,,,,1,From Throw In,Chris Mavinga,18162.0,Left Back,4,Troyes,133,['495e92de-eed3-402c-a520-1165bb042bbe'],29,,,,,,,,,,,,,,,,Troyes,133,00:00:29.095,Pass,
,,,,,,,,,,,,,,1.821873,,,,,,,,,,,,,,,b1cf2770-10cd-4ba0-9897-21c86f6c02af,37,,"[41.6, 24.8]",3829466,0,,,,,1.963343,,Right Foot,,,,"[29.8, 53.3]",Ground Pass,,30.846231,,,,,Dušan Veškovac,42422.0,,,,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,4,Troyes,133,"['a90e5866-b591-481c-8d5b-c311d8e11597', 'e6ba40db-7e54-4525-ba87-a7fe52cbb36a']",31,,,,,,,,,,,,,,,,Troyes,133,00:00:31.327,Pass,True
,,,,,,,,,,,,,,2.545451,,,,,,,,,,,,,,,6512a243-028b-43a3-bada-0e09014ee494,41,,"[41.0, 63.7]",3829466,0,,,,,-0.191367,,Right Foot,,,,"[92.1, 53.8]",High Pass,,52.050167,,,Incomplete,,Henri Bienvenu Ntsama,401471.0,,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Right Center Back,4,Troyes,133,"['39d1f184-a3d8-41a0-a129-6858cb5b4abb', '6124978e-54e2-480f-9676-93dcdfabbd12', '67bbec01-22e2-4b95-99ad-8c169750267e']",35,,,,,,,,,,,,,,,,Troyes,133,00:00:35.830,Pass,True
,,,,,,,,,,,,,,1.621893,,,,,,,,,,,,,,,13c53152-1351-4ad9-9557-ea6aa4b0308d,45,,"[28.7, 28.8]",3829466,0,,,,,-1.4849154,,Right Foot,,,,"[30.0, 13.7]",Ground Pass,,15.155857,,,,,Yoann Andreu,3203.0,,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['efaf8722-a610-4d68-beed-fc15e574d8f1'],39,,,,,,,,,,,,,,,,Angers,145,00:00:39.478,Pass,
,,,,,,,,,,,,,,2.360797,,,,,,,,,,,,,,,28f93c5b-9795-41e9-ac82-5b1cdc958316,48,,"[31.3, 11.4]",3829466,0,,,,,0.10745621,,Left Foot,,,,"[65.6, 15.1]",High Pass,,34.498985,,,,,Slimane Sissoko,401481.0,,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Angers,145,['e92300e8-21c9-47e2-ab6e-17a9d71b7eaa'],41,,,,,,,,,,,,,,,,Angers,145,00:00:41.783,Pass,
,,,,,,,,,,,,,,0.580299,,,,,,,,,,,,,,,1bf076a3-f01f-45ce-a4a5-381879439a21,54,,"[55.7, 15.9]",3829466,0,,True,,,2.0469432,,Right Foot,,,,"[39.3, 47.7]",Ground Pass,,35.779884,,,,,Ismaël Traoré,3045.0,,,,,,Free Kick,1,From Free Kick,Thomas Mangani,3185.0,Left Center Midfield,6,Angers,145,['d83b595a-1d36-46f0-b4f8-9417537f6b61'],54,,,,,,,,,,,,,,,,Angers,145,00:00:54.275,Pass,
,,,,,,,,,,,,,,2.003127,,,,,,,,,,,,,,,81779e96-8c16-429a-afa9-d567ae8fe344,56,,"[40.8, 45.4]",3829466,0,,,,,1.3866708,,Right Foot,,,,"[45.4, 70.1]",Ground Pass,,25.12469,,,,,Vincent Manceau,3431.0,,,,,,,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,6,Angers,145,['814c310b-be38-4836-aa29-41f6cc4d8e2b'],55,,,,,,,,,,,,,,,,Angers,145,00:00:55.108,Pass,
,,,,,,,,,,,,,,1.489115,,,,,,,,,,,,,,,38b59f22-f077-4c82-88bc-fa3bd7a890ad,59,,"[47.0, 71.8]",3829466,0,,,,,-2.0487287,,Right Foot,,,,"[39.8, 57.9]",Ground Pass,,15.654073,,,,,Ismaël Traoré,3045.0,,,,,,,1,From Free Kick,Vincent Manceau,3431.0,Right Back,6,Angers,145,['11c9f822-f076-4171-b7b0-7b20d1577aab'],58,,,,,,,,,,,,,,,,Angers,145,00:00:58.127,Pass,
,,,,,,,,,,,,,,2.420587,,,,,,,,,,,,,,,d8adfd67-8f7d-4c17-b087-b718d2a093b0,62,,"[41.0, 57.9]",3829466,1,,,,,-1.3300781,,Right Foot,,,,"[50.5, 19.2]",Ground Pass,,39.848965,,,,,Thomas Mangani,3185.0,,,,,,,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,6,Angers,145,['de981d20-5de6-4232-abda-42e9ba60ad1f'],0,,,,,,,,,,,,,,,,Angers,145,00:01:00.467,Pass,
,,,,,,,,,,,,,,1.440777,,,,,,,,,,,,,,,1f9cf2f9-b9cf-4000-a48a-48e2bab0ea0a,64,,"[48.0, 19.8]",3829466,1,,,,,2.8674252,,Left Foot,,,,"[35.2, 23.4]",Ground Pass,,13.296617,,,,,Romain Thomas,3549.0,,,,,,,1,From Free Kick,Thomas Mangani,3185.0,Left Center Midfield,6,Angers,145,['1d10456f-12d3-4aa5-aff6-0d171fa9173a'],2,,,,,,,,,,,,,,,,Angers,145,00:01:02.888,Pass,
,,,,,,,,,,,,,,1.000234,,,,,,,,,,,,,,,e3bd9cf8-cbc2-4a46-8771-58bce3498242,67,,"[33.3, 25.1]",3829466,1,,,,,-0.9998699,,Left Foot,,,,"[41.2, 12.8]",Ground Pass,,14.618482,,,,,Thomas Mangani,3185.0,,,,,,,1,From Free Kick,Romain Thomas,3549.0,Left Center Back,6,Angers,145,['4e8a7e81-aec8-4f92-a42e-611217757bab'],4,,,,,,,,,,,,,,,,Angers,145,00:01:04.852,Pass,
,,,,,,,,,,,,,,4.418869,,,,,,,,,,,,,,,98d5f48e-dc33-400c-939e-9499e00239be,70,,"[42.8, 13.3]",3829466,1,,,,,0.15573016,,Left Foot,,,,"[113.5, 24.4]",High Pass,,71.566055,,,Incomplete,,Slimane Sissoko,401481.0,,,,,,,1,From Free Kick,Thomas Mangani,3185.0,Left Center Midfield,6,Angers,145,"['9dc1777c-edb3-4ff4-a69e-b45b965e59f1', 'ad9b5c6d-1d3a-408c-822d-09a272631348']",7,,,,,,,,,,,,,,,,Angers,145,00:01:07.445,Pass,
,,,,,,,,,,,,,,1.281983,,,,,,,,,,,,,,,d0200d5b-81d5-4bed-8961-a5bc75823b7d,74,,"[9.7, 53.3]",3829466,1,,,,,1.2610934,,Keeper Arm,,,,"[12.9, 63.3]",Ground Pass,,10.499524,,,,,Dušan Veškovac,42422.0,,,,,,,1,Regular Play,Denis Petrić,34953.0,Goalkeeper,7,Troyes,133,['c58d12dd-8a75-48cd-b7e6-2f1816931715'],15,,,,,,,,,,,,,,,,Troyes,133,00:01:15.944,Pass,
,,,,,,,,,,,,,,1.845692,,,,,,,,,,,,,,,63a1b068-455b-4e98-b066-00ff639d8148,77,,"[19.8, 59.6]",3829466,1,,,,,-2.2161772,,Right Foot,,,,"[7.0, 42.6]",Ground Pass,,21.280037,,,,,Denis Petrić,34953.0,,,,,,,1,Regular Play,Dušan Veškovac,42422.0,Right Center Back,7,Troyes,133,['108252ae-1d9b-468c-8bc0-43fb3abc5108'],20,,,,,,,,,,,,,,,,Troyes,133,00:01:20.878,Pass,
,,,,,,,,,,,,,,1.455844,,,,,,,,,,,,,,,b06d8ac4-26b0-4c48-9ff4-7e8970612c79,80,,"[11.4, 43.0]",3829466,1,,,,,-1.4204249,,Right Foot,,,,"[13.4, 29.8]",Ground Pass,,13.350656,,,,,Matthieu Saunier,13730.0,,,,,,,1,Regular Play,Denis Petrić,34953.0,Goalkeeper,7,Troyes,133,['05541e8f-49d1-4294-b366-260ec14c4d2c'],24,,,,,,,,,,,,,,,,Troyes,133,00:01:24.209,Pass,
,,,,,,,,,,,,,,2.255414,,,,,,,,,,,,,,,0070f14b-9ca7-43ec-bcf3-8fb3f6c3604b,83,,"[21.3, 27.9]",3829466,1,,,,,1.4559197,,Left Foot,,,,"[24.0, 51.3]",Ground Pass,,23.555254,,,,,Dušan Veškovac,42422.0,,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,7,Troyes,133,['01f8c527-84ac-4a63-9fa2-af88ea822d32'],27,,,,,,,,,,,,,,,,Troyes,133,00:01:27.955,Pass,
,,,,,,,,,,,,,,1.585427,,,,,,,,,,,,,,,9ac259f5-4229-4662-bd59-bf380f778d1a,86,,"[25.7, 52.5]",3829466,1,,,,,-1.625364,,Right Foot,,,,"[24.4, 28.7]",Ground Pass,,23.835478,,,,,Matthieu Saunier,13730.0,,,,,,,1,Regular Play,Dušan Veškovac,42422.0,Right Center Back,7,Troyes,133,['039ebe7e-7fb8-46b3-9766-e98d548e2b07'],32,,,,,,,,,,,,,,,,Troyes,133,00:01:32.088,Pass,
,,,,,,,,,,,,,,1.223698,,,,,,,,,,,,,,,beb082c1-2bd5-41b0-b7ca-708acd70f16e,90,,"[49.9, 27.2]",3829466,1,,,,,1.8313987,,Left Foot,,,,"[47.5, 36.2]",Ground Pass,,9.314505,,,,,Jessy Pi,7415.0,,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,7,Troyes,133,"['c22c5e59-88da-4e43-9c82-4ae3cf7cbe0d', 'fdf62af8-b4ae-4e42-932a-9118de9f15a7']",40,,,,,,,,,,,,,,,,Troyes,133,00:01:40.909,Pass,True
,,,,,,,,,,,,,,2.103577,,,,,,,,,,,,,,,9a4ed9dc-6ec5-42cf-b406-43277cfa0dd4,93,,"[48.4, 44.0]",3829466,1,,,,,1.0339464,,Right Foot,,,,"[65.6, 72.9]",Ground Pass,,33.63109,,,,,Calvin Anele Ngcongca,401479.0,,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,7,Troyes,133,['0bb75b5c-7744-48a0-9ee8-cb36bcc865f4'],43,,,,,,,,,,,,,,,,Troyes,133,00:01:43.518,Pass,
,,,,,,,,,,,,,,1.347663,,,,,,,,,,,,,,,87fbb3f8-87a3-4222-8db1-4b8f4cba2a10,95,,"[65.8, 73.1]",3829466,1,,,,,-2.474769,,Right Foot,,,,"[50.3, 60.9]",Low Pass,,19.725365,,,,,Thomas Ayasse,7488.0,,,,,,,1,Regular Play,Calvin Anele Ngcongca,401479.0,Right Back,7,Troyes,133,['72a88406-5393-47e4-9111-cfc401bb0c27'],45,,,,,,,,,,,,,,,,Troyes,133,00:01:45.622,Pass,
,,,,,,,,,,,,,,1.54735,,,,,,,,,,,,,,,310c7710-f5d6-430e-b44c-5e4892659cd2,98,,"[55.7, 59.6]",3829466,1,,,,,-1.815775,,Right Foot,,,,"[48.6, 31.2]",Ground Pass,,29.27405,,,,,Matthieu Saunier,13730.0,,,,,,,1,Regular Play,Thomas Ayasse,7488.0,Right Defensive Midfield,7,Troyes,133,['ffdb3a02-2a08-40d6-9c16-e13d43e580e3'],48,,,,,,,,,,,,,,,,Troyes,133,00:01:48.687,Pass,
,,,,,,,,,,,,,,2.414294,,,,,,,,,,,,,,,7fb3d28a-6246-4de7-b1c0-0955b71f9210,101,,"[62.5, 36.4]",3829466,1,,,,,-0.67662674,,Right Foot,,,,"[107.7, 0.1]",High Pass,,57.9718,,,Out,,Chris Mavinga,18162.0,,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,7,Troyes,133,['7cd136fa-cb7b-4873-a245-026654ab0850'],53,,,,,,,,,,,,,,,,Troyes,133,00:01:53.890,Pass,
,,,,,,,,,,,,,,1.253915,,,,,,,,,,,,,,,bae1dc97-8b62-4359-81fd-a8653fcd6d61,103,,"[24.2, 80.0]",3829466,2,,,,,-0.861202,,,,,,"[31.5, 71.5]",Low Pass,,11.204463,,,,,Cheikh N''Doye,5676.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,8,Angers,145,['0427f3d2-0ab2-4db5-a052-c3b3d074afed'],4,,,,,,,,,,,,,,,,Angers,145,00:02:04.160,Pass,
,,,,,,,,,,,,,,1.288815,,,,,,,,,,,,,,,5d1e3fe8-9dc7-480a-92ef-6ff8a78b7ca9,107,,"[32.3, 71.3]",3829466,2,,,,,-2.552337,,Right Foot,,,,"[13.9, 59.0]",Ground Pass,,22.132555,,,,,Ismaël Traoré,3045.0,,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,8,Angers,145,['fff2231c-7885-4d3d-af76-d0681b36df99'],7,,,,,,,,,,,,,,,,Angers,145,00:02:07.129,Pass,
,,,,,,,,,,,,,,1.891783,,,,,,,,,,,,,,,0a48a150-0f47-4d27-b76c-915fae720770,111,,"[13.2, 56.8]",3829466,2,,,,,-1.7109994,,Right Foot,,,,"[9.7, 32.0]",Ground Pass,,25.045757,,,,,Romain Thomas,3549.0,,,,,,,1,From Throw In,Ismaël Traoré,3045.0,Right Center Back,8,Angers,145,"['16f7f569-aa01-4420-a591-b1e80caf94af', 'd4a32ac4-270f-4a1f-aa55-a7087d136303']",10,,,,,,,,,,,,,,,,Angers,145,00:02:10.091,Pass,True
,,,,,,,,,,,,,,1.460819,,,,,,,,,,,,,,,f673f968-76c3-4243-a3ac-0d71fd4c8388,114,,"[35.8, 23.0]",3829466,2,,,,,-1.6581646,,Right Foot,,,,"[34.6, 9.3]",Ground Pass,,13.752455,,,,,Yoann Andreu,3203.0,,,,,,,1,From Throw In,Romain Thomas,3549.0,Left Center Back,8,Angers,145,['d3916310-5a78-4855-8dc8-e5ad2fedd48a'],16,,,,,,,,,,,,,,,,Angers,145,00:02:16.834,Pass,
,,,,,,,,,,,,,,1.948096,,,,,,,,,,,,,,,24f282d7-6605-4324-b310-05218fa784bb,117,,"[35.0, 9.5]",3829466,2,,,,,0.6842065,,Right Foot,,,,"[70.8, 38.7]",High Pass,,46.19827,,,,,Slimane Sissoko,401481.0,,,,,,,1,From Throw In,Yoann Andreu,3203.0,Left Back,8,Angers,145,['2e50932c-5656-44c6-96d3-de604498ec83'],19,,,,,,,,,,,,,,,,Angers,145,00:02:19.138,Pass,
,,,,,,,,,,,,,,1.305088,,,,,,,,,,,,,,,187199b5-88d8-46a0-9afd-6cba50fdf369,120,,"[73.1, 38.7]",3829466,2,,,,,2.8674252,,Other,,,,"[63.5, 41.4]",Low Pass,,9.972462,,,,,Cheikh N''Doye,5676.0,,,,,,,1,From Throw In,Slimane Sissoko,401481.0,Center Forward,8,Angers,145,['dd5aefa1-bcb1-43ad-b054-640400d465c7'],21,,,,,,,,,,,,,,,,Angers,145,00:02:21.145,Pass,
,,,,,,,,,,,,,,2.146961,,,,,,,,,,,,,,,8fa088f6-68bf-4d0d-9efd-d2d84a6fcef6,123,,"[64.2, 45.4]",3829466,2,,,,,1.1232764,,Right Foot,,,,"[75.0, 67.9]",Ground Pass,,24.957764,,,,,Vincent Manceau,3431.0,,,,,,,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,8,Angers,145,['3b59956f-03ed-4108-8e23-e7288cad99dc'],23,,,,,,,,,,,,,,,,Angers,145,00:02:23.407,Pass,
,,,,,,,,,,,,,,1.990397,,,,,,,,,,,,,,,2df8d59d-7294-4c5d-93c1-452ca7de99e9,126,,"[84.7, 63.8]",3829466,2,,,,,-0.6826039,,Right Foot,True,,,"[110.9, 42.5]",High Pass,,33.765812,,,Incomplete,,Slimane Sissoko,401481.0,,,,,,,1,From Throw In,Vincent Manceau,3431.0,Right Back,8,Angers,145,"['6bd134fa-0aae-4b8b-b07b-1ffc9003454d', 'e7412ec3-b647-4128-a4d4-efa7278b1a9e']",27,,,,,,,,,,,,,,,,Angers,145,00:02:27.159,Pass,
,,,,,,,,,,,,,,1.618441,,,,,,,,,,,,,,,a6b6ad56-d713-43cd-ac9a-44802f3eb3e3,131,,"[106.3, 80.0]",3829466,2,,,,,-1.4354168,,,,,,"[110.4, 49.9]",High Pass,,30.377953,,,,,Cheikh N''Doye,5676.0,,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,9,Angers,145,['3bb5522b-dbaa-41bf-b222-11d5e40a8636'],41,,,,,,,,,,,,,,,,Angers,145,00:02:41.006,Pass,
