50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.375766,,,,,,,,,,,62a026c4-e203-4021-b5b2-5e95b5197a21,68,,"[71.0, 24.7]",3829485,0,,,,,-2.3969882,,Right Foot,,,,"[55.7, 10.6]",,Ground Pass,,20.80625,,,,Matthieu Saunier,13730.0,,,,,,1,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,8,Troyes,133,['68d9e81c-84f5-4144-bfb7-23af69ce33af'],58,,,,,,,,,,,,,,,,,Troyes,133,00:00:58.261,Pass,
,,,,,,,,,,,,,,,,,3.414972,,,,,,,,,,,40399a2d-14ba-490d-9d01-e08a0d3418b0,71,,"[54.5, 12.2]",3829485,1,,,,,1.6486673,,Right Foot,,,,"[50.7, 60.9]",,High Pass,,48.84803,,,,Lossémy Karaboué,7301.0,,True,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,8,Troyes,133,['3cd90b38-a90e-4c39-8639-244ec2e41d16'],0,,,,,,,,,,,,,,,,,Troyes,133,00:01:00.667,Pass,
,,,,,,,,,,,,,,,,,1.33517,,,,,,,,,,,ca23df95-fac4-42ba-958d-216f983b20f6,79,,"[57.7, 13.0]",3829485,1,,,,,2.4668517,,Right Foot,,,,"[50.7, 18.6]",,Ground Pass,,8.964374,,,,Benjamin André,2990.0,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,9,Rennes,134,"['71be8b8d-0bb7-4d71-8ae5-d997b6e6dc96', 'b60e60d7-4f46-4c96-a5a7-b18d1d7ad26d']",7,,,,,,,,,,,,,,,,,Rennes,134,00:01:07.224,Pass,True
,,,,,,,,,,,,,,,,,1.769726,,,,,,,,,,,822e2ce2-70e9-4db9-aa8c-0c0f2dc6a891,83,,"[47.2, 29.4]",3829485,1,,,,,1.8464258,,Right Foot,,,,"[41.6, 49.2]",,Ground Pass,,20.576685,,,,Fallou Diagne,3022.0,,,,,,1,Regular Play,Benjamin André,2990.0,Right Defensive Midfield,9,Rennes,134,['a09933e7-aad8-45f0-830e-d4a648151b0b'],11,,,,,,,,,,,,,,,,,Rennes,134,00:01:11.994,Pass,
,,,,,,,,,,,,,,,,,2.984501,,,,,,,,,,,52b039ca-d181-4ba9-877f-5a085625bcbb,86,,"[45.6, 53.0]",3829485,1,,,,,-1.8530538,,Right Foot,,,,"[36.9, 23.0]",,Ground Pass,,31.236036,,,,Sylvain Armand,40699.0,,,,,,1,Regular Play,Fallou Diagne,3022.0,Right Center Back,9,Rennes,134,['95d7c63b-a21f-491b-adff-daf08146de8f'],16,,,,,,,,,,,,,,,,,Rennes,134,00:01:16.558,Pass,
,,,,,,,,,,,,,,,,,1.395712,,,,,,,,,,,9745a8be-2487-4de0-85e5-750c9678f125,89,,"[49.1, 23.0]",3829485,1,,,,,-0.24166192,,Right Foot,,,,"[63.3, 19.5]",,Ground Pass,,14.624979,,,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,9,Rennes,134,['dc991200-104f-41a0-9776-c29b183966c8'],24,,,,,,,,,,,,,,,,,Rennes,134,00:01:24.337,Pass,
,,,,,,,,,,,,,,,,,2.218358,,,,,,,,,,,8729cd90-c52b-48d8-83e6-ac351ab2b413,92,,"[62.9, 19.9]",3829485,1,,,,,2.1921198,,Right Foot,,,,"[44.0, 46.3]",,Ground Pass,,32.467983,,,,Edson André Sitoe,3250.0,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,9,Rennes,134,"['8725b007-7374-450c-9bd7-e1c7134b41c9', 'f3a66e61-cd3d-4c6f-a2e4-9171e3446499']",25,,,,,,,,,,,,,,,,,Rennes,134,00:01:25.733,Pass,True
,,,,,,,,,,,,,,,,,1.16205,,,,,,,,,,,4e6d0ee0-834a-4867-beaa-0353bb09c2c9,95,,"[46.0, 47.9]",3829485,1,,,,,0.5369108,,Right Foot,,,,"[58.6, 55.4]",,Ground Pass,,14.663219,,,,Yacouba Sylla,29714.0,,,,,,1,Regular Play,Edson André Sitoe,3250.0,Center Back,9,Rennes,134,['290bb372-3f69-442b-a2cc-32e9dbe756a6'],29,,,,,,,,,,,,,,,,,Rennes,134,00:01:29.148,Pass,
,,,,,,,,,,,,,,,,,1.3494,,,,,,,,,,,34e792c5-0461-406e-b841-1d978409dd7c,98,,"[58.2, 55.4]",3829485,1,,,,,-2.7242439,,Right Foot,,,,"[47.6, 50.7]",,Ground Pass,,11.595258,,,,Edson André Sitoe,3250.0,,,,,,1,Regular Play,Yacouba Sylla,29714.0,Left Defensive Midfield,9,Rennes,134,"['7e95c8ad-6732-4d0e-9621-010268587203', 'f1a0e803-5251-4990-8409-8573fed9320b']",30,,,,,,,,,,,,,,,,,Rennes,134,00:01:30.310,Pass,True
,,,,,,,,,,,,,,,,,0.679649,,,,,,,,,,,242c851f-32c1-473e-a5f3-c7ffe6c009de,106,,"[94.5, 31.6]",3829485,1,,,,,1.4589654,34279aa1-c914-4ed2-81c6-33806dd6163a,Right Foot,,,,"[96.6, 50.3]",,Ground Pass,,18.817545,,,,Brayan Andrés Perea Vargas,29133.0,True,,,,,1,Regular Play,Fabien Camus,401470.0,Left Wing,10,Troyes,133,['ede34a49-e85c-43be-8aaf-9b5d85cd25bf'],34,,,,,,,,,,,,,,,,,Troyes,133,00:01:34.964,Pass,
,,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,79ab31fa-deb5-4d2e-8597-1d6a4ca62c25,112,,"[6.0, 36.0]",3829485,1,,True,,,-0.9554033,,Right Foot,,,,"[21.2, 14.5]",,Ground Pass,,26.3304,,,,Sylvain Armand,40699.0,,,,,Goal Kick,1,From Goal Kick,Abdoulaye Diallo,2994.0,Goalkeeper,11,Rennes,134,['48da13b6-5697-48f0-a333-2a30bb657c8a'],56,,,,,,,,,,,,,,,,,Rennes,134,00:01:56.292,Pass,
,,,,,,,,,,,,,,,,,2.345473,,,,,,,,,,,31d514e8-fba6-4fdf-8b12-142a0df6b46a,114,,"[28.3, 13.3]",3829485,1,,True,,,1.0687062,,Right Foot,,,,"[33.9, 23.5]",,Ground Pass,,11.63615,,,,Benjamin André,2990.0,,,,,,1,From Goal Kick,Sylvain Armand,40699.0,Left Center Back,11,Rennes,134,['ab44a957-4bc2-4bc8-8902-3653a364cc96'],59,,,,,,,,,,,,,,,,,Rennes,134,00:01:59.272,Pass,
,,,,,,,,,,,,,,,,,1.177879,,,,,,,,,,,bb515d91-6c63-45cf-bd2f-047b610104a9,116,,"[33.9, 18.8]",3829485,2,,,,,-2.0396252,,Right Foot,,,,"[30.0, 11.1]",,Ground Pass,,8.631338,,,,Sylvain Armand,40699.0,,,,,,1,From Goal Kick,Benjamin André,2990.0,Right Defensive Midfield,11,Rennes,134,['0d0b35a3-bd67-4d68-a862-badac0bea335'],3,,,,,,,,,,,,,,,,,Rennes,134,00:02:03.722,Pass,
,,,,,,,,,,,,,,,,,1.608309,,,,,,,,,,,5f31718e-a2f8-42dd-b0ba-0e9611801731,119,,"[37.5, 18.6]",3829485,2,,,,,1.8053896,,Left Foot,,,,"[33.7, 34.5]",,Ground Pass,,16.347782,,,,Edson André Sitoe,3250.0,,,,,,1,From Goal Kick,Sylvain Armand,40699.0,Left Center Back,11,Rennes,134,['f266c568-77c7-4ae1-9682-72db18870aa3'],9,,,,,,,,,,,,,,,,,Rennes,134,00:02:09.585,Pass,
,,,,,,,,,,,,,,,,,1.720725,,,,,,,,,,,e22a3be7-cb62-44a7-9b1f-9b2d02faf1d9,122,,"[37.1, 38.2]",3829485,2,,,,,1.3161716,,Right Foot,,,,"[46.6, 74.7]",,Ground Pass,,37.716045,,,,Fallou Diagne,3022.0,,,,,,1,From Goal Kick,Edson André Sitoe,3250.0,Center Back,11,Rennes,134,['e0d39791-b275-4057-b512-ba71ca4adf59'],12,,,,,,,,,,,,,,,,,Rennes,134,00:02:12.880,Pass,
,,,,,,,,,,,,,,,,,0.709052,,,,,,,,,,,41d204d7-da55-463f-8197-b24ef0d6e421,125,,"[46.6, 74.7]",3829485,2,,,,,0.37499171,,Right Foot,,,,"[56.0, 78.4]",,Ground Pass,,10.10198,,,,Mehdi Zeffane,3195.0,,,,,,1,From Goal Kick,Fallou Diagne,3022.0,Right Center Back,11,Rennes,134,['fea8b4b1-0d7b-4476-aaa1-a1ab1f7a3002'],14,,,,,,,,,,,,,,,,,Rennes,134,00:02:14.644,Pass,
,,,,,,,,,,,,,,,,,1.941204,,,,,,,,,,,33672df6-3263-461f-9ced-60f4ab0483d7,131,,"[59.0, 73.3]",3829485,2,,,,,-1.98028,,Right Foot,,,,"[44.2, 39.2]",,Ground Pass,,37.173244,,,,Sylvain Armand,40699.0,,,,,Free Kick,1,From Free Kick,Fallou Diagne,3022.0,Right Center Back,12,Rennes,134,['90032c34-802f-4c1a-914d-be9d9e47ed2f'],26,,,,,,,,,,,,,,,,,Rennes,134,00:02:26.013,Pass,
,,,,,,,,,,,,,,,,,2.78865,,,,,,,,,,,5d1b04ae-36c4-4bd7-9220-a2dfe05f53e9,134,,"[56.0, 35.6]",3829485,2,,,,,0.86060727,,Left Foot,,,,"[92.2, 77.7]",,High Pass,,55.52342,,,,Mehdi Zeffane,3195.0,,True,,,,1,From Free Kick,Sylvain Armand,40699.0,Left Center Back,12,Rennes,134,['11c8e54d-7b0f-4439-9b53-608a8b62c32d'],32,,,,,,,,,,,,,,,,,Rennes,134,00:02:32.612,Pass,
,,,,,,,,,,,,,,,,,1.577688,,,,,,,,,,,e47d6a55-e37a-49e4-a1f9-2d807f72dbf0,137,,"[91.7, 74.7]",3829485,2,,,,,-2.9244814,,Right Foot,,,,"[78.1, 71.7]",,Ground Pass,,13.926952,,,,Yacouba Sylla,29714.0,,,,,,1,From Free Kick,Mehdi Zeffane,3195.0,Right Wing Back,12,Rennes,134,['cb8e04d6-f7a3-4bcb-96ad-1299be05feed'],38,,,,,,,,,,,,,,,,,Rennes,134,00:02:38.880,Pass,
,,,,,,,,,,,,,,,,,1.122485,,,,,,,,,,,cc12afa5-b509-498c-a00c-aee5d00385cc,140,,"[72.1, 67.7]",3829485,2,,,,,-2.5041952,,Right Foot,,,,"[56.3, 56.0]",,Ground Pass,,19.660366,,,,Edson André Sitoe,3250.0,,,,,,1,From Free Kick,Yacouba Sylla,29714.0,Left Defensive Midfield,12,Rennes,134,['9dbe2fa1-beae-4ea4-8210-28811a2db21c'],41,,,,,,,,,,,,,,,,,Rennes,134,00:02:41.723,Pass,
