50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.553896,,,,,,,,,,,,,3155145a-ab53-4769-ae40-c3bb97a84584,72,,,"[42.9, 71.5]",3900637,6,,,,2.5122194,,Right Foot,,,"[32.6, 79.0]",,Ground Pass,,12.741272,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Throw In,Vincent Koziello,4264.0,Right Center Midfield,9,OGC Nice,136,['c7aeb96c-70c0-4eb9-9834-b82134c602ad'],30,,,,,,,,,,,,,,,,OGC Nice,136,00:06:30.918,Pass,
,,,,,,,,,,,,,,,,,,1.236481,,,,,,,,,,,,,9094c79c-f1ee-4f39-b485-586333f0dfa0,76,,,"[32.6, 75.9]",3900637,6,,,,3.102397,,Right Foot,,,"[27.5, 76.1]",,Ground Pass,,5.10392,,,,Paul Baysse,4443.0,,,,,,1,From Throw In,Ricardo Domingos Barbosa Pereira,6352.0,Right Back,9,OGC Nice,136,"['603b9acf-f9c1-4941-a379-39ded3f0dd06', '8d2db2a9-85ea-41bf-a470-14e3ebc7f8a2']",32,,,,,,,,,,,,,,,,OGC Nice,136,00:06:32.635,Pass,True
,,,,,,,,,,,,,,,,,,1.611305,,,,,,,,,,,,,594e90c6-5023-4d52-aec0-f521d5c6f496,80,,,"[24.4, 75.4]",3900637,6,,,,-0.71883,,Left Foot,,,"[34.0, 67.0]",,Ground Pass,,12.756175,,,,Nampalys Mendy,4506.0,,,,,,1,From Throw In,Paul Baysse,4443.0,Right Center Back,9,OGC Nice,136,"['fcb76759-0472-441a-abbf-0737de3b8d5c', 'fe879ae6-44a8-4e2a-a5c5-e090cb70b9cd']",34,,,,,,,,,,,,,,,,OGC Nice,136,00:06:34.092,Pass,True
,,,,,,,,,,,,,,,,,,1.388379,,,,,,,,,,,,,bac1edee-121e-4ab3-8adf-604e61beea34,84,,,"[31.6, 58.5]",3900637,6,,,,-2.278164,,Right Foot,,,"[20.4, 45.4]",,Ground Pass,,17.235138,,,,Maxime Le Marchand,3229.0,,,,,,1,From Throw In,Nampalys Mendy,4506.0,Center Defensive Midfield,9,OGC Nice,136,['6e9598fc-78a3-44ba-b4c6-a748db440ee2'],36,,,,,,,,,,,,,,,,OGC Nice,136,00:06:36.502,Pass,
,,,,,,,,,,,,,,,,,,2.656512,,,,,,,,,,,,,19ade6e4-0781-48f3-ac88-31e89bd4a0fa,88,,,"[22.4, 43.4]",3900637,6,,,,-0.9859968,,Left Foot,,,"[46.3, 7.3]",,Ground Pass,,43.29457,,,,Jérémy Pied,4270.0,,,,,,1,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,9,OGC Nice,136,['e15d6afe-be94-46ba-94bd-f4d7746169f8'],38,,,,,,,,,,,,,,,,OGC Nice,136,00:06:38.503,Pass,
,,,,,,,,,,,,,,,,,,1.129542,,,,,,,,,,,,,89ac99ad-bd3d-444a-8d86-d23aaa0d6ccd,91,,,"[42.9, 9.1]",3900637,6,,,,1.3324753,,Right Foot,,,"[47.2, 26.8]",,Ground Pass,,18.214828,,,,Jean Michaël Seri,3359.0,,,,,,1,From Throw In,Jérémy Pied,4270.0,Left Back,9,OGC Nice,136,['a20f88e6-157b-43bb-89a6-14ce6f4b7835'],42,,,,,,,,,,,,,,,,OGC Nice,136,00:06:42.857,Pass,
,,,,,,,,,,,,,,,,,,1.577162,,,,,,,,,,,,,1c85b640-0629-400f-a442-d9bdddf000b6,95,,,"[47.4, 26.3]",3900637,6,,,,-2.0536108,,Right Foot,,,"[40.9, 13.9]",,Ground Pass,,14.000357,,,,Jérémy Pied,4270.0,,,,,,1,From Throw In,Jean Michaël Seri,3359.0,Left Center Midfield,9,OGC Nice,136,['71d14d2e-dbb1-410c-9afc-16ccc357dcb2'],44,,,,,,,,,,,,,,,,OGC Nice,136,00:06:44.156,Pass,
,,,,,,,,,,,,,,,,,,1.410503,,,,,,,,,,,,,c05070d3-2191-47fa-8f5a-197e37ec99a7,98,,,"[35.4, 10.5]",3900637,6,,,,-2.9414115,,Right Foot,,,"[21.6, 7.7]",,Ground Pass,,14.081193,,,,Maxime Le Marchand,3229.0,,,,,,1,From Throw In,Jérémy Pied,4270.0,Left Back,9,OGC Nice,136,['a4c6291c-8b4f-4155-b07d-c2d07f9aa26b'],47,,,,,,,,,,,,,,,,OGC Nice,136,00:06:47.364,Pass,
,,,,,,,,,,,,,,,,,,4.114552,,,,,,,,,,,,,3cf142ef-630d-4bbf-8676-f45554c2e484,101,,,"[18.7, 7.7]",3900637,6,,,,-0.13388807,,Left Foot,,,"[67.7, 1.1]",,High Pass,,49.442493,,Out,,Alassane Pléa,3230.0,,,,,,1,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,9,OGC Nice,136,['2d8ac2d3-16b5-43e2-98f7-3a16cc58e540'],48,,,,,,,,,,,,,,,,OGC Nice,136,00:06:48.829,Pass,
,,,,,,,,,,,,,,,,,,1.528565,,,,,,,,,,,,,76a3feb2-aaed-420d-b747-f92df9153c8f,103,,,"[65.9, 80.0]",3900637,7,,,,-0.3188351,,,,,"[86.5, 73.2]",,High Pass,,21.693317,,,,Michy Batshuayi Tunga,3457.0,,,,,Throw-in,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,10,Marseille,147,['a27c0f9a-0136-450f-bbcc-c8cd3e4f535c'],2,,,,,,,,,,,,,,,,Marseille,147,00:07:02.840,Pass,
,,,,,,,,,,,,,,,,,,0.709843,,,,,,,,,,,,,81121ec2-298e-4580-a644-5ff73b2ad601,106,,,"[87.0, 74.6]",3900637,7,,,,-2.8714395,,Other,,,"[80.5, 72.8]",,High Pass,,6.7446275,,,,Romain Alessandrini,15296.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,10,Marseille,147,['8488ed5a-ff43-4e60-9905-0666139a2c06'],4,,,,,,,,,,,,,,,,Marseille,147,00:07:04.369,Pass,
,,,,,,,,,,,,,,,,,,0.41765,,,,,,,,,,,,,3de5aae6-5102-402e-a6b5-9b8269d150a3,109,,,"[81.0, 73.2]",3900637,7,,,,0.44159237,,Left Foot,,,"[86.5, 75.8]",,Low Pass,,6.0835843,,,,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Romain Alessandrini,15296.0,Right Wing,10,Marseille,147,['869f4322-daa3-4313-b93b-214c11821698'],5,,,,,,,,,,,,,,,,Marseille,147,00:07:05.079,Pass,
,,,,,,,,,,,,,,,,,,1.124986,,,,,,,,,,,,,f4ceac63-f1e1-4f63-b4b8-652e11f27c93,113,,,"[84.3, 77.3]",3900637,7,,,,-2.150799,,Left Foot,,,"[71.0, 57.0]",,Ground Pass,,24.26891,,,,Lassana Diarra,3181.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,10,Marseille,147,['10505e29-c1b0-48ae-bec0-878b2151b27b'],6,,,,,,,,,,,,,,,,Marseille,147,00:07:06.806,Pass,
,,,,,,,,,,,,,,,,,,1.543162,,,,,,,,,,,,,6f410940-be85-4c75-a9d8-6a8e2288375d,117,,,"[65.0, 57.6]",3900637,7,,,,-2.6652875,,Left Foot,,,"[49.3, 49.5]",,Ground Pass,,17.666351,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Throw In,Lassana Diarra,3181.0,Left Defensive Midfield,10,Marseille,147,"['1ff0cd31-3ce2-477a-9be9-e7d261b77886', '7393a705-bc56-48f7-add5-07902e4e4ff1']",9,,,,,,,,,,,,,,,,Marseille,147,00:07:09.000,Pass,True
,,,,,,,,,,,,,,,,,,0.97052,,,,,,,,,,,,,a28d53f4-3f93-4394-a67c-35ab801fb13e,120,,,"[42.2, 41.2]",3900637,7,,,,-0.5050985,,Left Foot,,,"[50.7, 36.5]",,Ground Pass,,9.712878,,,,Lassana Diarra,3181.0,,,,,,1,From Throw In,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,10,Marseille,147,['76ab73b7-99ae-402d-8ebd-ac371f125f20'],13,,,,,,,,,,,,,,,,Marseille,147,00:07:13.422,Pass,
,,,,,,,,,,,,,,,,,,1.366599,,,,,,,,,,,,,f57156d2-26bc-4d59-a38a-a5c98c666572,123,,,"[53.2, 33.9]",3900637,7,,,,1.6991196,,Right Foot,,,"[52.0, 43.2]",,Ground Pass,,9.3771,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Throw In,Lassana Diarra,3181.0,Left Defensive Midfield,10,Marseille,147,['deb3fcaf-cf9a-4250-9e4b-18df4b337f14'],18,,,,,,,,,,,,,,,,Marseille,147,00:07:18.268,Pass,
,,,,,,,,,,,,,,,,,,1.521,,,,,,,,,,,,,e5299deb-5fb5-4217-baa8-9f54590f2696,126,,,"[56.5, 50.4]",3900637,7,,,,1.3872323,,Right Foot,,,"[60.9, 74.1]",,Ground Pass,,24.104979,,,,Brice Dja Djédjé,7857.0,,,,,,1,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,10,Marseille,147,['27110a53-12d1-4223-96a8-8c77f12b9417'],22,,,,,,,,,,,,,,,,Marseille,147,00:07:22.527,Pass,
,,,,,,,,,,,,,,,,,,0.091253,,,,,,,,,,,,,b0c27032-1d27-4029-88c3-e28730320b50,129,,,"[63.0, 73.1]",3900637,7,,,,0.027770637,,Right Foot,,,"[66.6, 73.2]",,Low Pass,,3.6013887,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,10,Marseille,147,"['48ffbf4a-cb18-493f-b4f8-a7952bb6c4cc', '93ac082b-c769-4c6e-b91d-20c091ebc339']",24,,,,,,,,,,,,,,,,Marseille,147,00:07:24.929,Pass,
