50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.398915,,,,,,,,,,,,40839387-614b-44a0-9151-b5d066575823,17,,"[34.5, 35.1]",3829424,0,,,,,-1.5845569,,Right Foot,,,,"[34.2, 13.3]",,Ground Pass,,21.802065,,,Florentin Pogba,4802.0,,,,,,,1,From Kick Off,Moustapha Bayal Sall,401468.0,Right Center Back,2,Saint-Étienne,135,['990b377e-a25b-407b-aa16-a8a8f857a897'],6,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:06.942,Pass,
,,,,,,,,,,,,,,,,,,,0.02144,,,,,,,,,,,,517ffa0e-bc3a-477e-832c-a1a341e0a655,21,,"[31.0, 20.2]",3829424,0,,,,,1.1760052,,Right Foot,,,,"[32.0, 22.6]",,Ground Pass,,2.6,Incomplete,,,,,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['2f9dc03f-113e-4b9e-81f0-f28ca5c2a6f3'],9,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:09.854,Pass,
,,,,,,,,,,,,,,,,,,,1.171331,,,,,,,,,,,,6c8eaa90-6d1e-4ef7-82ea-20af074b0555,25,,"[80.7, 36.0]",3829424,0,,,,True,0.2669751,,,,,,"[92.4, 39.2]",,Low Pass,,12.129716,,,Wahbi Khazri,3196.0,,,,,,Recovery,1,From Kick Off,Clément Chantôme,7552.0,Left Defensive Midfield,2,Saint-Étienne,135,"['535c1c76-048f-4458-ad77-804b00c99b46', '5dd7578a-9944-473d-bc15-89e045000528']",15,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:15.307,Pass,True
,,,,,,,,,,,,,,,,,,,2.113246,,,,,,,,,,,,41f6c619-b27e-49e7-8153-aae41b165a4c,28,,"[92.4, 39.2]",3829424,0,,,,,-0.3775302,,Right Foot,,,,"[109.8, 32.3]",,High Pass,,18.718172,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,,1,From Kick Off,Wahbi Khazri,3196.0,Center Attacking Midfield,2,Saint-Étienne,135,"['71fbeec0-f980-4c27-98b2-1c2a0f5ed528', 'e66e6d8a-f53b-4cac-bd94-a99fcf0b14d2']",16,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:16.597,Pass,
,,,,,,,,,,,,,,,,,,,1.340439,,,,,,,,,,,,959bb339-3201-4885-9d85-2d2bc021a52a,31,,"[120.0, 0.1]",3829424,0,,,,,1.6346629,,Right Foot,,,,"[117.8, 34.5]",,High Pass,True,34.470276,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,3,Bordeaux,146,['7fed1523-6dba-4d61-b91a-345261048904'],43,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:43.039,Pass,
,,,,,,,,,,,,,,,,,,,0.719265,,,,,,,,,,,,4c17b7c6-a1d0-4c49-9739-8b1d4e80701d,39,,"[92.2, 4.3]",3829424,0,,,,,2.4733033,,Right Foot,,,,"[82.7, 11.8]",,Ground Pass,,12.103719,,,Diego Armando Valentin Contento,4628.0,,,,,,,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,3,Bordeaux,146,['fe65896d-cb19-47c5-8ea3-e4ec5bf64645'],49,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:49.462,Pass,
,,,,,,,,,,,,,,,,,,,0.990984,,,,,,,,,,,,ff48c358-db39-4d63-a604-4667f0f23656,42,,"[81.6, 11.8]",3829424,0,,,,,-1.0172628,,Left Foot,,,,"[87.1, 2.9]",,Ground Pass,,10.462314,,,Wahbi Khazri,3196.0,,,,,,,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['599e7820-bf36-4f06-97da-0515dfa8e9eb'],50,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:50.314,Pass,
,,,,,,,,,,,,,,,,,,,1.304788,,,,,,,,,,,,222a8677-7ff2-4600-ad7b-277c8da75710,46,,"[84.1, 3.4]",3829424,0,,,,,2.5973833,,Right Foot,,,,"[57.0, 19.8]",,Ground Pass,,31.676016,,,Diego Armando Valentin Contento,4628.0,,,,,,,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,3,Bordeaux,146,['e334dcca-ed62-420e-9e87-3b62907da3f2'],52,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:52.378,Pass,
,,,,,,,,,,,,,,,,,,,1.410994,,,,,,,,,,,,4ab16ddb-ba67-47b6-a1d2-16c5207e5d57,49,,"[54.5, 21.6]",3829424,0,,,,,1.6578575,,Left Foot,,,,"[51.0, 61.7]",,Ground Pass,,40.252453,,,Frédéric Guilbert,2946.0,,,True,,,,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['ecb8d518-29cf-442c-af5b-f4b50df5e879'],57,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:57.059,Pass,
,,,,,,,,,,,,,,,,,,,1.232929,,,,,,,,,,,,31875c7d-766a-4f6c-9a9f-c603a818b135,52,,"[49.2, 67.4]",3829424,1,,,,,-1.7435843,,Right Foot,,,,"[41.8, 25.0]",,Ground Pass,,43.040913,,,Diego Armando Valentin Contento,4628.0,,,True,,,,1,From Corner,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['166a55d9-b365-450b-a54d-d54d4a39a3cc'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:00.301,Pass,
,,,,,,,,,,,,,,,,,,,0.931798,,,,,,,,,,,,83fad08e-f062-4fb6-9392-590555d24e75,55,,"[37.5, 8.1]",3829424,1,,,,,1.0982994,,Left Foot,,,,"[44.4, 21.6]",,Ground Pass,,15.161135,,,Clément Chantôme,7552.0,,,,,,,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['98331692-c611-4a6e-a267-3244d8a06638'],5,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:05.313,Pass,
,,,,,,,,,,,,,,,,,,,1.11271,,,,,,,,,,,,0f0572b6-e144-4eb1-a01d-e55275e739ec,58,,"[42.0, 17.8]",3829424,1,,,,,-2.0509713,,Right Foot,,,,"[34.5, 3.4]",,Ground Pass,,16.23607,,,Diego Armando Valentin Contento,4628.0,,,,,,,1,From Corner,Clément Chantôme,7552.0,Left Defensive Midfield,3,Bordeaux,146,['d0c9532c-58b9-4a51-820c-a5d6ffbb1274'],7,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:07.729,Pass,
,,,,,,,,,,,,,,,,,,,1.227479,,,,,,,,,,,,f5477b3f-25d4-4568-9e80-0446c7bfd58d,61,,"[34.5, 3.4]",3829424,1,,,,,0.0,,Left Foot,,,,"[64.9, 3.4]",,Ground Pass,,30.4,,,Wahbi Khazri,3196.0,,,,,,,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,['d33ece25-7a62-4c63-9617-8158c91975ae'],9,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:09.107,Pass,
,,,,,,,,,,,,,,,,,,,1.436296,,,,,,,,,,,,834f2605-9b8a-44b0-9ce2-acfd82be66cf,64,,"[65.1, 3.4]",3829424,1,,,,,1.8227516,,Right Foot,,,,"[62.5, 13.5]",,Ground Pass,,10.429286,Incomplete,,Nicolas Maurice-Belay,42430.0,,,,,,,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,3,Bordeaux,146,"['51ed14c8-b2cc-4d3c-bcd8-c4e94282f38d', '6514ec7a-aae3-4578-bac0-a4573d20fa20']",10,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:10.456,Pass,
,,,,,,,,,,,,,,,,,,,4.296511,,,,,,,,,,,,4e0beae2-8a67-498a-8ead-d6e845c3feea,69,,"[54.1, 76.7]",3829424,1,,,,,-0.041298818,,Right Foot,,,,"[102.5, 74.7]",,High Pass,,48.441303,Incomplete,,Jean-Christophe Bahebeck,8469.0,,,,,,,1,From Corner,Kévin Théophile-Catherine,3413.0,Right Back,3,Bordeaux,146,"['364aa6d8-246c-4617-a59b-dcd6944b7007', '62edc0da-7ac4-4fa4-b75a-8fa5a3a2dc0d', 'fcf99c3d-bf2d-43b1-8e9d-8cc1f683754f']",14,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:14.079,Pass,True
,,,,,,,,,,,,,,,,,,,1.799139,,,,,,,,,,,,78cee074-a87e-4ce0-a291-a69bdbca6882,73,,"[12.1, 10.9]",3829424,1,,,,,1.5596027,,Left Foot,,,,"[12.4, 37.7]",,Ground Pass,,26.80168,,,Jérôme Prior,4509.0,,,,,,,1,From Corner,Nicolas Pallois,3256.0,Left Center Back,3,Bordeaux,146,['2ef82ac3-3c6b-45bd-8212-8f225d886d73'],21,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:21.011,Pass,
,,,,,,,,,,,,,,,,,,,2.248426,,,,,,,,,,,,63b7d8d3-92ec-4994-845e-ea665fa7d701,76,,"[14.1, 41.8]",3829424,1,,,,,-0.89796376,,Left Foot,,,,"[44.7, 3.4]",,High Pass,,49.10112,,,Diego Armando Valentin Contento,4628.0,,,,,,,1,From Corner,Jérôme Prior,4509.0,Goalkeeper,3,Bordeaux,146,['725cf345-021c-4361-bd2a-6d839e4416c3'],25,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:25.961,Pass,
,,,,,,,,,,,,,,,,,,,0.795038,,,,,,,,,,,,d7f1b299-f345-40a0-bf27-b4066bfcda04,80,,"[70.6, 4.0]",3829424,1,,,,,1.2981865,,Left Foot,,,,"[73.2, 13.3]",,Ground Pass,,9.656604,,,Wahbi Khazri,3196.0,,,,,,,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,3,Bordeaux,146,"['1373aafc-0ce7-46b1-9d52-dc646ac58145', '69ece88c-3f2b-4aef-b80e-61b7c4e9c95d']",31,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:31.646,Pass,True
,,,,,,,,,,,,,,,,,,,1.33765,,,,,,,,,,,,a2342273-87ee-4648-98c7-8d348aa6f03c,84,,"[72.6, 15.3]",3829424,1,,,,,2.7879803,,Right Foot,,,,"[57.7, 20.8]",,Ground Pass,,15.882695,,,Henri Saivet,5110.0,,,,,,,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,3,Bordeaux,146,"['c5a95e40-7ad9-46d4-82e6-637fda2d61f6', 'eea784c5-a25e-4a58-a6bc-205016590ba4']",32,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:32.876,Pass,True
,,,,,,,,,,,,,,,,,,,0.938356,,,,,,,,,,,,88332528-a09a-4003-8331-c641db4e1ca7,87,,"[54.5, 23.3]",3829424,1,,,,,0.8379812,,Right Foot,,,,"[60.8, 30.3]",,Ground Pass,,9.417537,,,Clément Chantôme,7552.0,,,,,,,1,From Corner,Henri Saivet,5110.0,Right Defensive Midfield,3,Bordeaux,146,['d797ed78-770a-4464-99c8-2d818a12efa9'],35,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:35.041,Pass,
,,,,,,,,,,,,,,,,,,,0.958629,,,,,,,,,,,,26a8f190-f15b-40cd-999e-138e87ae5993,89,,"[61.9, 30.3]",3829424,1,,,,,-2.961739,,Right Foot,,,,"[48.7, 27.9]",,Ground Pass,,13.416408,,,Nicolas Pallois,3256.0,,,,,,,1,From Corner,Clément Chantôme,7552.0,Left Defensive Midfield,3,Bordeaux,146,['e7a98e1d-1a53-4782-b8fd-4deba08dfbd2'],35,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:35.980,Pass,
,,,,,,,,,,,,,,,,,,,0.927758,,,,,,,,,,,,228b667a-1103-4943-8705-9c49d0616a50,92,,"[49.2, 30.0]",3829424,1,,,,,-1.5131679,,Right Foot,,,,"[49.8, 19.6]",,Ground Pass,,10.417294,,,Henri Saivet,5110.0,,,,,,,1,From Corner,Nicolas Pallois,3256.0,Left Center Back,3,Bordeaux,146,['60107567-7967-4e43-9f7e-c06bf3e6a3df'],38,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:38.797,Pass,
,,,,,,,,,,,,,,,,,,,1.468536,,,,,,,,,,,,99853429-6238-41c9-bbde-8f606f6be1e4,95,,"[53.0, 29.6]",3829424,1,,,,,2.4936206,,Right Foot,,,,"[42.3, 37.7]",,Ground Pass,,13.420135,,,Nicolas Pallois,3256.0,,,,,,,1,From Corner,Henri Saivet,5110.0,Right Defensive Midfield,3,Bordeaux,146,['9b107753-b7ad-4d87-93ea-34ccb82b31a7'],42,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:42.290,Pass,
,,,,,,,,,,,,,,,,,,,1.26748,,,,,,,,,,,,9ac94be1-08f7-4f5f-a9be-16fc117efa0e,98,,"[42.3, 37.7]",3829424,1,,,,,1.3122526,,Left Foot,,,,"[48.7, 61.9]",,Ground Pass,,25.031979,,,Cédric Yambéré,3779.0,,,,,,,1,From Corner,Nicolas Pallois,3256.0,Left Center Back,3,Bordeaux,146,['6f7592ee-5ab6-4436-9478-73f67373ba91'],44,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:44.311,Pass,
,,,,,,,,,,,,,,,,,,,1.123616,,,,,,,,,,,,f40f9822-b1e0-4d07-a7d7-6d8f08bfb6bb,101,,"[49.0, 62.2]",3829424,1,,,,,0.7371597,,Right Foot,,,,"[64.2, 76.0]",,Ground Pass,,20.529978,,,Frédéric Guilbert,2946.0,,,,,,,1,From Corner,Cédric Yambéré,3779.0,Right Center Back,3,Bordeaux,146,['a312702f-5381-4b0b-96ca-a096f7de4fc3'],46,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:46.832,Pass,
,,,,,,,,,,,,,,,,,,,1.118728,,,,,,,,,,,,44f269e1-dc16-466e-8453-52d371785413,104,,"[64.2, 76.0]",3829424,1,,,,,-2.3086114,,Right Foot,,,,"[58.2, 69.4]",,Ground Pass,,8.9196415,,,Clément Chantôme,7552.0,,,,,,,1,From Corner,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['6fb0b39a-694a-4c1e-8ad5-6874ac8ac987'],49,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:49.054,Pass,
,,,,,,,,,,,,,,,,,,,0.671175,,,,,,,,,,,,56d637be-0b55-4499-b936-9961fad6bfd2,107,,"[58.2, 69.4]",3829424,1,,,,,1.418147,,Left Foot,,,,"[59.4, 77.2]",,Ground Pass,,7.891768,,,Frédéric Guilbert,2946.0,,,,,,,1,From Corner,Clément Chantôme,7552.0,Left Defensive Midfield,3,Bordeaux,146,['693b2073-1af9-4b85-8234-f5be0ca04027'],50,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:50.314,Pass,
,,,,,,,,,,,,,,,,,,,1.272818,,,,,,,,,,,,eff9fc50-380e-4ab7-8b9c-8ee19579d7da,110,,"[59.4, 77.2]",3829424,1,,,,,-2.7646835,,Right Foot,,,,"[49.8, 73.4]",,Ground Pass,,10.324728,,,Cédric Yambéré,3779.0,,,,,,,1,From Corner,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['7c79b855-8812-493e-a38f-dc17288dd3ef'],51,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:51.012,Pass,
,,,,,,,,,,,,,,,,,,,1.079656,,,,,,,,,,,,7c76ddb0-f0c2-4e06-9832-9f8a79f1620e,113,,"[50.4, 71.2]",3829424,1,,,,,-1.9618139,,Right Foot,,,,"[40.3, 46.7]",,Ground Pass,,26.500189,,,Nicolas Pallois,3256.0,,,,,,,1,From Corner,Cédric Yambéré,3779.0,Right Center Back,3,Bordeaux,146,['2816fc4b-2a4c-4961-8420-34eeaf2d2c2c'],54,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:54.376,Pass,
,,,,,,,,,,,,,,,,,,,4.926493,,,,,,,,,,,,659c8c78-614f-4049-ab0f-3f2470512e42,116,,"[42.0, 35.5]",3829424,1,,,,,0.56884784,,Left Foot,,,,"[109.1, 78.4]",,High Pass,,79.64182,,,Frédéric Guilbert,2946.0,,,True,,,,1,From Corner,Nicolas Pallois,3256.0,Left Center Back,3,Bordeaux,146,['74d855a7-876e-4b13-b221-e226763ee7d9'],59,,,,,,,,,,,,,,,,,Bordeaux,146,00:01:59.573,Pass,
,,,,,,,,,,,,,,,,,,,0.177909,,,,,,,,,,,,0fdf5a27-9133-4c9f-861f-3df36db8d899,119,,"[116.6, 77.5]",3829424,2,,,,,-1.6195382,,Right Foot,,,,"[116.4, 73.4]",,Low Pass,,4.104875,Incomplete,,,,,,,,,,1,From Corner,Frédéric Guilbert,2946.0,Right Back,3,Bordeaux,146,['3273de94-000b-4add-b0c9-a0d14fdf6313'],5,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:05.591,Pass,
,,,,,,,,,,,,,,,,,,,1.39334,,,,,,,,,,,,9ccecb15-5c94-4b00-a388-b70e62a3e1a0,121,,"[120.0, 80.0]",3829424,2,,True,,,-1.6750325,,Right Foot,,,,"[116.6, 47.5]",,High Pass,,32.67736,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Wahbi Khazri,3196.0,Center Attacking Midfield,4,Bordeaux,146,['81f3b4eb-a8eb-47d2-b7a0-c16e1bbdc64e'],40,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:40.582,Pass,
,,,,,,,,,,,,,,,,,,,1.895132,,,,,,,,,,,,86aebd8c-e32a-4422-ac99-fcb6c9dcedc0,123,,"[75.7, 34.5]",3829424,2,,,,,1.1854612,,Left Foot,,,,"[91.6, 73.7]",,High Pass,,42.30189,,,Wahbi Khazri,3196.0,,,,,,Recovery,1,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,4,Bordeaux,146,['8de6b0fa-7cb9-46d3-9c0e-f2b36b81bcd6'],45,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:45.475,Pass,
