ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.666366,,,,,,,,,,,,,,db811694-d300-4538-9e87-9a44540fffc3,18,,"[83.4, 77.1]",3901221,0,,,,,-0.2148154,,Right Foot,,,"[94.4, 74.7]",,Ground Pass,,11.258775,,,Kamil Grosicki,5667.0,,,,,,1,From Kick Off,Romain Danzé,4475.0,Right Back,2,Rennes,134,"['29eb53ec-b4e2-47e8-bc46-f751608f3c35', 'b149d569-0fc5-4b3d-a503-b8757adbb673']",9,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:09.283,Pass,True
,,,,,,,,,,,,,,,,1.9642,,,,,,,,,,,,,,16d50512-e994-4d5c-a18d-43e34b478274,23,,"[32.4, 0.1]",3901221,0,,,,,0.23765814,,,,,"[64.6, 7.9]",,High Pass,,33.131252,,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Left Back,3,Guingamp,142,['3b74329f-79f0-4631-b202-affc27cf8365'],14,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:14.605,Pass,
,,,,,,,,,,,,,,,,0.95461,,,,,,,,,,,,,,6dac76b0-9b44-4671-ac54-05ec94157ee5,27,,"[64.5, 7.4]",3901221,0,,,,,2.9068701,,Right Foot,,,"[55.3, 9.6]",,Ground Pass,,9.459387,,,Thibault Giresse,4434.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Right Center Forward,3,Guingamp,142,"['a80fdff0-e255-4a4d-9cc1-6719f5fb90c9', 'afe36e89-1c46-4668-9758-24629484344f']",17,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:17.257,Pass,True
,,,,,,,,,,,,,,,,3.533547,,,,,,,,,,,,,,9c29f0ac-1154-4698-9b2d-7150f3651669,30,,"[55.3, 9.6]",3901221,0,,,,,0.017749615,334f5372-1cf3-4000-885c-8f58a8f6c96e,Left Foot,,,"[106.0, 10.5]",,High Pass,,50.70799,,,Marcus Coco,3363.0,True,,,,,1,From Throw In,Thibault Giresse,4434.0,Left Midfield,3,Guingamp,142,['17c7f52a-be99-4128-b726-32646b43c5ef'],18,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:18.292,Pass,
,,,,,,,,,,,,,,,,3.501806,,,,,,,,,,,,,,5934afad-7af2-4770-afb0-b1a706e1fd0e,39,,"[32.6, 56.4]",3901221,0,,,,,-0.014924265,,Right Foot,,,"[92.9, 55.5]",,High Pass,,60.306717,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,1,From Keeper,Benoît Guy Robert Costil,3354.0,Goalkeeper,5,Rennes,134,"['a5ff2528-c310-4cd0-83b2-3ccccac329a2', 'b6c97bd3-ca27-4695-887f-f1dbb7dc1505']",44,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:44.617,Pass,
,,,,,,,,,,,,,,,,0.074449,,,,,,,,,,,,,,b6c97bd3-ca27-4695-887f-f1dbb7dc1505,42,,"[27.2, 24.6]",3901221,0,,,,True,-0.34302393,,,,,"[28.6, 24.1]",,Low Pass,,1.4866068,Incomplete,,Moustapha Elhadji Diallo,3121.0,,,,,Recovery,1,From Keeper,Jérémy Sorbon,3124.0,Left Center Back,5,Rennes,134,"['5934afad-7af2-4770-afb0-b1a706e1fd0e', '865a9a46-f7e4-48db-8a7c-f847d4c4185a', '91e43296-a414-4e92-a595-144d92fd50b4', 'cfb3e6b0-a981-4430-8c28-4a49300b4aac']",48,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:48.118,Pass,True
,,,,,,,,,,,,,,,,4.049115,,,,,,,,,,,,,,f648c7b2-d71f-4d78-b3e7-25dcf6cfa150,45,,"[27.0, 17.4]",3901221,0,,,,,-0.33009362,,Right Foot,,,"[52.1, 8.8]",,High Pass,,26.532433,Incomplete,,Jimmy Briand,3213.0,,,,,Recovery,1,From Keeper,Lars Christian Jacobsen,20199.0,Left Back,5,Rennes,134,"['24d85da5-6e2c-4beb-943b-28fdaf290fe3', '887fa691-7479-4724-a445-14448d74bed0']",49,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:49.264,Pass,
,,,,,,,,,,,,,,,,1.91968,,,,,,,,,,,,,,887fa691-7479-4724-a445-14448d74bed0,48,,"[68.0, 71.3]",3901221,0,,,,True,1.5133882,,,,,"[68.5, 80.0]",,High Pass,,8.714356,Out,,Romain Danzé,4475.0,,,,,Recovery,1,From Keeper,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,5,Rennes,134,"['46aef523-277b-4a2b-99b4-2ae831eef47c', '4b92fe34-c7b1-49c4-aed4-d40f53ed9741', 'f648c7b2-d71f-4d78-b3e7-25dcf6cfa150']",53,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:53.313,Pass,True
,,,,,,,,,,,,,,,,1.727873,,,,,,,,,,,,,,52df035e-eea7-49ca-822b-46be805e56bc,50,,"[55.5, 0.1]",3901221,1,,,,,0.23465337,,,,,"[85.2, 7.2]",,High Pass,,30.536863,Incomplete,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Left Back,6,Guingamp,142,"['cb8a7609-dc3a-400f-9103-3aa07fd6a8e9', 'cf5bd7af-c142-4471-8f75-0cec4fdfef4c']",6,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:06.578,Pass,
,,,,,,,,,,,,,,,,1.668283,,,,,,,,,,,,,,cf5bd7af-c142-4471-8f75-0cec4fdfef4c,52,,"[34.9, 72.9]",3901221,1,,,,,-0.7518537,,Head,,,"[42.6, 65.7]",,High Pass,,10.5418215,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,Recovery,1,Regular Play,Romain Danzé,4475.0,Right Back,7,Rennes,134,"['17eac38f-b6e0-488b-957a-e5cef8115990', '52df035e-eea7-49ca-822b-46be805e56bc']",8,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:08.306,Pass,
,,,,,,,,,,,,,,,,0.7601,,,,,,,,,,,,,,a96a37ba-6d1f-4956-8a61-982b66cf680b,55,,"[42.6, 65.7]",3901221,1,,,,True,1.5707964,,,,,"[42.6, 75.6]",,Low Pass,,9.9,,,Kamil Grosicki,5667.0,,,,,,1,Regular Play,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,7,Rennes,134,"['02c3d20f-dcb0-48ae-89fd-e0766b886025', '916428c5-fd4a-45f6-b670-920204e49a44']",10,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:10.026,Pass,True
,,,,,,,,,,,,,,,,4.61785,,,,,,,,,,,,,,4ddaf3ff-932e-44dd-94a3-e11008b6460e,59,,"[77.2, 0.1]",3901221,1,,,,,0.30128765,,,,,"[120.0, 13.4]",,High Pass,,44.81886,Out,,Thibault Giresse,4434.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Left Back,8,Guingamp,142,['b0b5f52a-72b2-4e6d-bbc2-7d7274347875'],16,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:16.223,Pass,
,,,,,,,,,,,,,,,,3.915508,,,,,,,,,,,,,,eade98cd-9c5c-4b65-a776-857191628ef8,61,,"[6.0, 44.0]",3901221,1,,,,,0.14840254,,Right Foot,,,"[66.2, 53.0]",,High Pass,,60.86904,Incomplete,,Kamil Grosicki,5667.0,,,,,Goal Kick,1,From Goal Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,9,Rennes,134,"['211e66d5-39e9-4b93-9443-127b5a67b61d', 'fa4da35f-5d15-4306-9e95-75417bf661aa']",49,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:49.778,Pass,
,,,,,,,,,,,,,,,,3.82243,,,,,,,,,,,,,,211e66d5-39e9-4b93-9443-127b5a67b61d,63,,"[53.9, 27.1]",3901221,1,,,,,-0.017749615,,Head,,,"[87.7, 26.5]",,High Pass,,33.805325,Incomplete,,Jimmy Briand,3213.0,,,,,Recovery,1,From Goal Kick,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,9,Rennes,134,"['7af44dcf-c9b0-47a1-8523-45916745cd10', 'eade98cd-9c5c-4b65-a776-857191628ef8', 'f3c0862f-cf63-4672-bd42-ece73a29222f']",53,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:53.694,Pass,
,,,,,,,,,,,,,,,,0.84479,,,,,,,,,,,,,,7af44dcf-c9b0-47a1-8523-45916745cd10,65,,"[32.4, 53.6]",3901221,1,,,,,1.9251763,,Head,,,"[28.7, 63.6]",,High Pass,,10.662551,Incomplete,,Romain Danzé,4475.0,,,,,Recovery,1,From Goal Kick,Fallou Diagne,3022.0,Right Center Back,9,Rennes,134,"['211e66d5-39e9-4b93-9443-127b5a67b61d', 'acc74343-c16a-4181-b89c-a1d272e4fbc9', 'dd228500-82ff-40be-bd21-4a51c328be7b']",57,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:57.516,Pass,
,,,,,,,,,,,,,,,,2.618471,,,,,,,,,,,,,,dd228500-82ff-40be-bd21-4a51c328be7b,67,,"[91.4, 16.5]",3901221,1,,,,,0.06885649,,Head,,,"[108.8, 17.7]",,High Pass,,17.44133,Unknown,,,,,,,,Interception,1,From Goal Kick,Jimmy Briand,3213.0,Right Center Forward,9,Rennes,134,['7af44dcf-c9b0-47a1-8523-45916745cd10'],58,,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:58.361,Pass,
,,,,,,,,,,,,,,,,2.993291,,,,,,,,,,,,,,b022d5cc-e0c1-449e-a112-69ca4a906db2,70,,"[10.4, 61.1]",3901221,2,,,,,-0.02272336,,Right Foot,,,"[85.2, 59.4]",,High Pass,,74.81931,,,Kamil Grosicki,5667.0,,,,,Free Kick,1,From Free Kick,Fallou Diagne,3022.0,Right Center Back,10,Rennes,134,['ffce5f76-1abc-45a3-acf0-01ab323b6022'],29,,,,,,,,,,,,,,,,,,,Rennes,134,00:02:29.846,Pass,
,,,,,,,,,,,,,,,,1.850894,,,,,,,,,,,,,,bdc726b0-1bea-45e0-b8f1-485b374a2897,78,,"[27.0, 15.1]",3901221,2,,,,,2.5890083,,Right Foot,,,"[3.0, 29.9]",,Ground Pass,,28.196453,,,Jonas Lössl,3322.0,,,,,,1,Regular Play,Lars Christian Jacobsen,20199.0,Left Back,11,Guingamp,142,['814a62a3-14ec-4ec5-ae1e-e040662714a0'],35,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:35.502,Pass,
,,,,,,,,,,,,,,,,2.591983,,,,,,,,,,,,,,818313a0-63fb-4031-b0e4-616cd75b6bcf,81,,"[3.0, 29.9]",3901221,2,,,,,1.2424428,,Right Foot,,,"[16.9, 70.7]",,Low Pass,,43.102783,,,Jonathan Martins-Pereira,3364.0,,True,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,11,Guingamp,142,['aa57fb56-4d3a-4b6b-802f-e14e36295b68'],38,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:38.593,Pass,
,,,,,,,,,,,,,,,,2.456132,,,,,,,,,,,,,,0ffe07b8-375a-4135-8afe-d8b19bbafbee,84,,"[29.1, 77.1]",3901221,2,,,,,-0.19015239,,Right Foot,,,"[74.3, 68.4]",,High Pass,,46.029663,Incomplete,,Marcus Coco,3363.0,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,11,Guingamp,142,"['c224bcf9-3ef7-4c6a-b73f-38c454ecade7', 'f173dd9c-d47e-49ce-a6e2-100502f4dd8f']",45,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:45.194,Pass,
,,,,,,,,,,,,,,,,1.953052,,,,,,,,,,,,,,f173dd9c-d47e-49ce-a6e2-100502f4dd8f,86,,"[45.8, 11.7]",3901221,2,,,,True,-0.09868826,,,,,"[66.0, 9.7]",,High Pass,,20.298769,Incomplete,,Yoann Gourcuff,4602.0,,,,,Recovery,1,Regular Play,Edson André Sitoe,3250.0,Left Center Back,11,Guingamp,142,"['0ffe07b8-375a-4135-8afe-d8b19bbafbee', '83f5bf49-6fd9-44d0-abba-c86c77d11adb', 'dcfd2f03-3562-4580-8db9-25883f6f567b', 'e9f13c68-0795-437f-a1d4-30715087da7c']",47,,,,,,,,,,,,,,,,,,,Rennes,134,00:02:47.650,Pass,True
,,,,,,,,,,,,,,,,3.101625,,,,,,,,,,,,,,e9f13c68-0795-437f-a1d4-30715087da7c,89,,"[54.1, 70.4]",3901221,2,,,,,-0.09336076,,Right Foot,,,"[80.8, 67.9]",,High Pass,,26.816786,Incomplete,,,,,,,,Recovery,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,11,Guingamp,142,"['6326b211-b95f-4690-be68-becca2760f3b', 'f173dd9c-d47e-49ce-a6e2-100502f4dd8f']",49,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:49.603,Pass,
,,,,,,,,,,,,,,,,2.030712,,,,,,,,,,,,,,6326b211-b95f-4690-be68-becca2760f3b,90,,"[39.3, 12.2]",3901221,2,,,,,0.28642222,,Left Foot,,,"[68.5, 20.8]",,High Pass,,30.440105,Incomplete,,Ousmane Dembélé,5477.0,,,,,Recovery,1,Regular Play,Sylvain Armand,40699.0,Left Back,11,Guingamp,142,"['480c699d-d218-4485-b41b-00ae4c567bb6', '6279e1da-e30f-4bca-825e-6f7fa65b9080', 'e9f13c68-0795-437f-a1d4-30715087da7c']",52,,,,,,,,,,,,,,,,,,,Rennes,134,00:02:52.704,Pass,
,,,,,,,,,,,,,,,,2.795349,,,,,,,,,,,,,,6279e1da-e30f-4bca-825e-6f7fa65b9080,92,,"[51.6, 59.3]",3901221,2,,,,,1.0777454,,Head,,,"[58.8, 72.7]",,High Pass,,15.211838,,,Moustapha Elhadji Diallo,3121.0,,,,,Recovery,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,11,Guingamp,142,"['610ff71e-3972-4803-b112-5b12b71723b8', '6326b211-b95f-4690-be68-becca2760f3b']",54,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:54.735,Pass,
,,,,,,,,,,,,,,,,2.641976,,,,,,,,,,,,,,afd30bf9-f375-4b0d-a34d-ca085ac2462a,95,,"[58.8, 72.7]",3901221,2,,,,True,2.0988708,,,,,"[54.6, 79.9]",,High Pass,,8.335466,Incomplete,,Ludovic Blas,3235.0,,,,,,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,11,Guingamp,142,"['791e52ec-d6e1-441e-9113-d86c8ac7a64e', 'ad14fb06-7313-47c8-bf4d-342e0b9a6e9e', 'c0aa4ce2-0c39-4ba6-97bf-61c46bceec83']",57,,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:57.651,Pass,True
,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,ad14fb06-7313-47c8-bf4d-342e0b9a6e9e,98,,"[65.5, 0.2]",3901221,3,,,,True,2.3036115,,,,,"[63.7, 2.2]",,High Pass,,2.6907248,,,Benjamin André,2990.0,,,,,Recovery,1,Regular Play,Yoann Gourcuff,4602.0,Left Wing,12,Rennes,134,"['afd30bf9-f375-4b0d-a34d-ca085ac2462a', 'bd65f3f7-9da1-423d-a8e1-19731c08c21b', 'dad1483d-75f0-4e0c-8b36-449876316442']",0,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:00.293,Pass,True
,,,,,,,,,,,,,,,,0.169773,,,,,,,,,,,,,,e7b67436-4ead-4af7-bf51-abca06643774,102,,"[65.7, 2.0]",3901221,3,,,,,0.84654635,,Right Foot,,,"[68.0, 4.6]",,Low Pass,,3.471311,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Benjamin André,2990.0,Left Defensive Midfield,12,Rennes,134,"['4a07af4c-ea15-4a4d-bfff-da28b5ffc013', '88b0aace-7a8d-43cf-b7b8-e74a386667f5', '8c57203a-0a59-432b-b23d-965b03f09e3a']",2,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:02.729,Pass,True
,,,,,,,,,,,,,,,,1.822863,,,,,,,,,,,,,,d0d3a0e3-0a4a-4b1d-aa45-47e0b7f67340,105,,"[70.1, 0.1]",3901221,3,,,,,2.7192883,,,,,"[47.4, 10.3]",,Low Pass,,24.886341,,,Edson André Sitoe,3250.0,,,,,Throw-in,1,From Throw In,Sylvain Armand,40699.0,Left Back,13,Rennes,134,['14e40879-1a67-4bde-ad5c-7250a6154939'],12,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:12.015,Pass,
,,,,,,,,,,,,,,,,1.996628,,,,,,,,,,,,,,f157e3a3-b2e5-49bf-9b6d-92115a86ba38,108,,"[43.7, 10.8]",3901221,3,,,,,1.528779,,Right Foot,,,"[45.1, 44.1]",,Ground Pass,,33.32942,,,Fallou Diagne,3022.0,,,,,,1,From Throw In,Edson André Sitoe,3250.0,Left Center Back,13,Rennes,134,['933eadbb-0ad5-41e6-b56a-270fec7bd601'],15,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:15.209,Pass,
,,,,,,,,,,,,,,,,2.459428,,,,,,,,,,,,,,62a06f42-955a-4dd8-8882-9b43a75c0d0c,111,,"[48.8, 51.6]",3901221,3,,,,,1.2591757,,Right Foot,,,"[55.5, 72.4]",,Ground Pass,,21.852459,,,Romain Danzé,4475.0,,,,,,1,From Throw In,Fallou Diagne,3022.0,Right Center Back,13,Rennes,134,['6f92e2e6-c528-4e36-bdb0-1ff803a35f7c'],19,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:19.368,Pass,
