50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.698391,,,,,,,,,,,,4fb97265-387b-4f78-8612-f9b71f70ec41,93,,"[45.0, 4.0]",3829479,2,,,,,2.4375596,,Left Foot,,,,"[32.4, 14.7]",,Ground Pass,,16.530275,,,,Wesley Lautoa,3769.0,,,,,,1,From Goal Kick,Vincent Le Goff,7199.0,Left Back,6,Lorient,165,['bbc2f180-ec13-46c3-8eb6-3731f8f38a69'],21,,,,,,,,,,,,,,,,,,Lorient,165,00:02:21.213,Pass,
,,,,,,,,,,,,,,,,1.71073,,,,,,,,,,,,6eed7dd8-6d4c-4bf5-84ed-2ee24de6bba2,96,,"[31.7, 14.9]",3829479,2,,,,,1.5327712,,Right Foot,,,,"[32.4, 33.3]",,Ground Pass,,18.413311,,,,Zargo Touré,7211.0,,,,,,1,From Goal Kick,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,['39fd87a2-dc96-418e-b9d9-16e3941c7d09'],23,,,,,,,,,,,,,,,,,,Lorient,165,00:02:23.712,Pass,
,,,,,,,,,,,,,,,,1.681498,,,,,,,,,,,,fcd3cb02-d0f9-4877-8ac3-09cf9e79569e,99,,"[38.1, 40.8]",3829479,2,,,,,1.096828,,Right Foot,,,,"[55.9, 75.5]",,Ground Pass,,38.999104,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Goal Kick,Zargo Touré,7211.0,Right Center Back,6,Lorient,165,['d88c5bdf-a5c0-4772-8df0-00790ca16644'],27,,,,,,,,,,,,,,,,,,Lorient,165,00:02:27.862,Pass,
,,,,,,,,,,,,,,,,2.206483,,,,,,,,,,,,d4c7d81d-c041-4079-812c-ca72c949b61a,101,,"[55.9, 75.5]",3829479,2,,,,,-2.4644651,,Right Foot,,,,"[40.6, 63.2]",,Ground Pass,,19.631098,,,,Lamine Gassama,6335.0,,,,,,1,From Goal Kick,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,6,Lorient,165,['b990f356-cc8d-4e91-9d3d-7f11f69d1a9c'],29,,,,,,,,,,,,,,,,,,Lorient,165,00:02:29.544,Pass,
,,,,,,,,,,,,,,,,1.915898,,,,,,,,,,,,906634a3-b1ca-4226-a872-0b662cb5ea1f,105,,"[39.7, 63.7]",3829479,2,,,,,-1.7681919,,Right Foot,,,,"[31.4, 22.2]",,Ground Pass,,42.32186,,,,Wesley Lautoa,3769.0,,True,,,,1,From Goal Kick,Lamine Gassama,6335.0,Right Back,6,Lorient,165,"['c2a317a7-fcf1-4598-b07d-b3220ef1a990', 'db24ae59-cead-41b2-98f1-11b85c0b31f2']",32,,,,,,,,,,,,,,,,,,Lorient,165,00:02:32.990,Pass,True
,,,,,,,,,,,,,,,,0.921289,,,,,,,,,,,,76cca576-2365-4fd0-8f80-06b7be4bb21a,108,,"[31.4, 22.2]",3829479,2,,,,,-0.53728473,,Left Foot,,,,"[40.8, 16.6]",,Ground Pass,,10.941664,,,,François Bellugou,3140.0,,,,,,1,From Goal Kick,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,['68b288f2-e2cf-439b-a070-ee8511923fff'],36,,,,,,,,,,,,,,,,,,Lorient,165,00:02:36.226,Pass,
,,,,,,,,,,,,,,,,1.326919,,,,,,,,,,,,eb1a2cc8-3c99-49dd-b472-e963d0ece0e1,112,,"[38.3, 19.5]",3829479,2,,,,,1.8292513,,Right Foot,,,,"[33.7, 36.9]",,Ground Pass,,17.997778,,,,Zargo Touré,7211.0,,,,,,1,From Goal Kick,François Bellugou,3140.0,Left Defensive Midfield,6,Lorient,165,['91ad6ec8-e4b2-40a5-98aa-934271f74539'],38,,,,,,,,,,,,,,,,,,Lorient,165,00:02:38.787,Pass,
,,,,,,,,,,,,,,,,0.985431,,,,,,,,,,,,63ed776a-cf79-458e-8d7f-dc2d0e23dbae,115,,"[40.6, 57.5]",3829479,2,,,,,0.058755822,,Right Foot,,,,"[71.2, 59.3]",,Ground Pass,,30.652895,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Goal Kick,Zargo Touré,7211.0,Right Center Back,6,Lorient,165,['2b3473e4-8e45-48f9-8392-dcd892d733c0'],41,,,,,,,,,,,,,,,,,,Lorient,165,00:02:41.454,Pass,
,,,,,,,,,,,,,,,,0.997466,,,,,,,,,,,,697baed8-bf34-4f6b-aaf5-a126530c625f,119,,"[36.9, 0.1]",3829479,2,,True,,,0.65424055,,,,,,"[50.2, 10.3]",,High Pass,,16.760967,,,,Vincent Bessat,2992.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,7,Caen,140,['027e0628-0671-49d1-9c5b-049c533892e2'],48,,,,,,,,,,,,,,,,,,Caen,140,00:02:48.892,Pass,
,,,,,,,,,,,,,,,,0.886023,,,,,,,,,,,,bf76028c-5315-4522-93ad-495efb79d8c8,122,,"[50.2, 10.5]",3829479,2,,,,,2.3561945,,Left Foot,,,,"[40.8, 19.9]",,Ground Pass,,13.293608,,,,Julien Féret,2959.0,,,,,,1,From Throw In,Vincent Bessat,2992.0,Left Midfield,7,Caen,140,"['6d84db85-cfb7-4819-b171-164778b70bab', '7e75b3ab-aa61-4d3e-b396-9d3edffb466b']",50,,,,,,,,,,,,,,,,,,Caen,140,00:02:50.526,Pass,True
,,,,,,,,,,,,,,,,1.623743,,,,,,,,,,,,b839f153-8027-4a7a-9ad0-020d7c3fbbb9,125,,"[40.8, 19.9]",3829479,2,,,,,1.9136254,,Right Foot,,,,"[29.2, 52.4]",,Ground Pass,,34.508114,,,,Damien Da Silva,4386.0,,,,,,1,From Throw In,Julien Féret,2959.0,Left Defensive Midfield,7,Caen,140,['f181569a-7aa9-4367-9517-5f937afb7271'],52,,,,,,,,,,,,,,,,,,Caen,140,00:02:52.519,Pass,
