50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93138bde-298f-4eda-ac80-281ae9c0ac5e,2057,,,"[59.1, 59.8]",3901198,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gilles Sunu,3111.0,Right Wing,123,Angers,145,['0f0de329-069e-4a21-a2b6-3da805dddd9b'],54,,,,,,,,,,,,,,,,,,Angers,145,00:02:54.465,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c3c4248-88dd-4c42-b585-73a9aee2efe1,2062,,,"[68.9, 68.8]",3901198,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aïssa Bilal Laïdouni,44955.0,Right Back,123,Angers,145,['982bee5e-0bac-4e60-ae6c-eafa7065aa9f'],1,,,,,,,,,,,,,,,,,,Angers,145,00:03:01.766,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e312a77b-8d9c-4db2-9d0b-f87b10b1bdb9,2065,,,"[71.1, 62.4]",3901198,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,123,Angers,145,['c36fe4ef-a17a-4dbe-880c-e7aa78bbe625'],2,,,,,,,,,,,,,,,,,,Angers,145,00:03:02.718,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9aba0ad0-2d75-4e2c-bad6-0a54a64c2f1c,2068,,,"[83.3, 11.9]",3901198,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,123,Angers,145,['6baa6aae-d251-4a33-afd9-b86bb2cf6094'],7,,,,,,,,,,,,,,,,,,Angers,145,00:03:07.194,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0efaac41-15d9-44c3-b623-d64d1418821c,2071,,,"[84.8, 28.4]",3901198,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,123,Angers,145,['e16c0128-5a30-42ad-90cf-1375b21a1d85'],13,,,,,,,,,,,,,,,,,,Angers,145,00:03:13.774,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21514bf5-f437-4eca-8433-a086126ec2f7,2082,,,"[38.3, 39.5]",3901198,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,123,Angers,145,['89e113db-957f-4abb-b795-4a6537566449'],20,,,,,,,,,,,,,,,,,,Troyes,133,00:03:20.414,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c832292e-e1a6-4d52-b0ec-4b5527ae864e,2089,,,"[114.9, 31.8]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mohamed Lamine Yattara,7337.0,Left Wing,124,Angers,145,['4885ba05-3750-4d5f-b505-5b916637e6e5'],5,,,,,,,,,,,,,,,,,,Angers,145,00:04:05.399,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701c1c0-24ff-4011-8f5d-672cd453add3,2093,,,"[22.5, 47.9]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Fabien Camus,401470.0,Right Wing,125,Troyes,133,['5b579fcf-6d26-4cef-ab37-b6703cd13d0d'],19,,,,,,,,,,,,,,,,,,Troyes,133,00:04:19.675,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db97ec3f-33f6-4c40-922d-1c8d27bc7548,2097,,,"[81.1, 62.8]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Deniz Hümmet,27014.0,Center Forward,125,Troyes,133,['5faca5fd-f9a5-4299-8c50-fd8db2a5e886'],22,,,,,,,,,,,,,,,,,,Troyes,133,00:04:22.792,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e785d2a-46b1-43ec-bcaf-cc026e9dfadc,2100,,,"[100.1, 69.5]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Fabien Camus,401470.0,Right Wing,125,Troyes,133,['3ff5603e-fcae-4aa8-abb8-850e33d55ba9'],25,,,,,,,,,,,,,,,,,,Troyes,133,00:04:25.694,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f265ee33-6d31-4946-9141-391c2c697482,2103,,,"[105.5, 28.4]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Corentin Jean,3010.0,Left Wing,125,Troyes,133,['c584193b-f75c-47b3-88d8-ddba15319129'],27,,,,,,,,,,,,,,,,,,Troyes,133,00:04:27.284,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197c42da-b288-4747-982e-d77359c71996,2108,,,"[21.0, 25.8]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierrick Capelle,3071.0,Right Center Midfield,126,Angers,145,['5e3392fb-c0ea-4da6-8bc8-efdc07248055'],29,,,,,,,,,,,,,,,,,,Angers,145,00:04:29.667,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85463e3b-9dcd-4bbf-8099-1e0d282e6faf,2111,,,"[47.5, 7.0]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,126,Angers,145,['addf7815-eb92-4974-8762-cc058eac8a36'],33,,,,,,,,,,,,,,,,,,Angers,145,00:04:33.228,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2fd6cde-78e8-43c5-9317-4c257630e6e9,2119,,,"[63.8, 49.2]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jessy Pi,7415.0,Left Defensive Midfield,128,Troyes,133,['0731821b-4478-4577-aef1-eff8100e11f8'],48,,,,,,,,,,,,,,,,,,Troyes,133,00:04:48.937,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b03ba56b-9426-41ff-97ed-9634e2c8a586,2122,,,"[82.0, 33.5]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chaouki Ben Saada,3161.0,Center Attacking Midfield,128,Troyes,133,['c25fc98e-55f9-4ed4-954d-e715fcbeae57'],53,,,,,,,,,,,,,,,,,,Troyes,133,00:04:53.569,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea9b300a-9f4e-4f61-ab7b-2efd51d1d1e8,2128,,,"[71.3, 27.1]",3901198,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierrick Capelle,3071.0,Right Center Midfield,129,Angers,145,['f681d4b2-39fa-43b8-9e21-2c9adeb9ef59'],59,,,,,,,,,,,,,,,,,,Angers,145,00:04:59.501,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5b10272-d9a2-45dc-a7dd-9a293c0f0815,2131,,,"[106.2, 58.1]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gilles Sunu,3111.0,Right Wing,129,Angers,145,['d3dd2a52-dd33-431c-a8ad-e83427957610'],3,,,,,,,,,,,,,,,,,,Angers,145,00:05:03.325,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536bd99-9a62-416e-a4ce-a231f021806a,2134,,,"[111.7, 32.2]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,129,Angers,145,['49b0a689-2e9f-426d-86e6-d09d6c166cd6'],10,,,,,,,,,,,,,,,,,,Angers,145,00:05:10.309,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffd3fe58-64fb-4982-bab1-1c0c2f572c59,2136,,,"[21.2, 58.6]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Benjamin Nivet,3002.0,Right Defensive Midfield,130,Troyes,133,['1ccff2e2-581a-407d-83f4-9a4acfed982b'],22,,,,,,,,,,,,,,,,,,Troyes,133,00:05:22.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cda2cbf-1b3f-4cb2-8dca-35577d8648c0,2138,,,"[99.5, 21.1]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Billy Ketkeophomphone,4441.0,Center Forward,130,Troyes,133,['020a5fcd-c53c-4d23-bbf2-639004210a61'],22,,,,,,,,,,,,,,,,,,Angers,145,00:05:22.996,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81522330-9cd2-40a1-a88a-b7a9699c5fef,2141,,,"[117.7, 21.8]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,130,Troyes,133,['493d138a-de0f-44e6-b769-6672b09d997e'],24,,,,,,,,,,,,,,,,,,Angers,145,00:05:24.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f7ef4c6-e7b8-43ae-837f-4d79cd6804c9,2143,,,"[28.1, 46.8]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,131,Troyes,133,['9a83e8b4-018f-48f1-9a4d-db4b0b939877'],35,,,,,,,,,,,,,,,,,,Troyes,133,00:05:35.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b126de11-f4fc-4605-8831-a696c3e5209a,2145,,,"[29.3, 38.7]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Matthieu Saunier,13730.0,Left Center Back,131,Troyes,133,['a2e539de-ad26-4dcc-838b-420c90f9e16a'],37,,,,,,,,,,,,,,,,,,Troyes,133,00:05:37.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd311e45-c09a-4682-9c7a-34d69690f214,2147,,,"[31.1, 23.5]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Nivet,3002.0,Right Defensive Midfield,131,Troyes,133,['1cbaf450-3e8e-465c-95b9-e896bd9f3e2a'],38,,,,,,,,,,,,,,,,,,Troyes,133,00:05:38.060,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c068cb2-a986-4d88-8a2c-c9b8e73af495,2149,,,"[22.9, 13.0]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lossémy Karaboué,7301.0,Left Back,131,Troyes,133,['b80001e8-96c0-4bd4-b659-2f9e1a12b875'],41,,,,,,,,,,,,,,,,,,Troyes,133,00:05:41.571,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1684c4b-a8e5-47cb-8670-4d1c11db78fc,2152,,,"[41.1, 7.2]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chaouki Ben Saada,3161.0,Center Attacking Midfield,131,Troyes,133,['7b8387c3-c026-4028-8460-593273b6e39c'],44,,,,,,,,,,,,,,,,,,Troyes,133,00:05:44.468,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7a3985f-83d1-4df6-b5eb-03f79ee2032d,2155,,,"[29.1, 9.6]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lossémy Karaboué,7301.0,Left Back,131,Troyes,133,['36771b3e-a901-453c-8917-4f4feac80cad'],46,,,,,,,,,,,,,,,,,,Troyes,133,00:05:46.668,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe2a02a-3a7f-4825-aeee-7cdde2346eb9,2158,,,"[36.6, 21.6]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jessy Pi,7415.0,Left Defensive Midfield,131,Troyes,133,['bf6f1931-d47b-4898-8e9e-2ffad3570d64'],48,,,,,,,,,,,,,,,,,,Troyes,133,00:05:48.668,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c80137e0-8500-45d0-aa23-8516b9b13c0c,2161,,,"[35.1, 13.0]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lossémy Karaboué,7301.0,Left Back,131,Troyes,133,['8ed0a7a4-b8ca-4775-8699-08a9836bf47b'],49,,,,,,,,,,,,,,,,,,Troyes,133,00:05:49.628,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa2394e2-3f2b-4891-aaad-240ecb119e33,2164,,,"[59.5, 16.4]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Corentin Jean,3010.0,Left Wing,131,Troyes,133,['8c4cf577-699f-4b82-bb9b-92593355bf64'],53,,,,,,,,,,,,,,,,,,Troyes,133,00:05:53.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2f5231b-2679-4933-ae9a-7302c2126382,2168,,,"[72.3, 36.7]",3901198,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Fabien Camus,401470.0,Right Wing,131,Troyes,133,['4623e2a5-47c4-4674-b462-06a481fac0fc'],58,,,,,,,,,,,,,,,,,,Troyes,133,00:05:58.139,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e439d0ac-1cc7-408f-b350-9fa1512baaa5,2173,,,"[37.3, 53.6]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,132,Angers,145,['15aeaf95-8470-4bc4-bcb9-e5a060e0d59c'],0,,,,,,,,,,,,,,,,,,Angers,145,00:06:00.119,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1fc2c61-b9a7-4027-9e1a-81abbb579b7e,2175,,,"[51.2, 64.3]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierrick Capelle,3071.0,Right Center Midfield,132,Angers,145,['b58ac058-1ef4-49be-8f8e-32d93dfc0a2e'],1,,,,,,,,,,,,,,,,,,Angers,145,00:06:01.208,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b949e550-1831-490b-b51a-613670ac4b8e,2179,,,"[40.3, 68.4]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gilles Sunu,3111.0,Right Wing,132,Angers,145,['8e5f8a66-4073-45e1-bf22-68e12829c54e'],3,,,,,,,,,,,,,,,,,,Angers,145,00:06:03.422,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7ea3dc4-3ff1-4cb8-827e-601194d62acd,2183,,,"[26.2, 65.2]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aïssa Bilal Laïdouni,44955.0,Right Back,132,Angers,145,"['250e429f-02be-4b73-935a-5e42aef2b729', '5e3b7479-114b-4f53-9364-5795fc611d59']",7,,,,,,,,,,,,,,,,,,Angers,145,00:06:07.120,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af5dbf25-0c9d-4f8f-9952-98be5d263c44,2185,,,"[70.6, 66.5]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,132,Angers,145,['a8ec33ea-3c2f-4539-9a76-4ffe8648a688'],10,,,,,,,,,,,,,,,,,,Angers,145,00:06:10.522,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d81f7379-e09c-4f30-9257-808151a22a4a,2190,,,"[72.3, 19.8]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,133,Troyes,133,['36a9954d-0929-493e-897b-c44a31ebce48'],15,,,,,,,,,,,,,,,,,,Troyes,133,00:06:15.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73001e69-aed0-444c-86d0-88248add7dc7,2193,,,"[71.5, 32.9]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Left Back,133,Troyes,133,['1910e88d-e2f1-4f9c-993d-d23dccd02de9'],17,,,,,,,,,,,,,,,,,,Troyes,133,00:06:17.002,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438dfe0a-1088-46cc-b8d3-ea95650ba10a,2196,,,"[86.2, 25.0]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,133,Troyes,133,['d541d16e-a69e-4329-b665-31a7b1e75b93'],18,,,,,,,,,,,,,,,,,,Troyes,133,00:06:18.768,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783dfcfd-a0e3-4441-ad08-37248b1fe6ea,2203,,,"[89.7, 8.5]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabien Camus,401470.0,Right Wing,133,Troyes,133,['8619b77a-2ddf-412a-b8e8-774c6414bbee'],23,,,,,,,,,,,,,,,,,,Troyes,133,00:06:23.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558f4875-954a-4416-ba57-28fd30f4a777,2207,,,"[6.0, 49.8]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,134,Angers,145,['646bf2d9-5283-4711-9057-6e147a21b77c'],27,,,,,,,,,,,,,,,,,,Angers,145,00:06:27.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7703c04-2e95-4b19-8933-55cb7d4361b7,2209,,,"[59.7, 44.0]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,134,Angers,145,['6094aa83-3ec2-40e9-9513-8f9d801c29e8'],29,,,,,,,,,,,,,,,,,,Angers,145,00:06:29.762,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef631c77-2837-426b-bb6f-f0d5f252d84f,2215,,,"[77.0, 12.8]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabien Camus,401470.0,Right Wing,135,Troyes,133,['3885b838-5957-48e4-8fbd-3fad0a80552e'],33,,,,,,,,,,,,,,,,,,Troyes,133,00:06:33.863,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c102cbf9-9d3a-4882-aae4-758393d75828,2219,,,"[64.9, 10.0]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Left Back,135,Troyes,133,['8241b241-0aef-4a35-b3ea-d4e13c8be6c1'],36,,,,,,,,,,,,,,,,,,Troyes,133,00:06:36.423,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0325715d-474a-46ff-bb75-ae81680d1fe9,2222,,,"[56.3, 18.3]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,135,Troyes,133,['bfed72d0-1e43-44ad-a147-15d427490c3c'],38,,,,,,,,,,,,,,,,,,Troyes,133,00:06:38.303,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630f4c00-8315-47e6-8de4-7e20378b2a65,2225,,,"[64.0, 23.3]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Nivet,3002.0,Right Defensive Midfield,135,Troyes,133,['56ee87c5-9aaa-4f2e-87c0-d53b1a4cfa2e'],40,,,,,,,,,,,,,,,,,,Troyes,133,00:06:40.023,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e76a4b79-64bb-4fd3-9ec8-be3719e10013,2228,,,"[77.7, 18.6]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,135,Troyes,133,['0476a582-14ec-464f-87c9-6dbf8986e31a'],42,,,,,,,,,,,,,,,,,,Troyes,133,00:06:42.103,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30a20f7d-fc88-4cad-87e0-da9f8b68e658,2231,,,"[100.6, 24.6]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Deniz Hümmet,27014.0,Center Forward,135,Troyes,133,['1bbbc900-83c5-42e3-ba34-ff0ee669afa4'],45,,,,,,,,,,,,,,,,,,Troyes,133,00:06:45.043,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e3a4781-835e-4cc4-9522-5e2f588b80eb,2239,,,"[35.4, 31.2]",3901198,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,135,Troyes,133,['00cff915-2298-4b8b-9d45-c001beeec8b4'],52,,,,,,,,,,,,,,,,,,Angers,145,00:06:52.837,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88f127a4-d91a-4752-bf12-0f9376119046,2243,,,"[71.5, 33.5]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,135,Troyes,133,['646167b9-cd1a-471d-864d-2642ddd375cc'],0,,,,,,,,,,,,,,,,,,Angers,145,00:07:00.029,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb6c7786-5c9b-456f-aedc-4f6a6567348f,2247,,,"[56.7, 23.7]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabien Camus,401470.0,Right Wing,135,Troyes,133,['a75a47ca-d05b-40aa-9f05-955036e3f8de'],2,,,,,,,,,,,,,,,,,,Troyes,133,00:07:02.109,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc15e818-c3e4-4e8e-abe8-4eebf29b729a,2251,,,"[63.6, 38.0]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,135,Troyes,133,['75daf426-8c15-468c-a38d-eb88887743ea'],4,,,,,,,,,,,,,,,,,,Troyes,133,00:07:04.949,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73bf3e2e-55fb-4e72-a8ec-72ed71ef2c9f,2254,,,"[78.5, 11.3]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Corentin Jean,3010.0,Left Wing,135,Troyes,133,['c745d1f5-47f5-44ad-a817-e43be17c5894'],6,,,,,,,,,,,,,,,,,,Troyes,133,00:07:06.869,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc873bf3-6583-499d-a60b-56ab7b1d00d2,2257,,,"[100.8, 10.6]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabien Camus,401470.0,Right Wing,135,Troyes,133,['e581011d-eb61-467a-acd2-de409f5eb029'],10,,,,,,,,,,,,,,,,,,Troyes,133,00:07:10.789,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c51a6bf7-ed57-4dff-94e9-2f2de782e0f8,2262,,,"[101.4, 26.9]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Deniz Hümmet,27014.0,Center Forward,135,Troyes,133,['8a15c25a-e052-4ed9-916d-1e556c1a78a1'],14,,,,,,,,,,,,,,,,,,Troyes,133,00:07:14.229,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bca4b956-78f7-4ed3-b178-d92d77c1b5ea,2269,,,"[27.7, 54.5]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Lamine Yattara,7337.0,Left Wing,135,Troyes,133,['80bd1b25-ae4b-4571-ad96-e49d0024e372'],17,,,,,,,,,,,,,,,,,,Angers,145,00:07:17.789,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ae51a92-2624-49e6-a779-7d7e2b5130eb,2276,,,"[112.3, 43.2]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Deniz Hümmet,27014.0,Center Forward,135,Troyes,133,['a243b15e-23d9-4e94-927b-854c050fc30b'],22,,,,,,,,,,,,,,,,,,Troyes,133,00:07:22.431,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7381b1d9-1bae-413c-b353-51f584c7d01f,2279,,,"[90.3, 18.6]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Left Back,135,Troyes,133,['83e9a2fb-0b71-4441-ba39-5b9d6d8f03c8'],25,,,,,,,,,,,,,,,,,,Troyes,133,00:07:25.724,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2c7d604-e764-44d9-b1ca-734ead8a6fd4,2282,,,"[99.1, 24.8]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chaouki Ben Saada,3161.0,Center Attacking Midfield,135,Troyes,133,['ed0a5fd4-d1a7-4e1c-a433-60dc4387cdb6'],27,,,,,,,,,,,,,,,,,,Troyes,133,00:07:27.012,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ca37b2e-7357-4ba4-b573-f201827e2208,2284,,,"[37.5, 53.0]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aïssa Bilal Laïdouni,44955.0,Right Back,135,Troyes,133,['7defe9eb-5baf-4470-aac8-b91c961b5aed'],29,,,,,,,,,,,,,,,,,,Angers,145,00:07:29.434,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bef9d294-4f67-4616-a263-a6a331337071,2286,,,"[93.5, 17.1]",3901198,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Left Back,135,Troyes,133,['575a4548-da80-4565-ac88-df81a8457d0b'],30,,,,,,,,,,,,,,,,,,Troyes,133,00:07:30.877,Ball Receipt*,
