50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.384217,,,,,,,,,,,,1aad0968-bb7a-417d-9067-09938d4d2505,16,,"[24.6, 19.1]",3900571,0,,,,,0.6669082,,Left Foot,,,"[34.0, 26.5]",,Ground Pass,,11.963277,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,['043ffd62-0022-4c3e-9394-edfd79c8a372'],8,,,,,,,,,,,,,,,,,Rennes,134,00:00:08.552,Pass,
,,,,,,,,,,,,,,,,,1.419022,,,,,,,,,,,,b3a39cf7-6991-484e-b1bb-38ad7790a2c5,19,,"[34.6, 26.2]",3900571,0,,,,,-1.3708882,,Right Foot,,,"[37.7, 10.9]",,Ground Pass,,15.610893,,,,Cheikh M''Bengue,3424.0,,,,,,1,From Kick Off,Gélson da Conceição Tavares Fernandes,8672.0,Center Defensive Midfield,2,Rennes,134,['4dd24eed-c29e-4950-b7b7-72037742d3cb'],11,,,,,,,,,,,,,,,,,Rennes,134,00:00:11.887,Pass,
,,,,,,,,,,,,,,,,,2.092374,,,,,,,,,,,,cb0a9e84-a876-43a8-955c-8163a2cc1e07,22,,"[38.1, 10.1]",3900571,0,,,,,2.3696165,,Left Foot,,,"[23.0, 24.8]",,Ground Pass,,21.07368,,,,Sylvain Armand,40699.0,,,,,,1,From Kick Off,Cheikh M''Bengue,3424.0,Left Back,2,Rennes,134,['7db1d5fd-91ff-45f0-be19-169d41bfa059'],15,,,,,,,,,,,,,,,,,Rennes,134,00:00:15.354,Pass,
,,,,,,,,,,,,,,,,,2.554892,,,,,,,,,,,,c969cc48-dc3b-4578-bd34-9fca29ab4749,24,,"[23.0, 24.8]",3900571,0,,,,,1.4821404,,Left Foot,,,"[25.8, 56.3]",,Ground Pass,,31.624199,,,,Fallou Diagne,3022.0,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,['ee001c68-dc18-43d6-91f4-184efb967a20'],17,,,,,,,,,,,,,,,,,Rennes,134,00:00:17.446,Pass,
,,,,,,,,,,,,,,,,,1.301348,,,,,,,,,,,,e1b09191-0eb6-4a56-a550-bd545ea373ed,27,,"[48.1, 60.0]",3900571,0,,,,,-0.38389906,,Right Foot,,,"[68.4, 51.8]",,Ground Pass,,21.893606,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,1,From Kick Off,Fallou Diagne,3022.0,Right Center Back,2,Rennes,134,"['3a916704-bc70-45dc-8fa8-bae87dca8844', '8e34cf2c-fce2-4329-a265-b6c15bd80c4b']",21,,,,,,,,,,,,,,,,,Rennes,134,00:00:21.772,Pass,
,,,,,,,,,,,,,,,,,0.91312,,,,,,,,,,,,8e34cf2c-fce2-4329-a265-b6c15bd80c4b,29,,"[51.7, 28.3]",3900571,0,,,,,-0.41987994,,Left Foot,,,"[62.9, 23.3]",,Ground Pass,,12.265398,,,,Walid Mesloub,7766.0,,,,,Interception,1,From Kick Off,François Bellugou,3140.0,Center Defensive Midfield,2,Rennes,134,"['9a333647-6ab0-44fe-9120-9e183339f56e', 'e1b09191-0eb6-4a56-a550-bd545ea373ed']",23,,,,,,,,,,,,,,,,,Lorient,165,00:00:23.074,Pass,
,,,,,,,,,,,,,,,,,1.289866,,,,,,,,,,,,c62694b5-2c3f-4b6f-975d-db3b95d27b17,32,,"[62.9, 23.3]",3900571,0,,,,,0.12050701,,Right Foot,,,"[88.5, 26.4]",,Ground Pass,,25.787012,,Pass Offside,,Abdul Majeed Waris,7615.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Left Center Midfield,2,Rennes,134,['187fc8ea-a491-4852-8c50-88c2e5cc90d7'],25,,,,,,,,,,,,,,,,,Lorient,165,00:00:25.048,Pass,
,,,,,,,,,,,,,,,,,2.877658,,,,,,,,,,,,e2893e15-0cab-4b62-bdf5-e0d86702ce9b,34,,"[31.6, 53.7]",3900571,0,,,,,-0.015654298,,Right Foot,,,"[82.7, 52.9]",,High Pass,,51.106262,,,,Benjamin André,2990.0,,,,,Free Kick,1,From Free Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,3,Rennes,134,['e46664b6-06dd-43a8-ab38-84eadc06b4ee'],58,,,,,,,,,,,,,,,,,Rennes,134,00:00:58.482,Pass,
,,,,,,,,,,,,,,,,,2.673567,,,,,,,,,,,,14d29730-ebca-414a-869f-e53ac8e68214,37,,"[82.7, 53.1]",3900571,1,,,,True,0.8550527,,,,,"[96.7, 69.2]",,High Pass,,21.335651,,,,Jeremie Boga,4909.0,,,,,,1,From Free Kick,Benjamin André,2990.0,Left Center Midfield,3,Rennes,134,"['446f49e5-0598-45bf-9443-23fac9e77eb0', '76f1cfb6-089f-47d8-8489-2b7dfa533fe1']",1,,,,,,,,,,,,,,,,,Rennes,134,00:01:01.359,Pass,True
,,,,,,,,,,,,,,,,,0.818981,,,,,,,,,,,,c141cdec-9b0e-4eb0-a381-436b1188b8f2,41,,"[96.7, 69.2]",3900571,1,,,,,1.640451,,Right Foot,,,"[96.1, 77.8]",,Ground Pass,,8.620905,,,,Steven Moreira,7197.0,,,,,,1,From Free Kick,Jeremie Boga,4909.0,Right Midfield,3,Rennes,134,"['0e3b17dc-58dc-4ac7-939f-fa69a86c74fe', '2406e530-fb36-4876-ad9f-e4d0d80c4335']",5,,,,,,,,,,,,,,,,,Rennes,134,00:01:05.049,Pass,True
,,,,,,,,,,,,,,,,,0.663972,,,,,,,,,,,,a5d2092e-df44-4043-88da-6e5d0e5c207d,45,,"[98.7, 76.8]",3900571,1,,,,,-1.0251412,,Right Foot,,,"[103.8, 68.4]",,Ground Pass,,9.8270035,,,,Jeremie Boga,4909.0,,,,,,1,From Free Kick,Steven Moreira,7197.0,Right Back,3,Rennes,134,"['8c6045d1-f183-412c-b678-a1fe1336dc2a', 'a8c0207d-dc12-41d4-a2e8-0de492977edc']",6,,,,,,,,,,,,,,,,,Rennes,134,00:01:06.392,Pass,True
,,,,,,,,,,,,,,,,,1.843978,,,,,,,,,,,,8d0fefba-0ac0-4ccb-ab8b-2bf1cb4f59d9,50,,"[114.7, 68.8]",3900571,1,,,,,-1.7975951,,Right Foot,,True,"[114.1, 66.2]",,Low Pass,,2.6683328,,,,Giovanni-Guy Yann Sio,3018.0,,,,,,1,From Free Kick,Jeremie Boga,4909.0,Right Midfield,3,Rennes,134,"['2abec1f0-bb69-442b-b1d6-064db7dd5245', 'fc55e6da-2420-45df-9a13-13fb7a8c026c']",9,,,,,,,,,,,,,,,,,Rennes,134,00:01:09.372,Pass,True
,,,,,,,,,,,,,,,,,3.090041,,,,,,,,,,,,ecb54470-6bcd-4ce9-bd6f-a33461dfc10e,60,,"[6.0, 23.8]",3900571,1,,,,,-0.39693326,,Left Foot,,,"[62.3, 0.2]",,High Pass,,61.046295,,Out,,,,,,,,,1,From Free Kick,Zargo Touré,7211.0,Left Center Back,3,Rennes,134,['3982bb65-6a44-49c7-b16c-d60a8be66c81'],15,,,,,,,,,,,,,,,,,Lorient,165,00:01:15.307,Pass,True
,,,,,,,,,,,,,,,,,2.959957,,,,,,,,,,,,f67c1b0d-7b17-4af8-9c10-287fe6ebf6b8,61,,"[57.8, 80.0]",3900571,1,,,,,-0.98345906,,,,,"[80.9, 45.3]",,Low Pass,,41.68573,,,,Benjamin André,2990.0,,,,,Throw-in,1,From Throw In,Steven Moreira,7197.0,Right Back,4,Rennes,134,['3d3ecb5b-e0e9-4cb3-846a-271caebd17e5'],36,,,,,,,,,,,,,,,,,Rennes,134,00:01:36.308,Pass,
,,,,,,,,,,,,,,,,,0.029427,,,,,,,,,,,,afd3f1d3-abe7-4a25-9f7b-379109c37881,64,,"[80.9, 45.3]",3900571,1,,,,,-0.33473682,,Left Foot,,,"[83.2, 44.5]",,Ground Pass,,2.4351592,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,Through Ball,True,,1,From Throw In,Benjamin André,2990.0,Left Center Midfield,4,Rennes,134,"['71a382a9-da35-42f1-a683-fa0863b94b34', '73bcaae6-16fe-4936-ae93-7ee87cb2a709']",39,,,,,,,,,,,,,,,,,Rennes,134,00:01:39.268,Pass,
,,,,,,,,,,,,,,,,,1.052353,,,,,,,,,,,,10223e7f-52ee-4ef1-b13c-08bcbd7ed639,67,,"[43.9, 35.4]",3900571,1,,,,,0.11001906,,Right Foot,,,"[61.1, 37.3]",,Low Pass,,17.304625,,,,Yann Jouffre,3102.0,,,,,Recovery,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Center Midfield,5,Lorient,165,['43a89821-60e3-46dc-bfb4-b14f884a1852'],41,,,,,,,,,,,,,,,,,Lorient,165,00:01:41.449,Pass,
,,,,,,,,,,,,,,,,,2.947588,,,,,,,,,,,,659692ef-13fa-4639-ab4a-ae6b837bca0c,75,,"[69.5, 46.9]",3900571,1,,,,,0.43931612,,Right Foot,,,"[106.1, 64.1]",,Ground Pass,,40.44008,,,,Abdul Majeed Waris,7615.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Center Midfield,5,Lorient,165,['1dbadea6-b2cd-4dac-8d94-c0759965db72'],46,,,,,,,,,,,,,,,,,Lorient,165,00:01:46.100,Pass,
,,,,,,,,,,,,,,,,,0.103109,,,,,,,,,,,,d84d7d7c-df27-4f78-b935-a8c64db87a87,80,,"[118.2, 58.0]",3900571,1,,,,,-1.5707964,,Right Foot,,,"[118.2, 56.5]",,Ground Pass,,1.5,,Incomplete,,Romain Philippoteaux,7338.0,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Center Forward,5,Lorient,165,"['491b03d5-9bce-4359-82a3-b12e7a3c3a24', '9adaa52a-14cb-437f-92c9-46d8d617574d', 'e5711295-49eb-4d7d-ac5b-067da0b94b83']",53,,,,,,,,,,,,,,,,,Lorient,165,00:01:53.745,Pass,True
,,,,,,,,,,,,,,,,,0.426873,,,,,,,,,,,,7797bb52-0670-4f4a-be7e-5b258eaf2090,86,,"[100.6, 48.9]",3900571,1,,,,,-2.2292216,,Left Foot,,,"[96.5, 43.6]",,Ground Pass,,6.700746,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,5,Lorient,165,['d4481da0-f41e-423b-a241-25345e91a15f'],57,,,,,,,,,,,,,,,,,Lorient,165,00:01:57.664,Pass,
,,,,,,,,,,,,,,,,,1.615084,,,,,,,,,,,,bf1c9b4a-71ed-4e8e-9f8f-c646778f4709,90,,"[96.1, 36.9]",3900571,1,,,,,-1.0216434,,Left Foot,,,"[108.4, 16.8]",,Ground Pass,,23.564804,,,,Romain Philippoteaux,7338.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Center Midfield,5,Lorient,165,['5dbe23ef-9d78-4b7f-848f-8e5cf198e024'],59,,,,,,,,,,,,,,,,,Lorient,165,00:01:59.703,Pass,
,,,,,,,,,,,,,,,,,0.297558,,,,,,,,,,,,59ccc1b6-a2a3-412e-be90-355ab7db4b42,93,,"[117.2, 24.0]",3900571,2,,,,,1.7894653,,Left Foot,True,,"[115.4, 32.1]",,Low Pass,,8.29759,,Incomplete,,Walid Mesloub,7766.0,,,,,,1,Regular Play,Romain Philippoteaux,7338.0,Left Midfield,5,Lorient,165,"['07e3c38b-f9aa-4f83-843e-b8d424146c5d', 'f5efeb4e-3910-4686-9b19-9dce762592f7']",4,,,,,,,,,,,,,,,,,Lorient,165,00:02:04.182,Pass,
,,,,,,,,,,,,,,,,,1.572303,,,,,,,,,,,,4f0bf6ca-17e3-44ad-be8d-48221ea9ec63,96,,"[120.0, 0.1]",3900571,2,,True,,,2.5143945,,Right Foot,,,"[105.1, 10.9]",,Ground Pass,,18.402445,,,,Walid Mesloub,7766.0,,,,,Corner,1,From Corner,Romain Philippoteaux,7338.0,Left Midfield,6,Lorient,165,['3ff23324-da71-41bc-9062-280ff0d4f954'],23,,,,,,,,,,,,,,,,,Lorient,165,00:02:23.277,Pass,
,,,,,,,,,,,,,,,,,1.841179,,,,,,,,,,,,e3e3942b-0ca2-414d-afab-3c7d66940419,98,,"[101.0, 11.7]",3900571,2,,,,,1.1531211,,Right Foot,True,,"[116.0, 45.5]",,High Pass,,36.978912,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,From Corner,Walid Mesloub,7766.0,Left Center Midfield,6,Lorient,165,"['6e177456-1a42-465b-8efe-77969b44aefe', '8b377bf7-4920-4b5c-8a08-b51e90154691']",26,,,,,,,,,,,,,,,,,Lorient,165,00:02:26.022,Pass,
,,,,,,,,,,,,,,,,,2.949592,,,,,,,,,,,,9d1e1c56-10df-4f2e-a49d-db0b7ad70b22,101,,"[9.0, 45.9]",3900571,2,,True,,,0.39898968,,Keeper Arm,,,"[37.7, 58.0]",,Ground Pass,,31.14643,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,1,From Keeper,Benoît Guy Robert Costil,3354.0,Goalkeeper,7,Rennes,134,['908d9cbb-634e-45d8-8c20-607bc81c5bcb'],32,,,,,,,,,,,,,,,,,Rennes,134,00:02:32.679,Pass,
,,,,,,,,,,,,,,,,,1.748447,,,,,,,,,,,,a4362730-4718-422c-aa0b-bfa2f1fd3bd7,103,,"[43.2, 56.3]",3900571,2,,,,,-1.5775076,,Left Foot,,,"[43.0, 26.5]",,High Pass,,29.80067,,,,Benjamin André,2990.0,,,,,,1,From Keeper,Juan Fernando Quintero Paniagua,5692.0,Right Center Midfield,7,Rennes,134,['bca70306-183a-42c5-9ffa-3fade6de25cd'],41,,,,,,,,,,,,,,,,,Rennes,134,00:02:41.300,Pass,
,,,,,,,,,,,,,,,,,1.778915,,,,,,,,,,,,ef4cae04-92f3-4302-ad0c-c66e8d9317b1,106,,"[44.7, 24.0]",3900571,2,,,,,2.2005997,,Left Foot,,,"[40.4, 29.9]",,Ground Pass,,7.300685,,,,Sylvain Armand,40699.0,,,,,,1,From Keeper,Benjamin André,2990.0,Left Center Midfield,7,Rennes,134,['8a41fac9-bde0-4bf1-bcac-2f94357cf615'],47,,,,,,,,,,,,,,,,,Rennes,134,00:02:47.996,Pass,
,,,,,,,,,,,,,,,,,1.365673,,,,,,,,,,,,3a7239e9-b740-41c5-90c2-b7cc2d4dfff3,109,,"[40.4, 29.9]",3900571,2,,,,,1.3120254,,Left Foot,,,"[46.7, 53.7]",,Ground Pass,,24.619707,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,1,From Keeper,Sylvain Armand,40699.0,Left Center Back,7,Rennes,134,['f725d65c-8f65-4657-9e1e-a693c89f95f2'],51,,,,,,,,,,,,,,,,,Rennes,134,00:02:51.016,Pass,
,,,,,,,,,,,,,,,,,1.345656,,,,,,,,,,,,ec637b01-50d4-40e4-9d8c-b6df64411c88,112,,"[46.7, 53.7]",3900571,2,,,,,-0.77097607,,Left Foot,,,"[67.8, 33.2]",,Low Pass,,29.418701,,,,Benjamin André,2990.0,,,,,,1,From Keeper,Juan Fernando Quintero Paniagua,5692.0,Right Center Midfield,7,Rennes,134,['5fea8afa-44ea-4a71-8b1a-ac8063122c47'],53,,,,,,,,,,,,,,,,,Rennes,134,00:02:53.726,Pass,
,,,,,,,,,,,,,,,,,1.890095,,,,,,,,,,,,4c4b469c-b2d1-4c22-a94e-ff45a62c2958,116,,"[67.8, 33.2]",3900571,2,,,,,0.7363969,,Right Foot,,,"[92.4, 55.5]",,High Pass,,33.203163,,Incomplete,,Jeremie Boga,4909.0,,,Through Ball,True,,1,From Keeper,Benjamin André,2990.0,Left Center Midfield,7,Rennes,134,"['749e0546-5f66-4e77-a5f7-5acae0c1f436', 'd4f11cfd-3af5-4f92-910e-510f39522037']",56,,,,,,,,,,,,,,,,,Rennes,134,00:02:56.998,Pass,
,,,,,,,,,,,,,,,,,1.134183,,,,,,,,,,,,d4f11cfd-3af5-4f92-910e-510f39522037,118,,"[27.7, 24.6]",3900571,2,,,,,0.90512353,,Head,,,"[39.4, 39.5]",,Low Pass,,18.944656,,,,François Bellugou,3140.0,,,,,Recovery,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,8,Lorient,165,"['4c4b469c-b2d1-4c22-a94e-ff45a62c2958', '7423f626-5c72-4551-a173-9c60ece06f8f']",58,,,,,,,,,,,,,,,,,Lorient,165,00:02:58.888,Pass,
,,,,,,,,,,,,,,,,,0.684293,,,,,,,,,,,,4f6058fd-9f45-4543-a957-e1fcf11d2073,121,,"[28.5, 41.0]",3900571,3,,,,,-2.2888806,,Left Foot,,,"[20.2, 31.5]",,Ground Pass,,12.61507,,,,Zargo Touré,7211.0,,,,,,1,Regular Play,François Bellugou,3140.0,Center Defensive Midfield,8,Lorient,165,['a652ed69-b0d8-49e8-9ced-2d9ef317348e'],2,,,,,,,,,,,,,,,,,Lorient,165,00:03:02.179,Pass,
,,,,,,,,,,,,,,,,,0.961389,,,,,,,,,,,,4b7456be-00fb-4714-bfa2-5ed4c00bf1f4,124,,"[22.8, 30.5]",3900571,3,,,,,0.19636144,,Right Foot,,,"[41.4, 34.2]",,Ground Pass,,18.964441,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,Regular Play,Zargo Touré,7211.0,Left Center Back,8,Lorient,165,['1764f869-f885-42e8-9aae-cbab40afb96b'],4,,,,,,,,,,,,,,,,,Lorient,165,00:03:04.471,Pass,
,,,,,,,,,,,,,,,,,0.517206,,,,,,,,,,,,7d33b764-7d10-4f34-8547-07636f8d4b0d,127,,"[41.4, 34.2]",3900571,3,,,,,2.8276544,,Right Foot,,,"[33.7, 36.7]",,Ground Pass,,8.095678,,,,François Bellugou,3140.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Center Midfield,8,Lorient,165,['785f8ab3-7007-4a0d-891e-f1e763205046'],5,,,,,,,,,,,,,,,,,Lorient,165,00:03:05.708,Pass,
