50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.892183,,,,,,,,,,,,,,,43b969e2-51ca-4ee8-a016-876bef04c9ca,18,,"[48.3, 47.0]",3900549,0,,,,,0.6494008,,Head,,,"[59.1, 55.2]",,Low Pass,,13.560236,,Incomplete,,Romain Hamouma,4260.0,,,,,Recovery,1,From Kick Off,Moustapha Bayal Sall,401468.0,Right Center Back,2,Rennes,134,"['6105b343-c1e7-45b3-a488-0c8567882b43', 'b5fd34a1-7e5c-4eba-b221-38fbb14cb863', 'd575b648-cedc-42fb-a496-32a177eceeeb']",8,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:08.887,Pass,
,,,,,,,,,,,,,,,,1.738285,,,,,,,,,,,,,,,b5fd34a1-7e5c-4eba-b221-38fbb14cb863,20,,"[61.0, 24.9]",3900549,0,,,,,-3.0987618,,Left Foot,,,"[47.0, 24.3]",,Ground Pass,,14.012852,,,,Cheikh M''Bengue,3424.0,,,,,Interception,1,From Kick Off,Ludovic Baal,2985.0,Left Midfield,2,Rennes,134,"['43b969e2-51ca-4ee8-a016-876bef04c9ca', '89ff64b9-bd63-4f5e-90a9-9bff3265ff25']",9,,,,,,,,,,,,,,,,Rennes,134,00:00:09.779,Pass,
,,,,,,,,,,,,,,,,0.654391,,,,,,,,,,,,,,,837f0752-2731-4911-9ca7-ff95ccab114a,23,,"[47.9, 25.1]",3900549,0,,,,,1.4536875,,Right Foot,,,"[48.7, 31.9]",,Ground Pass,,6.846897,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Kick Off,Cheikh M''Bengue,3424.0,Left Back,2,Rennes,134,['4693914a-e88c-4d4a-86fb-5ca3c77d0bc7'],11,,,,,,,,,,,,,,,,Rennes,134,00:00:11.630,Pass,
,,,,,,,,,,,,,,,,2.140473,,,,,,,,,,,,,,,ff73f51f-ff34-44bb-9dff-3211906c0711,26,,"[48.5, 31.9]",3900549,0,,,,,-2.6231074,,Right Foot,,,"[32.2, 22.6]",,Ground Pass,,18.766459,,,,Sylvain Armand,40699.0,,,,,,1,From Kick Off,Gélson da Conceição Tavares Fernandes,8672.0,Center Defensive Midfield,2,Rennes,134,['f40a46e4-c34a-4dae-b83b-f52a84674306'],12,,,,,,,,,,,,,,,,Rennes,134,00:00:12.820,Pass,
,,,,,,,,,,,,,,,,1.386463,,,,,,,,,,,,,,,8122dd41-f804-44bd-bf91-06a3df625891,29,,"[29.3, 23.2]",3900549,0,,,,,0.27829966,,Left Foot,,,"[42.6, 27.0]",,Ground Pass,,13.832209,,,,Benjamin André,2990.0,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,['a7eb3950-9b12-4d3e-93f2-394c68ee6995'],16,,,,,,,,,,,,,,,,Rennes,134,00:00:16.895,Pass,
,,,,,,,,,,,,,,,,1.540538,,,,,,,,,,,,,,,8f27c26d-a04a-4e8f-996f-13c557706aaa,32,,"[40.7, 26.2]",3900549,0,,,,,-2.8657868,,Right Foot,,,"[24.8, 21.7]",,Ground Pass,,16.524527,,,,Sylvain Armand,40699.0,,,,,,1,From Kick Off,Benjamin André,2990.0,Left Center Midfield,2,Rennes,134,"['76834935-0e9d-4d1a-a610-07035a5ef293', 'f97bb63b-2613-4a18-96a6-fbb6b366469f']",18,,,,,,,,,,,,,,,,Rennes,134,00:00:18.282,Pass,True
,,,,,,,,,,,,,,,,1.956657,,,,,,,,,,,,,,,223a5c97-96e9-4f68-a972-4b4f41fdbd33,35,,"[23.4, 20.5]",3900549,0,,,,,1.7511847,,Left Foot,,,"[17.4, 53.4]",,High Pass,,33.44264,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Kick Off,Sylvain Armand,40699.0,Left Center Back,2,Rennes,134,['a6391f39-0ad2-4181-8f21-960a36ac9fb3'],20,,,,,,,,,,,,,,,,Rennes,134,00:00:20.865,Pass,
,,,,,,,,,,,,,,,,1.766469,,,,,,,,,,,,,,,6e583e1b-f1c9-4da3-8121-7b9d1fbe7639,38,,"[20.4, 59.8]",3900549,0,,,,,0.97648066,,Right Foot,,,"[32.7, 78.0]",,Ground Pass,,21.966566,,,,Romain Danzé,4475.0,,,,,,1,From Kick Off,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,2,Rennes,134,['7fc61af2-65d5-40ea-96c8-dfee00b8b38e'],24,,,,,,,,,,,,,,,,Rennes,134,00:00:24.353,Pass,
,,,,,,,,,,,,,,,,1.735062,,,,,,,,,,,,,,,28004bab-f0f0-4e96-8dca-70cb13295b45,41,,"[37.1, 78.6]",3900549,0,,,,,-2.5111911,,Right Foot,,,"[22.3, 67.8]",,Ground Pass,,18.321571,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Kick Off,Romain Danzé,4475.0,Right Back,2,Rennes,134,['edfbb538-1cd5-48cb-985a-532ca62ac12d'],26,,,,,,,,,,,,,,,,Rennes,134,00:00:26.569,Pass,
,,,,,,,,,,,,,,,,2.278728,,,,,,,,,,,,,,,c1ea6428-0723-40c8-aec2-73c37647d19c,45,,"[21.9, 66.8]",3900549,0,,,,,-2.3786626,,Right Foot,,,"[3.7, 49.4]",,Ground Pass,,25.179358,,,,Benoît Guy Robert Costil,3354.0,,,,,,1,From Kick Off,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,2,Rennes,134,"['46d19ab6-7922-4268-bd1e-1472c17adcef', 'cc437e85-2e21-4890-abc9-d528fbaf38a2']",28,,,,,,,,,,,,,,,,Rennes,134,00:00:28.595,Pass,True
,,,,,,,,,,,,,,,,1.827693,,,,,,,,,,,,,,,9f212ccb-9e6a-478a-a459-04810ab26caf,47,,"[3.7, 49.4]",3900549,0,,,,,0.9174916,,Right Foot,,,"[22.3, 73.7]",,Ground Pass,,30.60147,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Kick Off,Benoît Guy Robert Costil,3354.0,Goalkeeper,2,Rennes,134,['ee4f9747-1598-4a42-89b5-1daa1ae64a97'],30,,,,,,,,,,,,,,,,Rennes,134,00:00:30.873,Pass,
,,,,,,,,,,,,,,,,1.14077,,,,,,,,,,,,,,,adffec45-831f-4b11-a002-72dc1bb53716,50,,"[28.9, 74.2]",3900549,0,,,,,0.21109334,,Right Foot,,,"[44.3, 77.5]",,Ground Pass,,15.749603,,,,Romain Danzé,4475.0,,,,,,1,From Kick Off,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,2,Rennes,134,['1cc3f518-831f-400f-8c45-9ea3284e915b'],34,,,,,,,,,,,,,,,,Rennes,134,00:00:34.141,Pass,
,,,,,,,,,,,,,,,,0.666479,,,,,,,,,,,,,,,3cad1d53-fb53-4811-a3c5-b92bbbbafb0d,53,,"[45.1, 77.3]",3900549,0,,,,,-1.1640493,,Right Foot,,,"[47.9, 70.8]",,Ground Pass,,7.077429,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,1,From Kick Off,Romain Danzé,4475.0,Right Back,2,Rennes,134,['46c9dca0-537a-47b3-928e-9cbf06f5238e'],36,,,,,,,,,,,,,,,,Rennes,134,00:00:36.208,Pass,
,,,,,,,,,,,,,,,,1.480123,,,,,,,,,,,,,,,23f374a9-e91c-44cf-84ae-04f0a7ff1b56,57,,"[47.7, 71.0]",3900549,0,,,,,-2.4551072,,Left Foot,,,"[40.5, 65.1]",,Ground Pass,,9.3085985,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Kick Off,Juan Fernando Quintero Paniagua,5692.0,Right Center Midfield,2,Rennes,134,"['27a9045f-4526-485e-9935-6918ff5122bd', 'b0b93291-d93f-4350-817c-d5915728d3f0']",36,,,,,,,,,,,,,,,,Rennes,134,00:00:36.913,Pass,True
,,,,,,,,,,,,,,,,0.526394,,,,,,,,,,,,,,,608b3ae8-69da-44d9-9f18-e57affd27273,59,,"[41.8, 66.1]",3900549,0,,,,,0.4214192,,Right Foot,,,"[44.7, 67.4]",,Ground Pass,,3.1780498,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,1,From Kick Off,Gélson da Conceição Tavares Fernandes,8672.0,Center Defensive Midfield,2,Rennes,134,['82268331-597e-4c55-aa6f-3a82bbf2f036'],38,,,,,,,,,,,,,,,,Rennes,134,00:00:38.393,Pass,
,,,,,,,,,,,,,,,,1.134579,,,,,,,,,,,,,,,a1a1254f-6349-4e36-abad-427b13d4343a,64,,"[68.2, 57.0]",3900549,0,,,,,-2.03869,,Left Foot,,,"[58.7, 38.2]",,Ground Pass,,21.06395,,,,Benjamin André,2990.0,,,,,,1,From Kick Off,Juan Fernando Quintero Paniagua,5692.0,Right Center Midfield,2,Rennes,134,"['136c72d0-be61-4602-9537-dad2d8d9acb2', '590f7981-1e96-4679-aedf-b4c7f3f4502f']",45,,,,,,,,,,,,,,,,Rennes,134,00:00:45.333,Pass,True
,,,,,,,,,,,,,,,,2.463653,,,,,,,,,,,,,,,e3e1ebe5-44c2-4fcb-ab05-a1305f27e315,67,,"[62.3, 40.1]",3900549,0,,,,,-0.91091776,,Right Foot,,,"[90.0, 4.4]",,High Pass,,45.186058,,,,Ludovic Baal,2985.0,,,,,,1,From Kick Off,Benjamin André,2990.0,Left Center Midfield,2,Rennes,134,['868b93ea-19f7-4bac-9479-32175e7b817e'],47,,,,,,,,,,,,,,,,Rennes,134,00:00:47.905,Pass,
,,,,,,,,,,,,,,,,1.112623,,,,,,,,,,,,,,,600f45ae-0042-4f83-b95e-b2fd3c08f5c7,69,,"[90.0, 4.4]",3900549,0,,,,,-2.64425,,Head,,,"[83.0, 0.6]",,High Pass,,7.964923,,Out,,Cheikh M''Bengue,3424.0,,,,,,1,From Kick Off,Ludovic Baal,2985.0,Left Midfield,2,Rennes,134,['11ff15c3-0e7b-4975-a9b8-cdb5c1a70b0c'],50,,,,,,,,,,,,,,,,Rennes,134,00:00:50.409,Pass,
,,,,,,,,,,,,,,,,1.144467,,,,,,,,,,,,,,,eae962e2-f8b1-41ac-96d5-01d4d551bcbb,71,,"[36.1, 80.0]",3900549,1,,True,,,-0.16514868,,,,,"[61.9, 75.7]",,High Pass,,26.155878,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Kévin Malcuit,4382.0,Right Back,3,Saint-Étienne,135,['ef2ab950-fcbc-4ac8-9656-9522a784cf84'],4,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:04.372,Pass,
,,,,,,,,,,,,,,,,2.243222,,,,,,,,,,,,,,,ef2ab950-fcbc-4ac8-9656-9522a784cf84,72,,"[58.2, 4.4]",3900549,1,,,,,0.18629612,,Left Foot,,,"[77.3, 8.0]",,High Pass,,19.436306,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,Recovery,1,From Throw In,Ludovic Baal,2985.0,Left Midfield,3,Saint-Étienne,135,"['3c282d4c-2e7c-48f6-8543-fa3848201bf7', 'eae962e2-f8b1-41ac-96d5-01d4d551bcbb', 'edd43f3d-70a0-40e6-a6ae-5f0d35e4a9e9']",5,,,,,,,,,,,,,,,,Rennes,134,00:01:05.516,Pass,
,,,,,,,,,,,,,,,,1.235558,,,,,,,,,,,,,,,3c282d4c-2e7c-48f6-8543-fa3848201bf7,74,,"[42.8, 72.1]",3900549,1,,,,,0.49221125,,Right Foot,,,"[56.6, 79.5]",,High Pass,,15.658863,,Out,,Romain Hamouma,4260.0,,,,,Recovery,1,From Throw In,Moustapha Bayal Sall,401468.0,Right Center Back,3,Saint-Étienne,135,"['56883503-4cea-4524-927a-3e502bf905e6', 'ef2ab950-fcbc-4ac8-9656-9522a784cf84']",7,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:07.759,Pass,
,,,,,,,,,,,,,,,,1.790747,,,,,,,,,,,,,,,17342d9f-ba2d-4c3d-bdbc-2cf4a517eb42,76,,"[60.1, 0.1]",3900549,1,,True,,,1.9933437,,,,,"[41.8, 40.8]",,Low Pass,,44.62488,,,,Gélson da Conceição Tavares Fernandes,8672.0,,True,,,Throw-in,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,4,Rennes,134,['cc5ff2d3-0455-4544-b325-f038ef58a635'],20,,,,,,,,,,,,,,,,Rennes,134,00:01:20.378,Pass,
,,,,,,,,,,,,,,,,1.214919,,,,,,,,,,,,,,,478e15d3-1624-4ef8-a2ae-331a218cd2a9,79,,"[41.3, 52.0]",3900549,1,,,,,1.8304964,,Right Foot,,,"[35.8, 72.7]",,Ground Pass,,21.418217,,,,Romain Danzé,4475.0,,,,,,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Center Defensive Midfield,4,Rennes,134,"['090b34ad-eefd-4a5a-b5de-45ec26f06767', 'ec6859eb-421b-4f2c-8aa2-a1058bcd6963']",22,,,,,,,,,,,,,,,,Rennes,134,00:01:22.946,Pass,True
,,,,,,,,,,,,,,,,4.074038,,,,,,,,,,,,,,,c70c3fe2-20d1-4281-b8d6-6dd4c1def367,82,,"[36.0, 75.4]",3900549,1,,,,,-0.1692291,,Right Foot,,,"[91.6, 65.9]",,High Pass,,56.40576,,Incomplete,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,,1,From Throw In,Romain Danzé,4475.0,Right Back,4,Rennes,134,"['0e39395a-6870-48a4-8714-2ac229dd4e3a', 'fe8791fa-80a9-4333-bd29-87cebcd72bd8']",25,,,,,,,,,,,,,,,,Rennes,134,00:01:25.249,Pass,
,,,,,,,,,,,,,,,,1.342568,,,,,,,,,,,,,,,0e39395a-6870-48a4-8714-2ac229dd4e3a,84,,"[28.5, 14.2]",3900549,1,,,,,-0.8446893,,Left Foot,,,"[38.8, 2.6]",,High Pass,,15.5128975,,,,Pierre-Yves Polomat,7347.0,,,,,Recovery,1,Regular Play,Loïc Perrin,4263.0,Left Center Back,5,Saint-Étienne,135,"['c70c3fe2-20d1-4281-b8d6-6dd4c1def367', 'e6ca18ef-ae3d-45d5-a8d1-a7d887a98517']",29,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:29.323,Pass,
,,,,,,,,,,,,,,,,0.742274,,,,,,,,,,,,,,,5a39ca51-d6f6-44e3-bdd7-e9bfffea3f68,90,,"[60.4, 0.1]",3900549,1,,,,,0.2746939,,,,,"[71.4, 3.2]",,Low Pass,,11.428473,,,,Vincent Pajot,3414.0,,,,,Throw-in,1,From Throw In,Pierre-Yves Polomat,7347.0,Left Back,6,Saint-Étienne,135,['2c244c4e-b3c2-4c2d-8d2a-df4b5883fed5'],43,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:43.709,Pass,
,,,,,,,,,,,,,,,,1.09611,,,,,,,,,,,,,,,858a7e76-f9f8-4dc2-b572-e2a6cea62c49,94,,"[68.0, 2.8]",3900549,1,,,,,-3.0345652,,Right Foot,,,"[55.9, 1.5]",,Ground Pass,,12.169634,,,,Pierre-Yves Polomat,7347.0,,,,,,1,From Throw In,Vincent Pajot,3414.0,Left Defensive Midfield,6,Saint-Étienne,135,"['3f44e464-73bd-4cf8-9a15-91bbee959302', '59328987-070f-4ce9-a44c-50217a918c35']",45,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:45.356,Pass,True
,,,,,,,,,,,,,,,,1.253881,,,,,,,,,,,,,,,0cde75ec-5aec-45b9-9b77-1184fdd12f0b,97,,"[55.5, 1.7]",3900549,1,,,,,3.0759935,,Left Foot,,,"[41.8, 2.6]",,Ground Pass,,13.72953,,,,Loïc Perrin,4263.0,,,,,,1,From Throw In,Pierre-Yves Polomat,7347.0,Left Back,6,Saint-Étienne,135,['02465043-2138-4a02-be37-f9ebeb93d489'],47,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:47.257,Pass,
,,,,,,,,,,,,,,,,1.978792,,,,,,,,,,,,,,,1ec561cd-24a3-4f3c-8683-45bb74abcd7d,100,,"[29.7, 2.3]",3900549,1,,,,,2.0750506,,Right Foot,,,"[13.2, 32.2]",,Ground Pass,,34.15055,,,,Stéphane Ruffier,4259.0,,,,,,1,From Throw In,Loïc Perrin,4263.0,Left Center Back,6,Saint-Étienne,135,['53e52844-d6b5-4710-828b-4d8882ca250d'],49,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:49.650,Pass,
,,,,,,,,,,,,,,,,2.023312,,,,,,,,,,,,,,,b57fcebd-5b76-4df4-ae1b-16dd4add3ee0,103,,"[13.7, 34.9]",3900549,1,,,,,1.0813242,,Right Foot,,,"[25.1, 56.3]",,Ground Pass,,24.24706,,,,Moustapha Bayal Sall,401468.0,,,,,,1,From Throw In,Stéphane Ruffier,4259.0,Goalkeeper,6,Saint-Étienne,135,['7623f0f8-7c82-4d52-8c06-391541edd256'],52,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:52.878,Pass,
,,,,,,,,,,,,,,,,1.734913,,,,,,,,,,,,,,,64a5553c-f257-4b2f-9c3c-14370256a679,106,,"[63.3, 63.4]",3900549,2,,,,,-0.8260734,,Right Foot,,,"[79.8, 45.5]",,High Pass,,24.344608,,,,Renaud Cohade,3200.0,,,,,,1,From Throw In,Moustapha Bayal Sall,401468.0,Right Center Back,6,Saint-Étienne,135,['42fba807-d2c4-4fba-ae2b-3749a9286097'],1,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:01.491,Pass,
