50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.320169,,,,,,,,,,,bff397ff-1410-4da6-9a0c-74415af3ee3e,17,,"[32.8, 63.1]",3900624,0,,,,,-1.5557113,,Right Foot,,,,"[33.5, 16.7]",,Ground Pass,,46.40528,,,Samuel Yves Umtiti,5492.0,,True,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,['cdd782c1-a077-4ca1-bfdf-59637bbbfba1'],9,,,,,,,,,,,,,,,,,Lyon,137,00:00:09.259,Pass,
,,,,,,,,,,,,,,,,,2.085044,,,,,,,,,,,8cdf4143-0266-443b-9d09-c61d6f4359b1,20,,"[33.5, 16.7]",3900624,0,,,,,1.4997418,,Left Foot,,,,"[35.5, 44.8]",,Ground Pass,,28.171085,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,['c601df3b-b619-4ba3-89c7-ade295ea9717'],12,,,,,,,,,,,,,,,,,Lyon,137,00:00:12.166,Pass,
,,,,,,,,,,,,,,,,,2.177094,,,,,,,,,,,4bccfddc-9153-48ad-ae8a-b6790424c5bd,23,,"[35.7, 43.8]",3900624,0,,,,,-1.3326825,,Right Foot,,,,"[43.2, 12.9]",,Ground Pass,,31.79717,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,['5a6feca6-470f-48fc-9aed-3bb15a9766b2'],17,,,,,,,,,,,,,,,,,Lyon,137,00:00:17.741,Pass,
,,,,,,,,,,,,,,,,,0.861161,,,,,,,,,,,b11cbb22-990c-4a03-91c3-f45ab402b3cc,26,,"[52.8, 12.9]",3900624,0,,,,,0.23964822,,Left Foot,,,,"[74.9, 18.3]",,Ground Pass,,22.750164,,,Alexandre Lacazette,3451.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,['e1502b52-8ba8-4e00-8166-78ee7d9ab293'],22,,,,,,,,,,,,,,,,,Lyon,137,00:00:22.885,Pass,
,,,,,,,,,,,,,,,,,1.492096,,,,,,,,,,,6be1b7f4-3424-4fbe-8258-7377612ff5d0,28,,"[75.4, 18.9]",3900624,0,,,,,-1.4959365,,Right Foot,,,,"[76.3, 6.9]",,Ground Pass,,12.033703,,,Mathieu Valbuena,18868.0,,,,,,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['08aef25c-169d-4439-bec5-e1164140339f'],23,,,,,,,,,,,,,,,,,Lyon,137,00:00:23.746,Pass,
,,,,,,,,,,,,,,,,,1.208753,,,,,,,,,,,044e79cc-9128-4b3b-b564-258f190a3924,31,,"[76.3, 6.9]",3900624,0,,,,,1.9749608,,Right Foot,,,,"[69.2, 23.5]",,Ground Pass,,18.05464,Incomplete,,Corentin Tolisso,5480.0,,,,,,1,From Kick Off,Mathieu Valbuena,18868.0,Left Wing,2,Lyon,137,"['ce0486b0-8b6b-492e-a8ab-ffeace72090d', 'ecff9a84-627d-4dd6-ad87-957e2c86aa31']",26,,,,,,,,,,,,,,,,,Lyon,137,00:00:26.128,Pass,
,,,,,,,,,,,True,,,,,,1.929598,,,,,,,,,,,ecff9a84-627d-4dd6-ad87-957e2c86aa31,34,,"[50.9, 56.6]",3900624,0,,,,,1.8873656,,Right Foot,,,,"[49.0, 62.4]",,Ground Pass,,6.1032777,,,Cheikh N''Doye,5676.0,,,,,Interception,1,Regular Play,Mohamed Lamine Yattara,7337.0,Center Forward,3,Angers,145,"['044e79cc-9128-4b3b-b564-258f190a3924', '947ea2a7-98f5-4611-abe6-19857e5e6e84', '9a27b116-8c34-4281-8bc5-0ced1b21b57e']",27,,,,,,,,,,,,,,,,,Angers,145,00:00:27.337,Pass,True
,,,,,,,,,,,,,,,,,2.614189,,,,,,,,,,,b63c478d-b551-4098-b626-7d40b4938576,37,,"[51.4, 64.4]",3900624,0,,,,,0.41241044,,Right Foot,,,,"[69.0, 72.1]",,Ground Pass,,19.210674,,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,3,Angers,145,['624f6332-144a-41d9-bba1-4adc11f58426'],30,,,,,,,,,,,,,,,,,Angers,145,00:00:30.447,Pass,
,,,,,,,,,,,,,,,,,2.219518,,,,,,,,,,,67383385-5a44-4701-bd3a-e41e14eeb1e8,40,,"[91.8, 75.1]",3900624,0,,,,,-3.081201,,Right Foot,,,,"[70.3, 73.8]",,Ground Pass,,21.539267,,,Gaël Angoula,401482.0,,,,,,1,Regular Play,Gilles Sunu,3111.0,Right Wing,3,Angers,145,['ffe88263-04a3-492d-8f1b-cc8b684afddd'],36,,,,,,,,,,,,,,,,,Angers,145,00:00:36.151,Pass,
,,,,,,,,,,,,,,,,,1.001128,,,,,,,,,,,599aaf09-1247-4569-b270-8a5053867b60,43,,"[68.5, 72.9]",3900624,0,,,,,-2.7894647,,Right Foot,,,,"[47.0, 65.0]",,Ground Pass,,22.905458,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Gaël Angoula,401482.0,Right Back,3,Angers,145,['54c292cd-e8c4-42b1-9870-da23c91caea7'],39,,,,,,,,,,,,,,,,,Angers,145,00:00:39.498,Pass,
,,,,,,,,,,,,,,,,,2.623742,,,,,,,,,,,22d3ea52-d8da-4923-a325-f06c90799ded,46,,"[47.0, 65.0]",3900624,0,,,,,-1.7189238,,Right Foot,,,,"[40.3, 20.1]",,Ground Pass,,45.397137,,,Romain Thomas,3549.0,,True,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,3,Angers,145,['cdd93431-4e67-40a1-ba41-0c65272db443'],41,,,,,,,,,,,,,,,,,Angers,145,00:00:41.593,Pass,
,,,,,,,,,,,,,,,,,1.399773,,,,,,,,,,,00c499c7-83d5-4f0d-8c2d-b6bcb654d54b,49,,"[43.0, 20.6]",3900624,0,,,,,-0.8808171,,Right Foot,,,,"[56.7, 4.0]",,Ground Pass,,21.523243,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['1fdd6d31-e7ce-4120-9469-249ec98f753c'],45,,,,,,,,,,,,,,,,,Angers,145,00:00:45.031,Pass,
,,,,,,,,,,,,,,,,,0.759325,,,,,,,,,,,22df23f0-0145-4051-8cbd-d1c2d6a118e5,53,,"[49.5, 6.7]",3900624,0,,,,,1.9571335,,Right Foot,,,,"[47.1, 12.6]",,Ground Pass,,6.369458,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,3,Angers,145,"['6822e1ee-e289-472d-95c7-2aef12785b11', 'cc91c947-0ca4-4afe-91c5-11732bd9e060']",49,,,,,,,,,,,,,,,,,Angers,145,00:00:49.614,Pass,True
,,,,,,,,,,,,,,,,,1.683063,,,,,,,,,,,2ab9ec0f-61cc-4529-93cb-7e006ac0dfa3,57,,"[47.0, 11.9]",3900624,0,,,,,-0.33230117,,Left Foot,,,,"[72.5, 3.1]",,High Pass,,26.975729,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,3,Angers,145,"['01603f62-cb83-42d3-a9ec-f4cefaeea673', '206269ef-87d0-4924-8b6c-1664a0aea068']",50,,,,,,,,,,,,,,,,,Angers,145,00:00:50.453,Pass,True
,,,,,,,,,,,,,,,,,1.310439,,,,,,,,,,,860aa498-f73d-47a9-9e55-3e50da0a6ddc,63,,"[55.0, 75.6]",3900624,0,,True,,,-2.6845238,,Right Foot,,,,"[48.9, 72.6]",,Ground Pass,,6.797794,,,Maxime Gonalons,6982.0,,,,,Recovery,1,Regular Play,Rachid Ghezzal,3372.0,Right Wing,5,Lyon,137,['088bca5d-f0a5-4a0b-ac44-625e2b191603'],54,,,,,,,,,,,,,,,,,Lyon,137,00:00:54.862,Pass,
,,,,,,,,,,,,,,,,,0.849348,,,,,,,,,,,da291612-7dad-4322-8bfa-67b7dbd96ae5,71,,"[48.6, 69.6]",3900624,0,,,,,-1.4173168,,Right Foot,,,,"[51.4, 51.5]",,Ground Pass,,18.315294,,,Corentin Tolisso,5480.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,5,Lyon,137,"['53bb0bf5-e2c6-4159-8789-a28f69d57994', 'd152c8ca-87e2-4949-9f88-5f70f359809c']",57,,,,,,,,,,,,,,,,,Lyon,137,00:00:57.405,Pass,True
,,,,,,,,,,,,,,,,,0.763056,,,,,,,,,,,947ac786-cc70-4d6b-b517-04a32921dc45,74,,"[51.4, 51.5]",3900624,0,,,,,1.0738277,,Right Foot,,,,"[57.8, 63.3]",,Ground Pass,,13.42386,,,Clément Grenier,3361.0,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,5,Lyon,137,['eb805864-3590-4d9f-ae59-0779366c0c78'],58,,,,,,,,,,,,,,,,,Lyon,137,00:00:58.285,Pass,
,,,,,,,,,,,,,,,,,1.062159,,,,,,,,,,,6c4f7eeb-5dc1-43a9-b641-49030ffb1692,77,,"[57.6, 62.5]",3900624,1,,,,,-1.1959556,,Right Foot,,,,"[64.8, 44.2]",,Ground Pass,,19.665451,,,Mathieu Valbuena,18868.0,,,,,,1,Regular Play,Clément Grenier,3361.0,Right Center Midfield,5,Lyon,137,['7e0838bb-5756-410b-b31e-c8c19b85167c'],0,,,,,,,,,,,,,,,,,Lyon,137,00:01:00.027,Pass,
,,,,,,,,,,,,,,,,,1.393501,,,,,,,,,,,66749335-19ab-42a5-8466-9d21aaf2678a,94,,"[41.0, 38.1]",3900624,1,,,,,-2.56558,,Left Foot,,,,"[31.3, 31.8]",,Ground Pass,,11.566331,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,5,Lyon,137,['3476a3a3-0083-4500-831c-db805e381dbf'],9,,,,,,,,,,,,,,,,,Lyon,137,00:01:09.689,Pass,
,,,,,,,,,,,,,,,,,2.413162,,,,,,,,,,,dcb5cdc0-c4c8-4b7f-9125-dcddbc961f7b,96,,"[30.5, 30.5]",3900624,1,,,,,0.5886635,,Left Foot,,,,"[65.4, 53.8]",,High Pass,,41.963078,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,5,Lyon,137,['2162e40b-2641-40dc-a5dd-f8a4f4ee4a3f'],11,,,,,,,,,,,,,,,,,Lyon,137,00:01:11.082,Pass,
,,,,,,,,,,,,,,,,,0.130947,,,,,,,,,,,d06e0778-9c46-460c-a5cf-618415f0113a,101,,"[56.4, 55.4]",3900624,1,,,,,-3.0606885,,Right Foot,,,,"[52.7, 55.1]",,Ground Pass,,3.7121422,Incomplete,,Clément Grenier,3361.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,5,Lyon,137,"['24fc978d-d2e1-471a-af5f-1ba0af772787', 'e95a6b35-4bb0-4a3f-845d-7dab1cac776d', 'f50f69b6-5fff-4a54-93bd-7469491da3a2']",14,,,,,,,,,,,,,,,,,Lyon,137,00:01:14.295,Pass,True
,,,,,,,,,,,,,,,,,0.541171,,,,,,,,,,,14b4f7ae-50c0-4860-ac3d-77c1c6bc34a8,108,,"[37.2, 60.8]",3900624,1,,,,,2.2367656,,Left Foot,,,,"[36.1, 62.2]",,Ground Pass,,1.7804494,,,Alexandre Lacazette,3451.0,,,,,Recovery,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,5,Lyon,137,['368aecff-2ec4-48e8-8438-f4b5a85dcf9a'],17,,,,,,,,,,,,,,,,,Lyon,137,00:01:17.978,Pass,
,,,,,,,,,,,,,,,,,0.905242,,,,,,,,,,,d9b64eb9-2543-4bb4-aa36-9efb49717b25,110,,"[36.1, 62.2]",3900624,1,,,,,0.60228735,,Left Foot,,,,"[37.7, 63.3]",,Ground Pass,,1.9416488,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,5,Lyon,137,['5869d2e4-3fc2-4dd5-896e-a2f57660dce6'],18,,,,,,,,,,,,,,,,,Lyon,137,00:01:18.520,Pass,
,,,,,,,,,,,,,,,,,1.015653,,,,,,,,,,,4eeabb39-1075-4b40-a55f-7f3811184b6f,113,,"[37.7, 63.3]",3900624,1,,,,,1.4084449,,Right Foot,,,,"[39.6, 74.9]",,Ground Pass,,11.754574,,,Clément Grenier,3361.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,5,Lyon,137,['b5d5600e-7a5a-4852-89a0-a039986be486'],22,,,,,,,,,,,,,,,,,Lyon,137,00:01:22.526,Pass,
,,,,,,,,,,,,,,,,,0.799078,,,,,,,,,,,ae09a98c-e831-4b8b-b07a-dc7ba54eef8f,115,,"[39.6, 74.9]",3900624,1,,,,,-3.0111895,,Left Foot,,,,"[33.5, 74.1]",,Ground Pass,,6.1522355,,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Clément Grenier,3361.0,Right Center Midfield,5,Lyon,137,['f8e00cc6-1f56-4f70-9316-ee86f39fb9dc'],23,,,,,,,,,,,,,,,,,Lyon,137,00:01:23.541,Pass,
,,,,,,,,,,,,,,,,,1.096652,,,,,,,,,,,742c0ec9-120e-485e-bf47-7ed50ed585f4,118,,"[32.7, 75.3]",3900624,1,,,,,-0.24378392,,Right Foot,,,,"[52.4, 70.4]",,Ground Pass,,20.300247,Incomplete,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Christophe Jallet,4410.0,Right Back,5,Lyon,137,"['520aeca4-bde0-4f50-b821-b9d50ed22e03', 'f71c5ec6-2805-412d-babc-8ff497d3b32a']",24,,,,,,,,,,,,,,,,,Lyon,137,00:01:24.340,Pass,
,,,,,,,,,,,,,,,,,0.454446,,,,,,,,,,,520aeca4-bde0-4f50-b821-b9d50ed22e03,120,,"[67.7, 9.7]",3900624,1,,,,,0.9707461,,Right Foot,,,,"[69.0, 11.6]",,Ground Pass,,2.302173,,,Romain Saïss,5219.0,,,,,Interception,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Lyon,137,"['63988fdf-4088-45c6-b00d-f0f9b318c61d', '742c0ec9-120e-485e-bf47-7ed50ed585f4']",25,,,,,,,,,,,,,,,,,Angers,145,00:01:25.437,Pass,
,,,,,,,,,,,,,,,,,2.45729,,,,,,,,,,,8e9ec1c4-4465-412e-a4b8-9bdfb41ae65d,128,,"[62.8, 65.0]",3900624,1,,,,,-0.073460646,,Right Foot,,,,"[85.9, 63.3]",,Ground Pass,,23.16247,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,5,Lyon,137,['382ec260-88c3-444c-bbd9-07152a31bbcc'],31,,,,,,,,,,,,,,,,,Lyon,137,00:01:31.134,Pass,
,,,,,,,,,,,,,,,,,0.938527,,,,,,,,,,,00de4f8c-e495-440f-8565-6d9c77e3369f,131,,"[110.0, 59.2]",3900624,1,,,,,-1.9142041,4ac7a77d-4a14-4572-b98a-92b00e80eff3,Left Foot,True,,,"[104.1, 42.7]",,Ground Pass,,17.523129,,,Corentin Tolisso,5480.0,True,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Wing,5,Lyon,137,['875b519d-236b-41c5-97cf-1826d5425a08'],37,,,,,,,,,,,,,,,,,Lyon,137,00:01:37.623,Pass,
,,,,,,,,,,,,,,,,,0.556101,,,,,,,,,,,e6c4f4d6-f550-458b-84dd-06501a55c778,136,,"[120.0, 80.0]",3900624,1,,,,,-2.1926205,,Left Foot,,,,"[115.7, 74.0]",,Ground Pass,,7.3817344,,,Mathieu Valbuena,18868.0,,,,,Corner,1,From Corner,Rachid Ghezzal,3372.0,Right Wing,6,Lyon,137,['80d6ad95-ad1f-4217-8431-e505e67f1ae4'],55,,,,,,,,,,,,,,,,,Lyon,137,00:01:55.312,Pass,
,,,,,,,,,,,,,,,,,1.565984,,,,,,,,,,,32703e4b-6c7f-4cde-b37b-ea7f0e48e497,139,,"[115.7, 73.7]",3900624,1,,,,,-1.7424244,,Right Foot,True,,,"[109.2, 36.2]",,High Pass,,38.059166,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Corner,Mathieu Valbuena,18868.0,Left Wing,6,Lyon,137,['05effbaf-70ed-4ade-9038-3842efea679d'],57,,,,,,,,,,,,,,,,,Lyon,137,00:01:57.972,Pass,
,,,,,,,,,,,,,,,,,2.270845,,,,,,,,,,,e452887f-d39a-422a-8852-ba4542e26a25,145,,"[110.5, 74.9]",3900624,2,,,,,-2.4851577,,Right Foot,,,,"[90.9, 59.8]",,Ground Pass,,24.74207,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Corner,Mathieu Valbuena,18868.0,Left Wing,6,Lyon,137,['c5c4e142-e3a7-4c39-bb28-4ee8f085a6f4'],6,,,,,,,,,,,,,,,,,Lyon,137,00:02:06.394,Pass,
,,,,,,,,,,,,,,,,,3.63034,,,,,,,,,,,3e9baac2-ba0d-4341-aa85-66975b308095,148,,"[91.9, 59.8]",3900624,2,,,,,-0.752322,,Right Foot,,,,"[120.0, 33.5]",,High Pass,,38.48766,Out,,,,,,,,,1,From Corner,Mapou Yanga-Mbiwa,4463.0,Right Center Back,6,Lyon,137,,8,,,,,,,,,,,,,,,,,Lyon,137,00:02:08.705,Pass,
,,,,,,,,,,,,,,,,,3.19069,,,,,,,,,,,f1003872-3442-4c32-a023-01d8c697dba7,149,,"[6.0, 44.0]",3900624,2,,,,,0.28816167,,Right Foot,,,,"[70.1, 63.0]",,High Pass,,66.856636,,,Gilles Sunu,3111.0,,,,,Goal Kick,1,From Goal Kick,Alexandre Letellier,3432.0,Goalkeeper,7,Angers,145,['f698c7ba-ddb3-4991-bca1-691de2490ac6'],32,,,,,,,,,,,,,,,,,Angers,145,00:02:32.944,Pass,
