50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,1.060814,,,,,,,,,,,,,,,,2e13a236-01e6-4475-b7b9-96792388db7f,14,,"[11.0, 0.1]",3829467,0,,True,,,0.5633163,,,,,"[18.6, 4.9]",,Low Pass,,8.988882,,,,Joris Marveaux,7590.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,3,Montpellier,139,['623e1259-df64-4e86-86cd-4e1f69548b4d'],16,,,,,,,,,,,,,,,,Montpellier,139,00:00:16.822,Pass,
,,,,,,,,,,,,,,,,,,,,,1.049504,,,,,,,,,,,,,,,,e3b6a543-518b-4c87-80b0-8e8967bf8653,16,,"[18.6, 4.9]",3829467,0,,,,,-2.3923233,,Right Foot,,,"[14.3, 0.9]",,Ground Pass,,5.872819,,,,Jérôme Roussillon,3676.0,,,,,,1,From Throw In,Joris Marveaux,7590.0,Left Defensive Midfield,3,Montpellier,139,['5a3f2401-9bbd-49ff-9efa-8ea3a25a5444'],17,,,,,,,,,,,,,,,,Montpellier,139,00:00:17.923,Pass,
,,,,,,,,,,,,,,,,,,,,,1.462867,,,,,,,,,,,,,,,,dc394844-b419-4642-b144-de7b48337a05,20,,"[14.9, 0.6]",3829467,0,,,,,0.084980026,,Left Foot,,,"[41.9, 2.9]",,High Pass,,27.097786,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,3,Montpellier,139,"['6303fc69-6242-456b-8182-db1f77530227', '8d7a6791-5e1b-4c77-b85f-6cfdc09ebece', 'f5521315-6e56-48ea-b168-3d92db1f9605']",19,,,,,,,,,,,,,,,,Montpellier,139,00:00:19.602,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.690523,,,,,,,,,,,,,,,,c541dfeb-f027-44e3-9729-f1bf4a7dc474,23,,"[34.7, 0.1]",3829467,0,,,,,0.028462064,,,,,"[62.8, 0.9]",,High Pass,,28.111385,,,,Jonas Martin,2950.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,4,Montpellier,139,['18e727d5-2b79-4cc1-b991-9bf823a3d3e3'],31,,,,,,,,,,,,,,,,Montpellier,139,00:00:31.605,Pass,
,,,,,,,,,,,,,,,,,,,,,1.316393,,,,,,,,,,,,,,,,920c07c0-5afa-4929-8021-00b47098f239,27,,"[63.0, 1.7]",3829467,0,,,,,-0.112202816,,Right Foot,,,"[70.1, 0.9]",,High Pass,,7.1449285,,,,Mustapha Yatabaré,30255.0,,,,,,1,From Throw In,Jonas Martin,2950.0,Left Wing,4,Montpellier,139,"['b89b36bf-9a4c-4ed3-9847-a09c415d92aa', 'c1a1ea30-2b12-40c4-b512-4ff8d652801b']",33,,,,,,,,,,,,,,,,Montpellier,139,00:00:33.937,Pass,True
,,,,,,,,,,,,,,,,,,,,,3.202987,,,,,,,,,,,,,,,,d86a7716-5356-4b95-8019-8df4d3963316,33,,"[69.9, 0.1]",3829467,0,,,,,0.28842956,,,,,"[97.2, 8.2]",,Low Pass,,28.476305,,,,Jonas Martin,2950.0,,,,,Throw-in,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,5,Montpellier,139,['3161d9c9-a2d2-4f67-a8a1-ea8a9fdc5904'],38,,,,,,,,,,,,,,,,Montpellier,139,00:00:38.630,Pass,
,,,,,,,,,,,,,,,,,,,,,0.108044,,,,,,,,,,,,,,,,6d2da29f-2f5b-404f-8e05-71a2dbfe47ef,37,,"[114.6, 22.1]",3829467,0,,,,,1.8588518,,Left Foot,,True,"[113.8, 24.8]",,Ground Pass,,2.8160255,,Incomplete,,,,,,,,,1,From Throw In,Jonas Martin,2950.0,Left Wing,5,Montpellier,139,"['0cd0ac93-532c-46a0-8487-ef532f48ecee', '272b887c-1d12-4850-931e-4c5c1b58e896']",44,,,,,,,,,,,,,,,,Montpellier,139,00:00:44.503,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.875853,,,,,,,,,,,,,,,,96e9e6b2-dd98-4a8d-a544-d96e34f101ed,39,,"[120.0, 0.1]",3829467,1,,,,,1.701315,b1c893c8-25c4-4749-8a81-4c623b87c31d,Left Foot,,,"[114.5, 42.0]",,High Pass,,42.259438,,,True,Joris Marveaux,7590.0,True,True,Outswinging,,Corner,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,6,Montpellier,139,['be58ff93-b4b0-4f4e-b252-69a1a9a54ca4'],12,,,,,,,,,,,,,,,,Montpellier,139,00:01:12.505,Pass,
,,,,,,,,,,,,,,,,,,,,,1.102469,,,,,,,,,,,,,,,,1538aa24-c959-4c29-9741-6aeaa4cb1b32,43,,"[6.7, 35.4]",3829467,1,,True,,,-0.46646056,,Drop Kick,,,"[63.5, 6.8]",,High Pass,,63.594025,,,,Hervé Bazile,2991.0,,,,,,1,From Keeper,Rémy Vercoutre,2963.0,Goalkeeper,8,Caen,140,['743cf245-335b-4321-9f49-3bd0ec47cf88'],27,,,,,,,,,,,,,,,,Caen,140,00:01:27.859,Pass,
,,,,,,,,,,,,,,,,,,,,,1.395,,,,,,,,,,,,,,,,026f7ff6-68fa-478a-a587-8e9910467bb3,50,,"[76.4, 0.1]",3829467,1,,,,,0.28567278,,,,,"[90.7, 4.3]",,Low Pass,,14.904026,,,,Andy Delort,3038.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,9,Caen,140,['fc329627-9ee3-4f61-9ad6-1663d4c41ee2'],36,,,,,,,,,,,,,,,,Caen,140,00:01:36.659,Pass,
,,,,,,,,,,,,,,,,,,,,,0.633035,,,,,,,,,,,,,,,,1c6665f6-bc24-409c-aa1a-27744ade5319,53,,"[91.1, 4.9]",3829467,1,,,,True,2.021866,,,,,"[88.0, 11.3]",,Low Pass,,7.1112585,,,,Hervé Bazile,2991.0,,,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,9,Caen,140,"['2f3a4ec6-9a9a-4464-baf9-0722b352f8fb', '8ed7e518-8afd-4a10-952a-823df188efe5']",38,,,,,,,,,,,,,,,,Caen,140,00:01:38.174,Pass,True
,,,,,,,,,,,,,,,,,,,,,3.153072,,,,,,,,,,,,,,,,84cfac40-4d02-44aa-bb4d-2262fdeded0e,57,,"[90.3, 11.1]",3829467,1,,,,,0.5147841,,Left Foot,,,"[120.0, 27.9]",,High Pass,,34.12228,,Out,,Vincent Bessat,2992.0,,,,,,1,From Throw In,Hervé Bazile,2991.0,Left Midfield,9,Caen,140,"['397c3254-d970-44fb-98d0-3cd6b9c63be3', '77edee2e-05ea-4b28-b2dc-00af159698b7']",39,,,,,,,,,,,,,,,,Caen,140,00:01:39.366,Pass,True
,,,,,,,,,,,,,,,,,,,,,3.357164,,,,,,,,,,,,,,,,879980f0-b3b6-4413-bfb4-059b1e82da30,59,,"[6.0, 36.0]",3829467,2,,,,,-0.31862232,,Right Foot,,,"[63.6, 17.0]",,High Pass,,60.652782,,Incomplete,,Mustapha Yatabaré,30255.0,,,,,Goal Kick,1,From Goal Kick,Jonathan Ligali,42428.0,Goalkeeper,10,Montpellier,139,"['12870c7b-5fe1-499e-9ef3-4d7bab027746', '62020aa3-d495-4033-b26e-983a4f4d4bb2']",12,,,,,,,,,,,,,,,,Montpellier,139,00:02:12.836,Pass,
,,,,,,,,,,,,,,,,,,,,,2.008036,,,,,,,,,,,,,,,,6214bf31-bed5-43d0-a6ac-eb076c9b9ba6,66,,"[16.1, 39.6]",3829467,2,,,,,0.447867,,Right Foot,,,"[44.2, 53.1]",,High Pass,,31.17467,,,,Bryan Dabo,3421.0,,,,,,1,From Goal Kick,Vitorino Hilton da Silva,3674.0,Right Center Back,10,Montpellier,139,"['31b6c586-0fb1-40e5-99e7-ff3db61cda76', '56557932-0570-4175-9449-241f75a0246c']",24,,,,,,,,,,,,,,,,Montpellier,139,00:02:24.037,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.286559,,,,,,,,,,,,,,,,8f06d0f2-3de4-4b1e-bc02-486268786350,68,,"[44.2, 53.1]",3829467,2,,,,,0.11065722,,Head,,,"[62.2, 55.1]",,High Pass,,18.110771,,,,Mustapha Yatabaré,30255.0,,,,,,1,From Goal Kick,Bryan Dabo,3421.0,Right Wing,10,Montpellier,139,['8ed15254-abf9-4058-a076-f9246b05e36c'],26,,,,,,,,,,,,,,,,Montpellier,139,00:02:26.045,Pass,
,,,,,,,,,,,,,,,,,,,,,0.711181,,,,,,,,,,,,,,,,c3f68053-74e8-4ee7-9a00-452c0a5f366d,71,,"[62.2, 55.1]",3829467,2,,,,,2.6934476,,Left Foot,,,"[57.0, 57.6]",,Ground Pass,,5.7697487,,,,Bryan Dabo,3421.0,,,,,,1,From Goal Kick,Mustapha Yatabaré,30255.0,Center Forward,10,Montpellier,139,['9477c626-f03d-4ec4-bbbb-01c448af23a1'],28,,,,,,,,,,,,,,,,Montpellier,139,00:02:28.458,Pass,
,,,,,,,,,,,,,,,,,,,,,1.695007,,,,,,,,,,,,,,,,73f7b697-8e73-47e8-9be6-dec47d0e7b03,74,,"[67.3, 54.3]",3829467,2,,,,,-2.0613432,,Right Foot,,,"[53.2, 27.9]",,Ground Pass,,29.929417,,,,Daniel Congré,3011.0,,,,,,1,From Goal Kick,Bryan Dabo,3421.0,Right Wing,10,Montpellier,139,['d3485930-08b6-407b-adec-a829cc540ef4'],33,,,,,,,,,,,,,,,,Montpellier,139,00:02:33.705,Pass,
,,,,,,,,,,,,,,,,,,,,,1.82973,,,,,,,,,,,,,,,,a6b5601e-1468-4427-9cc3-e5be8071d863,77,,"[60.1, 26.7]",3829467,2,,,,,-0.9807897,,Right Foot,,,"[75.5, 3.7]",,Ground Pass,,27.679596,,,,Jérôme Roussillon,3676.0,,,,,,1,From Goal Kick,Daniel Congré,3011.0,Left Center Back,10,Montpellier,139,['d473bd0d-27de-4a24-bc3a-335810af045c'],36,,,,,,,,,,,,,,,,Montpellier,139,00:02:36.799,Pass,
,,,,,,,,,,,,,,,,,,,,,1.859637,,,,,,,,,,,,,,,,a8bf1f95-1fc5-410e-bbeb-9b9f88c74852,81,,"[43.2, 80.0]",3829467,2,,,,,-2.376249,,,,,"[25.4, 62.9]",,Low Pass,,24.682991,,,,Dennis Appiah,22111.0,,,,,Throw-in,1,From Throw In,Ronny Rodelin,2955.0,Right Midfield,11,Caen,140,['c72899b5-8a6c-45d6-b151-067fc4293ba7'],43,,,,,,,,,,,,,,,,Caen,140,00:02:43.248,Pass,
,,,,,,,,,,,,,,,,,,,,,2.701911,,,,,,,,,,,,,,,,876ae878-acd5-409c-ab4e-2354ea0ce3e9,84,,"[34.0, 70.2]",3829467,2,,,,,-0.14124784,220883b2-7920-41e6-8055-2f52d92c69d7,Right Foot,,,"[98.7, 61.0]",,High Pass,,65.35082,,,,Andy Delort,3038.0,True,,,,,1,From Throw In,Dennis Appiah,22111.0,Right Back,11,Caen,140,['5904439f-1fd0-498a-b450-dbc66243e335'],49,,,,,,,,,,,,,,,,Caen,140,00:02:49.267,Pass,
,,,,,,,,,,,,,,,,,,,,,1.908466,,,,,,,,,,,,,,,,3a568c13-1b28-477b-8d51-3e143e8f2ec2,90,,"[8.3, 39.4]",3829467,2,,True,,,0.22998448,,Keeper Arm,,,"[33.5, 45.3]",,Ground Pass,,25.88146,,,,Vitorino Hilton da Silva,3674.0,,,,,,1,From Keeper,Jonathan Ligali,42428.0,Goalkeeper,13,Montpellier,139,['8cf2b9cc-8651-426d-b83f-1ff453db20d5'],57,,,,,,,,,,,,,,,,Montpellier,139,00:02:57.498,Pass,
,,,,,,,,,,,,,,,,,,,,,1.212374,,,,,,,,,,,,,,,,a2468cad-ff0c-4f9b-a8ef-c41d75707e59,92,,"[47.0, 53.1]",3829467,3,,,,,-0.8907756,,Right Foot,,,"[65.6, 30.1]",,Ground Pass,,29.579723,,,,Ryad Boudebouz,6661.0,,,,,,1,From Keeper,Vitorino Hilton da Silva,3674.0,Right Center Back,13,Montpellier,139,['1a773dcf-3418-4342-a1f5-1bfa5b3a4cae'],3,,,,,,,,,,,,,,,,Montpellier,139,00:03:03.406,Pass,
,,,,,,,,,,,,,,,,,,,,,1.263957,,,,,,,,,,,,,,,,44636e26-2287-49ae-bbee-9e0603c24fcf,96,,"[66.5, 28.5]",3829467,3,,,,,-3.1020093,,Left Foot,,,"[56.4, 28.1]",,Ground Pass,,10.107918,,,,Joris Marveaux,7590.0,,,,,,1,From Keeper,Ryad Boudebouz,6661.0,Center Attacking Midfield,13,Montpellier,139,"['8d717044-3e28-4288-83a6-612c6e6c03d1', 'b16eebdd-8e84-498a-9617-8e8a0006f809']",5,,,,,,,,,,,,,,,,Montpellier,139,00:03:05.341,Pass,True
,,,,,,,,,,,,,,,,,,,,,2.664552,,,,,,,,,,,,,,,,f14f6fe2-d003-44f2-8dd5-242a8615485b,99,,"[56.4, 28.1]",3829467,3,,,,,-0.91148627,,Right Foot,,,"[78.1, 0.1]",,High Pass,,35.424427,,Out,,Jérôme Roussillon,3676.0,,,,,,1,From Keeper,Joris Marveaux,7590.0,Left Defensive Midfield,13,Montpellier,139,['d2b94a26-b0ae-45da-aab1-9cfe92391592'],6,,,,,,,,,,,,,,,,Montpellier,139,00:03:06.725,Pass,
,,,,,,,,,,,,,,,,,,,,,1.54333,,,,,,,,,,,,,,,,eb8ea423-b854-4cf6-b6bb-48993db33705,101,,"[41.8, 80.0]",3829467,3,,True,,,-2.8239017,,,,,"[19.6, 72.7]",,Low Pass,,23.369425,,,,Alaeddine Yahia,7444.0,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,14,Caen,140,['0991dd20-dbda-4658-931e-e15d9e86375c'],21,,,,,,,,,,,,,,,,Caen,140,00:03:21.390,Pass,
,,,,,,,,,,,,,,,,,,,,,2.088201,,,,,,,,,,,,,,,,9e35648f-a9db-4384-8708-3ad961152096,103,,"[17.4, 71.9]",3829467,3,,,,,-2.1438746,,Right Foot,,,"[4.3, 51.6]",,Ground Pass,,24.159883,,,,Rémy Vercoutre,2963.0,,,,,,1,From Throw In,Alaeddine Yahia,7444.0,Right Center Back,14,Caen,140,['62912306-12c3-456c-b2e0-2d6a4441b1f2'],24,,,,,,,,,,,,,,,,Caen,140,00:03:24.312,Pass,
,,,,,,,,,,,,,,,,,,,,,3.389204,,,,,,,,,,,,,,,,17ecf49d-cfc5-458f-add5-1afb2d876552,106,,"[5.3, 53.2]",3829467,3,,,,,0.013157136,,Right Foot,,,"[58.5, 53.9]",,High Pass,,53.204605,,,,Andy Delort,3038.0,,,,,,1,From Throw In,Rémy Vercoutre,2963.0,Goalkeeper,14,Caen,140,"['39215347-2a9a-4840-9a82-49fffdb6c4db', 'f01b175f-73e6-4c67-9c3f-824e456e681f']",26,,,,,,,,,,,,,,,,Caen,140,00:03:26.400,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.375123,,,,,,,,,,,,,,,,2346a15a-1c80-483b-94d0-8dbe041b4ced,108,,"[58.5, 53.9]",3829467,3,,,,,0.10690791,,Head,,,"[79.0, 56.1]",,High Pass,,20.61771,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,14,Caen,140,"['19bbcc11-3096-4ead-8122-a8ad3ff3b5d3', '7ada4cdb-6eb5-4bb8-809f-b265bd42f0c7']",29,,,,,,,,,,,,,,,,Caen,140,00:03:29.789,Pass,
,,,,,,,,,,,,,,,,,,,,,2.510447,,,,,,,,,,,,,,,,19bbcc11-3096-4ead-8122-a8ad3ff3b5d3,111,,"[41.1, 24.0]",3829467,3,,,,,-0.8699419,,Right Foot,,,"[54.6, 8.0]",,Low Pass,,20.934422,,,,Jonas Martin,2950.0,,,,,Recovery,1,Regular Play,Daniel Congré,3011.0,Left Center Back,15,Montpellier,139,"['1b1d96cb-9b0d-4338-a21d-7fc4fc9da331', '2346a15a-1c80-483b-94d0-8dbe041b4ced', 'ac1162aa-9f07-4f0e-906d-fe911c546170']",31,,,,,,,,,,,,,,,,Montpellier,139,00:03:31.164,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.512337,,,,,,,,,,,,,,,,982b9ad0-756f-47f0-b973-c196cf73a881,115,,"[54.6, 1.3]",3829467,3,,,,,2.8679333,,Left Foot,,,"[48.9, 2.9]",,Ground Pass,,5.920304,,,,Jérôme Roussillon,3676.0,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Wing,15,Montpellier,139,"['a36d286b-caad-48fb-9396-57f1299bf874', 'c36c4ea8-dd5f-4051-bfe9-1dd0abcac31b']",35,,,,,,,,,,,,,,,,Montpellier,139,00:03:35.916,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.046037,,,,,,,,,,,,,,,,a3c4621a-5797-4ef5-8db1-2d9423607a5d,118,,"[47.4, 2.9]",3829467,3,,,,,2.3458855,,Right Foot,,,"[37.8, 12.7]",,Ground Pass,,13.7186,,,,Daniel Congré,3011.0,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,15,Montpellier,139,['66afed72-f943-431e-8441-67f7a967e9e7'],37,,,,,,,,,,,,,,,,Montpellier,139,00:03:37.417,Pass,
,,,,,,,,,,,,,,,,,,,,,1.770363,,,,,,,,,,,,,,,,800da698-db90-4d25-b686-e839b5fb3cea,121,,"[37.4, 12.9]",3829467,3,,,,,1.6980126,,Right Foot,,,"[34.1, 38.7]",,Ground Pass,,26.010191,,,,Vitorino Hilton da Silva,3674.0,,,,,,1,Regular Play,Daniel Congré,3011.0,Left Center Back,15,Montpellier,139,['408c1862-3542-42f1-a24a-06a80a822dcf'],39,,,,,,,,,,,,,,,,Montpellier,139,00:03:39.777,Pass,
