50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.174107,,,,,,,,,,,,,48f38f2a-cdea-4c4b-86e0-e57458765686,23,,,"[21.3, 31.6]",3900535,0,,,,,1.3530902,,Left Foot,,,"[28.6, 64.6]",,Ground Pass,,33.797783,,,Loïc Perrin,4263.0,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['334a0877-9836-4bd5-a385-5f17d2b09c3f'],14,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:14.430,Pass,
,,,,,,,,,,,,,,,,,,,1.524836,,,,,,,,,,,,,41267b29-c4a6-413b-9e68-362f5c0e2402,26,,,"[28.6, 64.6]",3900535,0,,,,,-1.5872557,,Right Foot,,,"[28.2, 40.3]",,Ground Pass,,24.303291,,,Florentin Pogba,4802.0,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,['b6eb0bf7-0e62-42c6-a38d-8a1b09644abb'],16,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:16.857,Pass,
,,,,,,,,,,,,,,,,,,,2.002315,,,,,,,,,,,,,6feacec1-4c22-44f5-a7c0-582be12fdfca,29,,,"[29.3, 38.3]",3900535,0,,,,,-1.068535,,Left Foot,,,"[43.8, 11.9]",,Ground Pass,,30.119926,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['dcf87e9f-d311-4280-b98b-5c1f882e06e3'],19,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:19.508,Pass,
,,,,,,,,,,,,,,,,,,,0.718614,,,,,,,,,,,,,0b31ad18-8bad-45c7-9a89-8b0297c5eda2,32,,,"[51.5, 10.3]",3900535,0,,,,,0.40868685,,Left Foot,,,"[64.2, 15.8]",,Ground Pass,,13.839798,,,Valentin Eysseric,4254.0,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,['3e47275a-92af-4bbf-be7e-2210ece92230'],24,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:24.994,Pass,
,,,,,,,,,,,,,,,,,,,0.582009,,,,,,,,,,,,,ece49776-8bbe-49f9-85b9-b4a80e439360,36,,,"[64.5, 16.6]",3900535,0,,,,,-1.3780956,,Left Foot,,,"[66.9, 4.3]",,Ground Pass,,12.53196,,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Kick Off,Valentin Eysseric,4254.0,Center Attacking Midfield,2,Saint-Étienne,135,['5237cef3-f5b8-4fce-b480-85ac5f41484e'],25,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:25.907,Pass,
,,,,,,,,,,,,,,,,,,,1.882804,,,,,,,,,,,,,09503776-2d22-437f-9bfb-9e63f85f0036,38,,,"[66.9, 4.3]",3900535,0,,,,,1.0045688,,Right Foot,,,"[75.1, 17.2]",,Ground Pass,,15.285614,Incomplete,,Valentin Eysseric,4254.0,,,,,,1,From Kick Off,Kévin Monnet-Paquet,4431.0,Left Wing,2,Saint-Étienne,135,"['00726a40-62e2-4622-8b91-a4e13537200f', '4541597e-aa20-4460-b8ef-e1eaf79d1286']",26,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:26.489,Pass,
,,,,,,,,,,,,,,,,,,,1.718551,,,,,,,,,,,,,f1a05ae7-1d82-473d-be5f-4b1a44466a40,45,,,"[44.1, 66.0]",3900535,0,,,,,1.7053174,,Right Foot,,,"[42.3, 79.3]",,Ground Pass,,13.421252,,,Yassine Benzia,3673.0,,,,,Recovery,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Saint-Étienne,135,['f393f01f-1b1d-4a39-94e3-b2fa1d977c35'],29,,,,,,,,,,,,,,,,Lille,143,00:00:29.994,Pass,
,,,,,,,,,,,,,,,,,,,1.053666,,,,,,,,,,,,,05cb9abd-c632-4e7c-9393-02b7f76beb74,48,,,"[38.1, 78.0]",3900535,0,,,,,-1.6085143,,Right Foot,,,"[37.5, 62.1]",,Ground Pass,,15.911317,Incomplete,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Yassine Benzia,3673.0,Right Wing,2,Saint-Étienne,135,"['22ad651a-27a1-4afb-93ac-a3c9764bd591', '64a2619a-5c20-45a0-8a5e-09e0b2acbc73']",32,,,,,,,,,,,,,,,,Lille,143,00:00:32.665,Pass,
,,,,,,,,,,,,,,,,,,,1.258805,,,,,,,,,,,,,2fce0c50-6e67-4632-b263-3ddb5b06af15,56,,,"[23.3, 70.0]",3900535,0,,,,,-0.93894196,,Right Foot,,,"[30.4, 60.3]",,Ground Pass,,12.020815,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Recovery,1,Regular Play,Sébastien Corchia,6716.0,Right Back,3,Lille,143,['79c00051-98e9-4a32-914b-dd384c63dd4d'],35,,,,,,,,,,,,,,,,Lille,143,00:00:35.811,Pass,
,,,,,,,,,,,,,,,,,,,0.739708,,,,,,,,,,,,,616b012e-56d8-4c3f-9571-743cd4a3387e,59,,,"[27.9, 61.8]",3900535,0,,,,,-2.55359,,Right Foot,,,"[19.5, 56.2]",,Ground Pass,,10.095544,,,Stopilla Sunzu,23203.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,3,Lille,143,['ddf4127d-21eb-431d-b3ef-0a1843e3ea7b'],37,,,,,,,,,,,,,,,,Lille,143,00:00:37.282,Pass,
,,,,,,,,,,,,,,,,,,,1.619029,,,,,,,,,,,,,510773ba-7bfd-4fce-b284-4fa7b1413afb,62,,,"[19.5, 56.2]",3900535,0,,,,,-2.4173427,,Right Foot,,,"[6.5, 44.7]",,Ground Pass,,17.356554,,,Vincent Enyeama,40484.0,,,,,,1,Regular Play,Stopilla Sunzu,23203.0,Right Center Back,3,Lille,143,['660c4be2-7095-44e6-bf9c-5c372d7e1aa7'],38,,,,,,,,,,,,,,,,Lille,143,00:00:38.989,Pass,
,,,,,,,,,,,,,,,,,,,3.957988,,,,,,,,,,,,,9f568d48-9542-49c2-a451-e6cf09e62e52,65,,,"[6.5, 44.7]",3900535,0,,,,,0.12027755,,Right Foot,,,"[66.9, 52.0]",,High Pass,,60.839542,Incomplete,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,3,Lille,143,"['61923cfa-b05a-45bc-8393-26c897700a74', 'e5298a53-d1e9-4262-9ac2-806b05d2d593']",40,,,,,,,,,,,,,,,,Lille,143,00:00:40.688,Pass,
,,,,,,,,,,,,,,,,,,,1.101495,,,,,,,,,,,,,61923cfa-b05a-45bc-8393-26c897700a74,68,,,"[53.2, 28.1]",3900535,0,,,,True,-0.1864869,,,,,"[58.5, 27.1]",,Low Pass,,5.3935146,Incomplete,,Jérémy Clément,7442.0,,,,,Recovery,1,Regular Play,Florentin Pogba,4802.0,Left Center Back,3,Lille,143,"['106f8aa6-2644-4762-9397-3d36734c83e3', '5d15b1ad-a893-4954-b5e8-a97d2b30eef0', '9f568d48-9542-49c2-a451-e6cf09e62e52', 'f862e926-155c-46b3-a36d-4d4f5edce660']",44,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:44.646,Pass,True
,,,,,,,,,,,,,,,,,,,1.498907,,,,,,,,,,,,,d5651db7-fd33-45bb-a199-67999682e698,76,,,"[76.0, 54.2]",3900535,0,,,,,1.2106032,,Right Foot,,,"[81.8, 69.6]",,Ground Pass,,16.456001,,,Yassine Benzia,3673.0,,,,,,1,Regular Play,Florent Balmont,3211.0,Right Center Midfield,3,Lille,143,"['51a5378f-5297-42bf-9f28-072b7af1c205', 'caa4fb12-1d94-4c38-b4c5-eafa98b2dd1b']",48,,,,,,,,,,,,,,,,Lille,143,00:00:48.012,Pass,True
,,,,,,,,,,,,,,,,,,,0.770928,,,,,,,,,,,,,f9858257-c1d1-467d-8650-1582889799b7,79,,,"[81.8, 69.6]",3900535,0,,,,,-0.74295264,5bafee70-f104-4cd7-8917-420f59178435,Right Foot,,,"[95.3, 57.2]",,Ground Pass,,18.330576,,,Gadji Celi Carmen Junior Tallo,10330.0,True,,,,,1,Regular Play,Yassine Benzia,3673.0,Right Wing,3,Lille,143,['6d10113c-a214-4891-b783-266ee6e54e61'],49,,,,,,,,,,,,,,,,Lille,143,00:00:49.520,Pass,
,,,,,,,,,,,,,,,,,,,2.78505,,,,,,,,,,,,,8afcf0f5-dae9-47b0-ae13-5138331f0758,85,,,"[7.0, 36.1]",3900535,1,,True,,,-1.1663388,,Right Foot,,,"[18.9, 8.3]",,Ground Pass,,30.239874,,,Florentin Pogba,4802.0,,,,,Goal Kick,1,From Goal Kick,Stéphane Ruffier,4259.0,Goalkeeper,4,Saint-Étienne,135,['94f5b4e9-c1f7-469a-8ccf-c5ee53bf4c43'],17,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:17.547,Pass,
,,,,,,,,,,,,,,,,,,,2.784332,,,,,,,,,,,,,7edd7c15-1395-4be0-a5c8-b33b9d52dfac,87,,,"[18.9, 7.1]",3900535,1,,,,,0.02083032,,Left Foot,,,"[66.9, 8.1]",,High Pass,,48.010414,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Goal Kick,Florentin Pogba,4802.0,Left Center Back,4,Saint-Étienne,135,"['2fdb4315-b04d-4291-9dda-e12ff3834a79', 'e1070d82-8514-4bf2-9e70-a4f89dd6ab2f']",20,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:20.332,Pass,
,,,,,,,,,,,,,,,,,,,1.742218,,,,,,,,,,,,,e1070d82-8514-4bf2-9e70-a4f89dd6ab2f,89,,,"[53.2, 72.0]",3900535,1,,,,,-0.7039461,,Head,,,"[58.5, 67.5]",,High Pass,,6.9526973,Incomplete,,Florent Balmont,3211.0,,,,,Recovery,1,From Goal Kick,Sébastien Corchia,6716.0,Right Back,4,Saint-Étienne,135,"['7edd7c15-1395-4be0-a5c8-b33b9d52dfac', 'ad18da67-d864-40ca-ba1d-50749d640358', 'd61b3abc-8222-4459-9b44-b0bdc6c309cd']",23,,,,,,,,,,,,,,,,Lille,143,00:01:23.116,Pass,
,,,,,,,,,,,,,,,,,,,1.048448,,,,,,,,,,,,,d61b3abc-8222-4459-9b44-b0bdc6c309cd,91,,,"[61.6, 12.6]",3900535,1,,,,,-0.19515842,,Head,,,"[78.8, 9.2]",,High Pass,,17.532825,Incomplete,,Nolan Roux,3179.0,,,,,Recovery,1,From Goal Kick,Jérémy Clément,7442.0,Left Defensive Midfield,4,Saint-Étienne,135,"['35472b2e-87cb-43b1-bc5c-46189873449a', 'e1070d82-8514-4bf2-9e70-a4f89dd6ab2f', 'ed1488e5-02cc-4a14-9f82-c94d2935df89']",24,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:24.858,Pass,
,,,,,,,,,,,,,,,,,,,1.798297,,,,,,,,,,,,,317ecf75-626b-49ac-9c9e-35e215887722,95,,,"[45.0, 64.9]",3900535,1,,,,,0.0,,Head,,,"[61.3, 64.9]",,High Pass,,16.3,Incomplete,,Yassine Benzia,3673.0,,,,,Recovery,1,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,4,Saint-Étienne,135,"['00a6b5b9-68f0-4de8-b0b6-b62fa32cdec2', 'cf289ba6-d10e-456e-afd7-64ff94cc753f']",27,,,,,,,,,,,,,,,,Lille,143,00:01:27.628,Pass,
,,,,,,,,,,,,,,,,,,,0.979573,,,,,,,,,,,,,cf289ba6-d10e-456e-afd7-64ff94cc753f,98,,,"[58.8, 15.2]",3900535,1,,,,True,0.03173537,,,,,"[65.1, 15.4]",,Low Pass,,6.303174,,,Jérémy Clément,7442.0,,,,,Recovery,1,From Goal Kick,Benoît Assou-Ekotto,3047.0,Left Back,4,Saint-Étienne,135,"['317ecf75-626b-49ac-9c9e-35e215887722', '31a9ee52-7961-418a-b75d-9e90abb55c45', 'a5ad8e17-c5e1-491b-abc9-0ea88821fc72']",29,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:29.426,Pass,True
,,,,,,,,,,,,,,,,,,,0.449171,,,,,,,,,,,,,7d9dce51-5921-4415-bed8-89dd67ac697c,101,,,"[64.7, 15.4]",3900535,1,,,,,0.8379812,,Left Foot,,,"[70.1, 21.4]",,Low Pass,,8.072174,Incomplete,,Valentin Eysseric,4254.0,,,,,,1,From Goal Kick,Jérémy Clément,7442.0,Left Defensive Midfield,4,Saint-Étienne,135,"['24ef26e3-8105-4e10-9418-692ab5c1b0ed', '3efad493-e58c-4d9d-abc2-e2769669ad67']",30,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:30.476,Pass,
,,,,,,,,,,,,,,,,,,,0.859832,,,,,,,,,,,,,e4c27d38-e63c-4208-a372-3e70fcce0ca0,104,,,"[44.7, 60.0]",3900535,1,,,,,1.5329356,,Right Foot,,,"[45.2, 73.2]",,Ground Pass,,13.209466,,,Sébastien Corchia,6716.0,,,,,Recovery,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,5,Lille,143,['1e5e4c34-c824-4215-852e-68f8259356a8'],32,,,,,,,,,,,,,,,,Lille,143,00:01:32.438,Pass,
,,,,,,,,,,,,,,,,,,,1.59769,,,,,,,,,,,,,7b8b34a1-7521-4275-b1aa-4f4f3df36bf2,107,,,"[42.3, 73.8]",3900535,1,,,,,-0.073613055,,Right Foot,,,"[76.2, 71.3]",,Ground Pass,,33.992058,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,5,Lille,143,['fd1441f1-c899-4f24-8750-a0ed35b3efeb'],34,,,,,,,,,,,,,,,,Lille,143,00:01:34.295,Pass,
,,,,,,,,,,,,,,,,,,,1.766882,,,,,,,,,,,,,f9a4a302-0f47-4ac4-984f-ffee39a79435,113,,,"[78.5, 72.2]",3900535,2,,,,,-0.88086843,f298d144-04f9-466e-8ea1-0b9ec69b3e2b,Right Foot,,,"[107.3, 37.3]",,High Pass,,45.248756,,,Stopilla Sunzu,23203.0,True,,,,Free Kick,1,From Free Kick,Florent Balmont,3211.0,Right Center Midfield,6,Lille,143,['0d25871c-b81d-4d39-85d3-478e56572c2f'],10,,,,,,,,,,,,,,,,Lille,143,00:02:10.775,Pass,
,,,,,,,,,,,,,,,,,,,1.507705,,,,,,,,,,,,,55e3eb0b-1718-4084-8791-d160d09ff578,118,,,"[10.6, 36.2]",3900535,2,,,,,-0.79047424,,Keeper Arm,,,"[20.4, 26.3]",,Ground Pass,,13.930183,,,Florentin Pogba,4802.0,,,,,,1,From Keeper,Stéphane Ruffier,4259.0,Goalkeeper,8,Saint-Étienne,135,['afca8561-5ac7-4741-b46c-8d9074a45e2d'],23,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:23.729,Pass,
,,,,,,,,,,,,,,,,,,,1.355359,,,,,,,,,,,,,4acdf15d-a92b-4181-b769-55750c256b26,121,,,"[26.8, 23.6]",3900535,2,,,,,-0.8811049,,Left Foot,,,"[38.1, 9.9]",,Ground Pass,,17.758942,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Keeper,Florentin Pogba,4802.0,Left Center Back,8,Saint-Étienne,135,['a8c94ea0-e34a-4159-9c49-5fca08f29fe8'],28,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:28.800,Pass,
,,,,,,,,,,,,,,,,,,,2.117821,,,,,,,,,,,,,da3d977b-c0b5-42d8-84ca-366043d566b4,126,,,"[41.4, 7.1]",3900535,2,,,,,0.15246004,,Left Foot,,,"[81.1, 13.2]",,High Pass,,40.165905,Incomplete,,Kévin Monnet-Paquet,4431.0,,,,,,1,From Keeper,Benoît Assou-Ekotto,3047.0,Left Back,8,Saint-Étienne,135,"['25b369b8-599a-435b-a770-d4720728ddb6', '422ea88a-4b9e-4e86-8e77-7ee8feb132cf', '9c1b3ed4-ea6e-4975-b434-8d801490a88d']",31,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:31.348,Pass,True
,,,,,,,,,,,,,,,,,,,1.368739,,,,,,,,,,,,,422ea88a-4b9e-4e86-8e77-7ee8feb132cf,128,,,"[39.0, 66.9]",3900535,2,,,,,-0.037956446,,Head,,,"[54.8, 66.3]",,High Pass,,15.811388,Incomplete,,Florent Balmont,3211.0,,,,,Recovery,1,From Keeper,Stopilla Sunzu,23203.0,Right Center Back,8,Saint-Étienne,135,"['715d4bfd-ed86-4395-ba67-5629f9aab686', 'a3b44d2e-6f57-4585-bc9b-fe8b778bf806', 'da3d977b-c0b5-42d8-84ca-366043d566b4']",33,,,,,,,,,,,,,,,,Lille,143,00:02:33.466,Pass,
