50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.403834,,,,,,,,,,,,,,,65ee93c2-73b6-43b3-9387-b8541d9db75b,19,,"[54.5, 18.3]",3900572,0,,,,,-0.58377963,,Head,,,"[81.9, 0.2]",,High Pass,,32.838543,Out,,Khalid Boutaïb,5726.0,,,,,Recovery,1,Regular Play,Jérôme Le Moigne,401507.0,Center Defensive Midfield,3,AS Monaco,129,"['7cf7c4ad-5498-456f-98a5-eb99073f469e', '7e6ad86b-8c60-418f-97ea-7c0367464e23']",13,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:13.301,Pass,
,,,,,,,,,,,,,,,,,,1.567388,,,,,,,,,,,,,,,4002b263-45a1-4d69-885d-c1afa0187745,21,,"[42.8, 80.0]",3900572,0,,,,,-0.15197228,,,,,"[76.1, 74.9]",,High Pass,,33.68828,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,Throw-in,1,From Throw In,Fábio Henrique Tavares,3247.0,Right Back,4,AS Monaco,129,"['3da75a52-2dbd-48e2-beeb-4bfe65786ff8', '6ad47b5c-b987-45f6-807a-243b47bcac74']",24,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:24.390,Pass,
,,,,,,,,,,,,,,,,,,1.030273,,,,,,,,,,,,,,,6ad47b5c-b987-45f6-807a-243b47bcac74,23,,"[44.0, 5.2]",3900572,0,,,,,0.5616929,,Head,,,"[55.6, 12.5]",,Low Pass,,13.705838,Incomplete,,,,,,,,Interception,1,From Throw In,Issiaga Sylla,4352.0,Left Back,4,AS Monaco,129,"['4002b263-45a1-4d69-885d-c1afa0187745', 'ed884cfd-9a4f-4d13-95d8-9f61ed93184a']",25,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:25.958,Pass,
,,,,,,,,,,,,,,,,,,2.099169,,,,,,,,,,,,,,,a3c4083b-dde7-41ff-b6fe-9deb8f77ba17,32,,"[58.1, 13.9]",3900572,0,,,,,2.5344079,,Right Foot,,,"[39.1, 27.1]",,Ground Pass,,23.135254,,,Abdou Kader Mangane,2953.0,,,,,Recovery,1,Regular Play,Mohamed Larbi,10616.0,Center Attacking Midfield,5,Gazélec Ajaccio,160,['fd385156-da33-443e-8dfd-7e32553dde5d'],28,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:28.466,Pass,
,,,,,,,,,,,,,,,,,,1.86026,,,,,,,,,,,,,,,90c259c7-fd54-4bc2-88fe-ba0e6b14f8db,35,,"[34.1, 40.5]",3900572,0,,,,,1.386997,,Right Foot,,,"[37.0, 56.1]",,Ground Pass,,15.867262,,,Alexandre Coeff,7428.0,,,,,,1,Regular Play,Abdou Kader Mangane,2953.0,Right Center Back,5,Gazélec Ajaccio,160,['b48b97e5-aeca-447e-bf04-af1ba2dd9368'],32,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:32.051,Pass,
,,,,,,,,,,,,,,,,,,1.206111,,,,,,,,,,,,,,,c18cf0fc-f003-41ee-9e9d-99109ebbd02a,38,,"[43.2, 71.8]",3900572,0,,,,,-1.743657,,Right Foot,,,"[42.1, 65.5]",,Ground Pass,,6.395311,,,David Ducourtioux,401509.0,,,,,,1,Regular Play,Alexandre Coeff,7428.0,Right Back,5,Gazélec Ajaccio,160,['8961e862-db09-4afc-b530-e9cd2413a91f'],35,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:35.041,Pass,
,,,,,,,,,,,,,,,,,,0.167809,,,,,,,,,,,,,,,701fdf4a-e79f-4ebd-8dd6-bca2478a6fdc,42,,"[40.2, 73.1]",3900572,0,,,,,0.4636476,,Right Foot,,,"[44.6, 75.3]",,Low Pass,,4.9193497,Incomplete,,Alexandre Coeff,7428.0,,,,,,1,Regular Play,David Ducourtioux,401509.0,Right Center Midfield,5,Gazélec Ajaccio,160,"['0f10ef6a-57a6-4ff0-9b55-a5bc7632b8e4', '73c48879-b17e-4885-bd82-22ad18e35d88', 'c19fa05f-67e1-457a-9ff3-b49fb1b962de']",38,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:38.166,Pass,True
,,,,,,,,,,,,,,,,,,0.94429,,,,,,,,,,,,,,,cc1720d7-efd1-4a52-b5f2-25c2d7f659c7,45,,"[61.1, 80.0]",3900572,0,,,,,-0.6523309,,,,,"[68.3, 74.5]",,Low Pass,,9.060353,,,David Ducourtioux,401509.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,['066232ac-9a3b-407e-be39-5e1ea735b980'],59,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:59.795,Pass,
,,,,,,,,,,,,,,,,,,0.817244,,,,,,,,,,,,,,,e7797f84-6f82-4a5f-a7d7-ed84afd0db85,49,,"[70.7, 77.2]",3900572,1,,,,,2.936951,,Other,,,"[65.4, 78.3]",,Low Pass,,5.4129477,,,Alexandre Coeff,7428.0,,,,,,1,From Throw In,David Ducourtioux,401509.0,Right Center Midfield,6,Gazélec Ajaccio,160,"['6f905917-0c32-4b1a-b044-aa494142c90f', '8fd0f5fc-02f9-4d32-9488-b7970bce861f']",0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:00.819,Pass,True
,,,,,,,,,,,,,,,,,,2.702916,,,,,,,,,,,,,,,d798b59a-356c-4712-b422-920214e698f1,51,,"[65.4, 78.3]",3900572,1,,,,,-0.63057774,,Right Foot,,,"[95.4, 56.4]",,High Pass,,37.1431,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Throw In,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,"['3d4713ed-7f8e-4f21-a421-9342728a62ee', 'e85b4ee4-d290-417b-bb63-5744eaa5f666']",1,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:01.636,Pass,
,,,,,,,,,,,,,,,,,,1.857539,,,,,,,,,,,,,,,e85b4ee4-d290-417b-bb63-5744eaa5f666,53,,"[24.7, 23.7]",3900572,1,,,,,-1.0048287,,Head,,,"[35.5, 6.7]",,High Pass,,20.140507,Incomplete,,,,,,,,Recovery,1,From Throw In,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,6,Gazélec Ajaccio,160,"['cef196cd-c524-4799-a4f8-bb689d8005e8', 'd798b59a-356c-4712-b422-920214e698f1']",4,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:04.339,Pass,
,,,,,,,,,,,,,,,,,,2.000779,,,,,,,,,,,,,,,657b5ec2-9456-4a9a-8ae9-3d319769e9a2,60,,"[91.0, 75.9]",3900572,1,,,,,-0.13443021,,Left Foot,,,"[115.4, 72.6]",,Ground Pass,,24.622145,,,John Tshibumbu,7721.0,,,,,,1,From Throw In,David Ducourtioux,401509.0,Right Center Midfield,6,Gazélec Ajaccio,160,['9262c5d6-b4e3-48d1-a914-3dc910bf0e00'],9,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:09.744,Pass,
,,,,,,,,,,,,,,,,,,0.821927,,,,,,,,,,,,,,,21508327-702c-448a-a5c9-146951d04856,63,,"[115.4, 72.6]",3900572,1,,,,,-1.6295521,,Right Foot,,,"[114.3, 53.9]",,High Pass,,18.732325,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Throw In,John Tshibumbu,7721.0,Left Center Forward,6,Gazélec Ajaccio,160,"['69ea0ab4-adfe-427c-b19c-bbc3d5e2e293', 'f4cdd3b1-6c7f-4d0d-8f83-774757b0e7e7']",12,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:12.512,Pass,
,,,,,,,,,,,,,,,,,,2.426321,,,,,,,,,,,,,,,e7cc219c-cfd7-4879-a3ca-3be5e914ab92,72,,"[82.7, 74.0]",3900572,1,,,,,3.1031501,,Left Foot,,,"[56.7, 75.0]",,Ground Pass,,26.019224,,,Alexandre Coeff,7428.0,,,,,,1,From Throw In,Abdou Kader Mangane,2953.0,Right Center Back,6,Gazélec Ajaccio,160,['30dd32ca-f6b3-4ef9-8f92-d53d41b13b42'],21,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:21.441,Pass,
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,62dfe76e-9b9e-43a9-ad5e-7575969455c1,75,,"[56.7, 72.9]",3900572,1,,,,,-1.9887325,,Right Foot,,,"[42.4, 40.7]",,Ground Pass,,35.232513,,,Jérémie Bréchet,7603.0,,,,,,1,From Throw In,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,['347a9475-370d-4a8e-9647-a1e8bf3df796'],23,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:23.947,Pass,
,,,,,,,,,,,,,,,,,,2.72346,,,,,,,,,,,,,,,2ba78dec-4857-43d8-ade8-0d8d085d019a,79,,"[45.4, 40.2]",3900572,1,,,,,-0.101269014,,Left Foot,,,"[88.7, 35.8]",,High Pass,,43.522984,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,6,Gazélec Ajaccio,160,"['a64f9805-526c-4108-8923-7991d4ec1bd5', 'cf732160-2ee6-4c91-8d41-8ac6006b1dc5', 'f36a1e9e-620f-4303-8cb5-d9f2c60ba375']",26,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:26.365,Pass,True
,,,,,,,,,,,,,,,,,,1.529876,,,,,,,,,,,,,,,a64f9805-526c-4108-8923-7991d4ec1bd5,81,,"[31.4, 44.3]",3900572,1,,,,,-0.16098781,,Head,,,"[43.1, 42.4]",,High Pass,,11.85327,,,Jérémy Toulalan,3406.0,,,,,Recovery,1,From Throw In,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,6,Gazélec Ajaccio,160,"['2ba78dec-4857-43d8-ade8-0d8d085d019a', '8af6fdbc-fb08-448f-a77a-f335506a182e']",29,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:29.088,Pass,
,,,,,,,,,,,,,,,,,,1.67868,,,,,,,,,,,,,,,270c3712-fbb0-4ecb-8771-6a1f37c6915a,83,,"[40.9, 42.4]",3900572,1,,,,True,0.06712589,,,,,"[52.8, 43.2]",,High Pass,,11.926861,Incomplete,,Nabil Dirar,5727.0,,,,,,1,From Throw In,Jérémy Toulalan,3406.0,Right Defensive Midfield,6,Gazélec Ajaccio,160,"['53baa830-0a42-402d-9a4b-9a4b289bec74', '89c2732b-0dd5-4617-8ebf-a3f65e40b4cc', 'aa6b73c8-c768-4594-bebb-e468a698edef']",30,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:30.618,Pass,True
,,,,,,,,,,,,,,,,,,0.401503,,,,,,,,,,,,,,,aa6b73c8-c768-4594-bebb-e468a698edef,87,,"[67.3, 36.9]",3900572,1,,,,,-0.025635408,,Left Foot,,,"[75.1, 36.7]",,Low Pass,,7.8025637,,,David Ducourtioux,401509.0,,,,,Recovery,1,From Throw In,Jérôme Le Moigne,401507.0,Center Defensive Midfield,6,Gazélec Ajaccio,160,"['270c3712-fbb0-4ecb-8771-6a1f37c6915a', 'ba31dab9-68ba-4878-9620-f0e835a24b39', 'd885a38f-8e01-4526-815b-31d755629f79']",32,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:32.297,Pass,True
,,,,,,,,,,,,,,,,,,1.285562,,,,,,,,,,,,,,,c035a9f9-e37b-4c9e-b024-cd8c51bac052,93,,"[54.1, 57.6]",3900572,1,,,,,2.5677068,,Left Foot,,,"[44.2, 64.0]",,Ground Pass,,11.788554,,,Fábio Henrique Tavares,3247.0,,,,,,1,From Throw In,Thomas Lemar,3245.0,Center Attacking Midfield,6,Gazélec Ajaccio,160,['c4e93c7b-ede9-4e78-b23f-5297b1f992ae'],35,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:35.147,Pass,
,,,,,,,,,,,,,,,,,,1.614656,,,,,,,,,,,,,,,61e67a53-d698-4fb7-978c-934629bdd868,98,,"[66.0, 17.2]",3900572,1,,,,,1.730348,,Left Foot,,,"[64.6, 25.9]",,Ground Pass,,8.811924,,,Mohamed Larbi,10616.0,,,,,Recovery,1,From Throw In,David Ducourtioux,401509.0,Right Center Midfield,6,Gazélec Ajaccio,160,"['0ac19f6e-cd59-410d-9497-dc509162a5b4', 'ea37c40d-50af-4604-b7fd-71b52500ba6d']",37,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:37.742,Pass,True
,,,,,,,,,,,,,,,,,,0.396259,,,,,,,,,,,,,,,60f6e720-58fd-4465-b9b7-5649cea8276c,101,,"[65.7, 40.7]",3900572,1,,,,,-0.10427161,,Right Foot,,,"[74.3, 39.8]",,Ground Pass,,8.646965,,,John Tshibumbu,7721.0,,,,,,1,From Throw In,Mohamed Larbi,10616.0,Center Attacking Midfield,6,Gazélec Ajaccio,160,['a1801867-8f34-4ce7-b864-953a9663fcdf'],41,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:41.630,Pass,
,,,,,,,,,,,,,,,,,,0.909672,,,,,,,,,,,,,,,23d87092-3ac4-4da2-9520-e7265f993c6f,104,,"[74.3, 39.8]",3900572,1,,,,,-3.0146198,,Right Foot,,,"[60.2, 38.0]",,Ground Pass,,14.214429,,,Jérémie Bréchet,7603.0,,,,,,1,From Throw In,John Tshibumbu,7721.0,Left Center Forward,6,Gazélec Ajaccio,160,['4578d3cd-2155-4438-beb4-116bde4e8aa5'],43,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:43.217,Pass,
,,,,,,,,,,,,,,,,,,0.647933,,,,,,,,,,,,,,,aabc7b7d-93e6-4822-a2c7-7f1f2afd506e,107,,"[60.2, 38.0]",3900572,1,,,,,-1.1773456,,Left Foot,,,"[64.6, 27.4]",,Ground Pass,,11.4769335,,,Jérôme Le Moigne,401507.0,,,,,,1,From Throw In,Jérémie Bréchet,7603.0,Left Center Back,6,Gazélec Ajaccio,160,['bffed9fb-2865-4344-bf88-43d35f7770c0'],44,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:44.287,Pass,
,,,,,,,,,,,,,,,,,,1.870118,,,,,,,,,,,,,,,89f99a52-7460-44ef-9f1e-80c0edfe89b2,110,,"[62.7, 28.6]",3900572,1,,,,,1.0631001,,Right Foot,,,"[86.4, 71.2]",,High Pass,,48.748848,Incomplete,,Alexandre Coeff,7428.0,,True,,,,1,From Throw In,Jérôme Le Moigne,401507.0,Center Defensive Midfield,6,Gazélec Ajaccio,160,"['5f1d03d1-bfbb-48bf-9232-a417e127480b', 'b361d459-1bda-486f-8680-9fb242c5a2df']",46,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:46.625,Pass,
,,,,,,,,,,,,,,,,,,0.977772,,,,,,,,,,,,,,,667fc6b2-a85c-49d0-b047-1c8338cac94b,114,,"[81.0, 7.5]",3900572,1,,,,,2.5761087,,Left Foot,,,"[75.8, 10.8]",,Ground Pass,,6.158734,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Hélder Wander Sousa Azevedo Costa,9931.0,Left Wing,7,AS Monaco,129,['f81ead21-636b-40ca-b504-742432942139'],56,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:56.059,Pass,
,,,,,,,,,,,,,,,,,,2.118014,,,,,,,,,,,,,,,9d628a1d-aa35-4eef-8b7d-83420382aa86,118,,"[74.4, 15.4]",3900572,1,,,,,1.3434148,,Right Foot,,,"[83.1, 53.0]",,Low Pass,,38.59339,,,Thomas Lemar,3245.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,7,AS Monaco,129,"['0b6eacff-656c-46ed-a617-3ee265757245', '63e6ec5f-1ddd-4529-a61c-2d078a891f99']",58,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:58.321,Pass,True
,,,,,,,,,,,,,,,,,,0.154643,,,,,,,,,,,,,,,70dc83f3-a10b-4e5c-895b-89972cd3ca98,125,,"[93.6, 50.0]",3900572,2,,,,,-0.35144478,,Left Foot,,,"[96.6, 48.9]",,Ground Pass,,3.1953092,Incomplete,,Nabil Dirar,5727.0,,,,,,1,Regular Play,Thomas Lemar,3245.0,Center Attacking Midfield,7,AS Monaco,129,"['90a30f62-1e98-4ea4-bf3d-f78f63d18507', 'b4ac2eb4-f38c-4124-8836-c7eff663f746', 'ff39ce1f-3e70-400f-90da-45a2426b7c51']",3,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:03.761,Pass,True
,,,,,,,,,,,,,,,,,,1.619454,,,,,,,,,,,,,,,41f50d24-f398-4a65-a4ca-2ba70efacac2,132,,"[45.1, 32.3]",3900572,2,,,,,-1.0476707,,Right Foot,,,"[56.0, 13.4]",,Ground Pass,,21.817883,,,Issiaga Sylla,4352.0,,,,,,1,Regular Play,Mohamed Larbi,10616.0,Center Attacking Midfield,7,AS Monaco,129,['97f73819-c539-47cf-aa2d-5398360554ae'],9,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:09.277,Pass,
