50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.836466,,,,,,,,,,,,,,301c50ec-feb2-44f0-b039-efc1915dbf4e,17,,"[46.9, 68.7]",3901255,0,,,,,2.6011732,,Right Foot,,,"[44.4, 70.2]",,Low Pass,,2.9154758,,,Gilles Sunu,3111.0,,,,,Recovery,1,From Throw In,Cheikh N''Doye,5676.0,Right Center Midfield,3,Toulouse,130,['edead94d-358b-458c-b0e2-56be69eb95b0'],17,,,,,,,,,,,,,,,,,Angers,145,00:00:17.613,Pass,
,,,,,,,,,,,,,,,,,3.8489,,,,,,,,,,,,,,6a08bd81-6104-46ea-88e4-625b81f2d199,21,,"[49.7, 78.4]",3901255,0,,,,,-0.4670752,,Right Foot,,,"[96.3, 54.9]",,High Pass,,52.190132,Incomplete,,Mohamed Lamine Yattara,7337.0,,,,,,1,From Throw In,Gilles Sunu,3111.0,Right Wing,3,Toulouse,130,"['83539d7c-f342-494e-8b19-c5364dda9f40', 'dc2a2a53-577d-4fa4-b8da-730741d59778']",20,,,,,,,,,,,,,,,,,Angers,145,00:00:20.048,Pass,
,,,,,,,,,,,,,,,,,2.689497,,,,,,,,,,,,,,83539d7c-f342-494e-8b19-c5364dda9f40,23,,"[23.8, 25.2]",3901255,0,,,,,2.26456,,Right Foot,,,"[7.0, 45.4]",,Ground Pass,,26.27318,,,Alban Lafont,2981.0,,,,,Recovery,1,From Throw In,Issa Diop,4349.0,Right Center Back,3,Toulouse,130,"['6a08bd81-6104-46ea-88e4-625b81f2d199', 'd738de4d-db4a-439a-ad2c-f172a4e480f0']",23,,,,,,,,,,,,,,,,,Toulouse,130,00:00:23.897,Pass,
,,,,,,,,,,,,,,,,,3.241853,,,,,,,,,,,,,,57e8fa47-26c5-402d-b00c-a981c22455ac,26,,"[8.4, 45.7]",3901255,0,,,,,0.19167364,,Right Foot,,,"[65.6, 56.8]",,High Pass,,58.26706,Incomplete,,Adrien Regattin,16418.0,,,,,,1,From Throw In,Alban Lafont,2981.0,Goalkeeper,3,Toulouse,130,"['117a91af-5815-4096-9db2-c9a61d3365de', 'aa1988ee-47d3-4ad0-b3fe-268b41e64c26', 'f87d7797-749c-4524-8722-f9eb621b713b']",26,,,,,,,,,,,,,,,,,Toulouse,130,00:00:26.587,Pass,True
,,,,,,,,,,,,,,,,,1.591046,,,,,,,,,,,,,,aa1988ee-47d3-4ad0-b3fe-268b41e64c26,28,,"[54.5, 23.3]",3901255,0,,,,True,0.69473827,,,,,"[65.3, 32.3]",,Low Pass,,14.05845,Incomplete,,,,,,,,Recovery,1,From Throw In,Arnold Bouka Moutou,4906.0,Left Back,3,Toulouse,130,"['57e8fa47-26c5-402d-b00c-a981c22455ac', '78421c1e-7abc-4a2a-a1f2-4993ae48784a', '9c8eef38-6cd8-497f-82a9-a009cd6d3903']",29,,,,,,,,,,,,,,,,,Angers,145,00:00:29.829,Pass,True
,,,,,,,,,,,,,,,,,2.595598,,,,,,,,,,,,,,54dc0988-a5ba-40f0-bd85-8831503b620b,33,,"[63.5, 44.5]",3901255,1,,,,,-0.8012698,,Right Foot,,,"[97.6, 9.3]",,High Pass,,49.00867,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,Free Kick,1,From Free Kick,Issa Diop,4349.0,Right Center Back,4,Toulouse,130,"['0809c881-a0ed-4b45-947b-74ef3585da01', '826caf04-17cb-4d1f-a1b6-5a4f67a1d55b']",15,,,,,,,,,,,,,,,,,Toulouse,130,00:01:15.668,Pass,
,,,,,,,,,,,,,,,,,1.491999,,,,,,,,,,,,,,3a9543fb-838e-4952-90b8-639bb9cb1fdf,38,,"[64.2, 5.6]",3901255,1,,,,,2.1775272,,Right Foot,,,"[49.0, 27.5]",,Ground Pass,,26.65802,,,Issa Diop,4349.0,,,,,,1,From Free Kick,Marcel Tisserand,8677.0,Left Center Back,4,Toulouse,130,['aea9fe91-0a9e-4501-aad8-0a9e2524e02b'],21,,,,,,,,,,,,,,,,,Toulouse,130,00:01:21.809,Pass,
,,,,,,,,,,,,,,,,,2.546996,,,,,,,,,,,,,,cfc711de-03c2-456d-ae3b-09d97db3c1b5,41,,"[53.1, 38.3]",3901255,1,,,,,0.83514374,,Right Foot,,,"[86.5, 75.2]",,High Pass,,49.771175,,,Adrien Regattin,16418.0,,,,,,1,From Free Kick,Issa Diop,4349.0,Right Center Back,4,Toulouse,130,['771a9d99-b080-4b12-aaaa-7705d8932c84'],25,,,,,,,,,,,,,,,,,Toulouse,130,00:01:25.545,Pass,
,,,,,,,,,,,,,,,,,1.896999,,,,,,,,,,,,,,66de341a-676a-4516-b8a4-1d856cfdf081,47,,"[87.7, 73.8]",3901255,2,,,,,-1.0014052,,Right Foot,True,,"[111.0, 37.4]",,High Pass,,43.21863,,,Marcel Tisserand,8677.0,,,,,Free Kick,1,From Free Kick,Adrien Regattin,16418.0,Right Wing,5,Toulouse,130,['a8722c62-527c-48a5-861d-6584bdddfd90'],7,,,,,,,,,,,,,,,,,Toulouse,130,00:02:07.893,Pass,
,,,,,,,,,,,,,,,,,3.487127,,,,,,,,,,,,,,09593c28-c87e-45b5-8b30-d403511d0c96,54,,"[6.0, 44.0]",3901255,2,,,,,0.3748651,,Right Foot,,,"[64.2, 66.9]",,High Pass,,62.543186,,,Cheikh N''Doye,5676.0,,,,,Goal Kick,1,From Goal Kick,Alexandre Letellier,3432.0,Goalkeeper,6,Angers,145,['46b1acac-c589-4669-94ad-1b03fbf6f551'],36,,,,,,,,,,,,,,,,,Angers,145,00:02:36.268,Pass,
,,,,,,,,,,,,,,,,,1.840379,,,,,,,,,,,,,,4d6a259b-6994-497e-8874-399f69fb01bd,57,,"[64.2, 67.3]",3901255,2,,,,True,-0.7558709,,,,,"[76.4, 55.8]",,High Pass,,16.76574,,,Gilles Sunu,3111.0,,,,,,1,From Goal Kick,Cheikh N''Doye,5676.0,Right Center Midfield,6,Angers,145,"['af01e255-a9ed-4bb4-ae35-34c829a05843', 'e6fca9af-1cac-4076-aef8-956ffa7d2705']",39,,,,,,,,,,,,,,,,,Angers,145,00:02:39.755,Pass,True
,,,,,,,,,,,,,,,,,2.063321,,,,,,,,,,,,,,ba82dfb6-bf65-41c2-93b0-c33fe00b1c4f,59,,"[76.2, 55.8]",3901255,2,,,,True,-0.2555491,,,,,"[87.3, 52.9]",,High Pass,,11.472576,Incomplete,,Mohamed Lamine Yattara,7337.0,,,,,,1,From Goal Kick,Gilles Sunu,3111.0,Right Wing,6,Angers,145,"['079e35b9-99e3-4287-899a-1c70748fd501', '0efb1bdc-99db-4c49-8101-c8e8adc6620d', 'a7db4862-e8fc-4070-a05a-37ca42cfc5d6']",41,,,,,,,,,,,,,,,,,Angers,145,00:02:41.630,Pass,True
,,,,,,,,,,,,,,,,,0.179513,,,,,,,,,,,,,,a7db4862-e8fc-4070-a05a-37ca42cfc5d6,63,,"[32.8, 27.2]",3901255,2,,,,True,-0.57133746,,,,,"[34.2, 26.3]",,High Pass,,1.6643317,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,Recovery,1,From Goal Kick,Issa Diop,4349.0,Right Center Back,6,Angers,145,"['9bc63fd2-2790-4a95-ad62-ec8e238e1962', 'a2e81b5a-dbbd-4aef-ad17-231aec45e9ac', 'b2f27a0f-815a-42bb-bc57-8f73cf829027', 'ba82dfb6-bf65-41c2-93b0-c33fe00b1c4f']",43,,,,,,,,,,,,,,,,,Toulouse,130,00:02:43.693,Pass,True
,,,,,,,,,,,,,,,,,2.368198,,,,,,,,,,,,,,63eff471-6e79-4a14-9aba-ea26e7af5396,73,,"[42.5, 28.1]",3901255,2,,,,,-0.849311,,Right Foot,,,"[54.2, 14.8]",,High Pass,,17.713837,Unknown,,Martin Braithwaite Christensen,4447.0,,,,,Recovery,1,From Goal Kick,Étienne Didot,3189.0,Right Defensive Midfield,6,Angers,145,"['00be1b3b-7d88-41ba-955b-c72b15a24941', '62309f30-724a-425f-ada4-28cdf5159a44']",47,,,,,,,,,,,,,,,,,Toulouse,130,00:02:47.711,Pass,True
,,,,,,,,,,,,,,,,,2.461252,,,,,,,,,,,,,,e662e6eb-1ca4-4412-989c-1472d9a73a81,77,,"[64.9, 64.3]",3901255,3,,,,,-1.7938005,,Right Foot,,,"[56.6, 27.7]",,Ground Pass,,37.529324,,,Romain Saïss,5219.0,,,,,Free Kick,1,From Free Kick,Gaël Angoula,401482.0,Right Back,7,Angers,145,['5d8c3914-4489-4d69-98df-5663c249f7d8'],14,,,,,,,,,,,,,,,,,Angers,145,00:03:14.143,Pass,
,,,,,,,,,,,,,,,,,1.456793,,,,,,,,,,,,,,42d56d29-4415-49f6-905c-b1ddbedb8169,80,,"[63.5, 22.4]",3901255,3,,,,,-1.047518,,Left Foot,,,"[75.5, 1.6]",,Ground Pass,,24.01333,,,Arnold Bouka Moutou,4906.0,,,,,,1,From Free Kick,Romain Saïss,5219.0,Left Center Back,7,Angers,145,['7814f818-a159-4b48-a9ec-c2dd12445587'],17,,,,,,,,,,,,,,,,,Angers,145,00:03:17.806,Pass,
,,,,,,,,,,,,,,,,,1.443652,,,,,,,,,,,,,,d2c33f25-432e-48d1-aa6c-96695c92a03b,84,,"[74.1, 1.0]",3901255,3,,,,,2.7486424,,Left Foot,,,"[54.8, 9.0]",,Ground Pass,,20.892344,,,Romain Saïss,5219.0,,,,,,1,From Free Kick,Arnold Bouka Moutou,4906.0,Left Back,7,Angers,145,['a6f30066-5b83-4d2e-aacd-e4ef54e38b32'],19,,,,,,,,,,,,,,,,,Angers,145,00:03:19.985,Pass,
,,,,,,,,,,,,,,,,,1.167801,,,,,,,,,,,,,,bb3dfef7-86f7-4254-b9c4-cdc0d927cfc1,87,,"[55.0, 9.0]",3901255,3,,,,,0.8726287,,Left Foot,,,"[67.0, 23.3]",,Ground Pass,,18.667887,,,Grégory Bourillon,7230.0,,,,,,1,From Free Kick,Romain Saïss,5219.0,Left Center Back,7,Angers,145,['09668159-ebe8-41f2-8243-966b2cdc152c'],21,,,,,,,,,,,,,,,,,Angers,145,00:03:21.469,Pass,
,,,,,,,,,,,,,,,,,1.74175,,,,,,,,,,,,,,8d1085cf-cf09-4d17-84fd-33683bfb85fb,90,,"[66.2, 23.1]",3901255,3,,,,,2.6208081,,Right Foot,,,"[46.5, 34.4]",,Ground Pass,,22.71079,,,Ismaël Traoré,3045.0,,,,,,1,From Free Kick,Grégory Bourillon,7230.0,Center Defensive Midfield,7,Angers,145,"['032f58c4-1d49-475e-90b9-b66b3c6df4cc', '3a494672-41c3-40f4-9a30-f0333a195669']",22,,,,,,,,,,,,,,,,,Angers,145,00:03:22.637,Pass,True
,,,,,,,,,,,,,,,,,3.486161,,,,,,,,,,,,,,53d18ced-1ef8-4382-8245-3ba48742d221,93,,"[57.1, 45.3]",3901255,3,,,,,-0.86332566,,Right Foot,,,"[93.7, 2.5]",,High Pass,,56.315186,,,Arnold Bouka Moutou,4906.0,,True,,,,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,7,Angers,145,['39364a5c-7de9-4551-bbc7-8a77c3b3f6a6'],28,,,,,,,,,,,,,,,,,Angers,145,00:03:28.188,Pass,
,,,,,,,,,,,,,,,,,0.596726,,,,,,,,,,,,,,2dc0b0e8-87ae-4731-9552-783a52e3d572,97,,"[84.7, 4.2]",3901255,3,,,,,1.3761108,,Left Foot,,,"[86.1, 11.3]",,Ground Pass,,7.236712,,,Billy Ketkeophomphone,4441.0,,,,,,1,From Free Kick,Arnold Bouka Moutou,4906.0,Left Back,7,Angers,145,"['54148e24-2159-4e87-8087-d71c0a728237', '653c2265-c69b-43d9-b415-ee4f455376d9']",33,,,,,,,,,,,,,,,,,Angers,145,00:03:33.518,Pass,True
,,,,,,,,,,,,,,,,,0.887926,,,,,,,,,,,,,,8e90c5b0-ea5c-4b8d-9859-5dde480bf9c0,100,,"[81.1, 5.4]",3901255,3,,,,,0.7383126,,Left Foot,,,"[91.1, 14.5]",,Ground Pass,,13.520725,,,Pierrick Capelle,3071.0,,,,,,1,From Free Kick,Billy Ketkeophomphone,4441.0,Left Wing,7,Angers,145,['206638ce-b694-46c7-b1e5-206dec70fbc2'],35,,,,,,,,,,,,,,,,,Angers,145,00:03:35.515,Pass,
,,,,,,,,,,,,,,,,,1.638641,,,,,,,,,,,,,,9c166893-8f7d-421d-b6a5-e2f4605b104b,103,,"[92.3, 14.8]",3901255,3,,,,,-0.551655,,Left Foot,,,"[106.6, 6.0]",,Ground Pass,,16.790771,,,Arnold Bouka Moutou,4906.0,,,,,,1,From Free Kick,Pierrick Capelle,3071.0,Left Center Midfield,7,Angers,145,['e161a818-9042-41be-9e38-83673ea658b8'],36,,,,,,,,,,,,,,,,,Angers,145,00:03:36.732,Pass,
,,,,,,,,,,,,,,,,,2.570003,,,,,,,,,,,,,,5ae374e9-6c7a-46b7-8017-48b727d1419a,106,,"[106.6, 6.0]",3901255,3,,,,,1.277063,,Left Foot,True,,"[120.0, 50.3]",,High Pass,,46.282288,Out,,,,,True,,,,1,From Free Kick,Arnold Bouka Moutou,4906.0,Left Back,7,Angers,145,,38,,,,,,,,,,,,,,,,,Angers,145,00:03:38.410,Pass,
,,,,,,,,,,,,,,,,,3.284144,,,,,,,,,,,,,,f8cfa0ca-5b7d-4e8f-bac0-0f188b397070,107,,"[7.0, 36.1]",3901255,4,,,,,-0.1441778,,Right Foot,,,"[74.5, 26.3]",,High Pass,,68.207695,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,Goal Kick,1,From Goal Kick,Alban Lafont,2981.0,Goalkeeper,8,Toulouse,130,"['697b1a8f-ecbf-44e5-a7a0-87e6de3d45e2', 'f8a4d8e8-2e54-4b26-8d36-841a5a049cac']",6,,,,,,,,,,,,,,,,,Toulouse,130,00:04:06.646,Pass,
,,,,,,,,,,,,,,,,,1.281051,,,,,,,,,,,,,,f8a4d8e8-2e54-4b26-8d36-841a5a049cac,110,,"[45.6, 53.8]",3901255,4,,,,True,0.3703778,,,,,"[64.4, 61.1]",,High Pass,,20.16755,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Grégory Bourillon,7230.0,Center Defensive Midfield,8,Toulouse,130,"['176f396f-8e0d-450e-945e-1e030d2da8e3', '903e911e-78cb-4810-bd5c-28097a2b7b9a', 'f8cfa0ca-5b7d-4e8f-bac0-0f188b397070']",9,,,,,,,,,,,,,,,,,Angers,145,00:04:09.930,Pass,True
,,,,,,,,,,,,,,,,,1.452326,,,,,,,,,,,,,,176f396f-8e0d-450e-945e-1e030d2da8e3,111,,"[55.7, 19.0]",3901255,4,,,,,0.2706768,,Head,,,"[74.8, 24.3]",,High Pass,,19.821705,Incomplete,,Wissam Ben Yedder,6723.0,,,,,Recovery,1,From Goal Kick,Jean-Armel Kana-Biyik,30447.0,Left Defensive Midfield,8,Toulouse,130,"['cc2071a3-77ea-4974-98e6-c040fa12ab8f', 'd44db455-22ed-404e-9b9c-34a5a5c768d4', 'f8a4d8e8-2e54-4b26-8d36-841a5a049cac']",11,,,,,,,,,,,,,,,,,Toulouse,130,00:04:11.211,Pass,
,,,,,,,,,,,,,,,,,1.450625,,,,,,,,,,,,,,cc2071a3-77ea-4974-98e6-c040fa12ab8f,113,,"[45.3, 55.8]",3901255,4,,,,,0.33796534,,Right Foot,,,"[72.9, 65.5]",,High Pass,,29.254913,,,Mohamed Lamine Yattara,7337.0,,,,,Recovery,1,Regular Play,Grégory Bourillon,7230.0,Center Defensive Midfield,9,Angers,145,"['176f396f-8e0d-450e-945e-1e030d2da8e3', '66ec888e-4c36-49fb-af25-587d73415639']",12,,,,,,,,,,,,,,,,,Angers,145,00:04:12.664,Pass,
,,,,,,,,,,,,,,,,,2.45497,,,,,,,,,,,,,,17ac3fce-5a72-4b85-af29-c1497ec6c5f6,118,,"[63.5, 80.0]",3901255,4,,,,,-2.725287,,,,,"[39.3, 69.3]",,Low Pass,,26.45997,,,Ismaël Traoré,3045.0,,,,,Throw-in,1,From Throw In,Gaël Angoula,401482.0,Right Back,10,Angers,145,['a9b2a3c2-3d9f-4207-ba9d-9200568d820f'],23,,,,,,,,,,,,,,,,,Angers,145,00:04:23.715,Pass,
,,,,,,,,,,,,,,,,,2.626272,,,,,,,,,,,,,,ae991162-979f-441b-9444-d97e7c86ab2e,120,,"[39.3, 69.0]",3901255,4,,,,,-1.709848,,Right Foot,,,"[33.1, 24.7]",,Low Pass,,44.731754,,,Romain Saïss,5219.0,,True,,,,1,From Throw In,Ismaël Traoré,3045.0,Right Center Back,10,Angers,145,['f00b9c47-fd72-4704-b10b-37ea9cb4a271'],26,,,,,,,,,,,,,,,,,Angers,145,00:04:26.170,Pass,
,,,,,,,,,,,,,,,,,2.739443,,,,,,,,,,,,,,68e1ad6c-36ab-4f98-8535-a3679a21327c,123,,"[47.7, 20.6]",3901255,4,,,,,0.12151812,,Left Foot,,,"[91.1, 25.9]",,High Pass,,43.72242,,,Mohamed Lamine Yattara,7337.0,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,10,Angers,145,['9581d9c5-ae3d-4f3d-b100-9503c3d2a8d8'],34,,,,,,,,,,,,,,,,,Angers,145,00:04:34.009,Pass,
,,,,,,,,,,,,,,,,,0.19195,,,,,,,,,,,,,,0f4fe85d-9a47-4059-9e7b-1cc1b5737a89,128,,"[84.9, 21.8]",3901255,4,,,,,2.9694018,,Right Foot,,,"[82.6, 22.2]",,Ground Pass,,2.3345234,Incomplete,,Pierrick Capelle,3071.0,,,,,,1,From Throw In,Mohamed Lamine Yattara,7337.0,Center Forward,10,Angers,145,"['30702b1b-7c25-4548-94f1-17a8c4f9a7e3', '63d00cb9-47f4-45d4-af1e-8df1957e7c44']",40,,,,,,,,,,,,,,,,,Angers,145,00:04:40.844,Pass,
