50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.539658,,,,,,,,,,,9c87c3fa-5cc7-4e3a-b509-b515a3dbce6e,24,,,"[34.7, 20.6]",3900615,0,,,,,1.6946723,,Right Foot,,,"[31.5, 46.3]",,Ground Pass,,25.898455,,,Rémi Gomis,401478.0,,,,,,1,From Kick Off,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,2,Nantes,144,['9bc11cf9-0b58-409f-965d-bf82f2b4b83d'],18,,,,,,,,,,,,,,,,,Nantes,144,00:00:18.750,Pass,
,,,,,,,,,,,,,,,,,,1.460197,,,,,,,,,,,f3e488bf-4857-4171-bc43-e587c8428666,27,,,"[37.9, 55.8]",3900615,0,,,,,0.93210286,,Right Foot,,,"[50.3, 72.5]",,Ground Pass,,20.80024,,,Youssouf Sabaly,3404.0,,,,,,1,From Kick Off,Rémi Gomis,401478.0,Right Center Back,2,Nantes,144,['01ae06e5-9eb8-4634-8944-699209a1cf80'],22,,,,,,,,,,,,,,,,,Nantes,144,00:00:22.246,Pass,
,,,,,,,,,,,,,,,,,,2.337177,,,,,,,,,,,a42cdb66-61ea-4146-916b-e6debeb853d1,30,,,"[51.5, 54.9]",3900615,0,,,,,-2.1787097,,Right Foot,,,"[33.2, 28.6]",,Ground Pass,,32.040287,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Right Back,2,Nantes,144,['c56ff34e-da81-458f-ada7-7c7b00d099c1'],27,,,,,,,,,,,,,,,,,Nantes,144,00:00:27.017,Pass,
,,,,,,,,,,,,,,,,,,2.353759,,,,,,,,,,,c295ebc3-2564-4d02-8ad9-90531d6f89cb,33,,,"[34.2, 26.4]",3900615,0,,,,,-1.0861361,,Right Foot,,,"[46.1, 3.8]",,Ground Pass,,25.541534,,,Ermir Lenjani,10746.0,,,,,,1,From Kick Off,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,2,Nantes,144,['64a9974e-3a87-45b1-8b05-3ae4d8691c65'],30,,,,,,,,,,,,,,,,,Nantes,144,00:00:30.570,Pass,
,,,,,,,,,,,,,,,,,,1.254656,,,,,,,,,,,ed64b9c2-f5af-45d7-b59b-e556ebf41e42,36,,,"[51.5, 3.0]",3900615,0,,,,,2.0287943,,Left Foot,,,"[44.5, 17.2]",,Ground Pass,,15.831614,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,,1,From Kick Off,Ermir Lenjani,10746.0,Left Back,2,Nantes,144,['c7d6951c-91c5-4a60-9eaf-9d10e68a8815'],35,,,,,,,,,,,,,,,,,Nantes,144,00:00:35.365,Pass,
,,,,,,,,,,,,,,,,,,2.601793,,,,,,,,,,,9fbb9106-a322-421b-ab20-fade148c699b,39,,,"[45.7, 18.9]",3900615,0,,,,,0.91826236,,Right Foot,,,"[82.0, 66.4]",,High Pass,,59.78244,Incomplete,,Youssouf Sabaly,3404.0,,True,,,,1,From Kick Off,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,2,Nantes,144,"['8e7695b7-7d45-47b8-bdab-d49f042063bc', 'a0b7855e-bf07-4e1b-a272-73b10a75ab65']",39,,,,,,,,,,,,,,,,,Nantes,144,00:00:39.009,Pass,
,,,,,,,,,,,,,,,,,,2.529965,,,,,,,,,,,8e7695b7-7d45-47b8-bdab-d49f042063bc,42,,,"[38.1, 13.7]",3900615,0,,,,True,-0.1687501,,,,,"[65.1, 9.1]",,High Pass,,27.38905,,,Kévin Mayi,7430.0,,,,,Recovery,1,Regular Play,Pablo Jean Antoine Martínez,3207.0,Left Back,3,Gazélec Ajaccio,160,"['1fc3c301-6418-451e-a190-9ab24901fa3b', '8fbc8f25-6b98-4189-b775-dffc328f0cf8', '9fbb9106-a322-421b-ab20-fade148c699b']",41,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:41.611,Pass,True
,,,,,,,,,,,,,,,,,,1.923058,,,,,,,,,,,78b98c67-c44c-4f3a-b490-8af6374cf125,46,,,"[72.9, 6.3]",3900615,0,,,,,0.8392383,,Right Foot,,,"[80.8, 15.1]",,Ground Pass,,11.825819,,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Kévin Mayi,7430.0,Left Midfield,3,Gazélec Ajaccio,160,['b166d0a7-5ca6-46f0-8d2d-4061f4f991de'],45,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:45.557,Pass,
,,,,,,,,,,,,,,,,,,0.288287,,,,,,,,,,,9ebf46fd-407e-4c8b-b6b6-c8d5fa1199e3,49,,,"[79.7, 12.9]",3900615,0,,,,,1.1296169,,Right Foot,,,"[81.4, 16.5]",,Ground Pass,,3.981206,Incomplete,,Kévin Mayi,7430.0,,,,,,1,Regular Play,Jacques Zoua Daogari,401505.0,Center Forward,3,Gazélec Ajaccio,160,"['130440b9-8e02-4d59-b020-19d249ad6ef3', '89b9e4c1-0d0d-4e2b-9aaf-9948e9fad4a2', '8cfa5c61-8772-4b48-87a5-f45a59b0572b']",47,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:47.480,Pass,True
,,,,,,,,,,,,,,,,,,1.415167,,,,,,,,,,,7450192e-a95a-4a9f-a17f-b35a40f22898,55,,,"[49.0, 73.8]",3900615,0,,,,,-0.59822124,,Right Foot,,,"[64.7, 63.1]",,Ground Pass,,18.999474,,,Alejandro Bedoya,12351.0,,,,,,1,From Counter,Adrien Thomasson,3375.0,Right Wing,4,Nantes,144,['82ea8566-cfb4-4103-b9a3-742c60f655da'],51,,,,,,,,,,,,,,,,,Nantes,144,00:00:51.974,Pass,
,,,,,,,,,,,,,,,,,,1.038682,,,,,,,,,,,25af8ff2-0683-48ec-9edf-746cf75d64ea,57,,,"[64.2, 63.1]",3900615,0,,,,,0.67474097,,Right Foot,,,"[73.2, 70.3]",,Ground Pass,,11.525623,,,Emiliano Sala,3114.0,,,,,,1,From Counter,Alejandro Bedoya,12351.0,Center Attacking Midfield,4,Nantes,144,['c81df16d-927c-41d1-b735-55bd111c1ed9'],53,,,,,,,,,,,,,,,,,Nantes,144,00:00:53.390,Pass,
,,,,,,,,,,,,,,,,,,1.947027,,,,,,,,,,,68eedfee-b07e-404a-a5e7-3b8aace07268,63,,,"[88.9, 80.0]",3900615,1,,,,,-0.28932187,,,,,"[110.4, 73.6]",,Low Pass,,22.432343,,,Alejandro Bedoya,12351.0,,,,,Throw-in,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,5,Nantes,144,['750d87f5-ea4d-4484-a7e9-c5ea7f512351'],7,,,,,,,,,,,,,,,,,Nantes,144,00:01:07.836,Pass,
,,,,,,,,,,,,,,,,,,1.561008,,,,,,,,,,,94e94c1e-09de-431f-aa90-905dd06efdb1,69,,,"[111.2, 80.0]",3900615,1,,,,,-1.5325375,,,,,"[112.0, 59.1]",,High Pass,,20.915306,,,Emiliano Sala,3114.0,,,,,Throw-in,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,6,Nantes,144,['2c3b2461-f84c-4fe0-a6fa-047d6aeb4a36'],22,,,,,,,,,,,,,,,,,Nantes,144,00:01:22.646,Pass,
,,,,,,,,,,,,,,,,,,0.290909,,,,,,,,,,,b486cea5-e097-4a6c-92f0-b6b1857e0e4c,78,,,"[7.2, 16.5]",3900615,1,,,,,-1.1760052,,Left Foot,,,"[8.7, 12.9]",,Ground Pass,,3.9,Incomplete,,Kévin Mayi,7430.0,,,,,,1,From Throw In,Pablo Jean Antoine Martínez,3207.0,Left Back,6,Nantes,144,"['587f484d-4511-4627-8fdd-2a883bb755b5', 'c62b2461-57df-4e28-a21a-8385f6462d98']",26,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:26.705,Pass,
,,,,,,,,,,,,,,,,,,4.538374,,,,,,,,,,,970f1987-53eb-4df0-aa15-069919a31746,81,,,"[7.0, 36.1]",3900615,1,,,,,-0.1367557,,Left Foot,,,"[83.3, 25.6]",,High Pass,,77.01909,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,Goal Kick,1,From Goal Kick,Clément Maury,401508.0,Goalkeeper,7,Gazélec Ajaccio,160,"['0a8a6499-522c-4f92-b903-5de2444cef53', '1f2d420e-5c7c-4083-8bd3-10aa302df650']",45,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:45.688,Pass,
,,,,,,,,,,,,,,,,,,1.455431,,,,,,,,,,,1f2d420e-5c7c-4083-8bd3-10aa302df650,83,,,"[36.8, 54.5]",3900615,1,,,,,0.22821194,,Head,,,"[52.3, 58.1]",,High Pass,,15.912574,Incomplete,,Adrien Thomasson,3375.0,,,,,Recovery,1,From Goal Kick,Rémi Gomis,401478.0,Right Center Back,7,Gazélec Ajaccio,160,"['3960725a-e3f8-4ef5-8a7f-8114b361edf3', '970f1987-53eb-4df0-aa15-069919a31746', 'd560a2f4-750d-4a67-a5fc-caa74014b281']",50,,,,,,,,,,,,,,,,,Nantes,144,00:01:50.226,Pass,
,,,,,,,,,,,,,,,,,,0.245575,,,,,,,,,,,d560a2f4-750d-4a67-a5fc-caa74014b281,85,,,"[67.8, 22.0]",3900615,1,,,,,-0.45277846,,Head,,,"[71.5, 20.2]",,Low Pass,,4.1146083,Incomplete,,Kévin Mayi,7430.0,,,,,Recovery,1,From Goal Kick,Jérôme Le Moigne,401507.0,Right Defensive Midfield,7,Gazélec Ajaccio,160,"['1f2d420e-5c7c-4083-8bd3-10aa302df650', '6038893d-f82b-436e-98f5-3f4228bd7d16', 'bd8c338b-a8fa-4ddd-86f7-621bf7520d68']",51,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:51.682,Pass,
,,,,,,,,,,,,,,,,,,4.331385,,,,,,,,,,,269a8c68-33ca-4dbb-b740-a7d7b253bfbf,90,,,"[56.5, 55.3]",3900615,1,,,,,0.04794787,,Left Foot,,,"[108.6, 57.8]",,High Pass,,52.159946,Incomplete,,Emiliano Sala,3114.0,,,,,,1,From Goal Kick,Adrien Thomasson,3375.0,Right Wing,7,Gazélec Ajaccio,160,"['1a1f7dc7-4731-4d52-b5b5-9af15899e0ac', '528daacb-bc7d-4409-892c-fdb117dd82ca']",54,,,,,,,,,,,,,,,,,Nantes,144,00:01:54.066,Pass,
,,,,,,,,,,,,,,,,,,2.506752,,,,,,,,,,,f186fe7f-eed0-4fea-8657-b9bf693fc8a5,94,,,"[14.8, 32.6]",3900615,2,,,,,1.0132077,,Right Foot,,,"[25.9, 50.4]",,Ground Pass,,20.97737,,,Jérôme Le Moigne,401507.0,,,,,,1,From Goal Kick,Clément Maury,401508.0,Goalkeeper,7,Gazélec Ajaccio,160,['9a6fbf42-4348-47ef-8469-694918d3a352'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:01.903,Pass,
,,,,,,,,,,,,,,,,,,1.731868,,,,,,,,,,,013e8fd3-326c-41d7-ae1b-aff2903b6fa7,97,,,"[26.4, 51.3]",3900615,2,,,,,-1.5922984,,Right Foot,,,"[25.8, 23.4]",,Ground Pass,,27.90645,,,Jérémie Bréchet,7603.0,,,,,,1,From Goal Kick,Jérôme Le Moigne,401507.0,Right Defensive Midfield,7,Gazélec Ajaccio,160,['8b2ea687-768e-496d-964d-f89950c0dc6c'],5,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:05.639,Pass,
,,,,,,,,,,,,,,,,,,1.339063,,,,,,,,,,,da94d615-33d5-48ec-9657-67b373ef7d25,100,,,"[25.9, 23.1]",3900615,2,,,,,-0.94512016,,Left Foot,,,"[39.7, 4.0]",,Ground Pass,,23.563744,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Goal Kick,Jérémie Bréchet,7603.0,Left Center Back,7,Gazélec Ajaccio,160,['48cfeebe-89f4-4970-92ca-106435787225'],8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:08.237,Pass,
,,,,,,,,,,,,,,,,,,4.573293,,,,,,,,,,,9fdc3df3-dc48-4ff1-8a78-36ffce7bd6b7,103,,,"[41.5, 5.4]",3900615,2,,,,,0.35764813,,Left Foot,,,"[100.1, 27.3]",,High Pass,,62.558533,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Goal Kick,Pablo Jean Antoine Martínez,3207.0,Left Back,7,Gazélec Ajaccio,160,"['5e16530d-3be1-4531-876d-03c95d39feac', 'fbb4ffc4-a955-44da-afc1-ca8cded95488']",10,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:10.833,Pass,
,,,,,,,,,,,,,,,,,,5.716987,,,,,,,,,,,5e16530d-3be1-4531-876d-03c95d39feac,105,,,"[20.0, 52.8]",3900615,2,,,,,0.05220217,,Right Foot,,,"[88.9, 56.4]",,High Pass,,68.99399,Incomplete,,Emiliano Sala,3114.0,,,,,Recovery,1,From Goal Kick,Rémy Riou,25377.0,Goalkeeper,7,Gazélec Ajaccio,160,"['80625e05-8182-4f9e-9488-36c708f62e98', '9fdc3df3-dc48-4ff1-8a78-36ffce7bd6b7', 'c348aa46-d31f-47a9-abc4-feed10f151be']",15,,,,,,,,,,,,,,,,,Nantes,144,00:02:15.407,Pass,
,,,,,,,,,,,,,,,,,,1.706119,,,,,,,,,,,80625e05-8182-4f9e-9488-36c708f62e98,107,,,"[31.2, 23.7]",3900615,2,,,,,2.7211874,,Head,,,"[14.2, 31.3]",,Low Pass,,18.621492,,,Clément Maury,401508.0,,,,,Recovery,1,From Goal Kick,Jérémie Bréchet,7603.0,Left Center Back,7,Gazélec Ajaccio,160,"['29d7c2ec-29d8-4f06-8a18-ab2b771e86af', '5e16530d-3be1-4531-876d-03c95d39feac']",21,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:21.124,Pass,
,,,,,,,,,,,,,,,,,,2.925819,,,,,,,,,,,ef3d48ed-dca6-4775-b084-a885bad33ed3,110,,,"[19.2, 38.4]",3900615,2,,,,,0.11272761,,Left Foot,,,"[82.8, 45.6]",,High Pass,,64.00625,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Goal Kick,Clément Maury,401508.0,Goalkeeper,7,Gazélec Ajaccio,160,"['42ac0a57-8625-49ad-83b9-50af32105832', 'dafd5f14-a3c9-4f4a-90ab-30ca3c0d5a6a']",31,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:31.759,Pass,
,,,,,,,,,,,,,,,,,,1.257903,,,,,,,,,,,42ac0a57-8625-49ad-83b9-50af32105832,112,,,"[37.3, 34.5]",3900615,2,,,,,0.26567635,,Head,,,"[52.0, 38.5]",,High Pass,,15.2345,,,Alejandro Bedoya,12351.0,,,,,Recovery,1,From Goal Kick,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,7,Gazélec Ajaccio,160,"['ae4b215a-0193-4bad-bb98-5ae27027488a', 'ef3d48ed-dca6-4775-b084-a885bad33ed3']",34,,,,,,,,,,,,,,,,,Nantes,144,00:02:34.685,Pass,
,,,,,,,,,,,,,,,,,,1.464389,,,,,,,,,,,8726ba9e-c871-4180-901f-67151a6a379f,114,,,"[53.2, 38.1]",3900615,2,,,,,2.7320683,,Other,,,"[35.0, 46.0]",,Low Pass,,19.840614,Incomplete,,,,,,,,,1,From Goal Kick,Alejandro Bedoya,12351.0,Center Attacking Midfield,7,Gazélec Ajaccio,160,['b4e91364-b4aa-47bb-8951-9896ee75d9cb'],35,,,,,,,,,,,,,,,,,Nantes,144,00:02:35.943,Pass,
,,,,,,,,,,,,,,,,,,1.868933,,,,,,,,,,,448055f7-75bc-437a-bad0-b1aff61e46e1,118,,,"[82.6, 34.5]",3900615,2,,,,,-1.2717692,,Left Foot,,,"[90.8, 7.9]",,Ground Pass,,27.83523,,,Kévin Mayi,7430.0,,,,,,1,From Goal Kick,Jacques Zoua Daogari,401505.0,Center Forward,7,Gazélec Ajaccio,160,['0427f8dc-9978-4777-b22c-9fc532da3902'],38,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:38.482,Pass,
