50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.879395,,,,,,,,,,,,,f88c6046-8060-42ee-ab70-9471afac2c78,15,,,"[79.1, 16.1]",3900555,0,,,,-0.60477954,,Right Foot,,,,"[85.9, 11.4]",,Ground Pass,,8.266196,Incomplete,,Johan Audel,401477.0,,,,,,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,"['0d5ebec1-a1a1-4e06-b9e0-b50290417907', '8cc69670-a4b5-4220-843f-1cdf6503710c']",9,,,,,,,,,,,,,,,,,Nantes,144,00:00:09.112,Pass,
,,,,,,,,,,,,,,,,,,,,0.451988,,,,,,,,,,,,,8cc69670-a4b5-4220-843f-1cdf6503710c,18,,,"[34.2, 68.7]",3900555,0,,,,-0.20401798,,Right Foot,,,,"[37.1, 68.1]",,Ground Pass,,2.9614186,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Nantes,144,"['32ddf2ec-b99e-493a-926c-317fe92d3fca', 'e41d6327-6b2f-4f40-8e21-e807c59ef106', 'f88c6046-8060-42ee-ab70-9471afac2c78']",9,,,,,,,,,,,,,,,,,Toulouse,130,00:00:09.992,Pass,True
,,,,,,,,,,,,,,,,,,,,0.161395,,,,,,,,,,,,,72f73dba-b2da-4ea9-9df8-3a0a94ce20d1,22,,,"[38.5, 68.5]",3900555,0,,,,0.4636476,,Right Foot,,,,"[39.9, 69.2]",,Ground Pass,,1.5652475,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Nantes,144,"['4ea607c0-1f81-4ff3-940c-7484e9141711', 'c10a6ffe-e37b-443c-8d96-2b67913b0a70', 'faf9d217-b914-45b4-8cef-8336cf149e25']",11,,,,,,,,,,,,,,,,,Toulouse,130,00:00:11.570,Pass,True
,,,,,,,,,,,,,,,,,,,,3.064956,,,,,,,,,,,,,a7193ef5-4b97-46d9-9659-8a0dad109d44,28,,,"[92.6, 11.8]",3900555,0,,,,-0.086271815,,Left Foot,,,,"[111.1, 10.2]",,Ground Pass,,18.56906,,,Adryan Oliveira Tavares,31687.0,,,,,,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,['72d5585b-6d73-4223-b38a-c56f263e3afa'],14,,,,,,,,,,,,,,,,,Nantes,144,00:00:14.315,Pass,
,,,,,,,,,,,,,,,,,,,,1.003876,,,,,,,,,,,,,f20f4792-7f72-43d6-87aa-aeace007a542,31,,,"[114.8, 7.2]",3900555,0,,,,-3.016377,,Right Foot,,,,"[100.5, 5.4]",,Ground Pass,,14.412842,,,Youssouf Sabaly,3404.0,,,,,,1,From Kick Off,Adryan Oliveira Tavares,31687.0,Left Wing,2,Nantes,144,['06f5605c-2066-4d1f-9d52-9ee1223f8324'],18,,,,,,,,,,,,,,,,,Nantes,144,00:00:18.908,Pass,
,,,,,,,,,,,,,,,,,,,,0.980176,,,,,,,,,,,,,3aae8ceb-4e4c-44b3-85da-9ec69b724200,34,,,"[106.5, 9.5]",3900555,0,,,,-2.873482,,Right Foot,,,,"[97.4, 7.0]",,Ground Pass,,9.4371605,,,Adryan Oliveira Tavares,31687.0,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Left Back,2,Nantes,144,['3e6768f0-0ed5-43be-be9f-24ec3fbf3f5c'],25,,,,,,,,,,,,,,,,,Nantes,144,00:00:25.102,Pass,
,,,,,,,,,,,,,,,,,,,,2.130731,,,,,,,,,,,,,88e1e155-8cd2-4705-82fd-445833ded136,37,,,"[97.4, 7.0]",3900555,0,,,,2.0922804,,Right Foot,,,,"[78.9, 39.2]",,High Pass,,37.1361,,,Adrien Thomasson,3375.0,,,,,,1,From Kick Off,Adryan Oliveira Tavares,31687.0,Left Wing,2,Nantes,144,['950c2239-610d-44c9-b264-4f79ffe0e9d3'],27,,,,,,,,,,,,,,,,,Nantes,144,00:00:27.436,Pass,
,,,,,,,,,,,,,,,,,,,,0.86211,,,,,,,,,,,,,b4126bfe-f3be-415b-a221-7db47eb853b5,40,,,"[79.6, 42.0]",3900555,0,,,,0.18873776,,Right Foot,,,,"[88.5, 43.7]",,Ground Pass,,9.060905,,,Johan Audel,401477.0,,,,,,1,From Kick Off,Adrien Thomasson,3375.0,Left Defensive Midfield,2,Nantes,144,['988a2640-b2f0-4d9d-936b-a36a06373843'],30,,,,,,,,,,,,,,,,,Nantes,144,00:00:30.648,Pass,
,,,,,,,,,,,,,,,,,,,,1.654286,,,,,,,,,,,,,619b16d7-8566-40af-9356-044a2b1a364e,43,,,"[89.3, 43.7]",3900555,0,,,,2.7204032,,Right Foot,,,,"[76.8, 49.3]",,Ground Pass,,13.69708,,,Adrien Thomasson,3375.0,,,,,,1,From Kick Off,Johan Audel,401477.0,Center Attacking Midfield,2,Nantes,144,['5113ef77-2d4c-437b-a4d8-9b398e317e34'],32,,,,,,,,,,,,,,,,,Nantes,144,00:00:32.708,Pass,
,,,,,,,,,,,,,,,,,,,,1.340585,,,,,,,,,,,,,5ccc70b4-8a31-4658-aace-48005d6366fd,47,,,"[77.8, 49.4]",3900555,0,,,,-1.766497,,Right Foot,,,,"[73.3, 26.7]",,High Pass,,23.141737,,,Lucas Deaux,2943.0,,,,,,1,From Kick Off,Adrien Thomasson,3375.0,Left Defensive Midfield,2,Nantes,144,"['9afa2b3c-d3d9-490e-9b4e-b04b64ba5b48', 'ae96e49a-eed9-433a-9e43-d41fb9822e8b']",34,,,,,,,,,,,,,,,,,Nantes,144,00:00:34.402,Pass,True
,,,,,,,,,,,,,,,,,,,,2.383731,,,,,,,,,,,,,fd886407-955c-4eea-a2a8-f1a3b6abf352,53,,,"[53.0, 12.4]",3900555,0,,,,-0.118728295,,Right Foot,,,,"[92.4, 7.7]",,High Pass,,39.67934,Incomplete,,Adryan Oliveira Tavares,31687.0,,,,,,1,From Kick Off,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,2,Nantes,144,"['8fc52c9f-596b-4570-bf7b-48ccbaeb1ee5', 'e1672e22-42ab-440b-8e10-b21ed6f3521b']",41,,,,,,,,,,,,,,,,,Nantes,144,00:00:41.075,Pass,
,,,,,,,,,,,,,,,,,,,,1.989331,,,,,,,,,,,,,e1672e22-42ab-440b-8e10-b21ed6f3521b,55,,,"[27.7, 72.4]",3900555,0,,,,-0.21066378,,Head,,,,"[43.6, 69.0]",,High Pass,,16.259459,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Kick Off,Wergiton do Rosário Calmon,3030.0,Right Back,2,Nantes,144,"['a7871434-e0fe-44a2-bb38-704d3e0cbd10', 'fd886407-955c-4eea-a2a8-f1a3b6abf352']",43,,,,,,,,,,,,,,,,,Toulouse,130,00:00:43.458,Pass,
,,,,,,,,,,,,,,,,,,,,1.194887,,,,,,,,,,,,,b3bb0a3e-9be0-4010-a5bd-2fb3a38704ae,58,,,"[43.1, 67.1]",3900555,0,,,,1.2490457,,Head,,,,"[44.9, 72.5]",,High Pass,,5.6920996,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Nantes,144,"['19cb90ef-37a0-4620-acc0-e5fec4b99293', 'be7f8cbe-dd11-4598-a01a-165ee20fafd7', 'fcb2f003-e338-4cd2-a84b-4e41c15a89d2']",45,,,,,,,,,,,,,,,,,Toulouse,130,00:00:45.448,Pass,True
,,,,,,,,,,,,,,,,,,,,0.582352,,,,,,,,,,,,,fcb2f003-e338-4cd2-a84b-4e41c15a89d2,60,,,"[75.2, 7.6]",3900555,0,,,,2.0840485,,Right Foot,,,,"[72.1, 13.1]",,Low Pass,,6.3134775,,,Youssouf Sabaly,3404.0,,,,,Recovery,1,From Kick Off,Adrien Thomasson,3375.0,Left Defensive Midfield,2,Nantes,144,"['3bc79ef5-974c-49bd-a81c-9dadfaa91148', 'b3bb0a3e-9be0-4010-a5bd-2fb3a38704ae']",46,,,,,,,,,,,,,,,,,Nantes,144,00:00:46.643,Pass,
,,,,,,,,,,,,,,,,,,,,1.315248,,,,,,,,,,,,,2665b98b-c990-44f5-8f75-1dc633ed395d,63,,,"[72.1, 13.0]",3900555,0,,,,-1.3554386,,Left Foot,,,,"[73.5, 6.6]",,Low Pass,,6.551336,,,Adrien Thomasson,3375.0,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Left Back,2,Nantes,144,['ac3bbdbc-a97f-4cbc-a613-4ae36bae7346'],47,,,,,,,,,,,,,,,,,Nantes,144,00:00:47.499,Pass,
,,,,,,,,,,,,,,,,,,,,1.303137,,,,,,,,,,,,,7e7b957c-03a8-444b-bfe8-65017ca9b271,67,,,"[72.6, 6.8]",3900555,0,,,,1.6983058,,Right Foot,,,,"[70.6, 22.4]",,Ground Pass,,15.727683,,,Lucas Deaux,2943.0,,,,,,1,From Kick Off,Adrien Thomasson,3375.0,Left Defensive Midfield,2,Nantes,144,"['0ff81ebe-5601-4e9d-8bf6-9f486a19bc5d', 'c625d678-b182-43e5-ac60-ee1180143bcc']",48,,,,,,,,,,,,,,,,,Nantes,144,00:00:48.906,Pass,True
,,,,,,,,,,,,,,,,,,,,0.708736,,,,,,,,,,,,,7f2a33f2-2638-44d6-b313-b599b962874a,70,,,"[69.4, 22.0]",3900555,0,,,,0.3142319,,Right Foot,,,,"[81.4, 25.9]",,Ground Pass,,12.617845,,,Emiliano Sala,3114.0,,,,,,1,From Kick Off,Lucas Deaux,2943.0,Right Defensive Midfield,2,Nantes,144,['4192a4e7-ec96-4e2c-868d-fe4651e06f3c'],50,,,,,,,,,,,,,,,,,Nantes,144,00:00:50.305,Pass,
,,,,,,,,,,,,,,,,,,,,0.692255,,,,,,,,,,,,,5a986694-3d17-40f2-8b8a-086187f51378,73,,,"[81.4, 27.6]",3900555,0,,,,-0.9664908,,Right Foot,,,,"[87.2, 19.2]",,Low Pass,,10.20784,,,Adryan Oliveira Tavares,31687.0,,,,,,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,['dae6c24a-3bf2-4564-be22-68194b91d39c'],51,,,,,,,,,,,,,,,,,Nantes,144,00:00:51.158,Pass,
,,,,,,,,,,,,,,,,,,,,1.61919,,,,,,,,,,,,,ec5d5fe2-ae63-4e05-b745-1720409cf709,76,,,"[86.4, 19.9]",3900555,0,,,,1.1950443,e0bb3297-4eba-4f2a-a467-46ac613aad45,Right Foot,,,,"[90.7, 30.8]",,Low Pass,,11.717508,,,Emiliano Sala,3114.0,True,,,,,1,From Kick Off,Adryan Oliveira Tavares,31687.0,Left Wing,2,Nantes,144,['ab3e8f39-4a2d-4b7a-9f48-e2806d2dc099'],51,,,,,,,,,,,,,,,,,Nantes,144,00:00:51.887,Pass,
,,,,,,,,,,,,,,,,,,,,3.641937,,,,,,,,,,,,,5ac0ac2f-87fb-4c23-b542-bb799ad8670f,80,,,"[6.0, 36.0]",3900555,1,,,,-0.24299376,,Right Foot,,,,"[65.3, 21.3]",,High Pass,,61.094845,Incomplete,,Óscar Guido Trejo,11540.0,,,,,Goal Kick,1,From Goal Kick,Alban Lafont,2981.0,Goalkeeper,3,Toulouse,130,"['29080b20-b28b-4778-8cc8-52c22673cda7', '36803dc8-e613-4247-9547-b560b6e123d8']",17,,,,,,,,,,,,,,,,,Toulouse,130,00:01:17.874,Pass,
,,,,,,,,,,,,,,,,,,,,1.188399,,,,,,,,,,,,,29080b20-b28b-4778-8cc8-52c22673cda7,83,,,"[54.8, 58.8]",3900555,1,,,True,0.4636476,,,,,,"[65.2, 64.0]",,Low Pass,,11.627554,,,Johan Audel,401477.0,,,,,Recovery,1,From Goal Kick,Lucas Deaux,2943.0,Right Defensive Midfield,3,Toulouse,130,"['5ac0ac2f-87fb-4c23-b542-bb799ad8670f', '92cef6cf-9157-46f8-a98b-e1ea9c87069d', 'f572e931-5497-4d32-8e2a-f6dfedef50b3']",21,,,,,,,,,,,,,,,,,Nantes,144,00:01:21.516,Pass,True
,,,,,,,,,,,,,,,,,,,,3.000733,,,,,,,,,,,,,de3d2d25-5a21-4228-9292-539bb87da8af,87,,,"[67.3, 63.0]",3900555,1,,,,-0.31234643,,Right Foot,,,,"[96.1, 53.7]",,High Pass,,30.264336,Incomplete,,Emiliano Sala,3114.0,,,,,,1,From Goal Kick,Johan Audel,401477.0,Center Attacking Midfield,3,Toulouse,130,"['5048a013-7ba8-4487-b8fb-b43f745fdfe0', '9c98a4dc-7974-4c30-bf9a-9a00104c75f0', 'cfdb50f0-d324-449b-befc-1276de7925a7']",22,,,,,,,,,,,,,,,,,Nantes,144,00:01:22.792,Pass,True
,,,,,,,,,,,,,,,,,,,,1.809751,,,,,,,,,,,,,5048a013-7ba8-4487-b8fb-b43f745fdfe0,89,,,"[24.0, 26.4]",3900555,1,,,,3.12609,,Head,,,,"[11.1, 26.6]",,Low Pass,,12.90155,,,Alban Lafont,2981.0,,,,,Recovery,1,From Goal Kick,Issa Diop,4349.0,Right Center Back,3,Toulouse,130,"['b85ad1f9-abd5-441a-8229-c351f9af4282', 'de3d2d25-5a21-4228-9292-539bb87da8af']",25,,,,,,,,,,,,,,,,,Toulouse,130,00:01:25.793,Pass,
,,,,,,,,,,,,,,,,,,,,2.180597,,,,,,,,,,,,,dd562d9c-d588-4cd7-aa4d-f936272c4527,92,,,"[14.4, 33.1]",3900555,1,,,,1.0668775,,Keeper Arm,,,,"[20.3, 43.8]",,Ground Pass,,12.218838,,,Issa Diop,4349.0,,,,,,1,From Goal Kick,Alban Lafont,2981.0,Goalkeeper,3,Toulouse,130,['b74b7f62-1b16-44ea-9d27-e3d5841d15ce'],29,,,,,,,,,,,,,,,,,Toulouse,130,00:01:29.493,Pass,
,,,,,,,,,,,,,,,,,,,,2.191589,,,,,,,,,,,,,e6ad5e4a-819c-440b-a04e-e8b66ed0c977,95,,,"[27.1, 45.5]",3900555,1,,,,-1.5225247,,Right Foot,,,,"[28.1, 24.8]",,Ground Pass,,20.72414,,,Uroš Spajić,16430.0,,,,,,1,From Goal Kick,Issa Diop,4349.0,Right Center Back,3,Toulouse,130,['81fc2fc0-d515-42d4-982e-bbeebfc19b86'],32,,,,,,,,,,,,,,,,,Toulouse,130,00:01:32.662,Pass,
,,,,,,,,,,,,,,,,,,,,1.082042,,,,,,,,,,,,,bc85ff0c-80bf-4528-ae8b-9901cc89517a,98,,,"[30.6, 24.2]",3900555,1,,,,-0.89750886,,Right Foot,,,,"[44.0, 7.4]",,Ground Pass,,21.489532,,,William Matheus da Silva,44065.0,,,,,,1,From Goal Kick,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['84fbca39-d0cc-411a-a175-c48cd180201e'],35,,,,,,,,,,,,,,,,,Toulouse,130,00:01:35.560,Pass,
,,,,,,,,,,,,,,,,,,,,0.991969,,,,,,,,,,,,,ac0141ee-cb8c-4855-be88-ce46d107731b,101,,,"[45.8, 5.3]",3900555,1,,,,2.0057633,,Left Foot,,,,"[41.2, 15.2]",,Ground Pass,,10.916501,,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Goal Kick,William Matheus da Silva,44065.0,Left Back,3,Toulouse,130,['9d278ac5-8e41-43dc-ae4a-bad455aca238'],37,,,,,,,,,,,,,,,,,Toulouse,130,00:01:37.905,Pass,
,,,,,,,,,,,,,,,,,,,,1.426933,,,,,,,,,,,,,0c6d5676-9580-4296-bd77-41eea5def0fd,104,,,"[40.6, 19.0]",3900555,1,,,,1.2843741,,Right Foot,,,,"[49.2, 48.2]",,Ground Pass,,30.440105,,,Yann Bodiger,2961.0,,,,,,1,From Goal Kick,Tongo Hamed Doumbia,16522.0,Left Center Midfield,3,Toulouse,130,['307a1907-7754-4467-b9fc-cfc435e65ab9'],41,,,,,,,,,,,,,,,,,Toulouse,130,00:01:41.843,Pass,
,,,,,,,,,,,,,,,,,,,,3.630671,,,,,,,,,,,,,5354b555-9a6f-46fc-8466-f30ac723deff,107,,,"[46.0, 30.8]",3900555,1,,,,0.13594867,,Left Foot,,,,"[109.6, 39.5]",,High Pass,,64.19229,Incomplete,,Aleksandar Pešić,40431.0,,,,,,1,From Goal Kick,Yann Bodiger,2961.0,Center Defensive Midfield,3,Toulouse,130,"['97eeee50-bbf6-4e21-aeb7-8b30f1f36ca3', 'ac38cf37-df42-40c5-b391-39b6224a937b']",45,,,,,,,,,,,,,,,,,Toulouse,130,00:01:45.857,Pass,
,,,,,,,,,,,,,,,,,,,,2.12602,,,,,,,,,,,,,7d7085c9-b09a-43d0-a727-47a7c8bbbb54,111,,,"[15.7, 41.8]",3900555,1,,,,1.0947697,,Keeper Arm,,,,"[30.6, 70.7]",,Low Pass,,32.51492,,,Léo Dubois,3144.0,,,,,,1,Regular Play,Rémy Riou,25377.0,Goalkeeper,4,Nantes,144,['d0864bee-a7d2-4bef-8347-4ee8dc755448'],50,,,,,,,,,,,,,,,,,Nantes,144,00:01:50.748,Pass,
,,,,,,,,,,,,,,,,,,,,0.921735,,,,,,,,,,,,,12bf34d2-0336-44a2-9ed5-6e8ce5cbfd68,114,,,"[33.7, 72.3]",3900555,1,,,,0.27179217,,Right Foot,,,,"[45.9, 75.7]",,Ground Pass,,12.664912,,,Alejandro Bedoya,12351.0,,,,,,1,Regular Play,Léo Dubois,3144.0,Right Back,4,Nantes,144,['cb60e421-a265-4182-9d49-f8c4b1f0a217'],54,,,,,,,,,,,,,,,,,Nantes,144,00:01:54.852,Pass,
