50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.735887,,,,,,,,,,e5c9e951-fb7f-4326-812d-b7a9a18d2cab,16,,"[75.8, 71.6]",3901796,0,,,,-2.325435,,Left Foot,,,"[69.5, 64.9]",,Ground Pass,,9.196738,,,Jill Roord,10650.0,,,,,,,1,From Kick Off,Victoria Pelova,63788.0,Right Wing Back,2,Netherlands Women's,851,"['6a59f325-8237-4125-b6da-710e05ebd05d', 'c36fe66f-deda-4ca3-8f48-336a55473e50']",11,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:11.674,Pass,True
,,,,,,,,,,,,,,,,,1.780216,,,,,,,,,,2f84bd24-0937-4366-927d-02479d57f8ca,19,,"[69.5, 64.9]",3901796,0,,,,-2.3561945,,Right Foot,,,"[47.4, 42.8]",,Ground Pass,,31.25412,,,Stephanie van der Gragt,10647.0,,,,,,,1,From Kick Off,Jill Roord,10650.0,Right Center Midfield,2,Netherlands Women's,851,['7893b26c-a946-4d86-b9af-117e84091068'],17,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:17.487,Pass,
,,,,,,,,,,,,,,,,,1.076176,,,,,,,,,,e9997317-a499-4ebc-91cd-50c4cc7dafc6,22,,"[55.3, 42.0]",3901796,0,,,,-1.4629687,,Right Foot,,,"[57.4, 22.6]",,Ground Pass,,19.513329,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Kick Off,Stephanie van der Gragt,10647.0,Center Back,2,Netherlands Women's,851,['acf7620e-b805-443d-8b65-87617b18807a'],20,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:20.832,Pass,
,,,,,,,,,,,,,,,,,3.060683,,,,,,,,,,9697e7b2-aa82-4dc2-9b6e-2e9366e8c66e,26,,"[59.3, 19.7]",3901796,0,,,,1.6514524,,Right Foot,,,"[55.8, 63.0]",,High Pass,,43.441223,,,Sherida Spitse,10645.0,,,True,,,,1,From Kick Off,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,2,Netherlands Women's,851,"['495efada-3adf-4e67-90ea-cc705a09dbc8', '51fc89a1-e71d-473d-b8db-6c51238ea949']",26,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:26.129,Pass,True
,,,,,,,,,,,,,,,,,1.036344,,,,,,,,,,3ca3a0f8-2a2a-42a9-8683-c25ccfa8fa2f,29,,"[55.8, 63.0]",3901796,0,,,,0.67474097,,Right Foot,,,"[69.3, 73.8]",,Ground Pass,,17.288435,,,Victoria Pelova,63788.0,,,,,,,1,From Kick Off,Sherida Spitse,10645.0,Right Center Back,2,Netherlands Women's,851,['8a212b1d-e3d8-4ea4-93bf-3082ee2d861e'],33,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:33.479,Pass,
,,,,,,,,,,,,,,,,,0.960356,,,,,,,,,,1f25a7b1-baf5-4f16-bd0a-894d16a1e958,32,,"[69.3, 73.8]",3901796,0,,,,-3.0315418,,Right Foot,,,"[51.2, 71.8]",,Ground Pass,,18.210161,,,Sherida Spitse,10645.0,,,,,,,1,From Kick Off,Victoria Pelova,63788.0,Right Wing Back,2,Netherlands Women's,851,['c42b586e-d5ed-4298-9470-47e0e16d4a1a'],35,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:35.507,Pass,
,,,,,,,,,,,,,,,,,0.854342,,,,,,,,,,3b9e7dea-4a87-4225-b78e-674926c121a0,36,,"[54.3, 70.3]",3901796,0,,,,-0.1290498,,Right Foot,,,"[67.4, 68.6]",,Ground Pass,,13.209845,Incomplete,,Lineth Beerensteyn,10656.0,,,,,,,1,From Kick Off,Sherida Spitse,10645.0,Right Center Back,2,Netherlands Women's,851,"['02913a94-f3ce-4a4f-93d3-2b91d69f80a8', '48aa721f-6224-4b0d-b56a-e6ba60f0c247', 'f8257fbd-e8cf-4021-872e-dbe4abeec636']",37,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:37.862,Pass,True
,,,,,,,,,,,,,,,,,0.34922,,,,,,,,,,f0582aff-fd05-40c0-bd4c-c8a7dfb8456d,40,,"[52.1, 4.7]",3901796,0,,,,-0.16725394,,Left Foot,,,"[75.2, 0.8]",,Low Pass,,23.426908,Out,,Thembi Kgatlana,5052.0,,,,,,,1,From Kick Off,Hildah Tholakele Magaia,402126.0,Left Wing,2,Netherlands Women's,851,['c63e3fd4-f392-467e-b855-e576b81b214c'],41,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:41.291,Pass,
,,,,,,,,,,,,,,,,,3.473401,,,,,,,,,,89a5ae61-cec6-4638-8a6e-b8bc39b6f5e8,42,,"[62.1, 80.0]",3901796,0,,,,-1.1659045,,,,,"[76.2, 47.1]",,Low Pass,,35.794132,Incomplete,,Sherida Spitse,10645.0,,,,,,Throw-in,1,From Throw In,Victoria Pelova,63788.0,Right Wing Back,3,Netherlands Women's,851,"['2ffa4022-6277-43ea-a7eb-8db79a4cc2be', '36c45a53-1f0f-4202-9937-a6fa0a9f6f01']",57,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:57.755,Pass,
,,,,,,,,,,,,,,,,,6.396937,,,,,,,,,,2ffa4022-6277-43ea-a7eb-8db79a4cc2be,44,,"[43.9, 33.0]",3901796,1,,,,-0.29942572,,Right Foot,,,"[119.7, 9.6]",,High Pass,,79.32969,Out,,,,,,,,,Recovery,1,From Throw In,Bambanani Nolufefe Mbane,25747.0,Right Center Back,3,Netherlands Women's,851,['89a5ae61-cec6-4638-8a6e-b8bc39b6f5e8'],1,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:01.228,Pass,
,,,,,,,,,,,,,,,,,3.075874,,,,,,,,,,df0a626f-52bc-4b85-95ec-5e9c954da6f4,45,,"[6.0, 44.0]",3901796,1,True,,,0.26504287,,Right Foot,,,"[20.0, 47.8]",,Ground Pass,,14.50655,,,Stephanie van der Gragt,10647.0,,,,,,Goal Kick,1,From Goal Kick,Daphne van Domselaar,32339.0,Goalkeeper,4,Netherlands Women's,851,['aa20a103-b3fc-4149-8c4b-701cd847e26a'],13,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:13.890,Pass,
,,,,,,,,,,,,,,,,,1.658765,,,,,,,,,,18c80b7c-1747-4d67-a0f5-c96b068cdc99,47,,"[27.6, 47.0]",3901796,1,,,,-1.3830043,,Right Foot,,,"[33.7, 14.9]",,Ground Pass,,32.674454,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Goal Kick,Stephanie van der Gragt,10647.0,Center Back,4,Netherlands Women's,851,['1cba71e7-e542-4b2d-b233-4d81b46281b5'],17,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:17.018,Pass,
,,,,,,,,,,,,,,,,,1.117408,,,,,,,,,,28cd6906-bb67-46f7-ac69-b9d745a4fa83,50,,"[42.7, 9.9]",3901796,1,,,,-0.5569015,,Left Foot,,,"[53.3, 3.3]",,Ground Pass,,12.486793,,,Esmee Brugts,62962.0,,,,,,,1,From Goal Kick,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,4,Netherlands Women's,851,['175eb261-c9e6-4afe-a676-7baf99df4e1d'],20,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:20.621,Pass,
,,,,,,,,,,,,,,,,,1.088572,,,,,,,,,,07ea0e81-add2-4aaf-8692-516931c42c12,53,,"[53.9, 3.5]",3901796,1,,,,0.03099782,,Right Foot,,,"[79.7, 4.3]",,Ground Pass,,25.8124,,,Lieke Martens,10649.0,,,,,,,1,From Goal Kick,Esmee Brugts,62962.0,Left Wing Back,4,Netherlands Women's,851,['877db072-f19f-4534-8981-5badfbef81a8'],22,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:22.861,Pass,
,,,,,,,,,,,,,,,,,1.216268,,,,,,,,,,de4436b5-c36f-4ea8-bcbf-6eaba49ad508,57,,"[36.2, 80.0]",3901796,1,,,,-0.20431587,,,,,"[47.3, 77.7]",,High Pass,,11.335784,,,Linda Maserame Motlhalo,5053.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,5,South Africa Women's,1216,['fa7809fe-1409-487e-bbaf-c44979df5b33'],43,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:43.033,Pass,
,,,,,,,,,,,,,,,,,0.716065,,,,,,,,,,b46e7e6c-ad57-441c-be62-3900295851db,73,,"[48.9, 76.2]",3901796,1,,,,-0.0097084325,,Right Foot,,,"[69.5, 76.0]",,Low Pass,,20.600971,,,Jermaine Seoposenwe,25511.0,,,,,,,1,From Throw In,Linda Maserame Motlhalo,5053.0,Center Attacking Midfield,5,South Africa Women's,1216,['b7c8ef06-4b03-422a-9841-21c3066d978d'],49,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:49.754,Pass,
,,,,,,,,,,,,,,,,,2.273466,,,,,,,,,,f8bd3c9b-5017-4e86-b668-a8fca9e2e072,75,,"[70.6, 75.6]",3901796,1,,,,-0.6202495,,Right Foot,,,"[76.2, 71.6]",,Low Pass,,6.8818603,Incomplete,,Thembi Kgatlana,5052.0,,,,,,,1,From Throw In,Jermaine Seoposenwe,25511.0,Right Wing,5,South Africa Women's,1216,"['f2b14bc0-a89d-4599-879c-4433ef71662f', 'f54d68b2-6898-4cba-a8ba-d7c7bcab49ec']",50,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:50.470,Pass,
,,,,,,,,,,,,,,,,,1.054143,,,,,,,,,,f2b14bc0-a89d-4599-879c-4433ef71662f,78,,"[43.9, 8.5]",3901796,1,,,,2.113458,,Right Foot,,,"[36.0, 21.6]",,Ground Pass,,15.297712,,,Sherida Spitse,10645.0,,,,,,Recovery,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,6,Netherlands Women's,851,"['39bf632d-c807-4a8e-b98d-0534d9a2f34f', '544f26e9-4c96-455d-95f8-71c9cd0d930a', 'f8bd3c9b-5017-4e86-b668-a8fca9e2e072']",52,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:52.744,Pass,True
,,,,,,,,,,,,,,,,,1.061069,,,,,,,,,,b81fe94e-fbcc-4fe3-b168-fba75572ca8e,82,,"[43.3, 22.0]",3901796,1,,,,-2.4798841,,Right Foot,,,"[32.9, 13.9]",,Ground Pass,,13.182185,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Sherida Spitse,10645.0,Right Center Back,6,Netherlands Women's,851,['fb4e2854-a945-4efe-bddf-75984c7175d0'],56,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:56.398,Pass,
,,,,,,,,,,,,,,,,,0.890602,,,,,,,,,,dbb94540-9673-40bf-98c7-ebf98c46668b,85,,"[32.9, 13.9]",3901796,1,,,,-0.8185614,,Right Foot,,,"[43.1, 3.0]",,Ground Pass,,14.928162,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,6,Netherlands Women's,851,['7215c177-12ac-4200-b18c-df80293f91de'],58,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:58.430,Pass,
,,,,,,,,,,,,,,,,,1.18139,,,,,,,,,,2dfab544-1606-41a0-a10a-92a27dcfeaa9,88,,"[43.1, 3.0]",3901796,2,,,,2.2799788,,Left Foot,,,"[30.4, 17.8]",,Ground Pass,,19.50205,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,6,Netherlands Women's,851,['f5e19b32-a450-482d-bcbf-e39b100fa145'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:00.498,Pass,
,,,,,,,,,,,,,,,,,2.576041,,,,,,,,,,cda848ef-63cb-4993-ad11-972479df14f2,91,,"[31.0, 17.8]",3901796,2,,,,-0.16360974,,Right Foot,,,"[83.7, 9.1]",,High Pass,,53.413296,Incomplete,,Esmee Brugts,62962.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,6,Netherlands Women's,851,"['305917f4-0009-4ea6-a228-a8807c9b188b', '787d5cb4-7001-49c1-ab0d-b67470037662']",3,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:03.712,Pass,
,,,,,,,,,,,,,,,,,6.332227,,,,,,,,,,c5aad3b8-bc3e-492b-90dc-b92a0fffd8ac,95,,"[30.4, 76.0]",3901796,2,,,,-0.059588462,,Right Foot,,,"[100.8, 71.8]",,High Pass,,70.52517,Incomplete,,,,,,,,,,1,Regular Play,Bambanani Nolufefe Mbane,25747.0,Right Center Back,6,Netherlands Women's,851,['f25ef059-779d-4966-9cdf-289a3bf18340'],8,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:08.382,Pass,
,,,,,,,,,,,,,,,,,1.454566,,,,,,,,,,f63a673c-7c55-4cfe-898a-337857d88ac5,98,,"[17.4, 20.9]",3901796,2,,,,0.029231437,,Right Foot,,,"[34.5, 21.4]",,Ground Pass,,17.107307,,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,6,Netherlands Women's,851,['3e87fc82-f0fa-4923-83e2-4cf4e79b061a'],19,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:19.679,Pass,
,,,,,,,,,,,,,,,,,0.84079,,,,,,,,,,71bf79e6-3615-4446-a064-e83ea7f83a35,101,,"[39.9, 22.0]",3901796,2,,,,3.0738997,,Right Foot,,,"[28.1, 22.8]",,Ground Pass,,11.827087,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Defensive Midfield,6,Netherlands Women's,851,['ce5d7351-beba-4bad-adbb-110f6cfe0981'],25,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:25.771,Pass,
,,,,,,,,,,,,,,,,,1.320352,,,,,,,,,,c18ba07b-2ec5-4db7-9754-12c57e356cab,104,,"[30.6, 22.6]",3901796,2,,,,-1.0721436,,Right Foot,,,"[41.6, 2.4]",,Ground Pass,,23.00087,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,6,Netherlands Women's,851,['bc58d75f-a1ee-4540-b052-fee72d88e8c9'],29,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:29.284,Pass,
,,,,,,,,,,,,,,,,,2.764848,,,,,,,,,,edf96f6d-b717-478e-9758-1cb6b48ca40f,107,,"[42.7, 3.2]",3901796,2,,,,0.37579146,,Left Foot,,,"[83.0, 19.1]",,High Pass,,43.323204,Incomplete,,Lineth Beerensteyn,10656.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,6,Netherlands Women's,851,"['592d52ae-6e1b-413f-b040-26d05ea2038f', 'b1c7fe50-e72d-4c2c-9763-43f8cb8a3536']",32,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:32.835,Pass,
,,,,,,,,,,,,,,,,,3.001041,,,,,,,,,,b1c7fe50-e72d-4c2c-9763-43f8cb8a3536,109,,"[37.1, 61.0]",3901796,2,,,,-1.6134534,,Head,,,"[36.4, 44.6]",,High Pass,,16.414932,,,Karabo Dhlamini,402118.0,,,,,,Recovery,1,Regular Play,Bambanani Nolufefe Mbane,25747.0,Right Center Back,7,South Africa Women's,1216,"['bbd9b25b-a8ed-47ac-8e20-b4c3d8c340c0', 'edf96f6d-b717-478e-9758-1cb6b48ca40f']",35,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:35.600,Pass,
,,,,,,,,,,,,,,,,,1.090085,,,,,,,,,,5e704be0-2c87-4e62-bdc5-c051db61b125,112,,"[37.3, 40.8]",3901796,2,,,,-0.8504404,,Left Foot,,,"[49.5, 26.9]",,High Pass,,18.494595,,,Hildah Tholakele Magaia,402126.0,,,,,,,1,Regular Play,Karabo Dhlamini,402118.0,Left Back,7,South Africa Women's,1216,['fcadc42c-d2ed-46ea-91a6-feed9e036fa8'],38,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:38.601,Pass,
,,,,,,,,,,,,,,,,,1.558016,,,,,,,,,,f47c25d7-2710-48fe-80b1-9475f1e5cfa7,120,,"[53.7, 65.3]",3901796,2,,,,2.8615932,,Right Foot,,,"[30.4, 72.0]",,Ground Pass,,24.244175,,,Sherida Spitse,10645.0,,,,,,,1,Regular Play,Victoria Pelova,63788.0,Right Wing Back,8,Netherlands Women's,851,['b3c55240-df4b-4f52-ae3b-ea6568138818'],51,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:51.613,Pass,
,,,,,,,,,,,,,,,,,1.334139,,,,,,,,,,155646f1-17b9-4b50-b0c0-2c8a7990ada6,123,,"[34.3, 72.0]",3901796,2,,,,-1.5421304,,Right Foot,,,"[35.1, 44.1]",,Ground Pass,,27.911467,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Sherida Spitse,10645.0,Right Center Back,8,Netherlands Women's,851,['1ad100d8-a0f1-423f-b609-a27b7170ace0'],55,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:55.796,Pass,
,,,,,,,,,,,,,,,,,2.718298,,,,,,,,,,f3b91911-5e00-4604-969a-918dfc1c6132,126,,"[35.1, 44.1]",3901796,2,,,,-1.1318961,,Right Foot,,,"[54.3, 3.2]",,High Pass,,45.182407,,,Esmee Brugts,62962.0,,,True,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,8,Netherlands Women's,851,['62a15804-26c8-4b57-ae3c-fabb1dae2aaf'],58,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:58.594,Pass,
