50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.850754,,,,,,,,,,,,,,c70b8293-c8f2-4385-82d0-1e738bc60400,16,,,"[58.4, 65.4]",3893829,0,,,,,-2.0405788,,Right Foot,,,,"[51.8, 52.4]",,Ground Pass,,14.579437,,,Léa Le Garrec,31529.0,,,,,,,1,Regular Play,Vicki Becho,49233.0,Right Midfield,3,France Women's,861,['bc86e4e4-09d9-46c7-a40f-a83cb1d26b57'],8,,,,,,,,,,,,,,,,,,France Women's,861,00:00:08.403,Pass,
,,,,,,,,,,,,,,,,2.567698,,,,,,,,,,,,,,207a372a-ab2c-45bb-8b59-62e46668c1fd,29,,,"[61.0, 40.1]",3893829,2,,,,,3.1379695,,Right Foot,,,,"[33.4, 40.2]",,Ground Pass,,27.600182,,,Eve Perisset,10418.0,,,,,,Kick Off,1,From Kick Off,Clara Mateo,31636.0,Center Attacking Midfield,5,France Women's,861,['db13aae6-1f7f-4ef4-a653-b08dfdc0a676'],20,,,,,,,,,,,,,,,,,,France Women's,861,00:02:20.351,Pass,
,,,,,,,,,,,,,,,,0.694183,,,,,,,,,,,,,,3adac5ff-574a-44be-b9b6-32ecd987d2fa,33,,,"[64.9, 76.7]",3893829,2,,,,,-0.38960737,,Right Foot,,,,"[80.0, 70.5]",,Ground Pass,,16.323296,,,Vicki Becho,49233.0,,,,,,,1,From Kick Off,Eve Perisset,10418.0,Right Back,5,France Women's,861,['acd600de-a29c-4c69-9c0d-6efc25b335f7'],24,,,,,,,,,,,,,,,,,,France Women's,861,00:02:24.746,Pass,
,,,,,,,,,,,,,,,,0.98712,,,,,,,,,,,,,,195e508c-13a6-4859-8b82-2b1104ec5ef0,35,,,"[80.3, 70.8]",3893829,2,,,,,1.098491,,Left Foot,,,,"[85.0, 80.0]",,Low Pass,,10.331021,Out,,Eve Perisset,10418.0,,,,,,,1,From Kick Off,Vicki Becho,49233.0,Right Midfield,5,France Women's,861,['bf7b2fb3-eac8-445d-bf28-b3110e24f2c6'],25,,,,,,,,,,,,,,,,,,France Women's,861,00:02:25.441,Pass,
,,,,,,,,,,,,,,,,1.90575,,,,,,,,,,,,,,d4580f89-e73c-4e5c-983f-00bd5ca8ad21,37,,,"[33.4, 0.1]",3893829,2,,True,,,0.8299546,,,,,,"[40.9, 8.3]",,Low Pass,,11.112605,,,Riley Tanner Rintala,395287.0,,,,,,Throw-in,1,From Throw In,Hilary Stacy Jaén Rodríguez,402794.0,Right Back,6,Panama Women's,16803,['8fd4a0f5-7edc-4038-bd78-c5bc3d2dbe74'],36,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:02:36.689,Pass,
,,,,,,,,,,,,,,,,1.183538,,,,,,,,,,,,,,6d49ed03-62be-4838-8a16-d6ddc4bf1493,40,,,"[63.6, 80.0]",3893829,2,,,,,-2.7506018,,,,,,"[50.5, 74.6]",,Low Pass,,14.169333,,,Maëlle Lakrar,31784.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,7,France Women's,861,['85b2a55d-5ef7-44fa-abb9-d5b34e2ee493'],47,,,,,,,,,,,,,,,,,,France Women's,861,00:02:47.277,Pass,
,,,,,,,,,,,,,,,,1.504113,,,,,,,,,,,,,,86edf14b-7abd-49cb-980d-185cafa0e472,43,,,"[52.4, 73.3]",3893829,2,,,,,-2.205513,,Right Foot,,,,"[36.2, 51.3]",,Ground Pass,,27.321054,,,Elisa De Almeida,30969.0,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,7,France Women's,861,['6d0bf71d-ec00-408c-9403-6a35e9070184'],51,,,,,,,,,,,,,,,,,,France Women's,861,00:02:51.216,Pass,
,,,,,,,,,,,,,,,,1.850924,,,,,,,,,,,,,,59b79784-c33f-4bb4-930a-e36bae54796c,46,,,"[38.3, 42.3]",3893829,2,,,,,-1.0708011,,Right Foot,,,,"[50.1, 20.7]",,Ground Pass,,24.613005,,,Estelle Cascarino,31783.0,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['85e409fc-a2e3-4168-902a-c0be4c4593ac'],54,,,,,,,,,,,,,,,,,,France Women's,861,00:02:54.757,Pass,
,,,,,,,,,,,,,,,,1.268429,,,,,,,,,,,,,,5d3c59a3-f4ab-4cdb-8b39-b1e74595c20b,49,,,"[50.1, 20.7]",3893829,2,,,,,-0.7378151,,Left Foot,,,,"[66.6, 5.7]",,Ground Pass,,22.299103,,,Selma Bacha,15471.0,,,,,,,1,From Throw In,Estelle Cascarino,31783.0,Left Back,7,France Women's,861,['f086b82d-9304-465b-8045-f1967b56ab3d'],57,,,,,,,,,,,,,,,,,,France Women's,861,00:02:57.358,Pass,
,,,,,,,,,,,,,,,,0.129226,,,,,,,,,,,,,,66814d49-41ab-4b8a-82f9-797734d76750,52,,,"[67.6, 11.5]",3893829,3,,,,,-0.15264933,,Right Foot,,,,"[70.2, 11.1]",,Low Pass,,2.6305892,Incomplete,,Clara Mateo,31636.0,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Midfield,7,France Women's,861,"['23a2ed20-1e2c-4f13-b977-7e7acb56b7c1', '50957601-f1f9-4da5-b8b7-6b2b6362d5f0']",0,,,,,,,,,,,,,,,,,,France Women's,861,00:03:00.152,Pass,
,,,,,,,,,,,,,,,,2.547673,,,,,,,,,,,,,,d639416a-7d6c-4f3d-a467-db29eb410c68,58,,,"[57.4, 57.9]",3893829,3,,,,,0.38800964,,Right Foot,,,,"[82.6, 68.2]",,Ground Pass,,27.223703,Incomplete,,Emily Masiel Cedeño Coba,402788.0,,,,,,,1,From Throw In,Marta Alexandra Cox Villarreal,361339.0,Center Forward,7,France Women's,861,"['17fc7fcf-96cb-40a8-88bd-c809cb183069', 'cd34bc3e-29b4-440e-aec8-db80438e14c9', 'e26d36d5-8807-438f-95ef-c123c8e16204']",2,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:03:02.639,Pass,True
,,,,,,,,,,,,,,,,1.267359,,,,,,,,,,,,,,b08c78c2-f59a-4be1-b317-8224e66fe653,63,,,"[33.6, 14.1]",3893829,3,,,,,2.2338576,,Left Foot,,,,"[22.9, 27.8]",,Ground Pass,,17.383326,,,Elisa De Almeida,30969.0,,,,,,,1,From Throw In,Estelle Cascarino,31783.0,Left Back,7,France Women's,861,"['90e2c520-ba6b-4a2a-9b6c-847e5b511e86', 'a01bf299-563c-4523-a05a-6c75fa255027']",7,,,,,,,,,,,,,,,,,,France Women's,861,00:03:07.501,Pass,True
,,,,,,,,,,,,,,,,1.61453,,,,,,,,,,,,,,6ecbea73-0b34-4b3f-9d1e-20d10d68fd6e,66,,,"[22.9, 27.8]",3893829,3,,,,,0.6828183,,Right Foot,,,,"[37.9, 40.0]",,Ground Pass,,19.334942,,,Onema Grace Geyoro,10272.0,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['f114d7bf-ad90-469a-9002-06c8edb91d74'],9,,,,,,,,,,,,,,,,,,France Women's,861,00:03:09.441,Pass,
,,,,,,,,,,,,,,,,1.317091,,,,,,,,,,,,,,f7afa59f-fb40-49a2-9674-f2ff418a715e,70,,,"[37.9, 40.6]",3893829,3,,,,,-2.2578008,,Right Foot,,,,"[27.4, 27.8]",,Ground Pass,,16.555664,,,Elisa De Almeida,30969.0,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Left Defensive Midfield,7,France Women's,861,"['01dfd035-1955-4e85-a220-fa17a957ddbf', '4c211bb5-2c8a-412e-959f-b38ac3ae595f']",11,,,,,,,,,,,,,,,,,,France Women's,861,00:03:11.942,Pass,True
,,,,,,,,,,,,,,,,1.836114,,,,,,,,,,,,,,3981dd5b-c4be-48eb-b657-17b0db9ed875,73,,,"[34.5, 29.7]",3893829,3,,,,,1.3389882,,Right Foot,,,,"[40.0, 53.0]",,Ground Pass,,23.940342,,,Maëlle Lakrar,31784.0,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['a9e73302-a214-454a-a3d9-13cf07f834a4'],17,,,,,,,,,,,,,,,,,,France Women's,861,00:03:17.173,Pass,
,,,,,,,,,,,,,,,,6.021731,,,,,,,,,,,,,,e4e5d57c-dc7d-417f-a462-b3f32fd557ae,76,,,"[48.2, 56.9]",3893829,3,,,,,0.25484028,,Right Foot,,,,"[119.6, 75.5]",,High Pass,,73.78293,Out,,Vicki Becho,49233.0,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,7,France Women's,861,['3eeca6e3-f1bb-49d0-b205-0be6f399bd18'],21,,,,,,,,,,,,,,,,,,France Women's,861,00:03:21.066,Pass,
,,,,,,,,,,,,,,,,4.280217,,,,,,,,,,,,,,04838eb9-d0c3-4d5c-9c5a-2a2d68be7e21,78,,,"[6.0, 36.0]",3893829,3,,True,,,-0.009210266,,Right Foot,,,,"[82.0, 35.3]",,High Pass,,76.00323,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Yenith Elizabett Bailey de la Cruz,402781.0,Goalkeeper,8,Panama Women's,16803,['f0302f93-892f-4523-ae64-98ae7412fa8c'],52,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:03:52.596,Pass,
,,,,,,,,,,,,,,,,3.861545,,,,,,,,,,,,,,f0302f93-892f-4523-ae64-98ae7412fa8c,79,,,"[38.1, 44.8]",3893829,3,,True,,,0.35910782,,Right Foot,,,,"[103.1, 69.2]",,High Pass,,69.42881,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Léa Le Garrec,31529.0,Right Defensive Midfield,8,Panama Women's,16803,"['04838eb9-d0c3-4d5c-9c5a-2a2d68be7e21', '2cdccae9-86b4-434b-97cc-56165f841aeb']",56,,,,,,,,,,,,,,,,,,France Women's,861,00:03:56.876,Pass,
,,,,,,,,,,,,,,,,1.102559,,,,,,,,,,,,,,252db296-e471-4757-a992-ef5bd99c3ffc,81,,,"[100.4, 80.0]",3893829,4,,,,,-1.1712809,,,,,,"[106.1, 66.5]",,High Pass,,14.65401,,,Léa Le Garrec,31529.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,9,France Women's,861,['09ab893d-b0d9-49fc-b019-96066107e59b'],9,,,,,,,,,,,,,,,,,,France Women's,861,00:04:09.194,Pass,
,,,,,,,,,,,,,,,,0.590073,,,,,,,,,,,,,,43089f3d-501e-478b-bb5a-3960a5bbc923,84,,,"[106.4, 66.9]",3893829,4,,,,,-1.2252407,,Right Foot,,,,"[110.0, 56.9]",,High Pass,,10.628264,Incomplete,,Clara Mateo,31636.0,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,9,France Women's,861,"['10c9ed39-838d-4e52-9975-d939a0098bb0', '473b8c60-de65-48d1-963f-f9b008348272']",11,,,,,,,,,,,,,,,,,,France Women's,861,00:04:11.755,Pass,
,,,,,,,,,,,,,,,,0.603093,,,,,,,,,,,,,,5414c109-16de-4043-a313-695e5421c913,94,,,"[81.1, 68.4]",3893829,4,,,,,-1.5016,,Right Foot,,,,"[81.8, 58.3]",,Ground Pass,,10.1242285,,,Onema Grace Geyoro,10272.0,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,9,France Women's,861,['2f6ffea7-19f0-4514-bfa3-36ba586eff15'],21,,,,,,,,,,,,,,,,,,France Women's,861,00:04:21.804,Pass,
,,,,,,,,,,,,,,,,0.885833,,,,,,,,,,,,,,f981129f-d390-4875-921c-e3c08203c2fd,97,,,"[82.2, 58.3]",3893829,4,,,,,-0.25168997,,Right Foot,,,,"[92.7, 55.6]",,Low Pass,,10.841587,,,Léa Le Garrec,31529.0,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Left Defensive Midfield,9,France Women's,861,['72f815ea-26d2-49aa-b381-b623ae18f467'],23,,,,,,,,,,,,,,,,,,France Women's,861,00:04:23.020,Pass,
,,,,,,,,,,,,,,,,0.809415,,,,,,,,,,,,,,498be70d-9904-4546-9e56-8a3f5872d224,100,,,"[94.2, 56.2]",3893829,4,,,,,-1.8925469,,Right Foot,,,,"[92.2, 50.2]",,Low Pass,,6.3245554,,,Clara Mateo,31636.0,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,9,France Women's,861,['44c51326-cd30-43ff-a116-8d381f276b32'],24,,,,,,,,,,,,,,,,,,France Women's,861,00:04:24.173,Pass,
,,,,,,,,,,,,,,,,0.678741,,,,,,,,,,,,,,2b0535d5-f32c-40cd-9537-31adab1cdecf,103,,,"[91.8, 50.4]",3893829,4,,,,,0.14531001,b909ac61-cb36-49c8-83fb-1c7a21d53f62,Right Foot,,,,"[112.3, 53.4]",,Low Pass,,20.71835,,,Kadidiatou Diani,10137.0,True,,,,,,1,From Throw In,Clara Mateo,31636.0,Center Attacking Midfield,9,France Women's,861,['cb96ed93-8127-49b4-94ed-39a70084c671'],24,,,,,,,,,,,,,,,,,,France Women's,861,00:04:24.988,Pass,
,,,,,,,,,,,,,,,,2.468802,,,,,,,,,,,,,,53fece7c-d011-4647-a45d-011960c85743,109,,,"[6.0, 44.0]",3893829,4,,,,,0.21866895,,Right Foot,,,,"[45.6, 52.8]",,High Pass,,40.565994,,,Aldrith Ivana Quintero Humphries,359388.0,,,,,,Goal Kick,1,From Goal Kick,Yenith Elizabett Bailey de la Cruz,402781.0,Goalkeeper,10,Panama Women's,16803,['78bf650e-f7ba-4171-a53f-469521d8a9f6'],53,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:04:53.608,Pass,
,,,,,,,,,,,,,,,,0.927916,,,,,,,,,,,,,,e4709877-90fc-4b5b-9f8b-40ff9d283898,111,,,"[45.6, 52.8]",3893829,4,,,,,-0.45660546,,Head,,,,"[62.7, 44.4]",,High Pass,,19.051771,Incomplete,,Marta Alexandra Cox Villarreal,361339.0,,,,,,,1,From Goal Kick,Aldrith Ivana Quintero Humphries,359388.0,Right Center Midfield,10,Panama Women's,16803,"['d52f4618-c793-4cad-bda7-4b0a9ba39af5', 'ddb0d97a-f94e-4c47-9136-5905f44ae487']",56,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:04:56.080,Pass,
,,,,,,,,,,,,,,,,2.729564,,,,,,,,,,,,,,d52f4618-c793-4cad-bda7-4b0a9ba39af5,114,,,"[57.4, 35.7]",3893829,4,,,,,0.15905458,,Right Foot,,,,"[86.7, 40.4]",,High Pass,,29.674568,Incomplete,,Kadidiatou Diani,10137.0,,,,,,Recovery,1,From Goal Kick,Maëlle Lakrar,31784.0,Right Center Back,10,Panama Women's,16803,"['20ee4da4-29a5-40ee-8e28-5d7218a13ae1', '463cf0e1-ca2d-4a10-8e44-0e743351e39a', 'd3c1a97b-a6c0-424c-85ad-c0a6d037b705', 'e4709877-90fc-4b5b-9f8b-40ff9d283898']",57,,,,,,,,,,,,,,,,,,France Women's,861,00:04:57.008,Pass,True
,,,,,,,,,,,,,,,,2.223369,,,,,,,,,,,,,,463cf0e1-ca2d-4a10-8e44-0e743351e39a,116,,,"[33.4, 39.7]",3893829,4,,,,True,-1.0398746,,,,,,"[39.8, 28.8]",,High Pass,,12.640016,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Yomira Tibisay Pinzón Ríos,402786.0,Left Center Back,10,Panama Women's,16803,"['7eb976b6-98d5-4035-86e8-ecd86ea27cef', '8fa89033-d1e4-4009-95fe-c2128069352e', 'd52f4618-c793-4cad-bda7-4b0a9ba39af5']",59,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:04:59.737,Pass,True
,,,,,,,,,,,,,,,,1.267362,,,,,,,,,,,,,,7eb976b6-98d5-4035-86e8-ecd86ea27cef,118,,,"[80.3, 51.3]",3893829,5,,,,,0.73997486,,Right Foot,,,,"[91.8, 61.8]",,Ground Pass,,15.572412,,,Vicki Becho,49233.0,,,,,,Recovery,1,Regular Play,Léa Le Garrec,31529.0,Right Defensive Midfield,11,France Women's,861,"['463cf0e1-ca2d-4a10-8e44-0e743351e39a', 'e0bb3c8b-39fa-41c7-adff-872bd8c685ff']",1,,,,,,,,,,,,,,,,,,France Women's,861,00:05:01.961,Pass,
,,,,,,,,,,,,,,,,0.254178,,,,,,,,,,,,,,3b1a551f-b585-461e-a4ca-9c1a5559399b,121,,,"[105.5, 69.3]",3893829,5,,,,,-1.0483929,,Right Foot,,,,"[107.4, 66.0]",,Low Pass,,3.8078866,Incomplete,,Kadidiatou Diani,10137.0,,,,,,,1,Regular Play,Vicki Becho,49233.0,Right Midfield,11,France Women's,861,"['525c2a65-f9c7-46d8-beb9-100f41746f38', 'ea45abac-e9fd-4081-ab87-dd5618beae7d']",6,,,,,,,,,,,,,,,,,,France Women's,861,00:05:06.135,Pass,
,,,,,,,,,,,,,,,,0.447955,,,,,,,,,,,,,,35cb17fd-2809-4af5-8b84-fa13a3565cd0,131,,,"[100.8, 38.5]",3893829,5,,,,,-2.9937432,,Right Foot,,,,"[96.1, 37.8]",,Low Pass,,4.7518415,,,Onema Grace Geyoro,10272.0,,,,,,Recovery,1,Regular Play,Clara Mateo,31636.0,Center Attacking Midfield,11,France Women's,861,"['2adc7355-b08e-4b4a-ba17-a15bbc5c3e43', 'c9ff2925-1c48-4240-8f84-8bdc0ac9b0ab']",11,,,,,,,,,,,,,,,,,,France Women's,861,00:05:11.330,Pass,True
