50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.307146,,,,,,,,,,,ad9af816-23f3-4f5d-8784-fd431fe5ee5e,17,,,"[56.8, 40.8]",3893791,0,,,,,-0.9702552,,Right Foot,,,,"[71.8, 18.9]",,Ground Pass,,26.54449,,,Jennifer Hermoso Fuentes,10151.0,,,,,,1,From Kick Off,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,2,Spain Women's,863,['53c13e05-bf24-4e19-ba08-02e3ee84f83e'],11,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:11.016,Pass,
,,,,,,,,,,,,,,,,,1.343862,,,,,,,,,,,0f696625-4e3b-46fa-aec5-ad4948d9ba2b,20,,,"[69.7, 13.2]",3893791,0,,,,,2.7014394,,Left Foot,,,,"[54.2, 20.5]",,Ground Pass,,17.133009,,,Ivana Andrés Sanz,49831.0,,,,,,1,From Kick Off,Jennifer Hermoso Fuentes,10151.0,Left Center Midfield,2,Spain Women's,863,['c566b11a-ae31-4958-a318-5ece89edf3d8'],13,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:13.853,Pass,
,,,,,,,,,,,,,,,,,1.081467,,,,,,,,,,,49fd7a35-58c2-4831-bf76-bbf24f4ec804,23,,,"[55.9, 24.2]",3893791,0,,,,,1.3991683,,Right Foot,,,,"[58.5, 39.2]",,Ground Pass,,15.223666,,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Kick Off,Ivana Andrés Sanz,49831.0,Left Center Back,2,Spain Women's,863,['3912e821-ba3d-4d34-bf37-f60ffcb9e33a'],16,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:16.035,Pass,
,,,,,,,,,,,,,,,,,2.530113,,,,,,,,,,,eb48f3b2-8ae9-462b-bd96-ad5c65703813,26,,,"[57.6, 42.2]",3893791,0,,,,,1.2148386,,Right Foot,,,,"[63.4, 57.8]",,Ground Pass,,16.643316,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Kick Off,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,2,Spain Women's,863,['a082330c-1582-45cb-8139-e18c3949959e'],18,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:18.005,Pass,
,,,,,,,,,,,,,,,,,1.533533,,,,,,,,,,,2a3934c2-c158-4de4-83ce-376f5fd19cef,29,,,"[69.4, 58.1]",3893791,0,,,,,0.87535083,,Left Foot,,,,"[81.0, 72.0]",,Ground Pass,,18.10442,,,Ona Batlle Pascual,46639.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['7a0ee6e3-102a-423d-8008-f537131f2a1d'],23,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:23.488,Pass,
,,,,,,,,,,,,,,,,,3.25201,,,,,,,,,,,4442de04-26cb-4c78-8009-0472c8393a45,33,,,"[82.6, 78.1]",3893791,0,,,,,-0.5683101,,Left Foot,,,,"[119.4, 54.6]",,Ground Pass,,43.663372,Out,,Aitana Bonmati Conca,15284.0,,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Right Back,2,Spain Women's,863,"['0b01e337-2dfb-4e46-a228-fb854354a948', 'aa53c6fe-f0b8-4d8e-a23e-277c58871896']",25,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:25.688,Pass,True
,,,,,,,,,,,,,,,,,4.159385,,,,,,,,,,,931d15f1-cbef-4b3f-9049-0105b2b51099,35,,,"[6.0, 44.0]",3893791,0,,,,,-0.6571379,,Right Foot,,,,"[62.9, 0.1]",,High Pass,,71.866684,Out,,Melissa Herrera Monge,30958.0,,,True,,Goal Kick,1,From Goal Kick,Daniela Solera Vega,401802.0,Goalkeeper,3,Costa Rica Women's,1832,['ac232f53-1520-40d9-8254-84a999eff053'],51,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:00:51.962,Pass,
,,,,,,,,,,,,,,,,,1.942459,,,,,,,,,,,19f7f166-0e03-4ff5-a478-acabcfb67445,37,,,"[57.2, 80.0]",3893791,1,,,,,-2.4071708,,,,,,"[46.9, 70.7]",,Low Pass,,13.877319,,,Teresa Abelleira Dueñas,49835.0,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,['b9b35ba5-5303-4928-b614-c62cbb53880a'],2,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:02.740,Pass,
,,,,,,,,,,,,,,,,,2.132827,,,,,,,,,,,004fed77-5916-4054-b784-fbc3fa62e54a,40,,,"[51.9, 52.5]",3893791,1,,,,,-1.3635164,,Right Foot,,,,"[56.8, 29.2]",,Ground Pass,,23.809662,,,Ivana Andrés Sanz,49831.0,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Spain Women's,863,['68541ed4-9145-40db-add0-033d2c3fc18f'],7,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:07.370,Pass,
,,,,,,,,,,,,,,,,,1.700478,,,,,,,,,,,358dbd58-cabe-491f-8fa3-a9b611e5d46a,43,,,"[71.6, 25.0]",3893791,1,,,,,-1.1882513,,Right Foot,,,,"[78.4, 8.1]",,Ground Pass,,18.216751,,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,4,Spain Women's,863,['a821e3ea-cd6c-44c3-bc11-cb64283f3c32'],14,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:14.323,Pass,
,,,,,,,,,,,,,,,,,1.748309,,,,,,,,,,,2a8d9160-d243-4096-8485-d8f5eb1501fd,46,,,"[80.4, 8.9]",3893791,1,,,,,2.7933717,,Left Foot,,,,"[65.8, 14.2]",,Ground Pass,,15.532225,,,Ivana Andrés Sanz,49831.0,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,4,Spain Women's,863,['533ca62a-8d0d-43f2-bf54-00944aa0882f'],18,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:18.502,Pass,
,,,,,,,,,,,,,,,,,1.70255,,,,,,,,,,,4ac84ebc-52d7-41d8-8092-39c3c9105702,49,,,"[62.3, 18.4]",3893791,1,,,,,1.5021365,,Right Foot,,,,"[64.7, 53.3]",,Ground Pass,,34.982426,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,4,Spain Women's,863,['05f20d1b-72bf-4281-b0ba-04bc5186d3bd'],21,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:21.527,Pass,
,,,,,,,,,,,,,,,,,1.194176,,,,,,,,,,,5f03c042-9a22-407d-bfaa-eb906389b50b,52,,,"[68.8, 56.3]",3893791,1,,,,,1.1659045,,Left Foot,,,,"[76.6, 74.5]",,Ground Pass,,19.80101,,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['8a121d93-1164-4411-8467-af49fed77f1c'],24,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:24.259,Pass,
,,,,,,,,,,,,,,,,,1.791965,,,,,,,,,,,66f0ae5f-5cc2-452d-bab7-9817e3453887,56,,,"[79.6, 72.7]",3893791,1,,,,,-2.5096185,,Right Foot,,,,"[68.4, 64.5]",,Ground Pass,,13.880922,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,"['c4f99478-17a9-4e12-9a19-ebd82649db87', 'f3072aee-38a8-4d9c-92a3-671c6d9f9c75']",27,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:27.750,Pass,True
,,,,,,,,,,,,,,,,,1.541911,,,,,,,,,,,5165c8a1-e98a-4ee6-a132-5369d7887607,59,,,"[68.0, 58.6]",3893791,1,,,,,-1.76041,,Right Foot,,,,"[64.2, 38.8]",,Ground Pass,,20.161348,,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['b711fbc2-99cb-4f85-a12e-6a495a7d0072'],30,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:30.083,Pass,
,,,,,,,,,,,,,,,,,1.986064,,,,,,,,,,,281449c6-c7aa-4f6f-86f1-8597c23305b3,62,,,"[68.9, 31.0]",3893791,1,,,,,-1.0485787,,Right Foot,,,,"[83.0, 6.5]",,Ground Pass,,28.267649,,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Spain Women's,863,['ce9a523a-091d-4dd9-9ef3-5c18e08ec6ff'],33,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:33.396,Pass,
,,,,,,,,,,,,,,,,,0.397551,,,,,,,,,,,9356c553-964f-4780-a141-1ed1023dba8b,65,,,"[82.8, 5.2]",3893791,1,,,,,0.94372565,,Left Foot,,,,"[87.8, 12.1]",,Ground Pass,,8.521151,Incomplete,,Jennifer Hermoso Fuentes,10151.0,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,4,Spain Women's,863,"['49d717a0-1bbb-4aec-aae2-3e917c9d44f0', '52014f45-6dfa-4631-bb5b-eb0ff4d83c5a']",36,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:36.204,Pass,
,,,,,,,,,,,,,,,,,1.56718,,,,,,,,,,,e6183f4c-9339-4413-b65a-bf42ed94f7e5,70,,,"[32.3, 72.0]",3893791,1,,,,,-2.756988,,Right Foot,,,,"[19.7, 66.9]",,Ground Pass,,13.593013,,,Fabiola Villalobos Morales,401808.0,,,,,,1,From Throw In,Melissa Herrera Monge,30958.0,Right Wing,4,Spain Women's,863,['c716bc6d-7365-4ee3-beb7-db6a38989bce'],39,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:01:39.841,Pass,
,,,,,,,,,,,,,,,,,1.848475,,,,,,,,,,,da7e3401-79af-462d-8c56-992c8a91568c,74,,,"[19.1, 74.1]",3893791,1,,,,,0.23218866,,Right Foot,,,,"[39.4, 78.9]",,High Pass,,20.85977,Out,,María Paula Salas,34478.0,,,,,,1,From Throw In,Fabiola Villalobos Morales,401808.0,Right Center Back,4,Spain Women's,863,"['93dc4926-0d81-4343-ac8a-46a0c67986a7', 'd69f194a-e9a5-4826-ba8b-5fc1ba847bef']",43,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:01:43.379,Pass,True
,,,,,,,,,,,,,,,,,2.087275,,,,,,,,,,,490d5b9f-5768-4103-816b-a4b5f615cd44,76,,,"[81.4, 0.1]",3893791,1,,,,,2.688471,,,,,,"[62.3, 9.4]",,Low Pass,,21.243822,,,Ivana Andrés Sanz,49831.0,,,,,Throw-in,1,From Throw In,Olga  Carmona García,49836.0,Left Back,5,Spain Women's,863,['75fcc19f-8c11-45d2-8c6d-577e53225bd1'],57,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:57.350,Pass,
,,,,,,,,,,,,,,,,,1.717154,,,,,,,,,,,6cc70e61-af51-4419-a078-d2ee1ed4e448,79,,,"[63.0, 11.1]",3893791,2,,,,,1.5352242,,Right Foot,,,,"[64.0, 39.2]",,Ground Pass,,28.117788,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,5,Spain Women's,863,['c426efb4-4e0e-4e11-92a3-1d294c66c24e'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:00.886,Pass,
,,,,,,,,,,,,,,,,,1.650567,,,,,,,,,,,91f3954f-0d0a-4c35-bfe1-8115a71688d3,82,,,"[66.3, 42.1]",3893791,2,,,,,-0.38891396,,Right Foot,,,,"[99.0, 28.7]",,High Pass,,35.339073,Incomplete,,Esther Gonzalez Rodríguez,50146.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,5,Spain Women's,863,"['62955aee-e178-4ac2-8be0-a302be0cd935', '7ec0d84e-30e8-4fe7-ad2b-fa2d0c063799']",3,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:03.850,Pass,
,,,,,,,,,,,,,,,,,1.322101,,,,,,,,,,,62955aee-e178-4ac2-8be0-a302be0cd935,84,,,"[21.1, 51.4]",3893791,2,,,,,-0.16597173,,Head,,,,"[40.8, 48.1]",,High Pass,,19.974483,Incomplete,,María Paula Salas,34478.0,,,,,Recovery,1,From Throw In,María Paula Coto González,401803.0,Right Wing Back,5,Spain Women's,863,"['91f3954f-0d0a-4c35-bfe1-8115a71688d3', 'a15cbf6d-38f3-4a08-85b5-bd88c12ed41a', 'a262ccde-672e-4595-826c-a2c1cf2a4352']",5,,,,,,,,,,,,,,,,,Costa Rica Women's,1832,00:02:05.500,Pass,
,,,,,,,,,,,,,,,,,2.57765,,,,,,,,,,,a15cbf6d-38f3-4a08-85b5-bd88c12ed41a,86,,,"[79.3, 32.0]",3893791,2,,,,,-2.5019426,,Left Foot,,,,"[66.8, 22.7]",,Low Pass,,15.580115,,,Ivana Andrés Sanz,49831.0,,,,,Recovery,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,5,Spain Women's,863,"['5227461c-490e-4ef5-97bf-b8deece0834a', '62955aee-e178-4ac2-8be0-a302be0cd935']",6,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:06.822,Pass,
,,,,,,,,,,,,,,,,,1.679843,,,,,,,,,,,e418e1d7-90e0-4db4-a8c8-4ab3cf8866fe,89,,,"[78.8, 25.2]",3893791,2,,,,,-1.4141945,,Right Foot,,,,"[80.9, 11.9]",,Ground Pass,,13.464768,,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,5,Spain Women's,863,['6b8cc994-2c0d-40da-911f-950dfe5a50ba'],13,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:13.438,Pass,
,,,,,,,,,,,,,,,,,1.116655,,,,,,,,,,,1d181901-063e-48da-8961-49c1959e4b9f,92,,,"[80.7, 8.2]",3893791,2,,,,,2.0998268,,Left Foot,,,,"[73.1, 21.2]",,Ground Pass,,15.058553,,,Ivana Andrés Sanz,49831.0,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,5,Spain Women's,863,['229e9c4a-5ede-4f84-acc5-843e42fab3cf'],16,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:16.357,Pass,
,,,,,,,,,,,,,,,,,2.232708,,,,,,,,,,,79864f5a-05b3-432b-b7d5-ecd094e8ae6d,95,,,"[74.9, 20.5]",3893791,2,,,,,1.4196731,,Right Foot,,,,"[80.9, 59.9]",,Ground Pass,,39.854233,,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,5,Spain Women's,863,['c7aac21f-cdf4-4038-b04b-52fd244fbc1f'],19,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:19.245,Pass,
,,,,,,,,,,,,,,,,,1.189932,,,,,,,,,,,64f6889b-886f-42ec-8b94-dccdb18dacf5,98,,,"[83.4, 61.9]",3893791,2,,,,,0.7022569,,Right Foot,,,,"[99.0, 75.1]",,Ground Pass,,20.435265,,,Athenea del Castillo Belvide,49913.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['bcbf0aac-1b03-46c8-a339-3083420b244e'],22,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:22.645,Pass,
,,,,,,,,,,,,,,,,,0.615391,,,,,,,,,,,9b77d485-d709-466b-990b-de12581dece0,102,,,"[100.7, 73.2]",3893791,2,,,,,-2.0138988,,Right Foot,,,,"[97.9, 67.3]",,Ground Pass,,6.530697,,,Aitana Bonmati Conca,15284.0,,,,,,1,From Throw In,Athenea del Castillo Belvide,49913.0,Right Wing,5,Spain Women's,863,"['60e95b7b-57b7-4099-be96-84a5157921ee', '7d700fd3-ef54-43f2-8e39-3b93a7f6a0de']",24,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:24.896,Pass,True
,,,,,,,,,,,,,,,,,2.010743,,,,,,,,,,,a152f5ab-d82d-4d14-9489-fe81bf7999f1,106,,,"[97.8, 65.6]",3893791,2,,,,,0.5057913,,Right Foot,,,,"[110.8, 72.8]",,Ground Pass,,14.860686,,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,"['2d7f6d3c-0d64-4bf6-9b4f-b26db7fb1c9b', 'a753cde7-d991-4fbd-aebc-4d8d25d052f4']",25,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:25.760,Pass,True
,,,,,,,,,,,,,,,,,1.722018,,,,,,,,,,,bf1f6c4d-f89d-4d20-bf40-7cfa0dc43d15,109,,,"[113.9, 70.2]",3893791,2,,,,,-1.6721916,,Right Foot,True,,,"[110.4, 35.8]",,High Pass,,34.577595,,,Salma Paralluelo Ayingono,222682.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,"['4f44f4b4-a5fd-4ebc-8802-8b3f1bcbb13b', 'fab00784-36e8-4657-9336-70e7826951c3']",27,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:27.771,Pass,True
,,,,,,,,,,,,,,,,,2.47412,,,,,,,,,,,a8f9c55b-9ead-403a-9d0f-96262b6f9287,116,,,"[46.1, 62.0]",3893791,2,,,,,-1.2397002,,Right Foot,,,,"[53.8, 39.6]",,Ground Pass,,23.686495,,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Throw In,Ivana Andrés Sanz,49831.0,Left Center Back,5,Spain Women's,863,['8d0b3b38-d096-46ee-b56c-313260f991c9'],40,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:40.591,Pass,
