50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.369208,,,,,,,,,,,,,,,7ac60fd9-0ea7-4351-ba12-e7ba2550580b,14,,,"[31.5, 49.6]",3893830,0,,,,,0.64205813,,Left Foot,,,"[42.6, 57.9]",,Low Pass,,13.860014,Incomplete,Camila Gómez Ares,402466.0,,,,,,1,Regular Play,Sophie Wais Braun,370851.0,Center Defensive Midfield,3,Argentina Women's,1204,"['97963666-b901-488d-9544-e73c0f1ee665', 'cdfb1b4d-571f-4ba8-9273-435fcb8e08dc']",8,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:08.048,Pass,
,,,,,,,,,,,,,,,,,,0.3223,,,,,,,,,,,,,,,97963666-b901-488d-9544-e73c0f1ee665,17,,,"[77.5, 22.2]",3893830,0,,,,,1.1818395,,Left Foot,,,"[80.0, 28.3]",,Ground Pass,,6.59242,,Hanna Ulrika Bennison,34499.0,,,,,Recovery,1,Regular Play,Anna Sandberg,225182.0,Left Back,4,Sweden Women's,858,"['7ac60fd9-0ea7-4351-ba12-e7ba2550580b', 'bb7ffd66-df55-4c5b-91fe-6522f0b3e421']",9,,,,,,,,,,,,,,,Sweden Women's,858,00:00:09.417,Pass,
,,,,,,,,,,,,,,,,,,1.905974,,,,,,,,,,,,,,,6b92c9fa-3577-4478-bff2-95d62bdd7733,21,,,"[77.3, 30.4]",3893830,0,,,,,2.2701454,,Right Foot,,,"[63.0, 47.4]",,Ground Pass,,22.214634,,Stina Olivia Lennartsson,224842.0,,,,,,1,Regular Play,Hanna Ulrika Bennison,34499.0,Right Defensive Midfield,4,Sweden Women's,858,"['9690c693-e640-4ac9-97b7-030819d216a5', 'f9762856-ba0b-4166-9be4-44128050dca6']",11,,,,,,,,,,,,,,,Sweden Women's,858,00:00:11.064,Pass,True
,,,,,,,,,,,,,,,,,,1.782775,,,,,,,,,,,,,,,cc191572-c542-424b-8d32-49b4d365d775,23,,,"[62.8, 46.9]",3893830,0,,,,,-2.634494,,Right Foot,,,"[52.9, 41.4]",,Ground Pass,,11.325193,,Amanda Ilestedt,26092.0,,,,,,1,Regular Play,Stina Olivia Lennartsson,224842.0,Right Back,4,Sweden Women's,858,['653fb76f-28cb-4a28-b799-68f4c6302f10'],12,,,,,,,,,,,,,,,Sweden Women's,858,00:00:12.970,Pass,
,,,,,,,,,,,,,,,,,,2.184735,,,,,,,,,,,,,,,6f2edef1-72dc-4b93-9f31-80b8f2c6d5ff,26,,,"[53.8, 38.7]",3893830,0,,,,,-0.98424196,,Right Foot,,,"[75.0, 6.8]",,Ground Pass,,38.30209,,Anna Sandberg,225182.0,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['fd3e2da4-9ac2-42d7-8951-15601f017b71'],16,,,,,,,,,,,,,,,Sweden Women's,858,00:00:16.014,Pass,
,,,,,,,,,,,,,,,,,,1.217377,,,,,,,,,,,,,,,d8efde42-102a-4134-ae33-b30b28641b83,29,,,"[75.7, 6.8]",3893830,0,,,,,2.8651674,,Left Foot,,,"[61.6, 10.8]",,Ground Pass,,14.656398,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Anna Sandberg,225182.0,Left Back,4,Sweden Women's,858,['b7f74a12-72d0-4181-ae88-c74e2e14a6e1'],18,,,,,,,,,,,,,,,Sweden Women's,858,00:00:18.859,Pass,
,,,,,,,,,,,,,,,,,,3.706646,,,,,,,,,,,,,,,cae52447-03b6-40e5-8f12-211edef8e4c8,31,,,"[61.6, 10.8]",3893830,0,,,,,-0.055627007,,Right Foot,,,"[104.7, 8.4]",,High Pass,,43.16677,,Rebecka Blomqvist,32405.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['f548b527-8b16-4a24-9955-c1f5912c38ef'],20,,,,,,,,,,,,,,,Sweden Women's,858,00:00:20.076,Pass,
,,,,,,,,,,,,,,,,,,2.178539,,,,,,,,,,,,,,,4c198146-3abf-4e54-9d7f-ef49d4f85d55,38,,,"[104.0, 0.1]",3893830,0,,,,,1.2018368,,,,,"[109.8, 15.1]",,Low Pass,,16.082289,,Rebecka Blomqvist,32405.0,,,,,Throw-in,1,From Throw In,Anna Sandberg,225182.0,Left Back,5,Sweden Women's,858,['754ff2b2-00f7-4f2c-aaf6-c55a8b427828'],34,,,,,,,,,,,,,,,Sweden Women's,858,00:00:34.861,Pass,
,,,,,,,,,,,,,,,,,,0.717712,,,,,,,,,,,,,,,b476aaee-884a-4b6c-9dbe-048daeb4e183,41,,,"[109.8, 14.9]",3893830,0,,,,True,-1.8894509,,,,,"[106.6, 5.2]",,Low Pass,,10.214206,,Anna Sandberg,225182.0,,,,,,1,From Throw In,Rebecka Blomqvist,32405.0,Center Forward,5,Sweden Women's,858,"['5fbe4b96-fd3a-455c-b98a-232bc42d4c6e', '7a0007f9-a8fc-487e-92c8-32643ad894f2']",37,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.040,Pass,True
,,,,,,,,,,,,,,,,,,1.003898,,,,,,,,,,,,,,,3ae0a1c9-d634-4f45-8cde-700e1264e386,52,,,"[111.3, 0.1]",3893830,0,,,,,1.6282868,,,,,"[110.5, 14.0]",,High Pass,,13.923002,,Madelen Fatimma Maria Janogy,25696.0,,,,,Throw-in,1,From Throw In,Anna Sandberg,225182.0,Left Back,6,Sweden Women's,858,['60775059-a84f-43d7-bf4e-dec8541db879'],52,,,,,,,,,,,,,,,Sweden Women's,858,00:00:52.341,Pass,
,,,,,,,,,,,,,,,,,,1.521589,,,,,,,,,,,,,,,62a5a3b2-21f2-453b-b860-a31a30ec414a,59,,,"[117.8, 10.5]",3893830,0,,,,,1.680418,,Left Foot,True,,"[114.3, 42.3]",,High Pass,,31.992031,Incomplete,Rebecka Blomqvist,32405.0,,,,,,1,From Throw In,Madelen Fatimma Maria Janogy,25696.0,Center Attacking Midfield,6,Sweden Women's,858,"['5887de32-2c52-46d5-b336-020dbf89dbda', 'a9908012-8a74-4003-9985-c43295ae2cf0']",58,,,,,,,,,,,,,,,Sweden Women's,858,00:00:58.708,Pass,
,,,,,,,,,,,,,,,,,,1.123934,,,,,,,,,,,,,,,5b96ad78-4f7d-4675-be0e-9834f0292b36,63,,,"[11.1, 36.0]",3893830,1,,,,,-1.4346573,,Keeper Arm,,,"[13.1, 21.4]",,Ground Pass,,14.73635,,Aldana Cometti,25634.0,,,,,,1,From Keeper,Vanina Noemí Correa,25611.0,Goalkeeper,7,Argentina Women's,1204,['89a75739-13a5-453c-9581-611c2b6df8f7'],8,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:08.098,Pass,
,,,,,,,,,,,,,,,,,,1.381013,,,,,,,,,,,,,,,750abceb-f944-4975-91ff-c3a7b2a8bf12,66,,,"[13.1, 21.4]",3893830,1,,,,,-0.98279375,,Right Foot,,,"[26.5, 1.3]",,Ground Pass,,24.157194,,Eliana Noemí Stábile,25633.0,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['28dc6281-d7aa-4e49-8411-9f8ee972b64e'],11,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:11.494,Pass,
,,,,,,,,,,,,,,,,,,0.851228,,,,,,,,,,,,,,,06e383a5-7c92-44f2-86b1-222e3e197fe3,70,,,"[30.5, 2.6]",3893830,1,,,,,1.1860225,,Left Foot,,,"[35.4, 14.7]",,Ground Pass,,13.054502,,Sophie Wais Braun,370851.0,,,,,,1,From Keeper,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,['9f722d2b-11b3-4bb8-ba70-f182a6af4ad2'],15,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:15.526,Pass,
,,,,,,,,,,,,,,,,,,0.982259,,,,,,,,,,,,,,,cc7b984f-757d-4055-91c6-f8c907ade99f,73,,,"[35.0, 15.2]",3893830,1,,,,,3.0828369,,Left Foot,,,"[26.5, 15.7]",,Ground Pass,,8.514693,,Aldana Cometti,25634.0,,,,,,1,From Keeper,Sophie Wais Braun,370851.0,Center Defensive Midfield,7,Argentina Women's,1204,['ff7a51e2-a434-42ee-85d2-41531e9373de'],17,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:17.587,Pass,
,,,,,,,,,,,,,,,,,,0.767659,,,,,,,,,,,,,,,e46b0dbe-ffe1-4cfc-b8e1-7fb909ec5bab,76,,,"[26.5, 15.7]",3893830,1,,,,,-0.067693025,,Right Foot,,,"[38.3, 14.9]",,Ground Pass,,11.827087,,Sophie Wais Braun,370851.0,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['4fac6c73-5caf-4d8e-83c1-85c024eb5d92'],20,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:20.016,Pass,
,,,,,,,,,,,,,,,,,,0.982314,,,,,,,,,,,,,,,4dc25940-1411-4208-ab5c-f29e90200211,79,,,"[36.2, 14.9]",3893830,1,,,,,3.100379,,Right Foot,,,"[26.5, 15.3]",,Ground Pass,,9.708244,,Aldana Cometti,25634.0,,,,,,1,From Keeper,Sophie Wais Braun,370851.0,Center Defensive Midfield,7,Argentina Women's,1204,['916328a8-14f2-4b3f-a422-2e8612a8d4a3'],21,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:21.867,Pass,
,,,,,,,,,,,,,,,,,,1.083651,,,,,,,,,,,,,,,cb06b006-bfd8-407b-8186-219716d5b56d,82,,,"[26.5, 15.3]",3893830,1,,,,,-0.6573891,,Right Foot,,,"[32.2, 10.9]",,Ground Pass,,7.2006946,,Sophie Wais Braun,370851.0,,,,,,1,From Keeper,Aldana Cometti,25634.0,Left Center Back,7,Argentina Women's,1204,['58ac3299-7814-40dd-9556-59287c1f41e0'],24,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:24.376,Pass,
,,,,,,,,,,,,,,,,,,3.208248,,,,,,,,,,,,,,,312fb4f2-16a0-43ed-bbe5-4326e0e3327e,88,,,"[31.9, 10.1]",3893830,1,,,,,0.83408356,,Right Foot,,,"[72.9, 55.3]",,High Pass,,61.024914,,Romina Stefania Núñez,402467.0,,True,,,Free Kick,1,From Free Kick,Aldana Cometti,25634.0,Left Center Back,8,Argentina Women's,1204,['17a53142-5369-49a1-88e3-b7c4fcb23e10'],38,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:38.621,Pass,
,,,,,,,,,,,,,,,,,,1.394653,,,,,,,,,,,,,,,ed9966de-2514-4585-ab90-7fc699cbbd41,91,,,"[72.9, 55.3]",3893830,1,,,,True,-0.70311016,f0a2e825-4757-470f-a010-2c1413aecbc8,,,,"[83.4, 46.4]",,Low Pass,,13.764447,,Mariana Valeria Larroquette,25602.0,True,,,,,1,From Free Kick,Romina Stefania Núñez,402467.0,Right Midfield,8,Argentina Women's,1204,"['5b563462-9222-48c3-9ab7-3c84f08c3811', 'd394d402-7344-4103-b39f-e2eca1c0d511']",41,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:41.830,Pass,True
,,,,,,,,,,,,,,,,,,3.073164,,,,,,,,,,,,,,,06a18e4c-99dc-439f-a37f-63889fbe40a6,96,,,"[7.1, 35.8]",3893830,2,,,,,-0.46767986,,Right Foot,,,"[56.6, 10.8]",,High Pass,,55.454937,Incomplete,Anna Sandberg,225182.0,,,,,Goal Kick,1,From Goal Kick,Jennifer Miley Falk,62667.0,Goalkeeper,9,Sweden Women's,858,"['4b371df7-f55a-4bb5-aced-3c21e990ba51', '601a7532-be25-4be0-958c-692c92325184']",24,,,,,,,,,,,,,,,Sweden Women's,858,00:02:24.953,Pass,
,,,,,,,,,,,,,,,,,,0.916415,,,,,,,,,,,,,,,4b371df7-f55a-4bb5-aced-3c21e990ba51,99,,,"[63.5, 69.3]",3893830,2,,,,True,1.1229577,,,,,"[68.4, 79.5]",,High Pass,,11.315918,Out,Romina Stefania Núñez,402467.0,,,,,Recovery,1,From Goal Kick,Camila Gómez Ares,402466.0,Right Center Midfield,9,Sweden Women's,858,"['06a18e4c-99dc-439f-a37f-63889fbe40a6', '29717ebc-dc9d-4881-b8f9-36c7c3e72fd5', '97e26d75-f15e-45f2-a83d-03672dc0aeb2']",28,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:28.027,Pass,True
,,,,,,,,,,,,,,,,,,1.564738,,,,,,,,,,,,,,,d0445cb3-3081-430f-9315-1b7f0c8559a3,101,,,"[62.2, 0.1]",3893830,2,,,,,0.49394137,,,,,"[76.5, 7.8]",,High Pass,,16.241306,Incomplete,Olivia Alma Charlotta Schough,10205.0,,,,,Throw-in,1,From Throw In,Anna Sandberg,225182.0,Left Back,10,Sweden Women's,858,"['427715d8-639b-4328-8f82-0f45d9e630a2', 'f2220f3e-bcff-4abc-b87f-1f4edb9aadc6']",40,,,,,,,,,,,,,,,Sweden Women's,858,00:02:40.966,Pass,
,,,,,,,,,,,,,,,,,,1.30645,,,,,,,,,,,,,,,f2220f3e-bcff-4abc-b87f-1f4edb9aadc6,103,,,"[43.6, 72.3]",3893830,2,,,,,0.4214192,,Head,,,"[52.3, 76.2]",,High Pass,,9.534149,Unknown,Romina Stefania Núñez,402467.0,,,,,Recovery,1,From Throw In,Camila Gómez Ares,402466.0,Right Center Midfield,10,Sweden Women's,858,"['cbce75ff-92e5-4afa-809a-c5f76fc40352', 'd0445cb3-3081-430f-9315-1b7f0c8559a3']",42,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:42.531,Pass,
,,,,,,,,,,,,,,,,,,2.054709,,,,,,,,,,,,,,,53cadc23-dca1-4ca1-81b5-511fc795090b,108,,,"[56.6, 75.4]",3893830,3,,,,,-0.395994,,Right Foot,,,"[92.0, 60.6]",,High Pass,,38.36926,,Mariana Valeria Larroquette,25602.0,,,,,Free Kick,1,From Free Kick,Julieta Micaela Cruz Navarrete,402465.0,Right Back,11,Argentina Women's,1204,['f27db9c3-7ed4-4a16-9194-751feb037c12'],4,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:04.659,Pass,
,,,,,,,,,,,,,,,,,,1.520068,,,,,,,,,,,,,,,692e0070-f4a5-4c68-aa42-d26ca8bb460c,110,,,"[92.0, 60.9]",3893830,3,,,,True,-0.38531983,,,,,"[106.3, 55.1]",,Low Pass,,15.431461,Incomplete,Estefanía Romina Banini Ruiz,4944.0,,,,,,1,From Free Kick,Mariana Valeria Larroquette,25602.0,Center Forward,11,Argentina Women's,1204,"['00cefe03-d53a-4928-82dc-92c79f469a86', '9a6256aa-0fa0-4feb-b86b-cbf0bff377a2', 'c2e88723-42a6-4ead-9c23-bd9a5ef1a774']",6,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:06.714,Pass,True
,,,,,,,,,,,,,,,,,,0.951305,,,,,,,,,,,,,,,4fb2de5f-66f7-4976-8d95-18d389a94c41,115,,,"[108.5, 80.0]",3893830,3,,,,,-1.50359,,,,,"[109.2, 69.6]",,Low Pass,,10.423532,,Romina Stefania Núñez,402467.0,,,,,Throw-in,1,From Throw In,Julieta Micaela Cruz Navarrete,402465.0,Right Back,12,Argentina Women's,1204,['322e80d2-6228-46de-b787-9c8609ac172e'],24,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:24.711,Pass,
,,,,,,,,,,,,,,,,,,1.008734,,,,,,,,,,,,,,,64d9b7cd-0db3-4356-b43a-e9a2a3f0b709,119,,,"[109.3, 70.4]",3893830,3,,,,,2.3386524,,Right Foot,,,"[103.7, 76.2]",,Ground Pass,,8.062258,,Julieta Micaela Cruz Navarrete,402465.0,,,,,,1,From Throw In,Romina Stefania Núñez,402467.0,Right Midfield,12,Argentina Women's,1204,"['5937870a-ec78-401a-8526-f31a8e3ffb17', '9b69aba7-e63c-4aa2-a18a-c4de74148e51']",25,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:25.674,Pass,True
,,,,,,,,,,,,,,,,,,1.561669,,,,,,,,,,,,,,,82542b46-0c10-485c-8a98-93112a9503f2,122,,,"[103.7, 76.2]",3893830,3,,,,,-1.4319113,,Right Foot,,,"[105.0, 66.9]",,Ground Pass,,9.390421,Incomplete,Camila Gómez Ares,402466.0,,,,,,1,From Throw In,Julieta Micaela Cruz Navarrete,402465.0,Right Back,12,Argentina Women's,1204,"['50347ccc-c95f-4e9e-a8b9-d9fadce6d188', '62ff5728-6afa-426e-a4b4-28223078c2f5']",27,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:27.254,Pass,
,,,,,,,,,,,,,,,,,,0.680339,,,,,,,,,,,,,,,b36979d5-f433-4cba-986a-e12fe0ab335f,127,,,"[12.1, 9.5]",3893830,3,,,,,1.2102304,,Right Foot,,,"[14.4, 15.6]",,Ground Pass,,6.519202,,Sara Caroline Seger,10224.0,,,,,,1,Regular Play,Olivia Alma Charlotta Schough,10205.0,Left Wing,13,Sweden Women's,858,['3be448dc-2e6a-4750-bdad-aadbf12fe225'],29,,,,,,,,,,,,,,,Sweden Women's,858,00:03:29.456,Pass,
,,,,,,,,,,,,,,,,,,2.900564,,,,,,,,,,,,,,,85681d07-6aa1-4af7-bb73-9696998f9ee1,130,,,"[14.4, 15.6]",3893830,3,,,,,-0.7374001,,Right Foot,,,"[26.4, 4.7]",,Ground Pass,,16.211416,,Anna Sandberg,225182.0,,,,,,1,Regular Play,Sara Caroline Seger,10224.0,Left Defensive Midfield,13,Sweden Women's,858,['1b0c05aa-a144-4399-9e6e-cd4cdcb78821'],30,,,,,,,,,,,,,,,Sweden Women's,858,00:03:30.380,Pass,
