50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.946926,,,,,,,,,,,,,121c315f-de0e-4abe-aa53-762e44a2b2c8,17,,"[50.5, 3.6]",3893794,0,,,,,2.0344439,,Left Foot,,"[43.3, 18.0]",Ground Pass,,16.09969,,,Jessica Carter,19422.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Back,2,England Women's,865,['cef60130-00eb-4c98-907f-595d276fe207'],10,,,,,,,,,,,,,,,,,England Women's,865,00:00:10.867,Pass,
,,,,,,,,,,,,,,,,,1.868185,,,,,,,,,,,,,2584d832-f88a-41f2-9073-13a0efdd23f1,20,,"[46.4, 21.3]",3893794,0,,,,,1.8588518,,Left Foot,,"[37.6, 51.0]",Ground Pass,,30.976282,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Jessica Carter,19422.0,Left Center Back,2,England Women's,865,['4cf17cec-dacd-42ec-9893-64ac128b1975'],13,,,,,,,,,,,,,,,,,England Women's,865,00:00:13.369,Pass,
,,,,,,,,,,,,,,,,,1.6383,,,,,,,,,,,,,75378462-8e57-421e-9079-8e6bfb10e273,23,,"[43.0, 50.4]",3893794,0,,,,,-1.3581992,,Right Foot,,"[47.9, 27.7]",Ground Pass,,23.222834,,,Jessica Carter,19422.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,England Women's,865,['4909d623-0c02-439e-8091-682710ea0f80'],17,,,,,,,,,,,,,,,,,England Women's,865,00:00:17.894,Pass,
,,,,,,,,,,,,,,,,,1.372994,,,,,,,,,,,,,55a05411-7cb8-462e-8678-e9f584f54969,26,,"[60.7, 26.5]",3893794,0,,,,,-1.1435827,,Right Foot,,"[72.4, 0.8]",Ground Pass,,28.237917,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Jessica Carter,19422.0,Left Center Back,2,England Women's,865,['83bcbb21-be70-493b-8766-970f51629b1a'],22,,,,,,,,,,,,,,,,,England Women's,865,00:00:22.381,Pass,
,,,,,,,,,,,,,,,,,0.77427,,,,,,,,,,,,,db050632-5e0c-4fd8-8ec2-9ac350b32521,29,,"[68.9, 0.1]",3893794,0,,,,,0.8944528,,Left Foot,,"[75.0, 7.7]",Ground Pass,,9.745255,,,Ella Toone,31534.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Back,2,England Women's,865,['d8ab7fe1-2443-479a-a98a-edab48219ebf'],25,,,,,,,,,,,,,,,,,England Women's,865,00:00:25.102,Pass,
,,,,,,,,,,,,,,,,,1.323221,,,,,,,,,,,,,47354359-09ab-4e10-885a-27cd81f88d79,31,,"[74.3, 6.7]",3893794,0,,,,,-2.6527402,,Right Foot,,"[64.9, 1.7]",Ground Pass,,10.647065,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Ella Toone,31534.0,Left Center Midfield,2,England Women's,865,['e0bccb55-2b0f-4445-a256-5d17c8c2b30c'],25,,,,,,,,,,,,,,,,,England Women's,865,00:00:25.877,Pass,
,,,,,,,,,,,,,,,,,3.145192,,,,,,,,,,,,,da628134-dc51-4742-a25e-d982ef520d9e,34,,"[61.6, 2.9]",3893794,0,,,,,2.3698924,,Other,,"[28.3, 35.3]",Ground Pass,,46.461273,,,Mary Alexandra Earps,31538.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Back,2,England Women's,865,['f7364a52-d053-4a6e-9f8b-78cb67b0181f'],28,,,,,,,,,,,,,,,,,England Women's,865,00:00:28.395,Pass,
,,,,,,,,,,,,,,,,,1.073651,,,,,,,,,,,,,eee8bf90-9f6c-4720-8ea4-d00c01a6cef4,37,,"[28.8, 36.1]",3893794,0,,,,,0.8324223,,Left Foot,,"[36.9, 45.0]",Ground Pass,,12.034118,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Mary Alexandra Earps,31538.0,Goalkeeper,2,England Women's,865,['65155fa3-0859-4757-9bd5-a8a0c097ff9f'],32,,,,,,,,,,,,,,,,,England Women's,865,00:00:32.955,Pass,
,,,,,,,,,,,,,,,,,1.140777,,,,,,,,,,,,,eba48867-5890-453b-a483-34ffa4751df5,40,,"[40.7, 49.6]",3893794,0,,,,,0.7142782,,Right Foot,,"[61.0, 67.2]",Ground Pass,,26.867266,Incomplete,,Lucy Bronze,10178.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,England Women's,865,"['7c0378c3-1c00-4107-940b-60e50c36fad0', '8601bc30-40cb-4e1f-9875-fc75a4d5f698']",35,,,,,,,,,,,,,,,,,England Women's,865,00:00:35.938,Pass,
,,,,,,,,,,,,,,,,,1.233744,,,,,,,,,,,,,1fe47394-0972-45b5-8568-5e4f8ea08144,44,,"[79.4, 28.5]",3893794,0,,,,,0.94759697,,Right Foot,,"[88.6, 41.3]",Ground Pass,,15.763248,,,Melchie Daëlle Dumornay,142735.0,,,,,,,1,Regular Play,Nérilia Mondesir,30970.0,Left Wing,3,Haiti Women's,2355,['4868aa7b-2079-42b2-8e04-2fcf7397c358'],41,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:41.030,Pass,
,,,,,,,,,,,,,,,,,1.47644,,,,,,,,,,,,,7b7bc305-c950-49ae-ad5e-6175685391c9,48,,"[99.4, 60.0]",3893794,0,,,,,0.5309218,,Right Foot,,"[110.3, 66.4]",Ground Pass,,12.640016,,,Batcheba Louis,46830.0,,,,,,,1,Regular Play,Melchie Daëlle Dumornay,142735.0,Center Attacking Midfield,3,Haiti Women's,2355,['2164cf26-0e2c-4ef3-8e52-1a30adeca6ff'],47,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:47.682,Pass,
,,,,,,,,,,,,,,,,,1.068495,,,,,,,,,,,,,56ff3cf9-f1dc-4b06-8184-e16e49e758fc,55,,"[7.6, 7.0]",3893794,0,,,,,0.07553171,,Left Foot,,"[26.1, 8.4]",Ground Pass,,18.552896,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,3,Haiti Women's,2355,['703271c8-b864-4e77-8577-8bf9ca8137cc'],52,,,,,,,,,,,,,,,,,England Women's,865,00:00:52.487,Pass,
,,,,,,,,,,,,,,,,,0.232645,,,,,,,,,,,,,c93f0128-111e-42ab-90af-f2aa33b21e20,59,,"[43.6, 10.0]",3893794,0,,,,,0.07982998,,Left Foot,,"[46.1, 10.2]",Ground Pass,,2.5079873,Incomplete,,Alessia Russo,47521.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,3,Haiti Women's,2355,"['2577b3eb-1180-45e3-a831-4d8e56878d68', '46088ca8-d0c1-4979-9ce5-f943cc150ec3', '61466af6-3e47-4f0f-9b67-4a69d6a6d1d5']",56,,,,,,,,,,,,,,,,,England Women's,865,00:00:56.209,Pass,True
,,,,,,,,,,,,,,,,,0.824482,,,,,,,,,,,,,7108e5e8-89de-4fd4-9963-a608fb23d8e6,63,,"[76.8, 74.0]",3893794,0,,,,,0.72799003,,Left Foot,,"[81.4, 78.1]",Ground Pass,,6.16198,,,Batcheba Louis,46830.0,,,,,,,1,Regular Play,Betina Petit-Frère,402002.0,Right Back,3,Haiti Women's,2355,['a89b394b-f878-43e8-8922-d1ed4bc6ed46'],58,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:00:58.043,Pass,
,,,,,,,,,,,,,,,,,1.198429,,,,,,,,,,,,,b59f5ccc-87b6-40a2-8dc4-f65291540872,70,,"[89.0, 75.5]",3893794,1,,,,,-0.6371721,,Right Foot,,"[101.7, 66.1]",Ground Pass,,15.800317,,,Melchie Daëlle Dumornay,142735.0,,,,,,,1,Regular Play,Batcheba Louis,46830.0,Right Wing,3,Haiti Women's,2355,['561776dc-4ea0-4dd0-9877-1869460e7171'],3,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:03.684,Pass,
,,,,,,,,,,,,,,,,,0.591279,,,,,,,,,,,,,0fc784cb-921c-4a87-a90e-5914cf3f98da,73,,"[113.7, 59.6]",3893794,1,,,,,-1.6902252,,Right Foot,True,"[111.9, 44.6]",Ground Pass,,15.107614,Incomplete,,Roselord Borgella,53993.0,,,,,,,1,Regular Play,Melchie Daëlle Dumornay,142735.0,Center Attacking Midfield,3,Haiti Women's,2355,"['5e6b0db3-fca2-4325-b339-f321b45e1210', 'a882a8fe-5e1f-4836-b729-fab839de9ffa']",6,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:06.599,Pass,
,,,,,,,,,,,,,,,,,1.705888,,,,,,,,,,,,,bad4cd49-eeed-4b4f-bc25-544f84732c8d,76,,"[120.0, 80.0]",3893794,1,,,,,-1.8750328,,Right Foot,,"[108.1, 42.1]",Low Pass,,39.7243,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Sherly Jeudy,402012.0,Right Defensive Midfield,4,Haiti Women's,2355,['17dd1ec9-bb51-4e26-9cd5-62eeab61e9ff'],44,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:44.385,Pass,
,,,,,,,,,,,,,,,,,1.707667,,,,,,,,,,,,,cfbbacff-b993-4efa-aedb-bb826cf69de1,80,,"[44.2, 25.9]",3893794,1,,,,,-0.81583375,,Right Foot,,"[64.9, 3.9]",Ground Pass,,30.207449,,,Chloe Kelly,15570.0,,,,,,,1,Regular Play,Alessia Russo,47521.0,Center Forward,5,England Women's,865,['1a9a8017-3ad1-4d6d-ab39-ca0a77c4e403'],51,,,,,,,,,,,,,,,,,England Women's,865,00:01:51.290,Pass,
,,,,,,,,,,,,,,,,,1.458573,,,,,,,,,,,,,19c7b2e3-f9ef-4785-987c-36ea25ed4c7f,83,,"[69.5, 2.9]",3893794,1,,,,,2.7666605,,Right Foot,,"[54.0, 9.0]",Ground Pass,,16.657131,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Right Wing,5,England Women's,865,['974d947d-85ce-4bd1-be3e-73afe0498c81'],56,,,,,,,,,,,,,,,,,England Women's,865,00:01:56.877,Pass,
,,,,,,,,,,,,,,,,,0.671612,,,,,,,,,,,,,241d0cad-75b0-4980-a124-011ff4bbbf4e,86,,"[53.7, 10.2]",3893794,1,,,,,0.9206618,,Left Foot,,"[61.0, 19.8]",Ground Pass,,12.060266,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,5,England Women's,865,['aa7b14ea-4d67-4a98-88ac-d699519cb333'],58,,,,,,,,,,,,,,,,,England Women's,865,00:01:58.894,Pass,
,,,,,,,,,,,,,,,,,1.913915,,,,,,,,,,,,,b3b3c0fc-ab91-48b6-9826-4115043c9a77,89,,"[58.5, 20.1]",3893794,2,,,,,1.8042244,,Right Foot,,"[51.7, 48.7]",Ground Pass,,29.397278,,,Millie Bright,4642.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,5,England Women's,865,['5d017896-423f-4116-85d6-03d56a92612c'],1,,,,,,,,,,,,,,,,,England Women's,865,00:02:01.273,Pass,
,,,,,,,,,,,,,,,,,0.705058,,,,,,,,,,,,,2907a919-6235-4136-be28-814f9631d134,92,,"[64.1, 52.2]",3893794,2,,,,,0.15722805,,Right Foot,,"[80.5, 54.8]",Ground Pass,,16.604818,,,Ella Toone,31534.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,5,England Women's,865,['3370bc9f-da72-452c-9360-84209a1664aa'],5,,,,,,,,,,,,,,,,,England Women's,865,00:02:05.342,Pass,
,,,,,,,,,,,,,,,,,2.018365,,,,,,,,,,,,,ce85a912-0629-4c17-8500-9cb41217df7d,94,,"[80.5, 54.8]",3893794,2,,,,,1.6133238,,Right Foot,,"[79.7, 73.6]",Ground Pass,,18.817013,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Left Center Midfield,5,England Women's,865,['8426f157-ea8f-47c1-b170-0f19ae2428e8'],6,,,,,,,,,,,,,,,,,England Women's,865,00:02:06.047,Pass,
,,,,,,,,,,,,,,,,,1.327732,,,,,,,,,,,,,0152c7e8-894c-4913-8174-c7ed987ec04b,97,,"[81.1, 74.2]",3893794,2,,,,,0.06720632,,Right Foot,,"[91.5, 74.9]",Ground Pass,,10.423532,,,Ella Toone,31534.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,['aedfa75b-7357-4943-9882-b85e1bb3c716'],8,,,,,,,,,,,,,,,,,England Women's,865,00:02:08.547,Pass,
,,,,,,,,,,,,,,,,,0.955755,,,,,,,,,,,,,9657f847-707c-4554-a334-4548f2bbee53,100,,"[91.5, 74.9]",3893794,2,,,,,-1.2753555,,Right Foot,,"[92.9, 70.3]",Ground Pass,,4.8083262,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Left Center Midfield,5,England Women's,865,['023ef15b-6331-43fd-bb9d-26473e3a76a9'],9,,,,,,,,,,,,,,,,,England Women's,865,00:02:09.915,Pass,
,,,,,,,,,,,,,,,,,1.355028,,,,,,,,,,,,,90b3e7aa-d3db-47dd-bed8-e95a85e84f1b,103,,"[104.2, 59.3]",3893794,2,,,,,-1.4510024,,Right Foot,,"[106.8, 37.7]",Low Pass,,21.755919,,,Alessia Russo,47521.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,['91adb1ac-caad-4b93-ad32-f88920278754'],12,,,,,,,,,,,,,,,,,England Women's,865,00:02:12.784,Pass,
,,,,,,,,,,,,,,,,,0.993982,,,,,,,,,,,,,e0a83ac5-7baa-4b55-b2c0-91b5c925c7ba,105,,"[106.8, 37.7]",3893794,2,,,,,2.106216,,Right Foot,,"[103.3, 43.6]",Low Pass,,6.860029,,,Georgia Stanway,4643.0,,,,,,,1,Regular Play,Alessia Russo,47521.0,Center Forward,5,England Women's,865,['ccd19285-8d5c-49a9-9f27-617adc18b30e'],14,,,,,,,,,,,,,,,,,England Women's,865,00:02:14.139,Pass,
,,,,,,,,,,,,,,,,,1.88188,,,,,,,,,,,,,938089dc-4334-436a-bfb4-cf85eebe2d18,112,,"[101.3, 40.7]",3893794,2,,,,,-1.9306962,,Left Foot,,"[94.0, 21.3]",Ground Pass,,20.728,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,5,England Women's,865,['8f76c6b6-4084-49ff-bd27-9e29c58cf526'],16,,,,,,,,,,,,,,,,,England Women's,865,00:02:16.835,Pass,
,,,,,,,,,,,,,,,,,2.142549,,,,,,,,,,,,,bb9bd266-b622-4fdc-a859-7c2fbe3e26d6,114,,"[94.0, 21.3]",3893794,2,,,,,-0.23287638,,Left Foot,,"[109.6, 17.6]",Ground Pass,,16.03278,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,5,England Women's,865,['883b59d6-d1a6-49c2-a794-aeced87aa4de'],18,,,,,,,,,,,,,,,,,England Women's,865,00:02:18.717,Pass,
,,,,,,,,,,,,,,,,,0.56157,,,,,,,,,,,,,7adafe56-5c0e-41f3-b3cb-83396cdd72dc,116,,"[109.6, 17.6]",3893794,2,,,,,1.4337301,,Left Foot,True,"[112.0, 35.0]",Low Pass,,17.564737,Incomplete,,Alessia Russo,47521.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,5,England Women's,865,"['5b6f817f-d863-450e-bdb6-a1a60cf2573a', 'cafe07b8-73a7-4cae-9593-66608c75f796']",20,,,,,,,,,,,,,,,,,England Women's,865,00:02:20.860,Pass,
,,,,,,,,,,,,,,,,,2.171333,,,,,,,,,,,,,f9176c55-43c1-4085-8bc8-c6fce2f4362a,119,,"[120.0, 0.1]",3893794,2,,,,,1.7237865,7e10a2f3-d1b2-4f1e-986f-bdddf1c09ffe,Right Foot,,"[113.2, 44.2]",High Pass,True,44.62118,,,Lucy Bronze,10178.0,True,,True,Inswinging,,Corner,1,From Corner,Chloe Kelly,15570.0,Right Wing,6,England Women's,865,['87cab010-2d84-475e-a59a-1254472e8393'],57,,,,,,,,,,,,,,,,,England Women's,865,00:02:57.936,Pass,
,,,,,,,,,,,,,,,,,1.641271,,,,,,,,,,,,,6ec93411-601d-49b4-bce0-7ce9a2d036a4,125,,"[120.0, 80.0]",3893794,3,,,,,-1.6539376,,Left Foot,,"[116.9, 42.8]",High Pass,True,37.32894,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Alex Greenwood,10252.0,Left Back,7,England Women's,865,['aacb958e-9815-4b48-9dd9-e1c407f4a8b4'],38,,,,,,,,,,,,,,,,,England Women's,865,00:03:38.495,Pass,
,,,,,,,,,,,,,,,,,1.805475,,,,,,,,,,,,,1e548fb1-0c22-4cbd-a556-f67f9372b463,129,,"[116.3, 73.9]",3893794,3,,,,,-1.7523804,,Left Foot,True,"[110.7, 43.4]",High Pass,,31.009836,Incomplete,,Alessia Russo,47521.0,,,,,,,1,From Corner,Alex Greenwood,10252.0,Left Back,7,England Women's,865,"['e188b998-3950-4b2e-821a-ab4957258b37', 'e1b59ddb-5650-48c5-b5e7-17b61102af5d']",44,,,,,,,,,,,,,,,,,England Women's,865,00:03:44.327,Pass,
,,,,,,,,,,,,,,,,,0.333341,,,,,,,,,,,,,05dc9321-85b3-48a7-814a-e14249b159bc,141,,"[5.4, 37.0]",3893794,4,,True,,,0.12279676,,Drop Kick,,"[68.6, 44.8]",High Pass,,63.67951,Incomplete,,,,,,,,,,1,From Keeper,Kerly Théus,402008.0,Goalkeeper,8,Haiti Women's,2355,['8081cabd-e79e-4cd5-86c2-da0fdd457ee7'],7,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:04:07.014,Pass,
,,,,,,,,,,,,,,,,,1.60016,,,,,,,,,,,,,8081cabd-e79e-4cd5-86c2-da0fdd457ee7,142,,"[51.5, 35.3]",3893794,4,,,,,-0.46632856,,Right Foot,,"[66.4, 27.8]",High Pass,,16.681128,Unknown,,Ella Toone,31534.0,,,,,,Recovery,1,From Keeper,Millie Bright,4642.0,Right Center Back,8,Haiti Women's,2355,"['05dc9321-85b3-48a7-814a-e14249b159bc', 'fc13f1e7-535b-4868-9eb0-80e3b9a5f6e5']",7,,,,,,,,,,,,,,,,,England Women's,865,00:04:07.348,Pass,
