50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.240784,,,,,,,,,,,,,90da9174-ffa0-4865-b208-91afe0887c1a,19,,,"[74.8, 3.0]",3893812,0,,,,,3.1415927,,Right Foot,,,"[70.9, 3.0]",,Low Pass,,3.9,,Incomplete,Eliana Noemí Stábile,25633.0,,,,,,,1,From Throw In,María Florencia Bonsegundo,25640.0,Left Wing,3,Argentina Women's,1204,"['235918b4-fe95-48e3-bf2f-6d4995e3fe14', 'f6225aff-3258-48f5-8553-283366d39664']",21,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:21.949,Pass,
,,,,,,,,,,,,,,,,,1.777957,,,,,,,,,,,,,d55c9a62-2219-4100-b053-f535d18e703a,22,,,"[71.1, 0.1]",3893812,0,,True,,,0.35470566,,,,,"[79.2, 3.1]",,Low Pass,,8.637708,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,Throw-in,1,From Throw In,Eliana Noemí Stábile,25633.0,Left Back,4,Argentina Women's,1204,['cbfd41b0-627d-422d-8939-bf8ced7ce806'],30,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:30.196,Pass,
,,,,,,,,,,,,,,,,,1.243773,,,,,,,,,,,,,9b0d4a46-e99e-4f51-bd7d-b0ef43e23a80,26,,,"[51.7, 9.1]",3893812,0,,,,,-2.683021,,Right Foot,,,"[43.8, 5.2]",,Ground Pass,,8.810222,,,Aldana Cometti,25634.0,,,,,,,1,From Throw In,Estefanía Romina Banini Ruiz,4944.0,Center Attacking Midfield,4,Argentina Women's,1204,['f04cf57a-7b3d-497f-8028-bd59c005cabd'],35,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:35.076,Pass,
,,,,,,,,,,,,,,,,,0.927444,,,,,,,,,,,,,74503698-92db-4f01-93b5-d95d16d26bfd,29,,,"[43.8, 5.2]",3893812,0,,,,,-0.19999295,,Right Foot,,,"[51.2, 3.7]",,Ground Pass,,7.5504966,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,,1,From Throw In,Aldana Cometti,25634.0,Left Center Back,4,Argentina Women's,1204,['5b1d9d2e-70b5-4c9d-ac94-7d851f30ed03'],36,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:36.395,Pass,
,,,,,,,,,,,,,,,,,1.66892,,,,,,,,,,,,,e0d63212-b136-4ec9-9ad9-4738f86ca554,33,,,"[50.7, 7.0]",3893812,0,,,,,1.7048196,,Right Foot,,,"[47.1, 33.7]",,Ground Pass,,26.941603,,,Daiana Micaela Falfán,402461.0,,,,,,,1,From Throw In,Estefanía Romina Banini Ruiz,4944.0,Center Attacking Midfield,4,Argentina Women's,1204,"['ba19a2f0-9a98-4ba9-aa93-5bf2d9cae048', 'd76ae882-73d6-45d7-a87c-930c7e643c76']",40,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:40.665,Pass,True
,,,,,,,,,,,,,,,,,1.992044,,,,,,,,,,,,,762c396b-b1b8-45d8-91bb-4b9d7078ca3c,37,,,"[47.0, 34.6]",3893812,0,,,,,1.9614034,,Right Foot,,,"[40.0, 51.6]",,Ground Pass,,18.384777,,,Miriam Anahí Mayorga,25617.0,,,,,,,1,From Throw In,Daiana Micaela Falfán,402461.0,Right Defensive Midfield,4,Argentina Women's,1204,"['363b7657-8f85-49d4-bbbc-e0e01c23a592', '81b59840-7c66-4994-b443-5b4cad546dd4']",43,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:43.797,Pass,True
,,,,,,,,,,,,,,,,,1.184343,,,,,,,,,,,,,464e2176-5df4-4360-b8da-f0d991a3fcfe,41,,,"[45.2, 59.0]",3893812,0,,,,,1.0626816,,Right Foot,,,"[54.5, 75.7]",,Ground Pass,,19.114916,,,Sophie Wais Braun,370851.0,,,,,,,1,From Throw In,Miriam Anahí Mayorga,25617.0,Right Center Back,4,Argentina Women's,1204,['8845b701-c5ad-4434-be45-f18e9d2d4df0'],46,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:46.819,Pass,
,,,,,,,,,,,,,,,,,1.180377,,,,,,,,,,,,,e4811b2a-95c2-4faa-8782-bfffdea393e2,44,,,"[54.5, 75.7]",3893812,0,,,,,-0.5721029,,Right Foot,,,"[67.7, 67.2]",,Low Pass,,15.7,,,Mariana Valeria Larroquette,25602.0,,,,,,,1,From Throw In,Sophie Wais Braun,370851.0,Right Back,4,Argentina Women's,1204,['ccf805e2-f439-4d39-81bf-5c2db800777c'],48,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:48.015,Pass,
,,,,,,,,,,,,,,,,,0.980393,,,,,,,,,,,,,a175834e-b9ad-4214-a2dc-22b3dde6edb1,53,,,"[54.2, 23.3]",3893812,0,,,,,-1.9212929,,Right Foot,,,"[50.8, 14.0]",,Ground Pass,,9.90202,,,Karabo Dhlamini,402118.0,,,,,,,1,Regular Play,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,5,South Africa Women's,1216,['390a81a5-67b3-4906-ade5-0194f623fdb5'],53,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:53.889,Pass,
,,,,,,,,,,,,,,,,,3.190183,,,,,,,,,,,,,ef6bdf6e-ab09-4808-94d5-dbf05ec81219,56,,,"[53.0, 7.7]",3893812,0,,,,,-0.049522158,,Left Foot,,,"[87.3, 6.0]",,High Pass,,34.342102,,Incomplete,Thembi Kgatlana,5052.0,,,,,,,1,Regular Play,Karabo Dhlamini,402118.0,Left Back,5,South Africa Women's,1216,"['99fa2f36-311e-4c71-bf24-9ba1db708a3c', 'eb8d5b06-80ee-45cf-b969-363261fc1fe7']",55,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:55.866,Pass,
,,,,,,,,,,,,,,,,,1.448697,,,,,,,,,,,,,d4fc3bd1-ab61-4d0b-be39-97fbd0390718,59,,,"[85.9, 0.1]",3893812,1,,,,,0.89812577,,,,,"[95.3, 11.9]",,Low Pass,,15.086418,,,Thembi Kgatlana,5052.0,,,,,,Throw-in,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,6,South Africa Women's,1216,['7a3d6dba-181c-4e92-bb89-76a6d3a013f8'],14,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:14.396,Pass,
,,,,,,,,,,,,,,,,,2.395031,,,,,,,,,,,,,368f509c-2893-4640-9917-fcf7e0acf939,64,,,"[81.8, 15.3]",3893812,1,,,,,2.487022,,Right Foot,,,"[64.6, 28.5]",,Ground Pass,,21.681328,,,Bambanani Nolufefe Mbane,25747.0,,,,,,,1,From Throw In,Thembi Kgatlana,5052.0,Center Forward,6,South Africa Women's,1216,"['ba9a651a-1f16-4613-bc55-798e167a1c16', 'ce8b1c9b-adbf-49b7-8894-c9db01205e4e']",18,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:18.417,Pass,True
,,,,,,,,,,,,,,,,,2.512473,,,,,,,,,,,,,a43dc390-5950-4c2c-b1be-d33afc350047,67,,,"[64.0, 36.0]",3893812,1,,,,,1.0001054,,Right Foot,,,"[89.1, 75.1]",,Ground Pass,,46.463104,,,Noxolo Cesane,316798.0,,,,,,,1,From Throw In,Bambanani Nolufefe Mbane,25747.0,Right Center Back,6,South Africa Women's,1216,['65f9f26d-21f0-4030-b5e6-8aecf4097f96'],22,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:22.603,Pass,
,,,,,,,,,,,,,,,,,1.524925,,,,,,,,,,,,,adc16cdc-45ee-4123-93e5-b6eed7960f7a,71,,,"[86.7, 72.7]",3893812,1,,,,,3.0143764,,Right Foot,,,"[69.5, 74.9]",,Ground Pass,,17.340126,,,Lebogang Ramalepe,25520.0,,,,,,,1,From Throw In,Noxolo Cesane,316798.0,Right Wing,6,South Africa Women's,1216,['6b2d1f5f-c551-4b66-9ae4-0b8bf5bc2668'],26,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:26.835,Pass,
,,,,,,,,,,,,,,,,,0.603224,,,,,,,,,,,,,9508b2c3-2061-44c6-8c5d-3e85a1c124bc,74,,,"[71.1, 75.1]",3893812,1,,,,,-0.4388593,,Right Foot,,,"[80.9, 70.5]",,Ground Pass,,10.825895,,Incomplete,Jermaine Seoposenwe,25511.0,,,,,,,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,6,South Africa Women's,1216,"['41af4e29-60a9-48c4-9028-e7a334afaa7f', 'e31c22f5-999e-4c8b-b512-accbc90aea89']",29,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:29.564,Pass,
,,,,,,,,,,,,,,,,,0.755146,,,,,,,,,,,,,671f6d4e-e982-4f79-a236-c681b026903f,79,,,"[30.0, 6.4]",3893812,1,,,,,-0.061776962,,Left Foot,,,"[39.7, 5.8]",,Ground Pass,,9.718539,,,María Florencia Bonsegundo,25640.0,,,,,,,1,Regular Play,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,['73bd4cb6-3c94-4ed3-a018-24c2dc205a36'],32,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:32.327,Pass,
,,,,,,,,,,,,,,,,,1.138484,,,,,,,,,,,,,c7d46e23-a52a-4f58-afde-8375c80f1183,84,,,"[38.1, 2.8]",3893812,1,,,,,-3.0727363,,Right Foot,,,"[26.5, 2.0]",,Ground Pass,,11.627554,,,Eliana Noemí Stábile,25633.0,,,,,,,1,Regular Play,María Florencia Bonsegundo,25640.0,Left Wing,7,Argentina Women's,1204,"['5dc388c6-50df-45d0-93aa-45c934728823', 'c89ee4d2-9a42-4a2a-abdc-0a45bf3af0bd']",34,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:34.357,Pass,True
,,,,,,,,,,,,,,,,,1.129776,,,,,,,,,,,,,d8029375-ff1d-486c-ae7a-5822e9482fef,88,,,"[27.2, 2.0]",3893812,1,,,,,1.3734008,,Left Foot,,,"[30.6, 19.0]",,Ground Pass,,17.336666,,,Flavia Lorena Benítez,25615.0,,,,,,,1,Regular Play,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,"['696b5402-7bd4-465f-8dbd-523995e7c234', 'daebceac-5187-435f-9b0f-a854be29c436']",36,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:36.747,Pass,True
,,,,,,,,,,,,,,,,,0.617245,,,,,,,,,,,,,4df4e4ab-d910-4874-b24d-c6f50eac372e,99,,,"[91.4, 78.1]",3893812,1,,,,,-0.8160634,,Right Foot,,,"[99.3, 69.7]",,Ground Pass,,11.531261,,Incomplete,Hildah Tholakele Magaia,402126.0,,,,,,,1,Regular Play,Noxolo Cesane,316798.0,Right Wing,8,South Africa Women's,1216,"['6ba485fa-a7e8-4c3e-8bc3-94327dc31dfb', 'ffc22361-5b2a-45e1-9d64-710b5aaabbb6']",43,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:01:43.626,Pass,
,,,,,,,,,,,,,,,,,1.349739,,,,,,,,,,,,,a978f7a3-2ade-48e9-904c-501f4ba90e72,104,,,"[120.0, 80.0]",3893812,2,,,,,-1.7878653,f4132202-2a35-4f08-8321-82f1fe89f2c6,Left Foot,,,"[112.7, 46.9]",,Low Pass,True,33.895428,,,Bongeka Gamede,402119.0,True,,,Inswinging,,Corner,1,From Corner,Hildah Tholakele Magaia,402126.0,Left Wing,9,South Africa Women's,1216,['14f2c28b-6b55-4e0a-8194-39dfb40ebfff'],16,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:02:16.700,Pass,
,,,,,,,,,,,,,,,,,2.184081,,,,,,,,,,,,,192f8fc4-9300-45c4-8f33-1f2a36dc8eeb,109,,,"[6.0, 36.0]",3893812,2,,True,,,-0.82619184,,Right Foot,,,"[15.4, 25.8]",,Ground Pass,,13.870832,,,Aldana Cometti,25634.0,,,,,,Goal Kick,1,From Goal Kick,Vanina Noemí Correa,25611.0,Goalkeeper,10,Argentina Women's,1204,['5258bc0e-af5b-401a-940a-95a85acfb13a'],36,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:36.874,Pass,
,,,,,,,,,,,,,,,,,1.903629,,,,,,,,,,,,,21d89c65-9e88-4b06-9d7e-9d6f97215050,111,,,"[19.4, 24.1]",3893812,2,,,,,1.476955,,Right Foot,,,"[21.8, 49.6]",,Ground Pass,,25.612692,,,Miriam Anahí Mayorga,25617.0,,,,,,,1,From Goal Kick,Aldana Cometti,25634.0,Left Center Back,10,Argentina Women's,1204,['28066539-078f-41e4-aba6-0481aadb137a'],40,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:40.790,Pass,
,,,,,,,,,,,,,,,,,1.629324,,,,,,,,,,,,,25ba3044-4203-4c47-95d6-112066288639,114,,,"[26.8, 50.4]",3893812,2,,,,,1.0978898,,Right Foot,,,"[40.0, 76.2]",,Ground Pass,,28.980682,,,Sophie Wais Braun,370851.0,,,,,,,1,From Goal Kick,Miriam Anahí Mayorga,25617.0,Right Center Back,10,Argentina Women's,1204,['4b24d216-5a4e-4a5f-b9f1-f1f540f7cd00'],44,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:44.168,Pass,
,,,,,,,,,,,,,,,,,3.133738,,,,,,,,,,,,,0994fc84-748c-4bad-a005-6c18ace86ed7,117,,,"[46.2, 74.6]",3893812,2,,,,,-0.090855464,,Right Foot,,,"[92.3, 70.4]",,High Pass,,46.290928,,,Paulina Gramaglia,273315.0,,,,,,,1,From Goal Kick,Sophie Wais Braun,370851.0,Right Back,10,Argentina Women's,1204,['f584efcc-029d-4a08-993f-5d40ca016ccc'],47,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:47.449,Pass,
,,,,,,,,,,,,,,,,,1.01525,,,,,,,,,,,,,4a484894-4e93-499f-8558-1ebe4e0cc5bc,122,,,"[7.0, 44.1]",3893812,3,,,,,1.2055949,,Left Foot,,,"[10.9, 54.3]",,Ground Pass,,10.920165,,,Bambanani Nolufefe Mbane,25747.0,,,,,,Goal Kick,1,From Goal Kick,Kaylin Swart,25746.0,Goalkeeper,11,South Africa Women's,1216,['604e226a-3456-4d7a-8006-38b63f9c179b'],14,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:14.152,Pass,
,,,,,,,,,,,,,,,,,1.666242,,,,,,,,,,,,,ba751d97-676a-49ef-9b8e-3ab8918cb28f,126,,,"[8.4, 53.0]",3893812,3,,,,,0.49853483,,Right Foot,,,"[34.3, 67.1]",,High Pass,,29.48932,,Incomplete,Lebogang Ramalepe,25520.0,,,,,,,1,From Goal Kick,Bambanani Nolufefe Mbane,25747.0,Right Center Back,11,South Africa Women's,1216,"['01cccea4-5566-4aaf-8b25-547dc4e07512', '2cc7b607-50ab-4283-8c5f-63c4929e2038', '33213c7b-c482-4a95-8574-5f6b4c5fa958']",16,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:16.246,Pass,True
,,,,,,,,,,,,,,,,,1.627164,,,,,,,,,,,,,e77a6865-dcb2-47d4-9ecd-526d1fdd6a46,130,,,"[86.6, 11.9]",3893812,3,,,,,0.45765966,,Right Foot,,,"[100.0, 18.5]",,High Pass,,14.9372015,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,,1,From Goal Kick,María Florencia Bonsegundo,25640.0,Left Wing,11,South Africa Women's,1216,['aabac103-5af8-4f15-a097-2bff6e843205'],18,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:18.848,Pass,
,,,,,,,,,,,,,,,,,5.152919,,,,,,,,,,,,,9b390f01-6d26-40b8-a1eb-6cda37f3b724,140,,,"[28.1, 70.4]",3893812,3,,,,,-0.75351405,,Right Foot,,,"[55.6, 44.6]",,High Pass,,37.70796,,Incomplete,Hildah Tholakele Magaia,402126.0,,,,,,Recovery,1,From Goal Kick,Refiloe Jane,25516.0,Right Defensive Midfield,11,South Africa Women's,1216,"['baca073b-8ad3-4d51-b347-85e74c5e3f6d', 'd26191b8-f57d-4100-bd51-40cf9ae4f777']",30,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:03:30.195,Pass,
,,,,,,,,,,,,,,,,,1.264903,,,,,,,,,,,,,d26191b8-f57d-4100-bd51-40cf9ae4f777,143,,,"[64.5, 35.5]",3893812,3,,,,True,1.217806,,,,,"[67.3, 43.1]",,High Pass,,8.099382,,,Mariana Valeria Larroquette,25602.0,,,,,,Recovery,1,Regular Play,Miriam Anahí Mayorga,25617.0,Right Center Back,12,Argentina Women's,1204,"['2624a1f2-f5b8-4179-b1a2-0d0bffbc9019', '9b390f01-6d26-40b8-a1eb-6cda37f3b724', 'd070fb59-4f34-4d0e-8fa9-c4f09dfab492']",35,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:35.348,Pass,True
,,,,,,,,,,,,,,,,,2.858811,,,,,,,,,,,,,f147b32e-127f-4976-b956-e3f104a3c5db,145,,,"[67.3, 43.3]",3893812,3,,,,,-1.6620911,,Head,,,"[66.0, 29.1]",,High Pass,,14.259383,,,Flavia Lorena Benítez,25615.0,,,,,,,1,Regular Play,Mariana Valeria Larroquette,25602.0,Right Wing,12,Argentina Women's,1204,['070ca8e5-37c0-4db5-b3c9-3e6e05d50c7b'],36,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:36.664,Pass,
