50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[11.0, 11.3]",,,,,,,,,,,,,1.275213,,,,,,,,,,,,,,f420fc58-9a57-41a8-b279-5f319dbfdf69,2056,,"[20.6, 12.1]",3893828,53,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yao Wei,25484.0,Left Center Back,76,China PR Women's,1207,"['a173e703-df17-45b7-b051-8658a81eaf69', 'ab8de918-3e77-47b8-86fb-a54be725b7f4']",27,,,,,,,,,,,,,,,,,China PR Women's,1207,00:53:27.937,Carry,
,,,,,"[8.2, 1.0]",,,,,,,,,,,,,0.925926,,,,,,,,,,,,,,98492159-9d9c-4d98-b940-ca87bc485a2c,2059,,"[7.5, 1.0]",3893828,53,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Qiaozhu Chen,131583.0,Left Back,76,China PR Women's,1207,"['2aa0ad6d-6f52-41ea-905e-dbde2945fdbb', '587727da-60f6-4954-9055-55df46d0e77d', 'fdd7ebc0-ddff-4494-98c8-1ee5835236ac']",29,,,,,,,,,,,,,,,,,China PR Women's,1207,00:53:29.943,Carry,True
,,,,,"[60.6, 75.7]",,,,,,,,,,,,,1.425185,,,,,,,,,,,,,,d021e1f9-319a-4901-a862-a91879858a82,2063,,"[67.6, 74.2]",3893828,53,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Millie Bright,4642.0,Center Back,76,China PR Women's,1207,"['bceb84f6-d669-4b3d-b5c8-dcbfa0c80661', 'c5e3236c-ceb8-46f7-badd-b7e366dea1d3', 'cfe3c813-103e-45e7-9ed7-351cb5191ce1']",34,,,,,,,,,,,,,,,,,England Women's,865,00:53:34.301,Carry,True
,,,,,"[52.1, 31.4]",,,,,,,,,,,,,0.38501,,,,,,,,,,,,,,58a3a02a-e5a6-4422-abfc-8df870ad999c,2073,,"[51.8, 33.9]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Lina Yang,131579.0,Left Defensive Midfield,77,China PR Women's,1207,"['5658eca0-96ea-44fe-bba4-818a3365d68e', '5a01a205-7480-4c22-93c7-cf30babcf262']",1,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:01.532,Carry,
,,,,,"[49.3, 9.6]",,,,,,,,,,,,,0.907636,,,,,,,,,,,,,,cd88ba20-8515-4f06-aa12-9c0a25a2f2c0,2076,,"[47.4, 10.6]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Qiaozhu Chen,131583.0,Left Back,77,China PR Women's,1207,"['b9ed0a6b-8338-45e3-9e70-2d6d0cf10203', 'f4c76f8e-e07e-4e5a-b3f0-ca38a6f038e5']",3,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:03.438,Carry,
,,,,,"[54.9, 33.9]",,,,,,,,,,,,,4.71154,,,,,,,,,,,,,,b54e59e7-40d7-4fea-89aa-3d4e230538a9,2080,,"[64.9, 7.8]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Linyan Zhang,402025.0,Left Midfield,77,China PR Women's,1207,"['0bcbfa63-b895-4c80-98be-18115a20fbff', '0de157af-c98c-4521-b8cd-8e047a0fd6e4', '43665c6c-7bc0-4db5-844d-ad669ae1f1c5', 'b78d2ae5-925b-4ea8-932a-8793eaa8d1ac']",5,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:05.283,Carry,True
,,,,,"[57.9, 79.2]",,,,,,,,,,,,,0.831069,,,,,,,,,,,,,,552ec7ca-e042-4229-8cf2-e9e80abd6d17,2085,,"[52.8, 71.6]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Mengwen Li,131575.0,Right Back,77,China PR Women's,1207,"['a15140ac-6a97-4fc5-81a1-1092b177eaa3', 'ed5e3f97-7f4f-4a2b-a3d7-c96b2137ee2e']",13,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:13.279,Carry,
,,,,,"[74.5, 64.1]",,,,,,,,,,,,,2.855767,,,,,,,,,,,,,,48e03341-6f5b-4949-878e-1787314955d8,2089,,"[81.7, 75.7]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Chengshu Wu,402019.0,Right Midfield,77,China PR Women's,1207,"['175c53e2-abf6-4e01-bc80-3e73f62d4833', '67538a98-e409-41d9-b678-c0565c523c18', '77cc2027-ba96-4007-94cb-8d69e534930b', 'd8480dd1-6494-4977-89a0-67ab3f68f481']",15,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:15.346,Carry,True
,,,,,"[60.1, 37.8]",,,,,,,,,,,,,2.954076,,,,,,,,,,,,,,ffb69dd0-6197-4222-af1c-5dabced978a8,2093,,"[57.3, 23.5]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Center Forward,78,England Women's,865,"['acc8e8ba-7511-4e05-9a21-d4d0245d674f', 'e5d09532-ff3c-48aa-b703-4bd2088675d4']",19,,,,,,,,,,,,,,,,,England Women's,865,00:00:19.803,Carry,
,,,,,"[62.1, 63.0]",,,,,,,,,,,,,3.498223,,,,,,,,,,,,,,d53d5974-64cc-44ee-a7ab-6d158b26e0e5,2096,,"[56.8, 62.7]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Wing Back,78,England Women's,865,"['0be21d5f-0180-4f71-8816-6c649f3ea52f', '24e1c3b7-1527-46fd-a2a2-afdcafd6dca5', 'eed619ae-b59b-4ec6-86f0-6d36bf9e1154']",25,,,,,,,,,,,,,,,,,England Women's,865,00:00:25.098,Carry,True
,,,,,"[46.3, 60.7]",,,,,,,,,,,,,1.00455,,,,,,,,,,,,,,50bece24-4845-4c55-9b97-a3b1ad39345d,2100,,"[46.3, 60.7]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Carter,19422.0,Right Center Back,78,England Women's,865,"['31714906-828c-4963-bbac-aeb25619d9ee', '78c749cf-e749-48ea-9425-c0b98ee4b741']",30,,,,,,,,,,,,,,,,,England Women's,865,00:00:30.091,Carry,
,,,,,"[40.2, 39.2]",,,,,,,,,,,,,1.175083,,,,,,,,,,,,,,1f626041-cb51-4651-9218-81efcd454ea9,2103,,"[40.2, 39.2]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Center Back,78,England Women's,865,"['3badc713-1624-47dd-abff-8b8252450c29', 'b47d93b0-3fc4-4e82-ada7-34445b134193']",32,,,,,,,,,,,,,,,,,England Women's,865,00:00:32.570,Carry,
,,,,,"[46.3, 17.2]",,,,,,,,,,,,,1.071244,,,,,,,,,,,,,,2fd041f4-a996-4488-a806-bc6e914794d5,2106,,"[46.3, 17.2]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,78,England Women's,865,"['0178e9e9-1158-49f6-92fc-c688a7aaa32f', 'd6a38f72-e9a5-4029-82a0-f3784883c013']",34,,,,,,,,,,,,,,,,,England Women's,865,00:00:34.704,Carry,
,,,,,"[48.1, 41.0]",,,,,,,,,,,,,2.211705,,,,,,,,,,,,,,1daff522-7032-4c13-95e4-c0614a2fd385,2109,,"[40.5, 38.7]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Center Back,78,England Women's,865,"['52f7e484-8429-4d54-ac59-c2b5a7eba196', '9597d034-15ad-428c-92bf-41cf4fa61dab']",37,,,,,,,,,,,,,,,,,England Women's,865,00:00:37.296,Carry,
,,,,,"[54.0, 64.2]",,,,,,,,,,,,,1.284053,,,,,,,,,,,,,,5e32d8a0-9a1c-4d5d-a041-0ecee25e05a7,2112,,"[51.2, 61.1]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Carter,19422.0,Right Center Back,78,England Women's,865,"['73a67415-9d14-480b-9b32-0edb9f2e00d6', 'fb76239a-c701-48ca-b45f-721c120598e6']",40,,,,,,,,,,,,,,,,,England Women's,865,00:00:40.462,Carry,
,,,,,"[72.5, 76.5]",,,,,,,,,,,,,2.310714,,,,,,,,,,,,,,9d314440-eec0-4eba-be14-44bc1b826a37,2115,,"[73.6, 76.3]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Wing Back,78,England Women's,865,"['346d2b99-f507-467d-9b0e-ac7ae4b86143', '7f9c7576-185d-49a4-969e-fd0b5c260a65', 'a36f6b20-67d1-4b84-963e-fdfd1778aea1']",43,,,,,,,,,,,,,,,,,England Women's,865,00:00:43.539,Carry,True
,,,,,"[63.3, 14.3]",,,,,,,,,,,,,0.12,,,,,,,,,,,,,,13d3567f-db06-44de-9ac7-d898bf18a859,2121,,"[61.2, 15.7]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jiahui Lou,25482.0,Right Center Forward,79,China PR Women's,1207,"['88d4ec32-5b77-49f7-8e9e-0242a592183c', 'c0038041-20f2-46cd-9cb1-4c4c61ce2234']",48,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:48.505,Carry,
,,,,,"[108.9, 9.0]",,,,,,,,,,,,,8.202585,,,,,,,,,,,,,,5334ded9-7f6c-478d-a8d6-5188d5826843,2124,,"[81.7, 13.6]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Linyan Zhang,402025.0,Left Midfield,79,China PR Women's,1207,"['51542fda-5cac-45d0-8600-5cda70362090', '63d9f813-54d6-40f4-beeb-03a13d4ab2e8', '96efb90f-9b4a-44d5-ac42-f18a603781ae']",50,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:50.488,Carry,True
,,,,,"[99.3, 4.8]",,,,,,,,,,,,,1.165619,,,,,,,,,,,,,,42b67a93-b8db-4898-9e2f-aaf2d1d1cc52,2129,,"[93.2, 3.1]",3893828,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Qiaozhu Chen,131583.0,Left Back,79,China PR Women's,1207,"['2c7a9b0d-ba62-46fc-a232-825bfbfab252', 'ca1f8246-9ad4-42fa-8e22-2a74b4e93cfa']",59,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:59.943,Carry,
,,,,,"[50.9, 28.4]",,,,,,,,,,,,,1.060948,,,,,,,,,,,,,,32626917-ac2a-42fa-9c04-5121e5700a7b,2136,,"[47.7, 29.6]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,80,England Women's,865,"['9b3588db-676d-49b7-a90e-b9f154cdcb77', 'b6548df1-354b-4c3f-94de-4b65a373c2bb']",31,,,,,,,,,,,,,,,,,England Women's,865,00:01:31.287,Carry,
,,,,,"[79.9, 6.5]",,,,,,,,,,,,,2.387075,,,,,,,,,,,,,,c42f992c-fc09-4cce-8a36-0fd73fb0b643,2139,,"[74.6, 5.5]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rachel Daly,5058.0,Left Wing Back,80,England Women's,865,"['5c0eaa8e-2263-4a51-bb6d-ed0dae5e6c7c', 'ee05e4c9-99d6-4d5f-bc87-7cc3ca72d76e']",34,,,,,,,,,,,,,,,,,England Women's,865,00:01:34.640,Carry,
,,,,,"[64.8, 19.5]",,,,,,,,,,,,,1.162947,,,,,,,,,,,,,,619ed9ba-232a-4dd0-b631-4d13d727cc95,2142,,"[63.8, 19.0]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,80,England Women's,865,"['383121cd-f4d2-480b-966a-181d95101ef5', '77089934-2637-49ea-86b0-c5b9aeacb2ed']",38,,,,,,,,,,,,,,,,,England Women's,865,00:01:38.799,Carry,
,,,,,"[64.7, 55.8]",,,,,,,,,,,,,1.972851,,,,,,,,,,,,,,8e6710e5-6b07-4dfb-8d1b-b7facfcc71e4,2145,,"[64.0, 56.4]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Carter,19422.0,Right Center Back,80,England Women's,865,"['0b7abbf9-6458-4b82-9188-15520d512991', '820e422a-d300-4559-b4a5-e08d3a913eaf']",42,,,,,,,,,,,,,,,,,England Women's,865,00:01:42.183,Carry,
,,,,,"[27.8, 29.5]",,,,,,,,,,,,,2.030001,,,,,,,,,,,,,,c99d8918-31a9-4433-9033-e2595d95d649,2150,,"[30.4, 28.5]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lina Yang,131579.0,Left Defensive Midfield,81,China PR Women's,1207,"['16dc5be0-a458-4a7d-835d-089460f95fa4', 'c15053f6-553b-404e-a4d3-1512ac251454', 'e2f3e669-cf51-4e3e-acdd-93b25bf57275']",46,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:46.685,Carry,True
,,,,,"[32.3, 41.9]",,,,,,,,,,,,,0.12,,,,,,,,,,,,,,f687f5eb-4da1-478e-99f8-e3c765233d42,2156,,"[32.5, 38.1]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lingwei Yao,402024.0,Right Defensive Midfield,81,China PR Women's,1207,"['7834f017-8ce5-4358-bf32-c43d36039780', 'd7dadf72-31f3-4cfa-b392-35184b41600a', 'e5fc9b6a-7f54-41f5-a424-1fe6f5844783', 'ed4cd70f-52db-40ac-b0b9-38010de6f703']",49,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:49.822,Carry,True
,,,,,"[34.8, 8.5]",,,,,,,,,,,,,0.556217,,,,,,,,,,,,,,d5f303d5-5f85-44f9-bbfe-e7bbd5da6260,2160,,"[34.8, 8.5]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Qiaozhu Chen,131583.0,Left Back,81,China PR Women's,1207,"['03fc4d30-ffbd-4c7a-88d9-27577d47c8b1', '1555e20d-1827-4689-9112-4e6140efd63f', '5d4e6e01-cc9e-482b-83de-6c05c86f70a8']",51,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:51.765,Carry,True
,,,,,"[39.5, 16.2]",,,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,d533af11-78d7-4110-9988-0a1ac9b66b06,2163,,"[39.5, 16.2]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Center Forward,81,China PR Women's,1207,"['2b887a4b-b7bf-4286-8bfb-3cb90ccf5d0a', '85acc3d3-ccae-49c7-a055-259af576eda2']",53,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:53.058,Carry,
,,,,,"[68.7, 74.6]",,,,,,,,,,,,,1.151773,,,,,,,,,,,,,,777baf84-2d45-45e8-9a9c-4bb56d444a28,2168,,"[71.0, 72.6]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Carter,19422.0,Right Center Back,82,England Women's,865,"['6e1135a6-4ee3-4e04-b1fa-e92a0082c5fa', 'b4f33948-636d-45f3-a57f-c2ea45256b0e']",55,,,,,,,,,,,,,,,,,England Women's,865,00:01:55.177,Carry,
,,,,,"[50.7, 58.5]",,,,,,,,,,,,,1.265906,,,,,,,,,,,,,,829bd46d-f7ad-406d-aa07-b725ab07df4c,2171,,"[50.7, 58.5]",3893828,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Bright,4642.0,Center Back,82,England Women's,865,"['1d9273d5-7fe4-431b-abe5-fbbef8812397', '2a145a3d-9110-4af5-bfa6-07a905be6f73']",57,,,,,,,,,,,,,,,,,England Women's,865,00:01:57.841,Carry,
,,,,,"[62.2, 49.4]",,,,,,,,,,,,,4.207879,,,,,,,,,,,,,,5f303496-bfd7-406b-9e8f-e4934522af72,2174,,"[61.4, 51.8]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Defensive Midfield,82,England Women's,865,"['9115c56d-9e67-4240-a252-aefd0c066781', 'b6c336ac-32df-489f-adc6-155cbbe399f7']",0,,,,,,,,,,,,,,,,,England Women's,865,00:02:00.178,Carry,
,,,,,"[55.2, 35.7]",,,,,,,,,,,,,1.406513,,,,,,,,,,,,,,62cfe4e0-646b-4e15-b25f-17142566044e,2177,,"[51.2, 36.4]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,82,England Women's,865,"['a18c3081-0a60-4ecd-892c-b24ca2c7902c', 'b1373e36-c9ed-4b45-ae66-ea811c3a00c6']",5,,,,,,,,,,,,,,,,,England Women's,865,00:02:05.712,Carry,
,,,,,"[90.0, 71.2]",,,,,,,,,,,,,0.172499,,,,,,,,,,,,,,d6fec651-4391-40c0-805c-14f800d44b1b,2180,,"[89.7, 73.7]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Wing Back,82,England Women's,865,"['00742106-63e4-433f-b7a7-e5c62ed9a686', '434f310a-9a47-44a7-99b9-d328867e6e01']",9,,,,,,,,,,,,,,,,,England Women's,865,00:02:09.531,Carry,
,,,,,"[89.9, 61.6]",,,,,,,,,,,,,1.347339,,,,,,,,,,,,,,40bb8d61-e5fe-4a3d-a78e-21e2abbbdcb9,2183,,"[89.9, 61.6]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laura Coombs,19416.0,Right Defensive Midfield,82,England Women's,865,"['202168bd-0ea3-4ff4-b207-f2bab60190e7', 'bb780527-1955-495b-86ce-cc8310065755']",10,,,,,,,,,,,,,,,,,England Women's,865,00:02:10.087,Carry,
,,,,,"[21.7, 23.2]",,,,,,,,,,,,,1.184545,,,,,,,,,,,,,,ee6c6398-cfe5-413e-a7f6-87c5027502c9,2187,,"[21.9, 19.9]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yao Wei,25484.0,Left Center Back,83,China PR Women's,1207,"['06285e1c-0ef6-41e5-a338-cbd598382dc9', '51dcbc9b-fcc5-4901-8b92-f66c3fd12040']",12,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:12.100,Carry,
,,,,,"[37.6, 38.4]",,,,,,,,,,,,,4.040338,,,,,,,,,,,,,,2d674c68-95d9-4a30-96bd-83226d7d6ef9,2190,,"[32.9, 27.2]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Center Forward,83,China PR Women's,1207,"['5e222bcf-882c-4cae-a616-cf9c1be10d02', '84d4cfa3-ee8e-4cc0-b87f-f6de5168b7c7', '9da6090e-5d01-449c-a29c-18da9fa7aa90']",13,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:13.994,Carry,True
,,,,,"[35.8, 65.3]",,,,,,,,,,,,,1.367395,,,,,,,,,,,,,,0b519fc7-55df-43aa-bcd4-042cb411fbb2,2194,,"[29.5, 62.4]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mengwen Li,131575.0,Right Back,83,China PR Women's,1207,"['0ec8e9e3-480e-4fab-8a3e-fd6329d64447', '7b7a11de-3b89-4557-a69b-73833a774c69']",20,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:20.153,Carry,
,,,,,"[49.7, 64.1]",,,,,,,,,,,,,0.89193803,,,,,,,,,,,,,,7fd4178c-a00d-4b73-af15-0a6aff72ee76,2197,,"[49.5, 61.8]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jiahui Lou,25482.0,Right Center Forward,83,China PR Women's,1207,"['7227d866-5118-40f4-9d8b-6c2045b1d45c', 'f7e411fd-4a45-41e8-b0d4-e942c7e7633a']",22,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:22.469,Carry,
,,,,,"[63.1, 72.0]",,,,,,,,,,,,,1.816145,,,,,,,,,,,,,,e252c293-0ace-42be-8459-08abdd4490ca,2200,,"[57.3, 77.9]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chengshu Wu,402019.0,Right Midfield,83,China PR Women's,1207,"['042e146a-9659-4cae-9d93-e107eab426e5', '18afebfd-e83b-479c-b131-3c70691c5eb7', 'f3270960-6fed-4447-9446-93f662640a7b']",24,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:24.480,Carry,True
,,,,,"[55.6, 62.9]",,,,,,,,,,,,,2.171343,,,,,,,,,,,,,,fc3be9f2-bc05-4114-9fc4-e1ed37dc169d,2204,,"[56.8, 62.9]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jiahui Lou,25482.0,Right Center Forward,83,China PR Women's,1207,"['130be024-5999-465a-b719-5789dc2fd05e', '2827fb36-faf0-4f81-9ba8-4635d65d2f02', '75a89ccb-b50c-4783-99a6-753bf998f0af']",26,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:26.873,Carry,True
,,,,,"[57.3, 75.5]",,,,,,,,,,,,,0.113273,,,,,,,,,,,,,,1324763e-edfc-4417-bbeb-6d9427828006,2208,,"[55.8, 76.2]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mengwen Li,131575.0,Right Back,83,China PR Women's,1207,"['34d08125-9971-43d6-bf87-b0827ad24a67', 'd57a1a03-b587-43f4-8be4-41d2c7a2c7b1']",29,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:29.909,Carry,
,,,,,"[69.6, 61.3]",,,,,,,,,,,,,1.393647,,,,,,,,,,,,,,60e1b026-a0d6-492d-b4c0-436f2ee39c01,2211,,"[71.0, 58.0]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chengshu Wu,402019.0,Right Midfield,83,China PR Women's,1207,"['4e8bcfe4-9a51-4ef5-9ddf-f552a7170724', '89743dc3-1eea-43e5-8a2d-b2a5a2a54843', 'c3b33299-c8e6-4df7-b9b1-b1c48845d624']",31,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:31.384,Carry,True
,,,,,"[69.4, 54.0]",,,,,,,,,,,,,2.742297,,,,,,,,,,,,,,b39fd06e-13f9-4ef7-bb6c-552e4b9af100,2216,,"[70.5, 63.1]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mengwen Li,131575.0,Right Back,83,China PR Women's,1207,"['17529eac-b7d6-4c84-b32b-bf98bd7439db', 'a66661af-0230-499c-83a2-74f9916fd565', 'aaa061ff-7f78-4e15-ade4-84af29662013']",34,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:34.220,Carry,True
,,,,,"[67.0, 43.1]",,,,,,,,,,,,,1.275331,,,,,,,,,,,,,,452f61aa-4ec5-4a76-9ce5-116b07845258,2220,,"[67.3, 44.4]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Center Forward,83,China PR Women's,1207,"['4fb281f9-89a2-4f98-b557-c10d8a9e8647', 'a4a5f2d8-d833-4d62-b62f-b81801a986fc', 'af5b331f-950e-4766-a5ca-eccbfbcd54f5']",37,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:37.532,Carry,True
,,,,,"[68.7, 50.6]",,,,,,,,,,,,,5.455347,,,,,,,,,,,,,,8dad081f-f2bc-4d51-bac4-52dd6953102b,2224,,"[53.1, 37.0]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Center Forward,83,China PR Women's,1207,"['1989319a-128e-4e47-b746-bc03815b01f4', '63a35b11-15d8-468d-b7eb-7d0af66d2337']",38,,,,,,,,,,,,,,,,,England Women's,865,00:02:38.807,Carry,
,,,,,"[104.2, 75.8]",,,,,,,,,,,,,4.848573,,,,,,,,,,,,,,9b610ca1-a8a9-472a-b254-4c761e587726,2227,,"[99.1, 70.7]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alessia Russo,47521.0,Right Center Forward,83,China PR Women's,1207,"['067bf357-7164-46c7-a8aa-a450b6c2ef47', 'b81d03da-dc8c-47b9-8dbd-d9fd22c0b8df', 'c08b5c20-f7c4-4ad5-8279-3a2045f94ed8']",47,,,,,,,,,,,,,,,,,England Women's,865,00:02:47.261,Carry,True
,,,,,"[24.0, 9.6]",,,,,,,,,,,,,2.914294,,,,,,,,,,,,,,822b4b8b-5efe-4d26-9552-95ddffd334b7,2231,,"[15.9, 4.3]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Qiaozhu Chen,131583.0,Left Back,83,China PR Women's,1207,"['073bdbdf-03bf-4f68-8cb1-fef7eeb934a1', 'f981a9bc-1631-4947-adc8-ba5af0473914', 'fedb2aef-daf2-46e4-9285-4d9b7d98bfba']",52,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:52.110,Carry,True
,,,,,"[25.5, 9.9]",,,,,,,,,,,,,0.074603,,,,,,,,,,,,,,e77ca7a5-3081-4600-86c4-941261123c89,2235,,"[24.0, 9.6]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Qiaozhu Chen,131583.0,Left Back,83,China PR Women's,1207,"['4a0ae6d5-8749-4278-9934-b1dfe70c0207', '8060d5ce-62b0-4cef-99ad-c3fd28030e94', 'f981a9bc-1631-4947-adc8-ba5af0473914', 'fedb2aef-daf2-46e4-9285-4d9b7d98bfba']",55,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:55.024,Carry,True
,,,,,"[31.1, 12.5]",,,,,,,,,,,,,0.410822,,,,,,,,,,,,,,94f5ea9b-8cb1-4c98-aaab-eeba47308196,2238,,"[31.1, 12.5]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Linyan Zhang,402025.0,Left Midfield,83,China PR Women's,1207,"['52b16728-0509-4813-b52b-faf923899538', 'b2911cf7-1185-4c12-8683-378cd15ac2be']",55,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:55.684,Carry,
,,,,,"[37.6, 24.6]",,,,,,,,,,,,,1.306143,,,,,,,,,,,,,,b03e46a3-8fe7-4ee0-abbc-897c2fff1312,2241,,"[29.5, 22.5]",3893828,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Center Forward,83,China PR Women's,1207,"['31fc186e-5ab2-4d24-9208-95f3420edc26', 'cafb79ee-bc53-496d-a35f-8721ea185d3a']",57,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:57.122,Carry,
