50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.279953,,,,,,,,,,,,,,af2357eb-2ba5-4c23-987c-699faf9e1d42,18,,"[32.1, 67.8]",3893828,0,,,,,-1.7100756,,Right Foot,,"[27.6, 35.7]",,Ground Pass,,32.413887,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Jessica Carter,19422.0,Right Center Back,2,England Women's,865,['31242667-6d7b-49a3-a634-5f922d9afffa'],10,,,,,,,,,,,,,,,,,England Women's,865,00:00:10.488,Pass,
,,,,,,,,,,,,,,,,,,1.225219,,,,,,,,,,,,,,b76301e7-b74c-45a4-8d29-5117c0bbf62a,21,,"[29.6, 31.8]",3893828,0,,,,,-1.2360595,,Right Foot,,"[36.8, 11.1]",,Ground Pass,,21.916431,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Center Back,2,England Women's,865,['4825d731-0982-4d23-9774-e16e46670931'],14,,,,,,,,,,,,,,,,,England Women's,865,00:00:14.037,Pass,
,,,,,,,,,,,,,,,,,,2.505728,,,,,,,,,,,,,,cef5ae5b-5761-465e-bbc4-6be4491fc0b3,24,,"[38.1, 11.3]",3893828,0,,,,,0.13845275,,Left Foot,,"[86.9, 18.1]",,High Pass,,49.271492,,Incomplete,Lauren Hemp,15555.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,England Women's,865,"['003939b4-54e1-4731-873c-8e41108b78d8', '5dc352e7-a21f-4ed4-a67b-38b05b7861fc']",16,,,,,,,,,,,,,,,,,England Women's,865,00:00:16.785,Pass,
,,,,,,,,,,,,,,,,,,2.183108,,,,,,,,,,,,,,5dc352e7-a21f-4ed4-a67b-38b05b7861fc,26,,"[33.2, 62.0]",3893828,0,,,,,0.12750956,,Head,,"[52.7, 64.5]",,Low Pass,,19.659603,,,Chengshu Wu,402019.0,,,,,,Recovery,1,From Kick Off,Shanshan Wang,25485.0,Right Center Back,2,England Women's,865,"['7fc9276a-f7e8-4b8b-87cf-b9906d72270d', 'cef5ae5b-5761-465e-bbc4-6be4491fc0b3']",19,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:19.291,Pass,
,,,,,,,,,,,,,,,,,,0.141396,,,,,,,,,,,,,,add23e22-9df4-468b-bbb7-208d5c1d214c,31,,"[49.3, 62.2]",3893828,0,,,,,-1.3521274,,Left Foot,,"[50.3, 57.7]",,Low Pass,,4.609772,,Incomplete,Shuang Wang,24461.0,,,,,,,1,From Kick Off,Chengshu Wu,402019.0,Right Midfield,2,England Women's,865,"['7ee47daf-7b17-4e1f-b1bd-502260cb0dff', 'ad41f6c1-41b3-44dc-993f-27fa8927d8c1', 'd5cd21df-d4e5-4623-a243-c78d15861336']",22,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:22.746,Pass,True
,,,,,,,,,,,,,,,,,,0.970814,,,,,,,,,,,,,,09d32fd8-0ff0-4972-afec-22dfcd394f11,35,,"[69.6, 24.3]",3893828,0,,,,,-1.7014349,,Right Foot,,"[67.8, 10.6]",,Ground Pass,,13.817742,,,Rachel Daly,5058.0,,,,,,Recovery,1,From Kick Off,Georgia Stanway,4643.0,Right Defensive Midfield,2,England Women's,865,"['306716f4-55b0-47b7-88a8-500af13ec5e6', '64d0c1bc-8e10-4851-8366-d603354f3c0c']",24,,,,,,,,,,,,,,,,,England Women's,865,00:00:24.664,Pass,True
,,,,,,,,,,,,,,,,,,1.256064,,,,,,,,,,,,,,f671639c-99c3-4566-bac8-053542e78bf2,39,,"[63.6, 7.7]",3893828,0,,,,,2.9486217,,Right Foot,,"[46.2, 11.1]",,Ground Pass,,17.729073,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Rachel Daly,5058.0,Left Wing Back,2,England Women's,865,"['508ca481-a2cc-4c3e-8a37-7dde8e924a98', 'd5ddef65-03a7-489e-aefa-a20ea019fa5e']",27,,,,,,,,,,,,,,,,,England Women's,865,00:00:27.839,Pass,True
,,,,,,,,,,,,,,,,,,1.552811,,,,,,,,,,,,,,9ce0ab47-57ff-476c-b588-d180f80c5d56,42,,"[41.3, 12.1]",3893828,0,,,,,1.6620455,,Left Foot,,"[38.5, 42.7]",,Ground Pass,,30.727837,,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,England Women's,865,['76d7367c-dda9-42a1-aaad-1cfb171e9114'],30,,,,,,,,,,,,,,,,,England Women's,865,00:00:30.137,Pass,
,,,,,,,,,,,,,,,,,,1.550687,,,,,,,,,,,,,,4480ad77-d555-4f88-9ffe-950156d3e0e8,45,,"[38.5, 43.6]",3893828,0,,,,,1.2397002,,Right Foot,,"[46.2, 66.0]",,Ground Pass,,23.686495,,,Jessica Carter,19422.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Center Back,2,England Women's,865,['a6a3e25c-004c-4dc0-a58a-f54059b57942'],32,,,,,,,,,,,,,,,,,England Women's,865,00:00:32.786,Pass,
,,,,,,,,,,,,,,,,,,1.576587,,,,,,,,,,,,,,e3e33651-033d-402f-8605-843b41be7bab,48,,"[49.9, 66.0]",3893828,0,,,,,0.45837063,,Left Foot,,"[65.1, 73.5]",,Ground Pass,,16.94963,,,Lucy Bronze,10178.0,,,,,,,1,From Kick Off,Jessica Carter,19422.0,Right Center Back,2,England Women's,865,['ea1a2fd4-0c24-4c33-9d8d-5fb1852842da'],35,,,,,,,,,,,,,,,,,England Women's,865,00:00:35.351,Pass,
,,,,,,,,,,,,,,,,,,1.033313,,,,,,,,,,,,,,bb85bf06-c8de-44fb-8329-41cc1c9c33b6,51,,"[66.1, 73.3]",3893828,0,,,,,-0.39211875,,Right Foot,,"[79.4, 67.8]",,Low Pass,,14.392359,,,Alessia Russo,47521.0,,,,,,,1,From Kick Off,Lucy Bronze,10178.0,Right Wing Back,2,England Women's,865,['96d8fd89-34ec-47d8-8e90-62ab25322542'],37,,,,,,,,,,,,,,,,,England Women's,865,00:00:37.080,Pass,
,,,,,,,,,,,,,,,,,,1.506302,,,,,,,,,,,,,,35f0e6e5-079a-4d78-8ced-9aa45483fb53,62,,"[41.1, 0.1]",3893828,0,,,,,0.2128086,,,,"[61.0, 4.4]",,High Pass,,20.359274,,,Shuang Wang,24461.0,,,,,,Throw-in,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,3,China PR Women's,1207,['7ac4080b-26da-4e70-bdfc-4d896737953c'],50,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:50.584,Pass,
,,,,,,,,,,,,,,,,,,0.424034,,,,,,,,,,,,,,a61ecd39-f7b2-4f1d-8499-d04df03fae9e,69,,"[65.5, 76.1]",3893828,0,,,,,-0.43833655,,Right Foot,,"[75.1, 71.6]",,Ground Pass,,10.602358,,Incomplete,Alessia Russo,47521.0,,,,,,,1,From Throw In,Jessica Carter,19422.0,Right Center Back,3,China PR Women's,1207,"['5bea6247-667b-4524-97c0-de6f15a8a466', '6b188df4-a6ba-4d21-9aad-cb4995c702fe']",53,,,,,,,,,,,,,,,,,England Women's,865,00:00:53.814,Pass,
,,,,,,,,,,,,,,,,,,0.8249,,,,,,,,,,,,,,c6e851e1-0d26-4d30-96ef-d5b997117f48,75,,"[52.3, 5.9]",3893828,0,,,,,3.0712862,,Right Foot,,"[45.2, 6.4]",,Ground Pass,,7.1175838,,,Qiaozhu Chen,131583.0,,,,,,,1,From Throw In,Linyan Zhang,402025.0,Left Midfield,3,China PR Women's,1207,"['15162601-542a-41f1-923a-f39d5ab0b295', '23a01558-c59d-49f4-bf35-9b8c0ffa751f']",55,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:55.313,Pass,True
,,,,,,,,,,,,,,,,,,0.0587,,,,,,,,,,,,,,de3649e2-514a-460b-8936-1b024d414638,79,,"[52.5, 6.6]",3893828,0,,,,,-0.61466295,,Right Foot,,"[55.9, 4.2]",,Low Pass,,4.1617303,,Incomplete,Jiahui Lou,25482.0,,,,,,,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,3,China PR Women's,1207,"['0c737824-39a7-4968-bc9a-b8ac6dd16c9a', '662610f2-e4ab-4590-b3f3-6095d6ca706b']",56,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:56.206,Pass,
,,,,,,,,,,,,,,,,,,1.142553,,,,,,,,,,,,,,d12263e0-e2e9-49c3-8eaf-ffaa817e51f1,82,,"[53.7, 0.1]",3893828,1,,,,,0.93283534,,,,"[62.3, 11.7]",,Low Pass,,14.440222,,,Linyan Zhang,402025.0,,,,,,Throw-in,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,4,China PR Women's,1207,['cad9e492-2bc9-45b7-9cc5-217ce1d10450'],8,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:08.690,Pass,
,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,6012bde7-2dab-4ecb-b418-63ad42fdfd93,84,,"[64.4, 11.7]",3893828,1,,,,,-2.4353936,,Right Foot,,"[50.8, 0.1]",,Ground Pass,,17.875122,,Out,Qiaozhu Chen,131583.0,,,,,,,1,From Throw In,Linyan Zhang,402025.0,Left Midfield,4,China PR Women's,1207,['8cd38074-068f-4cd2-8230-ec64b083fa19'],9,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:09.832,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,7b9924f0-1a6b-4328-9c42-58e051ab02f5,86,,"[69.3, 80.0]",3893828,1,,True,,,-1.2549981,,,,"[72.6, 69.9]",,Low Pass,,10.625442,,,Jessica Carter,19422.0,,,,,,Throw-in,1,From Throw In,Lucy Bronze,10178.0,Right Wing Back,5,England Women's,865,['21f92a97-1786-43ba-9097-9604c72da4f7'],23,,,,,,,,,,,,,,,,,England Women's,865,00:01:23.517,Pass,
,,,,,,,,,,,,,,,,,,1.409192,,,,,,,,,,,,,,ed11b048-e085-4211-a725-31a38a327416,88,,"[50.9, 67.1]",3893828,1,,True,,,-2.063562,,Right Foot,,"[40.0, 46.8]",,Ground Pass,,23.041267,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Jessica Carter,19422.0,Right Center Back,5,England Women's,865,['a3dd53e1-a768-44ef-b0e3-9fb805fe9f3e'],24,,,,,,,,,,,,,,,,,England Women's,865,00:01:24.765,Pass,
,,,,,,,,,,,,,,,,,,2.975045,,,,,,,,,,,,,,3abed5de-a3e4-4b7e-a104-7ba671f29c8f,90,,"[43.0, 41.5]",3893828,1,,,,,0.52856004,,Left Foot,,"[94.2, 71.4]",,High Pass,,59.29123,,,Lucy Bronze,10178.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Center Back,5,England Women's,865,['8c2a22c3-9f40-47d2-b0ea-c07a6f93b7a3'],28,,,,,,,,,,,,,,,,,England Women's,865,00:01:28.233,Pass,
,,,,,,,,,,,,,,,,,,1.633483,,,,,,,,,,,,,,47f537b7-ab80-42c5-8aa4-af4f6aebeb11,94,,"[23.2, 9.1]",3893828,1,,,,,-0.19379845,,Left Foot,,"[33.9, 7.0]",,Ground Pass,,10.904128,,,Linyan Zhang,402025.0,,,,,,Recovery,1,Regular Play,Qiaozhu Chen,131583.0,Left Back,6,China PR Women's,1207,['1437a3f8-dcd7-47c5-9b80-e4d218f1ea47'],31,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:31.742,Pass,
,,,,,,,,,,,,,,,,,,0.035261,,,,,,,,,,,,,,1929b939-d06e-4494-bb7c-cd0913dd0a89,98,,"[31.5, 5.1]",3893828,1,,,,,-0.5247958,,Left Foot,,"[33.4, 4.0]",,Ground Pass,,2.1954498,,Incomplete,Jiahui Lou,25482.0,,,,,,,1,Regular Play,Linyan Zhang,402025.0,Left Midfield,6,China PR Women's,1207,"['e46fa410-ae85-4382-b95a-1c4c1b384263', 'e4b593f2-735a-4acf-8a1e-5d38c97d1202']",33,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:33.887,Pass,
,,,,,,,,,,,,,,,,,,0.924393,,,,,,,,,,,,,,681bda10-5cf8-4992-a544-62531a7bf6bf,101,,"[38.3, 0.1]",3893828,1,,,,,0.8697049,,,,"[44.8, 7.8]",,Low Pass,,10.076706,,,Linyan Zhang,402025.0,,,,,,Throw-in,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,7,China PR Women's,1207,['8f7318ec-0953-467e-ab63-b2848032c408'],46,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:46.567,Pass,
,,,,,,,,,,,,,,,,,,0.884194,,,,,,,,,,,,,,e8771813-6944-4e94-afb2-90ce08faa0e9,104,,"[43.5, 8.5]",3893828,1,,,,,-2.3725865,,Right Foot,,"[37.3, 2.5]",,Ground Pass,,8.627862,,,Qiaozhu Chen,131583.0,,,,,,,1,From Throw In,Linyan Zhang,402025.0,Left Midfield,7,China PR Women's,1207,['cfa9e88b-5d2d-42f0-9928-fcee40bef32e'],48,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:48.268,Pass,
,,,,,,,,,,,,,,,,,,1.156984,,,,,,,,,,,,,,831de98b-e17b-436a-8be4-e087674e1ddf,107,,"[36.4, 3.6]",3893828,1,,,,,0.017935297,,Right Foot,,"[58.7, 4.0]",,High Pass,,22.303587,,Incomplete,Shuang Wang,24461.0,,,,,,,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,7,China PR Women's,1207,"['49d4711a-4f11-4817-8576-468acc833a72', '787dcd19-2a09-4869-9a15-de2edaab6b98']",49,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:49.153,Pass,
,,,,,,,,,,,,,,,,,,0.799449,,,,,,,,,,,,,,22ef1bf2-3a9f-4c5f-855f-a03181b9fade,111,,"[42.0, 0.1]",3893828,2,,,,,1.8834286,,,,"[38.8, 10.0]",,Low Pass,,10.404326,,,Lina Yang,131579.0,,,,,,Throw-in,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,8,China PR Women's,1207,['b3c0caa3-92a8-4161-9b5f-60abc5342b63'],10,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:10.642,Pass,
,,,,,,,,,,,,,,,,,,0.894232,,,,,,,,,,,,,,b194c37d-dff5-40e6-9712-8795a29edb9a,113,,"[38.6, 12.6]",3893828,2,,,,,-1.7041466,,Right Foot,,"[37.5, 4.4]",,Ground Pass,,8.273452,,,Qiaozhu Chen,131583.0,,,,,,,1,From Throw In,Lina Yang,131579.0,Left Defensive Midfield,8,China PR Women's,1207,['8f1ff595-334e-4980-835d-ee0b8cb4ca7d'],11,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:11.442,Pass,
,,,,,,,,,,,,,,,,,,2.21194,,,,,,,,,,,,,,764c223a-e183-4203-b80f-9129d1562928,116,,"[40.9, 0.1]",3893828,2,,,,,0.5984189,,Left Foot,,"[58.5, 12.1]",,High Pass,,21.301643,,Incomplete,Jiahui Lou,25482.0,,,,,,,1,From Throw In,Qiaozhu Chen,131583.0,Left Back,8,China PR Women's,1207,"['2b48040d-4f8b-43fa-b47f-3d2f24624864', '7a079f06-9b68-49eb-b8f1-336c4cc4dde9']",12,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:12.336,Pass,
,,,,,,,,,,,,,,,,,,1.186111,,,,,,,,,,,,,,2b48040d-4f8b-43fa-b47f-3d2f24624864,118,,"[61.6, 68.0]",3893828,2,,,,,0.117636174,,Head,,"[72.6, 69.3]",,High Pass,,11.076551,,Incomplete,,,,,,,,Recovery,1,From Throw In,Katie Zelem,31540.0,Left Defensive Midfield,8,China PR Women's,1207,"['764c223a-e183-4203-b80f-9129d1562928', 'b0315334-6e90-44ed-b875-447b2dd94a01']",14,,,,,,,,,,,,,,,,,England Women's,865,00:02:14.548,Pass,
,,,,,,,,,,,,,,,,,,1.089551,,,,,,,,,,,,,,64e8006e-0445-42b4-92e8-95e90ed775d2,122,,"[45.8, 8.9]",3893828,2,,,,,2.0946348,,Left Foot,,"[33.9, 29.5]",,Ground Pass,,23.790125,,,Shanshan Wang,25485.0,,,,,,,1,From Throw In,Lina Yang,131579.0,Left Defensive Midfield,8,China PR Women's,1207,['bc34c6b6-84a1-4779-b128-18ac8c3f5be3'],17,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:17.554,Pass,
,,,,,,,,,,,,,,,,,,1.789983,,,,,,,,,,,,,,d2148923-dd12-43ae-8e94-8b889b9d18b9,124,,"[33.4, 30.9]",3893828,2,,,,,-0.5841785,,Right Foot,,"[57.6, 14.9]",,High Pass,,29.011032,,,Linyan Zhang,402025.0,,,,,,,1,From Throw In,Shanshan Wang,25485.0,Right Center Back,8,China PR Women's,1207,['249094e5-2243-43fe-97d1-7b230471dcbf'],18,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:18.643,Pass,
,,,,,,,,,,,,,,,,,,2.004588,,,,,,,,,,,,,,4610247d-98f9-4bd9-9a3f-be16fa6f57ac,128,,"[56.1, 80.0]",3893828,2,,True,,,-2.0197392,,,,"[49.5, 66.3]",,Low Pass,,15.206906,,,Millie Bright,4642.0,,,,,,Throw-in,1,From Throw In,Jessica Carter,19422.0,Right Center Back,9,England Women's,865,['51ae06a3-620c-4145-9ef6-76a4d9119bd0'],26,,,,,,,,,,,,,,,,,England Women's,865,00:02:26.551,Pass,
,,,,,,,,,,,,,,,,,,1.687912,,,,,,,,,,,,,,fcb5eba0-6a10-4598-af31-58beebc79b67,130,,"[31.1, 57.5]",3893828,2,,,,,-1.2842071,,Right Foot,,"[40.0, 27.3]",,Ground Pass,,31.484123,,,Alex Greenwood,10252.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Center Back,9,England Women's,865,['ec8d3294-f4c2-47dd-b0ee-5b0a5b9b6fba'],29,,,,,,,,,,,,,,,,,England Women's,865,00:02:29.946,Pass,
