50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,1b6b6b93-be58-4c27-952a-a242fdb32992,17,,,"[75.5, 11.7]",3893813,0,,,,,2.3521783,,Left Foot,,,,"[63.1, 24.2]",Ground Pass,,17.607101,,,,,Lingwei Yao,402024.0,,,,,,,1,Regular Play,Lina Yang,131579.0,,Left Defensive Midfield,4,China PR Women's,1207,['be3aef7c-0391-4fe2-8cbe-d46ec0e5cd6d'],26,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:26.728,Pass,
,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,894e6ac5-af96-474d-aa58-6045943e78ff,20,,,"[56.7, 31.1]",3893813,0,,,,,2.2531128,,Right Foot,,,,"[46.3, 43.9]",Ground Pass,,16.492422,,,,,Shanshan Wang,25485.0,,,,,,,1,Regular Play,Lingwei Yao,402024.0,,Right Defensive Midfield,4,China PR Women's,1207,['fdb1528d-ae48-456d-84da-11cb3c2c995c'],29,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:29.986,Pass,
,,,,,,,,,,,,,,,,1.68159,,,,,,,,,,,,,f7dda3ee-4c60-45aa-8fbe-7ae232e1c21b,23,,,"[44.9, 40.2]",3893813,0,,,,,-1.5460336,,Right Foot,,,,"[45.7, 7.9]",Ground Pass,,32.309906,,,,,Yao Wei,25484.0,,,,,,,1,Regular Play,Shanshan Wang,25485.0,,Right Center Back,4,China PR Women's,1207,['c5c95d10-8184-4eae-bdfb-28d7dacafe4a'],33,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:33.866,Pass,
,,,,,,,,,,,,,,,,1.161301,,,,,,,,,,,,,e954bd4c-a33e-40b4-800b-c6339ab2cb12,26,,,"[52.3, 9.6]",3893813,0,,,,,-0.30007374,,Right Foot,,,,"[74.6, 2.7]",Ground Pass,,23.343094,,,,,Qiaozhu Chen,131583.0,,,,,,,1,Regular Play,Yao Wei,25484.0,,Left Center Back,4,China PR Women's,1207,['d27454a2-69b7-4bc3-94ec-904eb7840062'],38,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:38.290,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,5d632ae6-7f1f-4353-b436-f93c0849fa42,34,,,"[61.7, 5.4]",3893813,0,,,,,2.144367,,Right Foot,,,,"[47.1, 28.0]",Ground Pass,,26.905762,,,,,Lingwei Yao,402024.0,,,,,,,1,Regular Play,Qiaozhu Chen,131583.0,,Left Back,4,China PR Women's,1207,['fc496ef2-5a84-47fb-902e-d7cbe48feec0'],46,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:46.247,Pass,
,,,,,,,,,,,,,,,,0.702382,,,,,,,,,,,,,17354ad5-15d8-443f-950b-ae2a786c0eeb,38,,,"[50.9, 25.0]",3893813,0,,,,,0.0,,Left Foot,,,,"[59.1, 25.0]",Ground Pass,,8.2,,,,,Lina Yang,131579.0,,,,,,,1,Regular Play,Lingwei Yao,402024.0,,Right Defensive Midfield,4,China PR Women's,1207,['fd99f8c0-0e70-42b5-b47a-7e4ea760a340'],48,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:48.766,Pass,
,,,,,,,,,,,,,,,,2.149419,,,,,,,,,,,,,a3bbc1e4-f732-4ad2-958a-388988981989,41,,,"[59.1, 25.0]",3893813,0,,,,,1.7244575,,Right Foot,,,,"[54.5, 54.7]",Ground Pass,,30.054117,,,,,Mengwen Li,131575.0,,,,,,,1,Regular Play,Lina Yang,131579.0,,Left Defensive Midfield,4,China PR Women's,1207,['5b2a59ad-4308-42c7-a437-744cdf18fed1'],49,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:49.553,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,42101ac3-2b5f-4541-af3d-2a892742a024,44,,,"[72.3, 55.8]",3893813,0,,,,,0.70942914,,Left Foot,,,,"[92.8, 73.4]",Ground Pass,,27.018698,,,,,Chengshu Wu,402019.0,,,,,,,1,Regular Play,Mengwen Li,131575.0,,Right Back,4,China PR Women's,1207,['d139acc8-cdef-4625-b33c-56172491812c'],54,,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:54.130,Pass,
,,,,,,,,,,,,,,,,0.951057,,,,,,,,,,,,,f7e2a8b7-516f-4f34-8daf-c3ee07d66a58,50,,,"[94.4, 56.3]",3893813,1,,,,,0.8986835,,Left Foot,,,,"[109.2, 74.9]",Low Pass,,23.769728,,,,,Rui Zhang,25490.0,,,,,,Recovery,1,Regular Play,Lingwei Yao,402024.0,,Right Defensive Midfield,4,China PR Women's,1207,['104e481d-9268-4f04-95ea-01dfd4e9bbc4'],0,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:00.674,Pass,
,,,,,,,,,,,,,,,,0.930875,,,,,,,,,,,,,16ee9aaa-45c2-4a1d-b38a-1f017c703f2b,53,,,"[110.5, 67.8]",3893813,1,,,,,-1.4574232,,Right Foot,True,,,"[112.8, 47.6]",Low Pass,,20.330519,,,Incomplete,,Jiahui Lou,25482.0,,,,,,,1,Regular Play,Rui Zhang,25490.0,,Center Attacking Midfield,4,China PR Women's,1207,"['136dd25f-6191-48b7-9986-a375e8495e29', 'a7a04aa9-f757-43ad-a61d-fd8574a1c5a7']",3,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:03.316,Pass,
,,,,,,,,,,,,,,,,0.86486,,,,,,,,,,,,,a7a04aa9-f757-43ad-a61d-fd8574a1c5a7,55,,,"[7.3, 32.5]",3893813,1,,,,,-1.4812163,,Left Foot,,,,"[8.8, 15.8]",Ground Pass,,16.76723,,,,,Ruthny Mathurin,402003.0,,,,,,Recovery,1,Regular Play,Kethna Louis,46847.0,,Left Center Back,5,Haiti Women's,2355,"['16ee9aaa-45c2-4a1d-b38a-1f017c703f2b', '8fd303b4-0afe-41b0-aa45-7aa121aa43d1']",4,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:04.247,Pass,
,,,,,,,,,,,,,,,,1.387373,,,,,,,,,,,,,c15d3fe3-21eb-4b24-a10f-68fa13db9a20,61,,,"[7.0, 36.1]",3893813,1,,True,,,-1.4362754,,Right Foot,,,,"[8.8, 22.8]",Ground Pass,,13.421252,,,,,Kethna Louis,46847.0,,,,,,Goal Kick,1,From Goal Kick,Kerly Théus,402008.0,,Goalkeeper,6,Haiti Women's,2355,['a57c41c7-d378-4c41-af70-8a435911e764'],24,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:24.294,Pass,
,,,,,,,,,,,,,,,,2.194404,,,,,,,,,,,,,9af0601c-c549-44a8-a20d-9b8d6591e1c2,63,,,"[44.3, 12.8]",3893813,1,,,,,0.33641732,,Left Foot,,,,"[78.9, 24.9]",High Pass,,36.65474,,,Incomplete,,Roselord Borgella,53993.0,,,,,,,1,From Goal Kick,Kethna Louis,46847.0,,Left Center Back,6,Haiti Women's,2355,"['0a8c7289-0fd3-41c8-8574-f6b35ad2f441', 'bfb140c8-cc32-4565-887d-b6d762b0f6a6']",34,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:34.213,Pass,
,,,,,,,,,,,,,,,,2.108134,,,,,,,,,,,,,bfb140c8-cc32-4565-887d-b6d762b0f6a6,65,,,"[41.2, 55.2]",3893813,1,,,,,-0.76071185,,Other,,,,"[49.5, 47.3]",Low Pass,,11.458621,,,Incomplete,,Lingwei Yao,402024.0,,,,,,Recovery,1,From Goal Kick,Shanshan Wang,25485.0,,Right Center Back,6,Haiti Women's,2355,"['72b66369-fc4e-4db2-86ff-63a2f6db9f13', '9af0601c-c549-44a8-a20d-9b8d6591e1c2', 'b7fc60a5-3f9b-4c49-a4b4-7b945913f728']",36,,,,,,,,,,,,,,,,,China PR Women's,1207,00:01:36.407,Pass,
,,,,,,,,,,,,,,,,3.723669,,,,,,,,,,,,,72b66369-fc4e-4db2-86ff-63a2f6db9f13,67,,,"[70.6, 32.8]",3893813,1,,,,,1.8322752,,Right Foot,,,,"[63.0, 61.2]",Ground Pass,,29.39932,,,,,Betina Petit-Frère,402002.0,,,,,,Recovery,1,From Goal Kick,Dayana Pierre-Louis,402006.0,,Left Defensive Midfield,6,Haiti Women's,2355,"['45f4f6be-c5ba-4754-802f-85b71378fdf0', 'bfb140c8-cc32-4565-887d-b6d762b0f6a6']",38,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:38.516,Pass,
,,,,,,,,,,,,,,,,1.120488,,,,,,,,,,,,,7014cd4c-d2dc-4d1f-ab9f-a15a6c149af8,70,,,"[63.0, 65.3]",3893813,1,,,,,0.48487994,,Right Foot,,,,"[83.5, 76.1]",Ground Pass,,23.170887,,,,,Batcheba Louis,46830.0,,,,,,,1,From Goal Kick,Betina Petit-Frère,402002.0,,Right Back,6,Haiti Women's,2355,['728cf491-0204-4651-8b61-307e498a6df9'],42,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:42.493,Pass,
,,,,,,,,,,,,,,,,2.976897,,,,,,,,,,,,,1d5072de-63df-40f1-a175-0141a5104ff1,73,,,"[85.9, 75.2]",3893813,1,,,,,-0.1798535,,Right Foot,,,,"[104.6, 71.8]",Ground Pass,,19.006578,,,,,Sherly Jeudy,402012.0,,,,,,,1,From Goal Kick,Batcheba Louis,46830.0,,Right Wing,6,Haiti Women's,2355,['45037273-d595-4c8a-842d-8c921c21c1bd'],45,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:45.297,Pass,
,,,,,,,,,,,,,,,,1.837127,,,,,,,,,,,,,4a7be6c8-370f-447a-b3f5-fcd4ecf4c9a9,76,,,"[116.1, 72.0]",3893813,1,,,,,-1.7054602,,Right Foot,,,,"[114.0, 56.5]",Ground Pass,,15.641611,,,Incomplete,,Roselord Borgella,53993.0,,,,,,,1,From Goal Kick,Sherly Jeudy,402012.0,,Center Attacking Midfield,6,Haiti Women's,2355,"['0a8a5989-17dc-40dd-9f37-3cdf8067742e', '7e174437-dd7e-4e59-b4c1-22a7b17fe7f8']",49,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:01:49.345,Pass,
,,,,,,,,,,,,,,,,1.947093,,,,,,,,,,,,,ae2fe883-fae9-416c-8ffe-8a45c9e7c754,79,,,"[109.6, 80.0]",3893813,2,,,,,-1.4469521,,,,,,"[112.6, 55.9]",High Pass,,24.286005,,,,,Roselord Borgella,53993.0,,,,,,Throw-in,1,From Throw In,Betina Petit-Frère,402002.0,,Right Back,7,Haiti Women's,2355,['f29951b7-1ef8-4c61-bd54-c7e040c34e2f'],11,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:02:11.615,Pass,
,,,,,,,,,,,,,,,,2.024959,,,,,,,,,,,,,aa172129-fe99-4f9d-a933-5322af3a4a6e,82,,,"[112.6, 55.9]",3893813,2,,,,True,-0.44179317,,,,,,"[120.0, 52.4]",Low Pass,,8.185964,,,Out,,Batcheba Louis,46830.0,,,,,,,1,From Throw In,Roselord Borgella,53993.0,,Center Forward,7,Haiti Women's,2355,"['d4652581-df61-47f9-9038-a162b03ac980', 'd818010f-7129-4e15-965b-85091d11c50b']",13,,,,,,,,,,,,,,,,,Haiti Women's,2355,00:02:13.562,Pass,True
,,,,,,,,,,,,,,,,2.112135,,,,,,,,,,,,,fe3e60aa-93f6-4f67-a62b-91d9414b031a,84,,,"[6.0, 44.0]",3893813,2,,True,,,0.8456699,,Right Foot,,,,"[16.9, 56.3]",Ground Pass,,16.43472,,,,,Shanshan Wang,25485.0,,,,,,Goal Kick,1,From Goal Kick,Yu Zhu,131695.0,,Goalkeeper,8,China PR Women's,1207,['568ee8e4-5889-4240-9281-b252df715d93'],23,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:23.394,Pass,
,,,,,,,,,,,,,,,,1.730014,,,,,,,,,,,,,e2009696-1fad-4d79-9846-f1ca8e68c0b5,86,,,"[16.9, 56.3]",3893813,2,,,,,1.0599202,,Left Foot,,,,"[25.7, 72.0]",Ground Pass,,17.998055,,,,,Mengwen Li,131575.0,,,,,,,1,From Goal Kick,Shanshan Wang,25485.0,,Right Center Back,8,China PR Women's,1207,['7050bc31-cc46-45bd-ad21-78f1574d8bba'],27,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:27.330,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,e1f13e6d-10ca-4811-b144-f459a3f0f5bf,89,,,"[31.0, 72.0]",3893813,2,,,,,-1.540318,,Right Foot,,,,"[31.5, 55.6]",Ground Pass,,16.40762,,,,,Lingwei Yao,402024.0,,,,,,,1,From Goal Kick,Mengwen Li,131575.0,,Right Back,8,China PR Women's,1207,['270e3076-6e2c-44e7-bab6-c3b09d462ab6'],30,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:30.839,Pass,
,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,4d0bcb26-801d-4da8-b901-2e844e884884,92,,,"[31.5, 55.6]",3893813,2,,,,,-2.5425773,,Right Foot,,,,"[21.1, 48.5]",Ground Pass,,12.592458,,,,,Shanshan Wang,25485.0,,,,,,,1,From Goal Kick,Lingwei Yao,402024.0,,Right Defensive Midfield,8,China PR Women's,1207,['16730f3b-c0f5-4936-875e-97dad6fa9a7f'],34,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:34.137,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,43512132-d33a-49fa-8d3e-4744a9d22210,95,,,"[27.1, 48.2]",3893813,2,,,,,-1.3854483,,Right Foot,,,,"[32.8, 17.8]",Ground Pass,,30.92976,,,,,Yao Wei,25484.0,,,,,,,1,From Goal Kick,Shanshan Wang,25485.0,,Right Center Back,8,China PR Women's,1207,['8625421e-375d-438b-9e0d-4abd563c49dd'],41,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:41.116,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,b325a887-3dce-4f2e-8774-920e5d398764,98,,,"[34.8, 14.8]",3893813,2,,,,,-0.8876049,,Right Foot,,,,"[45.3, 1.9]",Ground Pass,,16.633099,,,,,Qiaozhu Chen,131583.0,,,,,,,1,From Goal Kick,Yao Wei,25484.0,,Left Center Back,8,China PR Women's,1207,['7ad61d9c-8bc6-49f8-a562-c7dc380bc98e'],44,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:44.183,Pass,
,,,,,,,,,,,,,,,,5.293988,,,,,,,,,,,,,588e6125-9014-4050-80b4-56fa137658af,101,,,"[45.3, 2.2]",3893813,2,,,,,0.015894614,,Right Foot,,,,"[114.5, 3.3]",High Pass,,69.20874,,,,,Jiahui Lou,25482.0,,,,,,,1,From Goal Kick,Qiaozhu Chen,131583.0,,Left Back,8,China PR Women's,1207,['032af458-f959-4bb1-9cce-a9cd226e9b85'],47,,,,,,,,,,,,,,,,,China PR Women's,1207,00:02:47.214,Pass,
,,,,,,,,,,,,,,,,1.980888,,,,,,,,,,,,,f4caefaa-0c0d-4b08-95cf-bb4bd0ef2a0b,107,,,"[108.7, 0.1]",3893813,3,,,,,1.3422997,,,,,,"[111.7, 13.0]",High Pass,,13.244244,,,,,Linyan Zhang,402025.0,,,,,,Throw-in,1,From Throw In,Qiaozhu Chen,131583.0,,Left Back,9,China PR Women's,1207,['ee1a316c-8709-4d44-b40d-c38369cf4864'],17,,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:17.063,Pass,
,,,,,,,,,,,,,,,,1.174199,,,,,,,,,,,,,851d0764-06cc-452e-bf8f-0886977adb2e,109,,,"[111.7, 13.0]",3893813,3,,,,,1.5222907,,Head,,,,"[112.2, 23.3]",High Pass,,10.312129,,,Incomplete,,Jiahui Lou,25482.0,,,,,,,1,From Throw In,Linyan Zhang,402025.0,,Left Wing,9,China PR Women's,1207,"['86474e08-e762-4018-bfce-4a6247b6792e', '8a9eb394-bb69-4c7c-aff3-17c1ab5203bc']",19,,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:19.124,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5bc86edc-5be4-430b-a90f-893986e2c312,114,,,"[67.0, 25.9]",3893813,3,,,,,2.5853255,,Right Foot,,,,"[47.7, 37.9]",Ground Pass,,22.726416,,,,,Shanshan Wang,25485.0,,,,,,,1,From Throw In,Yao Wei,25484.0,,Left Center Back,9,China PR Women's,1207,['6b7c53ca-4888-4934-979e-44a842c3ded5'],25,,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:25.179,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,5c7d8bcf-718f-413d-a392-e589d3c57ad4,117,,,"[45.1, 44.1]",3893813,3,,,,,-1.4178339,,Right Foot,,,,"[48.8, 20.1]",Ground Pass,,24.283533,,,,,Yao Wei,25484.0,,,,,,,1,From Throw In,Shanshan Wang,25485.0,,Right Center Back,9,China PR Women's,1207,['04611b1b-4e5c-49d4-9dee-94e727679774'],31,,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:31.189,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,435ba842-da14-47e0-a105-634d5f9a8af9,120,,,"[48.8, 20.1]",3893813,3,,,,,-0.29794553,,Right Foot,,,,"[61.5, 16.2]",Ground Pass,,13.28533,,,,,Lina Yang,131579.0,,,,,,,1,From Throw In,Yao Wei,25484.0,,Left Center Back,9,China PR Women's,1207,['6bc4ccda-7329-4c86-a3e3-7aa56e2fa5e7'],33,,,,,,,,,,,,,,,,,China PR Women's,1207,00:03:33.496,Pass,
