ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.279684,,,,,,,,,,c683ac28-b46c-4484-91c4-094741d2d48f,17,,"[65.3, 75.4]",3893817,0,,,,,-0.957589,,Right Foot,,,"[76.7, 59.2]",Ground Pass,,19.80909,,,,,Malia Grace Steinmetz,401642.0,,,,,,1,From Kick Off,Rebekah Ashley Stott,4989.0,Right Center Back,2,New Zealand Women's,1215,['8c76f5fd-e1ee-4675-a44a-c6d247d86f97'],14,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:14.868,Pass,
,,,,,,,,,,,,,,,,,,1.432086,,,,,,,,,,89f4d02b-6963-4c99-9444-577943e80630,21,,"[73.8, 59.9]",3893817,0,,,,,2.4805496,,Left Foot,,,"[62.1, 69.0]",Ground Pass,,14.822281,,,,,Rebekah Ashley Stott,4989.0,,,,,,1,From Kick Off,Malia Grace Steinmetz,401642.0,Center Defensive Midfield,2,New Zealand Women's,1215,['dc0f2936-ecf3-42dc-82c3-2f8c6b32abb6'],17,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:17.260,Pass,
,,,,,,,,,,,,,,,,,,1.351844,,,,,,,,,,cf8ace38-0f50-4bb4-88d8-3cb9b9cb9844,25,,"[63.1, 71.9]",3893817,0,,,,,0.30612683,,Right Foot,,,"[82.4, 78.0]",High Pass,,20.241047,,,,,Annalie Longo,25660.0,,,,,,1,From Kick Off,Rebekah Ashley Stott,4989.0,Right Center Back,2,New Zealand Women's,1215,"['55301951-6d25-4d25-810f-3085706070d7', 'b92247a2-378d-4a27-8bf6-cabf4d506ba0']",19,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:19.991,Pass,True
,,,,,,,,,,,,,,,,,,1.632674,,,,,,,,,,5aa5cb8b-328b-4550-a699-7d0b22848057,32,,"[13.6, 3.4]",3893817,0,,,,,2.1455722,,Right Foot,,,"[2.2, 21.0]",Ground Pass,,20.969501,,,,,Gaëlle Thalmann,10400.0,,,,,,1,From Kick Off,Nadine Riesen,276579.0,Left Back,2,New Zealand Women's,1215,['463358f5-1ab0-4ad9-b7a0-f77dda01eb87'],25,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:25.140,Pass,
,,,,,,,,,,,,,,,,,,2.236039,,,,,,,,,,b46e0294-6733-4a26-943f-6c3af1391bb6,35,,"[2.6, 20.0]",3893817,0,,,,,-0.4336179,,Left Foot,,,"[44.5, 0.6]",High Pass,,46.17326,,,Out,,Ramona Bachmann,4659.0,,,,,,1,From Kick Off,Gaëlle Thalmann,10400.0,Goalkeeper,2,New Zealand Women's,1215,"['a41faf81-83d3-42ff-9213-cb9cfc8f4151', 'ceb140b6-e6f2-449e-b554-943081ad3656']",26,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:26.772,Pass,True
,,,,,,,,,,,,,,,,,,4.274298,,,,,,,,,,a300a144-e0df-415f-abc3-9430c794a402,37,,"[75.0, 80.0]",3893817,0,,True,,,-0.8643703,,,,,"[81.4, 72.5]",Low Pass,,9.859513,,,,,Malia Grace Steinmetz,401642.0,,,,,Throw-in,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,3,New Zealand Women's,1215,['1845f2b6-6b73-4dbe-aba3-91844d604913'],34,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:34.564,Pass,
,,,,,,,,,,,,,,,,,,1.099279,,,,,,,,,,4f4e62b6-6aed-4675-886e-16eae95c6191,41,,"[82.1, 72.2]",3893817,0,,,,,-0.89308804,,Left Foot,,,"[92.0, 59.9]",Ground Pass,,15.789237,,,,,Hannah Wilkinson,25658.0,,,,,,1,From Throw In,Malia Grace Steinmetz,401642.0,Center Defensive Midfield,3,New Zealand Women's,1215,['c82c35dc-8a1c-4bb5-b945-0685025f5afb'],38,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:38.931,Pass,
,,,,,,,,,,,,,,,,,,0.735873,,,,,,,,,,ef67d661-7265-4802-a370-907d6da010e2,45,,"[92.5, 60.5]",3893817,0,,,,,2.1421337,,Right Foot,,,"[88.0, 67.5]",Ground Pass,,8.321658,,,Incomplete,,Annalie Longo,25660.0,,,,,,1,From Throw In,Hannah Wilkinson,25658.0,Center Forward,3,New Zealand Women's,1215,"['810c2d4c-4d08-414e-9155-7ae13ca9471e', 'a93c6345-dfce-47c2-ab65-a95b5fe51bda']",40,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:40.070,Pass,
,,,,,,,,,,,,,,,,,,0.745292,,,,,,,,,,810c2d4c-4d08-414e-9155-7ae13ca9471e,47,,"[32.1, 12.6]",3893817,0,,,,,1.0750897,,Right Foot,,,"[39.4, 26.1]",High Pass,,15.347313,,,Incomplete,,Ana-Maria Crnogorčević,10408.0,,,,,Recovery,1,From Throw In,Géraldine Reuteler,10419.0,Left Center Midfield,3,New Zealand Women's,1215,"['14affea4-7eb5-4d69-bda2-d740f6443f0a', 'c6b79150-354b-4cd5-8ae7-e33e10b07cb7', 'ef67d661-7265-4802-a370-907d6da010e2']",40,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:40.806,Pass,
,,,,,,,,,,,,,,,,,,1.207852,,,,,,,,,,cfb7fa1b-66f2-44f8-ba1f-31b1ce0fb829,51,,"[81.0, 53.1]",3893817,0,,,,,1.0320688,,Right Foot,,,"[86.2, 61.8]",High Pass,,10.135581,,,Incomplete,,Annalie Longo,25660.0,,,,,,1,From Throw In,Ria Percival,18145.0,Left Center Midfield,3,New Zealand Women's,1215,"['17dbd2fc-9c96-46fb-a981-35ff5e1fda26', '2544f16f-6d76-46f6-bc32-a031ff46df54']",42,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:42.872,Pass,
,,,,,,,,,,,,,,,,,,1.113088,,,,,,,,,,17dbd2fc-9c96-46fb-a981-35ff5e1fda26,53,,"[33.9, 18.3]",3893817,0,,,,,0.25950047,,Head,,,"[45.2, 21.3]",High Pass,,11.69145,,,Incomplete,,Ana-Maria Crnogorčević,10408.0,,,,,Recovery,1,From Throw In,Géraldine Reuteler,10419.0,Left Center Midfield,3,New Zealand Women's,1215,"['79c4694e-99d2-4ff1-baa9-a3da10cf8746', 'cfb7fa1b-66f2-44f8-ba1f-31b1ce0fb829', 'f4939022-ffcf-4745-9ecd-fd4909ee69f1']",44,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:44.080,Pass,
,,,,,,,,,,,,,,,,,,0.780733,,,,,,,,,,429b9f8e-1e65-447f-a4b6-a0fbde26e378,58,,"[80.7, 60.6]",3893817,0,,,,,0.9431669,,Right Foot,,,"[84.4, 65.7]",Ground Pass,,6.3007936,,,,,Annalie Longo,25660.0,,,,,,1,From Throw In,Malia Grace Steinmetz,401642.0,Center Defensive Midfield,3,New Zealand Women's,1215,"['3cf03330-dd01-404a-971e-fe5141a18e50', 'e35faabd-4d00-4154-a04d-b4a6d10b158d']",46,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:46.433,Pass,True
,,,,,,,,,,,,,,,,,,1.35927,,,,,,,,,,9c7c3258-810f-43b0-ad0f-eebb1d2d9cfd,61,,"[86.2, 68.0]",3893817,0,,,,,0.99052554,,Left Foot,,,"[92.1, 77.0]",Ground Pass,,10.761505,,,,,Jacqueline Anne Hand,392266.0,,,,,,1,From Throw In,Annalie Longo,25660.0,Right Center Midfield,3,New Zealand Women's,1215,['6803d854-3280-4d72-a56f-6537f8bb2bd3'],47,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:47.800,Pass,
,,,,,,,,,,,,,,,,,,1.277543,,,,,,,,,,e8b850a4-be2c-4f77-b7a0-1b7f4eac5038,64,,"[92.1, 77.0]",3893817,0,,,,,-3.0874288,,Right Foot,,,"[75.5, 76.1]",Ground Pass,,16.62438,,,,,Catherine Joan Bott,25662.0,,,,,,1,From Throw In,Jacqueline Anne Hand,392266.0,Right Wing,3,New Zealand Women's,1215,['d10cb047-a5a1-4b95-8155-3e08dd5705d4'],50,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:50.011,Pass,
,,,,,,,,,,,,,,,,,,1.521192,,,,,,,,,,6cc8f815-387d-4a20-b729-14fd0de32258,67,,"[74.2, 75.2]",3893817,0,,,,,-2.2305067,,Right Foot,,,"[62.1, 59.6]",Ground Pass,,19.742594,,,,,Rebekah Ashley Stott,4989.0,,,,,,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,3,New Zealand Women's,1215,['a4baad10-03c1-4043-b3d8-8803c948c39b'],52,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:52.418,Pass,
,,,,,,,,,,,,,,,,,,1.513661,,,,,,,,,,a4f509c0-8616-4a64-abaa-cac6f80fcf44,70,,"[63.6, 55.5]",3893817,0,,,,,-1.895348,,Right Foot,,,"[56.4, 34.1]",Ground Pass,,22.57875,,,,,Katie Bowen,5028.0,,,,,,1,From Throw In,Rebekah Ashley Stott,4989.0,Right Center Back,3,New Zealand Women's,1215,['f86548c3-2fb4-4cbc-845f-a2bce3d85d0e'],54,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:54.988,Pass,
,,,,,,,,,,,,,,,,,,1.897625,,,,,,,,,,13a88b60-e1b2-49d0-a657-45ebae287842,73,,"[64.0, 27.2]",3893817,0,,,,,-1.3639752,,Right Foot,,,"[68.7, 4.8]",Ground Pass,,22.88777,,,,,Alexandra Riley,21062.0,,,,,,1,From Throw In,Katie Bowen,5028.0,Left Center Back,3,New Zealand Women's,1215,['3ed101c7-f27b-4381-8832-cdbd6ab29881'],58,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:58.623,Pass,
,,,,,,,,,,,,,,,,,,0.917209,,,,,,,,,,2d8d47a6-17ae-40ea-a480-3efde18e1d5e,75,,"[68.7, 4.8]",3893817,1,,,,,0.038232725,,Left Foot,,,"[87.0, 5.5]",Low Pass,,18.313383,,,Incomplete,,Olivia Chance,24925.0,,,,,,1,From Throw In,Alexandra Riley,21062.0,Left Back,3,New Zealand Women's,1215,"['ca355ff0-51c6-4482-a9d6-9bf424211c09', 'eccd04b0-fcf3-40d2-9fc8-7d4fba3f4c8a']",0,,,,,,,,,,,,,,,New Zealand Women's,1215,00:01:00.521,Pass,
,,,,,,,,,,,,,,,,,,1.57244,,,,,,,,,,ca355ff0-51c6-4482-a9d6-9bf424211c09,78,,"[33.1, 74.6]",3893817,1,,,,True,-0.1882215,,,,,"[52.0, 71.0]",Low Pass,,19.239803,,,Incomplete,,Seraina Piubel,32105.0,,,,,Recovery,1,From Throw In,Eseosa Aigbogun,10407.0,Right Back,3,New Zealand Women's,1215,"['20951893-fd7a-4656-917b-e01f6642d4be', '2d8d47a6-17ae-40ea-a480-3efde18e1d5e', '5283c971-8478-42cc-bf64-3820a6710866', 'b534eff7-a07b-4717-a741-7d08f00a42c4']",1,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:01.438,Pass,True
,,,,,,,,,,,,,,,,,,1.937128,,,,,,,,,,bf813b44-0936-4c8c-a4d5-5fa10649c3e7,83,,"[61.8, 9.8]",3893817,1,,,,,2.7967248,,Right Foot,,,"[51.5, 13.5]",Ground Pass,,10.944405,,,Incomplete,,Katie Bowen,5028.0,,,,,,1,From Throw In,Alexandra Riley,21062.0,Left Back,3,New Zealand Women's,1215,"['30793570-63bc-457c-b958-d5b84d024b68', 'e86b6882-adf5-46c8-97a9-f3d27afa19c2', 'ebbf35a8-1a3a-46e7-860e-9b0cb71b5976']",4,,,,,,,,,,,,,,,New Zealand Women's,1215,00:01:04.113,Pass,True
,,,,,,,,,,,,,,,,,,1.463102,,,,,,,,,,30793570-63bc-457c-b958-d5b84d024b68,85,,"[68.6, 66.6]",3893817,1,,,,,-1.1493771,,Right Foot,,,"[73.8, 55.0]",Ground Pass,,12.712199,,,,,Ana-Maria Crnogorčević,10408.0,,,,,Recovery,1,Regular Play,Seraina Piubel,32105.0,Right Wing,4,Switzerland Women's,860,"['bf813b44-0936-4c8c-a4d5-5fa10649c3e7', 'd6ba99e3-237e-40e2-a6ab-1f0e543382f4']",6,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:06.050,Pass,
,,,,,,,,,,,,,,,,,,1.797593,,,,,,,,,,03d87db4-70a8-4862-b342-5ea10c8ea5d6,89,,"[80.5, 33.9]",3893817,1,,,,,-1.4000611,,Right Foot,,,"[85.5, 4.9]",Ground Pass,,29.427877,,,,,Ramona Bachmann,4659.0,,,,,,1,Regular Play,Ana-Maria Crnogorčević,10408.0,Center Forward,4,Switzerland Women's,860,"['5a5b50c6-6f8e-4cea-b0f5-0e7cf2e402bb', '6933179f-8fd2-4709-9d22-f6a5e2ffb3e9']",10,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:10.353,Pass,True
,,,,,,,,,,,,,,,,,,1.065291,,,,,,,,,,eab0e5c3-9371-491a-be25-cf647eb562b3,92,,"[91.6, 8.9]",3893817,1,,,,,-0.5506756,,Right Foot,,,"[97.3, 5.4]",Ground Pass,,6.6887965,,,,,Nadine Riesen,276579.0,,,,,,1,Regular Play,Ramona Bachmann,4659.0,Left Wing,4,Switzerland Women's,860,['9a71881f-50e7-4249-b71f-62057490493b'],14,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:14.434,Pass,
,,,,,,,,,,,,,,,,,,1.408117,,,,,,,,,,08da0ea5-38e4-4e65-a789-500445e6c09e,96,,"[102.9, 4.4]",3893817,1,,,,,3.0259814,,Right Foot,,,"[87.4, 6.2]",Ground Pass,,15.604166,,,,,Géraldine Reuteler,10419.0,,,,,,1,Regular Play,Nadine Riesen,276579.0,Left Back,4,Switzerland Women's,860,"['05e8ffb1-4c43-4057-b578-a92004757da0', 'e6a33619-4ec3-49e1-ae94-72ce431a6228']",17,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:17.520,Pass,True
,,,,,,,,,,,,,,,,,,0.719998,,,,,,,,,,f7eebe75-aea6-4558-a5aa-4709fdf27931,99,,"[87.4, 6.2]",3893817,1,,,,,2.0607536,,Right Foot,,,"[81.0, 18.2]",Ground Pass,,13.6,,,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Left Center Midfield,4,Switzerland Women's,860,['79ba842b-8df7-4106-8f67-b261db56c3c4'],19,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:19.837,Pass,
,,,,,,,,,,,,,,,,,,0.991432,,,,,,,,,,883ade20-027a-4869-bef6-d707ee18ba32,102,,"[84.8, 12.6]",3893817,1,,,,,-2.003204,,Right Foot,,,"[81.2, 4.8]",Ground Pass,,8.5906925,,,,,Géraldine Reuteler,10419.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,4,Switzerland Women's,860,['5741ea18-6ae5-40ec-aa3d-eb4f7c494b33'],22,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:22.851,Pass,
,,,,,,,,,,,,,,,,,,2.133295,,,,,,,,,,f7d5b869-4c7c-47ea-bb95-879e0ed92b53,105,,"[81.2, 4.8]",3893817,1,,,,,2.3239477,,Right Foot,,,"[54.2, 33.6]",Ground Pass,,39.47708,,,,,Julia Stierli,32101.0,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Left Center Midfield,4,Switzerland Women's,860,['b15037b9-58cf-46a2-8826-1fdb34034798'],24,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:24.759,Pass,
,,,,,,,,,,,,,,,,,,1.007173,,,,,,,,,,9d7c6073-c27d-4e8b-8ade-9c7757bd5442,108,,"[53.8, 37.1]",3893817,1,,,,,1.4649981,,Right Foot,,,"[56.2, 59.7]",Ground Pass,,22.727076,,,,,Noelle Maritz,10404.0,,,,,,1,Regular Play,Julia Stierli,32101.0,Left Center Back,4,Switzerland Women's,860,['3e0f0388-b4fb-4989-8a87-6a4e63d1da61'],28,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:28.476,Pass,
,,,,,,,,,,,,,,,,,,1.784031,,,,,,,,,,1d3ded73-7fc8-42bd-98d9-8575e55207dc,111,,"[56.5, 59.7]",3893817,1,,,,,-1.7499255,,Right Foot,,,"[52.1, 35.4]",Ground Pass,,24.69514,,,,,Julia Stierli,32101.0,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Center Back,4,Switzerland Women's,860,['45d46aef-dbc7-4148-a535-0c6f43dbfe6c'],30,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:30.603,Pass,
,,,,,,,,,,,,,,,,,,1.479951,,,,,,,,,,77c2e559-7aa6-44c8-a8d4-455bf9f8ac06,114,,"[51.1, 29.2]",3893817,1,,,,,-1.3428292,,Left Foot,,,"[56.9, 4.2]",Ground Pass,,25.663982,,,,,Nadine Riesen,276579.0,,,,,,1,Regular Play,Julia Stierli,32101.0,Left Center Back,4,Switzerland Women's,860,['e2351274-2ea3-4806-901a-43bd18674551'],34,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:34.052,Pass,
,,,,,,,,,,,,,,,,,,1.988719,,,,,,,,,,a518e2f8-ec31-45c7-be07-888589619059,118,,"[55.6, 4.0]",3893817,1,,,,,2.3561945,,Right Foot,,,"[40.1, 19.5]",Ground Pass,,21.920311,,,,,Julia Stierli,32101.0,,,,,,1,Regular Play,Nadine Riesen,276579.0,Left Back,4,Switzerland Women's,860,"['1c38345d-a1a8-4135-8bcf-2efe9602caed', '23e71d0b-d280-410e-a893-af85043c3301']",36,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:36.858,Pass,True
,,,,,,,,,,,,,,,,,,1.970283,,,,,,,,,,b007361e-0e37-4906-82c0-2c847b230e8a,121,,"[40.1, 19.5]",3893817,1,,,,,1.747031,,Left Foot,,,"[34.9, 48.7]",Ground Pass,,29.659399,,,,,Noelle Maritz,10404.0,,,,,,1,Regular Play,Julia Stierli,32101.0,Left Center Back,4,Switzerland Women's,860,['0edd3160-a772-4ba9-b50d-a3f939243f2e'],40,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:40.133,Pass,
