ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.195087,,,,,,,,,,,,,,4823febf-f2b7-4e5d-ad30-b7dbcac57097,25,,"[85.6, 7.0]",3902239,0,,,,,-0.30122557,,Right Foot,,,,"[95.9, 3.8]",Ground Pass,,10.785639,,,,Mina Tanaka,85500.0,,,,,,1,From Kick Off,Hinata Miyazawa,401932.0,Left Wing,2,Japan Women's,1210,['d5c1f1de-392a-48e9-9ec0-1fb5ea59b169'],15,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:15.032,Pass,
,,,,,,,,,,,,,,,,1.553161,,,,,,,,,,,,,,32937fb4-24cd-4d3c-8e03-3aba78577906,31,,"[120.0, 0.1]",3902239,0,,,,,1.7413713,,Right Foot,,,,"[116.4, 21.0]",Ground Pass,,21.20778,,,,Mina Tanaka,85500.0,,,,,Corner,1,From Corner,Yui Hasegawa,25632.0,Left Defensive Midfield,3,Japan Women's,1210,['dfe3c226-3d7f-4311-a914-554823f83f6e'],46,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:46.769,Pass,
,,,,,,,,,,,,,,,,0.853452,,,,,,,,,,,,,,0d5fc991-23d7-4436-9973-187332c215cb,35,,"[110.0, 20.0]",3902239,0,,,,,-0.21866895,,Right Foot,,,,"[114.5, 19.0]",Ground Pass,,4.609772,,Incomplete,,Yui Hasegawa,25632.0,,,,,,1,From Corner,Mina Tanaka,85500.0,Center Forward,3,Japan Women's,1210,"['040b9704-978d-430b-8213-e25e839172bd', '111ba100-c5f8-4a13-87b5-ce438e71a6e3']",49,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:49.678,Pass,
,,,,,,,,,,,,,,,,2.477329,,,,,,,,,,,,,,17383f6a-dd2a-42bc-9be9-cfbd5e32b430,41,,"[12.0, 65.0]",3902239,0,,,,,0.76927054,,Right Foot,,,,"[24.6, 77.2]",Ground Pass,,17.538528,,Incomplete,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Corner,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,3,Japan Women's,1210,"['0b9e2973-e7c5-4851-84a0-1c4a097a53c8', '8c4fe349-de94-4e3b-a3e1-bb5efe6a10ea', 'e2ff2d7e-79b5-497a-af69-b61e6d6846d8']",51,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:51.830,Pass,True
,,,,,,,,,,,,,,,,3.01747,,,,,,,,,,,,,,b2e5542e-9bdd-4a7a-9c7e-8afebe068ca4,46,,"[95.9, 3.8]",3902239,0,,,,,0.75976276,,Right Foot,,,,"[111.9, 19.0]",Ground Pass,,22.068983,,Incomplete,,Mina Tanaka,85500.0,,,,,,1,From Corner,Aoba Fujino,401925.0,Right Wing,3,Japan Women's,1210,"['6bb66a63-a84a-4ab2-9516-01ac59f1bdb0', 'b9febc2f-3226-4964-80a0-69204ffcc30c', 'e290a928-2954-441c-9284-f32897b6125e']",56,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:56.801,Pass,True
,,,,,,,,,,,,,,,,0.880136,,,,,,,,,,,,,,5b88eda3-d907-4d55-8fc9-6dbfb5a95696,51,,"[11.4, 72.3]",3902239,1,,,,,0.676586,,Right Foot,,,,"[18.0, 77.6]",Ground Pass,,8.464632,,,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Right Back,4,Sweden Women's,858,"['065049f8-913e-4753-be9b-fcd58871b870', '8c94180c-680b-4b59-bee8-a87b4ef7d8b8']",1,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:01.441,Pass,True
,,,,,,,,,,,,,,,,0.371406,,,,,,,,,,,,,,cee08285-e635-4222-91ae-efdc9d132eb2,55,,"[15.4, 76.7]",3902239,1,,,,,3.1415927,,Right Foot,,,,"[11.4, 76.7]",Ground Pass,,4.0,,Incomplete,,Gun Nathalie Björn,26093.0,,,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Wing,4,Sweden Women's,858,"['80c9d1e7-86f5-4d08-b7e7-eff2f3cd5a8e', 'a393891a-d560-4c70-979d-084c98f8fa88', 'fc41d297-8295-4c8c-80c9-20ad39e3ff35']",3,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:03.242,Pass,True
,,,,,,,,,,,,,,,,0.982275,,,,,,,,,,,,,,001fa09e-bf25-49fa-b6bb-9731f746d525,58,,"[11.2, 80.0]",3902239,1,,,,,-0.720273,,,,,,"[16.1, 75.7]",Low Pass,,6.519202,,,,Ingrid Filippa Angeldal,62666.0,,,,,Throw-in,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,5,Sweden Women's,858,['467a13c9-68cc-4a15-b06b-0f4a68fee32b'],13,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:13.962,Pass,
,,,,,,,,,,,,,,,,1.484977,,,,,,,,,,,,,,39d284ca-1006-4293-bbf6-a23413c36976,60,,"[16.9, 75.5]",3902239,1,,,,,2.6197584,,Right Foot,,,,"[12.9, 77.8]",Ground Pass,,4.6141086,,,,Gun Nathalie Björn,26093.0,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Sweden Women's,858,['362fbcd4-d634-4123-b155-b63ce2357e3d'],14,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:14.944,Pass,
,,,,,,,,,,,,,,,,1.452582,,,,,,,,,,,,,,78146edd-89f1-402c-a31b-69ac40a5e31f,63,,"[13.3, 77.0]",3902239,1,,,,,-0.024870493,,Right Foot,,,,"[33.4, 76.5]",High Pass,,20.106218,,Incomplete,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,5,Sweden Women's,858,"['b16229d3-7505-4908-ac43-7b825c31a722', 'e28c8593-04ee-4368-b39c-e9532d069679']",17,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:17.954,Pass,
,,,,,,,,,,,,,,,,1.193136,,,,,,,,,,,,,,e28c8593-04ee-4368-b39c-e9532d069679,65,,"[86.7, 3.6]",3902239,1,,,,,0.21711132,,Head,,,,"[93.5, 5.1]",Low Pass,,6.963476,,Incomplete,,Hinata Miyazawa,401932.0,,,,,Recovery,1,From Throw In,Hina Sugita,25635.0,Left Wing Back,5,Sweden Women's,858,"['4779a766-32c1-4fc8-9246-26531ea7c153', '78146edd-89f1-402c-a31b-69ac40a5e31f', 'ee81a891-5820-40a6-a158-ae9db783f3d1']",19,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:19.407,Pass,
,,,,,,,,,,,,,,,,0.954689,,,,,,,,,,,,,,48c7b073-d796-421a-b11a-1535f5223769,69,,"[36.0, 68.6]",3902239,1,,,,,-2.36554,,Right Foot,,,,"[30.6, 63.3]",Ground Pass,,7.566373,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Sweden Women's,858,['fac238ae-9425-4c61-becc-6a652a3f916a'],23,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:23.060,Pass,
,,,,,,,,,,,,,,,,2.555887,,,,,,,,,,,,,,e621966c-c27d-4177-91f8-e961a6ac7741,72,,"[31.3, 59.8]",3902239,1,,,,,-1.2823668,,Right Foot,,,,"[39.4, 32.5]",Ground Pass,,28.476305,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,5,Sweden Women's,858,['80fa6a22-55a6-4ef4-8680-66864b80abce'],24,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:24.658,Pass,
,,,,,,,,,,,,,,,,2.907635,,,,,,,,,,,,,,46d4bb19-9266-4191-8340-c0a5bfcca059,75,,"[39.4, 26.3]",3902239,1,,,,,-0.10122898,,Left Foot,,,,"[96.5, 20.5]",Low Pass,,57.393814,,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Sweden Women's,858,"['81306135-88f7-4f40-8740-f23c4d8d1bb2', 'abe16327-a8d8-4a3e-8a01-2d0cf1c83b5a']",28,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:28.347,Pass,
,,,,,,,,,,,,,,,,0.82948,,,,,,,,,,,,,,90e9cf3e-278b-473e-80bc-3d7bbe9e6b1a,79,,"[93.9, 0.1]",3902239,1,,,,,1.58561,,,,,,"[93.7, 13.6]",Low Pass,,13.501481,,,,Fridolina Rolfö,10215.0,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Sweden Women's,858,['1f9a8b99-75a4-4a57-8cca-270a8248b700'],44,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:44.656,Pass,
,,,,,,,,,,,,,,,,1.468329,,,,,,,,,,,,,,e41bc9b1-c4e9-4f53-8194-25a1101ccd51,83,,"[93.1, 12.4]",3902239,1,,,,,-2.1791213,,Left Foot,,,,"[89.2, 6.8]",Ground Pass,,6.8242216,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Left Wing,6,Sweden Women's,858,"['91bdbeab-c919-40ac-8c93-381cd315e654', 'f6c06063-8f1f-4986-b718-e0520562d9ea']",45,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:45.550,Pass,True
,,,,,,,,,,,,,,,,3.620227,,,,,,,,,,,,,,62db8965-9a2f-4cc6-8604-fa28b8b7ac55,86,,"[88.6, 7.2]",3902239,1,,,,,-3.0966403,,Left Foot,,,,"[59.7, 5.9]",Ground Pass,,28.929224,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Sweden Women's,858,"['13dc10bd-e405-4d5c-8efe-45b1608ea747', 'ed534db7-5275-4069-a844-ddcf1a4e02be']",47,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:47.018,Pass,True
,,,,,,,,,,,,,,,,1.688542,,,,,,,,,,,,,,3350a3a7-a4a5-416a-a60b-613f4abd1d42,89,,"[60.8, 5.7]",3902239,1,,,,,2.0358176,,Left Foot,,,,"[46.2, 34.8]",Ground Pass,,32.557182,,,,Amanda Ilestedt,26092.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Sweden Women's,858,['3135a727-71b8-4e8e-bd71-12eecdb028b8'],51,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:51.758,Pass,
,,,,,,,,,,,,,,,,1.211719,,,,,,,,,,,,,,d1f37374-eca1-4936-89e9-d8510dd87d8f,92,,"[49.0, 33.1]",3902239,1,,,,,-1.4246755,,Right Foot,,,,"[52.9, 6.6]",Ground Pass,,26.785444,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,6,Sweden Women's,858,['5a704cb8-157d-4d85-8180-f7fadb960050'],55,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:55.653,Pass,
,,,,,,,,,,,,,,,,1.250279,,,,,,,,,,,,,,587d7aae-0632-4fec-850c-c7bdcf37dbdb,95,,"[57.2, 8.1]",3902239,1,,,,,1.8370484,,Left Foot,,,,"[50.9, 31.2]",Ground Pass,,23.943684,,,,Amanda Ilestedt,26092.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Sweden Women's,858,['1e4614e5-d63e-471c-a9cf-b4180156c29d'],58,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:58.638,Pass,
,,,,,,,,,,,,,,,,1.406857,,,,,,,,,,,,,,b9e04664-303c-46be-af68-a381811164d9,98,,"[51.8, 44.2]",3902239,2,,,,,-1.5264903,,Right Foot,,,,"[52.7, 23.9]",Ground Pass,,20.31994,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,6,Sweden Women's,858,['11b255fe-052f-4b02-8797-0e9c0bfe7a1e'],3,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:03.165,Pass,
,,,,,,,,,,,,,,,,0.868449,,,,,,,,,,,,,,618a34d0-ae2a-41fb-8102-4d5009ccc578,101,,"[52.7, 23.9]",3902239,2,,,,,0.43069252,,Left Foot,,,,"[63.8, 29.0]",Ground Pass,,12.215564,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Sweden Women's,858,['c3047cdc-f7fb-4f13-ad86-98f9d204d8ec'],4,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:04.652,Pass,
,,,,,,,,,,,,,,,,2.826607,,,,,,,,,,,,,,d457ecfe-be0c-4e38-8ecc-929da7268e56,104,,"[61.4, 31.0]",3902239,2,,,,,1.687766,,Right Foot,,,,"[56.5, 72.7]",Ground Pass,,41.986904,,,,Gun Nathalie Björn,26093.0,,True,,,,1,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,6,Sweden Women's,858,['f231ed6a-ea1a-42a3-b23b-6f37630fc671'],6,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:06.568,Pass,
,,,,,,,,,,,,,,,,1.151317,,,,,,,,,,,,,,d276b698-2fca-48e6-a493-c09e55b365dd,107,,"[56.5, 72.7]",3902239,2,,,,,-0.34114847,,Right Foot,,,,"[73.4, 66.7]",Ground Pass,,17.933489,,,,Kosovare Asllani,10220.0,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,6,Sweden Women's,858,['37bb2a24-fa7e-46f0-8f67-82a5432ece3b'],9,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:09.435,Pass,
,,,,,,,,,,,,,,,,2.389147,,,,,,,,,,,,,,d0649426-b05b-4935-8267-54bef631d35a,113,,"[74.3, 69.5]",3902239,3,,,,,-0.7546386,,Right Foot,,,,"[107.8, 38.0]",High Pass,,45.983692,,Incomplete,,Ingrid Filippa Angeldal,62666.0,,,,,Free Kick,1,From Free Kick,Kosovare Asllani,10220.0,Center Attacking Midfield,7,Sweden Women's,858,"['e6998f2f-acd3-4a2f-b7a8-b0f1dd50a571', 'ee599ad0-f6a3-45c8-b3c3-8aea812b729e']",21,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:21.554,Pass,
,,,,,,,,,,,,,,,,1.66648,,,,,,,,,,,,,,e28f9ccd-3d4c-462c-9a21-7fccc6972df3,120,,"[11.4, 19.6]",3902239,3,,,,,-0.61852115,,Left Foot,,,,"[38.8, 0.1]",Low Pass,,33.630493,,Out,,,,,,,,,1,From Free Kick,Yui Hasegawa,25632.0,Left Defensive Midfield,7,Sweden Women's,858,['048106fe-6b13-4698-9bab-88f687e8a148'],27,,,,,,,,,,,,,,,,,,Japan Women's,1210,00:03:27.302,Pass,True
,,,,,,,,,,,,,,,,1.636645,,,,,,,,,,,,,,502a79bb-f9d0-4371-b696-1b063127fe8a,121,,"[80.9, 80.0]",3902239,3,,,,,-2.8459709,,,,,,"[58.9, 73.3]",Low Pass,,22.997608,,,,Amanda Ilestedt,26092.0,,,,,Throw-in,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,8,Sweden Women's,858,['24ac98b9-438b-4e68-bbab-5dd7dc6dba00'],38,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:38.239,Pass,
,,,,,,,,,,,,,,,,0.704072,,,,,,,,,,,,,,8092cce2-c456-42b7-8b53-39ab5634ad07,124,,"[44.5, 65.0]",3902239,3,,,,,0.07919907,,Right Foot,,,,"[63.4, 66.5]",Ground Pass,,18.95943,,,,Ingrid Filippa Angeldal,62666.0,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,8,Sweden Women's,858,['5bd3df53-5205-400e-a37a-a02a9ab8137b'],44,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:44.643,Pass,
,,,,,,,,,,,,,,,,1.191455,,,,,,,,,,,,,,61b2a95d-f89d-40d2-be3d-a0a55844ed56,127,,"[62.3, 66.7]",3902239,3,,,,,1.305979,,Right Foot,,,,"[65.5, 78.5]",Ground Pass,,12.226201,,,,Gun Nathalie Björn,26093.0,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,8,Sweden Women's,858,['a1203f52-dc22-44c0-98a4-599cece22cdc'],47,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:47.841,Pass,
,,,,,,,,,,,,,,,,3.279963,,,,,,,,,,,,,,85595118-18bf-4c07-8280-ed0003851fdc,130,,"[69.1, 77.2]",3902239,3,,,,,-0.4371772,,Right Foot,,,,"[108.9, 58.6]",High Pass,,43.931767,,Incomplete,,Kosovare Asllani,10220.0,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,8,Sweden Women's,858,"['28e7c234-4d07-427f-8f3b-deb9a2fea2f8', 'efec40dc-8bb4-4235-ab7c-1c630791d7d5']",49,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:49.724,Pass,
,,,,,,,,,,,,,,,,0.847798,,,,,,,,,,,,,,1d812f7d-60e9-40b5-889c-e8becabffa8b,133,,"[104.2, 80.0]",3902239,4,,,,,-1.5526165,,,,,,"[104.4, 69.0]",Low Pass,,11.001818,,,,Ingrid Filippa Angeldal,62666.0,,,,,Throw-in,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,9,Sweden Women's,858,['68408f65-3c82-4a9b-8101-015e48d65300'],5,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:05.043,Pass,
