50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.789596,,,,,,,,,,,,,,4f3b16d2-beb8-46c8-86da-f6cdffdc05e6,37,,"[56.1, 69.7]",3879808,0,,,,,-2.8922615,,Right Foot,,,"[34.5, 64.2]",,Ground Pass,,22.289234,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,Regular Play,Danilo D''Ambrosio,6984.0,Right Back,3,Inter Milan,238,"['17d51d61-78b5-44c0-b33c-5e17ccbf563b', 'ad507957-9c06-4322-bc2b-e3328b0e238a']",18,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:18.602,Pass,True
,,,,,,,,,,,,,,,2.18764,,,,,,,,,,,,,,4c6941d0-d43a-40e5-bd52-e372e1b0a838,40,,"[34.5, 64.2]",3879808,0,,,,,-1.808774,,Right Foot,,,"[24.7, 23.8]",,Ground Pass,,41.571625,,,Juan Guilherme Nunes Jesus,6969.0,,True,,,,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,3,Inter Milan,238,['7bdcd603-a275-4e32-bf20-754fcc001467'],21,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:21.062,Pass,
,,,,,,,,,,,,,,,2.183968,,,,,,,,,,,,,,a5c1c474-0a66-47f1-bfdd-b1b93d8416c8,43,,"[24.7, 23.8]",3879808,0,,,,,1.4585533,,Left Foot,,,"[28.6, 58.4]",,Ground Pass,,34.819103,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,3,Inter Milan,238,['33a4e3ec-9ebf-45c2-971e-9f2eff278eff'],25,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:25.244,Pass,
,,,,,,,,,,,,,,,2.427302,,,,,,,,,,,,,,6e009551-6480-46fa-ac36-415bc7e30dbf,46,,"[30.9, 59.5]",3879808,0,,,,,-0.47159797,,Right Foot,,,"[76.0, 36.5]",,High Pass,,50.62618,,,Stevan Jovetić,3434.0,,,,,,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,3,Inter Milan,238,['de2b7283-3d1e-4071-897f-fa7d448825d4'],29,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:29.024,Pass,
,,,,,,,,,,,,,,,1.371974,,,,,,,,,,,,,,803d2be8-f495-4045-93bd-0b75b8da87bf,48,,"[76.0, 36.5]",3879808,0,,,,,-0.71962494,,Head,,,"[84.9, 28.7]",,Low Pass,,11.834272,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,3,Inter Milan,238,['290e05f9-5f55-4f43-a93c-72331883d642'],31,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:31.532,Pass,
,,,,,,,,,,,,,,,1.373699,,,,,,,,,,,,,,d5d6f103-d195-4a9b-81ec-a14beded7303,52,,"[84.9, 27.6]",3879808,0,,,,,-1.2634616,,Left Foot,,,"[92.2, 4.6]",,Ground Pass,,24.130686,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,3,Inter Milan,238,['394adaa8-d324-454d-a604-4a6a895fad6f'],34,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:34.022,Pass,
,,,,,,,,,,,,,,,1.190624,,,,,,,,,,,,,,666799d7-90cb-47bf-b202-b944de679850,56,,"[106.1, 8.0]",3879808,0,,,,,1.2208989,,Left Foot,True,,"[116.5, 36.5]",,High Pass,,30.338259,Incomplete,,,,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Midfield,3,Inter Milan,238,"['28ba75c9-2dc0-45d2-b5be-83391bbf7d44', '7f6732dc-db2a-4a7b-8549-8bc2bba543f7']",38,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:38.341,Pass,True
,,,,,,,,,,,,,,,2.232809,,,,,,,,,,,,,,fee6617e-cd01-4856-9ac8-6c1f679ca410,59,,"[6.6, 44.6]",3879808,0,,,,,0.74050325,,Keeper Arm,,,"[38.0, 73.3]",,Ground Pass,,42.53998,,,Mirko Gori,20636.0,,,,,,1,From Keeper,Nicola Leali,32037.0,Goalkeeper,4,Frosinone,291,['97b276d4-b582-4574-8388-59bac0cd8a9c'],43,,,,,,,,,,,,,,,,,Frosinone,291,00:00:43.583,Pass,
,,,,,,,,,,,,,,,4.531877,,,,,,,,,,,,,,a76a96d3-4293-4c8e-891f-e0ac8411cf9e,62,,"[51.9, 65.9]",3879808,0,,,,,0.20210616,,Left Foot,,,"[109.0, 77.6]",,High Pass,,58.28636,,,Daniel Ciofani,13613.0,,,,,,1,From Keeper,Mirko Gori,20636.0,Right Center Midfield,4,Frosinone,291,['8a77ad86-2681-4627-bea9-535271661ca2'],50,,,,,,,,,,,,,,,,,Frosinone,291,00:00:50.408,Pass,
,,,,,,,,,,,,,,,3.70136,,,,,,,,,,,,,,2a4063ee-0194-4df6-938b-ad602da5fd65,73,,"[6.7, 8.7]",3879808,1,,,,,0.13912825,,Right Foot,,,"[67.4, 17.2]",,High Pass,,61.29225,,,Stevan Jovetić,3434.0,,,,,Free Kick,1,From Free Kick,Samir Handanovič,7001.0,Goalkeeper,6,Inter Milan,238,['f0844708-c140-49dc-911d-75ded08c9bdb'],47,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:47.920,Pass,
,,,,,,,,,,,,,,,2.301971,,,,,,,,,,,,,,8fa269c9-750d-486a-925a-82328a8c80e8,76,,"[67.4, 17.2]",3879808,1,,,,True,1.5406849,,,,,"[67.9, 33.8]",,Low Pass,,16.607529,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Free Kick,Stevan Jovetić,3434.0,Right Center Forward,6,Inter Milan,238,"['0298a657-c097-4c31-9c91-064c158e257e', 'e702864e-3bd0-49a1-b6c3-3a76f3c4bcfc']",51,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:51.662,Pass,True
,,,,,,,,,,,,,,,1.800802,,,,,,,,,,,,,,08714210-ab5a-4914-b716-6fbda95bdcc4,80,,"[66.2, 34.8]",3879808,1,,,,,1.223611,,Right Foot,,,"[77.2, 65.2]",,Ground Pass,,32.328934,,,Jonathan Ludovic Biabiany,11497.0,,,,,,1,From Free Kick,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,6,Inter Milan,238,"['55d12056-4ada-4702-9eac-8f8bc73318ce', '64672723-b927-4f8d-b4b9-fec245d0fcbb']",54,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:54.341,Pass,True
,,,,,,,,,,,,,,,1.773578,,,,,,,,,,,,,,4b32cb31-7bed-4590-a61e-3ab6075309b1,83,,"[99.1, 61.4]",3879808,1,,,,,-1.1099696,,Right Foot,,,"[113.2, 33.0]",,High Pass,,31.70757,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Free Kick,Jonathan Ludovic Biabiany,11497.0,Right Midfield,6,Inter Milan,238,"['597d75fd-22da-468d-a35c-f02ca0d8dba2', '699275cf-a0fe-4826-8514-80c92aebb85d']",58,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:58.624,Pass,
,,,,,,,,,,,,,,,1.718135,,,,,,,,,,,,,,c8f6b7c9-6af2-4cea-98db-c728badeba7e,86,,"[102.8, 0.1]",3879808,2,,,,,1.1216668,,,,,"[113.5, 22.3]",,High Pass,,24.644066,Incomplete,,Ivan Perišić,5474.0,,,,,Throw-in,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,7,Inter Milan,238,"['55dd0915-a372-4392-a3ef-11c9dcfb26be', 'ed83f810-f246-44d3-9338-1684f0b7c2a2']",15,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:15.829,Pass,
,,,,,,,,,,,,,,,1.056661,,,,,,,,,,,,,,ed83f810-f246-44d3-9338-1684f0b7c2a2,88,,"[6.6, 57.8]",3879808,2,,,,,0.72425,,Head,,,"[17.0, 67.0]",,Low Pass,,13.885244,,,Mirko Gori,20636.0,,,,,Recovery,1,From Throw In,Aleandro Rosi,7462.0,Right Back,7,Inter Milan,238,"['88d45c51-8010-4710-b858-1865c95aaba7', 'c8f6b7c9-6af2-4cea-98db-c728badeba7e']",17,,,,,,,,,,,,,,,,,Frosinone,291,00:02:17.547,Pass,
,,,,,,,,,,,,,,,1.897678,,,,,,,,,,,,,,6e667606-06cc-4ddf-ab57-5212e96932c0,91,,"[18.4, 68.2]",3879808,2,,,,,-0.6542115,,Right Foot,,,"[34.7, 55.7]",,High Pass,,20.541178,Incomplete,,Oliver Kragl,8793.0,,,,,,1,From Throw In,Mirko Gori,20636.0,Right Center Midfield,7,Inter Milan,238,"['d324e156-d457-42d4-bb55-5d1802ade402', 'e3a73ff8-1c02-4c2d-ba1a-ef794a9dd01e', 'ed077a64-1bfd-4b89-9ff5-c569a1af801b']",18,,,,,,,,,,,,,,,,,Frosinone,291,00:02:18.604,Pass,True
,,,,,,,,,,,,,,,2.044809,,,,,,,,,,,,,,d324e156-d457-42d4-bb55-5d1802ade402,94,,"[85.4, 24.4]",3879808,2,,,,,1.3893286,8affbfc1-aa60-404b-934c-f2e62d19be29,Head,,,"[89.4, 46.2]",,High Pass,,22.163935,,,Danilo D''Ambrosio,6984.0,True,,,,Recovery,1,From Throw In,Marcelo Brozović,5469.0,Right Defensive Midfield,7,Inter Milan,238,"['6e667606-06cc-4ddf-ab57-5212e96932c0', 'd8710abf-d749-42eb-9eda-3cb6a8adac3c']",20,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:20.502,Pass,
,,,,,,,,,,,,,,,1.289361,,,,,,,,,,,,,,379d35d9-08a6-4a4a-944a-4f70c7e57392,103,,"[45.0, 58.8]",3879808,2,,,,,1.8520285,,Right Foot,,,"[42.4, 67.8]",,Ground Pass,,9.368031,Incomplete,,Mirko Gori,20636.0,,,,,,1,From Throw In,Daniel Ciofani,13613.0,Center Forward,7,Inter Milan,238,"['19ee65c3-e46c-4c37-9480-4f7c3e20be68', 'afc24a76-78fb-4e39-bab3-17481c9f18f4', 'd259ba94-88b0-4e53-b28e-f2b80bb9b9bc', 'd46f46f4-c711-42ec-8012-ef1b81f681df']",26,,,,,,,,,,,,,,,,,Frosinone,291,00:02:26.299,Pass,True
,,,,,,,,,True,,,,,,1.483737,,,,,,,,,,,,,,afc24a76-78fb-4e39-bab3-17481c9f18f4,105,,"[77.7, 12.3]",3879808,2,,,,,-0.36329144,,Left Foot,,,"[89.8, 7.7]",,Ground Pass,,12.944883,,,Stevan Jovetić,3434.0,,,,,Interception,1,From Throw In,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,7,Inter Milan,238,"['379d35d9-08a6-4a4a-944a-4f70c7e57392', 'f0560a07-0064-4b77-b162-c32b54489ade']",27,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:27.588,Pass,
,,,,,,,,,,,,,,,1.269129,,,,,,,,,,,,,,b7e028c4-6d8c-4c21-8204-d6b2f59dc913,108,,"[82.1, 6.3]",3879808,2,,,,,-0.34724078,,Right Foot,,,"[92.6, 2.5]",,Ground Pass,,11.166468,,,Alex Nicolao Telles,11183.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Right Center Forward,7,Inter Milan,238,['798f788b-7e6d-4d56-b1ef-3cdb8d55bd72'],31,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:31.982,Pass,
,,,,,,,,,,,,,,,0.832372,,,,,,,,,,,,,,735d9353-251e-488d-b223-494c33f21a9d,112,,"[92.6, 2.5]",3879808,2,,,,,3.0278006,,Left Foot,,,"[82.1, 3.7]",,Ground Pass,,10.568349,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,7,Inter Milan,238,"['50979969-5c55-47a3-b168-650abb6b1fc1', '93055d38-8334-4c36-803d-3b18228f7384']",33,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:33.482,Pass,True
,,,,,,,,,,,,,,,0.74704,,,,,,,,,,,,,,716a327b-e205-45fb-81ba-c3ac0b59b62f,116,,"[83.4, 4.6]",3879808,2,,,,,0.26543036,,Right Foot,,,"[93.7, 7.4]",,High Pass,,10.6737995,,,Ivan Perišić,5474.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Right Center Forward,7,Inter Milan,238,"['b24feb77-71e4-4bac-b66b-20cb6094d220', 'ed975aca-f59f-4b87-85c5-8ba762fd3966']",34,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:34.421,Pass,True
,,,,,,,,,,,,,,,0.894574,,,,,,,,,,,,,,b1117cc1-ba04-4d31-b38a-43e273d5d46c,118,,"[93.7, 7.4]",3879808,2,,,,,3.1075149,,Head,,,"[84.9, 7.7]",,High Pass,,8.805112,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Ivan Perišić,5474.0,Left Midfield,7,Inter Milan,238,['3e8046e3-660f-4988-8daf-5b8a7f75fd6a'],35,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:35.248,Pass,
,,,,,,,,,,,,,,,1.416136,,,,,,,,,,,,,,03fbdd55-3904-4abb-9cb5-ccc2a5db570d,122,,"[84.9, 10.2]",3879808,2,,,,,2.1845665,,Right Foot,,,"[75.6, 23.4]",,Ground Pass,,16.147137,,,Marcelo Brozović,5469.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Right Center Forward,7,Inter Milan,238,"['18b55523-5976-41f6-a617-59dd6da3a3b4', 'ba3873b1-5a4b-44e3-882c-201989e31cbf']",37,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:37.117,Pass,True
,,,,,,,,,,,,,,,0.993617,,,,,,,,,,,,,,47499bcb-5b5b-46f8-9ac3-2c6a3334f782,125,,"[75.6, 23.4]",3879808,2,,,,,-1.5707964,,Right Foot,,,"[75.6, 8.7]",,Ground Pass,,14.7,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Right Defensive Midfield,7,Inter Milan,238,['a29e288c-64d4-4592-8151-398b4179c7da'],38,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:38.613,Pass,
