50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.11441,,,,,,,,,,,,,,,8b97a257-f862-4504-925e-ae763d5f4777,15,,"[57.1, 54.8]",3879602,0,,,,,1.9513026,,Right Foot,,,"[49.5, 73.8]",,Ground Pass,,20.463627,,,,Matteo Ciofani,31721.0,,,,,,1,From Kick Off,Yussif Raman Chibsah,9903.0,Right Defensive Midfield,2,Frosinone,291,['170a1386-76d3-4cc1-90e9-0f728a5fbab6'],9,,,,,,,,,,,,,,,,,Frosinone,291,00:00:09.853,Pass,
,,,,,,,,,,,,,,,,,,,2.068641,,,,,,,,,,,,,,,9955e25d-372d-44fa-af74-f8b24da77c26,18,,"[48.7, 70.6]",3879602,0,,,,,-0.54166484,,Left Foot,,,"[72.3, 56.4]",,High Pass,,27.542694,,Incomplete,,Daniel Ciofani,13613.0,,,,,,1,From Kick Off,Matteo Ciofani,31721.0,Right Back,2,Frosinone,291,"['1b84cc90-e832-41cc-a35c-3c48cdba0e71', '553e1895-0da2-4327-8224-d0d8137410ae']",12,,,,,,,,,,,,,,,,,Frosinone,291,00:00:12.882,Pass,
,,,,,,,,,,,,,,,,,,,0.846601,,,,,,,,,,,,,,,1b84cc90-e832-41cc-a35c-3c48cdba0e71,20,,"[47.8, 23.7]",3879602,0,,,,,-0.97459716,,Head,,,"[51.6, 18.1]",,Low Pass,,6.7675695,,Incomplete,,Mario Suárez Mata,23488.0,,,,,Recovery,1,From Kick Off,Milan Badelj,6305.0,Right Defensive Midfield,2,Frosinone,291,"['54c49911-5b51-4980-9b45-7511e1b2a49a', '9955e25d-372d-44fa-af74-f8b24da77c26', 'aa3bd722-c48a-4464-a303-acf7730d3aa1']",14,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:14.951,Pass,
,,,,,,,,,,,,,,,,,,,3.056849,,,,,,,,,,,,,,,f47320e8-c118-4846-b5cf-911706a9c028,24,,"[62.9, 61.7]",3879602,0,,,,,-0.8848473,,Right Foot,,,"[83.2, 36.9]",,Ground Pass,,32.04887,,Incomplete,,Daniel Ciofani,13613.0,,,,,Recovery,1,From Kick Off,Yussif Raman Chibsah,9903.0,Right Defensive Midfield,2,Frosinone,291,"['036c8c05-90d0-4c2a-bf51-31a0ed284eff', 'a8b2c969-bfab-4199-9fef-ec25fa7ed6f4', 'db8f75fc-a7e5-471d-87dd-11cb856522e3']",17,,,,,,,,,,,,,,,,,Frosinone,291,00:00:17.095,Pass,True
,,,,,,,,,,,,,,,,,,,3.379433,,,,,,,,,,,,,,,de0d95ac-bc39-43d8-b3f7-acb1254ad6db,28,,"[51.1, 60.2]",3879602,0,,,,,-0.35974705,,Right Foot,,,"[107.2, 39.1]",,High Pass,,59.936802,,Incomplete,,Khouma El Hadji Babacar,7125.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Frosinone,291,"['10c049a3-16c4-41d1-b52b-154e8fbbbb46', 'a06da872-b632-467b-a203-45a7165f04b8']",24,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:24.155,Pass,
,,,,,,,,,,,,,,,,,,,3.11071,,,,,,,,,,,,,,,351b472a-a2cd-4eeb-8327-05ee86f9bd97,32,,"[15.5, 46.0]",3879602,0,,,,,0.6625629,,Right Foot,,,"[51.9, 74.4]",,High Pass,,46.16839,,,,Luca Paganini,23470.0,,,,,,1,From Kick Off,Massimo Zenildo Zappino,386510.0,Goalkeeper,2,Frosinone,291,['a223b034-d04e-464f-a57c-753da028ac6c'],36,,,,,,,,,,,,,,,,,Frosinone,291,00:00:36.179,Pass,
,,,,,,,,,,,,,,,,,,,2.008711,,,,,,,,,,,,,,,9a67bc1f-a923-4c2f-9974-c9efdc8bb6bc,34,,"[52.6, 73.0]",3879602,0,,,,,-1.3460852,,Head,,,"[55.0, 62.5]",,High Pass,,10.770794,,Incomplete,,Daniele Verde,7699.0,,,,,,1,From Kick Off,Luca Paganini,23470.0,Right Midfield,2,Frosinone,291,"['312997a7-52e1-4948-be65-d8c5e893ef19', '3c8b005c-e77d-4040-a285-f96183d8deb2']",39,,,,,,,,,,,,,,,,,Frosinone,291,00:00:39.290,Pass,
,,,,,,,,,,,,,,,,,,,1.037483,,,,,,,,,,,,,,,266760f8-90d7-4a12-ad71-0a3bd90f5060,48,,"[62.0, 55.7]",3879602,0,,,,,1.3559809,,Left Foot,,,"[63.2, 61.2]",,Ground Pass,,5.6293874,,Incomplete,,Daniele Verde,7699.0,,,,,,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,"['2c8908f4-be60-45e6-9873-24613a107750', 'dfb2b06c-6c7d-49a5-80b4-b8462c774729']",47,,,,,,,,,,,,,,,,,Frosinone,291,00:00:47.741,Pass,
,,,,,,,,,,,,,,,,,,,0.775062,,,,,,,,,,,,,,,58cc081e-38a9-48ab-bdac-4de8f0bdc400,63,,"[80.3, 67.8]",3879602,0,,,,,-1.069783,,Right Foot,,,"[87.2, 55.2]",,Ground Pass,,14.365583,,,,Daniel Ciofani,13613.0,,,,,,1,From Kick Off,Luca Paganini,23470.0,Right Midfield,2,Frosinone,291,"['d5c08f88-2b82-497e-9985-c3301b8ae6a1', 'e29efbd6-006f-4f6e-aaf8-35b44a5cdb23']",58,,,,,,,,,,,,,,,,,Frosinone,291,00:00:58.732,Pass,True
,,,,,,,,,,,,,,,,,,,1.389504,,,,,,,,,,,,,,,1a813d5c-9591-4868-b04c-505853c15b7e,67,,"[90.4, 59.6]",3879602,1,,,,,0.9926359,,Left Foot,,,"[98.1, 71.4]",,Ground Pass,,14.090068,,,,Daniele Verde,7699.0,,,,,,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,['70167ebb-f8ee-4e99-bbff-ec75cfaa4116'],1,,,,,,,,,,,,,,,,,Frosinone,291,00:01:01.290,Pass,
,,,,,,,,,,,,,,,,,,,1.894185,,,,,,,,,,,,,,,a1ad05f8-5fd6-49fb-b963-2bce92570a5c,80,,"[43.0, 25.8]",3879602,1,,,,,-0.7157436,,Right Foot,,,"[63.7, 7.8]",,Ground Pass,,27.431551,,,,Borja Valero Iglesias,6997.0,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,3,Fiorentina,239,['29adb721-e4d7-47b5-be19-ab1fc4313758'],10,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:10.960,Pass,
,,,,,,,,,,,,,,,,,,,0.971424,,,,,,,,,,,,,,,7be63a06-cc50-4956-98f9-68df966807c7,83,,"[90.1, 18.8]",3879602,1,,,,,2.4346845,,Right Foot,,,"[85.3, 22.9]",,Ground Pass,,6.3126855,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,3,Fiorentina,239,['78a894b3-02fa-4fc9-9658-0e2cece04605'],20,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:20.796,Pass,
,,,,,,,,,,,,,,,,,,,1.461755,,,,,,,,,,,,,,,03ce7716-0f3e-448f-9d91-ee3e36d06beb,86,,"[85.3, 22.9]",3879602,1,,,,,1.7116485,,Right Foot,,,"[81.5, 49.7]",,Ground Pass,,27.068062,,,,Nenad Tomović,7056.0,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,3,Fiorentina,239,['e5e392d2-c3c9-4d16-aa12-1d8961c0fc38'],22,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:22.583,Pass,
,,,,,,,,,,,,,,,,,,,2.151147,,,,,,,,,,,,,,,759557a2-52dc-4706-927f-cec2380520ce,89,,"[90.2, 50.6]",3879602,1,,,,,0.8312843,,Right Foot,,,"[108.9, 71.1]",,Ground Pass,,27.747793,,,,Ante Rebić,5465.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,3,Fiorentina,239,['472d8f01-ebef-45d5-b51e-2e82c198378d'],25,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:25.742,Pass,
,,,,,,,,,,,,,,,,,,,0.229321,,,,,,,,,,,,,,,65fe7709-53f8-40b9-a1aa-7658940f550b,92,,"[113.0, 71.1]",3879602,1,,,,,-1.7894653,,Right Foot,,,"[111.6, 64.8]",,Low Pass,,6.453681,,Incomplete,,,,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,3,Fiorentina,239,['71cbe4e6-7931-40e8-a029-e0ff4d654b29'],29,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:29.368,Pass,
,,,,,,,,,,,,,,,,,,,2.287535,,,,,,,,,,,,,,,eddba1b2-5c09-4aa2-ac3b-3af26e8efc0a,96,,"[14.5, 21.0]",3879602,1,,,,,0.08899507,,Right Foot,,,"[47.0, 23.9]",,High Pass,,32.629128,,Incomplete,,Daniel Ciofani,13613.0,,,,,,1,Regular Play,Alessandro Frara,386512.0,Left Midfield,4,Frosinone,291,"['51b5e726-82ac-49e8-88c9-f44bc7fe27e3', '7c5cd408-93b0-4c7c-a2b4-61710c6d066c']",31,,,,,,,,,,,,,,,,,Frosinone,291,00:01:31.761,Pass,
,,,,,,,,,,,,,,,,,,,1.232413,,,,,,,,,,,,,,,a19fe8a0-2c7b-4b7f-99bd-d45dcc95e9e3,101,,"[73.1, 53.8]",3879602,1,,,,True,-1.0974402,,,,,"[81.5, 37.4]",,High Pass,,18.42607,,Incomplete,,Khouma El Hadji Babacar,7125.0,,,,,Recovery,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,4,Frosinone,291,"['35438c1b-95dc-4ad9-a08a-2e813bb336dc', '98d342ba-daef-451c-96a2-7ea4e0497089', 'bd70e723-b22e-47fd-857c-7b3b1261b009']",39,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:39.321,Pass,True
,,,,,,,,,,,,,,,,,,,0.455881,,,,,,,,,,,,,,,1732fd9c-33ab-4d7f-a756-bdb83d287d41,107,,"[79.6, 49.4]",3879602,1,,,,,-0.4502256,,Right Foot,,,"[85.6, 46.5]",,Ground Pass,,6.664083,,,,Khouma El Hadji Babacar,7125.0,,,,,Recovery,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,5,Fiorentina,239,"['0786032c-8a8e-43e2-9945-8671f6f33119', 'bccf4286-9faa-432b-b805-b38fd88479f6']",42,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:42.191,Pass,True
,,,,,,,,,,,,,,,,,,,1.580557,,,,,,,,,,,,,,,424e1d54-17df-4a99-9add-b10d46a09379,115,,"[35.0, 30.2]",3879602,1,,,,,-0.13182768,,Right Foot,,,"[53.1, 27.8]",,Ground Pass,,18.258423,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,5,Fiorentina,239,['b757ee45-50d3-4c55-a814-f4f3e87c6b27'],51,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:51.095,Pass,
,,,,,,,,,,,,,,,,,,,0.870345,,,,,,,,,,,,,,,280cfbf4-db88-4c97-95e5-1a76ebc6759d,118,,"[55.3, 26.6]",3879602,1,,,,,-0.22589141,,Right Foot,,,"[71.4, 22.9]",,Ground Pass,,16.519686,,,,Borja Valero Iglesias,6997.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['f4886d3f-57d6-4a0e-99df-672da5141b6b'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:54.112,Pass,
,,,,,,,,,,,,,,,,,,,0.888546,,,,,,,,,,,,,,,5944a72d-4410-4280-a6df-39173f72b0a1,122,,"[72.3, 23.2]",3879602,1,,,,,2.8370817,,Right Foot,,,"[61.8, 26.5]",,Ground Pass,,11.006362,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,5,Fiorentina,239,"['1e1edd06-31e5-4ef4-89a8-4c446f86399c', '7a701026-9c1c-4f39-865e-c9d920201a16']",55,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:55.062,Pass,True
,,,,,,,,,,,,,,,,,,,0.924918,,,,,,,,,,,,,,,3dd1b23b-b039-47be-a11f-f0eecadc0564,126,,"[62.2, 27.0]",3879602,1,,,,,1.5398784,,Right Foot,,,"[62.5, 36.7]",,Ground Pass,,9.7046385,,,,Milan Badelj,6305.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['cde7eb58-9bc6-4bdd-940a-bfb3fe8030bb'],56,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:56.715,Pass,
,,,,,,,,,,,,,,,,,,,0.879489,,,,,,,,,,,,,,,b9a0b91e-0cce-43ed-b6fa-3deb199b2792,129,,"[62.5, 36.7]",3879602,1,,,,,-2.0246403,,Right Foot,,,"[60.5, 32.6]",,Ground Pass,,4.561798,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,5,Fiorentina,239,['28346fa8-ab28-4821-b7ae-16f4eded22d8'],57,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:57.680,Pass,
,,,,,,,,,,,,,,,,,,,2.312083,,,,,,,,,,,,,,,b6e36193-fe98-4d61-bfa7-ffa7ff175053,132,,"[60.5, 32.6]",3879602,1,,,,,1.6411499,,Right Foot,,,"[58.4, 62.4]",,Ground Pass,,29.873901,,,,Nenad Tomović,7056.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,5,Fiorentina,239,['a4a2df81-9ace-4311-8d72-5511998462cc'],58,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:58.639,Pass,
,,,,,,,,,,,,,,,,,,,1.620337,,,,,,,,,,,,,,,a4541ce1-4273-4486-b061-aa5b0c6b1601,135,,"[68.3, 62.2]",3879602,2,,,,,0.521017,,Left Foot,,,"[91.3, 75.4]",,Ground Pass,,26.518673,,,,Ante Rebić,5465.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,5,Fiorentina,239,['a94c7fc2-3441-4f1a-9dfb-a6e5c8bc7ec5'],2,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:02.639,Pass,
,,,,,,,,,,,,,,,,,,,2.020814,,,,,,,,,,,,,,,3e874dc3-f543-46f8-b3da-e253f3c81915,138,,"[91.3, 75.4]",3879602,2,,,,,-0.41031015,,Right Foot,,,"[111.3, 66.7]",,Ground Pass,,21.810318,,,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,5,Fiorentina,239,['b858dcd7-9596-4db2-bac3-f9a7af88cfdf'],4,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:04.339,Pass,
,,,,,,,,,,,,,,,,,,,1.512593,,,,,,,,,,,,,,,787f0345-e7f2-428f-b9a6-f39370b17ab5,144,,"[120.0, 80.0]",3879602,2,,,,,-1.815775,9451bce6-78a1-4811-9370-309ac03768b2,Right Foot,,,"[110.9, 43.6]",,High Pass,,37.52026,,,True,Mario Suárez Mata,23488.0,True,,Outswinging,,Corner,1,From Corner,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,6,Fiorentina,239,['e55dbe79-9215-4b83-92e1-d341077e85cb'],32,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:32.468,Pass,
,,,,,,,,,,,,,,,,,,,1.472328,,,,,,,,,,,,,,,81c9bdac-de21-4f1d-ab74-4040b066fe9e,152,,"[115.7, 14.8]",3879602,2,,,,,-2.488746,,Right Foot,,,"[107.2, 8.3]",,Ground Pass,,10.700467,,,,Manuel Pasqual,11516.0,,,,,,1,From Corner,Ante Rebić,5465.0,Right Wing Back,6,Fiorentina,239,['152e7288-f637-46a3-96c0-a83538e18c4c'],38,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:38.737,Pass,
,,,,,,,,,,,,,,,,,,,4.339359,,,,,,,,,,,,,,,41a1076b-a275-4903-8169-468800063e77,156,,"[107.5, 8.0]",3879602,2,,,,,1.4042317,,Left Foot,True,,"[115.2, 53.8]",,High Pass,,46.44276,,Incomplete,,,,,True,,,,1,From Corner,Manuel Pasqual,11516.0,Left Wing Back,6,Fiorentina,239,['e43c8e71-a971-4f43-b9e3-2dd27269de0c'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:40.249,Pass,
,,,,,,,,,,,,,,,,,,,1.128298,,,,,,,,,,,,,,,ff9c4bbe-bb25-4350-b97d-62c4cd764f99,158,,"[91.3, 68.7]",3879602,2,,,,,0.15264933,,Head,,,"[99.1, 69.9]",,Low Pass,,7.891768,,,,Matías Ariel Fernández Fernández,26192.0,,,,,Recovery,1,From Corner,Milan Badelj,6305.0,Right Defensive Midfield,6,Fiorentina,239,['eb90eca3-b366-4380-bb28-33d1cfe9e577'],47,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:47.925,Pass,
,,,,,,,,,,,,,,,,,,,1.062172,,,,,,,,,,,,,,,a9d85069-e77b-488c-a06e-1bd6a4c0f296,162,,"[94.7, 69.9]",3879602,2,,,,,3.0783858,,Right Foot,,,"[86.8, 70.4]",,Ground Pass,,7.915807,,,,Milan Badelj,6305.0,,,,,,1,From Corner,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,6,Fiorentina,239,"['10a30bd6-c574-4f2e-b1ea-6237e1099c8a', 'cdbaac77-1190-495b-8c7f-08da24e51efb']",51,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:51.022,Pass,True
