50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.779233,,,,,,,,,,,,,,971efdb9-8b8b-4ae0-a94a-54323cbcace0,32,,"[41.0, 2.9]",3878557,0,,,,,0.402114,,Left Foot,,,,"[49.7, 6.6]",,Ground Pass,,9.4541,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,3,Palermo,2256,"['31a0d3da-ec0a-4ce0-8ce7-72d3e2de979c', 'b3eccc47-1eaf-4bc2-8ef5-df1d3621c5c0']",25,,,,,,,,,,,,,,,,,Udinese,230,00:00:25.529,Pass,
,,,,,,,,,,,,,,,,,,,0.167826,,,,,,,,,,,,,,4f37387b-bf8f-43a6-b8c7-eed80ca46cfc,37,,"[73.6, 71.4]",3878557,0,,,,,0.0,,Left Foot,,,,"[74.9, 71.4]",,Ground Pass,,1.3,Incomplete,,Andrea Rispoli,30769.0,,,,,,1,From Throw In,Mato Jajalo,30735.0,Center Defensive Midfield,3,Palermo,2256,"['6bd1d0cc-10e1-4e4f-9c24-b0022a363a8a', 'b56f5b63-4a9d-412f-bc96-d3a8961bc56d']",27,,,,,,,,,,,,,,,,,Palermo,2256,00:00:27.910,Pass,
,,,,,,,,,,,,,,,,,,,1.421082,,,,,,,,,,,,,,08d2c778-cc9b-4ba2-ac19-8af77ac78305,43,,"[72.8, 27.7]",3878557,0,,,,,-0.9311712,,Right Foot,,,,"[88.2, 7.0]",,Ground Pass,,25.800194,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,4,Udinese,230,['acfc85bd-058b-4bb6-aa65-6a0415f43efb'],33,,,,,,,,,,,,,,,,,Udinese,230,00:00:33.186,Pass,
,,,,,,,,,,,,,,,,,,,1.909884,,,,,,,,,,,,,,98eea677-68f6-4e45-ba0c-00504878b3e8,60,,"[105.8, 0.1]",3878557,1,,,,,1.6163574,,,True,,,"[104.3, 33.0]",,High Pass,,32.934177,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,5,Udinese,230,"['18ebe7aa-114d-4ffb-8044-b891e9e5d079', '3b72d9cc-33d8-464c-ab0c-806d9214a4a7']",0,,,,,,,,,,,,,,,,,Udinese,230,00:01:00.727,Pass,
,,,,,,,,,,,,,,,,,,,2.250536,,,,,,,,,,,,,,cf4edc36-8cd2-44fe-95b5-998fae84ad9b,65,,"[58.2, 24.3]",3878557,1,,,,,-0.8559331,,Head,,,,"[75.3, 4.6]",,High Pass,,26.086395,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,Recovery,1,From Throw In,Danilo Larangeira,7799.0,Center Back,5,Udinese,230,['ed6724e0-036a-4ee5-872d-9f7a781b1000'],8,,,,,,,,,,,,,,,,,Udinese,230,00:01:08.548,Pass,
,,,,,,,,,,,,,,,,,,,1.542024,,,,,,,,,,,,,,8bfe05a8-d0c2-4014-9eaa-19e01d8a2f02,68,,"[76.4, 3.4]",3878557,1,,,,,0.15575299,,Right Foot,,,,"[88.5, 5.3]",,High Pass,,12.248265,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,5,Udinese,230,['77cd9307-02ee-4ad5-8799-8ed944d88407'],10,,,,,,,,,,,,,,,,,Udinese,230,00:01:10.878,Pass,
,,,,,,,,,,,,,,,,,,,2.350987,,,,,,,,,,,,,,da055673-94d8-4a32-a186-3b907883596f,73,,"[42.7, 80.0]",3878557,1,,,,,-0.20269899,,,,,,"[75.3, 73.3]",,High Pass,,33.281376,Incomplete,,Aleksandar Trajkovski,30512.0,,,,,Throw-in,1,From Throw In,Andrea Rispoli,30769.0,Right Wing Back,6,Palermo,2256,"['04df854a-d221-45cf-8cee-6a4810c4428b', 'b1bbc508-a150-4940-8b44-8d8666f580e4']",28,,,,,,,,,,,,,,,,,Palermo,2256,00:01:28.387,Pass,
,,,,,,,,,,,,,,,,,,,1.909475,,,,,,,,,,,,,,04df854a-d221-45cf-8cee-6a4810c4428b,76,,"[44.8, 6.8]",3878557,1,,,,True,0.19436526,,,,,,"[57.5, 9.3]",,High Pass,,12.943725,,,Bruno Miguel Borges Fernandes,5204.0,,,,,Recovery,1,From Throw In,Danilo Larangeira,7799.0,Center Back,6,Palermo,2256,"['1c68940c-c7c6-4480-914b-335f6f9a4469', '651a21d8-667f-483f-b0ae-145f56247fbb', 'da055673-94d8-4a32-a186-3b907883596f']",30,,,,,,,,,,,,,,,,,Udinese,230,00:01:30.738,Pass,True
,,,,,,,,,,,,,,,,,,,1.689913,,,,,,,,,,,,,,1180dec6-c7b2-426a-9ce0-0783fc6b2c38,78,,"[57.1, 9.3]",3878557,1,,,,True,0.47102755,,,,,,"[67.9, 14.8]",,High Pass,,12.119819,Incomplete,,Cyril Théréau,8272.0,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,6,Palermo,2256,"['25506c9a-02f5-4229-a6b6-dcd3a23a64e8', '4bea49ca-c5ec-4e7c-a5fd-90d33e235e04', '86251fc7-5cf1-41d3-aa85-253958f570ff']",32,,,,,,,,,,,,,,,,,Udinese,230,00:01:32.728,Pass,True
,,,,,,,,,,,,,,,,,,,2.074421,,,,,,,,,,,,,,25506c9a-02f5-4229-a6b6-dcd3a23a64e8,81,,"[52.2, 65.3]",3878557,1,,,,,-2.1028728,,Right Foot,,,,"[37.6, 40.5]",,Low Pass,,28.778463,,,Abdelhamid El Kaoutari,23329.0,,,,,Recovery,1,From Throw In,Mato Jajalo,30735.0,Center Defensive Midfield,6,Palermo,2256,"['1180dec6-c7b2-426a-9ce0-0783fc6b2c38', 'cd8772bf-fb13-4599-abbc-252ba91d9e52']",34,,,,,,,,,,,,,,,,,Palermo,2256,00:01:34.418,Pass,
,,,,,,,,,,,,,,,,,,,1.191973,,,,,,,,,,,,,,4cae9309-3632-4da2-8426-dc8c49e7b45e,84,,"[25.5, 23.8]",3878557,1,,,,,-1.0975567,,Left Foot,,,,"[34.0, 7.2]",,Ground Pass,,18.649664,,,Achraf Lazaar,10032.0,,,,,,1,From Throw In,Abdelhamid El Kaoutari,23329.0,Left Center Back,6,Palermo,2256,['08870562-0ccb-4965-af7a-29007cd33688'],39,,,,,,,,,,,,,,,,,Palermo,2256,00:01:39.334,Pass,
,,,,,,,,,,,,,,,,,,,2.40686,,,,,,,,,,,,,,ebf5ff54-9cb5-4326-9b01-5ba806d113ab,87,,"[40.6, 5.1]",3878557,1,,,,,0.10755252,,Left Foot,,,,"[79.5, 9.3]",,High Pass,,39.12608,,,Robin Quaison,8552.0,,,,,,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,6,Palermo,2256,['908558f3-2659-4f6a-8603-16548143b639'],42,,,,,,,,,,,,,,,,,Palermo,2256,00:01:42.660,Pass,
,,,,,,,,,,,,,,,,,,,0.729543,,,,,,,,,,,,,,a9e1d9a8-0950-40e8-bf29-eeda88596ed7,93,,"[85.3, 0.1]",3878557,2,,,,,0.15264933,,,,,,"[94.4, 1.5]",,Low Pass,,9.207063,,,Robin Quaison,8552.0,,,,,Throw-in,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,7,Palermo,2256,['f27888e5-f4fa-4a7c-b84c-d89a56206c6a'],1,,,,,,,,,,,,,,,,,Palermo,2256,00:02:01.366,Pass,
,,,,,,,,,,,,,,,,,,,7.007831,,,,,,,,,,,,,,c6281035-c075-4b3b-a3be-cbf8d555ce48,101,,"[37.4, 64.2]",3878557,2,,,,,-0.7886985,,Right Foot,,,,"[82.7, 18.6]",,High Pass,,64.27636,Incomplete,,Cyril Théréau,8272.0,,True,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,7,Palermo,2256,"['00a7651c-81b9-4e27-b5b7-ac8fbde8a503', 'ecb1b193-3c22-4034-8450-96663886db71']",8,,,,,,,,,,,,,,,,,Udinese,230,00:02:08.065,Pass,
,,,,,,,,,,,,,,,,,,,1.826107,,,,,,,,,,,,,,a45f0d32-29e3-4a2f-a16c-acecb0274936,105,,"[31.0, 61.9]",3878557,2,,,,,-2.3648899,,Right Foot,,,,"[19.4, 50.5]",,Ground Pass,,16.26407,,,Giancarlo González Castro,5584.0,,,,,,1,From Throw In,Aljaž Struna,24061.0,Right Center Back,7,Palermo,2256,['a55ca290-e150-4345-9162-52f246ee890d'],17,,,,,,,,,,,,,,,,,Palermo,2256,00:02:17.210,Pass,
,,,,,,,,,,,,,,,,,,,2.476132,,,,,,,,,,,,,,1ef9471d-e1d6-4007-a08f-6855e8eb05a3,108,,"[20.2, 48.8]",3878557,2,,,,,-1.0602348,,Right Foot,,,,"[43.5, 7.2]",,Ground Pass,,47.68071,,,Achraf Lazaar,10032.0,,True,,,,1,From Throw In,Giancarlo González Castro,5584.0,Center Back,7,Palermo,2256,['c889efa7-13ef-4432-a28d-c5cc0f858dcf'],20,,,,,,,,,,,,,,,,,Palermo,2256,00:02:20.499,Pass,
,,,,,,,,,,,,,,,,,,,2.012485,,,,,,,,,,,,,,d331b130-a98f-4879-b18d-7c11dc4008e5,114,,"[55.6, 0.1]",3878557,2,,,,,2.660454,,,,,,"[42.0, 7.2]",,Low Pass,,15.341773,,,Abdelhamid El Kaoutari,23329.0,,,,,Throw-in,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,8,Palermo,2256,['9304457e-2d45-4e40-8c02-02813500412c'],31,,,,,,,,,,,,,,,,,Palermo,2256,00:02:31.959,Pass,
,,,,,,,,,,,,,,,,,,,1.656367,,,,,,,,,,,,,,67346a22-52a2-4bb7-8afd-968d33dd00c3,117,,"[42.7, 7.8]",3878557,2,,,,,1.760575,,Left Foot,,,,"[39.3, 25.5]",,Ground Pass,,18.023596,,,Giancarlo González Castro,5584.0,,,,,,1,From Throw In,Abdelhamid El Kaoutari,23329.0,Left Center Back,8,Palermo,2256,['fc171bdc-738b-43ac-a1e1-2f4d14cba684'],34,,,,,,,,,,,,,,,,,Palermo,2256,00:02:34.725,Pass,
,,,,,,,,,,,,,,,,,,,1.787976,,,,,,,,,,,,,,50056ea0-6714-4334-939a-e1fc232dada1,120,,"[48.0, 51.3]",3878557,2,,,,,0.8857624,,Right Foot,,,,"[67.2, 74.8]",,Ground Pass,,30.346169,,,Andrea Rispoli,30769.0,,,,,,1,From Throw In,Giancarlo González Castro,5584.0,Center Back,8,Palermo,2256,['437d127f-0096-479e-9c2d-37260f0a301c'],40,,,,,,,,,,,,,,,,,Palermo,2256,00:02:40.190,Pass,
,,,,,,,,,,,,,,,,,,,3.564099,,,,,,,,,,,,,,0adb1ce7-638a-42c3-bdf7-db0c6a60f032,123,,"[73.8, 75.2]",3878557,2,,,,,0.019478057,,Right Foot,,,,"[120.0, 76.1]",,Low Pass,,46.208767,Out,,Franco Damián Vázquez,6719.0,,,,,,1,From Throw In,Andrea Rispoli,30769.0,Right Wing Back,8,Palermo,2256,['145d6199-ebb4-4f3f-bed9-4c9bd8ce2eac'],44,,,,,,,,,,,,,,,,,Palermo,2256,00:02:44.032,Pass,
,,,,,,,,,,,,,,,,,,,3.167628,,,,,,,,,,,,,,12c52ed7-3de2-4203-811e-0745a7d94ac0,125,,"[7.0, 44.1]",3878557,3,,,,,0.20440413,,Right Foot,,,,"[75.5, 58.3]",,High Pass,,69.956345,,,Duván Esteban Zapata Banguera,7017.0,,,,,Goal Kick,1,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,9,Udinese,230,['ae37652a-260a-4a8d-82ce-83ac89f214ef'],10,,,,,,,,,,,,,,,,,Udinese,230,00:03:10.846,Pass,
,,,,,,,,,,,,,,,,,,,2.251357,,,,,,,,,,,,,,dbb677fb-21cc-4121-b410-886e96db28a4,128,,"[75.5, 58.3]",3878557,3,,,,True,-1.8013182,,,,,,"[73.2, 48.5]",,High Pass,,10.06628,Incomplete,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Goal Kick,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,9,Udinese,230,"['0ea5ea92-d890-41de-b846-54f18fdb0222', '56f07c9c-8682-43f2-95e2-49f9d2d6f850', '8a5b4571-0cc8-4c8d-af67-ac16d2bdd9f9']",14,,,,,,,,,,,,,,,,,Udinese,230,00:03:14.094,Pass,True
,,,,,,,,,,,,,,,,,,,2.581075,,,,,,,,,,,,,,8a5b4571-0cc8-4c8d-af67-ac16d2bdd9f9,131,,"[46.9, 31.6]",3878557,3,,,,True,2.6997995,,,,,,"[32.1, 38.6]",,Low Pass,,16.371927,,,Aljaž Struna,24061.0,,,,,Recovery,1,Regular Play,Aleksandar Trajkovski,30512.0,Center Forward,10,Palermo,2256,"['4230d454-dd28-434c-9921-1e8365aa7bb0', 'c0afe71c-cf8f-46f4-add4-91d62b682456', 'dbb677fb-21cc-4121-b410-886e96db28a4']",16,,,,,,,,,,,,,,,,,Palermo,2256,00:03:16.345,Pass,True
,,,,,,,,,,,,,,,,,,,1.320143,,,,,,,,,,,,,,482b56c5-2f68-4bfa-b2ac-afd45eabd46b,134,,"[44.2, 58.7]",3878557,3,,,,,1.1659045,,Left Foot,,,,"[51.1, 74.8]",,Ground Pass,,17.516277,,,Andrea Rispoli,30769.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Center Back,10,Palermo,2256,['b7d53901-85b9-419a-b22b-cd0769b36b96'],21,,,,,,,,,,,,,,,,,Palermo,2256,00:03:21.636,Pass,
,,,,,,,,,,,,,,,,,,,0.121525,,,,,,,,,,,,,,7bd4f33b-aa01-4935-a4ca-2935eb4442c1,138,,"[50.5, 76.5]",3878557,3,,,,,-0.15264933,,Right Foot,,,,"[51.8, 76.3]",,Ground Pass,,1.3152946,Incomplete,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Andrea Rispoli,30769.0,Right Wing Back,10,Palermo,2256,"['89821f47-038c-4880-894e-f840acec6954', 'a83eb2f7-62f3-4815-a768-ebac6fdfb6b5']",23,,,,,,,,,,,,,,,,,Palermo,2256,00:03:23.958,Pass,
,,,,,,,,,,,,,,,,,,,2.924196,,,,,,,,,,,,,,4c49799d-6f9e-42bd-8e30-964b753ab85c,141,,"[63.4, 80.0]",3878557,3,,True,,,-0.17960767,,,,,,"[99.2, 73.5]",,High Pass,,36.3853,,,Aleksandar Trajkovski,30512.0,,,,,Throw-in,1,From Throw In,Andrea Rispoli,30769.0,Right Wing Back,11,Palermo,2256,['fadfe850-7db2-4568-a193-09245b986e95'],29,,,,,,,,,,,,,,,,,Palermo,2256,00:03:29.629,Pass,
,,,,,,,,,,,,,,,,,,,0.914528,,,,,,,,,,,,,,ef592489-2cdb-4ce7-aeda-4b20af7e3d6b,143,,"[105.0, 76.1]",3878557,3,,,,,3.0648208,,Right Foot,,,,"[92.0, 77.1]",,Ground Pass,,13.038404,,,Andrea Rispoli,30769.0,,,,,,1,From Throw In,Aleksandar Trajkovski,30512.0,Center Forward,11,Palermo,2256,['6dc91979-0f24-4e2c-9bdd-0306fb4612e4'],36,,,,,,,,,,,,,,,,,Palermo,2256,00:03:36.297,Pass,
,,,,,,,,,,,,,,,,,,,0.568766,,,,,,,,,,,,,,3edc3b17-b82b-4172-9c64-c680b5cbce26,146,,"[90.4, 76.5]",3878557,3,,,,,-2.2808657,,Right Foot,,,,"[85.5, 70.8]",,Ground Pass,,7.5166483,,,Franco Damián Vázquez,6719.0,,,,,,1,From Throw In,Andrea Rispoli,30769.0,Right Wing Back,11,Palermo,2256,['03bdee0d-4e1d-429b-82d1-8546d3403250'],37,,,,,,,,,,,,,,,,,Palermo,2256,00:03:37.976,Pass,
,,,,,,,,,,,,,,,,,,,2.097501,,,,,,,,,,,,,,1186ee7d-be84-457f-be15-9b85a9cb5c25,150,,"[84.6, 69.3]",3878557,3,,,,,-1.7097906,,Left Foot,,,,"[81.9, 50.0]",,Ground Pass,,19.487946,,,Mato Jajalo,30735.0,,,,,,1,From Throw In,Franco Damián Vázquez,6719.0,Center Attacking Midfield,11,Palermo,2256,['025c80f8-ccc5-4a2a-9893-e88dd9a6ec05'],40,,,,,,,,,,,,,,,,,Palermo,2256,00:03:40.914,Pass,
,,,,,,,,,,,,,,,,,,,1.183582,,,,,,,,,,,,,,a1b8f0f2-7c2b-433d-bcee-19a1ddca66d4,152,,"[81.4, 44.7]",3878557,3,,,,,-1.3291343,,Right Foot,,,,"[88.4, 16.3]",,Ground Pass,,29.249958,,,Achraf Lazaar,10032.0,,,,,,1,From Throw In,Mato Jajalo,30735.0,Center Defensive Midfield,11,Palermo,2256,['06b6769c-6ec9-48e0-8613-aa370019b250'],43,,,,,,,,,,,,,,,,,Palermo,2256,00:03:43.012,Pass,
,,,,,,,,,,,,,,,,,,,1.243601,,,,,,,,,,,,,,7e00e760-4784-48b2-a1b2-f8c48b268772,154,,"[88.7, 17.8]",3878557,3,,,,,0.8064921,,Left Foot,,,,"[100.3, 29.9]",,Low Pass,,16.76216,,,Robin Quaison,8552.0,,,,,,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,11,Palermo,2256,['69bebf54-e358-4147-b931-aea329d5d05e'],44,,,,,,,,,,,,,,,,,Palermo,2256,00:03:44.195,Pass,
