50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.385082,,,,,,,,,,,,,f703f951-6812-4bd1-ac4c-8fbe4717b137,15,,,"[53.3, 39.7]",3879863,0,,,,-1.4583693,,Head,,,"[54.0, 33.5]",,High Pass,6.239391,,,Incomplete,,,,,,,,1,From Kick Off,Emil Hallfreðsson,5512.0,Left Center Midfield,2,Atalanta,228,['4f307b3e-43e6-4f88-bbd9-c93872eaf92b'],9,,,,,,,,,,,,,,,,Udinese,230,00:00:09.013,Pass,
,,,,,,,,,,,,,,,0.728596,,,,,,,,,,,,,97ca132c-cc9c-4f42-878d-106eaab8bc2b,25,,,"[76.0, 75.7]",3879863,0,,,,-0.47734538,,Right Foot,,,"[84.7, 71.2]",,Ground Pass,9.794897,,,,,Marco D''Alessandro,8184.0,,,,,1,From Kick Off,Marten de Roon,6994.0,Left Defensive Midfield,2,Atalanta,228,['564b1887-6134-400d-825f-8198fe46b519'],15,,,,,,,,,,,,,,,,Atalanta,228,00:00:15.984,Pass,
,,,,,,,,,,,,,,,0.893785,,,,,,,,,,,,,bbb25638-5003-4664-bf97-66a80433fb7b,29,,,"[81.5, 71.0]",3879863,0,,,,2.896614,,Left Foot,,,"[65.5, 75.0]",,Ground Pass,16.492422,,,,,Marten de Roon,6994.0,,,,,1,From Kick Off,Marco D''Alessandro,8184.0,Right Wing,2,Atalanta,228,"['0ce30b35-de5a-4734-b0ec-4ebb3d9c52d0', '34286cd0-6334-4a7b-98a0-2d9e69959f2a']",17,,,,,,,,,,,,,,,,Atalanta,228,00:00:17.783,Pass,True
,,,,,,,,,,,,,,,1.089582,,,,,,,,,,,,,eadc422c-aef1-4582-ad91-885608a54fae,33,,,"[51.3, 75.9]",3879863,0,,,,-1.6226017,,Left Foot,,,"[50.6, 62.4]",,Ground Pass,13.518136,,,,,Luca Cigarini,8420.0,,,,,1,From Kick Off,Marten de Roon,6994.0,Left Defensive Midfield,2,Atalanta,228,"['4bd130cd-4cf2-4ca9-8d22-2ba0dfbb5250', '7bfaa8df-ce16-4d3c-a1d6-822debf1e59d']",22,,,,,,,,,,,,,,,,Atalanta,228,00:00:22.728,Pass,True
,,,,,,,,,,,,,,,1.488691,,,,,,,,,,,,,cf4b780b-aabb-4a9b-844a-680251f955d7,36,,,"[49.7, 61.9]",3879863,0,,,,2.4030914,,Right Foot,,,"[35.2, 75.1]",,Ground Pass,19.608418,,,,,Andrea Masiello,6992.0,,,,,1,From Kick Off,Luca Cigarini,8420.0,Right Defensive Midfield,2,Atalanta,228,['f6030982-00ca-4b8c-8773-ff4de3f8fce7'],24,,,,,,,,,,,,,,,,Atalanta,228,00:00:24.073,Pass,
,,,,,,,,,,,,,,,0.849574,,,,,,,,,,,,,dcb4f8d7-c0fe-4b3e-a4e2-23bd44c4c560,39,,,"[35.0, 73.3]",3879863,0,,,,-1.308337,,Right Foot,,,"[36.8, 66.6]",,Ground Pass,6.9375787,,,,,Alessandro Diamanti,19847.0,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Center Back,2,Atalanta,228,['abac7de3-49e0-4a08-8d3e-6ec731c2b138'],26,,,,,,,,,,,,,,,,Atalanta,228,00:00:26.819,Pass,
,,,,,,,,,,,,,,,0.766321,,,,,,,,,,,,,bcd675a2-1f35-4d54-84d8-7da62daa241e,43,,,"[40.9, 71.6]",3879863,0,,,,0.48885235,,Right Foot,,,"[50.3, 76.6]",,Ground Pass,10.647065,,,,,Gianpaolo Bellini,386607.0,,,,,1,From Kick Off,Alessandro Diamanti,19847.0,Center Attacking Midfield,2,Atalanta,228,"['243f6840-767f-49ec-ac14-9ad941e01e42', '882b021e-9b0a-487b-835c-1398c9d14b79']",29,,,,,,,,,,,,,,,,Atalanta,228,00:00:29.705,Pass,True
,,,,,,,,,,,,,,,1.280984,,,,,,,,,,,,,2ad9c99e-323c-4a5a-9eb2-4290693b53b9,46,,,"[53.2, 77.1]",3879863,0,,,,-0.24387369,,Right Foot,,,"[74.5, 71.8]",,High Pass,21.949488,,,,,Alessandro Diamanti,19847.0,,,,,1,From Kick Off,Gianpaolo Bellini,386607.0,Right Back,2,Atalanta,228,['ba75a007-558e-40e1-9f50-c60548102d50'],33,,,,,,,,,,,,,,,,Atalanta,228,00:00:33.295,Pass,
,,,,,,,,,,,,,,,1.82401,,,,,,,,,,,,,b6d80533-fa0d-4f07-8b4a-8bb3b4536392,50,,,"[75.7, 73.5]",3879863,0,,,,0.48615184,,Left Foot,,,"[88.0, 80.0]",,High Pass,13.911865,,,Out,,Marco D''Alessandro,8184.0,,,,,1,From Kick Off,Alessandro Diamanti,19847.0,Center Attacking Midfield,2,Atalanta,228,"['74d1f251-beb5-4453-b22e-f9a5e36246fe', '7aa82262-ed35-4a71-9d07-997ff3aa96e1']",35,,,,,,,,,,,,,,,,Atalanta,228,00:00:35.559,Pass,True
,,,,,,,,,,,,,,,1.317307,,,,,,,,,,,,,f77ade07-d2a8-4dbe-bf9b-7b14df9411ea,52,,,"[39.9, 0.1]",3879863,0,,,,0.13370052,,,,,"[57.0, 2.4]",,Low Pass,17.253984,,,,,Cyril Théréau,8272.0,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,3,Udinese,230,['ea259f9c-5781-4ee0-9c29-d9f960ac81ab'],46,,,,,,,,,,,,,,,,Udinese,230,00:00:46.257,Pass,
,,,,,,,,,,,,,,,0.857239,,,,,,,,,,,,,3030602a-5dd5-4e33-a92e-270b60ff8590,56,,,"[50.3, 4.7]",3879863,0,,,,-3.051672,,Right Foot,,,"[38.1, 3.6]",,Ground Pass,12.24949,,,,,Maurizio Domizzi,386654.0,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,3,Udinese,230,['02faa54e-03b6-4ad1-86e0-df223c0e3857'],50,,,,,,,,,,,,,,,,Udinese,230,00:00:50.492,Pass,
,,,,,,,,,,,,,,,5.195812,,,,,,,,,,,,,b064343e-3b5f-47c6-9be9-35437ecad7c9,58,,,"[38.1, 4.0]",3879863,0,,,,0.13872582,,Left Foot,,,"[91.1, 11.4]",,High Pass,53.51411,,,,,Duván Esteban Zapata Banguera,7017.0,,,,,1,From Throw In,Maurizio Domizzi,386654.0,Left Center Back,3,Udinese,230,['2f931a09-d6c7-4ab1-aaf8-8335c0627815'],51,,,,,,,,,,,,,,,,Udinese,230,00:00:51.349,Pass,
,,,,,,,,,,,,,,,2.176644,,,,,,,,,,,,,59f559ea-d0f6-4dd3-8110-533f9b3d9e19,62,,,"[90.8, 10.6]",3879863,0,,,,-0.41566187,,Left Foot,,,"[105.3, 4.2]",,Low Pass,15.849606,,,,,Emil Hallfreðsson,5512.0,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,3,Udinese,230,['7708eae9-9324-42d6-a91e-f57a65256e6e'],56,,,,,,,,,,,,,,,,Udinese,230,00:00:56.898,Pass,
,,,,,,,,,,,,,,,0.293557,,,,,,,,,,,,,14724694-1276-498a-93f3-9d4b0dbfe664,64,,,"[108.8, 3.5]",3879863,0,,,,1.4000611,,Left Foot,,,"[109.3, 6.4]",,Low Pass,2.942788,,,Incomplete,,,,,,,,1,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,3,Udinese,230,['5a1b0d5b-15e8-44cf-a08a-9094d5ed608d'],59,,,,,,,,,,,,,,,,Udinese,230,00:00:59.075,Pass,
,,,,,,,,,,,,,,,1.794257,,,,,,,,,,,,,31a780ef-28b4-466c-859c-9ff07fb4fc75,66,,,"[111.6, 0.1]",3879863,1,,,,2.9916842,,,,,"[92.4, 3.0]",,Low Pass,19.417776,,,,,Maurizio Domizzi,386654.0,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,4,Udinese,230,['ad21b70e-5f71-462f-9f3c-3be5b2c875a2'],25,,,,,,,,,,,,,,,,Udinese,230,00:01:25.636,Pass,
,,,,,,,,,,,,,,,0.684609,,,,,,,,,,,,,72a3a2be-9cbe-4e68-a617-c38418af363b,69,,,"[91.7, 3.6]",3879863,1,,,,0.57637525,,Left Foot,,,"[97.7, 7.5]",,Ground Pass,7.1561165,,,,,Emil Hallfreðsson,5512.0,,,,,1,From Throw In,Maurizio Domizzi,386654.0,Left Center Back,4,Udinese,230,['b865a73f-c528-4c6c-8920-a7a49937c536'],28,,,,,,,,,,,,,,,,Udinese,230,00:01:28.801,Pass,
,,,,,,,,,,,,,,,0.819166,,,,,,,,,,,,,eb241e97-3530-4db9-a27c-598fd1106daa,71,,,"[98.8, 8.1]",3879863,1,,,,-1.0452125,,Left Foot,,,"[101.7, 3.1]",,Ground Pass,5.7801385,,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,1,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,4,Udinese,230,['8ce3436d-86f0-4ac3-bf7c-6af7de9ede60'],29,,,,,,,,,,,,,,,,Udinese,230,00:01:29.485,Pass,
,,,,,,,,,,,,,,,1.133679,,,,,,,,,,,,,032dc9ab-1f75-475c-8fe9-26c553de891f,78,,,"[24.1, 77.0]",3879863,1,,,,0.046695005,,Right Foot,,,"[34.8, 77.5]",,Ground Pass,10.711676,,,Incomplete,,Marco D''Alessandro,8184.0,,,,,1,Regular Play,Luca Cigarini,8420.0,Right Defensive Midfield,5,Atalanta,228,"['78da1150-a0ff-4b27-9bb5-6d6daa718ec5', 'eb10e424-7109-4605-9308-8ce8b01e1668']",33,,,,,,,,,,,,,,,,Atalanta,228,00:01:33.966,Pass,
,,,,,,,,,,,,,,,1.124015,,,,,,,,,,,,,e11af540-8f98-480d-ad66-9518d82cc4ad,81,,,"[40.7, 80.0]",3879863,1,True,,,-1.1760052,,,,,"[43.2, 74.0]",,Low Pass,6.5,,,,,Luca Cigarini,8420.0,,,,Throw-in,1,From Throw In,Gianpaolo Bellini,386607.0,Right Back,6,Atalanta,228,['ab15e052-eceb-47e4-963e-0ecef5b04be1'],57,,,,,,,,,,,,,,,,Atalanta,228,00:01:57.205,Pass,
,,,,,,,,,,,,,,,1.023367,,,,,,,,,,,,,3f97ac6c-022a-4593-bf76-83856a51dbd2,83,,,"[43.3, 72.8]",3879863,1,,,,1.9853032,,Left Foot,,,"[41.1, 77.8]",,Ground Pass,5.4626,,,Incomplete,,Gianpaolo Bellini,386607.0,,,,,1,From Throw In,Luca Cigarini,8420.0,Right Defensive Midfield,6,Atalanta,228,"['62426f8e-2730-41c3-9a14-a738c0e444aa', 'affeee71-c7a3-491d-bf44-386b0f2dc58b']",58,,,,,,,,,,,,,,,,Atalanta,228,00:01:58.402,Pass,
,,,,,,,,,,,,,,,0.998363,,,,,,,,,,,,,af0e27c0-ea43-4124-818a-e83e47a637b0,88,,,"[87.0, 1.2]",3879863,2,,,,2.6320004,,Left Foot,,,"[80.2, 5.0]",,Ground Pass,7.7897367,,,,,Zdravko Kuzmanović,6577.0,,,,,1,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,7,Udinese,230,['19bd42d0-cdfc-46c2-9c0e-9319b4e39a8a'],3,,,,,,,,,,,,,,,,Udinese,230,00:02:03.180,Pass,
,,,,,,,,,,,,,,,1.81236,,,,,,,,,,,,,fc83971a-85f4-4ed6-b5d6-730302ef6bdf,91,,,"[79.4, 5.4]",3879863,2,,,,2.2192788,,Right Foot,,,"[60.0, 31.0]",,Ground Pass,32.1204,,,,,Danilo Larangeira,7799.0,,,,,1,Regular Play,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,7,Udinese,230,['b0ee26e5-b571-4618-94f5-7454c377b965'],5,,,,,,,,,,,,,,,,Udinese,230,00:02:05.298,Pass,
,,,,,,,,,,,,,,,0.910129,,,,,,,,,,,,,a6dd24de-5d33-41d7-9764-ed7fe06e7fd0,94,,,"[71.4, 44.2]",3879863,2,,,,0.13489017,,Right Foot,,,"[85.4, 46.1]",,Ground Pass,14.128341,,,Incomplete,,Cyril Théréau,8272.0,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,7,Udinese,230,"['330b2060-f0b8-4ec7-a637-e903cef04115', '583ec625-cd74-46b7-9e3b-f2cd0547b8a0']",11,,,,,,,,,,,,,,,,Udinese,230,00:02:11.623,Pass,
,,,,,,,,,,,,,,,1.322334,,,,,,,,,,,,,590de6f0-e565-42dd-b0dd-39a5516857c4,98,,,"[72.8, 58.7]",3879863,2,,,,-1.8678606,,Right Foot,,,"[69.8, 48.9]",,Ground Pass,10.248902,,,,,Zdravko Kuzmanović,6577.0,,,,Recovery,1,Regular Play,Molla Wagué,3577.0,Right Center Back,7,Udinese,230,"['132dc77b-f5f0-4208-ae31-aa042a0e3248', '57095ac4-b412-42eb-910c-47f3c40439d8']",14,,,,,,,,,,,,,,,,Udinese,230,00:02:14.598,Pass,True
,,,,,,,,,,,,,,,1.980839,,,,,,,,,,,,,663a1def-2955-4dfd-9112-6fa140d9fa3e,101,,,"[66.5, 40.4]",3879863,2,,,,-1.7582254,,Right Foot,,,"[63.2, 23.0]",,Ground Pass,17.710167,,,,,Maurizio Domizzi,386654.0,,,,,1,Regular Play,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,7,Udinese,230,['10ddb087-ca0b-4ab0-bd82-82aec59d983c'],17,,,,,,,,,,,,,,,,Udinese,230,00:02:17.841,Pass,
,,,,,,,,,,,,,,,1.533832,,,,,,,,,,,,,568be3fb-f1bb-4620-bcaf-d7e899e5b37d,104,,,"[73.6, 21.7]",3879863,2,,,,0.5612387,,Left Foot,,,"[100.8, 38.8]",,High Pass,32.128647,,,Incomplete,,Emmanuel Agyemang-Badu,24722.0,,,,,1,Regular Play,Maurizio Domizzi,386654.0,Left Center Back,7,Udinese,230,"['d9343710-67ca-4d86-855b-b91454c16bc8', 'ddb44bbf-aa52-4678-8585-011382db81ba']",22,,,,,,,,,,,,,,,,Udinese,230,00:02:22.542,Pass,
,,,,,,,,,,,,,,,2.185085,,,,,,,,,,,,,9297bd4b-99eb-4d99-8333-30e01a494839,108,,,"[41.4, 37.0]",3879863,2,,,,-1.2596711,,Left Foot,,,"[49.6, 11.5]",,Ground Pass,26.786003,,,,,Jasmin Kurtič,6941.0,,,,Recovery,1,Regular Play,Alessandro Diamanti,19847.0,Center Attacking Midfield,8,Atalanta,228,"['2609a6c6-c694-4b49-b27c-153f533a0ec0', 'f3dcd558-46eb-4c83-be62-ea4cf838abdc']",26,,,,,,,,,,,,,,,,Atalanta,228,00:02:26.649,Pass,True
,,,,,,,,,,,,,,,1.087401,,,,,,,,,,,,,184dc6e8-7c41-453b-a40c-3ef86c75b877,111,,,"[86.0, 8.5]",3879863,2,,,,2.5037625,,Right Foot,,,"[77.5, 14.8]",,Ground Pass,10.58017,,,,,Alessandro Diamanti,19847.0,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Left Wing,8,Atalanta,228,['fde3d130-01c5-4c92-ac26-c848afce7530'],33,,,,,,,,,,,,,,,,Atalanta,228,00:02:33.798,Pass,
,,,,,,,,,,,,,,,0.937556,,,,,,,,,,,,,39929414-a25a-49a9-b9a4-796b581e6ffa,114,,,"[83.7, 14.4]",3879863,2,,,,0.92848146,,Left Foot,,,"[93.8, 27.9]",,Low Pass,16.860012,,,Incomplete,,Marco Borriello,8871.0,,,,,1,Regular Play,Alessandro Diamanti,19847.0,Center Attacking Midfield,8,Atalanta,228,"['6c71cb94-5ce5-4404-b1c6-4be1fead4eff', '8ec5b35a-f1fe-444c-92cc-5c32dda2a15c']",36,,,,,,,,,,,,,,,,Atalanta,228,00:02:36.202,Pass,
,,,,,,,,,,,,,,,1.253389,,,,,,,,,,,,,09fce2ea-1d1e-448a-b2f6-46511f1e11d3,119,,,"[77.6, 26.6]",3879863,2,,,,-1.3933352,,Right Foot,,,"[80.9, 8.2]",,Ground Pass,18.693583,,,,,Jasmin Kurtič,6941.0,,,,Recovery,1,Regular Play,Marten de Roon,6994.0,Left Defensive Midfield,8,Atalanta,228,"['640b23e5-d520-4929-934b-6888ad3f43f2', '65a22df8-9673-4423-8a04-2e8694a92acc']",39,,,,,,,,,,,,,,,,Atalanta,228,00:02:39.158,Pass,True
,,,,,,,,,,,,,,,0.760209,,,,,,,,,,,,,9f3e5a37-9c92-4241-a39f-b9581c24055c,122,,,"[80.2, 7.8]",3879863,2,,,,-0.4928364,,Right Foot,,,"[85.6, 4.9]",,Ground Pass,6.129437,,,,,Davide Brivio,31231.0,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Left Wing,8,Atalanta,228,['54fee083-6c88-42d5-a5df-76b087495351'],41,,,,,,,,,,,,,,,,Atalanta,228,00:02:41.208,Pass,
,,,,,,,,,,,,,,,0.606754,,,,,,,,,,,,,7cf32edf-bfab-4980-97a9-a707957dca7f,125,,,"[85.8, 4.9]",3879863,2,,,,2.427502,,Left Foot,,,"[82.8, 7.5]",,Ground Pass,3.9698865,,,,,Jasmin Kurtič,6941.0,,,,,1,Regular Play,Davide Brivio,31231.0,Left Back,8,Atalanta,228,['780a9228-6490-450a-981b-89a46fbb6624'],42,,,,,,,,,,,,,,,,Atalanta,228,00:02:42.088,Pass,
,,,,,,,,,,,,,,,0.9795,,,,,,,,,,,,,f1e737f2-7749-4417-8275-2a34c35ec417,128,,,"[79.9, 8.9]",3879863,2,,,,3.1415927,,Left Foot,,,"[72.4, 8.9]",,Ground Pass,7.5,,,,,Alessandro Diamanti,19847.0,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Left Wing,8,Atalanta,228,['8cf7d418-83fa-4a37-979a-3db431637c39'],43,,,,,,,,,,,,,,,,Atalanta,228,00:02:43.371,Pass,
