50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.518861,,,,,,,,,,,,,13fed9ef-bc3e-4492-9c18-3506d5cff561,16,,,"[31.9, 71.5]",3879678,0,,,,,0.4048918,,Head,,"[48.7, 78.7]",,High Pass,,18.277855,,Incomplete,,Emmanuel Agyemang-Badu,24722.0,,,,,Recovery,1,From Kick Off,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,2,Carpi,1683,"['6591c680-2c3c-4bf8-a802-3a4d589650fd', 'b5816c47-1fd8-4c34-940e-d118a23bd1bb', 'c8f32585-524b-4a67-a7a1-7ba93ff39d3b']",8,,,,,,,,,,,,,,,,,Udinese,230,00:00:08.615,Pass,
,,,,,,,,,,,,,,,,,,1.281313,,,,,,,,,,,,,6591c680-2c3c-4bf8-a802-3a4d589650fd,18,,,"[71.4, 1.4]",3879678,0,,,,,-0.124354996,,Head,,"[78.6, 0.5]",,Low Pass,,7.256032,,,,Antonio Di Gaudio,11502.0,,,,,Recovery,1,From Kick Off,Raffaele Bianco,352172.0,Left Defensive Midfield,2,Carpi,1683,"['0eaa4669-ee8d-44df-b090-b6c58433c8b0', '13fed9ef-bc3e-4492-9c18-3506d5cff561']",11,,,,,,,,,,,,,,,,,Carpi,1683,00:00:11.133,Pass,
,,,,,,,,,,,,,,,,,,2.043845,,,,,,,,,,,,,86853711-7a25-4410-9b52-1abbcbbc8c29,22,,,"[48.9, 80.0]",3879678,0,,,,,-0.105726734,,,,"[73.4, 77.4]",,High Pass,,24.637573,,,,Stipe Perica,7805.0,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,3,Udinese,230,['d65fe40e-5af7-4cc2-9275-7348e3b48672'],20,,,,,,,,,,,,,,,,,Udinese,230,00:00:20.070,Pass,
,,,,,,,,,,,,,,,,,,1.77799,,,,,,,,,,,,,a123a032-e38c-4957-b994-edd1480d0200,24,,,"[74.1, 77.5]",3879678,0,,,,,-1.5505971,,Head,,"[74.3, 67.6]",,High Pass,,9.90202,,Incomplete,,Cyril Théréau,8272.0,,,,,,1,From Throw In,Stipe Perica,7805.0,Right Center Forward,3,Udinese,230,"['93381d91-23f6-4015-8a5d-21332d579f62', '970a6ac7-e521-4ea3-82a5-b3d7d653fda1']",22,,,,,,,,,,,,,,,,,Udinese,230,00:00:22.239,Pass,
,,,,,,,,,,,,,,,,,,2.835543,,,,,,,,,,,,,93381d91-23f6-4015-8a5d-21332d579f62,27,,,"[45.8, 12.5]",3879678,0,,,,,1.3992324,,Right Foot,,"[49.3, 32.7]",,High Pass,,20.500975,,Incomplete,,Lorenzo Pasciuti,387472.0,,,,,Recovery,1,From Throw In,Isaac Cofie,7460.0,Right Defensive Midfield,3,Udinese,230,"['55a2a00c-0416-4840-aeb7-a29efe394799', '75faa123-b3b9-41ad-938a-54910642667d', 'a123a032-e38c-4957-b994-edd1480d0200']",24,,,,,,,,,,,,,,,,,Carpi,1683,00:00:24.017,Pass,
,,,,,,,,,,,,,,,,,,2.216644,,,,,,,,,,,,,75faa123-b3b9-41ad-938a-54910642667d,29,,,"[70.8, 47.4]",3879678,0,,,,,-1.3965515,,Head,,"[75.5, 20.7]",,High Pass,,27.110514,,Incomplete,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,Recovery,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,3,Udinese,230,"['38d9fae7-fd39-46a1-9042-8ef73d89c101', '93381d91-23f6-4015-8a5d-21332d579f62', 'b46fa81e-9dd6-43e6-9fcf-90f17fec3ea4']",26,,,,,,,,,,,,,,,,,Udinese,230,00:00:26.853,Pass,
,,,,,,,,,,,,,,,,,,1.215546,,,,,,,,,,,,,91f59da9-3186-4583-b5a6-fa13f7a3aa1b,36,,,"[43.0, 59.1]",3879678,0,,True,,,-1.7078625,,Right Foot,,"[40.6, 41.7]",,Ground Pass,,17.564737,,,,Raffaele Bianco,352172.0,,,,,Free Kick,1,From Free Kick,Isaac Cofie,7460.0,Right Defensive Midfield,5,Carpi,1683,['c2f71958-e8d1-45d0-8a21-e12ad906d73c'],34,,,,,,,,,,,,,,,,,Carpi,1683,00:00:34.591,Pass,
,,,,,,,,,,,,,,,,,,1.673018,,,,,,,,,,,,,1b55e6a5-12a7-4d19-a35c-5b61b2325457,38,,,"[40.6, 41.7]",3879678,0,,,,,-2.23707,,Right Foot,,"[29.2, 27.2]",,Ground Pass,,18.444782,,,,Riccardo Gagliolo,11499.0,,,,,,1,From Free Kick,Raffaele Bianco,352172.0,Left Defensive Midfield,5,Carpi,1683,['6a2727ac-30cb-420e-9d7f-a2bffe9e7e97'],36,,,,,,,,,,,,,,,,,Carpi,1683,00:00:36.205,Pass,
,,,,,,,,,,,,,,,,,,1.525971,,,,,,,,,,,,,5a62bc88-ca79-43b6-8f7c-aa8bf9fcede7,41,,,"[29.2, 27.0]",3879678,0,,,,,-1.1469287,,Right Foot,,"[36.6, 10.6]",,Ground Pass,,17.99222,,,,Gaetano Letizia,7114.0,,,,,,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Center Back,5,Carpi,1683,['6bfcb529-05c6-484f-86c7-1c2f6579f461'],37,,,,,,,,,,,,,,,,,Carpi,1683,00:00:37.907,Pass,
,,,,,,,,,,,,,,,,,,1.926114,,,,,,,,,,,,,afa666ab-3b70-440d-8af2-f01a5c555760,44,,,"[38.3, 10.4]",3879678,0,,,,,0.57017916,,Right Foot,,"[64.5, 27.2]",,Ground Pass,,31.123625,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,From Free Kick,Gaetano Letizia,7114.0,Left Back,5,Carpi,1683,['5ccd101f-5569-42c3-a30b-e264f8c7b6de'],40,,,,,,,,,,,,,,,,,Carpi,1683,00:00:40.422,Pass,
,,,,,,,,,,,,,,,,,,1.369794,,,,,,,,,,,,,f4fefe7f-73ae-4a49-823e-5db3052ec5c6,48,,,"[63.6, 28.1]",3879678,0,,,,,0.6518691,,Right Foot,,"[71.2, 33.9]",,Ground Pass,,9.560335,,Incomplete,,Lorenzo Lollo,30829.0,,,,,,1,From Free Kick,Jerry Uche Mbakogu,32608.0,Center Forward,5,Carpi,1683,"['53af3d62-47af-49ee-8ce1-e28632912d4c', 'd0556027-4a01-4109-81d5-55dc56c23895']",42,,,,,,,,,,,,,,,,,Carpi,1683,00:00:42.449,Pass,
,,,,,,,,,,,,,,,,,,2.38213,,,,,,,,,,,,,5f1d41a1-a5f2-4243-bfa8-6015836887b9,52,,,"[50.2, 44.1]",3879678,0,,,,,0.55581445,,Left Foot,,"[89.0, 68.2]",,High Pass,,45.675488,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Free Kick,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,5,Carpi,1683,"['0507a22d-39e2-481c-b875-d14b2a2b6a8b', 'ee4762b7-3093-4db9-8c05-5d4b4f2f8827']",44,,,,,,,,,,,,,,,,,Udinese,230,00:00:44.759,Pass,
,,,,,,,,,,,,True,,,,,,1.216508,,,,,,,,,,,,,0507a22d-39e2-481c-b875-d14b2a2b6a8b,54,,,"[31.1, 11.9]",3879678,0,,,,True,-0.13040331,,,,"[37.2, 11.1]",,Low Pass,,6.1522355,,Incomplete,,,,,,,,Interception,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Center Back,5,Carpi,1683,"['0686acb9-9bec-496b-b5a2-7832ce59e6e1', '5f1d41a1-a5f2-4243-bfa8-6015836887b9', 'c73714d4-bc58-4c7e-b83f-358f52464518']",47,,,,,,,,,,,,,,,,,Carpi,1683,00:00:47.141,Pass,True
,,,,,,,,,,,,,,,,,,1.596127,,,,,,,,,,,,,c73714d4-bc58-4c7e-b83f-358f52464518,56,,,"[82.9, 69.0]",3879678,0,,,,,-1.19154,,Right Foot,,"[88.4, 55.2]",,High Pass,,14.8556385,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,Recovery,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,5,Carpi,1683,"['0507a22d-39e2-481c-b875-d14b2a2b6a8b', '3f4d0aee-953d-43e4-82c4-781e1aac3dd1', 'eb22775c-b63d-4d8f-8156-8e6bf3f13d0e']",48,,,,,,,,,,,,,,,,,Udinese,230,00:00:48.357,Pass,
,,,,,,,,,,,,,,,,,,3.051184,,,,,,,,,,,,,00089c11-c095-45fe-8bbb-461967b7549b,59,,,"[86.9, 47.9]",3879678,0,,,,,-1.070289,,Left Foot,,"[106.7, 11.7]",,Ground Pass,,41.26112,,Incomplete,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,Recovery,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,5,Carpi,1683,"['ac2166eb-d41f-4391-b71f-0cc95bf18d09', 'ccd464b0-6033-45cf-805c-649718a72b6e']",52,,,,,,,,,,,,,,,,,Udinese,230,00:00:52.112,Pass,
,,,,,,,,,,,,,,,,,,0.081626,,,,,,,,,,,,,4fb973fd-13af-4ed0-b4bf-88d228cc5f20,64,,,"[5.9, 77.6]",3879678,0,,,,,0.0,,Right Foot,,"[7.4, 77.6]",,Ground Pass,,1.5,,Incomplete,,Lorenzo Pasciuti,387472.0,,,,,,1,From Free Kick,Cristian Zaccardo,387300.0,Right Back,5,Carpi,1683,"['adad56f2-1955-483c-8208-7633f13d714f', 'ae86909b-32d6-4a9b-8aea-348f0000e708']",56,,,,,,,,,,,,,,,,,Carpi,1683,00:00:56.780,Pass,
,,,,,,,,,,,,,,,,,,2.105389,,,,,,,,,,,,,cdbd221f-aab1-488f-a8bd-db426baf5102,67,,,"[22.9, 80.0]",3879678,1,,,,,-0.25215802,,,,"[45.8, 74.1]",,High Pass,,23.647833,,,,Jerry Uche Mbakogu,32608.0,,,,,Throw-in,1,From Throw In,Cristian Zaccardo,387300.0,Right Back,6,Carpi,1683,['194e8edb-11c4-40bd-af38-9caa0ff9f0a5'],11,,,,,,,,,,,,,,,,,Carpi,1683,00:01:11.123,Pass,
,,,,,,,,,,,,,,,,,,1.752378,,,,,,,,,,,,,c2b13da0-7bfc-42d5-9f99-1975b4d6a0a3,69,,,"[45.8, 73.8]",3879678,1,,,,,-0.28290084,,Head,,"[54.4, 71.3]",,High Pass,,8.956003,,Incomplete,,Lorenzo Lollo,30829.0,,,,,,1,From Throw In,Jerry Uche Mbakogu,32608.0,Center Forward,6,Carpi,1683,"['38def9ca-631e-43e1-be9a-e668f38a728b', 'cdee89d3-83dc-4783-93fd-0ecc2f08879d']",13,,,,,,,,,,,,,,,,,Carpi,1683,00:01:13.310,Pass,
,,,,,,,,,,,,,,,,,,5.557794,,,,,,,,,,,,,cdee89d3-83dc-4783-93fd-0ecc2f08879d,72,,,"[65.7, 8.8]",3879678,1,,,,,0.5562094,,Right Foot,,"[110.9, 36.9]",,High Pass,,53.222645,,Incomplete,,Stipe Perica,7805.0,,,,,Recovery,1,From Throw In,Danilo Larangeira,7799.0,Center Back,6,Carpi,1683,"['22da211c-07fa-4c1c-997e-1388a8bbb398', '3857d9d4-6c30-4953-aa31-b1ccc4f3f5b0', '745cfa62-ad89-4fcc-8e5d-67e617cab37e', 'c2b13da0-7bfc-42d5-9f99-1975b4d6a0a3']",15,,,,,,,,,,,,,,,,,Udinese,230,00:01:15.063,Pass,True
,,,,,,,,,,,,,,,,,,2.54536,,,,,,,,,,,,,04c17621-e1c0-4426-b509-7c5b66de323e,76,,,"[14.5, 45.5]",3879678,1,,,,,-1.3448812,,Keeper Arm,,"[20.2, 20.7]",,Ground Pass,,25.446611,,,,Gaetano Letizia,7114.0,,,,,,1,From Throw In,Vid Belec,8662.0,Goalkeeper,6,Carpi,1683,['1fd629b4-3631-4f9c-b281-7a8a9b6f6669'],21,,,,,,,,,,,,,,,,,Carpi,1683,00:01:21.890,Pass,
,,,,,,,,,,,,,,,,,,3.32477,,,,,,,,,,,,,289a1071-e990-4529-8b86-16a1b6aef0c4,85,,,"[85.6, 75.4]",3879678,2,,,,,-0.73554796,,Right Foot,,"[109.8, 53.5]",,Ground Pass,,32.63817,,Incomplete,,,,,,,,,1,Other,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,8,Udinese,230,['61f5e8a0-d1e1-4506-bd5c-692c6367c9fa'],29,,,,,,,,,,,,,,,,,Udinese,230,00:02:29.384,Pass,
,,,,,,,,,,,,,,,,,,3.019196,,,,,,,,,,,,,de5e59e2-daff-457d-bce6-ff54a145123c,89,,,"[25.7, 62.3]",3879678,2,,,,,-0.62562877,,Right Foot,,"[76.5, 25.6]",,High Pass,,62.67001,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Vid Belec,8662.0,Goalkeeper,9,Carpi,1683,"['07ff682a-e42f-4f19-bf83-59d4e2d3d3ff', '6999381f-718e-4d90-b8a2-38f09d70ce75']",48,,,,,,,,,,,,,,,,,Carpi,1683,00:02:48.486,Pass,
,,,,,,,,,,,,,,,,,,1.221772,,,,,,,,,,,,,c4271e96-5851-4ec8-8679-7d62a15b29d9,92,,,"[79.8, 7.1]",3879678,2,,,,,2.752276,,Right Foot,,"[68.1, 11.9]",,Ground Pass,,12.646343,,,,Raffaele Bianco,352172.0,,,,,Recovery,1,Regular Play,Antonio Di Gaudio,11502.0,Left Wing,9,Carpi,1683,['2f74f836-8eae-4ce1-9dbf-ad8b1c6a2e9a'],52,,,,,,,,,,,,,,,,,Carpi,1683,00:02:52.964,Pass,
,,,,,,,,,,,,,,,,,,1.144449,,,,,,,,,,,,,5e35d18f-9e75-49dd-92af-039b8010f01e,95,,,"[68.1, 11.5]",3879678,2,,,,,-0.9565468,,Right Foot,,"[74.8, 2.0]",,Ground Pass,,11.624973,,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Raffaele Bianco,352172.0,Left Defensive Midfield,9,Carpi,1683,['53216687-bf21-4d92-a5a5-75435b927ed0'],55,,,,,,,,,,,,,,,,,Carpi,1683,00:02:55.182,Pass,
,,,,,,,,,,,,,,,,,,3.918515,,,,,,,,,,,,,453110e1-0345-4e53-8815-6a896edd0e40,98,,,"[81.1, 1.0]",3879678,2,,,,,0.45328528,,Left Foot,,"[119.9, 19.9]",,High Pass,,43.15843,,Out,,Antonio Di Gaudio,11502.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Left Back,9,Carpi,1683,['32ee56e6-376b-4f92-b250-e1c4f6b0ce44'],57,,,,,,,,,,,,,,,,,Carpi,1683,00:02:57.716,Pass,
,,,,,,,,,,,,,,,,,,3.418602,,,,,,,,,,,,,839720d1-bbd6-4785-a249-6780114c2f8c,101,,,"[7.0, 44.1]",3879678,3,,,,,0.436196,,Right Foot,,"[70.5, 73.7]",,High Pass,,70.06004,,,,Emmanuel Agyemang-Badu,24722.0,,,,,Goal Kick,1,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,10,Udinese,230,['040cbc68-5570-491e-8d26-b0547abf3041'],29,,,,,,,,,,,,,,,,,Udinese,230,00:03:29.612,Pass,
,,,,,,,,,,,,,,,,,,1.582335,,,,,,,,,,,,,98dfc94f-2398-440b-80da-8dd78c96cc07,104,,,"[70.5, 73.7]",3879678,3,,,,True,0.11065722,,,,"[85.8, 75.4]",,High Pass,,15.394155,,,,Cyril Théréau,8272.0,,,,,,1,From Goal Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,10,Udinese,230,"['3b094427-3fa7-46e0-9675-0141c81fcef2', 'd0293a40-d524-41bf-8999-d6de462e7a06']",33,,,,,,,,,,,,,,,,,Udinese,230,00:03:33.030,Pass,True
,,,,,,,,,,,,,,,,,,1.285059,,,,,,,,,,,,,dc599c2f-1790-40da-b77a-80d47f245678,108,,,"[111.2, 74.5]",3879678,3,,,,,-1.6719537,,Right Foot,True,"[108.5, 47.9]",,High Pass,,26.73668,,Incomplete,,Stipe Perica,7805.0,,,,,,1,From Goal Kick,Cyril Théréau,8272.0,Left Center Forward,10,Udinese,230,"['124c377e-b7f2-4b8b-b0f3-db7bf214b1f8', 'ab84cde8-90e5-4d75-8f7a-da68a432d3c8']",38,,,,,,,,,,,,,,,,,Udinese,230,00:03:38.886,Pass,
,,,,,,,,,,,,,,,,,,1.479466,,,,,,,,,,,,,1d282013-823e-4d2a-86bb-58ee7032cd1a,112,,,"[103.9, 50.5]",3879678,3,,,,True,-2.6976469,,,,"[95.7, 46.6]",,Low Pass,,9.080198,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,Recovery,1,From Goal Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,10,Udinese,230,"['2ed01050-7026-4c8c-90b3-aa1cf94f241d', '68911093-f5f6-49f8-a66e-d4edaf7b126b', '70a436ee-11d0-4eb7-8c5d-b074573c8ba6']",42,,,,,,,,,,,,,,,,,Udinese,230,00:03:42.114,Pass,True
,,,,,,,,,,,,,,,,,,3.790906,,,,,,,,,,,,,9e3e7183-7a34-498c-87ff-bfc6bb305ea9,116,,,"[24.6, 30.2]",3879678,3,,,,,-0.17438504,,Left Foot,,"[84.2, 19.7]",,High Pass,,60.51785,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,From Goal Kick,Lorenzo Pasciuti,387472.0,Right Wing,10,Udinese,230,"['3445b063-c534-4eb4-b3f7-a41e7c30d1c5', '671ec440-91b9-437e-8569-0992a0598da0']",44,,,,,,,,,,,,,,,,,Carpi,1683,00:03:44.419,Pass,
