50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.073951,,,,,,,,,,,,,8c32e8e4-05dd-42cd-b25c-eef1c6dad8ea,16,,"[84.7, 7.0]",3879635,0,,,,True,-0.16051193,,,,,"[95.2, 5.3]",,High Pass,10.636729,,,,Adem Ljajić,5587.0,,,,,,Recovery,1,From Kick Off,Marcelo Brozović,5469.0,Left Center Midfield,2,Inter Milan,238,"['74c36a88-da67-4f67-8a40-da660bc2a907', '74e622f3-c588-4357-a188-e5e23e5e4cb8', 'bfc6f00d-f317-4910-8194-0c986989fd95']",13,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:13.114,Pass,True
,,,,,,,,,,,,,,,,,,0.588325,,,,,,,,,,,,,e506d109-e1ea-4cb3-b5aa-a66ac988faf6,20,,"[24.5, 80.0]",3879635,0,,True,,,-0.9774462,,,,,"[30.3, 71.4]",,Low Pass,10.373042,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,Right Back,3,Napoli,227,['c1187212-d534-4bf3-b881-7633f7978cc3'],21,,,,,,,,,,,,,,,,,,Napoli,227,00:00:21.295,Pass,
,,,,,,,,,,,,,,,,,,0.752273,,,,,,,,,,,,,b62e47d1-a000-4eed-acb8-55eef211cc89,23,,"[30.3, 71.0]",3879635,0,,,,,2.1401095,,Right Foot,,,"[25.5, 78.5]",,Low Pass,8.904493,,,,Elseid Hysaj,7031.0,,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,3,Napoli,227,['e2f814d9-98fe-429a-a7ac-87ea6b4c892f'],21,,,,,,,,,,,,,,,,,,Napoli,227,00:00:21.884,Pass,
,,,,,,,,,,,,,,,,,,2.421855,,,,,,,,,,,,,74ec3d91-1a65-4ff0-8444-02ec8fa2cad4,26,,"[25.5, 77.9]",3879635,0,,,,,-0.25644845,,Left Foot,,,"[48.0, 72.0]",,High Pass,23.260696,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,,1,From Throw In,Elseid Hysaj,7031.0,Right Back,3,Napoli,227,"['a9f19f0c-cde1-4c06-8f13-7455e8bcaa07', 'df19d9c2-bd2e-4ec0-8f9f-9a6c27c9bc73']",22,,,,,,,,,,,,,,,,,,Napoli,227,00:00:22.711,Pass,
,,,,,,,,,,,,,,,,,,1.062265,,,,,,,,,,,,,f4efc847-1a51-4163-aae7-c169c4b1e1d3,29,,"[47.0, 80.0]",3879635,0,,,,,-1.5027199,,,,,"[47.6, 71.2]",,Low Pass,8.820431,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,Right Back,4,Napoli,227,['d8f1c948-9130-4b2c-9f66-f4955fb74bd1'],31,,,,,,,,,,,,,,,,,,Napoli,227,00:00:31.132,Pass,
,,,,,,,,,,,,,,,,,,0.152094,,,,,,,,,,,,,8e9314cc-7bb9-4036-94ae-6605075d2103,31,,"[47.6, 71.2]",3879635,0,,,,,0.0,,Right Foot,,,"[51.4, 71.2]",,High Pass,3.8,,Incomplete,,Allan Marques Loureiro,7035.0,,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,4,Napoli,227,"['90e09bf4-4026-462a-b168-6a509c72ec59', 'd7a37545-e2af-4bb3-b13e-2c66a80cf757']",32,,,,,,,,,,,,,,,,,,Napoli,227,00:00:32.194,Pass,
,,,,,,,,,,,,,,,,,,0.864344,,,,,,,,,,,,,f7191080-77b8-428e-a061-d87fbe5ad19d,34,,"[50.4, 80.0]",3879635,0,,,,,-1.2587543,,,,,"[52.4, 73.8]",,Low Pass,6.514599,,,,Allan Marques Loureiro,7035.0,,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,Right Back,5,Napoli,227,['85982e27-ef94-4005-89d2-b82f3d6bff74'],39,,,,,,,,,,,,,,,,,,Napoli,227,00:00:39.431,Pass,
,,,,,,,,,,,,,,,,,,0.763493,,,,,,,,,,,,,b614ae4e-20e2-4e20-a049-962e6e31af27,38,,"[53.0, 75.0]",3879635,0,,,,,2.884269,,Right Foot,,,"[49.2, 76.0]",,Ground Pass,3.9293766,,,,Elseid Hysaj,7031.0,,,,,,,1,From Throw In,Allan Marques Loureiro,7035.0,Right Center Midfield,5,Napoli,227,"['4ae37517-7d55-4c63-85b6-0c8351fce08c', '53fdffee-5e93-4f2b-b3a4-ffce6c761029']",41,,,,,,,,,,,,,,,,,,Napoli,227,00:00:41.542,Pass,True
,,,,,,,,,,,,,,,,,,3.427364,,,,,,,,,,,,,792ecd5f-bc28-477c-88c9-3fb520f2a470,42,,"[43.6, 74.6]",3879635,0,,,,,-1.9563634,,Left Foot,,,"[22.9, 23.6]",,High Pass,55.040802,,,,Faouzi Ghoulam,8876.0,,,True,,,,1,From Throw In,Elseid Hysaj,7031.0,Right Back,5,Napoli,227,"['65925235-1e9c-49be-a1d2-c22672d9b54b', 'a8cc6c19-61ce-46ab-9ea7-1befc0af0067']",44,,,,,,,,,,,,,,,,,,Napoli,227,00:00:44.049,Pass,True
,,,,,,,,,,,,,,,,,,2.086485,,,,,,,,,,,,,2d90faa5-bb45-47c4-ae04-3232d3ee2000,45,,"[26.5, 22.0]",3879635,0,,,,,2.0738425,,Head,,,"[16.1, 40.9]",,Low Pass,21.572435,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,5,Napoli,227,"['2b017499-43cc-444e-9091-787b1f49d295', '6b1b29c0-c30a-43c5-94d1-62f0d3579c60']",47,,,,,,,,,,,,,,,,,,Napoli,227,00:00:47.477,Pass,True
,,,,,,,,,,,,,,,,,,2.487331,,,,,,,,,,,,,68c9bd75-7f08-4772-9a77-fe7be3e7666d,49,,"[15.3, 42.7]",3879635,0,,,,,0.223938,,Right Foot,,,"[43.4, 49.1]",,High Pass,28.81961,,Incomplete,,Allan Marques Loureiro,7035.0,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,5,Napoli,227,"['4905bc8b-b3ca-4a82-9635-17d5050b7e4f', '9d3ed379-3a6a-47b8-b4d6-aa2b81c24e40']",49,,,,,,,,,,,,,,,,,,Napoli,227,00:00:49.903,Pass,
,,,,,,,,,,,,,,,,,,1.469048,,,,,,,,,,,,,4905bc8b-b3ca-4a82-9635-17d5050b7e4f,51,,"[76.7, 31.0]",3879635,0,,,,,0.22104706,,Head,,,"[85.6, 33.0]",,High Pass,9.121951,,Incomplete,,Marcelo Brozović,5469.0,,,,,,Recovery,1,From Throw In,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,5,Napoli,227,"['21285a60-33da-4a71-8e20-f38d9f1fa0e1', '604eaa3d-89e5-4915-ba05-6f4e918c694d', '68c9bd75-7f08-4772-9a77-fe7be3e7666d']",52,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:52.390,Pass,
,,,,,,,,,,,,,,,,,,1.663726,,,,,,,,,,,,,604eaa3d-89e5-4915-ba05-6f4e918c694d,53,,"[34.5, 47.1]",3879635,0,,,,,-0.8025786,,Head,,,"[48.8, 32.3]",,High Pass,20.579845,,,,Marek Hamšík,7025.0,,,,,,Recovery,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,5,Napoli,227,"['4905bc8b-b3ca-4a82-9635-17d5050b7e4f', '58b6c6ad-04be-4cdd-a306-c5a99feacfd3']",53,,,,,,,,,,,,,,,,,,Napoli,227,00:00:53.859,Pass,
,,,,,,,,,,,,,,,,,,1.706805,,,,,,,,,,,,,41013d55-f930-4ef0-befd-d1f409ad76cf,56,,"[56.6, 20.4]",3879635,0,,,,,-0.86674005,,Left Foot,,,"[73.5, 0.5]",,Ground Pass,26.107853,,,,Lorenzo Insigne,7037.0,,,,,,,1,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,['0634e8a8-6774-4156-aef5-eb229a581c9e'],57,,,,,,,,,,,,,,,,,,Napoli,227,00:00:57.532,Pass,
,,,,,,,,,,,,,,,,,,1.453932,,,,,,,,,,,,,3e126705-50c1-4ac6-89cf-2eaa47fb75ce,59,,"[86.4, 4.3]",3879635,1,,,,,1.0760707,,Left Foot,True,,"[102.8, 34.7]",,Ground Pass,34.54157,,Incomplete,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,Left Wing,5,Napoli,227,"['bda4ddfd-a27e-4fc6-bfcd-d183e805a103', 'f0802801-eb5b-493d-ade1-817788779045']",1,,,,,,,,,,,,,,,,,,Napoli,227,00:01:01.579,Pass,
,,,,,,,,,,,,,,,,,,0.605507,,,,,,,,,,,,,de060e7e-d01e-4278-8857-dc785c1da369,62,,"[101.2, 43.1]",3879635,1,,,,,-0.11710875,37754987-ee0e-43a4-84ff-36a64a614605,Other,,,"[104.6, 42.7]",True,Low Pass,3.4234486,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,Recovery,1,From Throw In,José María Callejón Bueno,7029.0,Right Wing,5,Napoli,227,['69619147-0028-48c8-8727-09e26b3e14f9'],4,,,,,,,,,,,,,,,,,,Napoli,227,00:01:04.843,Pass,
,,,,,,,,,,,,,,,,,,1.321013,,,,,,,,,,,,,e7bdad88-58c7-4832-88c7-fcd662d6ab99,68,,"[61.0, 40.1]",3879635,2,,True,,,3.0035865,,Right Foot,,,"[50.2, 41.6]",,Ground Pass,10.903669,,,,Gary Alexis Medel Soto,16453.0,,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,6,Inter Milan,238,['cbf160d1-ae95-446a-ae62-d258bac27ed3'],2,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:02.646,Pass,
,,,,,,,,,,,,,,,,,,1.300537,,,,,,,,,,,,,aa47e22b-5e4a-4d1c-8672-c5fdc003318f,70,,"[47.0, 41.2]",3879635,2,,,,,2.6217694,,Right Foot,,,"[31.1, 50.3]",,Ground Pass,18.319935,,,,João Miranda de Souza Filho,5551.0,,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,6,Inter Milan,238,['adca19bf-9747-4351-83a4-b27329f6066f'],5,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:05.605,Pass,
,,,,,,,,,,,,,,,,,,0.515456,,,,,,,,,,,,,5eb8387a-1fba-443c-8b35-3c6674472e6a,73,,"[31.3, 50.3]",3879635,2,,,,,0.01680514,,Right Foot,,,"[43.2, 50.5]",,Ground Pass,11.901681,,,,Gary Alexis Medel Soto,16453.0,,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Right Center Back,6,Inter Milan,238,['80a0a7d7-fc5b-410a-98f1-a7814d3e19ed'],8,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:08.323,Pass,
,,,,,,,,,,,,,,,,,,1.212958,,,,,,,,,,,,,ebc3b051-a2f2-4409-b88f-3600f0a4f6d3,76,,"[43.2, 50.5]",3879635,2,,,,,1.7586684,,Right Foot,,,"[38.2, 76.8]",,Low Pass,26.771067,,,,Danilo D''Ambrosio,6984.0,,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,6,Inter Milan,238,['6e74ef8d-dbc6-4a64-868e-13199a9b32e4'],9,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:09.577,Pass,
,,,,,,,,,,,,,,,,,,1.274999,,,,,,,,,,,,,032922ad-76b1-457f-9dd0-5da6bfbe495e,80,,"[37.2, 78.0]",3879635,2,,,,,-2.1511185,,Right Foot,,,"[27.3, 62.9]",,Ground Pass,18.056025,,,,João Miranda de Souza Filho,5551.0,,,,,,,1,From Kick Off,Danilo D''Ambrosio,6984.0,Right Back,6,Inter Milan,238,"['3db0224b-2ea5-4e57-9382-767cebf706d1', 'efb39bfc-572c-4cd0-b2db-15a1b6df853f']",12,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:12.004,Pass,True
,,,,,,,,,,,,,,,,,,2.417788,,,,,,,,,,,,,309c7d0a-b51e-406b-aee5-ae6165559310,82,,"[28.5, 62.9]",3879635,2,,,,,0.13854885,,Right Foot,,,"[78.7, 69.9]",,High Pass,50.6857,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Right Center Back,6,Inter Milan,238,"['4c72c94f-4088-4a7d-9f9f-bcb2d8616474', 'f62289b6-c1b5-4940-8332-76448fa2e9e2']",13,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:13.279,Pass,
,,,,,,,,,,,,,,,,,,0.270217,,,,,,,,,,,,,ea8c10d2-b3ba-447b-a04f-87e5650fa6fb,86,,"[64.3, 3.3]",3879635,2,,,,,0.23109066,,Left Foot,,,"[67.7, 4.1]",,Ground Pass,3.4928498,,Incomplete,,Lorenzo Insigne,7037.0,,,,,,Recovery,1,From Kick Off,Marek Hamšík,7025.0,Left Center Midfield,6,Inter Milan,238,"['2cca9303-a2e5-4708-b807-f873e50b7e62', 'c1eea49e-b70e-4b02-990e-bb252d05256d']",19,,,,,,,,,,,,,,,,,,Napoli,227,00:02:19.987,Pass,
,,,,,,,,,,,,,,,,,,0.988704,,,,,,,,,,,,,a4d42450-396d-4e68-b225-eebb0566beb6,89,,"[64.3, 77.0]",3879635,2,,,,,-0.69473827,,Right Foot,,,"[70.9, 71.5]",,Ground Pass,8.591274,,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,Recovery,1,From Kick Off,Fredy Alejandro Guarín Vásquez,32807.0,Right Center Midfield,6,Inter Milan,238,['48747afc-870e-4dbe-8c6c-dd7c6b499389'],21,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:21.852,Pass,
,,,,,,,,,,,,,,,,,,0.599013,,,,,,,,,,,,,04511edd-1198-46ba-976b-fa9571546597,94,,"[72.9, 71.5]",3879635,2,,,,,2.7719083,,Right Foot,,,"[64.9, 74.6]",,Ground Pass,8.579627,,,,Ivan Perišić,5474.0,,,,,,,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,6,Inter Milan,238,['d4c1267b-53d0-42c1-9a42-884b50871ad4'],22,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:22.880,Pass,
,,,,,,,,,,,,,,,,,,3.992676,,,,,,,,,,,,,af3f59b2-4a57-42ea-a7da-0b80b67b832c,97,,"[64.9, 74.6]",3879635,2,,,,,0.022218565,,Right Foot,,,"[109.9, 75.6]",,Ground Pass,45.01111,,,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,,,1,From Kick Off,Ivan Perišić,5474.0,Right Midfield,6,Inter Milan,238,['01e88f34-ae78-4cae-ae4b-cdb618eb9ad2'],23,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:23.519,Pass,
,,,,,,,,,,,,,,,,,,1.275466,,,,,,,,,,,,,1ab16090-9b42-4fd7-951f-d48383048629,101,,"[109.9, 74.8]",3879635,2,,,,,-1.5926508,,Right Foot,,,"[109.5, 56.5]",,Ground Pass,18.30437,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,,1,From Kick Off,Fredy Alejandro Guarín Vásquez,32807.0,Right Center Midfield,6,Inter Milan,238,"['166ad9ff-c020-4ad2-a601-93655e4c3595', '7336c480-3dfc-4db7-9c6a-b546c151b066', '8a44cc5f-3635-4252-a7a1-b5022c0a7443']",27,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:27.667,Pass,True
,,,,,,,,,,,,,,,,,,1.520512,,,,,,,,,,,,,167ecc65-acfa-4e3a-aef7-69ddc0b41156,105,,"[12.2, 21.8]",3879635,2,,,,,-0.7366563,,Right Foot,,,"[33.7, 2.3]",,Ground Pass,29.02585,,,,Lorenzo Insigne,7037.0,,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,7,Napoli,227,['d6b5ec71-83d0-49f1-942c-e91a62618d81'],30,,,,,,,,,,,,,,,,,,Napoli,227,00:02:30.654,Pass,
,,,,,,,,,,,,,,,,,,1.152896,,,,,,,,,,,,,acf08922-acc9-4368-81e3-434ec736c4fc,108,,"[78.3, 3.3]",3879635,2,,,,,2.1237257,,Left Foot,,,"[67.5, 20.8]",,Ground Pass,20.56429,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,7,Napoli,227,['75f42d4a-e069-4643-8f75-5d3f5b3aa651'],38,,,,,,,,,,,,,,,,,,Napoli,227,00:02:38.249,Pass,
,,,,,,,,,,,,,,,,,,1.290679,,,,,,,,,,,,,ece548ad-ac96-4212-8db7-86e97dbb6369,111,,"[66.5, 22.4]",3879635,2,,,,,1.5832181,,Right Foot,,,"[66.3, 38.5]",,Ground Pass,16.101242,,Incomplete,,Allan Marques Loureiro,7035.0,,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Napoli,227,"['10d745b1-7f1c-4bb3-a15b-dc9d9c2540a6', '5b353d4a-7604-4f28-bd2f-b7a3f099cbd0']",39,,,,,,,,,,,,,,,,,,Napoli,227,00:02:39.607,Pass,
